End date,"12/21/2016"
Specimen label,"23DGG_81"
Maximum Load,"0.23561",N

Time,Extension,Load
(s),(mm),(N)
"63.10800","5.25921","0.00471"
"63.11400","5.25969","0.00466"
"63.12000","5.26022","0.00468"
"63.12600","5.26070","0.00465"
"63.13200","5.26118","0.00464"
"63.13800","5.26172","0.00479"
"63.14400","5.26220","0.00493"
"63.15000","5.26267","0.00507"
"63.15600","5.26321","0.00509"
"63.16200","5.26369","0.00496"
"63.16800","5.26423","0.00490"
"63.17400","5.26477","0.00490"
"63.18000","5.26525","0.00484"
"63.18600","5.26572","0.00490"
"63.19200","5.26626","0.00493"
"63.19800","5.26674","0.00490"
"63.20400","5.26722","0.00486"
"63.21000","5.26776","0.00483"
"63.21600","5.26824","0.00480"
"63.22200","5.26871","0.00475"
"63.22800","5.26919","0.00473"
"63.23400","5.26973","0.00479"
"63.24000","5.27021","0.00476"
"63.24600","5.27069","0.00468"
"63.25200","5.27122","0.00465"
"63.25800","5.27170","0.00469"
"63.26400","5.27218","0.00474"
"63.27000","5.27272","0.00482"
"63.27600","5.27320","0.00484"
"63.28200","5.27368","0.00495"
"63.28800","5.27421","0.00508"
"63.29400","5.27469","0.00513"
"63.30000","5.27523","0.00519"
"63.30600","5.27571","0.00523"
"63.31200","5.27619","0.00518"
"63.31800","5.27673","0.00523"
"63.32400","5.27720","0.00532"
"63.33000","5.27768","0.00531"
"63.33600","5.27822","0.00528"
"63.34200","5.27870","0.00523"
"63.34800","5.27918","0.00522"
"63.35400","5.27971","0.00520"
"63.36000","5.28019","0.00503"
"63.36600","5.28067","0.00493"
"63.37200","5.28121","0.00490"
"63.37800","5.28169","0.00485"
"63.38400","5.28217","0.00477"
"63.39000","5.28270","0.00474"
"63.39600","5.28318","0.00479"
"63.40200","5.28366","0.00490"
"63.40800","5.28420","0.00500"
"63.41400","5.28468","0.00499"
"63.42000","5.28516","0.00498"
"63.42600","5.28569","0.00496"
"63.43200","5.28617","0.00498"
"63.43800","5.28665","0.00506"
"63.44400","5.28719","0.00504"
"63.45000","5.28767","0.00510"
"63.45600","5.28821","0.00517"
"63.46200","5.28868","0.00515"
"63.46800","5.28916","0.00512"
"63.47400","5.28970","0.00501"
"63.48000","5.29018","0.00486"
"63.48600","5.29066","0.00476"
"63.49200","5.29119","0.00472"
"63.49800","5.29167","0.00482"
"63.50400","5.29215","0.00492"
"63.51000","5.29269","0.00496"
"63.51600","5.29317","0.00502"
"63.52200","5.29371","0.00504"
"63.52800","5.29418","0.00506"
"63.53400","5.29472","0.00511"
"63.54000","5.29520","0.00510"
"63.54600","5.29568","0.00512"
"63.55200","5.29622","0.00519"
"63.55800","5.29670","0.00520"
"63.56400","5.29717","0.00518"
"63.57000","5.29771","0.00519"
"63.57600","5.29819","0.00516"
"63.58200","5.29867","0.00516"
"63.58800","5.29921","0.00514"
"63.59400","5.29968","0.00511"
"63.60000","5.30022","0.00501"
"63.60600","5.30070","0.00494"
"63.61200","5.30118","0.00493"
"63.61800","5.30172","0.00494"
"63.62400","5.30220","0.00493"
"63.63000","5.30267","0.00494"
"63.63600","5.30321","0.00497"
"63.64200","5.30369","0.00495"
"63.64800","5.30417","0.00489"
"63.65400","5.30471","0.00488"
"63.66000","5.30518","0.00484"
"63.66600","5.30572","0.00489"
"63.67200","5.30626","0.00491"
"63.67800","5.30674","0.00487"
"63.68400","5.30728","0.00492"
"63.69000","5.30776","0.00502"
"63.69600","5.30823","0.00499"
"63.70200","5.30877","0.00491"
"63.70800","5.30925","0.00471"
"63.71400","5.30973","0.00455"
"63.72000","5.31027","0.00456"
"63.72600","5.31075","0.00458"
"63.73200","5.31122","0.00462"
"63.73800","5.31176","0.00457"
"63.74400","5.31224","0.00451"
"63.75000","5.31272","0.00453"
"63.75600","5.31326","0.00459"
"63.76200","5.31374","0.00466"
"63.76800","5.31421","0.00474"
"63.77400","5.31469","0.00472"
"63.78000","5.31523","0.00462"
"63.78600","5.31571","0.00464"
"63.79200","5.31619","0.00462"
"63.79800","5.31666","0.00469"
"63.80400","5.31720","0.00477"
"63.81000","5.31768","0.00487"
"63.81600","5.31822","0.00493"
"63.82200","5.31870","0.00490"
"63.82800","5.31924","0.00488"
"63.83400","5.31971","0.00489"
"63.84000","5.32025","0.00490"
"63.84600","5.32073","0.00478"
"63.85200","5.32121","0.00476"
"63.85800","5.32169","0.00477"
"63.86400","5.32217","0.00477"
"63.87000","5.32270","0.00480"
"63.87600","5.32318","0.00479"
"63.88200","5.32366","0.00477"
"63.88800","5.32420","0.00477"
"63.89400","5.32468","0.00474"
"63.90000","5.32515","0.00477"
"63.90600","5.32569","0.00485"
"63.91200","5.32617","0.00487"
"63.91800","5.32665","0.00492"
"63.92400","5.32713","0.00494"
"63.93000","5.32767","0.00501"
"63.93600","5.32814","0.00506"
"63.94200","5.32868","0.00511"
"63.94800","5.32916","0.00513"
"63.95400","5.32964","0.00519"
"63.96000","5.33018","0.00515"
"63.96600","5.33072","0.00514"
"63.97200","5.33119","0.00511"
"63.97800","5.33167","0.00505"
"63.98400","5.33221","0.00502"
"63.99000","5.33269","0.00491"
"63.99600","5.33323","0.00480"
"64.00200","5.33370","0.00482"
"64.00800","5.33418","0.00482"
"64.01400","5.33472","0.00481"
"64.02000","5.33520","0.00482"
"64.02600","5.33568","0.00481"
"64.03200","5.33616","0.00482"
"64.03800","5.33669","0.00489"
"64.04400","5.33717","0.00487"
"64.05000","5.33765","0.00489"
"64.05600","5.33819","0.00493"
"64.06200","5.33867","0.00495"
"64.06800","5.33915","0.00504"
"64.07400","5.33968","0.00506"
"64.08000","5.34016","0.00506"
"64.08600","5.34070","0.00510"
"64.09200","5.34118","0.00512"
"64.09800","5.34172","0.00509"
"64.10400","5.34220","0.00502"
"64.11000","5.34273","0.00489"
"64.11600","5.34321","0.00483"
"64.12200","5.34369","0.00480"
"64.12800","5.34423","0.00477"
"64.13400","5.34471","0.00482"
"64.14000","5.34524","0.00492"
"64.14600","5.34572","0.00499"
"64.15200","5.34620","0.00510"
"64.15800","5.34668","0.00517"
"64.16400","5.34716","0.00513"
"64.17000","5.34770","0.00503"
"64.17600","5.34817","0.00487"
"64.18200","5.34865","0.00468"
"64.18800","5.34919","0.00458"
"64.19400","5.34967","0.00463"
"64.20000","5.35015","0.00473"
"64.20600","5.35069","0.00479"
"64.21200","5.35116","0.00481"
"64.21800","5.35164","0.00494"
"64.22400","5.35218","0.00504"
"64.23000","5.35266","0.00510"
"64.23600","5.35320","0.00524"
"64.24200","5.35373","0.00535"
"64.24800","5.35421","0.00540"
"64.25400","5.35475","0.00539"
"64.26000","5.35523","0.00529"
"64.26600","5.35571","0.00524"
"64.27200","5.35625","0.00520"
"64.27800","5.35672","0.00506"
"64.28400","5.35726","0.00498"
"64.29000","5.35774","0.00492"
"64.29600","5.35822","0.00488"
"64.30200","5.35876","0.00487"
"64.30800","5.35923","0.00483"
"64.31400","5.35971","0.00479"
"64.32000","5.36019","0.00483"
"64.32600","5.36073","0.00487"
"64.33200","5.36121","0.00483"
"64.33800","5.36169","0.00480"
"64.34400","5.36216","0.00475"
"64.35000","5.36264","0.00483"
"64.35600","5.36318","0.00495"
"64.36200","5.36366","0.00501"
"64.36800","5.36420","0.00505"
"64.37400","5.36468","0.00514"
"64.38000","5.36515","0.00520"
"64.38600","5.36569","0.00519"
"64.39200","5.36617","0.00515"
"64.39800","5.36671","0.00511"
"64.40400","5.36719","0.00500"
"64.41000","5.36766","0.00492"
"64.41600","5.36820","0.00486"
"64.42200","5.36868","0.00483"
"64.42800","5.36916","0.00475"
"64.43400","5.36964","0.00475"
"64.44000","5.37012","0.00478"
"64.44600","5.37065","0.00483"
"64.45200","5.37113","0.00491"
"64.45800","5.37161","0.00499"
"64.46400","5.37215","0.00500"
"64.47000","5.37263","0.00499"
"64.47600","5.37311","0.00491"
"64.48200","5.37364","0.00489"
"64.48800","5.37412","0.00483"
"64.49400","5.37460","0.00482"
"64.50000","5.37514","0.00487"
"64.50600","5.37562","0.00496"
"64.51200","5.37616","0.00505"
"64.51800","5.37663","0.00507"
"64.52400","5.37717","0.00509"
"64.53000","5.37765","0.00509"
"64.53600","5.37819","0.00516"
"64.54200","5.37873","0.00520"
"64.54800","5.37920","0.00521"
"64.55400","5.37974","0.00516"
"64.56000","5.38022","0.00504"
"64.56600","5.38076","0.00497"
"64.57200","5.38124","0.00504"
"64.57800","5.38172","0.00508"
"64.58400","5.38219","0.00511"
"64.59000","5.38267","0.00517"
"64.59600","5.38321","0.00513"
"64.60200","5.38369","0.00513"
"64.60800","5.38417","0.00516"
"64.61400","5.38471","0.00511"
"64.62000","5.38518","0.00500"
"64.62600","5.38572","0.00484"
"64.63200","5.38620","0.00475"
"64.63800","5.38668","0.00475"
"64.64400","5.38722","0.00477"
"64.65000","5.38769","0.00479"
"64.65600","5.38817","0.00480"
"64.66200","5.38871","0.00484"
"64.66800","5.38925","0.00488"
"64.67400","5.38973","0.00487"
"64.68000","5.39026","0.00487"
"64.68600","5.39074","0.00500"
"64.69200","5.39128","0.00507"
"64.69800","5.39176","0.00505"
"64.70400","5.39224","0.00503"
"64.71000","5.39272","0.00500"
"64.71600","5.39325","0.00506"
"64.72200","5.39373","0.00516"
"64.72800","5.39421","0.00519"
"64.73400","5.39469","0.00512"
"64.74000","5.39517","0.00506"
"64.74600","5.39565","0.00503"
"64.75200","5.39618","0.00510"
"64.75800","5.39666","0.00512"
"64.76400","5.39720","0.00504"
"64.77000","5.39768","0.00504"
"64.77600","5.39816","0.00509"
"64.78200","5.39870","0.00517"
"64.78800","5.39917","0.00528"
"64.79400","5.39971","0.00528"
"64.80000","5.40019","0.00521"
"64.80600","5.40073","0.00511"
"64.81200","5.40121","0.00500"
"64.81800","5.40169","0.00498"
"64.82400","5.40222","0.00497"
"64.83000","5.40276","0.00497"
"64.83600","5.40324","0.00493"
"64.84200","5.40372","0.00478"
"64.84800","5.40426","0.00467"
"64.85400","5.40474","0.00457"
"64.86000","5.40521","0.00447"
"64.86600","5.40575","0.00455"
"64.87200","5.40623","0.00464"
"64.87800","5.40671","0.00468"
"64.88400","5.40725","0.00477"
"64.89000","5.40772","0.00489"
"64.89600","5.40820","0.00502"
"64.90200","5.40874","0.00509"
"64.90800","5.40922","0.00514"
"64.91400","5.40970","0.00517"
"64.92000","5.41023","0.00522"
"64.92600","5.41071","0.00518"
"64.93200","5.41119","0.00516"
"64.93800","5.41173","0.00521"
"64.94400","5.41221","0.00526"
"64.95000","5.41269","0.00531"
"64.95600","5.41322","0.00535"
"64.96200","5.41370","0.00535"
"64.96800","5.41424","0.00535"
"64.97400","5.41472","0.00537"
"64.98000","5.41520","0.00532"
"64.98600","5.41574","0.00521"
"64.99200","5.41621","0.00511"
"64.99800","5.41669","0.00512"
"65.00400","5.41717","0.00516"
"65.01000","5.41771","0.00507"
"65.01600","5.41819","0.00498"
"65.02200","5.41867","0.00494"
"65.02800","5.41914","0.00485"
"65.03400","5.41968","0.00489"
"65.04000","5.42016","0.00497"
"65.04600","5.42070","0.00505"
"65.05200","5.42118","0.00522"
"65.05800","5.42166","0.00529"
"65.06400","5.42219","0.00527"
"65.07000","5.42267","0.00527"
"65.07600","5.42321","0.00521"
"65.08200","5.42369","0.00517"
"65.08800","5.42417","0.00507"
"65.09400","5.42470","0.00501"
"65.10000","5.42524","0.00496"
"65.10600","5.42572","0.00490"
"65.11200","5.42620","0.00486"
"65.11800","5.42674","0.00483"
"65.12400","5.42722","0.00478"
"65.13000","5.42769","0.00483"
"65.13600","5.42823","0.00500"
"65.14200","5.42871","0.00508"
"65.14800","5.42919","0.00513"
"65.15400","5.42973","0.00512"
"65.16000","5.43020","0.00504"
"65.16600","5.43074","0.00501"
"65.17200","5.43122","0.00500"
"65.17800","5.43176","0.00497"
"65.18400","5.43224","0.00495"
"65.19000","5.43272","0.00501"
"65.19600","5.43325","0.00507"
"65.20200","5.43373","0.00515"
"65.20800","5.43427","0.00518"
"65.21400","5.43475","0.00517"
"65.22000","5.43523","0.00519"
"65.22600","5.43577","0.00513"
"65.23200","5.43624","0.00510"
"65.23800","5.43672","0.00511"
"65.24400","5.43726","0.00505"
"65.25000","5.43774","0.00498"
"65.25600","5.43822","0.00488"
"65.26200","5.43870","0.00477"
"65.26800","5.43923","0.00471"
"65.27400","5.43971","0.00467"
"65.28000","5.44019","0.00461"
"65.28600","5.44073","0.00466"
"65.29200","5.44121","0.00471"
"65.29800","5.44168","0.00480"
"65.30400","5.44222","0.00493"
"65.31000","5.44270","0.00497"
"65.31600","5.44324","0.00496"
"65.32200","5.44372","0.00490"
"65.32800","5.44426","0.00481"
"65.33400","5.44473","0.00481"
"65.34000","5.44527","0.00488"
"65.34600","5.44575","0.00495"
"65.35200","5.44623","0.00507"
"65.35800","5.44671","0.00512"
"65.36400","5.44725","0.00517"
"65.37000","5.44772","0.00528"
"65.37600","5.44820","0.00531"
"65.38200","5.44874","0.00538"
"65.38800","5.44922","0.00538"
"65.39400","5.44970","0.00533"
"65.40000","5.45023","0.00535"
"65.40600","5.45071","0.00536"
"65.41200","5.45119","0.00529"
"65.41800","5.45173","0.00521"
"65.42400","5.45221","0.00506"
"65.43000","5.45269","0.00497"
"65.43600","5.45322","0.00494"
"65.44200","5.45370","0.00490"
"65.44800","5.45424","0.00482"
"65.45400","5.45472","0.00473"
"65.46000","5.45526","0.00468"
"65.46600","5.45573","0.00476"
"65.47200","5.45621","0.00487"
"65.47800","5.45675","0.00489"
"65.48400","5.45723","0.00501"
"65.49000","5.45771","0.00520"
"65.49600","5.45825","0.00529"
"65.50200","5.45872","0.00532"
"65.50800","5.45920","0.00530"
"65.51400","5.45974","0.00520"
"65.52000","5.46022","0.00509"
"65.52600","5.46070","0.00504"
"65.53200","5.46124","0.00502"
"65.53800","5.46171","0.00504"
"65.54400","5.46219","0.00504"
"65.55000","5.46267","0.00507"
"65.55600","5.46321","0.00511"
"65.56200","5.46369","0.00513"
"65.56800","5.46417","0.00519"
"65.57400","5.46464","0.00525"
"65.58000","5.46518","0.00522"
"65.58600","5.46566","0.00512"
"65.59200","5.46620","0.00505"
"65.59800","5.46668","0.00507"
"65.60400","5.46721","0.00510"
"65.61000","5.46769","0.00502"
"65.61600","5.46823","0.00495"
"65.62200","5.46871","0.00491"
"65.62800","5.46919","0.00486"
"65.63400","5.46973","0.00491"
"65.64000","5.47020","0.00495"
"65.64600","5.47074","0.00501"
"65.65200","5.47122","0.00506"
"65.65800","5.47170","0.00504"
"65.66400","5.47224","0.00503"
"65.67000","5.47271","0.00503"
"65.67600","5.47319","0.00490"
"65.68200","5.47373","0.00488"
"65.68800","5.47421","0.00494"
"65.69400","5.47469","0.00497"
"65.70000","5.47523","0.00499"
"65.70600","5.47570","0.00496"
"65.71200","5.47618","0.00492"
"65.71800","5.47672","0.00493"
"65.72400","5.47720","0.00485"
"65.73000","5.47774","0.00478"
"65.73600","5.47822","0.00490"
"65.74200","5.47875","0.00495"
"65.74800","5.47923","0.00503"
"65.75400","5.47977","0.00509"
"65.76000","5.48025","0.00510"
"65.76600","5.48073","0.00521"
"65.77200","5.48127","0.00529"
"65.77800","5.48174","0.00529"
"65.78400","5.48222","0.00532"
"65.79000","5.48276","0.00533"
"65.79600","5.48324","0.00532"
"65.80200","5.48372","0.00530"
"65.80800","5.48425","0.00518"
"65.81400","5.48473","0.00508"
"65.82000","5.48521","0.00507"
"65.82600","5.48575","0.00510"
"65.83200","5.48623","0.00510"
"65.83800","5.48677","0.00511"
"65.84400","5.48724","0.00511"
"65.85000","5.48772","0.00515"
"65.85600","5.48820","0.00518"
"65.86200","5.48874","0.00518"
"65.86800","5.48922","0.00525"
"65.87400","5.48970","0.00526"
"65.88000","5.49023","0.00519"
"65.88600","5.49071","0.00517"
"65.89200","5.49125","0.00510"
"65.89800","5.49173","0.00506"
"65.90400","5.49227","0.00503"
"65.91000","5.49274","0.00500"
"65.91600","5.49322","0.00501"
"65.92200","5.49376","0.00501"
"65.92800","5.49424","0.00507"
"65.93400","5.49472","0.00516"
"65.94000","5.49520","0.00521"
"65.94600","5.49573","0.00521"
"65.95200","5.49621","0.00520"
"65.95800","5.49675","0.00522"
"65.96400","5.49723","0.00528"
"65.97000","5.49777","0.00536"
"65.97600","5.49825","0.00538"
"65.98200","5.49878","0.00536"
"65.98800","5.49926","0.00530"
"65.99400","5.49974","0.00521"
"66.00000","5.50022","0.00517"
"66.00600","5.50076","0.00516"
"66.01200","5.50123","0.00514"
"66.01800","5.50171","0.00517"
"66.02400","5.50219","0.00519"
"66.03000","5.50273","0.00514"
"66.03600","5.50321","0.00515"
"66.04200","5.50369","0.00520"
"66.04800","5.50422","0.00530"
"66.05400","5.50470","0.00532"
"66.06000","5.50518","0.00526"
"66.06600","5.50572","0.00536"
"66.07200","5.50620","0.00546"
"66.07800","5.50668","0.00544"
"66.08400","5.50715","0.00538"
"66.09000","5.50769","0.00527"
"66.09600","5.50817","0.00520"
"66.10200","5.50865","0.00519"
"66.10800","5.50919","0.00521"
"66.11400","5.50967","0.00527"
"66.12000","5.51020","0.00529"
"66.12600","5.51068","0.00523"
"66.13200","5.51122","0.00521"
"66.13800","5.51170","0.00519"
"66.14400","5.51218","0.00508"
"66.15000","5.51271","0.00501"
"66.15600","5.51319","0.00497"
"66.16200","5.51367","0.00496"
"66.16800","5.51421","0.00499"
"66.17400","5.51469","0.00506"
"66.18000","5.51517","0.00520"
"66.18600","5.51570","0.00536"
"66.19200","5.51618","0.00543"
"66.19800","5.51666","0.00551"
"66.20400","5.51720","0.00554"
"66.21000","5.51768","0.00542"
"66.21600","5.51821","0.00530"
"66.22200","5.51869","0.00527"
"66.22800","5.51917","0.00521"
"66.23400","5.51971","0.00519"
"66.24000","5.52019","0.00515"
"66.24600","5.52073","0.00515"
"66.25200","5.52120","0.00515"
"66.25800","5.52174","0.00511"
"66.26400","5.52222","0.00513"
"66.27000","5.52276","0.00518"
"66.27600","5.52324","0.00516"
"66.28200","5.52378","0.00516"
"66.28800","5.52425","0.00524"
"66.29400","5.52479","0.00529"
"66.30000","5.52527","0.00535"
"66.30600","5.52575","0.00539"
"66.31200","5.52623","0.00541"
"66.31800","5.52677","0.00538"
"66.32400","5.52724","0.00536"
"66.33000","5.52772","0.00550"
"66.33600","5.52820","0.00562"
"66.34200","5.52868","0.00563"
"66.34800","5.52916","0.00555"
"66.35400","5.52969","0.00543"
"66.36000","5.53017","0.00537"
"66.36600","5.53065","0.00540"
"66.37200","5.53119","0.00548"
"66.37800","5.53167","0.00553"
"66.38400","5.53215","0.00551"
"66.39000","5.53268","0.00552"
"66.39600","5.53316","0.00553"
"66.40200","5.53370","0.00550"
"66.40800","5.53418","0.00545"
"66.41400","5.53472","0.00543"
"66.42000","5.53520","0.00544"
"66.42600","5.53573","0.00539"
"66.43200","5.53621","0.00542"
"66.43800","5.53669","0.00543"
"66.44400","5.53723","0.00536"
"66.45000","5.53771","0.00533"
"66.45600","5.53818","0.00524"
"66.46200","5.53866","0.00507"
"66.46800","5.53920","0.00506"
"66.47400","5.53968","0.00505"
"66.48000","5.54016","0.00501"
"66.48600","5.54070","0.00496"
"66.49200","5.54117","0.00496"
"66.49800","5.54165","0.00501"
"66.50400","5.54213","0.00511"
"66.51000","5.54267","0.00517"
"66.51600","5.54315","0.00527"
"66.52200","5.54369","0.00537"
"66.52800","5.54416","0.00539"
"66.53400","5.54464","0.00540"
"66.54000","5.54518","0.00537"
"66.54600","5.54566","0.00536"
"66.55200","5.54620","0.00544"
"66.55800","5.54668","0.00555"
"66.56400","5.54715","0.00554"
"66.57000","5.54769","0.00553"
"66.57600","5.54817","0.00547"
"66.58200","5.54865","0.00546"
"66.58800","5.54919","0.00541"
"66.59400","5.54966","0.00529"
"66.60000","5.55014","0.00523"
"66.60600","5.55068","0.00517"
"66.61200","5.55116","0.00513"
"66.61800","5.55164","0.00519"
"66.62400","5.55218","0.00517"
"66.63000","5.55265","0.00518"
"66.63600","5.55313","0.00524"
"66.64200","5.55361","0.00527"
"66.64800","5.55415","0.00531"
"66.65400","5.55463","0.00531"
"66.66000","5.55511","0.00526"
"66.66600","5.55564","0.00529"
"66.67200","5.55612","0.00530"
"66.67800","5.55666","0.00526"
"66.68400","5.55714","0.00532"
"66.69000","5.55768","0.00532"
"66.69600","5.55821","0.00530"
"66.70200","5.55869","0.00531"
"66.70800","5.55923","0.00527"
"66.71400","5.55971","0.00520"
"66.72000","5.56019","0.00525"
"66.72600","5.56073","0.00529"
"66.73200","5.56120","0.00536"
"66.73800","5.56168","0.00544"
"66.74400","5.56222","0.00545"
"66.75000","5.56270","0.00543"
"66.75600","5.56324","0.00545"
"66.76200","5.56371","0.00551"
"66.76800","5.56425","0.00565"
"66.77400","5.56473","0.00569"
"66.78000","5.56527","0.00565"
"66.78600","5.56575","0.00559"
"66.79200","5.56623","0.00546"
"66.79800","5.56670","0.00543"
"66.80400","5.56724","0.00540"
"66.81000","5.56772","0.00529"
"66.81600","5.56820","0.00514"
"66.82200","5.56874","0.00512"
"66.82800","5.56922","0.00513"
"66.83400","5.56975","0.00520"
"66.84000","5.57023","0.00527"
"66.84600","5.57071","0.00534"
"66.85200","5.57125","0.00533"
"66.85800","5.57173","0.00517"
"66.86400","5.57221","0.00505"
"66.87000","5.57274","0.00507"
"66.87600","5.57322","0.00511"
"66.88200","5.57370","0.00515"
"66.88800","5.57424","0.00513"
"66.89400","5.57472","0.00504"
"66.90000","5.57519","0.00503"
"66.90600","5.57573","0.00513"
"66.91200","5.57621","0.00521"
"66.91800","5.57669","0.00539"
"66.92400","5.57723","0.00552"
"66.93000","5.57771","0.00566"
"66.93600","5.57818","0.00573"
"66.94200","5.57866","0.00577"
"66.94800","5.57920","0.00576"
"66.95400","5.57968","0.00575"
"66.96000","5.58022","0.00561"
"66.96600","5.58069","0.00549"
"66.97200","5.58117","0.00544"
"66.97800","5.58171","0.00547"
"66.98400","5.58219","0.00546"
"66.99000","5.58273","0.00535"
"66.99600","5.58321","0.00522"
"67.00200","5.58368","0.00513"
"67.00800","5.58422","0.00515"
"67.01400","5.58470","0.00524"
"67.02000","5.58524","0.00538"
"67.02600","5.58572","0.00544"
"67.03200","5.58620","0.00547"
"67.03800","5.58673","0.00549"
"67.04400","5.58721","0.00547"
"67.05000","5.58769","0.00546"
"67.05600","5.58823","0.00553"
"67.06200","5.58871","0.00557"
"67.06800","5.58919","0.00553"
"67.07400","5.58966","0.00537"
"67.08000","5.59020","0.00526"
"67.08600","5.59068","0.00528"
"67.09200","5.59116","0.00531"
"67.09800","5.59170","0.00528"
"67.10400","5.59218","0.00529"
"67.11000","5.59271","0.00528"
"67.11600","5.59319","0.00534"
"67.12200","5.59373","0.00540"
"67.12800","5.59421","0.00543"
"67.13400","5.59469","0.00545"
"67.14000","5.59522","0.00546"
"67.14600","5.59570","0.00551"
"67.15200","5.59618","0.00555"
"67.15800","5.59672","0.00556"
"67.16400","5.59720","0.00554"
"67.17000","5.59768","0.00557"
"67.17600","5.59821","0.00557"
"67.18200","5.59869","0.00556"
"67.18800","5.59917","0.00553"
"67.19400","5.59971","0.00549"
"67.20000","5.60019","0.00544"
"67.20600","5.60066","0.00545"
"67.21200","5.60114","0.00546"
"67.21800","5.60162","0.00541"
"67.22400","5.60216","0.00526"
"67.23000","5.60264","0.00518"
"67.23600","5.60318","0.00521"
"67.24200","5.60365","0.00525"
"67.24800","5.60419","0.00530"
"67.25400","5.60467","0.00531"
"67.26000","5.60521","0.00527"
"67.26600","5.60569","0.00536"
"67.27200","5.60623","0.00553"
"67.27800","5.60670","0.00567"
"67.28400","5.60718","0.00571"
"67.29000","5.60772","0.00566"
"67.29600","5.60820","0.00559"
"67.30200","5.60868","0.00558"
"67.30800","5.60921","0.00560"
"67.31400","5.60969","0.00563"
"67.32000","5.61023","0.00570"
"67.32600","5.61071","0.00569"
"67.33200","5.61125","0.00562"
"67.33800","5.61173","0.00559"
"67.34400","5.61220","0.00556"
"67.35000","5.61274","0.00553"
"67.35600","5.61322","0.00551"
"67.36200","5.61370","0.00554"
"67.36800","5.61418","0.00564"
"67.37400","5.61472","0.00568"
"67.38000","5.61519","0.00567"
"67.38600","5.61567","0.00562"
"67.39200","5.61621","0.00551"
"67.39800","5.61669","0.00543"
"67.40400","5.61723","0.00537"
"67.41000","5.61771","0.00525"
"67.41600","5.61824","0.00508"
"67.42200","5.61872","0.00500"
"67.42800","5.61920","0.00502"
"67.43400","5.61974","0.00512"
"67.44000","5.62022","0.00515"
"67.44600","5.62069","0.00516"
"67.45200","5.62123","0.00523"
"67.45800","5.62171","0.00515"
"67.46400","5.62219","0.00506"
"67.47000","5.62273","0.00511"
"67.47600","5.62321","0.00524"
"67.48200","5.62368","0.00541"
"67.48800","5.62422","0.00559"
"67.49400","5.62470","0.00573"
"67.50000","5.62518","0.00576"
"67.50600","5.62572","0.00569"
"67.51200","5.62619","0.00564"
"67.51800","5.62667","0.00564"
"67.52400","5.62721","0.00565"
"67.53000","5.62769","0.00571"
"67.53600","5.62823","0.00580"
"67.54200","5.62871","0.00582"
"67.54800","5.62924","0.00583"
"67.55400","5.62972","0.00579"
"67.56000","5.63026","0.00573"
"67.56600","5.63074","0.00568"
"67.57200","5.63122","0.00560"
"67.57800","5.63175","0.00556"
"67.58400","5.63223","0.00553"
"67.59000","5.63271","0.00551"
"67.59600","5.63319","0.00547"
"67.60200","5.63373","0.00545"
"67.60800","5.63421","0.00539"
"67.61400","5.63469","0.00546"
"67.62000","5.63516","0.00559"
"67.62600","5.63570","0.00569"
"67.63200","5.63618","0.00571"
"67.63800","5.63666","0.00565"
"67.64400","5.63714","0.00557"
"67.65000","5.63767","0.00557"
"67.65600","5.63815","0.00568"
"67.66200","5.63863","0.00575"
"67.66800","5.63911","0.00589"
"67.67400","5.63965","0.00590"
"67.68000","5.64013","0.00579"
"67.68600","5.64066","0.00574"
"67.69200","5.64114","0.00571"
"67.69800","5.64168","0.00568"
"67.70400","5.64216","0.00572"
"67.71000","5.64270","0.00568"
"67.71600","5.64318","0.00568"
"67.72200","5.64365","0.00567"
"67.72800","5.64419","0.00558"
"67.73400","5.64467","0.00547"
"67.74000","5.64515","0.00539"
"67.74600","5.64563","0.00536"
"67.75200","5.64616","0.00544"
"67.75800","5.64664","0.00551"
"67.76400","5.64712","0.00562"
"67.77000","5.64766","0.00570"
"67.77600","5.64814","0.00567"
"67.78200","5.64868","0.00561"
"67.78800","5.64915","0.00552"
"67.79400","5.64969","0.00538"
"67.80000","5.65017","0.00536"
"67.80600","5.65071","0.00535"
"67.81200","5.65119","0.00537"
"67.81800","5.65173","0.00539"
"67.82400","5.65220","0.00527"
"67.83000","5.65274","0.00518"
"67.83600","5.65322","0.00517"
"67.84200","5.65376","0.00507"
"67.84800","5.65424","0.00508"
"67.85400","5.65477","0.00519"
"67.86000","5.65525","0.00528"
"67.86600","5.65573","0.00543"
"67.87200","5.65627","0.00552"
"67.87800","5.65675","0.00555"
"67.88400","5.65723","0.00564"
"67.89000","5.65776","0.00572"
"67.89600","5.65824","0.00584"
"67.90200","5.65872","0.00594"
"67.90800","5.65920","0.00592"
"67.91400","5.65974","0.00587"
"67.92000","5.66022","0.00581"
"67.92600","5.66069","0.00572"
"67.93200","5.66123","0.00566"
"67.93800","5.66171","0.00563"
"67.94400","5.66219","0.00560"
"67.95000","5.66267","0.00562"
"67.95600","5.66321","0.00560"
"67.96200","5.66368","0.00558"
"67.96800","5.66422","0.00554"
"67.97400","5.66470","0.00552"
"67.98000","5.66524","0.00558"
"67.98600","5.66572","0.00569"
"67.99200","5.66625","0.00575"
"67.99800","5.66673","0.00579"
"68.00400","5.66727","0.00581"
"68.01000","5.66775","0.00584"
"68.01600","5.66823","0.00586"
