End date,"12/21/2016"
Specimen label,"23DGG_81"
Maximum Load,"0.23561",N

Time,Extension,Load
(s),(mm),(N)
"403.30200","33.60871","0.22132"
"403.30800","33.60919","0.22126"
"403.31400","33.60973","0.22120"
"403.32000","33.61026","0.22113"
"403.32600","33.61074","0.22108"
"403.33200","33.61128","0.22107"
"403.33800","33.61176","0.22111"
"403.34400","33.61224","0.22117"
"403.35000","33.61278","0.22125"
"403.35600","33.61326","0.22132"
"403.36200","33.61374","0.22135"
"403.36800","33.61422","0.22146"
"403.37400","33.61469","0.22152"
"403.38000","33.61517","0.22157"
"403.38600","33.61571","0.22161"
"403.39200","33.61618","0.22160"
"403.39800","33.61666","0.22152"
"403.40400","33.61714","0.22146"
"403.41000","33.61762","0.22154"
"403.41600","33.61816","0.22166"
"403.42200","33.61864","0.22185"
"403.42800","33.61912","0.22206"
"403.43400","33.61965","0.22221"
"403.44000","33.62013","0.22228"
"403.44600","33.62067","0.22232"
"403.45200","33.62115","0.22231"
"403.45800","33.62163","0.22228"
"403.46400","33.62217","0.22227"
"403.47000","33.62265","0.22235"
"403.47600","33.62318","0.22238"
"403.48200","33.62366","0.22230"
"403.48800","33.62420","0.22219"
"403.49400","33.62468","0.22212"
"403.50000","33.62516","0.22214"
"403.50600","33.62563","0.22211"
"403.51200","33.62617","0.22200"
"403.51800","33.62665","0.22193"
"403.52400","33.62712","0.22201"
"403.53000","33.62767","0.22209"
"403.53600","33.62814","0.22200"
"403.54200","33.62868","0.22182"
"403.54800","33.62916","0.22172"
"403.55400","33.62964","0.22170"
"403.56000","33.63018","0.22173"
"403.56600","33.63065","0.22176"
"403.57200","33.63120","0.22193"
"403.57800","33.63167","0.22226"
"403.58400","33.63221","0.22255"
"403.59000","33.63269","0.22260"
"403.59600","33.63316","0.22273"
"403.60200","33.63371","0.22289"
"403.60800","33.63424","0.22300"
"403.61400","33.63472","0.22298"
"403.62000","33.63526","0.22278"
"403.62600","33.63574","0.22262"
"403.63200","33.63628","0.22253"
"403.63800","33.63675","0.22240"
"403.64400","33.63723","0.22227"
"403.65000","33.63777","0.22225"
"403.65600","33.63825","0.22229"
"403.66200","33.63873","0.22242"
"403.66800","33.63926","0.22247"
"403.67400","33.63974","0.22246"
"403.68000","33.64028","0.22248"
"403.68600","33.64076","0.22242"
"403.69200","33.64124","0.22242"
"403.69800","33.64172","0.22242"
"403.70400","33.64225","0.22236"
"403.71000","33.64273","0.22223"
"403.71600","33.64321","0.22227"
"403.72200","33.64369","0.22243"
"403.72800","33.64423","0.22257"
"403.73400","33.64471","0.22268"
"403.74000","33.64518","0.22280"
"403.74600","33.64572","0.22287"
"403.75200","33.64620","0.22289"
"403.75800","33.64674","0.22287"
"403.76400","33.64722","0.22278"
"403.77000","33.64769","0.22274"
"403.77600","33.64824","0.22286"
"403.78200","33.64871","0.22298"
"403.78800","33.64919","0.22298"
"403.79400","33.64973","0.22298"
"403.80000","33.65021","0.22305"
"403.80600","33.65075","0.22300"
"403.81200","33.65122","0.22285"
"403.81800","33.65176","0.22269"
"403.82400","33.65224","0.22271"
"403.83000","33.65272","0.22278"
"403.83600","33.65326","0.22281"
"403.84200","33.65373","0.22289"
"403.84800","33.65427","0.22303"
"403.85400","33.65475","0.22317"
"403.86000","33.65523","0.22321"
"403.86600","33.65571","0.22317"
"403.87200","33.65625","0.22316"
"403.87800","33.65672","0.22325"
"403.88400","33.65720","0.22331"
"403.89000","33.65774","0.22331"
"403.89600","33.65822","0.22338"
"403.90200","33.65876","0.22343"
"403.90800","33.65923","0.22350"
"403.91400","33.65977","0.22344"
"403.92000","33.66025","0.22344"
"403.92600","33.66073","0.22356"
"403.93200","33.66121","0.22362"
"403.93800","33.66169","0.22361"
"403.94400","33.66222","0.22368"
"403.95000","33.66270","0.22373"
"403.95600","33.66318","0.22375"
"403.96200","33.66372","0.22382"
"403.96800","33.66420","0.22385"
"403.97400","33.66468","0.22382"
"403.98000","33.66515","0.22377"
"403.98600","33.66569","0.22373"
"403.99200","33.66617","0.22369"
"403.99800","33.66671","0.22370"
"404.00400","33.66719","0.22370"
"404.01000","33.66766","0.22361"
"404.01600","33.66814","0.22347"
"404.02200","33.66868","0.22346"
"404.02800","33.66916","0.22354"
"404.03400","33.66964","0.22359"
"404.04000","33.67018","0.22359"
"404.04600","33.67065","0.22362"
"404.05200","33.67119","0.22363"
"404.05800","33.67167","0.22357"
"404.06400","33.67221","0.22352"
"404.07000","33.67269","0.22340"
"404.07600","33.67317","0.22332"
"404.08200","33.67370","0.22335"
"404.08800","33.67418","0.22351"
"404.09400","33.67466","0.22370"
"404.10000","33.67520","0.22373"
"404.10600","33.67568","0.22374"
"404.11200","33.67616","0.22382"
"404.11800","33.67670","0.22395"
"404.12400","33.67717","0.22400"
"404.13000","33.67771","0.22398"
"404.13600","33.67819","0.22388"
"404.14200","33.67867","0.22396"
"404.14800","33.67921","0.22411"
"404.15400","33.67968","0.22424"
"404.16000","33.68022","0.22430"
"404.16600","33.68070","0.22430"
"404.17200","33.68118","0.22426"
"404.17800","33.68172","0.22425"
"404.18400","33.68225","0.22420"
"404.19000","33.68274","0.22420"
"404.19600","33.68327","0.22418"
"404.20200","33.68375","0.22408"
"404.20800","33.68429","0.22408"
"404.21400","33.68476","0.22414"
"404.22000","33.68530","0.22415"
"404.22600","33.68578","0.22419"
"404.23200","33.68626","0.22417"
"404.23800","33.68674","0.22425"
"404.24400","33.68721","0.22433"
"404.25000","33.68776","0.22440"
"404.25600","33.68823","0.22447"
"404.26200","33.68871","0.22460"
"404.26800","33.68919","0.22470"
"404.27400","33.68973","0.22483"
"404.28000","33.69021","0.22499"
"404.28600","33.69069","0.22500"
"404.29200","33.69122","0.22505"
"404.29800","33.69170","0.22510"
"404.30400","33.69218","0.22507"
"404.31000","33.69272","0.22505"
"404.31600","33.69320","0.22507"
"404.32200","33.69373","0.22507"
"404.32800","33.69421","0.22498"
"404.33400","33.69475","0.22482"
"404.34000","33.69523","0.22475"
"404.34600","33.69577","0.22478"
"404.35200","33.69625","0.22486"
"404.35800","33.69672","0.22487"
"404.36400","33.69726","0.22488"
"404.37000","33.69774","0.22485"
"404.37600","33.69822","0.22490"
"404.38200","33.69870","0.22504"
"404.38800","33.69917","0.22504"
"404.39400","33.69965","0.22506"
"404.40000","33.70019","0.22514"
"404.40600","33.70067","0.22518"
"404.41200","33.70115","0.22529"
"404.41800","33.70163","0.22522"
"404.42400","33.70216","0.22515"
"404.43000","33.70264","0.22519"
"404.43600","33.70312","0.22526"
"404.44200","33.70366","0.22535"
"404.44800","33.70414","0.22549"
"404.45400","33.70462","0.22567"
"404.46000","33.70515","0.22586"
"404.46600","33.70563","0.22602"
"404.47200","33.70617","0.22605"
"404.47800","33.70665","0.22601"
"404.48400","33.70719","0.22603"
"404.49000","33.70766","0.22599"
"404.49600","33.70820","0.22601"
"404.50200","33.70868","0.22601"
"404.50800","33.70916","0.22604"
"404.51400","33.70970","0.22597"
"404.52000","33.71017","0.22586"
"404.52600","33.71066","0.22575"
"404.53200","33.71119","0.22565"
"404.53800","33.71167","0.22554"
"404.54400","33.71215","0.22548"
"404.55000","33.71268","0.22543"
"404.55600","33.71317","0.22545"
"404.56200","33.71364","0.22555"
"404.56800","33.71412","0.22565"
"404.57400","33.71460","0.22566"
"404.58000","33.71514","0.22572"
"404.58600","33.71562","0.22576"
"404.59200","33.71609","0.22588"
"404.59800","33.71663","0.22589"
"404.60400","33.71711","0.22594"
"404.61000","33.71765","0.22607"
"404.61600","33.71819","0.22614"
"404.62200","33.71867","0.22630"
"404.62800","33.71920","0.22641"
"404.63400","33.71968","0.22639"
"404.64000","33.72022","0.22638"
"404.64600","33.72070","0.22625"
"404.65200","33.72118","0.22613"
"404.65800","33.72171","0.22608"
"404.66400","33.72219","0.22605"
"404.67000","33.72267","0.22602"
"404.67600","33.72321","0.22613"
"404.68200","33.72369","0.22621"
"404.68800","33.72423","0.22617"
"404.69400","33.72470","0.22620"
"404.70000","33.72518","0.22627"
"404.70600","33.72572","0.22627"
"404.71200","33.72620","0.22634"
"404.71800","33.72668","0.22648"
"404.72400","33.72721","0.22660"
"404.73000","33.72770","0.22673"
"404.73600","33.72823","0.22683"
"404.74200","33.72871","0.22697"
"404.74800","33.72919","0.22703"
"404.75400","33.72973","0.22695"
"404.76000","33.73027","0.22688"
"404.76600","33.73074","0.22677"
"404.77200","33.73122","0.22677"
"404.77800","33.73176","0.22689"
"404.78400","33.73224","0.22696"
"404.79000","33.73272","0.22699"
"404.79600","33.73325","0.22704"
"404.80200","33.73373","0.22703"
"404.80800","33.73421","0.22703"
"404.81400","33.73475","0.22699"
"404.82000","33.73523","0.22694"
"404.82600","33.73577","0.22691"
"404.83200","33.73624","0.22703"
"404.83800","33.73672","0.22709"
"404.84400","33.73726","0.22721"
"404.85000","33.73774","0.22738"
"404.85600","33.73828","0.22750"
"404.86200","33.73875","0.22756"
"404.86800","33.73923","0.22760"
"404.87400","33.73977","0.22769"
"404.88000","33.74025","0.22782"
"404.88600","33.74073","0.22781"
"404.89200","33.74126","0.22777"
"404.89800","33.74174","0.22773"
"404.90400","33.74222","0.22763"
"404.91000","33.74276","0.22759"
"404.91600","33.74324","0.22759"
"404.92200","33.74372","0.22761"
"404.92800","33.74420","0.22762"
"404.93400","33.74473","0.22766"
"404.94000","33.74521","0.22779"
"404.94600","33.74575","0.22777"
"404.95200","33.74623","0.22775"
"404.95800","33.74671","0.22779"
"404.96400","33.74718","0.22793"
"404.97000","33.74772","0.22793"
"404.97600","33.74820","0.22778"
"404.98200","33.74868","0.22769"
"404.98800","33.74922","0.22767"
"404.99400","33.74969","0.22769"
"405.00000","33.75017","0.22765"
"405.00600","33.75071","0.22760"
"405.01200","33.75119","0.22765"
"405.01800","33.75167","0.22772"
"405.02400","33.75220","0.22782"
"405.03000","33.75269","0.22783"
"405.03600","33.75316","0.22788"
"405.04200","33.75370","0.22811"
"405.04800","33.75418","0.22836"
"405.05400","33.75466","0.22849"
"405.06000","33.75520","0.22847"
"405.06600","33.75568","0.22843"
"405.07200","33.75615","0.22839"
"405.07800","33.75669","0.22841"
"405.08400","33.75717","0.22840"
"405.09000","33.75765","0.22841"
"405.09600","33.75819","0.22854"
"405.10200","33.75867","0.22868"
"405.10800","33.75920","0.22874"
"405.11400","33.75968","0.22870"
"405.12000","33.76022","0.22863"
"405.12600","33.76070","0.22862"
"405.13200","33.76118","0.22856"
"405.13800","33.76171","0.22846"
"405.14400","33.76219","0.22842"
"405.15000","33.76267","0.22837"
"405.15600","33.76315","0.22832"
"405.16200","33.76369","0.22841"
"405.16800","33.76416","0.22852"
"405.17400","33.76464","0.22862"
"405.18000","33.76518","0.22862"
"405.18600","33.76566","0.22865"
"405.19200","33.76620","0.22870"
"405.19800","33.76667","0.22875"
"405.20400","33.76715","0.22881"
"405.21000","33.76769","0.22886"
"405.21600","33.76817","0.22892"
"405.22200","33.76871","0.22899"
"405.22800","33.76919","0.22906"
"405.23400","33.76967","0.22902"
"405.24000","33.77020","0.22897"
"405.24600","33.77068","0.22889"
"405.25200","33.77122","0.22885"
"405.25800","33.77170","0.22894"
"405.26400","33.77224","0.22908"
"405.27000","33.77271","0.22916"
"405.27600","33.77325","0.22921"
"405.28200","33.77373","0.22929"
"405.28800","33.77421","0.22933"
"405.29400","33.77475","0.22929"
"405.30000","33.77523","0.22920"
"405.30600","33.77571","0.22916"
"405.31200","33.77624","0.22920"
"405.31800","33.77672","0.22926"
"405.32400","33.77720","0.22925"
"405.33000","33.77774","0.22916"
"405.33600","33.77822","0.22900"
"405.34200","33.77875","0.22898"
"405.34800","33.77923","0.22906"
"405.35400","33.77971","0.22906"
"405.36000","33.78025","0.22904"
"405.36600","33.78073","0.22908"
"405.37200","33.78120","0.22913"
"405.37800","33.78168","0.22917"
"405.38400","33.78222","0.22919"
"405.39000","33.78270","0.22930"
"405.39600","33.78324","0.22948"
"405.40200","33.78371","0.22956"
"405.40800","33.78426","0.22961"
"405.41400","33.78479","0.22962"
"405.42000","33.78527","0.22960"
"405.42600","33.78575","0.22964"
"405.43200","33.78622","0.22978"
"405.43800","33.78677","0.22989"
"405.44400","33.78724","0.22993"
"405.45000","33.78772","0.22985"
"405.45600","33.78820","0.22978"
"405.46200","33.78874","0.22979"
"405.46800","33.78922","0.22981"
"405.47400","33.78970","0.22985"
"405.48000","33.79023","0.22998"
"405.48600","33.79071","0.23017"
"405.49200","33.79119","0.23027"
"405.49800","33.79173","0.23027"
"405.50400","33.79221","0.23024"
"405.51000","33.79274","0.23027"
"405.51600","33.79322","0.23036"
"405.52200","33.79370","0.23045"
"405.52800","33.79424","0.23045"
"405.53400","33.79472","0.23041"
"405.54000","33.79520","0.23037"
"405.54600","33.79573","0.23028"
"405.55200","33.79622","0.23014"
"405.55800","33.79669","0.23002"
"405.56400","33.79717","0.22996"
"405.57000","33.79765","0.23002"
"405.57600","33.79818","0.23012"
"405.58200","33.79866","0.23017"
"405.58800","33.79914","0.23021"
"405.59400","33.79968","0.23026"
"405.60000","33.80016","0.23033"
"405.60600","33.80064","0.23038"
"405.61200","33.80117","0.23037"
"405.61800","33.80165","0.23024"
"405.62400","33.80219","0.23015"
"405.63000","33.80267","0.23020"
"405.63600","33.80315","0.23026"
"405.64200","33.80363","0.23026"
"405.64800","33.80416","0.23030"
"405.65400","33.80465","0.23028"
"405.66000","33.80512","0.23021"
"405.66600","33.80566","0.23021"
"405.67200","33.80614","0.23024"
"405.67800","33.80661","0.23028"
"405.68400","33.80716","0.23027"
"405.69000","33.80763","0.23022"
"405.69600","33.80811","0.23025"
"405.70200","33.80865","0.23035"
"405.70800","33.80912","0.23044"
"405.71400","33.80960","0.23044"
"405.72000","33.81014","0.23038"
"405.72600","33.81062","0.23031"
"405.73200","33.81116","0.23033"
"405.73800","33.81164","0.23034"
"405.74400","33.81218","0.23041"
"405.75000","33.81271","0.23055"
"405.75600","33.81319","0.23070"
"405.76200","33.81373","0.23087"
"405.76800","33.81421","0.23103"
"405.77400","33.81475","0.23105"
"405.78000","33.81523","0.23103"
"405.78600","33.81577","0.23101"
"405.79200","33.81624","0.23104"
"405.79800","33.81678","0.23106"
"405.80400","33.81726","0.23103"
"405.81000","33.81774","0.23105"
"405.81600","33.81828","0.23110"
"405.82200","33.81875","0.23115"
"405.82800","33.81929","0.23117"
"405.83400","33.81977","0.23111"
"405.84000","33.82025","0.23106"
"405.84600","33.82072","0.23100"
"405.85200","33.82127","0.23100"
"405.85800","33.82174","0.23099"
"405.86400","33.82222","0.23102"
"405.87000","33.82270","0.23111"
"405.87600","33.82318","0.23110"
"405.88200","33.82372","0.23110"
"405.88800","33.82420","0.23115"
"405.89400","33.82473","0.23119"
"405.90000","33.82521","0.23117"
"405.90600","33.82575","0.23119"
"405.91200","33.82623","0.23121"
"405.91800","33.82676","0.23130"
"405.92400","33.82724","0.23143"
"405.93000","33.82778","0.23145"
"405.93600","33.82826","0.23132"
"405.94200","33.82874","0.23124"
"405.94800","33.82922","0.23119"
"405.95400","33.82970","0.23109"
"405.96000","33.83023","0.23108"
"405.96600","33.83071","0.23114"
"405.97200","33.83119","0.23126"
"405.97800","33.83173","0.23136"
"405.98400","33.83221","0.23137"
"405.99000","33.83268","0.23145"
"405.99600","33.83322","0.23151"
"406.00200","33.83370","0.23149"
"406.00800","33.83418","0.23143"
"406.01400","33.83472","0.23140"
"406.02000","33.83519","0.23135"
"406.02600","33.83567","0.23128"
"406.03200","33.83621","0.23122"
"406.03800","33.83669","0.23116"
"406.04400","33.83723","0.23116"
"406.05000","33.83771","0.23123"
"406.05600","33.83825","0.23133"
"406.06200","33.83872","0.23135"
"406.06800","33.83926","0.23135"
"406.07400","33.83974","0.23135"
"406.08000","33.84022","0.23132"
"406.08600","33.84076","0.23126"
"406.09200","33.84123","0.23122"
"406.09800","33.84171","0.23124"
"406.10400","33.84219","0.23126"
"406.11000","33.84267","0.23134"
"406.11600","33.84315","0.23146"
"406.12200","33.84369","0.23161"
"406.12800","33.84417","0.23166"
"406.13400","33.84464","0.23165"
"406.14000","33.84518","0.23162"
"406.14600","33.84566","0.23163"
"406.15200","33.84614","0.23162"
"406.15800","33.84668","0.23159"
"406.16400","33.84715","0.23154"
"406.17000","33.84763","0.23158"
"406.17600","33.84817","0.23162"
"406.18200","33.84865","0.23162"
"406.18800","33.84913","0.23166"
"406.19400","33.84966","0.23168"
"406.20000","33.85014","0.23168"
"406.20600","33.85068","0.23170"
"406.21200","33.85116","0.23167"
"406.21800","33.85170","0.23170"
"406.22400","33.85218","0.23176"
"406.23000","33.85271","0.23187"
"406.23600","33.85319","0.23198"
"406.24200","33.85367","0.23202"
"406.24800","33.85415","0.23193"
"406.25400","33.85469","0.23179"
"406.26000","33.85517","0.23170"
"406.26600","33.85564","0.23167"
"406.27200","33.85618","0.23171"
"406.27800","33.85666","0.23184"
"406.28400","33.85714","0.23192"
"406.29000","33.85768","0.23198"
"406.29600","33.85815","0.23206"
"406.30200","33.85870","0.23207"
"406.30800","33.85917","0.23206"
"406.31400","33.85965","0.23204"
"406.32000","33.86019","0.23207"
"406.32600","33.86066","0.23210"
"406.33200","33.86121","0.23211"
"406.33800","33.86168","0.23212"
"406.34400","33.86222","0.23215"
"406.35000","33.86270","0.23213"
"406.35600","33.86324","0.23214"
"406.36200","33.86372","0.23219"
"406.36800","33.86425","0.23225"
"406.37400","33.86473","0.23230"
"406.38000","33.86521","0.23232"
"406.38600","33.86569","0.23234"
"406.39200","33.86623","0.23227"
"406.39800","33.86670","0.23225"
"406.40400","33.86718","0.23228"
"406.41000","33.86772","0.23226"
"406.41600","33.86820","0.23215"
"406.42200","33.86868","0.23211"
"406.42800","33.86921","0.23206"
"406.43400","33.86969","0.23208"
"406.44000","33.87023","0.23217"
"406.44600","33.87071","0.23218"
"406.45200","33.87119","0.23221"
"406.45800","33.87173","0.23221"
"406.46400","33.87221","0.23230"
"406.47000","33.87268","0.23236"
"406.47600","33.87322","0.23235"
"406.48200","33.87370","0.23229"
"406.48800","33.87424","0.23226"
"406.49400","33.87472","0.23222"
"406.50000","33.87525","0.23221"
"406.50600","33.87573","0.23223"
"406.51200","33.87621","0.23225"
"406.51800","33.87675","0.23229"
"406.52400","33.87723","0.23232"
"406.53000","33.87770","0.23235"
"406.53600","33.87819","0.23235"
"406.54200","33.87872","0.23230"
"406.54800","33.87920","0.23236"
"406.55400","33.87968","0.23245"
"406.56000","33.88021","0.23249"
"406.56600","33.88070","0.23247"
"406.57200","33.88123","0.23243"
"406.57800","33.88171","0.23237"
"406.58400","33.88219","0.23230"
"406.59000","33.88267","0.23218"
"406.59600","33.88321","0.23211"
"406.60200","33.88368","0.23213"
"406.60800","33.88422","0.23220"
"406.61400","33.88470","0.23232"
"406.62000","33.88518","0.23247"
"406.62600","33.88572","0.23255"
"406.63200","33.88619","0.23260"
"406.63800","33.88673","0.23265"
"406.64400","33.88721","0.23271"
"406.65000","33.88769","0.23278"
"406.65600","33.88823","0.23291"
"406.66200","33.88871","0.23295"
"406.66800","33.88919","0.23295"
"406.67400","33.88966","0.23299"
"406.68000","33.89020","0.23302"
"406.68600","33.89068","0.23298"
"406.69200","33.89116","0.23296"
"406.69800","33.89170","0.23301"
"406.70400","33.89217","0.23315"
"406.71000","33.89265","0.23323"
"406.71600","33.89319","0.23324"
"406.72200","33.89367","0.23325"
"406.72800","33.89415","0.23323"
"406.73400","33.89468","0.23320"
"406.74000","33.89516","0.23315"
"406.74600","33.89564","0.23313"
"406.75200","33.89618","0.23316"
"406.75800","33.89666","0.23316"
"406.76400","33.89720","0.23314"
"406.77000","33.89767","0.23312"
"406.77600","33.89821","0.23309"
"406.78200","33.89869","0.23313"
"406.78800","33.89923","0.23312"
"406.79400","33.89971","0.23318"
"406.80000","33.90018","0.23324"
"406.80600","33.90066","0.23330"
"406.81200","33.90114","0.23331"
"406.81800","33.90168","0.23323"
"406.82400","33.90216","0.23325"
"406.83000","33.90264","0.23329"
"406.83600","33.90318","0.23335"
"406.84200","33.90366","0.23336"
"406.84800","33.90419","0.23330"
"406.85400","33.90467","0.23318"
"406.86000","33.90515","0.23305"
"406.86600","33.90569","0.23304"
"406.87200","33.90617","0.23301"
"406.87800","33.90670","0.23303"
"406.88400","33.90718","0.23304"
"406.89000","33.90766","0.23311"
"406.89600","33.90820","0.23322"
"406.90200","33.90868","0.23335"
"406.90800","33.90922","0.23352"
"406.91400","33.90969","0.23370"
"406.92000","33.91023","0.23393"
"406.92600","33.91071","0.23408"
"406.93200","33.91125","0.23406"
"406.93800","33.91173","0.23398"
"406.94400","33.91220","0.23383"
"406.95000","33.91274","0.23372"
"406.95600","33.91322","0.23365"
"406.96200","33.91370","0.23354"
"406.96800","33.91424","0.23347"
"406.97400","33.91471","0.23352"
"406.98000","33.91519","0.23351"
"406.98600","33.91573","0.23359"
"406.99200","33.91621","0.23372"
"406.99800","33.91669","0.23380"
"407.00400","33.91722","0.23384"
"407.01000","33.91771","0.23385"
"407.01600","33.91824","0.23379"
"407.02200","33.91872","0.23385"
"407.02800","33.91920","0.23391"
"407.03400","33.91973","0.23394"
"407.04000","33.92022","0.23397"
"407.04600","33.92075","0.23403"
"407.05200","33.92123","0.23406"
"407.05800","33.92177","0.23400"
"407.06400","33.92225","0.23399"
"407.07000","33.92279","0.23404"
"407.07600","33.92326","0.23401"
"407.08200","33.92374","0.23393"
"407.08800","33.92428","0.23390"
"407.09400","33.92476","0.23395"
"407.10000","33.92524","0.23395"
"407.10600","33.92572","0.23394"
"407.11200","33.92620","0.23392"
"407.11800","33.92667","0.23395"
"407.12400","33.92721","0.23396"
"407.13000","33.92769","0.23407"
"407.13600","33.92817","0.23420"
"407.14200","33.92865","0.23422"
"407.14800","33.92918","0.23413"
"407.15400","33.92966","0.23402"
"407.16000","33.93014","0.23396"
"407.16600","33.93062","0.23390"
"407.17200","33.93116","0.23390"
"407.17800","33.93164","0.23394"
"407.18400","33.93217","0.23401"
"407.19000","33.93265","0.23409"
"407.19600","33.93319","0.23417"
"407.20200","33.93367","0.23418"
"407.20800","33.93420","0.23421"
"407.21400","33.93468","0.23423"
"407.22000","33.93516","0.23439"
"407.22600","33.93570","0.23447"
"407.23200","33.93618","0.23443"
"407.23800","33.93666","0.23444"
"407.24400","33.93714","0.23439"
"407.25000","33.93768","0.23434"
"407.25600","33.93816","0.23426"
"407.26200","33.93863","0.23427"
"407.26800","33.93911","0.23431"
"407.27400","33.93965","0.23441"
"407.28000","33.94012","0.23441"
"407.28600","33.94061","0.23446"
"407.29200","33.94114","0.23445"
"407.29800","33.94162","0.23439"
"407.30400","33.94210","0.23438"
"407.31000","33.94263","0.23447"
"407.31600","33.94312","0.23456"
"407.32200","33.94365","0.23466"
"407.32800","33.94413","0.23466"
"407.33400","33.94467","0.23469"
"407.34000","33.94521","0.23472"
"407.34600","33.94569","0.23479"
"407.35200","33.94622","0.23487"
"407.35800","33.94670","0.23487"
"407.36400","33.94724","0.23487"
"407.37000","33.94772","0.23486"
"407.37600","33.94826","0.23489"
"407.38200","33.94873","0.23497"
"407.38800","33.94921","0.23508"
"407.39400","33.94975","0.23510"
"407.40000","33.95023","0.23515"
"407.40600","33.95071","0.23516"
"407.41200","33.95124","0.23508"
"407.41800","33.95173","0.23498"
"407.42400","33.95220","0.23487"
"407.43000","33.95274","0.23477"
"407.43600","33.95322","0.23478"
"407.44200","33.95370","0.23476"
"407.44800","33.95424","0.23470"
"407.45400","33.95471","0.23474"
"407.46000","33.95525","0.23471"
"407.46600","33.95573","0.23478"
"407.47200","33.95627","0.23483"
"407.47800","33.95675","0.23486"
"407.48400","33.95728","0.23488"
"407.49000","33.95776","0.23494"
"407.49600","33.95824","0.23496"
"407.50200","33.95878","0.23497"
"407.50800","33.95926","0.23498"
"407.51400","33.95980","0.23504"
"407.52000","33.96027","0.23507"
"407.52600","33.96075","0.23502"
"407.53200","33.96123","0.23499"
"407.53800","33.96177","0.23507"
"407.54400","33.96225","0.23514"
"407.55000","33.96273","0.23521"
"407.55600","33.96326","0.23525"
"407.56200","33.96375","0.23526"
"407.56800","33.96428","0.23525"
"407.57400","33.96476","0.23525"
"407.58000","33.96524","0.23528"
"407.58600","33.96571","0.23533"
"407.59200","33.96626","0.23531"
"407.59800","33.96673","0.23534"
"407.60400","33.96721","0.23544"
"407.61000","33.96775","0.23544"
"407.61600","33.96823","0.23547"
"407.62200","33.96870","0.23544"
"407.62800","33.96924","0.23542"
"407.63400","33.96972","0.23548"
"407.64000","33.97026","0.23554"
"407.64600","33.97074","0.23557"
"407.65200","33.97122","0.23560"
"407.65800","33.97175","0.23561"
"407.66400","33.97223","0.23548"
"407.67000","33.97271","0.23529"
"407.67600","33.97319","0.23514"
"407.68200","33.97373","0.23499"
"407.68800","33.97421","0.23496"
"407.69400","33.97469","0.23496"
"407.70000","33.97516","0.23495"
"407.70600","33.97570","0.23498"
"407.71200","33.97618","0.23504"
"407.71800","33.97666","0.23304"
"407.72400","33.97720","0.21918"
"407.73000","33.97767","0.18979"
"407.73600","33.97815","0.15615"
"407.74200","33.97869","0.13376"
"407.74800","33.97917","0.12540"
"407.75400","33.97971","0.11822"
"407.76000","33.98018","0.10444"
"407.76600","33.98066","0.08936"
"407.77200","33.98120","0.08306"
"407.77800","33.98168","0.08664"
"407.78400","33.98222","0.09034"
"407.79000","33.98270","0.08714"
"407.79600","33.98323","0.08066"
"407.80200","33.98371","0.07952"
"407.80800","33.98419","0.08563"
"407.81400","33.98467","0.09122"
"407.82000","33.98521","0.08995"
"407.82600","33.98569","0.08510"
"407.83200","33.98622","0.08439"
"407.83800","33.98670","0.08964"
"407.84400","33.98718","0.09430"
"407.85000","33.98772","0.09299"
"407.85600","33.98820","0.08850"
"407.86200","33.98867","0.08751"
"407.86800","33.98915","0.09130"
"407.87400","33.98969","0.09446"
"407.88000","33.99017","0.09268"
"407.88600","33.99065","0.08852"
"407.89200","33.99119","0.08750"
"407.89800","33.99166","0.09076"
"407.90400","33.99220","0.09336"
"407.91000","33.99268","0.09155"
"407.91600","33.99322","0.08779"
"407.92200","33.99370","0.08696"
"407.92800","33.99424","0.08985"
"407.93400","33.99471","0.09220"
"407.94000","33.99525","0.09084"
"407.94600","33.99573","0.08766"
"407.95200","33.99621","0.08682"
"407.95800","33.99675","0.08888"
"407.96400","33.99723","0.09045"
"407.97000","33.99770","0.08895"
"407.97600","33.99818","0.08591"
"407.98200","33.99872","0.08505"
"407.98800","33.99920","0.08688"
"407.99400","33.99974","0.08847"
"408.00000","34.00021","0.08764"
"408.00600","34.00069","0.08581"
"408.01200","34.00117","0.08578"
"408.01800","34.00171","0.08793"
"408.02400","34.00219","0.08966"
"408.03000","34.00272","0.08908"
"408.03600","34.00320","0.08753"
"408.04200","34.00374","0.08750"
"408.04800","34.00422","0.08913"
"408.05400","34.00476","0.09024"
"408.06000","34.00524","0.08927"
"408.06600","34.00578","0.08764"
"408.07200","34.00625","0.08757"
"408.07800","34.00673","0.08904"
"408.08400","34.00727","0.09000"
"408.09000","34.00775","0.08936"
"408.09600","34.00829","0.08825"
"408.10200","34.00876","0.08842"
"408.10800","34.00924","0.08970"
"408.11400","34.00978","0.09033"
"408.12000","34.01026","0.08952"
"408.12600","34.01074","0.08841"
"408.13200","34.01122","0.08857"
"408.13800","34.01176","0.08991"
"408.14400","34.01223","0.09059"
"408.15000","34.01271","0.08997"
"408.15600","34.01319","0.08909"
"408.16200","34.01373","0.08924"
"408.16800","34.01421","0.09039"
"408.17400","34.01468","0.09100"
"408.18000","34.01522","0.09040"
"408.18600","34.01570","0.08959"
"408.19200","34.01618","0.08979"
"408.19800","34.01672","0.09079"
"408.20400","34.01719","0.09127"
"408.21000","34.01773","0.09057"
