End date,"2/25/2017"
Specimen label,"5CG_33"
Maximum Load,"0.06402",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00011"
"0.00600","0.00000","-0.00005"
"0.01200","0.00000","0.00001"
"0.01800","0.00012","0.00002"
"0.02400","0.00018","0.00004"
"0.03000","0.00030","0.00004"
"0.03600","0.00042","0.00006"
"0.04200","0.00060","0.00016"
"0.04800","0.00078","0.00013"
"0.05400","0.00102","0.00007"
"0.06000","0.00126","0.00006"
"0.06600","0.00155","-0.00004"
"0.07200","0.00185","-0.00019"
"0.07800","0.00221","-0.00039"
"0.08400","0.00263","-0.00045"
"0.09000","0.00299","-0.00045"
"0.09600","0.00347","-0.00047"
"0.10200","0.00389","-0.00047"
"0.10800","0.00442","-0.00047"
"0.11400","0.00490","-0.00052"
"0.12000","0.00544","-0.00043"
"0.12600","0.00604","-0.00030"
"0.13200","0.00664","-0.00023"
"0.13800","0.00723","-0.00023"
"0.14400","0.00783","-0.00020"
"0.15000","0.00849","-0.00011"
"0.15600","0.00915","-0.00005"
"0.16200","0.00981","-0.00008"
"0.16800","0.01046","-0.00009"
"0.17400","0.01112","-0.00004"
"0.18000","0.01178","0.00005"
"0.18600","0.01244","0.00011"
"0.19200","0.01309","0.00008"
"0.19800","0.01381","-0.00001"
"0.20400","0.01447","0.00000"
"0.21000","0.01513","0.00007"
"0.21600","0.01584","0.00002"
"0.22200","0.01650","-0.00008"
"0.22800","0.01716","-0.00019"
"0.23400","0.01782","-0.00031"
"0.24000","0.01847","-0.00041"
"0.24600","0.01907","-0.00050"
"0.25200","0.01973","-0.00046"
"0.25800","0.02039","-0.00044"
"0.26400","0.02099","-0.00039"
"0.27000","0.02158","-0.00022"
"0.27600","0.02224","-0.00017"
"0.28200","0.02284","-0.00017"
"0.28800","0.02344","-0.00008"
"0.29400","0.02404","-0.00009"
"0.30000","0.02457","-0.00012"
"0.30600","0.02517","-0.00006"
"0.31200","0.02571","0.00010"
"0.31800","0.02631","0.00038"
"0.32400","0.02685","0.00065"
"0.33000","0.02738","0.00081"
"0.33600","0.02798","0.00088"
"0.34200","0.02852","0.00089"
"0.34800","0.02906","0.00078"
"0.35400","0.02960","0.00076"
"0.36000","0.03013","0.00084"
"0.36600","0.03067","0.00091"
"0.37200","0.03115","0.00089"
"0.37800","0.03169","0.00079"
"0.38400","0.03223","0.00072"
"0.39000","0.03276","0.00055"
"0.39600","0.03324","0.00034"
"0.40200","0.03378","0.00021"
"0.40800","0.03432","0.00020"
"0.41400","0.03480","0.00027"
"0.42000","0.03534","0.00035"
"0.42600","0.03581","0.00051"
"0.43200","0.03635","0.00067"
"0.43800","0.03683","0.00073"
"0.44400","0.03737","0.00086"
"0.45000","0.03785","0.00107"
"0.45600","0.03833","0.00124"
"0.46200","0.03886","0.00125"
"0.46800","0.03934","0.00124"
"0.47400","0.03982","0.00113"
"0.48000","0.04030","0.00097"
"0.48600","0.04084","0.00082"
"0.49200","0.04131","0.00081"
"0.49800","0.04179","0.00088"
"0.50400","0.04233","0.00085"
"0.51000","0.04281","0.00096"
"0.51600","0.04329","0.00100"
"0.52200","0.04377","0.00103"
"0.52800","0.04430","0.00094"
"0.53400","0.04478","0.00080"
"0.54000","0.04526","0.00070"
"0.54600","0.04580","0.00059"
"0.55200","0.04628","0.00045"
"0.55800","0.04676","0.00029"
"0.56400","0.04729","0.00016"
"0.57000","0.04777","0.00014"
"0.57600","0.04825","0.00017"
"0.58200","0.04873","0.00017"
"0.58800","0.04921","0.00014"
"0.59400","0.04974","0.00014"
"0.60000","0.05022","0.00020"
"0.60600","0.05070","0.00017"
"0.61200","0.05124","0.00012"
"0.61800","0.05172","0.00008"
"0.62400","0.05226","0.00019"
"0.63000","0.05273","0.00029"
"0.63600","0.05321","0.00027"
"0.64200","0.05375","0.00030"
"0.64800","0.05423","0.00037"
"0.65400","0.05471","0.00037"
"0.66000","0.05525","0.00029"
"0.66600","0.05572","0.00023"
"0.67200","0.05626","0.00022"
"0.67800","0.05674","0.00017"
"0.68400","0.05728","0.00019"
"0.69000","0.05776","0.00030"
"0.69600","0.05829","0.00042"
"0.70200","0.05877","0.00061"
"0.70800","0.05931","0.00067"
"0.71400","0.05979","0.00066"
"0.72000","0.06027","0.00075"
"0.72600","0.06075","0.00066"
"0.73200","0.06128","0.00057"
"0.73800","0.06176","0.00048"
"0.74400","0.06230","0.00051"
"0.75000","0.06278","0.00056"
"0.75600","0.06332","0.00055"
"0.76200","0.06380","0.00058"
"0.76800","0.06427","0.00064"
"0.77400","0.06481","0.00070"
"0.78000","0.06529","0.00073"
"0.78600","0.06577","0.00076"
"0.79200","0.06631","0.00080"
"0.79800","0.06678","0.00078"
"0.80400","0.06726","0.00071"
"0.81000","0.06774","0.00067"
"0.81600","0.06828","0.00065"
"0.82200","0.06876","0.00063"
"0.82800","0.06930","0.00059"
"0.83400","0.06977","0.00048"
"0.84000","0.07031","0.00056"
"0.84600","0.07085","0.00072"
"0.85200","0.07133","0.00084"
"0.85800","0.07181","0.00082"
"0.86400","0.07229","0.00072"
"0.87000","0.07282","0.00070"
"0.87600","0.07330","0.00064"
"0.88200","0.07378","0.00057"
"0.88800","0.07426","0.00058"
"0.89400","0.07480","0.00071"
"0.90000","0.07528","0.00075"
"0.90600","0.07575","0.00072"
"0.91200","0.07629","0.00063"
"0.91800","0.07677","0.00058"
"0.92400","0.07725","0.00054"
"0.93000","0.07779","0.00047"
"0.93600","0.07826","0.00049"
"0.94200","0.07874","0.00050"
"0.94800","0.07928","0.00049"
"0.95400","0.07976","0.00051"
"0.96000","0.08024","0.00061"
"0.96600","0.08072","0.00072"
"0.97200","0.08125","0.00074"
"0.97800","0.08173","0.00068"
"0.98400","0.08227","0.00056"
"0.99000","0.08275","0.00036"
"0.99600","0.08323","0.00020"
"1.00200","0.08377","-0.00006"
"1.00800","0.08424","-0.00022"
"1.01400","0.08472","-0.00027"
"1.02000","0.08526","-0.00017"
"1.02600","0.08574","0.00005"
"1.03200","0.08622","0.00017"
"1.03800","0.08669","0.00025"
"1.04400","0.08723","0.00032"
"1.05000","0.08771","0.00033"
"1.05600","0.08819","0.00022"
"1.06200","0.08873","0.00016"
"1.06800","0.08921","0.00016"
"1.07400","0.08974","0.00008"
"1.08000","0.09022","0.00004"
"1.08600","0.09070","-0.00007"
"1.09200","0.09124","-0.00014"
"1.09800","0.09172","-0.00009"
"1.10400","0.09226","0.00006"
"1.11000","0.09273","0.00028"
"1.11600","0.09321","0.00044"
"1.12200","0.09375","0.00054"
"1.12800","0.09423","0.00065"
"1.13400","0.09477","0.00075"
"1.14000","0.09524","0.00077"
"1.14600","0.09572","0.00076"
"1.15200","0.09626","0.00071"
"1.15800","0.09674","0.00069"
"1.16400","0.09728","0.00075"
"1.17000","0.09776","0.00079"
"1.17600","0.09823","0.00078"
"1.18200","0.09877","0.00081"
"1.18800","0.09925","0.00097"
"1.19400","0.09973","0.00106"
"1.20000","0.10027","0.00118"
"1.20600","0.10075","0.00126"
"1.21200","0.10122","0.00127"
"1.21800","0.10176","0.00119"
"1.22400","0.10224","0.00110"
"1.23000","0.10278","0.00105"
"1.23600","0.10326","0.00093"
"1.24200","0.10373","0.00094"
"1.24800","0.10427","0.00089"
"1.25400","0.10475","0.00080"
"1.26000","0.10523","0.00069"
"1.26600","0.10577","0.00063"
"1.27200","0.10625","0.00056"
"1.27800","0.10678","0.00037"
"1.28400","0.10726","0.00023"
"1.29000","0.10780","0.00029"
"1.29600","0.10828","0.00044"
"1.30200","0.10876","0.00069"
"1.30800","0.10930","0.00085"
"1.31400","0.10977","0.00097"
"1.32000","0.11031","0.00097"
"1.32600","0.11079","0.00093"
"1.33200","0.11127","0.00094"
"1.33800","0.11175","0.00094"
"1.34400","0.11228","0.00099"
"1.35000","0.11276","0.00108"
"1.35600","0.11330","0.00112"
"1.36200","0.11378","0.00110"
"1.36800","0.11426","0.00098"
"1.37400","0.11474","0.00090"
"1.38000","0.11527","0.00086"
"1.38600","0.11575","0.00086"
"1.39200","0.11623","0.00091"
"1.39800","0.11677","0.00098"
"1.40400","0.11725","0.00109"
"1.41000","0.11773","0.00117"
"1.41600","0.11826","0.00123"
"1.42200","0.11874","0.00118"
"1.42800","0.11928","0.00115"
"1.43400","0.11976","0.00106"
"1.44000","0.12024","0.00088"
"1.44600","0.12077","0.00072"
"1.45200","0.12125","0.00056"
"1.45800","0.12173","0.00049"
"1.46400","0.12227","0.00034"
"1.47000","0.12275","0.00032"
"1.47600","0.12323","0.00047"
"1.48200","0.12376","0.00067"
"1.48800","0.12424","0.00081"
"1.49400","0.12478","0.00085"
"1.50000","0.12526","0.00091"
"1.50600","0.12574","0.00096"
"1.51200","0.12622","0.00091"
"1.51800","0.12669","0.00089"
"1.52400","0.12717","0.00102"
"1.53000","0.12765","0.00095"
"1.53600","0.12819","0.00089"
"1.54200","0.12867","0.00090"
"1.54800","0.12915","0.00093"
"1.55400","0.12968","0.00097"
"1.56000","0.13016","0.00102"
"1.56600","0.13070","0.00095"
"1.57200","0.13118","0.00091"
"1.57800","0.13172","0.00091"
"1.58400","0.13219","0.00082"
"1.59000","0.13267","0.00078"
"1.59600","0.13315","0.00073"
"1.60200","0.13369","0.00069"
"1.60800","0.13417","0.00072"
"1.61400","0.13471","0.00081"
"1.62000","0.13518","0.00087"
"1.62600","0.13572","0.00098"
"1.63200","0.13620","0.00099"
"1.63800","0.13674","0.00095"
"1.64400","0.13722","0.00093"
"1.65000","0.13770","0.00080"
"1.65600","0.13823","0.00058"
"1.66200","0.13871","0.00040"
"1.66800","0.13919","0.00037"
"1.67400","0.13967","0.00045"
"1.68000","0.14015","0.00052"
"1.68600","0.14068","0.00053"
"1.69200","0.14116","0.00063"
"1.69800","0.14170","0.00066"
"1.70400","0.14218","0.00059"
"1.71000","0.14272","0.00047"
"1.71600","0.14320","0.00045"
"1.72200","0.14373","0.00033"
"1.72800","0.14421","0.00029"
"1.73400","0.14469","0.00031"
"1.74000","0.14523","0.00039"
"1.74600","0.14571","0.00045"
"1.75200","0.14619","0.00051"
"1.75800","0.14672","0.00062"
"1.76400","0.14720","0.00073"
"1.77000","0.14774","0.00071"
"1.77600","0.14822","0.00056"
"1.78200","0.14876","0.00056"
"1.78800","0.14929","0.00062"
"1.79400","0.14977","0.00062"
"1.80000","0.15025","0.00068"
"1.80600","0.15079","0.00085"
"1.81200","0.15127","0.00109"
"1.81800","0.15175","0.00107"
"1.82400","0.15222","0.00096"
"1.83000","0.15276","0.00081"
"1.83600","0.15324","0.00077"
"1.84200","0.15372","0.00080"
"1.84800","0.15426","0.00086"
"1.85400","0.15474","0.00093"
"1.86000","0.15521","0.00110"
"1.86600","0.15575","0.00123"
"1.87200","0.15623","0.00123"
"1.87800","0.15677","0.00122"
"1.88400","0.15725","0.00119"
"1.89000","0.15772","0.00119"
"1.89600","0.15820","0.00115"
"1.90200","0.15874","0.00105"
"1.90800","0.15922","0.00097"
"1.91400","0.15976","0.00096"
"1.92000","0.16024","0.00101"
"1.92600","0.16077","0.00116"
"1.93200","0.16125","0.00124"
"1.93800","0.16179","0.00118"
"1.94400","0.16227","0.00116"
"1.95000","0.16281","0.00112"
"1.95600","0.16329","0.00115"
"1.96200","0.16376","0.00126"
"1.96800","0.16424","0.00127"
"1.97400","0.16472","0.00125"
"1.98000","0.16526","0.00127"
"1.98600","0.16574","0.00134"
"1.99200","0.16621","0.00146"
"1.99800","0.16675","0.00155"
"2.00400","0.16723","0.00162"
"2.01000","0.16771","0.00164"
"2.01600","0.16825","0.00158"
"2.02200","0.16873","0.00144"
"2.02800","0.16920","0.00126"
"2.03400","0.16974","0.00115"
"2.04000","0.17022","0.00115"
"2.04600","0.17070","0.00125"
"2.05200","0.17124","0.00124"
"2.05800","0.17172","0.00124"
"2.06400","0.17219","0.00101"
"2.07000","0.17273","0.00082"
"2.07600","0.17321","0.00084"
"2.08200","0.17369","0.00082"
"2.08800","0.17417","0.00069"
"2.09400","0.17471","0.00068"
"2.10000","0.17518","0.00076"
"2.10600","0.17566","0.00090"
"2.11200","0.17620","0.00098"
"2.11800","0.17668","0.00094"
"2.12400","0.17716","0.00093"
"2.13000","0.17769","0.00084"
"2.13600","0.17817","0.00080"
"2.14200","0.17871","0.00086"
"2.14800","0.17919","0.00097"
"2.15400","0.17973","0.00092"
"2.16000","0.18021","0.00074"
"2.16600","0.18068","0.00060"
"2.17200","0.18122","0.00062"
"2.17800","0.18170","0.00063"
"2.18400","0.18218","0.00059"
"2.19000","0.18272","0.00057"
"2.19600","0.18320","0.00062"
"2.20200","0.18367","0.00060"
"2.20800","0.18421","0.00069"
"2.21400","0.18469","0.00076"
"2.22000","0.18523","0.00082"
"2.22600","0.18571","0.00091"
"2.23200","0.18624","0.00107"
"2.23800","0.18672","0.00113"
"2.24400","0.18720","0.00116"
"2.25000","0.18774","0.00121"
"2.25600","0.18822","0.00128"
"2.26200","0.18870","0.00135"
"2.26800","0.18923","0.00121"
"2.27400","0.18971","0.00108"
"2.28000","0.19019","0.00105"
"2.28600","0.19073","0.00104"
"2.29200","0.19121","0.00110"
"2.29800","0.19175","0.00113"
"2.30400","0.19222","0.00112"
"2.31000","0.19270","0.00124"
"2.31600","0.19324","0.00136"
"2.32200","0.19372","0.00132"
"2.32800","0.19420","0.00129"
"2.33400","0.19473","0.00128"
"2.34000","0.19521","0.00127"
"2.34600","0.19575","0.00129"
"2.35200","0.19623","0.00128"
"2.35800","0.19671","0.00134"
"2.36400","0.19725","0.00138"
"2.37000","0.19772","0.00128"
"2.37600","0.19820","0.00112"
"2.38200","0.19874","0.00106"
"2.38800","0.19922","0.00115"
"2.39400","0.19970","0.00115"
"2.40000","0.20024","0.00105"
"2.40600","0.20071","0.00101"
"2.41200","0.20125","0.00093"
"2.41800","0.20173","0.00094"
"2.42400","0.20221","0.00102"
