"Ptime","Pload","Vtime","Vload"
127.728,0.31499,127.8,0.27241
135.576,0.3172,135.666,0.0182
159.426,0.12155,159.51,0.02469
159.516,0.02476,159.54,0.00516
314.55,0.31451,314.622,0.00596
351.432,0.16922,351.534,-0.00273
351.552,0.01582,351.57,0.00252
474.996,0.10474,475.104,0.01627
