End date,"2/12/2017"
Specimen label,"17DG_34"
Maximum Load,"0.10603",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00060"
"0.00600","0.00000","0.00073"
"0.01200","0.00000","0.00083"
"0.01800","0.00012","0.00099"
"0.02400","0.00018","0.00116"
"0.03000","0.00030","0.00112"
"0.03600","0.00042","0.00098"
"0.04200","0.00060","0.00097"
"0.04800","0.00078","0.00102"
"0.05400","0.00102","0.00111"
"0.06000","0.00126","0.00133"
"0.06600","0.00155","0.00149"
"0.07200","0.00185","0.00147"
"0.07800","0.00221","0.00148"
"0.08400","0.00263","0.00153"
"0.09000","0.00299","0.00154"
"0.09600","0.00347","0.00154"
"0.10200","0.00395","0.00154"
"0.10800","0.00442","0.00157"
"0.11400","0.00496","0.00157"
"0.12000","0.00550","0.00163"
"0.12600","0.00610","0.00171"
"0.13200","0.00670","0.00163"
"0.13800","0.00729","0.00148"
"0.14400","0.00795","0.00129"
"0.15000","0.00861","0.00113"
"0.15600","0.00927","0.00116"
"0.16200","0.00993","0.00123"
"0.16800","0.01058","0.00145"
"0.17400","0.01124","0.00152"
"0.18000","0.01190","0.00144"
"0.18600","0.01256","0.00149"
"0.19200","0.01321","0.00160"
"0.19800","0.01387","0.00161"
"0.20400","0.01453","0.00161"
"0.21000","0.01519","0.00173"
"0.21600","0.01584","0.00189"
"0.22200","0.01650","0.00188"
"0.22800","0.01716","0.00173"
"0.23400","0.01782","0.00160"
"0.24000","0.01847","0.00162"
"0.24600","0.01913","0.00167"
"0.25200","0.01973","0.00182"
"0.25800","0.02039","0.00194"
"0.26400","0.02099","0.00201"
"0.27000","0.02158","0.00187"
"0.27600","0.02224","0.00174"
"0.28200","0.02284","0.00177"
"0.28800","0.02344","0.00184"
"0.29400","0.02398","0.00195"
"0.30000","0.02457","0.00203"
"0.30600","0.02517","0.00214"
"0.31200","0.02571","0.00224"
"0.31800","0.02631","0.00229"
"0.32400","0.02685","0.00243"
"0.33000","0.02744","0.00250"
"0.33600","0.02798","0.00235"
"0.34200","0.02852","0.00217"
"0.34800","0.02906","0.00205"
"0.35400","0.02960","0.00191"
"0.36000","0.03013","0.00180"
"0.36600","0.03067","0.00178"
"0.37200","0.03121","0.00180"
"0.37800","0.03175","0.00185"
"0.38400","0.03223","0.00202"
"0.39000","0.03276","0.00214"
"0.39600","0.03324","0.00222"
"0.40200","0.03378","0.00226"
"0.40800","0.03432","0.00233"
"0.41400","0.03480","0.00244"
"0.42000","0.03528","0.00250"
"0.42600","0.03581","0.00256"
"0.43200","0.03629","0.00268"
"0.43800","0.03683","0.00263"
"0.44400","0.03731","0.00258"
"0.45000","0.03779","0.00257"
"0.45600","0.03833","0.00256"
"0.46200","0.03880","0.00247"
"0.46800","0.03928","0.00246"
"0.47400","0.03982","0.00262"
"0.48000","0.04030","0.00282"
"0.48600","0.04078","0.00283"
"0.49200","0.04125","0.00267"
"0.49800","0.04179","0.00251"
"0.50400","0.04227","0.00236"
"0.51000","0.04275","0.00229"
"0.51600","0.04323","0.00229"
"0.52200","0.04377","0.00239"
"0.52800","0.04424","0.00252"
"0.53400","0.04472","0.00245"
"0.54000","0.04526","0.00235"
"0.54600","0.04574","0.00224"
"0.55200","0.04622","0.00235"
"0.55800","0.04676","0.00240"
"0.56400","0.04723","0.00242"
"0.57000","0.04771","0.00238"
"0.57600","0.04825","0.00242"
"0.58200","0.04873","0.00242"
"0.58800","0.04927","0.00243"
"0.59400","0.04974","0.00250"
"0.60000","0.05022","0.00244"
"0.60600","0.05076","0.00247"
"0.61200","0.05124","0.00254"
"0.61800","0.05172","0.00266"
"0.62400","0.05226","0.00266"
"0.63000","0.05273","0.00261"
"0.63600","0.05321","0.00261"
"0.64200","0.05375","0.00271"
"0.64800","0.05423","0.00278"
"0.65400","0.05471","0.00273"
"0.66000","0.05525","0.00270"
"0.66600","0.05572","0.00277"
"0.67200","0.05626","0.00282"
"0.67800","0.05674","0.00273"
"0.68400","0.05728","0.00282"
"0.69000","0.05776","0.00305"
"0.69600","0.05824","0.00349"
"0.70200","0.05877","0.00388"
"0.70800","0.05925","0.00405"
"0.71400","0.05979","0.00403"
"0.72000","0.06027","0.00399"
"0.72600","0.06075","0.00388"
"0.73200","0.06128","0.00372"
"0.73800","0.06176","0.00345"
"0.74400","0.06224","0.00341"
"0.75000","0.06278","0.00353"
"0.75600","0.06326","0.00365"
"0.76200","0.06380","0.00352"
"0.76800","0.06427","0.00341"
