End date,"2/12/2017"
Specimen label,"12DT_92"
Maximum Load,"0.01519",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00001"
"0.00600","0.00000","0.00020"
"0.01200","0.00006","0.00023"
"0.01800","0.00012","0.00019"
"0.02400","0.00018","0.00036"
"0.03000","0.00030","0.00064"
"0.03600","0.00048","0.00071"
"0.04200","0.00060","0.00072"
"0.04800","0.00084","0.00088"
"0.05400","0.00108","0.00086"
"0.06000","0.00132","0.00085"
"0.06600","0.00167","0.00079"
"0.07200","0.00197","0.00061"
"0.07800","0.00233","0.00051"
"0.08400","0.00275","0.00044"
"0.09000","0.00317","0.00028"
"0.09600","0.00359","0.00013"
"0.10200","0.00407","0.00002"
"0.10800","0.00460","0.00004"
"0.11400","0.00514","0.00008"
"0.12000","0.00568","0.00017"
"0.12600","0.00622","0.00024"
"0.13200","0.00682","0.00016"
"0.13800","0.00741","-0.00001"
"0.14400","0.00801","-0.00013"
"0.15000","0.00861","0.00001"
"0.15600","0.00921","0.00008"
"0.16200","0.00987","0.00019"
"0.16800","0.01052","0.00030"
"0.17400","0.01118","0.00029"
"0.18000","0.01184","0.00022"
"0.18600","0.01250","0.00013"
"0.19200","0.01315","0.00014"
"0.19800","0.01381","0.00028"
"0.20400","0.01447","0.00044"
"0.21000","0.01513","0.00055"
"0.21600","0.01584","0.00072"
"0.22200","0.01650","0.00081"
"0.22800","0.01716","0.00093"
"0.23400","0.01782","0.00099"
"0.24000","0.01847","0.00092"
"0.24600","0.01907","0.00064"
"0.25200","0.01973","0.00036"
"0.25800","0.02033","0.00021"
"0.26400","0.02093","0.00032"
"0.27000","0.02152","0.00043"
"0.27600","0.02212","0.00073"
"0.28200","0.02272","0.00100"
"0.28800","0.02332","0.00096"
"0.29400","0.02392","0.00082"
"0.30000","0.02451","0.00067"
"0.30600","0.02511","0.00046"
"0.31200","0.02565","0.00038"
"0.31800","0.02625","0.00036"
"0.32400","0.02679","0.00034"
"0.33000","0.02732","0.00032"
"0.33600","0.02792","0.00016"
"0.34200","0.02846","0.00006"
"0.34800","0.02900","0.00017"
"0.35400","0.02954","0.00020"
"0.36000","0.03007","0.00020"
"0.36600","0.03061","0.00012"
"0.37200","0.03115","0.00005"
"0.37800","0.03163","0.00000"
"0.38400","0.03217","0.00015"
"0.39000","0.03265","0.00038"
"0.39600","0.03318","0.00065"
"0.40200","0.03366","0.00069"
"0.40800","0.03420","0.00052"
"0.41400","0.03468","0.00030"
"0.42000","0.03522","0.00007"
"0.42600","0.03575","0.00002"
"0.43200","0.03623","0.00013"
"0.43800","0.03671","0.00025"
"0.44400","0.03725","0.00037"
"0.45000","0.03773","0.00038"
"0.45600","0.03821","0.00036"
"0.46200","0.03874","0.00033"
"0.46800","0.03922","0.00036"
"0.47400","0.03970","0.00043"
"0.48000","0.04018","0.00049"
"0.48600","0.04072","0.00045"
"0.49200","0.04119","0.00036"
"0.49800","0.04173","0.00029"
"0.50400","0.04221","0.00014"
"0.51000","0.04269","-0.00001"
"0.51600","0.04323","-0.00004"
"0.52200","0.04371","0.00000"
"0.52800","0.04424","-0.00003"
"0.53400","0.04472","0.00001"
"0.54000","0.04520","0.00004"
"0.54600","0.04568","0.00015"
"0.55200","0.04622","0.00022"
"0.55800","0.04670","0.00049"
"0.56400","0.04723","0.00088"
"0.57000","0.04771","0.00096"
"0.57600","0.04825","0.00081"
"0.58200","0.04873","0.00077"
"0.58800","0.04927","0.00065"
"0.59400","0.04974","0.00039"
"0.60000","0.05022","0.00015"
"0.60600","0.05076","-0.00004"
"0.61200","0.05124","-0.00017"
"0.61800","0.05172","-0.00021"
"0.62400","0.05226","-0.00013"
"0.63000","0.05273","0.00006"
"0.63600","0.05327","0.00023"
"0.64200","0.05375","0.00037"
"0.64800","0.05423","0.00039"
"0.65400","0.05477","0.00035"
"0.66000","0.05525","0.00028"
"0.66600","0.05572","0.00025"
"0.67200","0.05620","0.00028"
"0.67800","0.05674","0.00040"
"0.68400","0.05722","0.00046"
"0.69000","0.05770","0.00052"
"0.69600","0.05818","0.00049"
"0.70200","0.05871","0.00040"
"0.70800","0.05919","0.00032"
"0.71400","0.05973","0.00029"
"0.72000","0.06021","0.00018"
"0.72600","0.06069","0.00019"
"0.73200","0.06122","0.00026"
"0.73800","0.06170","0.00036"
"0.74400","0.06224","0.00040"
"0.75000","0.06272","0.00052"
"0.75600","0.06326","0.00061"
"0.76200","0.06374","0.00072"
"0.76800","0.06421","0.00078"
"0.77400","0.06475","0.00066"
"0.78000","0.06523","0.00050"
"0.78600","0.06577","0.00029"
"0.79200","0.06625","0.00019"
"0.79800","0.06673","0.00021"
"0.80400","0.06720","0.00023"
"0.81000","0.06774","0.00019"
"0.81600","0.06822","0.00023"
"0.82200","0.06876","0.00038"
"0.82800","0.06924","0.00049"
"0.83400","0.06977","0.00060"
"0.84000","0.07025","0.00063"
"0.84600","0.07079","0.00063"
"0.85200","0.07127","0.00053"
"0.85800","0.07181","0.00060"
"0.86400","0.07229","0.00085"
"0.87000","0.07276","0.00097"
"0.87600","0.07330","0.00102"
"0.88200","0.07378","0.00109"
"0.88800","0.07426","0.00103"
"0.89400","0.07474","0.00094"
"0.90000","0.07528","0.00094"
"0.90600","0.07575","0.00092"
"0.91200","0.07623","0.00076"
"0.91800","0.07671","0.00047"
"0.92400","0.07719","0.00031"
"0.93000","0.07773","0.00021"
"0.93600","0.07820","0.00005"
"0.94200","0.07868","-0.00004"
"0.94800","0.07916","0.00008"
"0.95400","0.07964","0.00017"
"0.96000","0.08018","0.00006"
"0.96600","0.08066","-0.00013"
"0.97200","0.08113","-0.00032"
"0.97800","0.08167","-0.00032"
"0.98400","0.08215","-0.00025"
"0.99000","0.08269","-0.00007"
"0.99600","0.08317","0.00008"
"1.00200","0.08371","0.00022"
"1.00800","0.08418","0.00033"
"1.01400","0.08466","0.00053"
"1.02000","0.08514","0.00062"
"1.02600","0.08562","0.00067"
"1.03200","0.08616","0.00076"
"1.03800","0.08664","0.00085"
"1.04400","0.08711","0.00099"
"1.05000","0.08759","0.00102"
"1.05600","0.08813","0.00096"
"1.06200","0.08861","0.00102"
"1.06800","0.08915","0.00090"
"1.07400","0.08962","0.00083"
"1.08000","0.09016","0.00076"
"1.08600","0.09064","0.00074"
"1.09200","0.09118","0.00052"
"1.09800","0.09166","0.00051"
"1.10400","0.09220","0.00057"
"1.11000","0.09267","0.00062"
"1.11600","0.09315","0.00063"
"1.12200","0.09369","0.00070"
"1.12800","0.09417","0.00071"
"1.13400","0.09471","0.00069"
"1.14000","0.09518","0.00056"
"1.14600","0.09572","0.00046"
"1.15200","0.09620","0.00041"
"1.15800","0.09668","0.00039"
"1.16400","0.09722","0.00046"
"1.17000","0.09770","0.00047"
"1.17600","0.09823","0.00036"
"1.18200","0.09871","0.00033"
"1.18800","0.09925","0.00040"
"1.19400","0.09973","0.00050"
"1.20000","0.10021","0.00070"
"1.20600","0.10075","0.00094"
"1.21200","0.10122","0.00107"
"1.21800","0.10176","0.00118"
"1.22400","0.10224","0.00113"
"1.23000","0.10278","0.00104"
"1.23600","0.10326","0.00092"
"1.24200","0.10373","0.00074"
"1.24800","0.10427","0.00049"
"1.25400","0.10475","0.00032"
"1.26000","0.10523","0.00010"
"1.26600","0.10571","-0.00012"
"1.27200","0.10625","-0.00028"
"1.27800","0.10672","-0.00018"
"1.28400","0.10720","0.00008"
"1.29000","0.10768","0.00034"
"1.29600","0.10822","0.00044"
"1.30200","0.10870","0.00045"
"1.30800","0.10918","0.00042"
"1.31400","0.10971","0.00049"
"1.32000","0.11019","0.00055"
"1.32600","0.11067","0.00078"
"1.33200","0.11121","0.00100"
"1.33800","0.11169","0.00112"
"1.34400","0.11222","0.00114"
"1.35000","0.11270","0.00115"
"1.35600","0.11318","0.00108"
"1.36200","0.11372","0.00099"
"1.36800","0.11420","0.00098"
"1.37400","0.11474","0.00108"
"1.38000","0.11521","0.00117"
"1.38600","0.11575","0.00111"
"1.39200","0.11623","0.00087"
"1.39800","0.11671","0.00060"
"1.40400","0.11719","0.00048"
"1.41000","0.11767","0.00061"
"1.41600","0.11820","0.00084"
"1.42200","0.11868","0.00106"
"1.42800","0.11916","0.00121"
"1.43400","0.11970","0.00123"
"1.44000","0.12018","0.00106"
"1.44600","0.12066","0.00097"
"1.45200","0.12113","0.00095"
"1.45800","0.12167","0.00110"
"1.46400","0.12215","0.00131"
"1.47000","0.12269","0.00119"
"1.47600","0.12317","0.00087"
"1.48200","0.12364","0.00053"
"1.48800","0.12418","0.00033"
"1.49400","0.12472","0.00033"
"1.50000","0.12520","0.00044"
"1.50600","0.12568","0.00055"
"1.51200","0.12622","0.00051"
"1.51800","0.12669","0.00041"
"1.52400","0.12723","0.00036"
"1.53000","0.12771","0.00034"
"1.53600","0.12819","0.00019"
"1.54200","0.12867","0.00018"
"1.54800","0.12915","0.00016"
"1.55400","0.12968","0.00014"
"1.56000","0.13016","0.00017"
"1.56600","0.13064","0.00040"
"1.57200","0.13112","0.00075"
"1.57800","0.13160","0.00104"
"1.58400","0.13213","0.00126"
"1.59000","0.13261","0.00142"
"1.59600","0.13309","0.00148"
"1.60200","0.13363","0.00133"
"1.60800","0.13411","0.00118"
"1.61400","0.13459","0.00110"
"1.62000","0.13512","0.00110"
"1.62600","0.13566","0.00117"
"1.63200","0.13614","0.00123"
"1.63800","0.13668","0.00114"
"1.64400","0.13716","0.00089"
"1.65000","0.13770","0.00060"
"1.65600","0.13817","0.00053"
"1.66200","0.13871","0.00070"
"1.66800","0.13919","0.00087"
"1.67400","0.13967","0.00094"
"1.68000","0.14021","0.00089"
"1.68600","0.14068","0.00065"
"1.69200","0.14116","0.00045"
"1.69800","0.14170","0.00049"
"1.70400","0.14218","0.00061"
"1.71000","0.14272","0.00080"
"1.71600","0.14320","0.00093"
"1.72200","0.14367","0.00100"
"1.72800","0.14421","0.00095"
"1.73400","0.14469","0.00075"
"1.74000","0.14523","0.00051"
"1.74600","0.14571","0.00050"
"1.75200","0.14619","0.00057"
"1.75800","0.14672","0.00069"
"1.76400","0.14720","0.00066"
"1.77000","0.14768","0.00054"
"1.77600","0.14822","0.00044"
"1.78200","0.14870","0.00047"
"1.78800","0.14923","0.00063"
"1.79400","0.14971","0.00077"
"1.80000","0.15025","0.00073"
"1.80600","0.15073","0.00070"
"1.81200","0.15121","0.00064"
"1.81800","0.15169","0.00067"
"1.82400","0.15216","0.00064"
"1.83000","0.15270","0.00058"
"1.83600","0.15318","0.00046"
"1.84200","0.15366","0.00047"
"1.84800","0.15420","0.00052"
"1.85400","0.15468","0.00033"
"1.86000","0.15521","0.00018"
