End date,"12/18/2016"
Specimen label,"16AT_26_run2"
Maximum Load,"0.19149",N

Time,Extension,Load
(s),(mm),(N)
"201.52200","16.79368","0.00570"
"201.52800","16.79422","0.00574"
"201.53400","16.79470","0.00572"
"201.54000","16.79518","0.00563"
"201.54600","16.79566","0.00559"
"201.55200","16.79620","0.00551"
"201.55800","16.79667","0.00544"
"201.56400","16.79715","0.00545"
"201.57000","16.79763","0.00551"
"201.57600","16.79817","0.00559"
"201.58200","16.79865","0.00572"
"201.58800","16.79912","0.00572"
"201.59400","16.79966","0.00570"
"201.60000","16.80014","0.00572"
"201.60600","16.80062","0.00579"
"201.61200","16.80110","0.00589"
"201.61800","16.80157","0.00594"
"201.62400","16.80211","0.00593"
"201.63000","16.80259","0.00600"
"201.63600","16.80307","0.00611"
"201.64200","16.80361","0.00619"
"201.64800","16.80409","0.00625"
"201.65400","16.80463","0.00626"
"201.66000","16.80510","0.00612"
"201.66600","16.80564","0.00600"
"201.67200","16.80612","0.00586"
"201.67800","16.80660","0.00576"
"201.68400","16.80714","0.00565"
"201.69000","16.80761","0.00562"
"201.69600","16.80809","0.00562"
"201.70200","16.80863","0.00552"
"201.70800","16.80911","0.00545"
"201.71400","16.80959","0.00550"
"201.72000","16.81013","0.00555"
"201.72600","16.81060","0.00558"
"201.73200","16.81108","0.00564"
"201.73800","16.81162","0.00567"
"201.74400","16.81210","0.00568"
"201.75000","16.81258","0.00577"
"201.75600","16.81306","0.00578"
"201.76200","16.81359","0.00580"
"201.76800","16.81407","0.00584"
"201.77400","16.81461","0.00587"
"201.78000","16.81509","0.00601"
"201.78600","16.81557","0.00604"
"201.79200","16.81610","0.00604"
"201.79800","16.81658","0.00609"
"201.80400","16.81706","0.00614"
"201.81000","16.81760","0.00620"
"201.81600","16.81808","0.00621"
"201.82200","16.81862","0.00625"
"201.82800","16.81910","0.00627"
"201.83400","16.81957","0.00626"
"201.84000","16.82005","0.00630"
"201.84600","16.82059","0.00641"
"201.85200","16.82107","0.00632"
"201.85800","16.82155","0.00611"
"201.86400","16.82202","0.00601"
"201.87000","16.82256","0.00593"
"201.87600","16.82304","0.00594"
"201.88200","16.82358","0.00604"
"201.88800","16.82406","0.00613"
"201.89400","16.82460","0.00613"
"201.90000","16.82507","0.00604"
"201.90600","16.82561","0.00601"
"201.91200","16.82609","0.00602"
"201.91800","16.82657","0.00597"
"201.92400","16.82705","0.00586"
"201.93000","16.82759","0.00585"
"201.93600","16.82806","0.00588"
"201.94200","16.82860","0.00580"
"201.94800","16.82908","0.00572"
"201.95400","16.82962","0.00572"
"201.96000","16.83010","0.00581"
"201.96600","16.83064","0.00596"
"201.97200","16.83111","0.00595"
"201.97800","16.83159","0.00588"
"201.98400","16.83213","0.00588"
"201.99000","16.83261","0.00588"
"201.99600","16.83309","0.00594"
"202.00200","16.83362","0.00598"
"202.00800","16.83410","0.00589"
"202.01400","16.83464","0.00591"
"202.02000","16.83512","0.00585"
"202.02600","16.83566","0.00574"
"202.03200","16.83613","0.00564"
"202.03800","16.83667","0.00556"
"202.04400","16.83715","0.00556"
"202.05000","16.83769","0.00560"
"202.05600","16.83817","0.00559"
"202.06200","16.83865","0.00559"
"202.06800","16.83912","0.00562"
"202.07400","16.83966","0.00560"
"202.08000","16.84014","0.00566"
"202.08600","16.84062","0.00575"
"202.09200","16.84110","0.00579"
"202.09800","16.84163","0.00585"
"202.10400","16.84211","0.00587"
"202.11000","16.84265","0.00594"
"202.11600","16.84313","0.00602"
"202.12200","16.84367","0.00603"
"202.12800","16.84415","0.00616"
"202.13400","16.84463","0.00630"
"202.14000","16.84516","0.00634"
"202.14600","16.84564","0.00639"
"202.15200","16.84612","0.00635"
"202.15800","16.84666","0.00632"
"202.16400","16.84714","0.00633"
"202.17000","16.84767","0.00624"
"202.17600","16.84815","0.00604"
"202.18200","16.84869","0.00594"
"202.18800","16.84917","0.00587"
"202.19400","16.84965","0.00587"
"202.20000","16.85019","0.00587"
"202.20600","16.85066","0.00586"
"202.21200","16.85114","0.00589"
"202.21800","16.85162","0.00591"
"202.22400","16.85210","0.00594"
"202.23000","16.85264","0.00608"
"202.23600","16.85312","0.00622"
"202.24200","16.85359","0.00625"
"202.24800","16.85407","0.00634"
"202.25400","16.85455","0.00645"
"202.26000","16.85509","0.00648"
"202.26600","16.85557","0.00649"
"202.27200","16.85604","0.00638"
"202.27800","16.85658","0.00632"
"202.28400","16.85706","0.00625"
"202.29000","16.85754","0.00617"
"202.29600","16.85808","0.00601"
"202.30200","16.85855","0.00579"
"202.30800","16.85909","0.00565"
"202.31400","16.85963","0.00573"
"202.32000","16.86011","0.00582"
"202.32600","16.86065","0.00587"
"202.33200","16.86113","0.00593"
"202.33800","16.86166","0.00596"
"202.34400","16.86214","0.00596"
"202.35000","16.86262","0.00596"
"202.35600","16.86316","0.00601"
"202.36200","16.86364","0.00610"
"202.36800","16.86411","0.00623"
"202.37400","16.86465","0.00622"
"202.38000","16.86513","0.00630"
"202.38600","16.86561","0.00647"
"202.39200","16.86609","0.00652"
"202.39800","16.86663","0.00662"
"202.40400","16.86711","0.00666"
"202.41000","16.86758","0.00665"
"202.41600","16.86812","0.00659"
"202.42200","16.86860","0.00645"
"202.42800","16.86914","0.00645"
"202.43400","16.86962","0.00637"
"202.44000","16.87009","0.00623"
"202.44600","16.87063","0.00619"
"202.45200","16.87117","0.00623"
"202.45800","16.87165","0.00630"
"202.46400","16.87219","0.00651"
"202.47000","16.87267","0.00676"
"202.47600","16.87314","0.00683"
"202.48200","16.87368","0.00678"
"202.48800","16.87416","0.00667"
"202.49400","16.87464","0.00658"
"202.50000","16.87518","0.00653"
"202.50600","16.87565","0.00647"
"202.51200","16.87613","0.00655"
"202.51800","16.87667","0.00652"
"202.52400","16.87715","0.00634"
"202.53000","16.87769","0.00627"
"202.53600","16.87817","0.00631"
"202.54200","16.87864","0.00628"
"202.54800","16.87918","0.00635"
"202.55400","16.87966","0.00642"
"202.56000","16.88014","0.00643"
"202.56600","16.88068","0.00642"
"202.57200","16.88116","0.00635"
"202.57800","16.88163","0.00639"
"202.58400","16.88217","0.00641"
"202.59000","16.88265","0.00632"
"202.59600","16.88319","0.00629"
"202.60200","16.88367","0.00625"
"202.60800","16.88415","0.00623"
"202.61400","16.88468","0.00629"
"202.62000","16.88516","0.00644"
"202.62600","16.88564","0.00661"
"202.63200","16.88618","0.00673"
"202.63800","16.88666","0.00672"
"202.64400","16.88714","0.00669"
"202.65000","16.88767","0.00669"
"202.65600","16.88815","0.00660"
"202.66200","16.88869","0.00648"
"202.66800","16.88917","0.00637"
"202.67400","16.88965","0.00625"
"202.68000","16.89018","0.00629"
"202.68600","16.89066","0.00627"
"202.69200","16.89120","0.00632"
"202.69800","16.89168","0.00641"
"202.70400","16.89222","0.00657"
"202.71000","16.89270","0.00682"
"202.71600","16.89318","0.00699"
"202.72200","16.89371","0.00706"
"202.72800","16.89419","0.00706"
"202.73400","16.89467","0.00700"
"202.74000","16.89521","0.00686"
"202.74600","16.89569","0.00678"
"202.75200","16.89622","0.00670"
"202.75800","16.89670","0.00662"
"202.76400","16.89718","0.00665"
"202.77000","16.89772","0.00680"
"202.77600","16.89820","0.00689"
"202.78200","16.89867","0.00700"
"202.78800","16.89915","0.00706"
"202.79400","16.89963","0.00706"
"202.80000","16.90017","0.00700"
"202.80600","16.90065","0.00691"
"202.81200","16.90113","0.00686"
"202.81800","16.90166","0.00676"
"202.82400","16.90214","0.00666"
"202.83000","16.90262","0.00662"
"202.83600","16.90310","0.00660"
"202.84200","16.90364","0.00654"
"202.84800","16.90412","0.00657"
"202.85400","16.90459","0.00665"
"202.86000","16.90513","0.00666"
"202.86600","16.90561","0.00669"
"202.87200","16.90615","0.00676"
"202.87800","16.90663","0.00676"
"202.88400","16.90710","0.00668"
"202.89000","16.90764","0.00663"
"202.89600","16.90812","0.00665"
"202.90200","16.90860","0.00664"
"202.90800","16.90914","0.00662"
"202.91400","16.90962","0.00667"
"202.92000","16.91015","0.00670"
"202.92600","16.91063","0.00668"
"202.93200","16.91111","0.00660"
"202.93800","16.91165","0.00654"
"202.94400","16.91213","0.00652"
"202.95000","16.91266","0.00658"
"202.95600","16.91314","0.00661"
"202.96200","16.91362","0.00671"
"202.96800","16.91410","0.00678"
"202.97400","16.91464","0.00686"
"202.98000","16.91512","0.00689"
"202.98600","16.91566","0.00687"
"202.99200","16.91613","0.00679"
"202.99800","16.91661","0.00665"
"203.00400","16.91715","0.00658"
"203.01000","16.91763","0.00652"
"203.01600","16.91817","0.00642"
"203.02200","16.91864","0.00630"
"203.02800","16.91918","0.00620"
"203.03400","16.91966","0.00620"
"203.04000","16.92020","0.00627"
"203.04600","16.92068","0.00643"
"203.05200","16.92116","0.00656"
"203.05800","16.92169","0.00669"
"203.06400","16.92217","0.00682"
"203.07000","16.92265","0.00689"
"203.07600","16.92319","0.00685"
"203.08200","16.92367","0.00671"
"203.08800","16.92420","0.00668"
"203.09400","16.92468","0.00663"
"203.10000","16.92516","0.00660"
"203.10600","16.92570","0.00660"
"203.11200","16.92618","0.00660"
"203.11800","16.92665","0.00665"
"203.12400","16.92713","0.00659"
"203.13000","16.92767","0.00656"
"203.13600","16.92815","0.00644"
"203.14200","16.92863","0.00632"
"203.14800","16.92917","0.00630"
"203.15400","16.92965","0.00626"
"203.16000","16.93018","0.00629"
"203.16600","16.93066","0.00636"
"203.17200","16.93120","0.00645"
"203.17800","16.93168","0.00649"
"203.18400","16.93216","0.00656"
"203.19000","16.93269","0.00664"
"203.19600","16.93317","0.00670"
"203.20200","16.93365","0.00671"
"203.20800","16.93419","0.00678"
"203.21400","16.93467","0.00698"
"203.22000","16.93521","0.00708"
"203.22600","16.93568","0.00696"
"203.23200","16.93616","0.00685"
"203.23800","16.93664","0.00675"
"203.24400","16.93718","0.00666"
"203.25000","16.93766","0.00670"
"203.25600","16.93814","0.00677"
"203.26200","16.93861","0.00672"
"203.26800","16.93915","0.00668"
"203.27400","16.93963","0.00654"
"203.28000","16.94011","0.00644"
"203.28600","16.94065","0.00637"
"203.29200","16.94112","0.00635"
"203.29800","16.94166","0.00639"
"203.30400","16.94214","0.00654"
"203.31000","16.94268","0.00666"
"203.31600","16.94316","0.00673"
"203.32200","16.94370","0.00677"
"203.32800","16.94417","0.00684"
"203.33400","16.94471","0.00685"
"203.34000","16.94519","0.00684"
"203.34600","16.94567","0.00682"
"203.35200","16.94615","0.00678"
"203.35800","16.94668","0.00681"
"203.36400","16.94716","0.00686"
"203.37000","16.94764","0.00692"
"203.37600","16.94812","0.00684"
"203.38200","16.94866","0.00681"
"203.38800","16.94914","0.00681"
"203.39400","16.94961","0.00688"
"203.40000","16.95015","0.00698"
"203.40600","16.95063","0.00701"
"203.41200","16.95111","0.00711"
"203.41800","16.95159","0.00709"
"203.42400","16.95213","0.00691"
"203.43000","16.95260","0.00671"
"203.43600","16.95308","0.00659"
"203.44200","16.95362","0.00650"
"203.44800","16.95410","0.00652"
"203.45400","16.95458","0.00662"
"203.46000","16.95511","0.00672"
"203.46600","16.95559","0.00674"
"203.47200","16.95613","0.00666"
"203.47800","16.95661","0.00658"
"203.48400","16.95715","0.00659"
"203.49000","16.95763","0.00662"
"203.49600","16.95816","0.00672"
"203.50200","16.95864","0.00688"
"203.50800","16.95918","0.00702"
"203.51400","16.95966","0.00710"
"203.52000","16.96014","0.00720"
"203.52600","16.96062","0.00720"
"203.53200","16.96115","0.00713"
"203.53800","16.96163","0.00705"
"203.54400","16.96211","0.00707"
"203.55000","16.96265","0.00715"
"203.55600","16.96313","0.00713"
"203.56200","16.96360","0.00712"
"203.56800","16.96414","0.00718"
"203.57400","16.96462","0.00721"
"203.58000","16.96516","0.00734"
"203.58600","16.96564","0.00741"
"203.59200","16.96618","0.00730"
"203.59800","16.96666","0.00713"
"203.60400","16.96719","0.00697"
"203.61000","16.96767","0.00692"
"203.61600","16.96821","0.00684"
"203.62200","16.96869","0.00671"
"203.62800","16.96923","0.00667"
"203.63400","16.96971","0.00672"
"203.64000","16.97018","0.00675"
"203.64600","16.97072","0.00682"
"203.65200","16.97120","0.00697"
"203.65800","16.97168","0.00705"
"203.66400","16.97216","0.00704"
"203.67000","16.97269","0.00710"
"203.67600","16.97317","0.00712"
"203.68200","16.97365","0.00710"
"203.68800","16.97413","0.00710"
"203.69400","16.97461","0.00713"
"203.70000","16.97515","0.00716"
"203.70600","16.97562","0.00710"
"203.71200","16.97610","0.00709"
"203.71800","16.97664","0.00713"
"203.72400","16.97712","0.00712"
"203.73000","16.97766","0.00706"
"203.73600","16.97814","0.00695"
"203.74200","16.97867","0.00689"
"203.74800","16.97915","0.00683"
"203.75400","16.97969","0.00681"
"203.76000","16.98017","0.00690"
"203.76600","16.98065","0.00701"
"203.77200","16.98118","0.00711"
"203.77800","16.98166","0.00716"
"203.78400","16.98214","0.00712"
"203.79000","16.98268","0.00706"
"203.79600","16.98316","0.00703"
"203.80200","16.98363","0.00699"
"203.80800","16.98411","0.00695"
"203.81400","16.98459","0.00695"
"203.82000","16.98513","0.00696"
"203.82600","16.98561","0.00694"
"203.83200","16.98609","0.00695"
"203.83800","16.98657","0.00701"
"203.84400","16.98710","0.00710"
"203.85000","16.98758","0.00719"
"203.85600","16.98812","0.00720"
"203.86200","16.98860","0.00711"
"203.86800","16.98908","0.00704"
"203.87400","16.98961","0.00706"
"203.88000","16.99009","0.00704"
"203.88600","16.99063","0.00705"
"203.89200","16.99111","0.00708"
"203.89800","16.99165","0.00713"
"203.90400","16.99213","0.00716"
"203.91000","16.99266","0.00719"
"203.91600","16.99314","0.00715"
"203.92200","16.99362","0.00708"
"203.92800","16.99416","0.00698"
"203.93400","16.99464","0.00690"
"203.94000","16.99512","0.00693"
"203.94600","16.99559","0.00699"
"203.95200","16.99613","0.00709"
"203.95800","16.99661","0.00710"
"203.96400","16.99709","0.00719"
"203.97000","16.99763","0.00734"
"203.97600","16.99810","0.00738"
"203.98200","16.99858","0.00740"
"203.98800","16.99906","0.00737"
"203.99400","16.99960","0.00728"
"204.00000","17.00008","0.00717"
"204.00600","17.00056","0.00717"
"204.01200","17.00109","0.00731"
"204.01800","17.00157","0.00742"
"204.02400","17.00205","0.00733"
"204.03000","17.00259","0.00721"
"204.03600","17.00313","0.00722"
"204.04200","17.00360","0.00727"
"204.04800","17.00414","0.00726"
"204.05400","17.00462","0.00714"
"204.06000","17.00516","0.00708"
"204.06600","17.00564","0.00709"
"204.07200","17.00612","0.00705"
"204.07800","17.00660","0.00709"
"204.08400","17.00707","0.00721"
"204.09000","17.00761","0.00730"
"204.09600","17.00809","0.00742"
"204.10200","17.00857","0.00748"
"204.10800","17.00911","0.00751"
"204.11400","17.00958","0.00752"
"204.12000","17.01012","0.00751"
"204.12600","17.01060","0.00739"
"204.13200","17.01114","0.00729"
"204.13800","17.01162","0.00717"
"204.14400","17.01216","0.00717"
"204.15000","17.01263","0.00728"
"204.15600","17.01311","0.00726"
"204.16200","17.01365","0.00719"
"204.16800","17.01413","0.00710"
"204.17400","17.01467","0.00701"
"204.18000","17.01520","0.00700"
"204.18600","17.01568","0.00715"
"204.19200","17.01622","0.00727"
"204.19800","17.01670","0.00734"
"204.20400","17.01724","0.00740"
"204.21000","17.01772","0.00749"
"204.21600","17.01819","0.00759"
"204.22200","17.01867","0.00765"
"204.22800","17.01921","0.00765"
"204.23400","17.01969","0.00768"
"204.24000","17.02017","0.00759"
"204.24600","17.02065","0.00752"
"204.25200","17.02118","0.00749"
"204.25800","17.02166","0.00738"
"204.26400","17.02214","0.00721"
"204.27000","17.02268","0.00714"
"204.27600","17.02316","0.00715"
"204.28200","17.02369","0.00712"
"204.28800","17.02417","0.00707"
"204.29400","17.02465","0.00717"
"204.30000","17.02519","0.00731"
"204.30600","17.02567","0.00737"
"204.31200","17.02621","0.00732"
"204.31800","17.02668","0.00720"
"204.32400","17.02722","0.00705"
"204.33000","17.02770","0.00701"
"204.33600","17.02818","0.00708"
"204.34200","17.02872","0.00712"
"204.34800","17.02919","0.00719"
"204.35400","17.02967","0.00733"
"204.36000","17.03015","0.00747"
"204.36600","17.03069","0.00754"
"204.37200","17.03117","0.00753"
"204.37800","17.03164","0.00751"
"204.38400","17.03212","0.00755"
"204.39000","17.03266","0.00751"
"204.39600","17.03314","0.00748"
"204.40200","17.03362","0.00756"
"204.40800","17.03410","0.00774"
"204.41400","17.03464","0.00797"
"204.42000","17.03511","0.00806"
"204.42600","17.03559","0.00804"
"204.43200","17.03607","0.00804"
"204.43800","17.03661","0.00801"
"204.44400","17.03709","0.00799"
"204.45000","17.03762","0.00803"
"204.45600","17.03810","0.00806"
"204.46200","17.03864","0.00808"
"204.46800","17.03912","0.00810"
"204.47400","17.03966","0.00803"
"204.48000","17.04014","0.00799"
"204.48600","17.04061","0.00789"
"204.49200","17.04115","0.00773"
"204.49800","17.04163","0.00767"
"204.50400","17.04211","0.00769"
"204.51000","17.04265","0.00768"
"204.51600","17.04313","0.00756"
"204.52200","17.04360","0.00749"
"204.52800","17.04408","0.00751"
"204.53400","17.04462","0.00752"
"204.54000","17.04510","0.00749"
"204.54600","17.04558","0.00748"
"204.55200","17.04605","0.00749"
"204.55800","17.04659","0.00745"
"204.56400","17.04707","0.00742"
"204.57000","17.04755","0.00733"
"204.57600","17.04809","0.00737"
"204.58200","17.04857","0.00737"
"204.58800","17.04910","0.00733"
"204.59400","17.04958","0.00732"
"204.60000","17.05012","0.00738"
"204.60600","17.05066","0.00741"
"204.61200","17.05114","0.00751"
"204.61800","17.05168","0.00766"
"204.62400","17.05215","0.00764"
"204.63000","17.05263","0.00768"
"204.63600","17.05317","0.00779"
"204.64200","17.05365","0.00787"
"204.64800","17.05413","0.00783"
"204.65400","17.05467","0.00766"
"204.66000","17.05514","0.00765"
"204.66600","17.05562","0.00771"
"204.67200","17.05616","0.00768"
"204.67800","17.05664","0.00772"
"204.68400","17.05712","0.00775"
"204.69000","17.05766","0.00772"
"204.69600","17.05813","0.00766"
"204.70200","17.05861","0.00762"
"204.70800","17.05915","0.00757"
"204.71400","17.05963","0.00751"
"204.72000","17.06011","0.00743"
"204.72600","17.06064","0.00741"
"204.73200","17.06112","0.00746"
"204.73800","17.06166","0.00748"
"204.74400","17.06214","0.00749"
"204.75000","17.06268","0.00749"
"204.75600","17.06316","0.00744"
"204.76200","17.06369","0.00733"
"204.76800","17.06417","0.00738"
"204.77400","17.06465","0.00739"
"204.78000","17.06519","0.00732"
"204.78600","17.06567","0.00724"
"204.79200","17.06614","0.00716"
"204.79800","17.06668","0.00714"
"204.80400","17.06716","0.00719"
"204.81000","17.06770","0.00723"
"204.81600","17.06818","0.00730"
"204.82200","17.06866","0.00737"
"204.82800","17.06919","0.00742"
"204.83400","17.06967","0.00747"
"204.84000","17.07015","0.00741"
"204.84600","17.07069","0.00727"
"204.85200","17.07117","0.00719"
"204.85800","17.07165","0.00720"
"204.86400","17.07218","0.00728"
"204.87000","17.07266","0.00730"
"204.87600","17.07314","0.00737"
"204.88200","17.07368","0.00752"
"204.88800","17.07416","0.00758"
"204.89400","17.07463","0.00761"
"204.90000","17.07517","0.00763"
"204.90600","17.07565","0.00758"
"204.91200","17.07613","0.00751"
"204.91800","17.07667","0.00738"
"204.92400","17.07715","0.00721"
"204.93000","17.07763","0.00708"
"204.93600","17.07816","0.00697"
"204.94200","17.07864","0.00695"
"204.94800","17.07912","0.00700"
"204.95400","17.07966","0.00698"
"204.96000","17.08014","0.00697"
"204.96600","17.08061","0.00695"
"204.97200","17.08115","0.00696"
"204.97800","17.08163","0.00698"
"204.98400","17.08211","0.00708"
"204.99000","17.08259","0.00709"
"204.99600","17.08313","0.00710"
"205.00200","17.08360","0.00712"
"205.00800","17.08408","0.00709"
"205.01400","17.08462","0.00714"
"205.02000","17.08510","0.00720"
"205.02600","17.08558","0.00717"
"205.03200","17.08611","0.00729"
"205.03800","17.08659","0.00736"
"205.04400","17.08713","0.00737"
"205.05000","17.08761","0.00738"
"205.05600","17.08809","0.00741"
"205.06200","17.08857","0.00747"
"205.06800","17.08910","0.00759"
"205.07400","17.08958","0.00761"
"205.08000","17.09006","0.00755"
"205.08600","17.09060","0.00751"
"205.09200","17.09108","0.00744"
"205.09800","17.09155","0.00741"
"205.10400","17.09209","0.00728"
"205.11000","17.09257","0.00717"
"205.11600","17.09305","0.00720"
"205.12200","17.09359","0.00726"
"205.12800","17.09407","0.00728"
"205.13400","17.09455","0.00728"
"205.14000","17.09508","0.00720"
"205.14600","17.09556","0.00724"
"205.15200","17.09610","0.00726"
"205.15800","17.09658","0.00723"
"205.16400","17.09711","0.00723"
"205.17000","17.09759","0.00719"
"205.17600","17.09813","0.00713"
"205.18200","17.09861","0.00705"
"205.18800","17.09915","0.00693"
"205.19400","17.09963","0.00694"
"205.20000","17.10016","0.00698"
"205.20600","17.10064","0.00695"
"205.21200","17.10118","0.00707"
"205.21800","17.10166","0.00725"
"205.22400","17.10214","0.00739"
"205.23000","17.10268","0.00747"
"205.23600","17.10316","0.00752"
"205.24200","17.10369","0.00750"
"205.24800","17.10423","0.00756"
"205.25400","17.10471","0.00760"
"205.26000","17.10519","0.00765"
"205.26600","17.10572","0.00777"
"205.27200","17.10620","0.00771"
"205.27800","17.10668","0.00765"
"205.28400","17.10716","0.00767"
"205.29000","17.10770","0.00761"
"205.29600","17.10818","0.00750"
"205.30200","17.10865","0.00742"
"205.30800","17.10919","0.00743"
"205.31400","17.10967","0.00742"
"205.32000","17.11015","0.00734"
"205.32600","17.11069","0.00734"
"205.33200","17.11117","0.00746"
"205.33800","17.11164","0.00753"
"205.34400","17.11218","0.00753"
"205.35000","17.11266","0.00756"
"205.35600","17.11314","0.00750"
"205.36200","17.11368","0.00744"
"205.36800","17.11415","0.00747"
"205.37400","17.11463","0.00751"
"205.38000","17.11517","0.00745"
"205.38600","17.11565","0.00736"
"205.39200","17.11619","0.00730"
"205.39800","17.11667","0.00732"
"205.40400","17.11714","0.00733"
"205.41000","17.11768","0.00747"
"205.41600","17.11816","0.00766"
"205.42200","17.11864","0.00774"
"205.42800","17.11912","0.00773"
"205.43400","17.11966","0.00772"
"205.44000","17.12013","0.00766"
"205.44600","17.12061","0.00759"
"205.45200","17.12109","0.00761"
"205.45800","17.12163","0.00767"
"205.46400","17.12211","0.00777"
"205.47000","17.12265","0.00783"
"205.47600","17.12312","0.00784"
"205.48200","17.12366","0.00792"
"205.48800","17.12414","0.00792"
"205.49400","17.12462","0.00794"
"205.50000","17.12516","0.00797"
"205.50600","17.12564","0.00786"
"205.51200","17.12611","0.00785"
"205.51800","17.12665","0.00783"
"205.52400","17.12713","0.00779"
"205.53000","17.12761","0.00781"
"205.53600","17.12815","0.00776"
"205.54200","17.12862","0.00776"
"205.54800","17.12910","0.00781"
"205.55400","17.12964","0.00772"
"205.56000","17.13012","0.00764"
"205.56600","17.13060","0.00764"
"205.57200","17.13108","0.00756"
"205.57800","17.13155","0.00756"
"205.58400","17.13209","0.00762"
"205.59000","17.13257","0.00767"
"205.59600","17.13311","0.00781"
"205.60200","17.13359","0.00789"
"205.60800","17.13413","0.00787"
"205.61400","17.13460","0.00795"
"205.62000","17.13514","0.00810"
"205.62600","17.13562","0.00807"
"205.63200","17.13610","0.00799"
"205.63800","17.13664","0.00798"
"205.64400","17.13712","0.00802"
"205.65000","17.13765","0.00813"
"205.65600","17.13813","0.00815"
"205.66200","17.13861","0.00810"
"205.66800","17.13915","0.00803"
"205.67400","17.13963","0.00783"
"205.68000","17.14017","0.00780"
"205.68600","17.14064","0.00781"
"205.69200","17.14112","0.00786"
"205.69800","17.14166","0.00796"
"205.70400","17.14214","0.00805"
"205.71000","17.14262","0.00806"
"205.71600","17.14315","0.00806"
"205.72200","17.14363","0.00801"
"205.72800","17.14411","0.00794"
"205.73400","17.14459","0.00792"
"205.74000","17.14513","0.00775"
"205.74600","17.14561","0.00752"
"205.75200","17.14614","0.00735"
"205.75800","17.14662","0.00729"
"205.76400","17.14716","0.00737"
"205.77000","17.14764","0.00747"
"205.77600","17.14818","0.00757"
"205.78200","17.14865","0.00763"
"205.78800","17.14919","0.00767"
"205.79400","17.14967","0.00781"
"205.80000","17.15021","0.00792"
"205.80600","17.15069","0.00786"
"205.81200","17.15117","0.00782"
"205.81800","17.15170","0.00788"
"205.82400","17.15218","0.00783"
"205.83000","17.15266","0.00770"
"205.83600","17.15314","0.00771"
"205.84200","17.15368","0.00772"
"205.84800","17.15416","0.00773"
"205.85400","17.15463","0.00770"
"205.86000","17.15511","0.00777"
"205.86600","17.15565","0.00786"
"205.87200","17.15613","0.00793"
"205.87800","17.15667","0.00802"
"205.88400","17.15714","0.00809"
"205.89000","17.15768","0.00807"
"205.89600","17.15816","0.00796"
"205.90200","17.15870","0.00788"
"205.90800","17.15918","0.00790"
"205.91400","17.15966","0.00791"
"205.92000","17.16019","0.00788"
"205.92600","17.16067","0.00783"
"205.93200","17.16115","0.00775"
"205.93800","17.16169","0.00767"
"205.94400","17.16217","0.00765"
"205.95000","17.16265","0.00777"
"205.95600","17.16318","0.00779"
"205.96200","17.16366","0.00769"
"205.96800","17.16414","0.00767"
"205.97400","17.16462","0.00769"
"205.98000","17.16516","0.00771"
"205.98600","17.16563","0.00762"
"205.99200","17.16611","0.00759"
"205.99800","17.16659","0.00764"
"206.00400","17.16707","0.00763"
"206.01000","17.16761","0.00768"
"206.01600","17.16809","0.00768"
"206.02200","17.16862","0.00763"
"206.02800","17.16910","0.00761"
"206.03400","17.16958","0.00757"
"206.04000","17.17012","0.00760"
"206.04600","17.17060","0.00762"
"206.05200","17.17113","0.00772"
"206.05800","17.17161","0.00782"
"206.06400","17.17209","0.00789"
"206.07000","17.17263","0.00775"
"206.07600","17.17311","0.00762"
"206.08200","17.17359","0.00763"
"206.08800","17.17406","0.00769"
"206.09400","17.17460","0.00770"
"206.10000","17.17508","0.00767"
"206.10600","17.17556","0.00764"
"206.11200","17.17610","0.00760"
"206.11800","17.17658","0.00771"
"206.12400","17.17706","0.00782"
"206.13000","17.17759","0.00794"
"206.13600","17.17807","0.00803"
"206.14200","17.17855","0.00806"
"206.14800","17.17903","0.00806"
"206.15400","17.17957","0.00806"
"206.16000","17.18004","0.00808"
"206.16600","17.18058","0.00807"
"206.17200","17.18106","0.00793"
"206.17800","17.18160","0.00787"
"206.18400","17.18214","0.00784"
"206.19000","17.18262","0.00788"
"206.19600","17.18315","0.00793"
"206.20200","17.18363","0.00798"
"206.20800","17.18417","0.00809"
"206.21400","17.18465","0.00811"
"206.22000","17.18513","0.00812"
"206.22600","17.18560","0.00818"
"206.23200","17.18608","0.00831"
"206.23800","17.18656","0.00836"
"206.24400","17.18710","0.00837"
"206.25000","17.18758","0.00840"
"206.25600","17.18806","0.00837"
"206.26200","17.18859","0.00833"
"206.26800","17.18907","0.00836"
"206.27400","17.18955","0.00832"
"206.28000","17.19009","0.00820"
"206.28600","17.19057","0.00810"
"206.29200","17.19105","0.00818"
"206.29800","17.19158","0.00825"
"206.30400","17.19206","0.00831"
"206.31000","17.19260","0.00840"
"206.31600","17.19308","0.00847"
"206.32200","17.19361","0.00841"
"206.32800","17.19409","0.00837"
"206.33400","17.19463","0.00833"
"206.34000","17.19517","0.00811"
"206.34600","17.19565","0.00789"
"206.35200","17.19619","0.00779"
"206.35800","17.19666","0.00773"
"206.36400","17.19714","0.00778"
"206.37000","17.19768","0.00789"
"206.37600","17.19816","0.00814"
"206.38200","17.19864","0.00833"
"206.38800","17.19912","0.00841"
"206.39400","17.19965","0.00845"
"206.40000","17.20013","0.00846"
"206.40600","17.20067","0.00848"
"206.41200","17.20115","0.00851"
"206.41800","17.20163","0.00867"
"206.42400","17.20217","0.00872"
"206.43000","17.20264","0.00859"
