End date,"12/18/2016"
Specimen label,"16AT_26_run2"
Maximum Load,"0.19149",N

Time,Extension,Load
(s),(mm),(N)
"89.95200","7.49611","0.00134"
"89.95800","7.49665","0.00140"
"89.96400","7.49713","0.00137"
"89.97000","7.49767","0.00136"
"89.97600","7.49815","0.00148"
"89.98200","7.49862","0.00159"
"89.98800","7.49916","0.00170"
"89.99400","7.49964","0.00185"
"90.00000","7.50012","0.00190"
"90.00600","7.50066","0.00190"
"90.01200","7.50114","0.00196"
"90.01800","7.50167","0.00193"
"90.02400","7.50215","0.00188"
"90.03000","7.50263","0.00185"
"90.03600","7.50317","0.00181"
"90.04200","7.50365","0.00183"
"90.04800","7.50412","0.00181"
"90.05400","7.50460","0.00170"
"90.06000","7.50514","0.00168"
"90.06600","7.50562","0.00160"
"90.07200","7.50616","0.00153"
"90.07800","7.50664","0.00151"
"90.08400","7.50717","0.00148"
"90.09000","7.50765","0.00148"
"90.09600","7.50819","0.00145"
"90.10200","7.50867","0.00145"
"90.10800","7.50921","0.00154"
"90.11400","7.50969","0.00154"
"90.12000","7.51022","0.00150"
"90.12600","7.51070","0.00153"
"90.13200","7.51118","0.00143"
"90.13800","7.51172","0.00129"
"90.14400","7.51220","0.00124"
"90.15000","7.51267","0.00118"
"90.15600","7.51315","0.00126"
"90.16200","7.51363","0.00140"
"90.16800","7.51411","0.00153"
"90.17400","7.51465","0.00167"
"90.18000","7.51513","0.00166"
"90.18600","7.51560","0.00155"
"90.19200","7.51614","0.00158"
"90.19800","7.51662","0.00157"
"90.20400","7.51710","0.00154"
"90.21000","7.51764","0.00172"
"90.21600","7.51812","0.00179"
"90.22200","7.51865","0.00181"
"90.22800","7.51913","0.00185"
"90.23400","7.51967","0.00193"
"90.24000","7.52015","0.00208"
"90.24600","7.52069","0.00205"
"90.25200","7.52116","0.00194"
"90.25800","7.52164","0.00200"
"90.26400","7.52218","0.00202"
"90.27000","7.52266","0.00194"
"90.27600","7.52314","0.00196"
"90.28200","7.52368","0.00192"
"90.28800","7.52415","0.00180"
"90.29400","7.52463","0.00170"
"90.30000","7.52511","0.00166"
"90.30600","7.52559","0.00174"
"90.31200","7.52613","0.00177"
"90.31800","7.52661","0.00174"
"90.32400","7.52714","0.00180"
"90.33000","7.52762","0.00180"
"90.33600","7.52810","0.00174"
"90.34200","7.52858","0.00164"
"90.34800","7.52912","0.00148"
"90.35400","7.52959","0.00133"
"90.36000","7.53013","0.00137"
"90.36600","7.53061","0.00148"
"90.37200","7.53109","0.00156"
"90.37800","7.53163","0.00160"
"90.38400","7.53217","0.00169"
"90.39000","7.53264","0.00186"
"90.39600","7.53318","0.00201"
"90.40200","7.53366","0.00200"
"90.40800","7.53414","0.00199"
"90.41400","7.53468","0.00188"
"90.42000","7.53516","0.00173"
"90.42600","7.53563","0.00175"
"90.43200","7.53617","0.00174"
"90.43800","7.53665","0.00173"
"90.44400","7.53713","0.00173"
"90.45000","7.53761","0.00167"
"90.45600","7.53809","0.00173"
"90.46200","7.53862","0.00175"
"90.46800","7.53910","0.00169"
"90.47400","7.53958","0.00173"
"90.48000","7.54006","0.00170"
"90.48600","7.54060","0.00160"
"90.49200","7.54107","0.00157"
"90.49800","7.54161","0.00150"
"90.50400","7.54209","0.00146"
"90.51000","7.54263","0.00153"
"90.51600","7.54311","0.00155"
"90.52200","7.54365","0.00154"
"90.52800","7.54412","0.00151"
"90.53400","7.54466","0.00155"
"90.54000","7.54514","0.00169"
"90.54600","7.54568","0.00184"
"90.55200","7.54616","0.00189"
"90.55800","7.54669","0.00189"
"90.56400","7.54717","0.00179"
"90.57000","7.54765","0.00169"
"90.57600","7.54813","0.00175"
"90.58200","7.54861","0.00178"
"90.58800","7.54915","0.00182"
"90.59400","7.54962","0.00185"
"90.60000","7.55010","0.00188"
"90.60600","7.55064","0.00186"
"90.61200","7.55112","0.00178"
"90.61800","7.55166","0.00166"
"90.62400","7.55214","0.00155"
"90.63000","7.55261","0.00148"
"90.63600","7.55315","0.00146"
"90.64200","7.55363","0.00162"
"90.64800","7.55417","0.00163"
"90.65400","7.55465","0.00160"
"90.66000","7.55513","0.00168"
"90.66600","7.55566","0.00180"
"90.67200","7.55620","0.00190"
"90.67800","7.55668","0.00190"
"90.68400","7.55722","0.00185"
"90.69000","7.55770","0.00182"
"90.69600","7.55817","0.00179"
"90.70200","7.55871","0.00172"
"90.70800","7.55919","0.00179"
"90.71400","7.55967","0.00182"
"90.72000","7.56015","0.00181"
"90.72600","7.56063","0.00180"
"90.73200","7.56116","0.00180"
"90.73800","7.56164","0.00179"
"90.74400","7.56212","0.00187"
"90.75000","7.56266","0.00187"
"90.75600","7.56314","0.00186"
"90.76200","7.56368","0.00181"
"90.76800","7.56415","0.00176"
"90.77400","7.56463","0.00176"
"90.78000","7.56517","0.00172"
"90.78600","7.56565","0.00161"
"90.79200","7.56613","0.00163"
"90.79800","7.56666","0.00159"
"90.80400","7.56714","0.00150"
"90.81000","7.56768","0.00144"
"90.81600","7.56816","0.00140"
"90.82200","7.56870","0.00145"
"90.82800","7.56918","0.00156"
"90.83400","7.56965","0.00164"
"90.84000","7.57019","0.00179"
"90.84600","7.57067","0.00180"
"90.85200","7.57115","0.00171"
"90.85800","7.57169","0.00170"
"90.86400","7.57216","0.00166"
"90.87000","7.57264","0.00162"
"90.87600","7.57312","0.00163"
"90.88200","7.57360","0.00167"
"90.88800","7.57414","0.00169"
"90.89400","7.57462","0.00174"
"90.90000","7.57509","0.00175"
"90.90600","7.57563","0.00175"
"90.91200","7.57611","0.00171"
"90.91800","7.57659","0.00166"
"90.92400","7.57713","0.00173"
"90.93000","7.57761","0.00174"
"90.93600","7.57814","0.00179"
"90.94200","7.57862","0.00189"
"90.94800","7.57910","0.00186"
"90.95400","7.57964","0.00173"
"90.96000","7.58012","0.00162"
"90.96600","7.58066","0.00144"
"90.97200","7.58113","0.00125"
"90.97800","7.58161","0.00105"
"90.98400","7.58215","0.00091"
"90.99000","7.58263","0.00091"
"90.99600","7.58311","0.00101"
"91.00200","7.58365","0.00107"
"91.00800","7.58412","0.00118"
"91.01400","7.58460","0.00125"
"91.02000","7.58514","0.00129"
"91.02600","7.58562","0.00135"
"91.03200","7.58610","0.00133"
"91.03800","7.58663","0.00131"
"91.04400","7.58711","0.00137"
"91.05000","7.58759","0.00141"
"91.05600","7.58813","0.00158"
"91.06200","7.58861","0.00175"
"91.06800","7.58909","0.00183"
"91.07400","7.58962","0.00194"
"91.08000","7.59010","0.00200"
"91.08600","7.59064","0.00206"
"91.09200","7.59112","0.00215"
"91.09800","7.59166","0.00213"
"91.10400","7.59213","0.00208"
"91.11000","7.59267","0.00208"
"91.11600","7.59315","0.00199"
"91.12200","7.59369","0.00183"
"91.12800","7.59417","0.00174"
"91.13400","7.59465","0.00160"
"91.14000","7.59518","0.00162"
"91.14600","7.59566","0.00169"
"91.15200","7.59614","0.00161"
"91.15800","7.59668","0.00158"
"91.16400","7.59716","0.00158"
"91.17000","7.59764","0.00152"
"91.17600","7.59817","0.00159"
"91.18200","7.59865","0.00166"
"91.18800","7.59913","0.00171"
"91.19400","7.59961","0.00173"
"91.20000","7.60015","0.00170"
"91.20600","7.60063","0.00168"
"91.21200","7.60110","0.00166"
"91.21800","7.60158","0.00155"
"91.22400","7.60212","0.00153"
"91.23000","7.60260","0.00159"
"91.23600","7.60314","0.00165"
"91.24200","7.60367","0.00173"
"91.24800","7.60415","0.00170"
"91.25400","7.60469","0.00161"
"91.26000","7.60517","0.00157"
"91.26600","7.60565","0.00150"
"91.27200","7.60619","0.00145"
"91.27800","7.60666","0.00138"
"91.28400","7.60720","0.00134"
"91.29000","7.60768","0.00141"
"91.29600","7.60816","0.00149"
"91.30200","7.60864","0.00155"
"91.30800","7.60918","0.00167"
"91.31400","7.60965","0.00172"
"91.32000","7.61013","0.00166"
"91.32600","7.61067","0.00160"
"91.33200","7.61115","0.00152"
"91.33800","7.61163","0.00146"
"91.34400","7.61210","0.00144"
"91.35000","7.61264","0.00153"
"91.35600","7.61312","0.00170"
"91.36200","7.61360","0.00177"
"91.36800","7.61414","0.00175"
"91.37400","7.61462","0.00174"
"91.38000","7.61515","0.00171"
"91.38600","7.61563","0.00165"
"91.39200","7.61617","0.00166"
"91.39800","7.61665","0.00168"
"91.40400","7.61713","0.00172"
"91.41000","7.61766","0.00182"
"91.41600","7.61814","0.00190"
"91.42200","7.61862","0.00193"
"91.42800","7.61910","0.00188"
"91.43400","7.61964","0.00174"
"91.44000","7.62012","0.00166"
"91.44600","7.62059","0.00165"
"91.45200","7.62107","0.00162"
"91.45800","7.62161","0.00171"
"91.46400","7.62209","0.00173"
"91.47000","7.62257","0.00166"
"91.47600","7.62305","0.00164"
"91.48200","7.62358","0.00167"
"91.48800","7.62406","0.00175"
"91.49400","7.62454","0.00180"
"91.50000","7.62508","0.00173"
"91.50600","7.62556","0.00169"
"91.51200","7.62604","0.00163"
"91.51800","7.62657","0.00151"
"91.52400","7.62705","0.00154"
"91.53000","7.62759","0.00159"
"91.53600","7.62807","0.00158"
"91.54200","7.62861","0.00159"
"91.54800","7.62909","0.00159"
"91.55400","7.62962","0.00159"
"91.56000","7.63010","0.00166"
"91.56600","7.63064","0.00172"
"91.57200","7.63112","0.00184"
"91.57800","7.63166","0.00185"
"91.58400","7.63213","0.00177"
"91.59000","7.63261","0.00176"
"91.59600","7.63315","0.00183"
"91.60200","7.63363","0.00180"
"91.60800","7.63417","0.00181"
"91.61400","7.63464","0.00176"
"91.62000","7.63512","0.00168"
"91.62600","7.63566","0.00163"
"91.63200","7.63614","0.00156"
"91.63800","7.63668","0.00155"
"91.64400","7.63716","0.00155"
"91.65000","7.63769","0.00147"
"91.65600","7.63817","0.00141"
"91.66200","7.63865","0.00142"
"91.66800","7.63919","0.00148"
"91.67400","7.63967","0.00164"
"91.68000","7.64021","0.00179"
"91.68600","7.64068","0.00196"
"91.69200","7.64122","0.00206"
"91.69800","7.64170","0.00206"
"91.70400","7.64218","0.00199"
"91.71000","7.64272","0.00202"
"91.71600","7.64319","0.00197"
"91.72200","7.64373","0.00191"
"91.72800","7.64421","0.00181"
"91.73400","7.64469","0.00172"
"91.74000","7.64517","0.00169"
"91.74600","7.64565","0.00160"
"91.75200","7.64618","0.00147"
"91.75800","7.64666","0.00140"
"91.76400","7.64714","0.00142"
"91.77000","7.64762","0.00146"
"91.77600","7.64816","0.00163"
"91.78200","7.64864","0.00170"
"91.78800","7.64911","0.00170"
"91.79400","7.64965","0.00182"
"91.80000","7.65013","0.00188"
"91.80600","7.65061","0.00191"
"91.81200","7.65115","0.00198"
"91.81800","7.65163","0.00196"
"91.82400","7.65216","0.00196"
"91.83000","7.65264","0.00194"
"91.83600","7.65318","0.00186"
"91.84200","7.65366","0.00190"
"91.84800","7.65414","0.00190"
"91.85400","7.65461","0.00189"
"91.86000","7.65515","0.00188"
"91.86600","7.65563","0.00186"
"91.87200","7.65611","0.00190"
"91.87800","7.65659","0.00200"
"91.88400","7.65713","0.00208"
"91.89000","7.65760","0.00221"
"91.89600","7.65808","0.00216"
"91.90200","7.65856","0.00191"
"91.90800","7.65910","0.00178"
"91.91400","7.65958","0.00167"
"91.92000","7.66012","0.00161"
"91.92600","7.66059","0.00160"
"91.93200","7.66107","0.00150"
"91.93800","7.66161","0.00145"
"91.94400","7.66209","0.00140"
"91.95000","7.66263","0.00138"
"91.95600","7.66310","0.00143"
"91.96200","7.66364","0.00150"
"91.96800","7.66412","0.00152"
"91.97400","7.66466","0.00159"
"91.98000","7.66514","0.00162"
"91.98600","7.66562","0.00158"
"91.99200","7.66615","0.00163"
"91.99800","7.66663","0.00174"
"92.00400","7.66711","0.00181"
"92.01000","7.66759","0.00185"
"92.01600","7.66807","0.00182"
"92.02200","7.66861","0.00183"
"92.02800","7.66908","0.00179"
"92.03400","7.66956","0.00178"
"92.04000","7.67004","0.00200"
"92.04600","7.67058","0.00218"
"92.05200","7.67106","0.00217"
"92.05800","7.67154","0.00208"
"92.06400","7.67201","0.00197"
"92.07000","7.67255","0.00181"
"92.07600","7.67303","0.00173"
"92.08200","7.67351","0.00164"
"92.08800","7.67405","0.00156"
"92.09400","7.67452","0.00150"
"92.10000","7.67506","0.00141"
"92.10600","7.67560","0.00154"
"92.11200","7.67608","0.00172"
"92.11800","7.67662","0.00179"
"92.12400","7.67716","0.00184"
"92.13000","7.67763","0.00187"
"92.13600","7.67817","0.00186"
"92.14200","7.67865","0.00191"
"92.14800","7.67919","0.00190"
"92.15400","7.67967","0.00190"
"92.16000","7.68015","0.00201"
"92.16600","7.68062","0.00200"
"92.17200","7.68116","0.00195"
"92.17800","7.68164","0.00192"
"92.18400","7.68212","0.00186"
"92.19000","7.68266","0.00195"
"92.19600","7.68313","0.00203"
"92.20200","7.68367","0.00204"
"92.20800","7.68415","0.00202"
"92.21400","7.68463","0.00197"
"92.22000","7.68517","0.00189"
"92.22600","7.68565","0.00192"
"92.23200","7.68612","0.00196"
"92.23800","7.68666","0.00194"
"92.24400","7.68720","0.00189"
"92.25000","7.68768","0.00174"
"92.25600","7.68822","0.00166"
"92.26200","7.68869","0.00160"
"92.26800","7.68923","0.00157"
"92.27400","7.68971","0.00163"
"92.28000","7.69019","0.00165"
"92.28600","7.69067","0.00160"
"92.29200","7.69115","0.00165"
"92.29800","7.69163","0.00166"
"92.30400","7.69216","0.00170"
"92.31000","7.69264","0.00181"
"92.31600","7.69312","0.00181"
"92.32200","7.69366","0.00184"
"92.32800","7.69414","0.00187"
"92.33400","7.69461","0.00178"
"92.34000","7.69515","0.00177"
"92.34600","7.69563","0.00177"
"92.35200","7.69617","0.00175"
"92.35800","7.69665","0.00184"
"92.36400","7.69712","0.00192"
"92.37000","7.69766","0.00190"
"92.37600","7.69814","0.00186"
"92.38200","7.69868","0.00180"
"92.38800","7.69916","0.00185"
"92.39400","7.69970","0.00190"
"92.40000","7.70018","0.00192"
"92.40600","7.70071","0.00197"
"92.41200","7.70119","0.00197"
"92.41800","7.70173","0.00184"
"92.42400","7.70221","0.00187"
"92.43000","7.70269","0.00183"
"92.43600","7.70322","0.00175"
"92.44200","7.70370","0.00179"
"92.44800","7.70418","0.00181"
"92.45400","7.70466","0.00179"
"92.46000","7.70514","0.00180"
"92.46600","7.70568","0.00175"
"92.47200","7.70615","0.00180"
"92.47800","7.70663","0.00191"
"92.48400","7.70711","0.00194"
"92.49000","7.70759","0.00213"
"92.49600","7.70813","0.00230"
"92.50200","7.70861","0.00236"
"92.50800","7.70908","0.00251"
"92.51400","7.70962","0.00260"
"92.52000","7.71010","0.00248"
"92.52600","7.71058","0.00227"
"92.53200","7.71112","0.00203"
"92.53800","7.71159","0.00192"
"92.54400","7.71213","0.00191"
"92.55000","7.71261","0.00191"
"92.55600","7.71309","0.00189"
"92.56200","7.71363","0.00195"
"92.56800","7.71411","0.00195"
"92.57400","7.71458","0.00191"
"92.58000","7.71506","0.00192"
"92.58600","7.71554","0.00186"
"92.59200","7.71608","0.00186"
"92.59800","7.71656","0.00191"
"92.60400","7.71704","0.00195"
"92.61000","7.71751","0.00186"
"92.61600","7.71805","0.00168"
"92.62200","7.71853","0.00166"
"92.62800","7.71907","0.00166"
"92.63400","7.71955","0.00163"
"92.64000","7.72002","0.00171"
"92.64600","7.72056","0.00183"
"92.65200","7.72104","0.00183"
"92.65800","7.72158","0.00191"
"92.66400","7.72212","0.00197"
"92.67000","7.72260","0.00204"
"92.67600","7.72313","0.00211"
"92.68200","7.72361","0.00210"
"92.68800","7.72409","0.00206"
"92.69400","7.72463","0.00210"
"92.70000","7.72511","0.00206"
"92.70600","7.72565","0.00209"
"92.71200","7.72612","0.00214"
"92.71800","7.72666","0.00204"
"92.72400","7.72714","0.00197"
"92.73000","7.72762","0.00196"
"92.73600","7.72816","0.00196"
"92.74200","7.72863","0.00201"
"92.74800","7.72917","0.00201"
"92.75400","7.72965","0.00204"
"92.76000","7.73019","0.00209"
"92.76600","7.73067","0.00205"
"92.77200","7.73121","0.00200"
"92.77800","7.73168","0.00204"
"92.78400","7.73216","0.00212"
"92.79000","7.73270","0.00226"
"92.79600","7.73318","0.00238"
"92.80200","7.73366","0.00246"
"92.80800","7.73420","0.00249"
"92.81400","7.73467","0.00248"
"92.82000","7.73515","0.00242"
"92.82600","7.73569","0.00238"
"92.83200","7.73617","0.00231"
"92.83800","7.73665","0.00224"
"92.84400","7.73712","0.00220"
"92.85000","7.73766","0.00213"
"92.85600","7.73814","0.00212"
"92.86200","7.73862","0.00216"
"92.86800","7.73916","0.00214"
"92.87400","7.73964","0.00216"
"92.88000","7.74017","0.00205"
"92.88600","7.74065","0.00183"
"92.89200","7.74119","0.00167"
"92.89800","7.74167","0.00155"
"92.90400","7.74221","0.00145"
"92.91000","7.74269","0.00147"
"92.91600","7.74316","0.00145"
"92.92200","7.74370","0.00149"
"92.92800","7.74418","0.00154"
"92.93400","7.74466","0.00155"
"92.94000","7.74520","0.00165"
"92.94600","7.74567","0.00172"
"92.95200","7.74615","0.00174"
"92.95800","7.74669","0.00178"
"92.96400","7.74717","0.00182"
"92.97000","7.74765","0.00182"
"92.97600","7.74819","0.00182"
"92.98200","7.74866","0.00181"
"92.98800","7.74914","0.00184"
"92.99400","7.74968","0.00183"
"93.00000","7.75016","0.00173"
"93.00600","7.75064","0.00180"
"93.01200","7.75117","0.00193"
"93.01800","7.75165","0.00199"
"93.02400","7.75213","0.00216"
"93.03000","7.75267","0.00221"
"93.03600","7.75315","0.00208"
"93.04200","7.75369","0.00193"
"93.04800","7.75416","0.00175"
"93.05400","7.75464","0.00167"
"93.06000","7.75512","0.00175"
"93.06600","7.75566","0.00189"
"93.07200","7.75614","0.00200"
"93.07800","7.75662","0.00205"
"93.08400","7.75715","0.00196"
"93.09000","7.75763","0.00198"
"93.09600","7.75811","0.00201"
"93.10200","7.75859","0.00194"
"93.10800","7.75913","0.00194"
"93.11400","7.75960","0.00193"
"93.12000","7.76008","0.00188"
"93.12600","7.76056","0.00177"
"93.13200","7.76110","0.00167"
"93.13800","7.76158","0.00174"
"93.14400","7.76206","0.00176"
"93.15000","7.76259","0.00167"
"93.15600","7.76307","0.00166"
"93.16200","7.76361","0.00171"
"93.16800","7.76409","0.00164"
"93.17400","7.76457","0.00175"
"93.18000","7.76511","0.00193"
"93.18600","7.76564","0.00205"
"93.19200","7.76612","0.00196"
"93.19800","7.76660","0.00179"
"93.20400","7.76714","0.00171"
"93.21000","7.76762","0.00178"
"93.21600","7.76816","0.00174"
"93.22200","7.76863","0.00171"
"93.22800","7.76911","0.00182"
"93.23400","7.76965","0.00177"
"93.24000","7.77013","0.00173"
"93.24600","7.77067","0.00174"
"93.25200","7.77114","0.00170"
"93.25800","7.77162","0.00176"
"93.26400","7.77216","0.00175"
"93.27000","7.77264","0.00177"
"93.27600","7.77312","0.00181"
"93.28200","7.77366","0.00176"
"93.28800","7.77413","0.00179"
"93.29400","7.77461","0.00185"
"93.30000","7.77515","0.00180"
"93.30600","7.77569","0.00186"
"93.31200","7.77617","0.00188"
"93.31800","7.77671","0.00181"
"93.32400","7.77718","0.00171"
"93.33000","7.77772","0.00160"
"93.33600","7.77820","0.00148"
"93.34200","7.77868","0.00144"
"93.34800","7.77922","0.00142"
"93.35400","7.77970","0.00140"
"93.36000","7.78017","0.00153"
"93.36600","7.78071","0.00172"
"93.37200","7.78119","0.00197"
"93.37800","7.78167","0.00214"
"93.38400","7.78215","0.00219"
"93.39000","7.78268","0.00217"
"93.39600","7.78316","0.00211"
"93.40200","7.78364","0.00204"
"93.40800","7.78418","0.00201"
"93.41400","7.78466","0.00204"
"93.42000","7.78514","0.00210"
"93.42600","7.78567","0.00214"
"93.43200","7.78615","0.00204"
"93.43800","7.78663","0.00196"
"93.44400","7.78717","0.00191"
"93.45000","7.78765","0.00183"
"93.45600","7.78819","0.00185"
"93.46200","7.78866","0.00187"
"93.46800","7.78920","0.00179"
"93.47400","7.78968","0.00182"
"93.48000","7.79016","0.00183"
"93.48600","7.79070","0.00175"
"93.49200","7.79117","0.00170"
"93.49800","7.79165","0.00161"
"93.50400","7.79213","0.00161"
"93.51000","7.79267","0.00167"
"93.51600","7.79315","0.00171"
"93.52200","7.79363","0.00177"
"93.52800","7.79416","0.00190"
"93.53400","7.79464","0.00204"
"93.54000","7.79512","0.00222"
"93.54600","7.79566","0.00228"
"93.55200","7.79614","0.00218"
"93.55800","7.79667","0.00207"
"93.56400","7.79715","0.00204"
"93.57000","7.79763","0.00202"
"93.57600","7.79817","0.00211"
"93.58200","7.79865","0.00211"
"93.58800","7.79913","0.00212"
"93.59400","7.79966","0.00211"
"93.60000","7.80014","0.00207"
"93.60600","7.80062","0.00212"
"93.61200","7.80116","0.00223"
"93.61800","7.80164","0.00225"
"93.62400","7.80212","0.00216"
"93.63000","7.80265","0.00200"
"93.63600","7.80313","0.00183"
"93.64200","7.80361","0.00181"
"93.64800","7.80409","0.00184"
"93.65400","7.80463","0.00193"
"93.66000","7.80510","0.00204"
"93.66600","7.80558","0.00209"
"93.67200","7.80612","0.00209"
"93.67800","7.80660","0.00206"
"93.68400","7.80708","0.00203"
"93.69000","7.80762","0.00212"
"93.69600","7.80809","0.00219"
"93.70200","7.80863","0.00214"
"93.70800","7.80911","0.00200"
"93.71400","7.80965","0.00180"
"93.72000","7.81013","0.00168"
"93.72600","7.81061","0.00160"
"93.73200","7.81108","0.00156"
"93.73800","7.81162","0.00163"
"93.74400","7.81210","0.00178"
"93.75000","7.81258","0.00188"
"93.75600","7.81312","0.00195"
"93.76200","7.81360","0.00203"
"93.76800","7.81407","0.00207"
"93.77400","7.81461","0.00214"
"93.78000","7.81509","0.00222"
"93.78600","7.81557","0.00222"
"93.79200","7.81611","0.00225"
"93.79800","7.81658","0.00222"
"93.80400","7.81712","0.00221"
"93.81000","7.81760","0.00217"
"93.81600","7.81808","0.00207"
"93.82200","7.81862","0.00201"
"93.82800","7.81910","0.00195"
"93.83400","7.81963","0.00188"
"93.84000","7.82017","0.00198"
"93.84600","7.82065","0.00212"
"93.85200","7.82119","0.00218"
"93.85800","7.82167","0.00218"
"93.86400","7.82220","0.00202"
"93.87000","7.82268","0.00186"
"93.87600","7.82322","0.00180"
"93.88200","7.82370","0.00170"
"93.88800","7.82418","0.00168"
"93.89400","7.82466","0.00175"
"93.90000","7.82519","0.00176"
"93.90600","7.82567","0.00180"
"93.91200","7.82615","0.00184"
"93.91800","7.82663","0.00181"
"93.92400","7.82717","0.00176"
"93.93000","7.82765","0.00177"
"93.93600","7.82818","0.00177"
"93.94200","7.82866","0.00181"
"93.94800","7.82914","0.00175"
"93.95400","7.82968","0.00177"
"93.96000","7.83016","0.00191"
"93.96600","7.83069","0.00196"
"93.97200","7.83117","0.00204"
"93.97800","7.83171","0.00210"
"93.98400","7.83219","0.00206"
"93.99000","7.83267","0.00204"
"93.99600","7.83321","0.00205"
"94.00200","7.83368","0.00202"
"94.00800","7.83416","0.00203"
"94.01400","7.83464","0.00204"
"94.02000","7.83518","0.00199"
"94.02600","7.83566","0.00195"
"94.03200","7.83614","0.00184"
"94.03800","7.83661","0.00177"
"94.04400","7.83709","0.00181"
"94.05000","7.83763","0.00181"
"94.05600","7.83811","0.00180"
"94.06200","7.83859","0.00179"
"94.06800","7.83912","0.00173"
"94.07400","7.83960","0.00172"
"94.08000","7.84008","0.00171"
"94.08600","7.84062","0.00174"
"94.09200","7.84110","0.00178"
"94.09800","7.84158","0.00174"
"94.10400","7.84211","0.00173"
"94.11000","7.84259","0.00171"
"94.11600","7.84313","0.00167"
"94.12200","7.84367","0.00174"
"94.12800","7.84415","0.00179"
"94.13400","7.84463","0.00182"
"94.14000","7.84516","0.00190"
"94.14600","7.84564","0.00204"
"94.15200","7.84612","0.00210"
"94.15800","7.84666","0.00215"
"94.16400","7.84714","0.00214"
"94.17000","7.84762","0.00211"
"94.17600","7.84815","0.00206"
"94.18200","7.84863","0.00188"
"94.18800","7.84911","0.00177"
"94.19400","7.84959","0.00173"
"94.20000","7.85013","0.00169"
"94.20600","7.85061","0.00179"
"94.21200","7.85108","0.00187"
"94.21800","7.85156","0.00181"
"94.22400","7.85204","0.00177"
"94.23000","7.85258","0.00188"
"94.23600","7.85306","0.00207"
"94.24200","7.85359","0.00229"
"94.24800","7.85407","0.00238"
"94.25400","7.85461","0.00245"
"94.26000","7.85509","0.00252"
"94.26600","7.85563","0.00244"
"94.27200","7.85611","0.00234"
"94.27800","7.85664","0.00228"
"94.28400","7.85712","0.00217"
"94.29000","7.85760","0.00209"
"94.29600","7.85814","0.00199"
"94.30200","7.85862","0.00188"
"94.30800","7.85910","0.00181"
"94.31400","7.85963","0.00167"
"94.32000","7.86011","0.00164"
"94.32600","7.86059","0.00173"
"94.33200","7.86113","0.00176"
"94.33800","7.86161","0.00177"
"94.34400","7.86208","0.00183"
"94.35000","7.86262","0.00180"
"94.35600","7.86310","0.00171"
"94.36200","7.86358","0.00163"
"94.36800","7.86412","0.00154"
"94.37400","7.86460","0.00148"
"94.38000","7.86513","0.00140"
"94.38600","7.86561","0.00138"
"94.39200","7.86615","0.00148"
"94.39800","7.86663","0.00148"
"94.40400","7.86717","0.00150"
"94.41000","7.86764","0.00160"
"94.41600","7.86812","0.00163"
"94.42200","7.86866","0.00165"
"94.42800","7.86914","0.00165"
"94.43400","7.86968","0.00156"
"94.44000","7.87016","0.00151"
"94.44600","7.87063","0.00152"
"94.45200","7.87111","0.00157"
"94.45800","7.87165","0.00169"
"94.46400","7.87213","0.00177"
"94.47000","7.87261","0.00184"
"94.47600","7.87309","0.00195"
"94.48200","7.87362","0.00199"
"94.48800","7.87410","0.00190"
"94.49400","7.87458","0.00180"
"94.50000","7.87512","0.00162"
"94.50600","7.87560","0.00142"
"94.51200","7.87613","0.00130"
"94.51800","7.87661","0.00127"
"94.52400","7.87715","0.00137"
"94.53000","7.87763","0.00143"
"94.53600","7.87817","0.00147"
"94.54200","7.87865","0.00157"
"94.54800","7.87918","0.00168"
"94.55400","7.87966","0.00181"
"94.56000","7.88014","0.00192"
"94.56600","7.88068","0.00195"
"94.57200","7.88116","0.00193"
"94.57800","7.88170","0.00187"
"94.58400","7.88217","0.00184"
"94.59000","7.88265","0.00190"
"94.59600","7.88313","0.00194"
"94.60200","7.88367","0.00193"
"94.60800","7.88415","0.00201"
"94.61400","7.88463","0.00204"
"94.62000","7.88510","0.00210"
"94.62600","7.88558","0.00215"
"94.63200","7.88606","0.00212"
"94.63800","7.88660","0.00217"
"94.64400","7.88708","0.00223"
"94.65000","7.88755","0.00218"
"94.65600","7.88809","0.00217"
"94.66200","7.88857","0.00214"
"94.66800","7.88911","0.00206"
"94.67400","7.88959","0.00211"
"94.68000","7.89013","0.00212"
"94.68600","7.89060","0.00200"
"94.69200","7.89108","0.00188"
"94.69800","7.89162","0.00179"
"94.70400","7.89210","0.00183"
"94.71000","7.89258","0.00189"
"94.71600","7.89312","0.00188"
"94.72200","7.89359","0.00188"
"94.72800","7.89407","0.00179"
"94.73400","7.89461","0.00157"
"94.74000","7.89509","0.00144"
"94.74600","7.89557","0.00143"
"94.75200","7.89604","0.00145"
"94.75800","7.89658","0.00155"
"94.76400","7.89706","0.00160"
"94.77000","7.89754","0.00158"
"94.77600","7.89808","0.00162"
"94.78200","7.89856","0.00164"
"94.78800","7.89903","0.00175"
"94.79400","7.89957","0.00188"
"94.80000","7.90005","0.00187"
"94.80600","7.90059","0.00179"
"94.81200","7.90107","0.00171"
"94.81800","7.90161","0.00160"
"94.82400","7.90214","0.00163"
"94.83000","7.90262","0.00173"
"94.83600","7.90316","0.00183"
"94.84200","7.90364","0.00192"
"94.84800","7.90418","0.00186"
"94.85400","7.90465","0.00183"
"94.86000","7.90519","0.00180"
