End date,"12/18/2016"
Specimen label,""
"0.42000","0.03504","0.00258"
"0.42600","0.03551","0.00257"
"0.43200","0.03599","0.00262"
"0.43800","0.03653","0.00266"
"0.44400","0.03701","0.00264"
"0.45000","0.03749","0.00256"
"0.45600","0.03803","0.00254"
"0.46200","0.03850","0.00254"
"0.46800","0.03898","0.00257"
"0.47400","0.03952","0.00261"
"0.48000","0.04000","0.00268"
"0.48600","0.04048","0.00269"
"0.49200","0.04096","0.00268"
"0.49800","0.04149","0.00264"
"0.50400","0.04197","0.00263"
"0.51000","0.04245","0.00265"
"0.51600","0.04299","0.00266"
"0.52200","0.04353","0.00266"
"0.52800","0.04401","0.00265"
"0.53400","0.04454","0.00254"
"0.54000","0.04502","0.00251"
"0.54600","0.04556","0.00259"
"0.55200","0.04604","0.00259"
"0.55800","0.04652","0.00254"
"0.56400","0.04705","0.00252"
"0.57000","0.04753","0.00253"
"0.57600","0.04801","0.00250"
"0.58200","0.04849","0.00246"
"0.58800","0.04903","0.00249"
"0.59400","0.04951","0.00253"
"0.60000","0.04998","0.00256"
"0.60600","0.05052","0.00259"
"0.61200","0.05100","0.00258"
"0.61800","0.05148","0.00246"
"0.62400","0.05196","0.00234"
"0.63000","0.05250","0.00236"
"0.63600","0.05297","0.00238"
"0.64200","0.05351","0.00240"
"0.64800","0.05399","0.00238"
"0.65400","0.05447","0.00231"
"0.66000","0.05501","0.00221"
"0.66600","0.05548","0.00217"
"0.67200","0.05602","0.00225"
"0.67800","0.05650","0.00239"
"0.68400","0.05698","0.00251"
"0.69000","0.05752","0.00254"
"0.69600","0.05800","0.00256"
"0.70200","0.05847","0.00253"
"0.70800","0.05895","0.00251"
"0.71400","0.05949","0.00256"
"0.72000","0.05997","0.00255"
"0.72600","0.06045","0.00249"
"0.73200","0.06093","0.00238"
"0.73800","0.06146","0.00226"
"0.74400","0.06194","0.00219"
"0.75000","0.06242","0.00215"
"0.75600","0.06296","0.00217"
"0.76200","0.06344","0.00227"
"0.76800","0.06397","0.00233"
"0.77400","0.06445","0.00230"
"0.78000","0.06499","0.00227"
"0.78600","0.06547","0.00228"
"0.79200","0.06595","0.00227"
"0.79800","0.06649","0.00226"
"0.80400","0.06696","0.00226"
"0.81000","0.06744","0.00226"
"0.81600","0.06798","0.00225"
"0.82200","0.06846","0.00226"
"0.82800","0.06900","0.00234"
"0.83400","0.06948","0.00243"
"0.84000","0.07001","0.00242"
"0.84600","0.07049","0.00234"
"0.85200","0.07097","0.00219"
"0.85800","0.07151","0.00209"
"0.86400","0.07199","0.00213"
"0.87000","0.07246","0.00223"
"0.87600","0.07300","0.00227"
"0.88200","0.07348","0.00224"
"0.88800","0.07396","0.00222"
"0.89400","0.07450","0.00230"
"0.90000","0.07498","0.00228"
"0.90600","0.07545","0.00230"
"0.91200","0.07599","0.00242"
"0.91800","0.07647","0.00247"
"0.92400","0.07695","0.00249"
"0.93000","0.07749","0.00251"
"0.93600","0.07797","0.00254"
"0.94200","0.07850","0.00262"
"0.94800","0.07898","0.00268"
"0.95400","0.07946","0.00265"
"0.96000","0.08000","0.00267"
"0.96600","0.08048","0.00268"
"0.97200","0.08096","0.00272"
"0.97800","0.08143","0.00275"
"0.98400","0.08197","0.00273"
"0.99000","0.08245","0.00269"
"0.99600","0.08293","0.00264"
"1.00200","0.08341","0.00251"
"1.00800","0.08388","0.00236"
"1.01400","0.08442","0.00228"
"1.02000","0.08490","0.00221"
"1.02600","0.08538","0.00224"
"1.03200","0.08592","0.00240"
"1.03800","0.08640","0.00250"
"1.04400","0.08693","0.00255"
"1.05000","0.08741","0.00253"
"1.05600","0.08795","0.00251"
"1.06200","0.08849","0.00252"
"1.06800","0.08897","0.00249"
"1.07400","0.08945","0.00243"
"1.08000","0.08998","0.00246"
"1.08600","0.09046","0.00253"
"1.09200","0.09100","0.00254"
"1.09800","0.09148","0.00255"
"1.10400","0.09202","0.00256"
"1.11000","0.09249","0.00263"
"1.11600","0.09297","0.00262"
"1.12200","0.09351","0.00261"
"1.12800","0.09399","0.00260"
"1.13400","0.09447","0.00252"
"1.14000","0.09501","0.00247"
"1.14600","0.09548","0.00245"
"1.15200","0.09596","0.00246"
"1.15800","0.09650","0.00243"
"1.16400","0.09698","0.00247"
"1.17000","0.09746","0.00244"
"1.17600","0.09800","0.00241"
"1.18200","0.09853","0.00243"
"1.18800","0.09901","0.00250"
"1.19400","0.09955","0.00253"
"1.20000","0.10003","0.00250"
"1.20600","0.10057","0.00247"
"1.21200","0.10104","0.00248"
"1.21800","0.10152","0.00243"
"1.22400","0.10206","0.00234"
"1.23000","0.10254","0.00230"
"1.23600","0.10302","0.00230"
"1.24200","0.10350","0.00237"
"1.24800","0.10403","0.00242"
"1.25400","0.10451","0.00245"
"1.26000","0.10499","0.00246"
"1.26600","0.10553","0.00244"
"1.27200","0.10601","0.00246"
"1.27800","0.10649","0.00254"
"1.28400","0.10696","0.00250"
"1.29000","0.10744","0.00242"
"1.29600","0.10798","0.00235"
"1.30200","0.10846","0.00224"
"1.30800","0.10894","0.00215"
"1.31400","0.10941","0.00213"
"1.32000","0.10995","0.00208"
"1.32600","0.11043","0.00207"
"1.33200","0.11097","0.00209"
"1.33800","0.11145","0.00210"
"1.34400","0.11199","0.00213"
"1.35000","0.11246","0.00214"
"1.35600","0.11294","0.00212"
"1.36200","0.11348","0.00215"
"1.36800","0.11396","0.00218"
"1.37400","0.11444","0.00219"
"1.38000","0.11492","0.00222"
"1.38600","0.11545","0.00222"
"1.39200","0.11593","0.00226"
"1.39800","0.11641","0.00238"
"1.40400","0.11695","0.00248"
"1.41000","0.11743","0.00264"
"1.41600","0.11796","0.00277"
"1.42200","0.11844","0.00275"
"1.42800","0.11892","0.00268"
"1.43400","0.11946","0.00257"
"1.44000","0.11994","0.00252"
"1.44600","0.12042","0.00255"
"1.45200","0.12095","0.00248"
"1.45800","0.12143","0.00248"
"1.46400","0.12191","0.00251"
"1.47000","0.12245","0.00252"
"1.47600","0.12293","0.00256"
"1.48200","0.12347","0.00259"
"1.48800","0.12394","0.00258"
"1.49400","0.12448","0.00257"
"1.50000","0.12496","0.00251"
"1.50600","0.12550","0.00248"
"1.51200","0.12598","0.00253"
"1.51800","0.12645","0.00259"
"1.52400","0.12693","0.00259"
"1.53000","0.12747","0.00260"
"1.53600","0.12795","0.00262"
"1.54200","0.12843","0.00268"
"1.54800","0.12897","0.00273"
"1.55400","0.12944","0.00276"
"1.56000","0.12998","0.00276"
"1.56600","0.13046","0.00268"
"1.57200","0.13094","0.00266"
"1.57800","0.13148","0.00274"
"1.58400","0.13196","0.00278"
"1.59000","0.13243","0.00282"
"1.59600","0.13297","0.00281"
"1.60200","0.13345","0.00274"
"1.60800","0.13393","0.00263"
"1.61400","0.13447","0.00252"
"1.62000","0.13494","0.00244"
"1.62600","0.13548","0.00240"
"1.63200","0.13596","0.00241"
"1.63800","0.13644","0.00237"
"1.64400","0.13698","0.00229"
"1.65000","0.13746","0.00216"
"1.65600","0.13793","0.00208"
"1.66200","0.13847","0.00203"
"1.66800","0.13895","0.00198"
"1.67400","0.13943","0.00192"
"1.68000","0.13997","0.00200"
"1.68600","0.14045","0.00204"
"1.69200","0.14098","0.00209"
"1.69800","0.14146","0.00220"
"1.70400","0.14200","0.00230"
"1.71000","0.14248","0.00239"
"1.71600","0.14302","0.00241"
"1.72200","0.14349","0.00238"
"1.72800","0.14403","0.00242"
"1.73400","0.14451","0.00242"
"1.74000","0.14499","0.00246"
"1.74600","0.14553","0.00259"
"1.75200","0.14601","0.00263"
"1.75800","0.14648","0.00260"
"1.76400","0.14702","0.00258"
"1.77000","0.14750","0.00253"
"1.77600","0.14798","0.00247"
"1.78200","0.14846","0.00240"
"1.78800","0.14900","0.00240"
"1.79400","0.14947","0.00240"
"1.80000","0.14995","0.00230"
"1.80600","0.15049","0.00218"
"1.81200","0.15097","0.00218"
"1.81800","0.15145","0.00224"
"1.82400","0.15198","0.00233"
"1.83000","0.15246","0.00238"
"1.83600","0.15294","0.00242"
"1.84200","0.15348","0.00247"
"1.84800","0.15396","0.00249"
"1.85400","0.15450","0.00247"
"1.86000","0.15497","0.00261"
"1.86600","0.15545","0.00274"
"1.87200","0.15593","0.00275"
"1.87800","0.15647","0.00275"
"1.88400","0.15695","0.00267"
"1.89000","0.15743","0.00262"
"1.89600","0.15796","0.00266"
"1.90200","0.15844","0.00268"
"1.90800","0.15892","0.00268"
"1.91400","0.15940","0.00271"
"1.92000","0.15988","0.00266"
"1.92600","0.16042","0.00260"
"1.93200","0.16089","0.00254"
"1.93800","0.16137","0.00253"
"1.94400","0.16191","0.00252"
"1.95000","0.16239","0.00249"
"1.95600","0.16293","0.00239"
"1.96200","0.16340","0.00236"
"1.96800","0.16388","0.00238"
"1.97400","0.16442","0.00242"
"1.98000","0.16490","0.00250"
"1.98600","0.16544","0.00256"
"1.99200","0.16592","0.00259"
"1.99800","0.16645","0.00264"
"2.00400","0.16693","0.00263"
"2.01000","0.16741","0.00262"
"2.01600","0.16795","0.00259"
"2.02200","0.16843","0.00249"
"2.02800","0.16891","0.00243"
"2.03400","0.16944","0.00235"
"2.04000","0.16992","0.00226"
"2.04600","0.17040","0.00229"
"2.05200","0.17094","0.00226"
"2.05800","0.17142","0.00225"
"2.06400","0.17189","0.00226"
"2.07000","0.17237","0.00230"
"2.07600","0.17291","0.00231"
"2.08200","0.17339","0.00232"
"2.08800","0.17387","0.00233"
"2.09400","0.17441","0.00242"
"2.10000","0.17488","0.00247"
"2.10600","0.17542","0.00240"
"2.11200","0.17590","0.00235"
"2.11800","0.17644","0.00227"
"2.12400","0.17692","0.00228"
"2.13000","0.17746","0.00231"
"2.13600","0.17793","0.00230"
"2.14200","0.17847","0.00227"
"2.14800","0.17895","0.00219"
"2.15400","0.17943","0.00207"
"2.16000","0.17997","0.00208"
"2.16600","0.18044","0.00219"
"2.17200","0.18092","0.00226"
"2.17800","0.18140","0.00241"
"2.18400","0.18194","0.00255"
"2.19000","0.18242","0.00259"
"2.19600","0.18290","0.00263"
"2.20200","0.18343","0.00261"
"2.20800","0.18391","0.00255"
"2.21400","0.18445","0.00249"
"2.22000","0.18493","0.00241"
"2.22600","0.18541","0.00231"
"2.23200","0.18595","0.00222"
"2.23800","0.18642","0.00211"
"2.24400","0.18696","0.00203"
"2.25000","0.18744","0.00200"
"2.25600","0.18798","0.00205"
"2.26200","0.18852","0.00211"
"2.26800","0.18899","0.00214"
"2.27400","0.18953","0.00213"
"2.28000","0.19001","0.00216"
"2.28600","0.19055","0.00221"
"2.29200","0.19103","0.00228"
"2.29800","0.19151","0.00231"
"2.30400","0.19198","0.00229"
"2.31000","0.19252","0.00228"
"2.31600","0.19300","0.00224"
"2.32200","0.19348","0.00225"
"2.32800","0.19396","0.00231"
"2.33400","0.19450","0.00231"
"2.34000","0.19497","0.00227"
"2.34600","0.19545","0.00229"
"2.35200","0.19599","0.00233"
"2.35800","0.19647","0.00245"
"2.36400","0.19701","0.00251"
"2.37000","0.19748","0.00250"
"2.37600","0.19796","0.00250"
"2.38200","0.19850","0.00250"
"2.38800","0.19898","0.00250"
"2.39400","0.19946","0.00252"
"2.40000","0.20000","0.00245"
"2.40600","0.20047","0.00230"
"2.41200","0.20101","0.00221"
"2.41800","0.20149","0.00213"
"2.42400","0.20197","0.00202"
"2.43000","0.20245","0.00192"
"2.43600","0.20299","0.00190"
"2.44200","0.20346","0.00197"
"2.44800","0.20394","0.00207"
"2.45400","0.20442","0.00222"
"2.46000","0.20496","0.00239"
"2.46600","0.20544","0.00244"
"2.47200","0.20592","0.00242"
"2.47800","0.20639","0.00248"
"2.48400","0.20693","0.00251"
"2.49000","0.20741","0.00247"
"2.49600","0.20795","0.00241"
"2.50200","0.20843","0.00233"
"2.50800","0.20890","0.00233"
"2.51400","0.20944","0.00230"
"2.52000","0.20992","0.00230"
"2.52600","0.21040","0.00237"
"2.53200","0.21094","0.00239"
"2.53800","0.21142","0.00237"
"2.54400","0.21189","0.00240"
"2.55000","0.21243","0.00243"
"2.55600","0.21291","0.00234"
"2.56200","0.21345","0.00231"
"2.56800","0.21393","0.00235"
"2.57400","0.21447","0.00246"
"2.58000","0.21494","0.00255"
"2.58600","0.21542","0.00261"
"2.59200","0.21590","0.00264"
"2.59800","0.21644","0.00266"
"2.60400","0.21692","0.00269"
"2.61000","0.21745","0.00278"
"2.61600","0.21793","0.00276"
"2.62200","0.21841","0.00263"
"2.62800","0.21895","0.00258"
"2.63400","0.21943","0.00254"
"2.64000","0.21991","0.00247"
"2.64600","0.22044","0.00251"
"2.65200","0.22092","0.00254"
"2.65800","0.22140","0.00250"
"2.66400","0.22194","0.00246"
"2.67000","0.22242","0.00241"
"2.67600","0.22290","0.00243"
"2.68200","0.22343","0.00240"
"2.68800","0.22391","0.00236"
"2.69400","0.22445","0.00240"
"2.70000","0.22493","0.00242"
"2.70600","0.22547","0.00235"
"2.71200","0.22594","0.00232"
"2.71800","0.22648","0.00228"
"2.72400","0.22696","0.00229"
"2.73000","0.22744","0.00235"
"2.73600","0.22792","0.00236"
"2.74200","0.22846","0.00234"
"2.74800","0.22893","0.00236"
"2.75400","0.22941","0.00237"
"2.76000","0.22995","0.00238"
"2.76600","0.23043","0.00237"
"2.77200","0.23097","0.00227"
"2.77800","0.23145","0.00215"
"2.78400","0.23198","0.00210"
"2.79000","0.23246","0.00206"
"2.79600","0.23294","0.00209"
"2.80200","0.23348","0.00218"
"2.80800","0.23396","0.00219"
"2.81400","0.23449","0.00220"
"2.82000","0.23497","0.00225"
"2.82600","0.23545","0.00234"
"2.83200","0.23593","0.00239"
"2.83800","0.23647","0.00243"
"2.84400","0.23695","0.00250"
"2.85000","0.23748","0.00258"
"2.85600","0.23796","0.00261"
"2.86200","0.23844","0.00267"
"2.86800","0.23898","0.00272"
"2.87400","0.23946","0.00270"
"2.88000","0.23994","0.00265"
"2.88600","0.24047","0.00251"
"2.89200","0.24095","0.00238"
"2.89800","0.24149","0.00234"
"2.90400","0.24197","0.00234"
"2.91000","0.24245","0.00234"
"2.91600","0.24298","0.00234"
"2.92200","0.24352","0.00232"
"2.92800","0.24400","0.00237"
"2.93400","0.24448","0.00243"
"2.94000","0.24502","0.00243"
"2.94600","0.24550","0.00250"
"2.95200","0.24597","0.00257"
"2.95800","0.24645","0.00258"
"2.96400","0.24699","0.00250"
"2.97000","0.24747","0.00238"
"2.97600","0.24795","0.00229"
"2.98200","0.24849","0.00221"
"2.98800","0.24896","0.00214"
"2.99400","0.24944","0.00213"
"3.00000","0.24998","0.00210"
"3.00600","0.25046","0.00212"
"3.01200","0.25094","0.00228"
"3.01800","0.25147","0.00244"
"3.02400","0.25195","0.00258"
"3.03000","0.25243","0.00270"
"3.03600","0.25291","0.00278"
"3.04200","0.25345","0.00282"
"3.04800","0.25393","0.00277"
"3.05400","0.25440","0.00263"
"3.06000","0.25494","0.00253"
"3.06600","0.25542","0.00248"
"3.07200","0.25590","0.00247"
"3.07800","0.25644","0.00258"
"3.08400","0.25692","0.00262"
"3.09000","0.25739","0.00255"
"3.09600","0.25793","0.00249"
"3.10200","0.25841","0.00243"
"3.10800","0.25889","0.00241"
"3.11400","0.25937","0.00243"
"3.12000","0.25991","0.00248"
"3.12600","0.26038","0.00258"
"3.13200","0.26092","0.00259"
"3.13800","0.26140","0.00253"
"3.14400","0.26188","0.00257"
"3.15000","0.26242","0.00256"
"3.15600","0.26289","0.00250"
"3.16200","0.26337","0.00251"
"3.16800","0.26391","0.00253"
"3.17400","0.26439","0.00253"
"3.18000","0.26487","0.00253"
"3.18600","0.26541","0.00247"
"3.19200","0.26588","0.00245"
"3.19800","0.26642","0.00247"
"3.20400","0.26690","0.00247"
"3.21000","0.26744","0.00251"
"3.21600","0.26792","0.00252"
"3.22200","0.26840","0.00248"
"3.22800","0.26893","0.00249"
"3.23400","0.26941","0.00250"
"3.24000","0.26989","0.00245"
"3.24600","0.27043","0.00240"
"3.25200","0.27091","0.00230"
"3.25800","0.27144","0.00226"
"3.26400","0.27192","0.00230"
"3.27000","0.27246","0.00241"
"3.27600","0.27294","0.00248"
"3.28200","0.27348","0.00248"
"3.28800","0.27396","0.00241"
"3.29400","0.27449","0.00239"
"3.30000","0.27497","0.00234"
"3.30600","0.27551","0.00230"
"3.31200","0.27599","0.00241"
"3.31800","0.27647","0.00250"
"3.32400","0.27700","0.00259"
"3.33000","0.27748","0.00268"
"3.33600","0.27796","0.00272"
"3.34200","0.27844","0.00278"
"3.34800","0.27898","0.00280"
"3.35400","0.27946","0.00277"
"3.36000","0.27993","0.00274"
"3.36600","0.28047","0.00258"
"3.37200","0.28095","0.00237"
"3.37800","0.28143","0.00222"
"3.38400","0.28197","0.00213"
"3.39000","0.28245","0.00203"
"3.39600","0.28292","0.00199"
"3.40200","0.28346","0.00202"
"3.40800","0.28394","0.00207"
"3.41400","0.28448","0.00212"
"3.42000","0.28496","0.00215"
"3.42600","0.28550","0.00230"
"3.43200","0.28597","0.00234"
"3.43800","0.28645","0.00219"
"3.44400","0.28699","0.00212"
"3.45000","0.28747","0.00207"
"3.45600","0.28795","0.00206"
"3.46200","0.28842","0.00210"
"3.46800","0.28896","0.00218"
"3.47400","0.28944","0.00224"
"3.48000","0.28992","0.00225"
"3.48600","0.29046","0.00224"
"3.49200","0.29094","0.00224"
"3.49800","0.29147","0.00217"
"3.50400","0.29195","0.00216"
"3.51000","0.29249","0.00232"
"3.51600","0.29297","0.00244"
"3.52200","0.29345","0.00246"
"3.52800","0.29393","0.00245"
"3.53400","0.29446","0.00246"
"3.54000","0.29494","0.00245"
"3.54600","0.29548","0.00238"
"3.55200","0.29596","0.00229"
"3.55800","0.29650","0.00232"
"3.56400","0.29697","0.00232"
"3.57000","0.29751","0.00234"
"3.57600","0.29799","0.00245"
"3.58200","0.29847","0.00255"
"3.58800","0.29895","0.00263"
"3.59400","0.29949","0.00264"
"3.60000","0.29996","0.00265"
"3.60600","0.30044","0.00267"
"3.61200","0.30092","0.00274"
"3.61800","0.30146","0.00283"
"3.62400","0.30194","0.00299"
"3.63000","0.30242","0.00305"
"3.63600","0.30289","0.00298"
"3.64200","0.30343","0.00294"
"3.64800","0.30391","0.00292"
"3.65400","0.30439","0.00285"
"3.66000","0.30487","0.00282"
"3.66600","0.30540","0.00281"
"3.67200","0.30588","0.00271"
"3.67800","0.30636","0.00255"
"3.68400","0.30690","0.00239"
"3.69000","0.30738","0.00228"
"3.69600","0.30792","0.00231"
"3.70200","0.30839","0.00233"
"3.70800","0.30887","0.00236"
"3.71400","0.30941","0.00234"
"3.72000","0.30989","0.00226"
"3.72600","0.31043","0.00230"
"3.73200","0.31091","0.00236"
"3.73800","0.31144","0.00243"
"3.74400","0.31192","0.00249"
"3.75000","0.31240","0.00246"
"3.75600","0.31288","0.00243"
"3.76200","0.31336","0.00229"
"3.76800","0.31390","0.00213"
"3.77400","0.31437","0.00201"
"3.78000","0.31491","0.00198"
"3.78600","0.31539","0.00200"
"3.79200","0.31587","0.00204"
"3.79800","0.31641","0.00203"
"3.80400","0.31688","0.00202"
"3.81000","0.31742","0.00203"
"3.81600","0.31790","0.00205"
"3.82200","0.31844","0.00201"
"3.82800","0.31898","0.00196"
"3.83400","0.31946","0.00195"
"3.84000","0.31993","0.00197"
"3.84600","0.32047","0.00206"
"3.85200","0.32095","0.00212"
"3.85800","0.32149","0.00218"
"3.86400","0.32197","0.00223"
"3.87000","0.32244","0.00227"
"3.87600","0.32298","0.00235"
"3.88200","0.32346","0.00242"
"3.88800","0.32400","0.00240"
"3.89400","0.32448","0.00242"
"3.90000","0.32496","0.00239"
"3.90600","0.32543","0.00232"
"3.91200","0.32591","0.00235"
"3.91800","0.32639","0.00239"
"3.92400","0.32693","0.00239"
"3.93000","0.32741","0.00239"
"3.93600","0.32789","0.00234"
"3.94200","0.32842","0.00231"
"3.94800","0.32890","0.00227"
"3.95400","0.32938","0.00219"
"3.96000","0.32992","0.00217"
"3.96600","0.33040","0.00215"
"3.97200","0.33094","0.00217"
"3.97800","0.33141","0.00221"
"3.98400","0.33195","0.00226"
"3.99000","0.33243","0.00225"
"3.99600","0.33297","0.00221"
"4.00200","0.33345","0.00226"
"4.00800","0.33398","0.00229"
"4.01400","0.33446","0.00230"
"4.02000","0.33494","0.00229"
"4.02600","0.33548","0.00232"
"4.03200","0.33596","0.00233"
"4.03800","0.33650","0.00230"
"4.04400","0.33697","0.00234"
"4.05000","0.33745","0.00240"
"4.05600","0.33793","0.00240"
"4.06200","0.33841","0.00241"
"4.06800","0.33895","0.00239"
"4.07400","0.33943","0.00232"
"4.08000","0.33990","0.00230"
"4.08600","0.34038","0.00224"
"4.09200","0.34086","0.00217"
"4.09800","0.34140","0.00204"
"4.10400","0.34188","0.00188"
"4.11000","0.34235","0.00197"
"4.11600","0.34289","0.00207"
"4.12200","0.34337","0.00213"
"4.12800","0.34391","0.00224"
"4.13400","0.34439","0.00235"
"4.14000","0.34493","0.00239"
"4.14600","0.34540","0.00235"
"4.15200","0.34594","0.00229"
"4.15800","0.34642","0.00234"
"4.16400","0.34690","0.00234"
"4.17000","0.34738","0.00235"
"4.17600","0.34786","0.00237"
"4.18200","0.34833","0.00233"
"4.18800","0.34887","0.00222"
"4.19400","0.34935","0.00214"
"4.20000","0.34983","0.00208"
"4.20600","0.35031","0.00201"
"4.21200","0.35084","0.00197"
"4.21800","0.35132","0.00200"
"4.22400","0.35186","0.00209"
"4.23000","0.35234","0.00213"
"4.23600","0.35282","0.00211"
"4.24200","0.35336","0.00212"
"4.24800","0.35383","0.00216"
"4.25400","0.35437","0.00219"
"4.26000","0.35485","0.00220"
"4.26600","0.35539","0.00231"
"4.27200","0.35587","0.00240"
"4.27800","0.35641","0.00239"
"4.28400","0.35694","0.00239"
"4.29000","0.35742","0.00243"
"4.29600","0.35796","0.00241"
"4.30200","0.35844","0.00244"
"4.30800","0.35892","0.00256"
"4.31400","0.35945","0.00267"
"4.32000","0.35993","0.00262"
"4.32600","0.36047","0.00266"
"4.33200","0.36095","0.00268"
"4.33800","0.36143","0.00265"
"4.34400","0.36191","0.00262"
"4.35000","0.36244","0.00251"
"4.35600","0.36292","0.00238"
"4.36200","0.36346","0.00231"
"4.36800","0.36394","0.00222"
"4.37400","0.36442","0.00218"
"4.38000","0.36496","0.00221"
"4.38600","0.36543","0.00226"
"4.39200","0.36591","0.00235"
"4.39800","0.36645","0.00239"
"4.40400","0.36693","0.00238"
"4.41000","0.36747","0.00239"
"4.41600","0.36794","0.00235"
"4.42200","0.36848","0.00224"
"4.42800","0.36896","0.00217"
"4.43400","0.36950","0.00210"
"4.44000","0.36998","0.00205"
"4.44600","0.37052","0.00204"
"4.45200","0.37099","0.00202"
"4.45800","0.37147","0.00200"
"4.46400","0.37201","0.00193"
"4.47000","0.37249","0.00189"
"4.47600","0.37297","0.00194"
"4.48200","0.37345","0.00198"
"4.48800","0.37392","0.00201"
"4.49400","0.37446","0.00206"
"4.50000","0.37494","0.00207"
"4.50600","0.37542","0.00212"
"4.51200","0.37596","0.00235"
"4.51800","0.37643","0.00246"
"4.52400","0.37697","0.00256"
"4.53000","0.37745","0.00260"
"4.53600","0.37799","0.00253"
"4.54200","0.37847","0.00247"
"4.54800","0.37895","0.00238"
"4.55400","0.37948","0.00227"
"4.56000","0.37996","0.00223"
"4.56600","0.38050","0.00222"
"4.57200","0.38098","0.00221"
"4.57800","0.38152","0.00223"
"4.58400","0.38200","0.00232"
"4.59000","0.38247","0.00238"
"4.59600","0.38301","0.00239"
"4.60200","0.38349","0.00239"
"4.60800","0.38397","0.00247"
"4.61400","0.38445","0.00248"
"4.62000","0.38492","0.00242"
"4.62600","0.38546","0.00240"
"4.63200","0.38594","0.00228"
"4.63800","0.38642","0.00211"
"4.64400","0.38690","0.00207"
"4.65000","0.38744","0.00207"
"4.65600","0.38791","0.00202"
"4.66200","0.38839","0.00199"
"4.66800","0.38887","0.00202"
"4.67400","0.38941","0.00205"
"4.68000","0.38989","0.00212"
"4.68600","0.39043","0.00219"
"4.69200","0.39090","0.00231"
"4.69800","0.39138","0.00237"
"4.70400","0.39192","0.00237"
"4.71000","0.39240","0.00241"
"4.71600","0.39288","0.00243"
"4.72200","0.39342","0.00246"
"4.72800","0.39389","0.00251"
"4.73400","0.39437","0.00255"
"4.74000","0.39491","0.00254"
"4.74600","0.39539","0.00250"
"4.75200","0.39587","0.00242"
"4.75800","0.39640","0.00238"
"4.76400","0.39688","0.00242"
"4.77000","0.39736","0.00246"
"4.77600","0.39790","0.00249"
"4.78200","0.39838","0.00249"
"4.78800","0.39886","0.00249"
"4.79400","0.39939","0.00249"
"4.80000","0.39987","0.00250"
"4.80600","0.40035","0.00255"
"4.81200","0.40089","0.00257"
"4.81800","0.40137","0.00248"
"4.82400","0.40191","0.00241"
"4.83000","0.40238","0.00241"
"4.83600","0.40292","0.00235"
"4.84200","0.40340","0.00229"
"4.84800","0.40388","0.00226"
"4.85400","0.40442","0.00222"
"4.86000","0.40489","0.00217"
"4.86600","0.40543","0.00211"
"4.87200","0.40597","0.00216"
"4.87800","0.40645","0.00223"
"4.88400","0.40693","0.00226"
"4.89000","0.40747","0.00233"
"4.89600","0.40794","0.00235"
"4.90200","0.40842","0.00225"
