End date,"12/18/2016"
Specimen label,"16DG_31_run2"
Maximum Load,"0.05678",N

Time,Extension,Load
(s),(mm),(N)
"20.50800","41.10847","0.01953"
"20.51400","41.10901","0.01957"
"20.52000","41.10949","0.01959"
"20.52600","41.11003","0.01952"
"20.53200","41.11051","0.01940"
"20.53800","41.11098","0.01933"
"20.54400","41.11146","0.01929"
"20.55000","41.11200","0.01930"
"20.55600","41.11248","0.01933"
"20.56200","41.11296","0.01936"
"20.56800","41.11349","0.01925"
"20.57400","41.11397","0.01901"
"20.58000","41.11445","0.01872"
"20.58600","41.11499","0.01860"
"20.59200","41.11547","0.01871"
"20.59800","41.11600","0.01899"
"20.60400","41.11648","0.01922"
"20.61000","41.11702","0.01937"
"20.61600","41.11750","0.01948"
"20.62200","41.11798","0.01952"
"20.62800","41.11852","0.01953"
"20.63400","41.11900","0.01948"
"20.64000","41.11953","0.01940"
"20.64600","41.12001","0.01928"
"20.65200","41.12055","0.01918"
"20.65800","41.12103","0.01915"
"20.66400","41.12151","0.01934"
"20.67000","41.12204","0.01943"
"20.67600","41.12252","0.01957"
"20.68200","41.12300","0.01971"
"20.68800","41.12348","0.01972"
"20.69400","41.12402","0.01980"
"20.70000","41.12449","0.01979"
"20.70600","41.12504","0.01977"
"20.71200","41.12551","0.01985"
"20.71800","41.12599","0.01981"
"20.72400","41.12653","0.01970"
"20.73000","41.12700","0.01960"
"20.73600","41.12749","0.01952"
"20.74200","41.12803","0.01935"
"20.74800","41.12850","0.01926"
"20.75400","41.12898","0.01928"
"20.76000","41.12952","0.01918"
"20.76600","41.13000","0.01912"
"20.77200","41.13054","0.01919"
"20.77800","41.13101","0.01929"
"20.78400","41.13155","0.01934"
"20.79000","41.13203","0.01943"
"20.79600","41.13257","0.01946"
"20.80200","41.13305","0.01934"
"20.80800","41.13352","0.01918"
"20.81400","41.13406","0.01912"
"20.82000","41.13454","0.01922"
"20.82600","41.13502","0.01936"
"20.83200","41.13550","0.01954"
"20.83800","41.13598","0.01969"
"20.84400","41.13645","0.01964"
"20.85000","41.13699","0.01955"
"20.85600","41.13747","0.01964"
"20.86200","41.13795","0.01985"
"20.86800","41.13842","0.01995"
"20.87400","41.13896","0.01993"
"20.88000","41.13945","0.01983"
"20.88600","41.13992","0.01980"
"20.89200","41.14046","0.01976"
"20.89800","41.14094","0.01974"
"20.90400","41.14148","0.01986"
"20.91000","41.14196","0.01997"
"20.91600","41.14249","0.01998"
"20.92200","41.14297","0.01991"
"20.92800","41.14345","0.02000"
"20.93400","41.14399","0.02006"
"20.94000","41.14447","0.02014"
"20.94600","41.14500","0.02024"
"20.95200","41.14548","0.02027"
"20.95800","41.14596","0.02013"
"20.96400","41.14650","0.01999"
"20.97000","41.14698","0.01997"
"20.97600","41.14746","0.01988"
"20.98200","41.14794","0.01975"
"20.98800","41.14847","0.01979"
"20.99400","41.14894","0.01986"
"21.00000","41.14943","0.01987"
"21.00600","41.14997","0.01992"
"21.01200","41.15045","0.02000"
"21.01800","41.15092","0.02005"
"21.02400","41.15146","0.02005"
"21.03000","41.15194","0.02007"
"21.03600","41.15248","0.02004"
"21.04200","41.15295","0.01999"
"21.04800","41.15349","0.01993"
"21.05400","41.15398","0.01992"
"21.06000","41.15451","0.01982"
"21.06600","41.15499","0.01967"
"21.07200","41.15553","0.01958"
"21.07800","41.15601","0.01960"
"21.08400","41.15654","0.01961"
"21.09000","41.15702","0.01959"
"21.09600","41.15756","0.01961"
"21.10200","41.15804","0.01953"
"21.10800","41.15852","0.01954"
"21.11400","41.15900","0.01959"
"21.12000","41.15953","0.01964"
"21.12600","41.16001","0.01974"
"21.13200","41.16055","0.01980"
"21.13800","41.16103","0.01983"
"21.14400","41.16151","0.01982"
"21.15000","41.16204","0.01990"
"21.15600","41.16253","0.02004"
"21.16200","41.16300","0.02011"
"21.16800","41.16354","0.02020"
"21.17400","41.16401","0.02025"
"21.18000","41.16449","0.02023"
"21.18600","41.16504","0.02019"
"21.19200","41.16551","0.02020"
"21.19800","41.16599","0.02014"
"21.20400","41.16653","0.02003"
"21.21000","41.16706","0.01993"
"21.21600","41.16755","0.01990"
"21.22200","41.16808","0.01991"
"21.22800","41.16856","0.01989"
"21.23400","41.16904","0.01995"
"21.24000","41.16952","0.02003"
"21.24600","41.17005","0.02013"
"21.25200","41.17053","0.02015"
"21.25800","41.17101","0.02016"
"21.26400","41.17155","0.02020"
"21.27000","41.17203","0.02029"
"21.27600","41.17251","0.02028"
"21.28200","41.17305","0.02026"
"21.28800","41.17353","0.02016"
"21.29400","41.17400","0.02005"
"21.30000","41.17454","0.01985"
"21.30600","41.17502","0.01975"
"21.31200","41.17549","0.01974"
"21.31800","41.17604","0.01980"
"21.32400","41.17651","0.01976"
"21.33000","41.17699","0.01973"
"21.33600","41.17747","0.01973"
"21.34200","41.17801","0.01970"
"21.34800","41.17849","0.01976"
"21.35400","41.17902","0.01991"
"21.36000","41.17950","0.02003"
"21.36600","41.18004","0.02014"
"21.37200","41.18052","0.02023"
"21.37800","41.18100","0.02032"
"21.38400","41.18148","0.02035"
"21.39000","41.18201","0.02035"
"21.39600","41.18249","0.02038"
"21.40200","41.18297","0.02047"
"21.40800","41.18345","0.02051"
"21.41400","41.18399","0.02058"
"21.42000","41.18447","0.02062"
"21.42600","41.18494","0.02059"
"21.43200","41.18548","0.02056"
"21.43800","41.18596","0.02051"
"21.44400","41.18644","0.02052"
"21.45000","41.18698","0.02050"
"21.45600","41.18745","0.02038"
"21.46200","41.18793","0.02030"
"21.46800","41.18847","0.02021"
"21.47400","41.18895","0.02009"
"21.48000","41.18943","0.02000"
"21.48600","41.18996","0.02003"
"21.49200","41.19044","0.02009"
"21.49800","41.19098","0.02005"
"21.50400","41.19146","0.01994"
"21.51000","41.19199","0.01992"
"21.51600","41.19247","0.01995"
"21.52200","41.19296","0.01996"
"21.52800","41.19349","0.02010"
"21.53400","41.19397","0.02027"
"21.54000","41.19451","0.02034"
"21.54600","41.19499","0.02041"
"21.55200","41.19547","0.02060"
"21.55800","41.19600","0.02082"
"21.56400","41.19648","0.02094"
"21.57000","41.19702","0.02090"
"21.57600","41.19750","0.02079"
"21.58200","41.19798","0.02066"
"21.58800","41.19851","0.02055"
"21.59400","41.19899","0.02051"
"21.60000","41.19953","0.02050"
"21.60600","41.20001","0.02048"
"21.61200","41.20055","0.02057"
"21.61800","41.20103","0.02066"
"21.62400","41.20156","0.02079"
"21.63000","41.20205","0.02086"
"21.63600","41.20252","0.02069"
"21.64200","41.20306","0.02053"
"21.64800","41.20354","0.02045"
"21.65400","41.20407","0.02044"
"21.66000","41.20456","0.02039"
"21.66600","41.20509","0.02039"
"21.67200","41.20557","0.02039"
"21.67800","41.20605","0.02038"
"21.68400","41.20652","0.02029"
"21.69000","41.20700","0.02024"
"21.69600","41.20755","0.02031"
"21.70200","41.20802","0.02039"
"21.70800","41.20850","0.02049"
"21.71400","41.20903","0.02059"
"21.72000","41.20952","0.02066"
"21.72600","41.21000","0.02065"
"21.73200","41.21047","0.02065"
"21.73800","41.21101","0.02062"
"21.74400","41.21149","0.02046"
"21.75000","41.21197","0.02040"
"21.75600","41.21251","0.02038"
"21.76200","41.21298","0.02025"
"21.76800","41.21352","0.02021"
"21.77400","41.21400","0.02030"
"21.78000","41.21454","0.02042"
"21.78600","41.21502","0.02049"
"21.79200","41.21555","0.02050"
"21.79800","41.21603","0.02053"
"21.80400","41.21651","0.02054"
"21.81000","41.21705","0.02055"
"21.81600","41.21753","0.02055"
"21.82200","41.21801","0.02060"
"21.82800","41.21848","0.02053"
"21.83400","41.21902","0.02052"
"21.84000","41.21950","0.02052"
"21.84600","41.21998","0.02055"
"21.85200","41.22052","0.02055"
"21.85800","41.22099","0.02056"
"21.86400","41.22148","0.02060"
"21.87000","41.22202","0.02056"
"21.87600","41.22249","0.02056"
"21.88200","41.22297","0.02049"
"21.88800","41.22351","0.02054"
"21.89400","41.22399","0.02071"
"21.90000","41.22446","0.02084"
"21.90600","41.22500","0.02093"
"21.91200","41.22548","0.02094"
"21.91800","41.22602","0.02096"
"21.92400","41.22650","0.02089"
"21.93000","41.22697","0.02080"
"21.93600","41.22751","0.02068"
"21.94200","41.22799","0.02051"
"21.94800","41.22853","0.02047"
"21.95400","41.22901","0.02058"
"21.96000","41.22948","0.02070"
"21.96600","41.22997","0.02061"
"21.97200","41.23050","0.02047"
"21.97800","41.23098","0.02050"
"21.98400","41.23146","0.02056"
"21.99000","41.23194","0.02066"
"21.99600","41.23248","0.02075"
"22.00200","41.23295","0.02068"
"22.00800","41.23344","0.02053"
"22.01400","41.23391","0.02039"
"22.02000","41.23445","0.02049"
"22.02600","41.23492","0.02063"
"22.03200","41.23540","0.02069"
"22.03800","41.23595","0.02074"
"22.04400","41.23642","0.02074"
"22.05000","41.23696","0.02079"
"22.05600","41.23744","0.02078"
"22.06200","41.23798","0.02086"
"22.06800","41.23846","0.02087"
"22.07400","41.23899","0.02070"
"22.08000","41.23953","0.02057"
"22.08600","41.24001","0.02045"
"22.09200","41.24055","0.02033"
"22.09800","41.24103","0.02028"
"22.10400","41.24150","0.02038"
"22.11000","41.24204","0.02061"
"22.11600","41.24252","0.02088"
"22.12200","41.24300","0.02116"
"22.12800","41.24347","0.02139"
"22.13400","41.24401","0.02153"
"22.14000","41.24450","0.02146"
"22.14600","41.24497","0.02144"
"22.15200","41.24551","0.02150"
"22.15800","41.24599","0.02148"
"22.16400","41.24652","0.02134"
"22.17000","41.24701","0.02132"
"22.17600","41.24748","0.02126"
"22.18200","41.24802","0.02122"
"22.18800","41.24850","0.02116"
"22.19400","41.24898","0.02103"
"22.20000","41.24951","0.02106"
"22.20600","41.25005","0.02106"
"22.21200","41.25053","0.02100"
"22.21800","41.25107","0.02091"
"22.22400","41.25155","0.02076"
"22.23000","41.25208","0.02072"
"22.23600","41.25256","0.02086"
"22.24200","41.25304","0.02108"
"22.24800","41.25352","0.02120"
"22.25400","41.25406","0.02126"
"22.26000","41.25454","0.02124"
"22.26600","41.25502","0.02114"
"22.27200","41.25550","0.02097"
"22.27800","41.25597","0.02089"
"22.28400","41.25651","0.02083"
"22.29000","41.25699","0.02084"
"22.29600","41.25753","0.02096"
"22.30200","41.25800","0.02105"
"22.30800","41.25848","0.02110"
"22.31400","41.25903","0.02107"
"22.32000","41.25950","0.02104"
"22.32600","41.26004","0.02114"
"22.33200","41.26052","0.02122"
"22.33800","41.26105","0.02122"
"22.34400","41.26154","0.02111"
"22.35000","41.26207","0.02095"
"22.35600","41.26255","0.02083"
"22.36200","41.26309","0.02084"
"22.36800","41.26357","0.02094"
"22.37400","41.26404","0.02098"
"22.38000","41.26458","0.02104"
"22.38600","41.26506","0.02105"
"22.39200","41.26560","0.02106"
"22.39800","41.26608","0.02115"
"22.40400","41.26655","0.02137"
"22.41000","41.26703","0.02156"
"22.41600","41.26751","0.02160"
"22.42200","41.26805","0.02157"
"22.42800","41.26853","0.02152"
"22.43400","41.26901","0.02138"
"22.44000","41.26948","0.02129"
"22.44600","41.27002","0.02131"
"22.45200","41.27050","0.02132"
"22.45800","41.27098","0.02129"
"22.46400","41.27145","0.02125"
"22.47000","41.27193","0.02135"
"22.47600","41.27248","0.02135"
"22.48200","41.27295","0.02141"
"22.48800","41.27349","0.02150"
"22.49400","41.27397","0.02155"
"22.50000","41.27445","0.02145"
"22.50600","41.27499","0.02125"
"22.51200","41.27546","0.02125"
"22.51800","41.27600","0.02139"
"22.52400","41.27648","0.02138"
"22.53000","41.27696","0.02129"
"22.53600","41.27744","0.02130"
"22.54200","41.27792","0.02133"
"22.54800","41.27845","0.02126"
"22.55400","41.27893","0.02123"
"22.56000","41.27941","0.02117"
"22.56600","41.27989","0.02109"
"22.57200","41.28043","0.02102"
"22.57800","41.28091","0.02098"
"22.58400","41.28138","0.02103"
"22.59000","41.28192","0.02103"
"22.59600","41.28240","0.02115"
"22.60200","41.28288","0.02129"
"22.60800","41.28341","0.02140"
"22.61400","41.28389","0.02149"
"22.62000","41.28444","0.02168"
"22.62600","41.28497","0.02177"
"22.63200","41.28545","0.02168"
"22.63800","41.28598","0.02142"
"22.64400","41.28646","0.02127"
"22.65000","41.28701","0.02131"
"22.65600","41.28748","0.02126"
"22.66200","41.28802","0.02126"
"22.66800","41.28849","0.02121"
"22.67400","41.28904","0.02114"
"22.68000","41.28952","0.02112"
"22.68600","41.29005","0.02112"
"22.69200","41.29053","0.02118"
"22.69800","41.29101","0.02116"
"22.70400","41.29155","0.02114"
"22.71000","41.29203","0.02116"
"22.71600","41.29257","0.02122"
"22.72200","41.29304","0.02119"
"22.72800","41.29352","0.02125"
"22.73400","41.29406","0.02137"
"22.74000","41.29454","0.02136"
"22.74600","41.29501","0.02126"
"22.75200","41.29556","0.02112"
"22.75800","41.29604","0.02095"
"22.76400","41.29651","0.02081"
"22.77000","41.29704","0.02078"
"22.77600","41.29753","0.02079"
"22.78200","41.29807","0.02086"
"22.78800","41.29855","0.02094"
"22.79400","41.29908","0.02102"
"22.80000","41.29956","0.02111"
"22.80600","41.30004","0.02112"
"22.81200","41.30051","0.02109"
"22.81800","41.30106","0.02107"
"22.82400","41.30153","0.02113"
"22.83000","41.30201","0.02123"
"22.83600","41.30249","0.02130"
"22.84200","41.30302","0.02136"
"22.84800","41.30351","0.02141"
"22.85400","41.30399","0.02141"
"22.86000","41.30452","0.02127"
"22.86600","41.30500","0.02111"
"22.87200","41.30554","0.02106"
"22.87800","41.30602","0.02105"
"22.88400","41.30650","0.02108"
"22.89000","41.30703","0.02110"
"22.89600","41.30751","0.02109"
"22.90200","41.30799","0.02107"
"22.90800","41.30853","0.02108"
"22.91400","41.30900","0.02104"
"22.92000","41.30954","0.02088"
"22.92600","41.31002","0.02079"
"22.93200","41.31056","0.02065"
"22.93800","41.31104","0.02046"
"22.94400","41.31157","0.02042"
"22.95000","41.31206","0.02053"
"22.95600","41.31253","0.02067"
"22.96200","41.31308","0.02084"
"22.96800","41.31355","0.02107"
"22.97400","41.31403","0.02116"
"22.98000","41.31457","0.02119"
"22.98600","41.31504","0.02131"
"22.99200","41.31552","0.02133"
"22.99800","41.31600","0.02134"
"23.00400","41.31648","0.02139"
"23.01000","41.31702","0.02149"
"23.01600","41.31750","0.02142"
"23.02200","41.31798","0.02136"
"23.02800","41.31845","0.02148"
"23.03400","41.31893","0.02163"
"23.04000","41.31947","0.02163"
"23.04600","41.31995","0.02160"
"23.05200","41.32049","0.02163"
"23.05800","41.32096","0.02153"
"23.06400","41.32150","0.02145"
"23.07000","41.32198","0.02145"
"23.07600","41.32252","0.02147"
"23.08200","41.32300","0.02151"
"23.08800","41.32347","0.02145"
"23.09400","41.32402","0.02137"
"23.10000","41.32449","0.02124"
"23.10600","41.32497","0.02106"
"23.11200","41.32545","0.02093"
"23.11800","41.32593","0.02092"
"23.12400","41.32640","0.02099"
"23.13000","41.32694","0.02106"
"23.13600","41.32742","0.02109"
"23.14200","41.32790","0.02110"
"23.14800","41.32844","0.02119"
"23.15400","41.32891","0.02132"
"23.16000","41.32946","0.02145"
"23.16600","41.32994","0.02138"
"23.17200","41.33047","0.02126"
"23.17800","41.33095","0.02119"
"23.18400","41.33143","0.02120"
"23.19000","41.33197","0.02120"
"23.19600","41.33245","0.02124"
"23.20200","41.33298","0.02138"
"23.20800","41.33352","0.02143"
"23.21400","41.33400","0.02136"
"23.22000","41.33454","0.02134"
"23.22600","41.33502","0.02136"
"23.23200","41.33555","0.02145"
"23.23800","41.33603","0.02152"
"23.24400","41.33657","0.02153"
"23.25000","41.33705","0.02153"
"23.25600","41.33753","0.02154"
"23.26200","41.33806","0.02138"
"23.26800","41.33854","0.02135"
"23.27400","41.33902","0.02138"
"23.28000","41.33956","0.02139"
"23.28600","41.34003","0.02140"
"23.29200","41.34058","0.02149"
"23.29800","41.34106","0.02146"
"23.30400","41.34153","0.02133"
"23.31000","41.34201","0.02133"
"23.31600","41.34255","0.02139"
"23.32200","41.34303","0.02133"
"23.32800","41.34350","0.02128"
"23.33400","41.34398","0.02131"
"23.34000","41.34452","0.02134"
"23.34600","41.34500","0.02135"
"23.35200","41.34554","0.02136"
"23.35800","41.34601","0.02152"
"23.36400","41.34655","0.02166"
"23.37000","41.34703","0.02174"
"23.37600","41.34757","0.02175"
"23.38200","41.34805","0.02171"
"23.38800","41.34853","0.02154"
"23.39400","41.34901","0.02131"
"23.40000","41.34954","0.02121"
"23.40600","41.35002","0.02115"
"23.41200","41.35050","0.02125"
"23.41800","41.35104","0.02137"
"23.42400","41.35152","0.02142"
"23.43000","41.35205","0.02147"
"23.43600","41.35253","0.02160"
"23.44200","41.35301","0.02184"
"23.44800","41.35355","0.02196"
"23.45400","41.35403","0.02207"
"23.46000","41.35451","0.02225"
"23.46600","41.35505","0.02230"
"23.47200","41.35553","0.02224"
"23.47800","41.35600","0.02217"
"23.48400","41.35654","0.02214"
"23.49000","41.35702","0.02207"
"23.49600","41.35750","0.02205"
"23.50200","41.35803","0.02203"
"23.50800","41.35851","0.02198"
"23.51400","41.35905","0.02191"
"23.52000","41.35953","0.02182"
"23.52600","41.36000","0.02178"
"23.53200","41.36049","0.02176"
"23.53800","41.36102","0.02171"
"23.54400","41.36150","0.02165"
"23.55000","41.36198","0.02162"
"23.55600","41.36252","0.02160"
"23.56200","41.36300","0.02163"
"23.56800","41.36348","0.02168"
"23.57400","41.36401","0.02167"
"23.58000","41.36449","0.02165"
"23.58600","41.36497","0.02160"
"23.59200","41.36551","0.02162"
"23.59800","41.36599","0.02175"
"23.60400","41.36647","0.02189"
"23.61000","41.36700","0.02201"
"23.61600","41.36748","0.02220"
"23.62200","41.36795","0.02238"
"23.62800","41.36844","0.02247"
"23.63400","41.36898","0.02246"
"23.64000","41.36945","0.02233"
"23.64600","41.36993","0.02217"
"23.65200","41.37047","0.02205"
"23.65800","41.37095","0.02200"
"23.66400","41.37143","0.02200"
"23.67000","41.37196","0.02204"
"23.67600","41.37244","0.02204"
"23.68200","41.37292","0.02197"
"23.68800","41.37346","0.02187"
"23.69400","41.37394","0.02174"
"23.70000","41.37447","0.02161"
"23.70600","41.37495","0.02152"
"23.71200","41.37543","0.02148"
"23.71800","41.37597","0.02150"
"23.72400","41.37645","0.02153"
"23.73000","41.37699","0.02156"
"23.73600","41.37746","0.02159"
"23.74200","41.37794","0.02172"
"23.74800","41.37848","0.02182"
"23.75400","41.37896","0.02178"
"23.76000","41.37950","0.02177"
"23.76600","41.37997","0.02186"
"23.77200","41.38046","0.02194"
"23.77800","41.38099","0.02205"
"23.78400","41.38147","0.02220"
"23.79000","41.38195","0.02226"
"23.79600","41.38248","0.02225"
"23.80200","41.38297","0.02226"
"23.80800","41.38351","0.02233"
"23.81400","41.38398","0.02228"
"23.82000","41.38446","0.02213"
"23.82600","41.38500","0.02208"
"23.83200","41.38548","0.02202"
"23.83800","41.38602","0.02190"
"23.84400","41.38649","0.02184"
"23.85000","41.38703","0.02198"
"23.85600","41.38751","0.02219"
"23.86200","41.38805","0.02240"
"23.86800","41.38853","0.02259"
"23.87400","41.38900","0.02271"
"23.88000","41.38955","0.02273"
"23.88600","41.39002","0.02271"
"23.89200","41.39056","0.02264"
"23.89800","41.39103","0.02258"
"23.90400","41.39152","0.02246"
"23.91000","41.39206","0.02240"
"23.91600","41.39254","0.02247"
"23.92200","41.39301","0.02247"
"23.92800","41.39355","0.02243"
"23.93400","41.39403","0.02239"
"23.94000","41.39450","0.02243"
"23.94600","41.39505","0.02240"
"23.95200","41.39552","0.02239"
"23.95800","41.39600","0.02242"
"23.96400","41.39648","0.02245"
"23.97000","41.39701","0.02245"
"23.97600","41.39750","0.02246"
"23.98200","41.39803","0.02247"
"23.98800","41.39851","0.02249"
"23.99400","41.39899","0.02242"
"24.00000","41.39953","0.02236"
"24.00600","41.40001","0.02229"
"24.01200","41.40054","0.02230"
"24.01800","41.40102","0.02230"
"24.02400","41.40150","0.02230"
"24.03000","41.40204","0.02237"
"24.03600","41.40252","0.02240"
"24.04200","41.40299","0.02229"
"24.04800","41.40353","0.02227"
"24.05400","41.40401","0.02234"
"24.06000","41.40449","0.02242"
"24.06600","41.40496","0.02252"
"24.07200","41.40551","0.02255"
"24.07800","41.40599","0.02256"
"24.08400","41.40646","0.02250"
"24.09000","41.40701","0.02234"
"24.09600","41.40748","0.02230"
"24.10200","41.40796","0.02226"
"24.10800","41.40844","0.02215"
"24.11400","41.40897","0.02205"
"24.12000","41.40945","0.02197"
"24.12600","41.40999","0.02189"
"24.13200","41.41047","0.02188"
"24.13800","41.41095","0.02201"
"24.14400","41.41148","0.02221"
"24.15000","41.41196","0.02240"
"24.15600","41.41250","0.02251"
"24.16200","41.41298","0.02249"
"24.16800","41.41346","0.02252"
"24.17400","41.41394","0.02248"
"24.18000","41.41448","0.02230"
"24.18600","41.41495","0.02224"
"24.19200","41.41544","0.02236"
"24.19800","41.41597","0.02244"
"24.20400","41.41644","0.02250"
"24.21000","41.41692","0.02252"
"24.21600","41.41747","0.02249"
"24.22200","41.41795","0.02233"
"24.22800","41.41848","0.02231"
"24.23400","41.41896","0.02242"
"24.24000","41.41949","0.02246"
"24.24600","41.41998","0.02245"
"24.25200","41.42046","0.02246"
"24.25800","41.42099","0.02247"
"24.26400","41.42147","0.02241"
"24.27000","41.42195","0.02244"
"24.27600","41.42249","0.02249"
"24.28200","41.42296","0.02248"
"24.28800","41.42344","0.02237"
"24.29400","41.42398","0.02232"
"24.30000","41.42446","0.02232"
"24.30600","41.42500","0.02233"
"24.31200","41.42547","0.02234"
"24.31800","41.42601","0.02233"
"24.32400","41.42649","0.02235"
"24.33000","41.42697","0.02239"
"24.33600","41.42751","0.02238"
"24.34200","41.42799","0.02251"
"24.34800","41.42847","0.02258"
"24.35400","41.42900","0.02250"
"24.36000","41.42948","0.02246"
"24.36600","41.43002","0.02251"
"24.37200","41.43056","0.02257"
"24.37800","41.43104","0.02253"
"24.38400","41.43151","0.02262"
"24.39000","41.43205","0.02272"
"24.39600","41.43253","0.02272"
"24.40200","41.43301","0.02270"
"24.40800","41.43349","0.02272"
"24.41400","41.43402","0.02273"
"24.42000","41.43451","0.02278"
"24.42600","41.43499","0.02278"
"24.43200","41.43552","0.02273"
"24.43800","41.43600","0.02264"
"24.44400","41.43654","0.02254"
"24.45000","41.43702","0.02254"
"24.45600","41.43749","0.02259"
"24.46200","41.43803","0.02251"
"24.46800","41.43851","0.02252"
"24.47400","41.43905","0.02265"
"24.48000","41.43953","0.02280"
"24.48600","41.44000","0.02285"
"24.49200","41.44054","0.02290"
"24.49800","41.44102","0.02288"
"24.50400","41.44156","0.02274"
"24.51000","41.44204","0.02254"
"24.51600","41.44257","0.02242"
"24.52200","41.44306","0.02222"
"24.52800","41.44353","0.02215"
"24.53400","41.44407","0.02217"
"24.54000","41.44455","0.02221"
"24.54600","41.44503","0.02225"
"24.55200","41.44551","0.02240"
"24.55800","41.44604","0.02256"
"24.56400","41.44652","0.02272"
"24.57000","41.44700","0.02274"
"24.57600","41.44748","0.02269"
"24.58200","41.44802","0.02261"
"24.58800","41.44850","0.02264"
"24.59400","41.44897","0.02283"
"24.60000","41.44945","0.02293"
"24.60600","41.44999","0.02300"
"24.61200","41.45047","0.02295"
"24.61800","41.45095","0.02297"
"24.62400","41.45149","0.02298"
"24.63000","41.45196","0.02297"
"24.63600","41.45244","0.02309"
"24.64200","41.45298","0.02311"
"24.64800","41.45346","0.02309"
"24.65400","41.45399","0.02297"
"24.66000","41.45448","0.02287"
"24.66600","41.45502","0.02282"
"24.67200","41.45549","0.02285"
"24.67800","41.45597","0.02293"
"24.68400","41.45650","0.02303"
"24.69000","41.45699","0.02316"
"24.69600","41.45747","0.02322"
"24.70200","41.45794","0.02327"
"24.70800","41.45842","0.02324"
"24.71400","41.45896","0.02302"
"24.72000","41.45943","0.02285"
"24.72600","41.45998","0.02278"
"24.73200","41.46045","0.02274"
"24.73800","41.46093","0.02273"
"24.74400","41.46141","0.02273"
"24.75000","41.46194","0.02268"
"24.75600","41.46243","0.02269"
"24.76200","41.46297","0.02274"
"24.76800","41.46345","0.02296"
"24.77400","41.46392","0.02306"
"24.78000","41.46446","0.02305"
"24.78600","41.46500","0.02309"
"24.79200","41.46548","0.02314"
"24.79800","41.46601","0.02321"
"24.80400","41.46649","0.02319"
"24.81000","41.46703","0.02312"
"24.81600","41.46751","0.02314"
"24.82200","41.46805","0.02310"
"24.82800","41.46852","0.02298"
"24.83400","41.46901","0.02304"
"24.84000","41.46954","0.02314"
"24.84600","41.47002","0.02311"
"24.85200","41.47049","0.02305"
"24.85800","41.47104","0.02303"
"24.86400","41.47152","0.02293"
"24.87000","41.47200","0.02282"
"24.87600","41.47253","0.02286"
"24.88200","41.47301","0.02290"
"24.88800","41.47349","0.02284"
"24.89400","41.47403","0.02279"
"24.90000","41.47451","0.02284"
"24.90600","41.47498","0.02290"
"24.91200","41.47552","0.02293"
"24.91800","41.47600","0.02296"
"24.92400","41.47653","0.02309"
"24.93000","41.47701","0.02308"
"24.93600","41.47755","0.02301"
"24.94200","41.47803","0.02295"
"24.94800","41.47857","0.02293"
"24.95400","41.47904","0.02293"
"24.96000","41.47953","0.02298"
"24.96600","41.48000","0.02308"
"24.97200","41.48055","0.02310"
"24.97800","41.48102","0.02304"
"24.98400","41.48150","0.02301"
"24.99000","41.48204","0.02299"
"24.99600","41.48252","0.02295"
"25.00200","41.48305","0.02284"
"25.00800","41.48353","0.02278"
"25.01400","41.48401","0.02274"
"25.02000","41.48455","0.02265"
"25.02600","41.48502","0.02258"
"25.03200","41.48551","0.02262"
"25.03800","41.48604","0.02269"
"25.04400","41.48652","0.02262"
"25.05000","41.48700","0.02261"
"25.05600","41.48754","0.02265"
"25.06200","41.48802","0.02262"
"25.06800","41.48856","0.02266"
"25.07400","41.48904","0.02272"
"25.08000","41.48951","0.02277"
"25.08600","41.49005","0.02277"
"25.09200","41.49053","0.02283"
"25.09800","41.49106","0.02294"
"25.10400","41.49154","0.02296"
"25.11000","41.49202","0.02298"
"25.11600","41.49256","0.02299"
"25.12200","41.49303","0.02304"
"25.12800","41.49352","0.02301"
"25.13400","41.49400","0.02305"
"25.14000","41.49453","0.02318"
"25.14600","41.49501","0.02323"
"25.15200","41.49549","0.02324"
"25.15800","41.49597","0.02316"
"25.16400","41.49651","0.02306"
"25.17000","41.49698","0.02300"
"25.17600","41.49747","0.02292"
"25.18200","41.49794","0.02286"
"25.18800","41.49848","0.02277"
"25.19400","41.49895","0.02263"
"25.20000","41.49950","0.02264"
"25.20600","41.49998","0.02272"
"25.21200","41.50045","0.02277"
"25.21800","41.50099","0.02288"
"25.22400","41.50147","0.02304"
"25.23000","41.50201","0.02321"
"25.23600","41.50249","0.02334"
"25.24200","41.50296","0.02334"
"25.24800","41.50350","0.02323"
"25.25400","41.50398","0.02306"
"25.26000","41.50446","0.02280"
"25.26600","41.50499","0.02269"
"25.27200","41.50547","0.02270"
"25.27800","41.50595","0.02272"
"25.28400","41.50649","0.02283"
"25.29000","41.50697","0.02296"
"25.29600","41.50745","0.02302"
"25.30200","41.50798","0.02313"
"25.30800","41.50846","0.02319"
"25.31400","41.50900","0.02321"
"25.32000","41.50948","0.02313"
"25.32600","41.50996","0.02313"
"25.33200","41.51044","0.02317"
"25.33800","41.51098","0.02328"
"25.34400","41.51146","0.02326"
"25.35000","41.51199","0.02324"
"25.35600","41.51247","0.02326"
"25.36200","41.51301","0.02318"
"25.36800","41.51348","0.02313"
"25.37400","41.51402","0.02318"
"25.38000","41.51450","0.02326"
"25.38600","41.51498","0.02319"
"25.39200","41.51552","0.02321"
"25.39800","41.51600","0.02316"
"25.40400","41.51654","0.02304"
"25.41000","41.51702","0.02307"
"25.41600","41.51749","0.02320"
