End date,"12/18/2016"
Specimen label,"16DG_25"
Maximum Load,"0.05567",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00011"
"0.00600","0.00000","-0.00017"
"0.01200","0.00006","-0.00026"
"0.01800","0.00012","-0.00027"
"0.02400","0.00018","-0.00013"
"0.03000","0.00030","-0.00002"
"0.03600","0.00042","-0.00008"
"0.04200","0.00060","-0.00012"
"0.04800","0.00078","-0.00008"
"0.05400","0.00102","-0.00015"
"0.06000","0.00126","-0.00012"
"0.06600","0.00155","0.00000"
"0.07200","0.00185","0.00009"
"0.07800","0.00221","0.00015"
"0.08400","0.00263","0.00020"
"0.09000","0.00299","0.00013"
"0.09600","0.00347","0.00012"
"0.10200","0.00389","0.00012"
"0.10800","0.00442","0.00016"
"0.11400","0.00490","0.00021"
"0.12000","0.00544","0.00020"
"0.12600","0.00604","0.00013"
"0.13200","0.00658","0.00010"
"0.13800","0.00717","0.00004"
"0.14400","0.00783","0.00010"
"0.15000","0.00849","0.00019"
"0.15600","0.00909","0.00016"
"0.16200","0.00975","0.00019"
"0.16800","0.01040","0.00025"
"0.17400","0.01112","0.00029"
"0.18000","0.01178","0.00040"
"0.18600","0.01244","0.00045"
"0.19200","0.01309","0.00041"
"0.19800","0.01375","0.00031"
"0.20400","0.01441","0.00017"
"0.21000","0.01507","0.00007"
"0.21600","0.01572","0.00002"
"0.22200","0.01644","-0.00009"
"0.22800","0.01710","-0.00009"
"0.23400","0.01776","-0.00008"
"0.24000","0.01842","-0.00017"
"0.24600","0.01907","-0.00022"
"0.25200","0.01973","-0.00023"
"0.25800","0.02033","-0.00013"
"0.26400","0.02099","-0.00002"
"0.27000","0.02158","0.00002"
"0.27600","0.02218","0.00003"
"0.28200","0.02278","0.00000"
"0.28800","0.02338","-0.00006"
"0.29400","0.02398","-0.00003"
"0.30000","0.02457","0.00002"
"0.30600","0.02511","-0.00001"
"0.31200","0.02571","0.00001"
"0.31800","0.02625","0.00006"
"0.32400","0.02685","0.00007"
"0.33000","0.02738","0.00009"
"0.33600","0.02798","0.00010"
"0.34200","0.02852","0.00015"
"0.34800","0.02906","0.00013"
"0.35400","0.02960","0.00000"
"0.36000","0.03013","-0.00006"
"0.36600","0.03067","-0.00001"
"0.37200","0.03115","0.00008"
"0.37800","0.03169","0.00023"
"0.38400","0.03223","0.00044"
"0.39000","0.03276","0.00054"
"0.39600","0.03324","0.00053"
"0.40200","0.03378","0.00051"
"0.40800","0.03426","0.00048"
"0.41400","0.03480","0.00048"
"0.42000","0.03528","0.00047"
"0.42600","0.03575","0.00036"
"0.43200","0.03629","0.00022"
"0.43800","0.03677","0.00003"
"0.44400","0.03731","-0.00009"
"0.45000","0.03779","-0.00002"
"0.45600","0.03833","0.00006"
"0.46200","0.03880","0.00017"
"0.46800","0.03934","0.00029"
"0.47400","0.03982","0.00031"
"0.48000","0.04030","0.00037"
"0.48600","0.04084","0.00040"
"0.49200","0.04131","0.00040"
"0.49800","0.04179","0.00042"
"0.50400","0.04227","0.00039"
"0.51000","0.04281","0.00040"
"0.51600","0.04329","0.00049"
"0.52200","0.04377","0.00048"
"0.52800","0.04430","0.00041"
"0.53400","0.04478","0.00034"
"0.54000","0.04526","0.00026"
"0.54600","0.04580","0.00029"
"0.55200","0.04628","0.00031"
"0.55800","0.04676","0.00034"
"0.56400","0.04729","0.00049"
"0.57000","0.04777","0.00060"
"0.57600","0.04825","0.00062"
"0.58200","0.04873","0.00065"
"0.58800","0.04927","0.00073"
"0.59400","0.04974","0.00075"
"0.60000","0.05028","0.00077"
"0.60600","0.05076","0.00075"
"0.61200","0.05124","0.00072"
"0.61800","0.05178","0.00071"
"0.62400","0.05226","0.00060"
"0.63000","0.05273","0.00043"
"0.63600","0.05321","0.00029"
"0.64200","0.05375","0.00022"
"0.64800","0.05423","0.00033"
"0.65400","0.05471","0.00041"
"0.66000","0.05525","0.00059"
"0.66600","0.05572","0.00077"
"0.67200","0.05620","0.00080"
"0.67800","0.05668","0.00082"
"0.68400","0.05722","0.00087"
"0.69000","0.05770","0.00080"
"0.69600","0.05824","0.00068"
"0.70200","0.05871","0.00059"
"0.70800","0.05925","0.00047"
"0.71400","0.05973","0.00043"
"0.72000","0.06027","0.00036"
"0.72600","0.06075","0.00028"
"0.73200","0.06128","0.00029"
"0.73800","0.06176","0.00026"
"0.74400","0.06230","0.00026"
"0.75000","0.06278","0.00028"
"0.75600","0.06332","0.00022"
"0.76200","0.06380","0.00024"
"0.76800","0.06433","0.00033"
"0.77400","0.06481","0.00035"
"0.78000","0.06529","0.00034"
"0.78600","0.06577","0.00025"
"0.79200","0.06631","0.00017"
"0.79800","0.06678","0.00017"
"0.80400","0.06726","0.00019"
"0.81000","0.06774","0.00025"
"0.81600","0.06828","0.00026"
"0.82200","0.06876","0.00019"
"0.82800","0.06930","0.00018"
"0.83400","0.06977","0.00031"
"0.84000","0.07025","0.00042"
"0.84600","0.07079","0.00047"
"0.85200","0.07127","0.00042"
"0.85800","0.07175","0.00039"
"0.86400","0.07229","0.00045"
"0.87000","0.07276","0.00051"
"0.87600","0.07324","0.00049"
"0.88200","0.07378","0.00045"
"0.88800","0.07426","0.00036"
"0.89400","0.07474","0.00029"
"0.90000","0.07528","0.00038"
"0.90600","0.07575","0.00040"
"0.91200","0.07623","0.00042"
"0.91800","0.07677","0.00043"
"0.92400","0.07725","0.00043"
"0.93000","0.07773","0.00048"
"0.93600","0.07820","0.00047"
"0.94200","0.07874","0.00045"
"0.94800","0.07922","0.00045"
"0.95400","0.07970","0.00032"
"0.96000","0.08024","0.00029"
"0.96600","0.08072","0.00045"
"0.97200","0.08125","0.00057"
"0.97800","0.08173","0.00060"
"0.98400","0.08221","0.00053"
"0.99000","0.08275","0.00045"
"0.99600","0.08323","0.00041"
"1.00200","0.08377","0.00027"
"1.00800","0.08424","0.00027"
"1.01400","0.08472","0.00030"
"1.02000","0.08526","0.00029"
"1.02600","0.08574","0.00027"
"1.03200","0.08622","0.00038"
"1.03800","0.08675","0.00044"
"1.04400","0.08723","0.00050"
"1.05000","0.08771","0.00066"
"1.05600","0.08825","0.00074"
"1.06200","0.08873","0.00075"
"1.06800","0.08921","0.00074"
"1.07400","0.08968","0.00073"
"1.08000","0.09016","0.00069"
"1.08600","0.09070","0.00063"
"1.09200","0.09118","0.00060"
"1.09800","0.09166","0.00069"
"1.10400","0.09220","0.00078"
"1.11000","0.09267","0.00085"
"1.11600","0.09321","0.00092"
"1.12200","0.09369","0.00094"
"1.12800","0.09417","0.00082"
"1.13400","0.09471","0.00079"
"1.14000","0.09518","0.00074"
"1.14600","0.09566","0.00064"
"1.15200","0.09620","0.00052"
"1.15800","0.09668","0.00051"
"1.16400","0.09716","0.00064"
"1.17000","0.09770","0.00072"
"1.17600","0.09823","0.00066"
"1.18200","0.09871","0.00056"
"1.18800","0.09925","0.00045"
"1.19400","0.09973","0.00037"
"1.20000","0.10021","0.00034"
"1.20600","0.10075","0.00035"
"1.21200","0.10122","0.00046"
"1.21800","0.10176","0.00053"
"1.22400","0.10224","0.00057"
"1.23000","0.10272","0.00060"
"1.23600","0.10326","0.00063"
"1.24200","0.10373","0.00065"
"1.24800","0.10421","0.00072"
"1.25400","0.10475","0.00076"
"1.26000","0.10523","0.00078"
"1.26600","0.10577","0.00081"
"1.27200","0.10625","0.00078"
"1.27800","0.10672","0.00079"
"1.28400","0.10726","0.00081"
"1.29000","0.10774","0.00080"
"1.29600","0.10822","0.00073"
"1.30200","0.10876","0.00066"
"1.30800","0.10924","0.00057"
"1.31400","0.10971","0.00052"
"1.32000","0.11025","0.00044"
"1.32600","0.11073","0.00049"
"1.33200","0.11127","0.00056"
"1.33800","0.11175","0.00064"
"1.34400","0.11228","0.00076"
"1.35000","0.11276","0.00086"
"1.35600","0.11330","0.00081"
"1.36200","0.11378","0.00068"
"1.36800","0.11426","0.00062"
"1.37400","0.11480","0.00062"
"1.38000","0.11527","0.00071"
"1.38600","0.11575","0.00068"
"1.39200","0.11629","0.00072"
"1.39800","0.11677","0.00081"
"1.40400","0.11731","0.00089"
"1.41000","0.11779","0.00100"
"1.41600","0.11832","0.00108"
"1.42200","0.11880","0.00103"
"1.42800","0.11928","0.00100"
"1.43400","0.11976","0.00103"
"1.44000","0.12030","0.00096"
"1.44600","0.12077","0.00092"
"1.45200","0.12125","0.00093"
"1.45800","0.12179","0.00098"
"1.46400","0.12227","0.00103"
"1.47000","0.12275","0.00096"
"1.47600","0.12329","0.00094"
"1.48200","0.12376","0.00089"
"1.48800","0.12424","0.00081"
"1.49400","0.12478","0.00073"
"1.50000","0.12526","0.00070"
"1.50600","0.12574","0.00067"
"1.51200","0.12622","0.00066"
"1.51800","0.12675","0.00069"
"1.52400","0.12723","0.00080"
"1.53000","0.12771","0.00093"
"1.53600","0.12825","0.00099"
"1.54200","0.12873","0.00108"
"1.54800","0.12921","0.00120"
"1.55400","0.12974","0.00118"
"1.56000","0.13022","0.00110"
"1.56600","0.13070","0.00110"
"1.57200","0.13118","0.00104"
"1.57800","0.13172","0.00100"
"1.58400","0.13219","0.00091"
"1.59000","0.13267","0.00085"
"1.59600","0.13315","0.00076"
"1.60200","0.13369","0.00068"
"1.60800","0.13417","0.00078"
"1.61400","0.13471","0.00099"
"1.62000","0.13518","0.00110"
"1.62600","0.13566","0.00110"
"1.63200","0.13620","0.00109"
"1.63800","0.13668","0.00107"
"1.64400","0.13722","0.00101"
"1.65000","0.13770","0.00098"
"1.65600","0.13817","0.00088"
"1.66200","0.13871","0.00081"
"1.66800","0.13919","0.00074"
"1.67400","0.13967","0.00060"
"1.68000","0.14021","0.00053"
"1.68600","0.14068","0.00051"
"1.69200","0.14116","0.00058"
"1.69800","0.14164","0.00075"
"1.70400","0.14212","0.00084"
"1.71000","0.14266","0.00094"
"1.71600","0.14314","0.00105"
"1.72200","0.14361","0.00104"
"1.72800","0.14415","0.00102"
"1.73400","0.14463","0.00089"
"1.74000","0.14517","0.00079"
"1.74600","0.14565","0.00074"
"1.75200","0.14619","0.00077"
"1.75800","0.14672","0.00078"
"1.76400","0.14720","0.00082"
"1.77000","0.14774","0.00073"
"1.77600","0.14822","0.00056"
"1.78200","0.14876","0.00053"
"1.78800","0.14923","0.00056"
"1.79400","0.14977","0.00062"
"1.80000","0.15025","0.00064"
"1.80600","0.15079","0.00062"
"1.81200","0.15127","0.00060"
"1.81800","0.15175","0.00054"
"1.82400","0.15228","0.00056"
"1.83000","0.15276","0.00065"
"1.83600","0.15330","0.00075"
"1.84200","0.15378","0.00070"
"1.84800","0.15426","0.00074"
"1.85400","0.15474","0.00075"
