End date,"1/22/2017"
Specimen label,"18BG_43"
Maximum Load,"0.06172",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00022"
"0.00600","0.00000","-0.00008"
"0.01200","0.00000","-0.00008"
"0.01800","0.00012","-0.00015"
"0.02400","0.00018","-0.00019"
"0.03000","0.00030","-0.00028"
"0.03600","0.00048","-0.00040"
"0.04200","0.00060","-0.00048"
"0.04800","0.00084","-0.00061"
"0.05400","0.00108","-0.00073"
"0.06000","0.00132","-0.00066"
"0.06600","0.00161","-0.00044"
"0.07200","0.00197","-0.00021"
"0.07800","0.00233","-0.00013"
"0.08400","0.00269","0.00000"
"0.09000","0.00311","0.00004"
"0.09600","0.00359","0.00005"
"0.10200","0.00407","0.00007"
"0.10800","0.00454","0.00011"
"0.11400","0.00508","0.00003"
"0.12000","0.00568","-0.00005"
"0.12600","0.00622","-0.00025"
"0.13200","0.00682","-0.00035"
"0.13800","0.00741","-0.00042"
"0.14400","0.00801","-0.00042"
"0.15000","0.00867","-0.00040"
"0.15600","0.00933","-0.00035"
"0.16200","0.00993","-0.00031"
"0.16800","0.01058","-0.00032"
"0.17400","0.01118","-0.00022"
"0.18000","0.01190","-0.00025"
"0.18600","0.01256","-0.00031"
"0.19200","0.01321","-0.00018"
"0.19800","0.01387","-0.00006"
"0.20400","0.01453","0.00013"
"0.21000","0.01519","0.00028"
"0.21600","0.01584","0.00032"
"0.22200","0.01650","0.00026"
"0.22800","0.01716","0.00015"
"0.23400","0.01782","0.00019"
"0.24000","0.01847","0.00034"
"0.24600","0.01907","0.00045"
"0.25200","0.01973","0.00042"
"0.25800","0.02033","0.00032"
"0.26400","0.02093","0.00007"
"0.27000","0.02158","-0.00018"
"0.27600","0.02218","-0.00027"
"0.28200","0.02278","-0.00023"
"0.28800","0.02338","0.00005"
"0.29400","0.02398","0.00043"
"0.30000","0.02457","0.00077"
"0.30600","0.02511","0.00104"
"0.31200","0.02571","0.00109"
"0.31800","0.02631","0.00101"
"0.32400","0.02685","0.00086"
"0.33000","0.02738","0.00067"
"0.33600","0.02798","0.00060"
"0.34200","0.02852","0.00064"
"0.34800","0.02906","0.00067"
"0.35400","0.02960","0.00072"
"0.36000","0.03013","0.00074"
"0.36600","0.03067","0.00076"
"0.37200","0.03121","0.00084"
"0.37800","0.03175","0.00104"
"0.38400","0.03223","0.00115"
"0.39000","0.03276","0.00111"
"0.39600","0.03324","0.00100"
"0.40200","0.03378","0.00099"
"0.40800","0.03426","0.00091"
"0.41400","0.03480","0.00070"
"0.42000","0.03528","0.00060"
"0.42600","0.03581","0.00077"
"0.43200","0.03629","0.00106"
"0.43800","0.03683","0.00130"
