End date,"1/22/2017"
Specimen label,"18BG_42"
Maximum Load,"0.08799",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00082"
"0.00600","0.00000","0.00101"
"0.01200","0.00000","0.00095"
"0.01800","0.00012","0.00077"
"0.02400","0.00018","0.00059"
"0.03000","0.00030","0.00036"
"0.03600","0.00042","0.00004"
"0.04200","0.00060","-0.00037"
"0.04800","0.00078","-0.00063"
"0.05400","0.00108","-0.00054"
"0.06000","0.00132","-0.00048"
"0.06600","0.00155","-0.00050"
"0.07200","0.00191","-0.00049"
"0.07800","0.00227","-0.00056"
"0.08400","0.00269","-0.00071"
"0.09000","0.00311","-0.00088"
"0.09600","0.00353","-0.00091"
"0.10200","0.00401","-0.00085"
"0.10800","0.00454","-0.00069"
"0.11400","0.00508","-0.00045"
"0.12000","0.00562","-0.00015"
"0.12600","0.00622","0.00004"
"0.13200","0.00682","0.00018"
"0.13800","0.00741","0.00026"
"0.14400","0.00801","0.00016"
"0.15000","0.00867","0.00009"
"0.15600","0.00927","0.00014"
"0.16200","0.00993","0.00020"
"0.16800","0.01058","0.00027"
"0.17400","0.01124","0.00026"
"0.18000","0.01190","0.00016"
"0.18600","0.01262","0.00001"
"0.19200","0.01327","-0.00014"
"0.19800","0.01399","-0.00021"
"0.20400","0.01465","-0.00010"
"0.21000","0.01531","0.00010"
"0.21600","0.01596","0.00019"
"0.22200","0.01656","0.00011"
"0.22800","0.01722","-0.00011"
"0.23400","0.01788","-0.00035"
"0.24000","0.01853","-0.00045"
"0.24600","0.01919","-0.00037"
"0.25200","0.01979","-0.00029"
"0.25800","0.02039","-0.00026"
"0.26400","0.02105","-0.00026"
"0.27000","0.02164","-0.00029"
"0.27600","0.02224","-0.00044"
"0.28200","0.02284","-0.00067"
"0.28800","0.02344","-0.00071"
"0.29400","0.02404","-0.00064"
"0.30000","0.02469","-0.00065"
"0.30600","0.02523","-0.00063"
"0.31200","0.02583","-0.00059"
"0.31800","0.02637","-0.00055"
"0.32400","0.02697","-0.00041"
"0.33000","0.02750","-0.00025"
"0.33600","0.02798","-0.00002"
"0.34200","0.02852","0.00022"
"0.34800","0.02906","0.00034"
"0.35400","0.02960","0.00053"
"0.36000","0.03013","0.00052"
"0.36600","0.03067","0.00031"
"0.37200","0.03121","0.00005"
"0.37800","0.03175","-0.00011"
"0.38400","0.03223","-0.00008"
"0.39000","0.03276","-0.00005"
"0.39600","0.03330","-0.00017"
"0.40200","0.03378","-0.00024"
"0.40800","0.03432","-0.00028"
"0.41400","0.03480","-0.00007"
"0.42000","0.03534","0.00021"
"0.42600","0.03581","0.00030"
"0.43200","0.03635","0.00040"
"0.43800","0.03683","0.00045"
"0.44400","0.03737","0.00050"
"0.45000","0.03785","0.00041"
"0.45600","0.03833","0.00034"
"0.46200","0.03886","0.00038"
"0.46800","0.03934","0.00045"
"0.47400","0.03982","0.00067"
"0.48000","0.04030","0.00090"
"0.48600","0.04078","0.00100"
"0.49200","0.04131","0.00099"
