End date,"1/22/2017"
Specimen label,"18BG_48"
Maximum Load,"0.13923",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00028"
"0.00600","0.00000","0.00024"
"0.01200","0.00000","0.00018"
"0.01800","0.00012","0.00006"
"0.02400","0.00018","0.00011"
"0.03000","0.00030","0.00029"
"0.03600","0.00048","0.00044"
"0.04200","0.00060","0.00050"
"0.04800","0.00084","0.00048"
"0.05400","0.00102","0.00041"
"0.06000","0.00132","0.00034"
"0.06600","0.00155","0.00031"
"0.07200","0.00191","0.00027"
"0.07800","0.00227","0.00020"
"0.08400","0.00263","0.00024"
"0.09000","0.00293","0.00033"
"0.09600","0.00341","0.00031"
"0.10200","0.00389","0.00028"
"0.10800","0.00436","0.00027"
"0.11400","0.00490","0.00024"
"0.12000","0.00550","0.00021"
"0.12600","0.00604","0.00027"
"0.13200","0.00664","0.00032"
"0.13800","0.00723","0.00027"
"0.14400","0.00789","0.00018"
"0.15000","0.00849","0.00001"
"0.15600","0.00915","-0.00017"
"0.16200","0.00981","-0.00033"
"0.16800","0.01046","-0.00039"
"0.17400","0.01112","-0.00021"
"0.18000","0.01178","-0.00010"
"0.18600","0.01244","-0.00005"
"0.19200","0.01309","0.00007"
"0.19800","0.01375","0.00007"
"0.20400","0.01447","-0.00006"
"0.21000","0.01513","-0.00019"
"0.21600","0.01584","-0.00024"
"0.22200","0.01650","-0.00027"
"0.22800","0.01716","-0.00026"
"0.23400","0.01782","-0.00016"
"0.24000","0.01847","-0.00010"
"0.24600","0.01907","-0.00016"
"0.25200","0.01973","-0.00027"
"0.25800","0.02033","-0.00025"
"0.26400","0.02093","-0.00023"
"0.27000","0.02152","-0.00017"
"0.27600","0.02212","-0.00004"
"0.28200","0.02272","0.00015"
"0.28800","0.02332","0.00033"
"0.29400","0.02392","0.00046"
"0.30000","0.02451","0.00051"
"0.30600","0.02511","0.00047"
"0.31200","0.02565","0.00033"
"0.31800","0.02625","0.00031"
"0.32400","0.02679","0.00036"
"0.33000","0.02738","0.00039"
"0.33600","0.02792","0.00039"
"0.34200","0.02846","0.00048"
"0.34800","0.02906","0.00056"
"0.35400","0.02954","0.00054"
"0.36000","0.03007","0.00041"
"0.36600","0.03061","0.00025"
"0.37200","0.03115","0.00018"
"0.37800","0.03169","0.00028"
"0.38400","0.03217","0.00048"
"0.39000","0.03270","0.00057"
"0.39600","0.03324","0.00046"
"0.40200","0.03372","0.00029"
"0.40800","0.03426","0.00026"
"0.41400","0.03480","0.00032"
"0.42000","0.03534","0.00026"
"0.42600","0.03581","0.00011"
"0.43200","0.03635","0.00000"
"0.43800","0.03683","-0.00002"
"0.44400","0.03737","0.00001"
"0.45000","0.03785","0.00007"
"0.45600","0.03838","0.00019"
"0.46200","0.03886","0.00031"
"0.46800","0.03934","0.00045"
"0.47400","0.03982","0.00052"
"0.48000","0.04036","0.00050"
"0.48600","0.04084","0.00043"
"0.49200","0.04131","0.00035"
"0.49800","0.04179","0.00033"
"0.50400","0.04233","0.00034"
"0.51000","0.04281","0.00025"
"0.51600","0.04329","0.00012"
"0.52200","0.04377","0.00009"
"0.52800","0.04424","0.00015"
"0.53400","0.04472","0.00022"
"0.54000","0.04520","0.00032"
"0.54600","0.04568","0.00041"
"0.55200","0.04622","0.00040"
"0.55800","0.04670","0.00041"
"0.56400","0.04717","0.00039"
"0.57000","0.04771","0.00034"
"0.57600","0.04819","0.00032"
"0.58200","0.04867","0.00027"
"0.58800","0.04921","0.00025"
"0.59400","0.04969","0.00034"
"0.60000","0.05016","0.00041"
"0.60600","0.05070","0.00042"
"0.61200","0.05118","0.00036"
"0.61800","0.05172","0.00030"
"0.62400","0.05220","0.00023"
"0.63000","0.05267","0.00020"
"0.63600","0.05321","0.00015"
"0.64200","0.05369","0.00013"
"0.64800","0.05417","0.00013"
"0.65400","0.05471","0.00011"
"0.66000","0.05519","0.00001"
"0.66600","0.05566","0.00000"
"0.67200","0.05620","0.00007"
"0.67800","0.05668","0.00007"
"0.68400","0.05716","0.00011"
"0.69000","0.05770","0.00015"
"0.69600","0.05818","0.00013"
"0.70200","0.05865","0.00019"
"0.70800","0.05919","0.00031"
"0.71400","0.05967","0.00050"
"0.72000","0.06021","0.00073"
"0.72600","0.06069","0.00095"
"0.73200","0.06116","0.00116"
"0.73800","0.06170","0.00120"
"0.74400","0.06218","0.00109"
"0.75000","0.06272","0.00096"
"0.75600","0.06320","0.00076"
"0.76200","0.06374","0.00056"
"0.76800","0.06421","0.00044"
"0.77400","0.06469","0.00034"
"0.78000","0.06523","0.00027"
"0.78600","0.06571","0.00012"
"0.79200","0.06625","0.00021"
"0.79800","0.06673","0.00023"
"0.80400","0.06720","0.00009"
"0.81000","0.06774","-0.00002"
"0.81600","0.06822","-0.00005"
"0.82200","0.06870","0.00002"
"0.82800","0.06924","-0.00008"
"0.83400","0.06971","-0.00023"
"0.84000","0.07019","-0.00030"
"0.84600","0.07073","-0.00015"
"0.85200","0.07121","-0.00011"
"0.85800","0.07169","-0.00002"
"0.86400","0.07223","0.00016"
"0.87000","0.07270","0.00031"
"0.87600","0.07318","0.00050"
"0.88200","0.07372","0.00055"
"0.88800","0.07420","0.00064"
"0.89400","0.07474","0.00060"
"0.90000","0.07522","0.00043"
"0.90600","0.07575","0.00036"
"0.91200","0.07623","0.00023"
"0.91800","0.07677","0.00022"
"0.92400","0.07725","0.00035"
"0.93000","0.07779","0.00056"
"0.93600","0.07826","0.00070"
"0.94200","0.07880","0.00085"
"0.94800","0.07928","0.00093"
"0.95400","0.07976","0.00102"
"0.96000","0.08030","0.00080"
"0.96600","0.08078","0.00062"
"0.97200","0.08125","0.00064"
"0.97800","0.08179","0.00068"
"0.98400","0.08227","0.00077"
"0.99000","0.08275","0.00087"
"0.99600","0.08329","0.00090"
"1.00200","0.08377","0.00088"
"1.00800","0.08424","0.00100"
"1.01400","0.08472","0.00104"
"1.02000","0.08520","0.00097"
"1.02600","0.08574","0.00086"
"1.03200","0.08622","0.00078"
"1.03800","0.08669","0.00068"
"1.04400","0.08723","0.00045"
"1.05000","0.08771","0.00028"
"1.05600","0.08825","0.00027"
"1.06200","0.08873","0.00042"
"1.06800","0.08927","0.00053"
"1.07400","0.08974","0.00050"
"1.08000","0.09028","0.00048"
"1.08600","0.09076","0.00052"
"1.09200","0.09124","0.00045"
"1.09800","0.09172","0.00033"
"1.10400","0.09220","0.00018"
"1.11000","0.09267","0.00010"
"1.11600","0.09321","0.00000"
"1.12200","0.09369","0.00005"
"1.12800","0.09417","0.00017"
"1.13400","0.09465","0.00030"
"1.14000","0.09518","0.00055"
"1.14600","0.09566","0.00076"
"1.15200","0.09614","0.00083"
"1.15800","0.09668","0.00090"
"1.16400","0.09716","0.00080"
"1.17000","0.09770","0.00060"
"1.17600","0.09817","0.00039"
"1.18200","0.09865","0.00025"
"1.18800","0.09919","0.00025"
"1.19400","0.09967","0.00029"
"1.20000","0.10015","0.00022"
"1.20600","0.10069","0.00014"
"1.21200","0.10122","0.00021"
"1.21800","0.10170","0.00021"
"1.22400","0.10224","0.00028"
"1.23000","0.10272","0.00037"
"1.23600","0.10326","0.00044"
"1.24200","0.10373","0.00042"
"1.24800","0.10421","0.00041"
"1.25400","0.10469","0.00049"
"1.26000","0.10523","0.00047"
"1.26600","0.10571","0.00047"
"1.27200","0.10619","0.00049"
"1.27800","0.10672","0.00047"
"1.28400","0.10720","0.00053"
"1.29000","0.10768","0.00060"
"1.29600","0.10822","0.00075"
"1.30200","0.10870","0.00098"
"1.30800","0.10924","0.00119"
"1.31400","0.10971","0.00128"
"1.32000","0.11019","0.00122"
"1.32600","0.11073","0.00107"
"1.33200","0.11121","0.00087"
"1.33800","0.11175","0.00081"
"1.34400","0.11222","0.00079"
"1.35000","0.11276","0.00074"
"1.35600","0.11324","0.00072"
"1.36200","0.11372","0.00065"
"1.36800","0.11420","0.00062"
"1.37400","0.11474","0.00067"
"1.38000","0.11521","0.00071"
"1.38600","0.11569","0.00067"
"1.39200","0.11623","0.00073"
"1.39800","0.11671","0.00082"
"1.40400","0.11719","0.00078"
"1.41000","0.11773","0.00071"
"1.41600","0.11820","0.00066"
"1.42200","0.11868","0.00063"
"1.42800","0.11922","0.00054"
"1.43400","0.11970","0.00050"
"1.44000","0.12024","0.00064"
"1.44600","0.12072","0.00070"
"1.45200","0.12119","0.00063"
"1.45800","0.12173","0.00058"
"1.46400","0.12221","0.00054"
"1.47000","0.12275","0.00050"
"1.47600","0.12323","0.00048"
"1.48200","0.12370","0.00052"
"1.48800","0.12424","0.00058"
"1.49400","0.12472","0.00055"
"1.50000","0.12526","0.00057"
"1.50600","0.12574","0.00063"
"1.51200","0.12628","0.00067"
"1.51800","0.12675","0.00069"
"1.52400","0.12723","0.00071"
"1.53000","0.12771","0.00063"
"1.53600","0.12825","0.00054"
"1.54200","0.12873","0.00039"
"1.54800","0.12926","0.00024"
"1.55400","0.12974","0.00022"
"1.56000","0.13022","0.00024"
"1.56600","0.13076","0.00043"
"1.57200","0.13124","0.00059"
