End date,"1/22/2017"
Specimen label,"12DT_92"
Maximum Load,"0.37435",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00153"
"0.00600","0.00000","-0.00165"
"0.01200","0.00006","-0.00176"
"0.01800","0.00012","-0.00170"
"0.02400","0.00018","-0.00155"
"0.03000","0.00030","-0.00144"
"0.03600","0.00042","-0.00142"
"0.04200","0.00060","-0.00146"
"0.04800","0.00078","-0.00150"
"0.05400","0.00108","-0.00150"
"0.06000","0.00126","-0.00143"
"0.06600","0.00155","-0.00138"
"0.07200","0.00191","-0.00139"
"0.07800","0.00221","-0.00146"
"0.08400","0.00263","-0.00153"
"0.09000","0.00305","-0.00153"
"0.09600","0.00347","-0.00168"
"0.10200","0.00395","-0.00171"
"0.10800","0.00442","-0.00173"
"0.11400","0.00496","-0.00172"
"0.12000","0.00550","-0.00171"
"0.12600","0.00610","-0.00169"
"0.13200","0.00664","-0.00170"
"0.13800","0.00729","-0.00152"
"0.14400","0.00795","-0.00130"
"0.15000","0.00861","-0.00126"
"0.15600","0.00921","-0.00119"
"0.16200","0.00987","-0.00113"
"0.16800","0.01052","-0.00121"
"0.17400","0.01118","-0.00126"
"0.18000","0.01184","-0.00115"
"0.18600","0.01250","-0.00094"
"0.19200","0.01315","-0.00083"
"0.19800","0.01381","-0.00098"
"0.20400","0.01447","-0.00115"
"0.21000","0.01513","-0.00141"
"0.21600","0.01578","-0.00172"
"0.22200","0.01644","-0.00184"
"0.22800","0.01710","-0.00179"
"0.23400","0.01776","-0.00171"
"0.24000","0.01842","-0.00159"
"0.24600","0.01901","-0.00154"
"0.25200","0.01967","-0.00152"
"0.25800","0.02033","-0.00150"
"0.26400","0.02093","-0.00157"
"0.27000","0.02158","-0.00158"
"0.27600","0.02218","-0.00159"
"0.28200","0.02278","-0.00163"
"0.28800","0.02338","-0.00166"
"0.29400","0.02392","-0.00159"
"0.30000","0.02451","-0.00148"
"0.30600","0.02505","-0.00138"
"0.31200","0.02565","-0.00121"
"0.31800","0.02619","-0.00110"
"0.32400","0.02673","-0.00123"
"0.33000","0.02732","-0.00134"
"0.33600","0.02786","-0.00150"
"0.34200","0.02840","-0.00155"
"0.34800","0.02894","-0.00145"
"0.35400","0.02948","-0.00138"
"0.36000","0.03001","-0.00133"
"0.36600","0.03061","-0.00137"
"0.37200","0.03109","-0.00143"
"0.37800","0.03163","-0.00141"
"0.38400","0.03217","-0.00120"
"0.39000","0.03270","-0.00107"
"0.39600","0.03324","-0.00097"
"0.40200","0.03372","-0.00094"
"0.40800","0.03426","-0.00104"
"0.41400","0.03474","-0.00118"
"0.42000","0.03528","-0.00127"
"0.42600","0.03575","-0.00126"
"0.43200","0.03623","-0.00122"
"0.43800","0.03677","-0.00123"
"0.44400","0.03725","-0.00125"
"0.45000","0.03779","-0.00141"
"0.45600","0.03827","-0.00150"
"0.46200","0.03874","-0.00149"
"0.46800","0.03928","-0.00153"
"0.47400","0.03976","-0.00163"
"0.48000","0.04024","-0.00169"
"0.48600","0.04072","-0.00158"
"0.49200","0.04125","-0.00141"
"0.49800","0.04173","-0.00127"
"0.50400","0.04227","-0.00119"
"0.51000","0.04275","-0.00106"
"0.51600","0.04329","-0.00093"
"0.52200","0.04377","-0.00091"
"0.52800","0.04424","-0.00102"
"0.53400","0.04478","-0.00111"
"0.54000","0.04526","-0.00116"
"0.54600","0.04574","-0.00118"
"0.55200","0.04628","-0.00110"
"0.55800","0.04676","-0.00108"
"0.56400","0.04723","-0.00112"
"0.57000","0.04771","-0.00107"
"0.57600","0.04825","-0.00107"
"0.58200","0.04873","-0.00102"
"0.58800","0.04921","-0.00093"
"0.59400","0.04974","-0.00092"
"0.60000","0.05022","-0.00105"
"0.60600","0.05076","-0.00122"
"0.61200","0.05124","-0.00131"
"0.61800","0.05178","-0.00122"
"0.62400","0.05226","-0.00112"
"0.63000","0.05273","-0.00107"
"0.63600","0.05327","-0.00098"
"0.64200","0.05375","-0.00091"
"0.64800","0.05429","-0.00095"
"0.65400","0.05477","-0.00102"
"0.66000","0.05531","-0.00099"
"0.66600","0.05578","-0.00091"
"0.67200","0.05632","-0.00077"
"0.67800","0.05680","-0.00072"
"0.68400","0.05728","-0.00083"
"0.69000","0.05776","-0.00088"
"0.69600","0.05829","-0.00079"
"0.70200","0.05877","-0.00060"
"0.70800","0.05925","-0.00042"
"0.71400","0.05973","-0.00040"
"0.72000","0.06027","-0.00047"
"0.72600","0.06075","-0.00058"
"0.73200","0.06122","-0.00077"
"0.73800","0.06170","-0.00083"
"0.74400","0.06224","-0.00092"
"0.75000","0.06272","-0.00092"
"0.75600","0.06320","-0.00089"
"0.76200","0.06374","-0.00092"
"0.76800","0.06421","-0.00101"
"0.77400","0.06475","-0.00107"
"0.78000","0.06523","-0.00109"
"0.78600","0.06571","-0.00108"
"0.79200","0.06625","-0.00107"
"0.79800","0.06673","-0.00094"
"0.80400","0.06720","-0.00076"
"0.81000","0.06774","-0.00068"
"0.81600","0.06822","-0.00069"
"0.82200","0.06870","-0.00068"
"0.82800","0.06924","-0.00070"
"0.83400","0.06971","-0.00076"
"0.84000","0.07019","-0.00084"
"0.84600","0.07073","-0.00102"
"0.85200","0.07121","-0.00111"
"0.85800","0.07169","-0.00104"
"0.86400","0.07223","-0.00084"
"0.87000","0.07270","-0.00059"
"0.87600","0.07318","-0.00050"
"0.88200","0.07372","-0.00052"
"0.88800","0.07420","-0.00052"
"0.89400","0.07468","-0.00067"
"0.90000","0.07522","-0.00078"
"0.90600","0.07569","-0.00081"
"0.91200","0.07617","-0.00092"
"0.91800","0.07665","-0.00095"
"0.92400","0.07719","-0.00100"
"0.93000","0.07767","-0.00109"
"0.93600","0.07820","-0.00108"
"0.94200","0.07868","-0.00101"
"0.94800","0.07916","-0.00096"
"0.95400","0.07970","-0.00080"
"0.96000","0.08024","-0.00062"
"0.96600","0.08072","-0.00054"
"0.97200","0.08119","-0.00057"
"0.97800","0.08173","-0.00065"
"0.98400","0.08221","-0.00068"
"0.99000","0.08275","-0.00067"
"0.99600","0.08323","-0.00081"
"1.00200","0.08371","-0.00086"
"1.00800","0.08424","-0.00084"
"1.01400","0.08472","-0.00087"
"1.02000","0.08520","-0.00080"
"1.02600","0.08568","-0.00070"
"1.03200","0.08622","-0.00061"
"1.03800","0.08669","-0.00048"
"1.04400","0.08717","-0.00037"
"1.05000","0.08771","-0.00030"
"1.05600","0.08819","-0.00032"
"1.06200","0.08867","-0.00038"
"1.06800","0.08921","-0.00049"
"1.07400","0.08968","-0.00071"
"1.08000","0.09022","-0.00077"
"1.08600","0.09070","-0.00078"
"1.09200","0.09124","-0.00084"
