End date,"1/22/2017"
Specimen label,"18BG_46 run 2"
Maximum Load,"0.06005",N

Time,Extension,Load
(s),(mm),(N)
"32.77800","32.12862","0.05353"
"32.78400","32.12916","0.05359"
"32.79000","32.12964","0.05365"
"32.79600","32.13012","0.05373"
"32.80200","32.13065","0.05373"
"32.80800","32.13113","0.05370"
"32.81400","32.13167","0.05364"
"32.82000","32.13215","0.05368"
"32.82600","32.13269","0.05367"
"32.83200","32.13317","0.05351"
"32.83800","32.13365","0.05333"
"32.84400","32.13418","0.05329"
"32.85000","32.13466","0.05332"
"32.85600","32.13520","0.05336"
"32.86200","32.13568","0.05340"
"32.86800","32.13622","0.05343"
"32.87400","32.13669","0.05349"
"32.88000","32.13723","0.05348"
"32.88600","32.13777","0.05349"
"32.89200","32.13825","0.05347"
"32.89800","32.13873","0.05338"
"32.90400","32.13921","0.05322"
"32.91000","32.13974","0.05309"
"32.91600","32.14022","0.05308"
"32.92200","32.14070","0.05317"
"32.92800","32.14118","0.05333"
"32.93400","32.14165","0.05344"
"32.94000","32.14220","0.05343"
"32.94600","32.14267","0.05345"
"32.95200","32.14321","0.05341"
"32.95800","32.14369","0.05332"
"32.96400","32.14423","0.05322"
"32.97000","32.14471","0.05318"
"32.97600","32.14518","0.05317"
"32.98200","32.14573","0.05317"
"32.98800","32.14620","0.05320"
"32.99400","32.14668","0.05329"
"33.00000","32.14722","0.05342"
"33.00600","32.14769","0.05347"
"33.01200","32.14824","0.05345"
"33.01800","32.14871","0.05341"
"33.02400","32.14919","0.05330"
"33.03000","32.14973","0.05321"
"33.03600","32.15020","0.05313"
"33.04200","32.15068","0.05316"
"33.04800","32.15116","0.05322"
"33.05400","32.15164","0.05332"
"33.06000","32.15218","0.05340"
"33.06600","32.15266","0.05339"
"33.07200","32.15314","0.05341"
"33.07800","32.15368","0.05342"
"33.08400","32.15416","0.05342"
"33.09000","32.15469","0.05351"
"33.09600","32.15517","0.05352"
"33.10200","32.15565","0.05343"
"33.10800","32.15619","0.05341"
"33.11400","32.15667","0.05330"
"33.12000","32.15714","0.05320"
"33.12600","32.15768","0.05319"
"33.13200","32.15816","0.05324"
"33.13800","32.15863","0.05327"
"33.14400","32.15918","0.05341"
"33.15000","32.15965","0.05354"
"33.15600","32.16013","0.05355"
"33.16200","32.16067","0.05343"
"33.16800","32.16115","0.05329"
"33.17400","32.16169","0.05325"
"33.18000","32.16216","0.05328"
"33.18600","32.16264","0.05326"
"33.19200","32.16318","0.05315"
"33.19800","32.16366","0.05313"
"33.20400","32.16414","0.05318"
"33.21000","32.16462","0.05317"
"33.21600","32.16515","0.05317"
"33.22200","32.16563","0.05326"
"33.22800","32.16617","0.05340"
"33.23400","32.16665","0.05339"
"33.24000","32.16713","0.05336"
"33.24600","32.16767","0.05339"
"33.25200","32.16814","0.05344"
"33.25800","32.16862","0.05348"
"33.26400","32.16916","0.05353"
"33.27000","32.16964","0.05360"
"33.27600","32.17018","0.05365"
"33.28200","32.17065","0.05367"
"33.28800","32.17119","0.05374"
"33.29400","32.17167","0.05372"
"33.30000","32.17215","0.05368"
"33.30600","32.17269","0.05363"
"33.31200","32.17316","0.05360"
"33.31800","32.17371","0.05353"
"33.32400","32.17418","0.05353"
"33.33000","32.17466","0.05354"
"33.33600","32.17520","0.05352"
"33.34200","32.17567","0.05359"
"33.34800","32.17616","0.05363"
"33.35400","32.17669","0.05369"
"33.36000","32.17717","0.05380"
"33.36600","32.17765","0.05382"
"33.37200","32.17819","0.05367"
"33.37800","32.17867","0.05347"
"33.38400","32.17920","0.05330"
"33.39000","32.17968","0.05319"
"33.39600","32.18016","0.05320"
"33.40200","32.18070","0.05328"
"33.40800","32.18118","0.05333"
"33.41400","32.18166","0.05335"
"33.42000","32.18219","0.05338"
"33.42600","32.18267","0.05344"
"33.43200","32.18315","0.05354"
"33.43800","32.18369","0.05359"
"33.44400","32.18417","0.05359"
"33.45000","32.18465","0.05354"
"33.45600","32.18518","0.05346"
"33.46200","32.18566","0.05335"
"33.46800","32.18614","0.05323"
"33.47400","32.18662","0.05319"
"33.48000","32.18716","0.05315"
"33.48600","32.18763","0.05315"
"33.49200","32.18818","0.05317"
"33.49800","32.18865","0.05315"
"33.50400","32.18919","0.05323"
"33.51000","32.18967","0.05335"
"33.51600","32.19021","0.05340"
"33.52200","32.19069","0.05347"
"33.52800","32.19122","0.05356"
"33.53400","32.19170","0.05362"
"33.54000","32.19218","0.05365"
"33.54600","32.19272","0.05371"
"33.55200","32.19320","0.05377"
"33.55800","32.19367","0.05381"
"33.56400","32.19421","0.05367"
"33.57000","32.19469","0.05347"
"33.57600","32.19517","0.05334"
"33.58200","32.19571","0.05331"
"33.58800","32.19618","0.05328"
"33.59400","32.19666","0.05329"
"33.60000","32.19720","0.05336"
"33.60600","32.19768","0.05352"
"33.61200","32.19816","0.05362"
"33.61800","32.19864","0.05367"
"33.62400","32.19917","0.05370"
"33.63000","32.19965","0.05367"
"33.63600","32.20013","0.05352"
"33.64200","32.20067","0.05338"
"33.64800","32.20115","0.05333"
"33.65400","32.20163","0.05327"
"33.66000","32.20216","0.05323"
"33.66600","32.20264","0.05320"
"33.67200","32.20312","0.05315"
"33.67800","32.20366","0.05306"
"33.68400","32.20414","0.05303"
"33.69000","32.20461","0.05313"
"33.69600","32.20509","0.05324"
"33.70200","32.20563","0.05337"
"33.70800","32.20611","0.05341"
"33.71400","32.20659","0.05336"
"33.72000","32.20713","0.05345"
"33.72600","32.20760","0.05357"
"33.73200","32.20814","0.05360"
"33.73800","32.20862","0.05360"
"33.74400","32.20910","0.05357"
"33.75000","32.20958","0.05349"
"33.75600","32.21011","0.05341"
"33.76200","32.21059","0.05336"
"33.76800","32.21113","0.05334"
"33.77400","32.21161","0.05335"
"33.78000","32.21209","0.05338"
"33.78600","32.21263","0.05334"
"33.79200","32.21311","0.05327"
"33.79800","32.21364","0.05329"
"33.80400","32.21412","0.05343"
"33.81000","32.21466","0.05355"
"33.81600","32.21514","0.05366"
"33.82200","32.21568","0.05379"
"33.82800","32.21615","0.05393"
"33.83400","32.21669","0.05393"
"33.84000","32.21717","0.05386"
"33.84600","32.21765","0.05378"
"33.85200","32.21819","0.05366"
"33.85800","32.21867","0.05358"
"33.86400","32.21920","0.05350"
"33.87000","32.21968","0.05348"
"33.87600","32.22022","0.05347"
"33.88200","32.22070","0.05347"
"33.88800","32.22118","0.05360"
"33.89400","32.22171","0.05371"
"33.90000","32.22219","0.05375"
"33.90600","32.22273","0.05377"
"33.91200","32.22321","0.05379"
"33.91800","32.22369","0.05378"
"33.92400","32.22423","0.05370"
"33.93000","32.22470","0.05371"
"33.93600","32.22519","0.05372"
"33.94200","32.22572","0.05367"
"33.94800","32.22620","0.05368"
"33.95400","32.22668","0.05371"
"33.96000","32.22721","0.05376"
"33.96600","32.22770","0.05381"
"33.97200","32.22817","0.05372"
"33.97800","32.22865","0.05360"
"33.98400","32.22919","0.05353"
"33.99000","32.22966","0.05341"
"33.99600","32.23014","0.05329"
"34.00200","32.23068","0.05320"
"34.00800","32.23116","0.05314"
"34.01400","32.23170","0.05308"
"34.02000","32.23218","0.05311"
"34.02600","32.23272","0.05320"
"34.03200","32.23319","0.05317"
"34.03800","32.23373","0.05318"
"34.04400","32.23421","0.05318"
"34.05000","32.23469","0.05320"
"34.05600","32.23517","0.05317"
"34.06200","32.23570","0.05310"
"34.06800","32.23618","0.05313"
"34.07400","32.23666","0.05321"
"34.08000","32.23720","0.05322"
"34.08600","32.23768","0.05325"
"34.09200","32.23822","0.05336"
"34.09800","32.23870","0.05348"
"34.10400","32.23917","0.05348"
"34.11000","32.23971","0.05353"
"34.11600","32.24019","0.05348"
"34.12200","32.24067","0.05347"
"34.12800","32.24121","0.05343"
"34.13400","32.24168","0.05345"
"34.14000","32.24216","0.05348"
"34.14600","32.24270","0.05350"
"34.15200","32.24318","0.05347"
"34.15800","32.24372","0.05347"
"34.16400","32.24419","0.05347"
"34.17000","32.24474","0.05353"
"34.17600","32.24521","0.05353"
"34.18200","32.24575","0.05344"
"34.18800","32.24623","0.05340"
"34.19400","32.24670","0.05346"
"34.20000","32.24718","0.05357"
"34.20600","32.24766","0.05379"
"34.21200","32.24820","0.05398"
"34.21800","32.24868","0.05402"
"34.22400","32.24916","0.05399"
"34.23000","32.24964","0.05390"
"34.23600","32.25017","0.05389"
"34.24200","32.25065","0.05392"
"34.24800","32.25113","0.05387"
"34.25400","32.25161","0.05381"
"34.26000","32.25215","0.05378"
"34.26600","32.25262","0.05376"
"34.27200","32.25311","0.05374"
"34.27800","32.25358","0.05385"
"34.28400","32.25412","0.05390"
"34.29000","32.25460","0.05390"
"34.29600","32.25513","0.05384"
"34.30200","32.25562","0.05367"
"34.30800","32.25615","0.05343"
"34.31400","32.25663","0.05324"
"34.32000","32.25717","0.05314"
"34.32600","32.25765","0.05316"
"34.33200","32.25819","0.05311"
"34.33800","32.25866","0.05306"
"34.34400","32.25920","0.05318"
"34.35000","32.25968","0.05334"
"34.35600","32.26016","0.05343"
"34.36200","32.26064","0.05345"
"34.36800","32.26117","0.05343"
"34.37400","32.26165","0.05348"
"34.38000","32.26213","0.05357"
"34.38600","32.26267","0.05374"
"34.39200","32.26315","0.05388"
"34.39800","32.26363","0.05400"
"34.40400","32.26416","0.05401"
"34.41000","32.26464","0.05397"
"34.41600","32.26518","0.05384"
"34.42200","32.26566","0.05382"
"34.42800","32.26620","0.05388"
"34.43400","32.26668","0.05385"
"34.44000","32.26721","0.05373"
"34.44600","32.26769","0.05356"
"34.45200","32.26823","0.05346"
"34.45800","32.26871","0.05349"
"34.46400","32.26925","0.05362"
"34.47000","32.26973","0.05375"
"34.47600","32.27020","0.05380"
"34.48200","32.27074","0.05365"
"34.48800","32.27122","0.05350"
"34.49400","32.27170","0.05340"
"34.50000","32.27224","0.05340"
"34.50600","32.27272","0.05338"
"34.51200","32.27319","0.05331"
"34.51800","32.27367","0.05330"
"34.52400","32.27415","0.05329"
"34.53000","32.27463","0.05330"
"34.53600","32.27517","0.05334"
"34.54200","32.27564","0.05344"
"34.54800","32.27612","0.05344"
"34.55400","32.27666","0.05338"
"34.56000","32.27714","0.05335"
"34.56600","32.27768","0.05335"
"34.57200","32.27816","0.05341"
"34.57800","32.27869","0.05353"
"34.58400","32.27917","0.05368"
"34.59000","32.27971","0.05379"
"34.59600","32.28019","0.05388"
"34.60200","32.28073","0.05394"
"34.60800","32.28120","0.05399"
"34.61400","32.28168","0.05396"
"34.62000","32.28222","0.05381"
"34.62600","32.28270","0.05374"
"34.63200","32.28318","0.05370"
"34.63800","32.28371","0.05368"
"34.64400","32.28419","0.05371"
"34.65000","32.28467","0.05373"
"34.65600","32.28521","0.05366"
"34.66200","32.28569","0.05365"
"34.66800","32.28617","0.05371"
"34.67400","32.28665","0.05377"
"34.68000","32.28719","0.05372"
"34.68600","32.28766","0.05363"
"34.69200","32.28814","0.05365"
"34.69800","32.28862","0.05368"
"34.70400","32.28910","0.05365"
"34.71000","32.28963","0.05363"
"34.71600","32.29011","0.05359"
"34.72200","32.29065","0.05362"
"34.72800","32.29113","0.05365"
"34.73400","32.29167","0.05367"
"34.74000","32.29214","0.05366"
"34.74600","32.29269","0.05361"
"34.75200","32.29316","0.05359"
"34.75800","32.29364","0.05355"
"34.76400","32.29412","0.05339"
"34.77000","32.29466","0.05332"
"34.77600","32.29514","0.05337"
"34.78200","32.29562","0.05348"
"34.78800","32.29609","0.05348"
"34.79400","32.29657","0.05351"
"34.80000","32.29711","0.05350"
"34.80600","32.29759","0.05349"
"34.81200","32.29807","0.05350"
"34.81800","32.29854","0.05356"
"34.82400","32.29908","0.05377"
"34.83000","32.29956","0.05393"
"34.83600","32.30010","0.05397"
"34.84200","32.30058","0.05397"
"34.84800","32.30106","0.05384"
"34.85400","32.30159","0.05368"
"34.86000","32.30207","0.05365"
"34.86600","32.30261","0.05378"
"34.87200","32.30315","0.05389"
"34.87800","32.30363","0.05386"
"34.88400","32.30416","0.05378"
"34.89000","32.30470","0.05372"
"34.89600","32.30518","0.05368"
"34.90200","32.30572","0.05375"
"34.90800","32.30620","0.05382"
"34.91400","32.30667","0.05379"
"34.92000","32.30722","0.05374"
"34.92600","32.30769","0.05377"
"34.93200","32.30817","0.05385"
"34.93800","32.30871","0.05402"
"34.94400","32.30919","0.05419"
"34.95000","32.30967","0.05427"
"34.95600","32.31020","0.05428"
"34.96200","32.31068","0.05424"
"34.96800","32.31116","0.05417"
"34.97400","32.31170","0.05417"
"34.98000","32.31218","0.05418"
"34.98600","32.31265","0.05414"
"34.99200","32.31319","0.05413"
"34.99800","32.31367","0.05412"
"35.00400","32.31421","0.05403"
"35.01000","32.31469","0.05400"
"35.01600","32.31522","0.05401"
"35.02200","32.31570","0.05410"
"35.02800","32.31624","0.05414"
"35.03400","32.31672","0.05408"
"35.04000","32.31726","0.05401"
"35.04600","32.31773","0.05400"
"35.05200","32.31828","0.05407"
"35.05800","32.31875","0.05403"
"35.06400","32.31923","0.05403"
"35.07000","32.31977","0.05403"
"35.07600","32.32025","0.05408"
"35.08200","32.32073","0.05411"
"35.08800","32.32121","0.05411"
"35.09400","32.32169","0.05416"
"35.10000","32.32216","0.05427"
"35.10600","32.32270","0.05430"
"35.11200","32.32318","0.05422"
"35.11800","32.32372","0.05408"
"35.12400","32.32420","0.05381"
"35.13000","32.32467","0.05362"
"35.13600","32.32521","0.05354"
"35.14200","32.32569","0.05354"
"35.14800","32.32623","0.05365"
"35.15400","32.32671","0.05371"
"35.16000","32.32718","0.05365"
"35.16600","32.32772","0.05362"
"35.17200","32.32826","0.05362"
"35.17800","32.32874","0.05366"
"35.18400","32.32922","0.05373"
"35.19000","32.32975","0.05377"
"35.19600","32.33023","0.05378"
"35.20200","32.33071","0.05384"
"35.20800","32.33125","0.05388"
"35.21400","32.33173","0.05382"
"35.22000","32.33220","0.05388"
"35.22600","32.33268","0.05402"
"35.23200","32.33316","0.05404"
"35.23800","32.33364","0.05403"
"35.24400","32.33412","0.05406"
"35.25000","32.33466","0.05408"
"35.25600","32.33514","0.05401"
"35.26200","32.33561","0.05396"
"35.26800","32.33615","0.05395"
"35.27400","32.33663","0.05394"
"35.28000","32.33711","0.05386"
"35.28600","32.33765","0.05378"
"35.29200","32.33812","0.05372"
"35.29800","32.33860","0.05369"
"35.30400","32.33914","0.05379"
"35.31000","32.33962","0.05389"
"35.31600","32.34016","0.05391"
"35.32200","32.34063","0.05388"
"35.32800","32.34111","0.05380"
"35.33400","32.34165","0.05386"
"35.34000","32.34213","0.05394"
"35.34600","32.34261","0.05412"
"35.35200","32.34309","0.05427"
"35.35800","32.34363","0.05435"
"35.36400","32.34410","0.05438"
"35.37000","32.34458","0.05434"
"35.37600","32.34506","0.05425"
"35.38200","32.34560","0.05416"
"35.38800","32.34608","0.05401"
"35.39400","32.34655","0.05385"
"35.40000","32.34710","0.05375"
"35.40600","32.34757","0.05367"
"35.41200","32.34811","0.05364"
"35.41800","32.34859","0.05357"
"35.42400","32.34912","0.05358"
"35.43000","32.34961","0.05367"
"35.43600","32.35014","0.05369"
"35.44200","32.35062","0.05376"
"35.44800","32.35116","0.05379"
"35.45400","32.35164","0.05381"
"35.46000","32.35218","0.05382"
"35.46600","32.35271","0.05382"
"35.47200","32.35319","0.05389"
"35.47800","32.35373","0.05387"
"35.48400","32.35421","0.05395"
"35.49000","32.35469","0.05401"
"35.49600","32.35523","0.05406"
"35.50200","32.35571","0.05406"
"35.50800","32.35618","0.05405"
"35.51400","32.35672","0.05397"
"35.52000","32.35720","0.05397"
"35.52600","32.35774","0.05401"
"35.53200","32.35822","0.05401"
"35.53800","32.35869","0.05397"
"35.54400","32.35923","0.05398"
"35.55000","32.35971","0.05397"
"35.55600","32.36025","0.05388"
"35.56200","32.36073","0.05382"
"35.56800","32.36120","0.05385"
"35.57400","32.36174","0.05391"
"35.58000","32.36222","0.05396"
"35.58600","32.36270","0.05409"
"35.59200","32.36324","0.05420"
"35.59800","32.36372","0.05424"
"35.60400","32.36425","0.05418"
"35.61000","32.36473","0.05413"
"35.61600","32.36521","0.05409"
"35.62200","32.36569","0.05411"
"35.62800","32.36623","0.05423"
"35.63400","32.36670","0.05428"
"35.64000","32.36718","0.05414"
"35.64600","32.36766","0.05411"
"35.65200","32.36820","0.05420"
"35.65800","32.36868","0.05426"
"35.66400","32.36922","0.05419"
"35.67000","32.36969","0.05404"
"35.67600","32.37017","0.05391"
"35.68200","32.37071","0.05383"
"35.68800","32.37119","0.05370"
"35.69400","32.37167","0.05363"
"35.70000","32.37221","0.05365"
"35.70600","32.37268","0.05367"
"35.71200","32.37316","0.05375"
"35.71800","32.37370","0.05391"
"35.72400","32.37418","0.05404"
"35.73000","32.37466","0.05411"
"35.73600","32.37519","0.05406"
"35.74200","32.37567","0.05403"
"35.74800","32.37615","0.05405"
"35.75400","32.37669","0.05401"
"35.76000","32.37717","0.05398"
"35.76600","32.37770","0.05392"
"35.77200","32.37819","0.05391"
"35.77800","32.37866","0.05391"
"35.78400","32.37914","0.05388"
"35.79000","32.37968","0.05381"
"35.79600","32.38016","0.05377"
"35.80200","32.38064","0.05385"
"35.80800","32.38117","0.05390"
"35.81400","32.38165","0.05390"
"35.82000","32.38213","0.05390"
"35.82600","32.38267","0.05387"
"35.83200","32.38315","0.05386"
"35.83800","32.38368","0.05388"
"35.84400","32.38416","0.05394"
"35.85000","32.38464","0.05409"
"35.85600","32.38518","0.05420"
"35.86200","32.38566","0.05416"
"35.86800","32.38614","0.05414"
"35.87400","32.38662","0.05406"
"35.88000","32.38715","0.05385"
"35.88600","32.38763","0.05381"
"35.89200","32.38811","0.05387"
"35.89800","32.38859","0.05398"
"35.90400","32.38913","0.05394"
"35.91000","32.38960","0.05393"
"35.91600","32.39008","0.05392"
"35.92200","32.39062","0.05390"
"35.92800","32.39110","0.05379"
"35.93400","32.39158","0.05371"
"35.94000","32.39211","0.05366"
"35.94600","32.39259","0.05372"
"35.95200","32.39307","0.05382"
"35.95800","32.39361","0.05395"
"35.96400","32.39409","0.05402"
"35.97000","32.39463","0.05411"
"35.97600","32.39511","0.05411"
"35.98200","32.39564","0.05402"
"35.98800","32.39612","0.05397"
"35.99400","32.39660","0.05388"
"36.00000","32.39714","0.05379"
"36.00600","32.39762","0.05367"
"36.01200","32.39815","0.05362"
"36.01800","32.39863","0.05362"
"36.02400","32.39917","0.05366"
"36.03000","32.39965","0.05377"
"36.03600","32.40019","0.05380"
"36.04200","32.40067","0.05390"
"36.04800","32.40115","0.05397"
"36.05400","32.40168","0.05391"
"36.06000","32.40216","0.05389"
"36.06600","32.40270","0.05397"
"36.07200","32.40318","0.05409"
"36.07800","32.40371","0.05414"
"36.08400","32.40419","0.05419"
"36.09000","32.40467","0.05423"
"36.09600","32.40521","0.05417"
"36.10200","32.40569","0.05407"
"36.10800","32.40623","0.05395"
"36.11400","32.40670","0.05383"
"36.12000","32.40718","0.05374"
"36.12600","32.40772","0.05362"
"36.13200","32.40820","0.05368"
"36.13800","32.40868","0.05373"
"36.14400","32.40921","0.05365"
"36.15000","32.40969","0.05358"
"36.15600","32.41023","0.05351"
"36.16200","32.41071","0.05341"
"36.16800","32.41119","0.05342"
"36.17400","32.41172","0.05349"
"36.18000","32.41220","0.05369"
"36.18600","32.41274","0.05397"
"36.19200","32.41322","0.05415"
"36.19800","32.41376","0.05415"
"36.20400","32.41423","0.05404"
"36.21000","32.41471","0.05394"
"36.21600","32.41519","0.05386"
"36.22200","32.41573","0.05383"
"36.22800","32.41621","0.05385"
"36.23400","32.41669","0.05374"
"36.24000","32.41717","0.05365"
"36.24600","32.41770","0.05358"
"36.25200","32.41818","0.05358"
"36.25800","32.41866","0.05366"
"36.26400","32.41920","0.05379"
"36.27000","32.41968","0.05384"
"36.27600","32.42015","0.05390"
"36.28200","32.42070","0.05400"
"36.28800","32.42117","0.05408"
"36.29400","32.42165","0.05414"
"36.30000","32.42219","0.05416"
"36.30600","32.42266","0.05414"
"36.31200","32.42321","0.05401"
"36.31800","32.42368","0.05381"
"36.32400","32.42422","0.05364"
"36.33000","32.42470","0.05361"
"36.33600","32.42518","0.05367"
"36.34200","32.42572","0.05375"
"36.34800","32.42619","0.05388"
"36.35400","32.42667","0.05394"
"36.36000","32.42715","0.05395"
"36.36600","32.42763","0.05393"
"36.37200","32.42817","0.05403"
"36.37800","32.42865","0.05416"
"36.38400","32.42913","0.05430"
"36.39000","32.42966","0.05430"
"36.39600","32.43014","0.05415"
"36.40200","32.43062","0.05406"
"36.40800","32.43116","0.05406"
"36.41400","32.43164","0.05409"
"36.42000","32.43217","0.05404"
"36.42600","32.43265","0.05401"
"36.43200","32.43313","0.05395"
"36.43800","32.43367","0.05385"
"36.44400","32.43415","0.05372"
"36.45000","32.43462","0.05374"
"36.45600","32.43517","0.05378"
"36.46200","32.43564","0.05383"
"36.46800","32.43618","0.05391"
"36.47400","32.43666","0.05391"
"36.48000","32.43720","0.05393"
"36.48600","32.43768","0.05407"
"36.49200","32.43815","0.05424"
"36.49800","32.43869","0.05428"
"36.50400","32.43917","0.05425"
"36.51000","32.43965","0.05424"
"36.51600","32.44012","0.05427"
"36.52200","32.44066","0.05427"
"36.52800","32.44114","0.05429"
"36.53400","32.44162","0.05435"
"36.54000","32.44216","0.05430"
"36.54600","32.44264","0.05425"
"36.55200","32.44312","0.05419"
"36.55800","32.44365","0.05416"
"36.56400","32.44413","0.05417"
"36.57000","32.44467","0.05412"
"36.57600","32.44515","0.05399"
"36.58200","32.44563","0.05383"
"36.58800","32.44616","0.05374"
"36.59400","32.44670","0.05384"
"36.60000","32.44718","0.05398"
"36.60600","32.44772","0.05406"
"36.61200","32.44820","0.05410"
"36.61800","32.44873","0.05415"
"36.62400","32.44921","0.05425"
"36.63000","32.44975","0.05431"
"36.63600","32.45023","0.05426"
"36.64200","32.45071","0.05414"
"36.64800","32.45124","0.05408"
"36.65400","32.45173","0.05402"
"36.66000","32.45220","0.05400"
"36.66600","32.45268","0.05398"
"36.67200","32.45316","0.05386"
"36.67800","32.45370","0.05366"
"36.68400","32.45418","0.05360"
"36.69000","32.45465","0.05362"
"36.69600","32.45513","0.05361"
"36.70200","32.45567","0.05356"
"36.70800","32.45615","0.05355"
"36.71400","32.45669","0.05355"
"36.72000","32.45716","0.05350"
"36.72600","32.45771","0.05358"
"36.73200","32.45818","0.05368"
"36.73800","32.45872","0.05369"
"36.74400","32.45920","0.05363"
"36.75000","32.45967","0.05364"
"36.75600","32.46022","0.05374"
"36.76200","32.46069","0.05381"
"36.76800","32.46124","0.05380"
"36.77400","32.46171","0.05388"
"36.78000","32.46219","0.05395"
"36.78600","32.46273","0.05393"
"36.79200","32.46320","0.05398"
"36.79800","32.46368","0.05399"
"36.80400","32.46422","0.05399"
"36.81000","32.46470","0.05401"
"36.81600","32.46518","0.05404"
"36.82200","32.46566","0.05409"
"36.82800","32.46619","0.05416"
"36.83400","32.46667","0.05417"
"36.84000","32.46715","0.05411"
"36.84600","32.46769","0.05411"
"36.85200","32.46817","0.05405"
"36.85800","32.46865","0.05398"
"36.86400","32.46918","0.05379"
"36.87000","32.46967","0.05374"
"36.87600","32.47020","0.05367"
"36.88200","32.47068","0.05359"
"36.88800","32.47116","0.05355"
"36.89400","32.47163","0.05351"
"36.90000","32.47218","0.05353"
"36.90600","32.47265","0.05358"
"36.91200","32.47313","0.05368"
"36.91800","32.47367","0.05369"
"36.92400","32.47414","0.05375"
"36.93000","32.47462","0.05387"
"36.93600","32.47510","0.05399"
"36.94200","32.47564","0.05405"
"36.94800","32.47612","0.05403"
"36.95400","32.47660","0.05393"
"36.96000","32.47714","0.05380"
"36.96600","32.47762","0.05371"
"36.97200","32.47810","0.05365"
"36.97800","32.47863","0.05363"
"36.98400","32.47911","0.05364"
"36.99000","32.47959","0.05363"
"36.99600","32.48013","0.05362"
"37.00200","32.48061","0.05363"
"37.00800","32.48114","0.05369"
"37.01400","32.48162","0.05375"
"37.02000","32.48210","0.05380"
"37.02600","32.48264","0.05385"
"37.03200","32.48312","0.05389"
"37.03800","32.48365","0.05389"
"37.04400","32.48413","0.05386"
"37.05000","32.48467","0.05388"
"37.05600","32.48515","0.05389"
"37.06200","32.48563","0.05387"
"37.06800","32.48616","0.05382"
"37.07400","32.48664","0.05380"
"37.08000","32.48718","0.05383"
"37.08600","32.48766","0.05393"
"37.09200","32.48814","0.05409"
"37.09800","32.48861","0.05415"
"37.10400","32.48915","0.05406"
"37.11000","32.48963","0.05392"
"37.11600","32.49017","0.05379"
"37.12200","32.49065","0.05370"
"37.12800","32.49113","0.05358"
"37.13400","32.49166","0.05360"
"37.14000","32.49214","0.05363"
"37.14600","32.49262","0.05363"
"37.15200","32.49316","0.05368"
"37.15800","32.49364","0.05374"
"37.16400","32.49417","0.05382"
"37.17000","32.49465","0.05392"
"37.17600","32.49513","0.05401"
"37.18200","32.49567","0.05409"
"37.18800","32.49621","0.05414"
"37.19400","32.49669","0.05418"
"37.20000","32.49717","0.05423"
"37.20600","32.49770","0.05418"
"37.21200","32.49818","0.05403"
"37.21800","32.49866","0.05389"
"37.22400","32.49920","0.05382"
"37.23000","32.49968","0.05381"
"37.23600","32.50016","0.05383"
"37.24200","32.50069","0.05389"
"37.24800","32.50117","0.05401"
"37.25400","32.50171","0.05404"
"37.26000","32.50219","0.05406"
"37.26600","32.50273","0.05408"
"37.27200","32.50320","0.05411"
"37.27800","32.50368","0.05403"
"37.28400","32.50422","0.05402"
"37.29000","32.50470","0.05400"
"37.29600","32.50518","0.05390"
"37.30200","32.50571","0.05381"
"37.30800","32.50620","0.05376"
"37.31400","32.50667","0.05374"
"37.32000","32.50721","0.05374"
"37.32600","32.50769","0.05376"
"37.33200","32.50816","0.05378"
"37.33800","32.50871","0.05379"
"37.34400","32.50918","0.05379"
"37.35000","32.50972","0.05387"
"37.35600","32.51020","0.05394"
"37.36200","32.51068","0.05401"
"37.36800","32.51122","0.05404"
"37.37400","32.51169","0.05400"
"37.38000","32.51217","0.05391"
"37.38600","32.51271","0.05378"
"37.39200","32.51319","0.05382"
"37.39800","32.51367","0.05394"
"37.40400","32.51420","0.05412"
"37.41000","32.51468","0.05419"
"37.41600","32.51516","0.05424"
"37.42200","32.51570","0.05419"
"37.42800","32.51618","0.05409"
"37.43400","32.51666","0.05406"
"37.44000","32.51720","0.05408"
"37.44600","32.51767","0.05415"
"37.45200","32.51815","0.05421"
"37.45800","32.51869","0.05423"
"37.46400","32.51917","0.05417"
"37.47000","32.51965","0.05406"
"37.47600","32.52018","0.05397"
"37.48200","32.52066","0.05394"
"37.48800","32.52114","0.05396"
"37.49400","32.52168","0.05387"
"37.50000","32.52216","0.05377"
"37.50600","32.52263","0.05372"
"37.51200","32.52317","0.05372"
"37.51800","32.52365","0.05369"
"37.52400","32.52413","0.05369"
"37.53000","32.52467","0.05379"
"37.53600","32.52515","0.05393"
"37.54200","32.52562","0.05408"
"37.54800","32.52610","0.05406"
"37.55400","32.52664","0.05398"
"37.56000","32.52712","0.05387"
"37.56600","32.52760","0.05380"
"37.57200","32.52814","0.05365"
"37.57800","32.52861","0.05347"
"37.58400","32.52909","0.05338"
"37.59000","32.52963","0.05334"
"37.59600","32.53017","0.05337"
"37.60200","32.53065","0.05342"
"37.60800","32.53119","0.05352"
"37.61400","32.53166","0.05373"
"37.62000","32.53220","0.05392"
"37.62600","32.53268","0.05403"
"37.63200","32.53322","0.05410"
"37.63800","32.53370","0.05411"
"37.64400","32.53423","0.05409"
"37.65000","32.53471","0.05405"
"37.65600","32.53519","0.05404"
"37.66200","32.53573","0.05407"
"37.66800","32.53621","0.05411"
"37.67400","32.53669","0.05423"
"37.68000","32.53722","0.05437"
"37.68600","32.53770","0.05453"
