End date,"1/22/2017"
Specimen label,"18BG_46 run 2"
Maximum Load,"0.06005",N

Time,Extension,Load
(s),(mm),(N)
"86.34000","36.59215","0.05333"
"86.34600","36.59263","0.05328"
"86.35200","36.59311","0.05325"
"86.35800","36.59359","0.05319"
"86.36400","36.59412","0.05306"
"86.37000","36.59460","0.05300"
"86.37600","36.59514","0.05306"
"86.38200","36.59562","0.05311"
"86.38800","36.59616","0.05318"
"86.39400","36.59663","0.05333"
"86.40000","36.59711","0.05342"
"86.40600","36.59765","0.05339"
"86.41200","36.59813","0.05320"
"86.41800","36.59867","0.05300"
"86.42400","36.59915","0.05292"
"86.43000","36.59962","0.05303"
"86.43600","36.60010","0.05319"
"86.44200","36.60064","0.05328"
"86.44800","36.60112","0.05326"
"86.45400","36.60166","0.05325"
"86.46000","36.60213","0.05327"
"86.46600","36.60261","0.05329"
"86.47200","36.60309","0.05325"
"86.47800","36.60357","0.05322"
"86.48400","36.60411","0.05327"
"86.49000","36.60459","0.05336"
"86.49600","36.60506","0.05340"
"86.50200","36.60560","0.05344"
"86.50800","36.60608","0.05357"
"86.51400","36.60656","0.05356"
"86.52000","36.60710","0.05351"
"86.52600","36.60758","0.05355"
"86.53200","36.60812","0.05350"
"86.53800","36.60859","0.05346"
"86.54400","36.60913","0.05353"
"86.55000","36.60967","0.05363"
"86.55600","36.61015","0.05372"
"86.56200","36.61068","0.05380"
"86.56800","36.61116","0.05383"
"86.57400","36.61164","0.05379"
"86.58000","36.61218","0.05365"
"86.58600","36.61266","0.05363"
"86.59200","36.61320","0.05357"
"86.59800","36.61368","0.05348"
"86.60400","36.61415","0.05340"
"86.61000","36.61463","0.05331"
"86.61600","36.61517","0.05319"
"86.62200","36.61565","0.05318"
"86.62800","36.61619","0.05318"
"86.63400","36.61666","0.05316"
"86.64000","36.61714","0.05313"
"86.64600","36.61768","0.05315"
"86.65200","36.61816","0.05323"
"86.65800","36.61870","0.05325"
"86.66400","36.61917","0.05324"
"86.67000","36.61972","0.05326"
"86.67600","36.62019","0.05322"
"86.68200","36.62073","0.05320"
"86.68800","36.62121","0.05322"
"86.69400","36.62175","0.05331"
"86.70000","36.62223","0.05336"
"86.70600","36.62270","0.05334"
"86.71200","36.62324","0.05323"
"86.71800","36.62372","0.05315"
"86.72400","36.62420","0.05312"
"86.73000","36.62468","0.05316"
"86.73600","36.62515","0.05318"
"86.74200","36.62563","0.05318"
"86.74800","36.62611","0.05323"
"86.75400","36.62665","0.05330"
"86.76000","36.62713","0.05340"
"86.76600","36.62761","0.05352"
"86.77200","36.62815","0.05357"
"86.77800","36.62862","0.05355"
"86.78400","36.62916","0.05359"
"86.79000","36.62964","0.05374"
"86.79600","36.63018","0.05385"
"86.80200","36.63066","0.05386"
"86.80800","36.63113","0.05382"
"86.81400","36.63167","0.05369"
"86.82000","36.63215","0.05361"
"86.82600","36.63269","0.05350"
"86.83200","36.63317","0.05334"
"86.83800","36.63371","0.05318"
"86.84400","36.63419","0.05315"
"86.85000","36.63472","0.05319"
"86.85600","36.63520","0.05327"
"86.86200","36.63568","0.05336"
"86.86800","36.63622","0.05346"
"86.87400","36.63670","0.05347"
"86.88000","36.63717","0.05345"
"86.88600","36.63771","0.05348"
"86.89200","36.63819","0.05358"
"86.89800","36.63866","0.05362"
"86.90400","36.63914","0.05368"
"86.91000","36.63962","0.05372"
"86.91600","36.64016","0.05375"
"86.92200","36.64064","0.05365"
"86.92800","36.64112","0.05369"
"86.93400","36.64166","0.05378"
"86.94000","36.64214","0.05383"
"86.94600","36.64262","0.05381"
"86.95200","36.64315","0.05386"
"86.95800","36.64363","0.05393"
"86.96400","36.64417","0.05387"
"86.97000","36.64465","0.05379"
"86.97600","36.64518","0.05380"
"86.98200","36.64566","0.05373"
"86.98800","36.64614","0.05362"
"86.99400","36.64668","0.05354"
"87.00000","36.64716","0.05351"
"87.00600","36.64764","0.05347"
"87.01200","36.64817","0.05336"
"87.01800","36.64865","0.05332"
"87.02400","36.64913","0.05333"
"87.03000","36.64961","0.05337"
"87.03600","36.65009","0.05336"
"87.04200","36.65057","0.05343"
"87.04800","36.65110","0.05348"
"87.05400","36.65158","0.05348"
"87.06000","36.65206","0.05349"
"87.06600","36.65260","0.05349"
"87.07200","36.65308","0.05356"
"87.07800","36.65361","0.05363"
"87.08400","36.65409","0.05367"
"87.09000","36.65463","0.05360"
"87.09600","36.65511","0.05346"
"87.10200","36.65565","0.05336"
"87.10800","36.65619","0.05328"
"87.11400","36.65666","0.05323"
"87.12000","36.65720","0.05313"
"87.12600","36.65768","0.05308"
"87.13200","36.65822","0.05311"
"87.13800","36.65870","0.05322"
"87.14400","36.65917","0.05328"
"87.15000","36.65971","0.05338"
"87.15600","36.66019","0.05343"
"87.16200","36.66067","0.05348"
"87.16800","36.66121","0.05345"
"87.17400","36.66169","0.05336"
"87.18000","36.66217","0.05321"
"87.18600","36.66270","0.05313"
"87.19200","36.66318","0.05312"
"87.19800","36.66366","0.05321"
"87.20400","36.66420","0.05341"
"87.21000","36.66468","0.05355"
"87.21600","36.66521","0.05364"
"87.22200","36.66569","0.05365"
"87.22800","36.66617","0.05373"
"87.23400","36.66671","0.05378"
"87.24000","36.66719","0.05376"
"87.24600","36.66772","0.05378"
"87.25200","36.66821","0.05384"
"87.25800","36.66874","0.05376"
"87.26400","36.66922","0.05367"
"87.27000","36.66976","0.05363"
"87.27600","36.67024","0.05360"
"87.28200","36.67072","0.05352"
"87.28800","36.67125","0.05342"
"87.29400","36.67173","0.05336"
"87.30000","36.67221","0.05341"
"87.30600","36.67275","0.05354"
"87.31200","36.67323","0.05363"
"87.31800","36.67370","0.05367"
"87.32400","36.67424","0.05369"
"87.33000","36.67472","0.05375"
"87.33600","36.67520","0.05381"
"87.34200","36.67568","0.05372"
"87.34800","36.67621","0.05361"
"87.35400","36.67669","0.05360"
"87.36000","36.67717","0.05367"
"87.36600","36.67771","0.05366"
"87.37200","36.67819","0.05371"
"87.37800","36.67867","0.05381"
"87.38400","36.67920","0.05387"
"87.39000","36.67968","0.05384"
"87.39600","36.68016","0.05367"
"87.40200","36.68070","0.05358"
"87.40800","36.68118","0.05353"
"87.41400","36.68172","0.05359"
"87.42000","36.68219","0.05366"
"87.42600","36.68273","0.05380"
"87.43200","36.68321","0.05386"
"87.43800","36.68369","0.05381"
"87.44400","36.68417","0.05385"
"87.45000","36.68464","0.05386"
"87.45600","36.68518","0.05373"
"87.46200","36.68566","0.05363"
"87.46800","36.68614","0.05360"
"87.47400","36.68668","0.05361"
"87.48000","36.68716","0.05364"
"87.48600","36.68763","0.05369"
"87.49200","36.68817","0.05374"
"87.49800","36.68865","0.05376"
"87.50400","36.68913","0.05368"
"87.51000","36.68967","0.05368"
"87.51600","36.69015","0.05370"
"87.52200","36.69062","0.05367"
"87.52800","36.69116","0.05370"
"87.53400","36.69164","0.05373"
"87.54000","36.69212","0.05377"
"87.54600","36.69266","0.05385"
"87.55200","36.69314","0.05390"
"87.55800","36.69367","0.05394"
"87.56400","36.69415","0.05390"
"87.57000","36.69469","0.05391"
"87.57600","36.69517","0.05393"
"87.58200","36.69565","0.05390"
"87.58800","36.69613","0.05391"
"87.59400","36.69666","0.05391"
"87.60000","36.69714","0.05393"
"87.60600","36.69762","0.05398"
"87.61200","36.69810","0.05392"
"87.61800","36.69864","0.05389"
"87.62400","36.69911","0.05392"
"87.63000","36.69965","0.05398"
"87.63600","36.70013","0.05403"
"87.64200","36.70067","0.05400"
"87.64800","36.70115","0.05394"
"87.65400","36.70163","0.05387"
"87.66000","36.70216","0.05373"
"87.66600","36.70264","0.05370"
"87.67200","36.70318","0.05376"
"87.67800","36.70366","0.05386"
"87.68400","36.70420","0.05398"
"87.69000","36.70467","0.05409"
"87.69600","36.70522","0.05409"
"87.70200","36.70569","0.05403"
"87.70800","36.70623","0.05397"
"87.71400","36.70671","0.05394"
"87.72000","36.70724","0.05388"
"87.72600","36.70773","0.05382"
"87.73200","36.70820","0.05380"
"87.73800","36.70874","0.05381"
"87.74400","36.70922","0.05385"
"87.75000","36.70970","0.05397"
"87.75600","36.71018","0.05410"
"87.76200","36.71071","0.05412"
"87.76800","36.71119","0.05414"
"87.77400","36.71167","0.05418"
"87.78000","36.71221","0.05420"
"87.78600","36.71269","0.05421"
"87.79200","36.71317","0.05422"
"87.79800","36.71365","0.05429"
"87.80400","36.71418","0.05436"
"87.81000","36.71466","0.05438"
"87.81600","36.71520","0.05437"
"87.82200","36.71568","0.05426"
"87.82800","36.71622","0.05416"
"87.83400","36.71669","0.05403"
"87.84000","36.71723","0.05399"
"87.84600","36.71771","0.05401"
"87.85200","36.71825","0.05405"
"87.85800","36.71873","0.05404"
"87.86400","36.71920","0.05404"
"87.87000","36.71974","0.05405"
"87.87600","36.72022","0.05402"
"87.88200","36.72070","0.05401"
"87.88800","36.72124","0.05404"
"87.89400","36.72171","0.05398"
"87.90000","36.72219","0.05399"
"87.90600","36.72267","0.05407"
"87.91200","36.72321","0.05417"
"87.91800","36.72369","0.05421"
"87.92400","36.72417","0.05425"
"87.93000","36.72465","0.05421"
"87.93600","36.72518","0.05428"
"87.94200","36.72566","0.05428"
"87.94800","36.72614","0.05423"
"87.95400","36.72668","0.05419"
"87.96000","36.72716","0.05420"
"87.96600","36.72769","0.05420"
"87.97200","36.72817","0.05415"
"87.97800","36.72871","0.05412"
"87.98400","36.72919","0.05412"
"87.99000","36.72973","0.05406"
"87.99600","36.73021","0.05408"
"88.00200","36.73069","0.05415"
"88.00800","36.73116","0.05424"
"88.01400","36.73170","0.05431"
"88.02000","36.73218","0.05432"
"88.02600","36.73265","0.05432"
"88.03200","36.73314","0.05428"
"88.03800","36.73367","0.05424"
"88.04400","36.73415","0.05419"
"88.05000","36.73463","0.05421"
"88.05600","36.73516","0.05427"
"88.06200","36.73565","0.05430"
"88.06800","36.73612","0.05434"
"88.07400","36.73666","0.05432"
"88.08000","36.73714","0.05431"
"88.08600","36.73762","0.05436"
"88.09200","36.73816","0.05444"
"88.09800","36.73863","0.05454"
"88.10400","36.73917","0.05451"
"88.11000","36.73965","0.05439"
"88.11600","36.74019","0.05428"
"88.12200","36.74067","0.05421"
"88.12800","36.74115","0.05422"
"88.13400","36.74168","0.05431"
"88.14000","36.74216","0.05436"
"88.14600","36.74270","0.05434"
"88.15200","36.74318","0.05437"
"88.15800","36.74366","0.05442"
"88.16400","36.74420","0.05441"
"88.17000","36.74467","0.05431"
"88.17600","36.74515","0.05424"
"88.18200","36.74563","0.05419"
"88.18800","36.74617","0.05418"
"88.19400","36.74665","0.05424"
"88.20000","36.74718","0.05428"
"88.20600","36.74767","0.05431"
"88.21200","36.74814","0.05436"
"88.21800","36.74868","0.05430"
"88.22400","36.74916","0.05429"
"88.23000","36.74963","0.05434"
"88.23600","36.75018","0.05433"
"88.24200","36.75065","0.05422"
"88.24800","36.75119","0.05407"
"88.25400","36.75167","0.05398"
"88.26000","36.75215","0.05395"
"88.26600","36.75269","0.05393"
"88.27200","36.75316","0.05391"
"88.27800","36.75370","0.05391"
"88.28400","36.75418","0.05396"
"88.29000","36.75472","0.05405"
"88.29600","36.75520","0.05409"
"88.30200","36.75567","0.05418"
"88.30800","36.75621","0.05425"
"88.31400","36.75669","0.05422"
"88.32000","36.75717","0.05416"
"88.32600","36.75765","0.05418"
"88.33200","36.75819","0.05429"
"88.33800","36.75866","0.05435"
"88.34400","36.75914","0.05444"
"88.35000","36.75968","0.05460"
"88.35600","36.76016","0.05465"
"88.36200","36.76070","0.05468"
"88.36800","36.76118","0.05465"
"88.37400","36.76171","0.05461"
"88.38000","36.76219","0.05453"
"88.38600","36.76273","0.05445"
"88.39200","36.76321","0.05440"
"88.39800","36.76369","0.05446"
"88.40400","36.76423","0.05448"
"88.41000","36.76470","0.05450"
"88.41600","36.76518","0.05451"
"88.42200","36.76572","0.05448"
"88.42800","36.76620","0.05444"
"88.43400","36.76674","0.05452"
"88.44000","36.76722","0.05455"
"88.44600","36.76769","0.05448"
"88.45200","36.76823","0.05438"
"88.45800","36.76871","0.05440"
"88.46400","36.76919","0.05449"
"88.47000","36.76966","0.05461"
"88.47600","36.77021","0.05463"
"88.48200","36.77068","0.05453"
"88.48800","36.77116","0.05447"
"88.49400","36.77170","0.05446"
"88.50000","36.77217","0.05447"
"88.50600","36.77266","0.05442"
"88.51200","36.77319","0.05448"
"88.51800","36.77367","0.05465"
"88.52400","36.77415","0.05472"
"88.53000","36.77469","0.05468"
"88.53600","36.77517","0.05471"
"88.54200","36.77565","0.05479"
"88.54800","36.77612","0.05479"
"88.55400","36.77666","0.05471"
"88.56000","36.77714","0.05464"
"88.56600","36.77768","0.05473"
"88.57200","36.77816","0.05473"
"88.57800","36.77864","0.05476"
"88.58400","36.77917","0.05480"
"88.59000","36.77965","0.05480"
"88.59600","36.78013","0.05475"
"88.60200","36.78067","0.05467"
"88.60800","36.78115","0.05470"
"88.61400","36.78162","0.05477"
"88.62000","36.78216","0.05483"
"88.62600","36.78264","0.05484"
"88.63200","36.78312","0.05477"
"88.63800","36.78366","0.05473"
"88.64400","36.78413","0.05466"
"88.65000","36.78461","0.05460"
"88.65600","36.78515","0.05461"
"88.66200","36.78563","0.05461"
"88.66800","36.78611","0.05463"
"88.67400","36.78664","0.05471"
"88.68000","36.78712","0.05474"
"88.68600","36.78766","0.05472"
"88.69200","36.78814","0.05476"
"88.69800","36.78868","0.05474"
"88.70400","36.78916","0.05468"
"88.71000","36.78964","0.05460"
"88.71600","36.79017","0.05455"
"88.72200","36.79065","0.05452"
"88.72800","36.79119","0.05453"
"88.73400","36.79167","0.05453"
"88.74000","36.79215","0.05453"
"88.74600","36.79268","0.05445"
"88.75200","36.79316","0.05444"
"88.75800","36.79370","0.05446"
"88.76400","36.79418","0.05450"
"88.77000","36.79472","0.05453"
"88.77600","36.79520","0.05443"
"88.78200","36.79573","0.05433"
"88.78800","36.79621","0.05432"
"88.79400","36.79669","0.05437"
"88.80000","36.79717","0.05450"
"88.80600","36.79771","0.05455"
"88.81200","36.79819","0.05456"
"88.81800","36.79866","0.05461"
"88.82400","36.79914","0.05461"
"88.83000","36.79968","0.05456"
"88.83600","36.80016","0.05448"
"88.84200","36.80070","0.05441"
"88.84800","36.80117","0.05441"
"88.85400","36.80172","0.05450"
"88.86000","36.80219","0.05457"
"88.86600","36.80267","0.05451"
"88.87200","36.80315","0.05452"
"88.87800","36.80368","0.05450"
"88.88400","36.80416","0.05442"
"88.89000","36.80470","0.05441"
"88.89600","36.80518","0.05438"
"88.90200","36.80566","0.05447"
"88.90800","36.80619","0.05459"
"88.91400","36.80667","0.05458"
"88.92000","36.80721","0.05451"
"88.92600","36.80769","0.05448"
"88.93200","36.80823","0.05454"
"88.93800","36.80871","0.05462"
"88.94400","36.80919","0.05464"
"88.95000","36.80972","0.05465"
"88.95600","36.81020","0.05459"
"88.96200","36.81068","0.05456"
"88.96800","36.81122","0.05455"
"88.97400","36.81170","0.05456"
"88.98000","36.81218","0.05465"
"88.98600","36.81271","0.05470"
"88.99200","36.81319","0.05476"
"88.99800","36.81373","0.05492"
"89.00400","36.81421","0.05503"
"89.01000","36.81469","0.05514"
"89.01600","36.81523","0.05524"
"89.02200","36.81570","0.05521"
"89.02800","36.81618","0.05515"
"89.03400","36.81672","0.05502"
"89.04000","36.81720","0.05490"
"89.04600","36.81768","0.05480"
"89.05200","36.81821","0.05474"
"89.05800","36.81870","0.05476"
"89.06400","36.81917","0.05474"
"89.07000","36.81965","0.05467"
"89.07600","36.82019","0.05472"
"89.08200","36.82066","0.05472"
"89.08800","36.82114","0.05466"
"89.09400","36.82162","0.05455"
"89.10000","36.82216","0.05449"
"89.10600","36.82264","0.05452"
"89.11200","36.82312","0.05455"
"89.11800","36.82366","0.05459"
"89.12400","36.82413","0.05467"
"89.13000","36.82467","0.05478"
"89.13600","36.82515","0.05482"
"89.14200","36.82563","0.05483"
"89.14800","36.82617","0.05485"
"89.15400","36.82664","0.05484"
"89.16000","36.82713","0.05483"
"89.16600","36.82766","0.05486"
"89.17200","36.82814","0.05492"
"89.17800","36.82862","0.05493"
"89.18400","36.82915","0.05488"
"89.19000","36.82964","0.05489"
"89.19600","36.83011","0.05488"
"89.20200","36.83065","0.05485"
"89.20800","36.83113","0.05488"
"89.21400","36.83167","0.05482"
"89.22000","36.83215","0.05475"
"89.22600","36.83268","0.05469"
"89.23200","36.83316","0.05470"
"89.23800","36.83364","0.05477"
"89.24400","36.83418","0.05479"
"89.25000","36.83466","0.05472"
"89.25600","36.83513","0.05462"
"89.26200","36.83567","0.05451"
"89.26800","36.83615","0.05449"
"89.27400","36.83669","0.05450"
"89.28000","36.83717","0.05454"
"89.28600","36.83765","0.05469"
"89.29200","36.83818","0.05482"
"89.29800","36.83866","0.05492"
"89.30400","36.83914","0.05498"
"89.31000","36.83968","0.05501"
"89.31600","36.84016","0.05491"
"89.32200","36.84064","0.05489"
"89.32800","36.84117","0.05495"
"89.33400","36.84165","0.05502"
"89.34000","36.84213","0.05501"
"89.34600","36.84267","0.05492"
"89.35200","36.84315","0.05478"
"89.35800","36.84362","0.05464"
"89.36400","36.84417","0.05461"
"89.37000","36.84464","0.05470"
"89.37600","36.84518","0.05486"
"89.38200","36.84566","0.05504"
"89.38800","36.84620","0.05523"
"89.39400","36.84668","0.05531"
"89.40000","36.84721","0.05529"
"89.40600","36.84769","0.05528"
"89.41200","36.84823","0.05519"
"89.41800","36.84871","0.05509"
"89.42400","36.84919","0.05505"
"89.43000","36.84973","0.05495"
"89.43600","36.85020","0.05478"
"89.44200","36.85068","0.05467"
"89.44800","36.85116","0.05467"
"89.45400","36.85170","0.05475"
"89.46000","36.85218","0.05480"
"89.46600","36.85265","0.05487"
"89.47200","36.85319","0.05493"
"89.47800","36.85367","0.05495"
"89.48400","36.85421","0.05494"
"89.49000","36.85469","0.05489"
"89.49600","36.85516","0.05492"
"89.50200","36.85570","0.05500"
"89.50800","36.85618","0.05500"
"89.51400","36.85666","0.05491"
"89.52000","36.85714","0.05480"
"89.52600","36.85768","0.05469"
"89.53200","36.85816","0.05462"
"89.53800","36.85869","0.05458"
"89.54400","36.85917","0.05463"
"89.55000","36.85971","0.05471"
"89.55600","36.86019","0.05470"
"89.56200","36.86073","0.05471"
"89.56800","36.86120","0.05478"
"89.57400","36.86168","0.05476"
"89.58000","36.86222","0.05478"
"89.58600","36.86270","0.05487"
"89.59200","36.86318","0.05500"
"89.59800","36.86366","0.05509"
"89.60400","36.86413","0.05510"
"89.61000","36.86467","0.05510"
"89.61600","36.86515","0.05508"
"89.62200","36.86563","0.05509"
"89.62800","36.86617","0.05506"
"89.63400","36.86665","0.05502"
"89.64000","36.86712","0.05502"
"89.64600","36.86766","0.05508"
"89.65200","36.86814","0.05513"
"89.65800","36.86862","0.05520"
"89.66400","36.86916","0.05526"
"89.67000","36.86963","0.05526"
"89.67600","36.87017","0.05523"
"89.68200","36.87065","0.05515"
"89.68800","36.87119","0.05511"
"89.69400","36.87167","0.05509"
"89.70000","36.87215","0.05508"
"89.70600","36.87268","0.05504"
"89.71200","36.87316","0.05493"
"89.71800","36.87370","0.05488"
"89.72400","36.87418","0.05487"
"89.73000","36.87466","0.05486"
"89.73600","36.87519","0.05483"
"89.74200","36.87567","0.05476"
"89.74800","36.87615","0.05466"
"89.75400","36.87663","0.05464"
"89.76000","36.87717","0.05466"
"89.76600","36.87765","0.05470"
"89.77200","36.87812","0.05479"
"89.77800","36.87860","0.05482"
"89.78400","36.87914","0.05483"
"89.79000","36.87962","0.05488"
"89.79600","36.88016","0.05491"
"89.80200","36.88063","0.05493"
"89.80800","36.88118","0.05498"
"89.81400","36.88165","0.05505"
"89.82000","36.88213","0.05512"
"89.82600","36.88267","0.05520"
"89.83200","36.88314","0.05522"
"89.83800","36.88369","0.05528"
"89.84400","36.88422","0.05531"
"89.85000","36.88470","0.05537"
"89.85600","36.88518","0.05540"
"89.86200","36.88572","0.05535"
"89.86800","36.88620","0.05528"
"89.87400","36.88667","0.05530"
"89.88000","36.88715","0.05529"
"89.88600","36.88769","0.05529"
"89.89200","36.88817","0.05530"
"89.89800","36.88865","0.05529"
"89.90400","36.88918","0.05523"
"89.91000","36.88966","0.05521"
"89.91600","36.89020","0.05517"
"89.92200","36.89068","0.05520"
"89.92800","36.89116","0.05530"
"89.93400","36.89170","0.05532"
"89.94000","36.89217","0.05536"
"89.94600","36.89265","0.05537"
"89.95200","36.89319","0.05530"
"89.95800","36.89367","0.05532"
"89.96400","36.89415","0.05529"
"89.97000","36.89469","0.05525"
"89.97600","36.89516","0.05522"
"89.98200","36.89570","0.05519"
"89.98800","36.89624","0.05518"
"89.99400","36.89672","0.05516"
"90.00000","36.89726","0.05512"
"90.00600","36.89774","0.05508"
"90.01200","36.89822","0.05506"
"90.01800","36.89869","0.05498"
"90.02400","36.89923","0.05497"
"90.03000","36.89971","0.05507"
"90.03600","36.90018","0.05513"
"90.04200","36.90073","0.05518"
"90.04800","36.90120","0.05519"
"90.05400","36.90174","0.05515"
"90.06000","36.90222","0.05508"
"90.06600","36.90270","0.05500"
"90.07200","36.90324","0.05488"
"90.07800","36.90371","0.05476"
"90.08400","36.90419","0.05472"
"90.09000","36.90473","0.05478"
"90.09600","36.90521","0.05477"
"90.10200","36.90569","0.05474"
"90.10800","36.90616","0.05479"
"90.11400","36.90670","0.05490"
"90.12000","36.90718","0.05487"
"90.12600","36.90772","0.05484"
"90.13200","36.90820","0.05484"
"90.13800","36.90868","0.05488"
"90.14400","36.90921","0.05492"
"90.15000","36.90969","0.05497"
"90.15600","36.91017","0.05503"
"90.16200","36.91065","0.05514"
"90.16800","36.91119","0.05524"
"90.17400","36.91167","0.05534"
"90.18000","36.91214","0.05538"
"90.18600","36.91262","0.05538"
"90.19200","36.91316","0.05538"
"90.19800","36.91364","0.05536"
"90.20400","36.91418","0.05534"
"90.21000","36.91465","0.05530"
"90.21600","36.91513","0.05525"
"90.22200","36.91567","0.05516"
"90.22800","36.91615","0.05516"
"90.23400","36.91663","0.05516"
"90.24000","36.91717","0.05515"
"90.24600","36.91764","0.05510"
"90.25200","36.91812","0.05508"
"90.25800","36.91860","0.05510"
"90.26400","36.91914","0.05516"
"90.27000","36.91962","0.05517"
"90.27600","36.92015","0.05517"
"90.28200","36.92063","0.05525"
"90.28800","36.92117","0.05536"
"90.29400","36.92165","0.05541"
"90.30000","36.92219","0.05546"
"90.30600","36.92267","0.05546"
"90.31200","36.92315","0.05539"
"90.31800","36.92368","0.05538"
"90.32400","36.92416","0.05545"
"90.33000","36.92470","0.05552"
"90.33600","36.92518","0.05557"
"90.34200","36.92566","0.05558"
"90.34800","36.92619","0.05558"
"90.35400","36.92667","0.05552"
"90.36000","36.92721","0.05550"
"90.36600","36.92769","0.05551"
"90.37200","36.92817","0.05547"
"90.37800","36.92871","0.05540"
"90.38400","36.92918","0.05538"
"90.39000","36.92966","0.05540"
"90.39600","36.93020","0.05546"
"90.40200","36.93068","0.05559"
"90.40800","36.93122","0.05570"
"90.41400","36.93170","0.05576"
"90.42000","36.93223","0.05582"
"90.42600","36.93271","0.05585"
"90.43200","36.93319","0.05582"
"90.43800","36.93367","0.05571"
"90.44400","36.93421","0.05556"
"90.45000","36.93468","0.05548"
"90.45600","36.93516","0.05546"
"90.46200","36.93564","0.05540"
"90.46800","36.93618","0.05530"
"90.47400","36.93666","0.05527"
"90.48000","36.93714","0.05533"
"90.48600","36.93768","0.05550"
"90.49200","36.93815","0.05561"
"90.49800","36.93863","0.05571"
"90.50400","36.93917","0.05573"
"90.51000","36.93965","0.05560"
"90.51600","36.94013","0.05548"
"90.52200","36.94066","0.05541"
"90.52800","36.94114","0.05543"
"90.53400","36.94168","0.05543"
"90.54000","36.94216","0.05539"
"90.54600","36.94270","0.05542"
"90.55200","36.94318","0.05549"
"90.55800","36.94371","0.05546"
"90.56400","36.94419","0.05541"
"90.57000","36.94473","0.05528"
"90.57600","36.94521","0.05522"
"90.58200","36.94569","0.05526"
"90.58800","36.94622","0.05530"
"90.59400","36.94670","0.05537"
"90.60000","36.94718","0.05547"
"90.60600","36.94772","0.05562"
"90.61200","36.94820","0.05567"
"90.61800","36.94868","0.05570"
"90.62400","36.94915","0.05582"
"90.63000","36.94970","0.05598"
"90.63600","36.95017","0.05603"
"90.64200","36.95065","0.05596"
"90.64800","36.95119","0.05586"
"90.65400","36.95166","0.05573"
"90.66000","36.95214","0.05560"
"90.66600","36.95262","0.05552"
"90.67200","36.95316","0.05546"
"90.67800","36.95364","0.05546"
"90.68400","36.95417","0.05555"
"90.69000","36.95465","0.05573"
"90.69600","36.95519","0.05574"
"90.70200","36.95567","0.05569"
"90.70800","36.95621","0.05557"
"90.71400","36.95669","0.05550"
"90.72000","36.95717","0.05561"
"90.72600","36.95770","0.05574"
"90.73200","36.95818","0.05584"
"90.73800","36.95866","0.05578"
"90.74400","36.95914","0.05565"
"90.75000","36.95962","0.05557"
"90.75600","36.96009","0.05547"
"90.76200","36.96064","0.05541"
"90.76800","36.96111","0.05542"
"90.77400","36.96159","0.05537"
"90.78000","36.96207","0.05533"
"90.78600","36.96260","0.05527"
"90.79200","36.96309","0.05528"
"90.79800","36.96356","0.05538"
"90.80400","36.96404","0.05546"
"90.81000","36.96458","0.05559"
"90.81600","36.96506","0.05555"
"90.82200","36.96560","0.05544"
"90.82800","36.96608","0.05537"
"90.83400","36.96661","0.05537"
"90.84000","36.96715","0.05546"
"90.84600","36.96763","0.05556"
"90.85200","36.96817","0.05559"
"90.85800","36.96870","0.05557"
"90.86400","36.96918","0.05562"
"90.87000","36.96972","0.05564"
"90.87600","36.97020","0.05562"
"90.88200","36.97068","0.05555"
"90.88800","36.97116","0.05542"
"90.89400","36.97169","0.05529"
"90.90000","36.97217","0.05521"
"90.90600","36.97265","0.05518"
"90.91200","36.97319","0.05516"
"90.91800","36.97367","0.05511"
"90.92400","36.97421","0.05512"
"90.93000","36.97468","0.05529"
"90.93600","36.97522","0.05541"
"90.94200","36.97570","0.05542"
"90.94800","36.97618","0.05544"
"90.95400","36.97672","0.05543"
"90.96000","36.97720","0.05535"
"90.96600","36.97773","0.05530"
"90.97200","36.97821","0.05529"
"90.97800","36.97875","0.05533"
"90.98400","36.97923","0.05535"
"90.99000","36.97976","0.05544"
"90.99600","36.98024","0.05556"
"91.00200","36.98078","0.05557"
"91.00800","36.98126","0.05553"
"91.01400","36.98174","0.05540"
"91.02000","36.98222","0.05529"
"91.02600","36.98276","0.05524"
"91.03200","36.98323","0.05521"
"91.03800","36.98372","0.05521"
"91.04400","36.98419","0.05524"
"91.05000","36.98473","0.05528"
"91.05600","36.98521","0.05527"
"91.06200","36.98568","0.05525"
"91.06800","36.98616","0.05523"
"91.07400","36.98670","0.05517"
"91.08000","36.98718","0.05520"
"91.08600","36.98766","0.05529"
"91.09200","36.98814","0.05534"
"91.09800","36.98867","0.05533"
"91.10400","36.98915","0.05529"
"91.11000","36.98963","0.05537"
"91.11600","36.99017","0.05546"
"91.12200","36.99071","0.05550"
"91.12800","36.99119","0.05549"
"91.13400","36.99172","0.05544"
"91.14000","36.99220","0.05554"
"91.14600","36.99274","0.05567"
"91.15200","36.99322","0.05577"
"91.15800","36.99370","0.05581"
"91.16400","36.99423","0.05584"
"91.17000","36.99471","0.05588"
"91.17600","36.99519","0.05583"
"91.18200","36.99567","0.05575"
"91.18800","36.99621","0.05565"
"91.19400","36.99669","0.05556"
"91.20000","36.99717","0.05560"
"91.20600","36.99764","0.05562"
"91.21200","36.99818","0.05558"
"91.21800","36.99866","0.05550"
"91.22400","36.99914","0.05540"
"91.23000","36.99968","0.05540"
"91.23600","37.00015","0.05538"
"91.24200","37.00063","0.05541"
"91.24800","37.00117","0.05546"
