End date,"12/26/2016"
Specimen label,"22AG_78"
Maximum Load,"0.26632",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00080"
"0.00600","0.00006","-0.00111"
"0.01200","0.00006","-0.00119"
"0.01800","0.00012","-0.00111"
"0.02400","0.00018","-0.00098"
"0.03000","0.00030","-0.00082"
"0.03600","0.00048","-0.00078"
"0.04200","0.00060","-0.00080"
"0.04800","0.00078","-0.00068"
"0.05400","0.00102","-0.00051"
"0.06000","0.00126","-0.00039"
"0.06600","0.00155","-0.00038"
"0.07200","0.00185","-0.00058"
"0.07800","0.00215","-0.00068"
"0.08400","0.00251","-0.00058"
"0.09000","0.00281","-0.00055"
"0.09600","0.00323","-0.00049"
"0.10200","0.00365","-0.00050"
"0.10800","0.00407","-0.00064"
"0.11400","0.00448","-0.00080"
"0.12000","0.00496","-0.00087"
"0.12600","0.00550","-0.00085"
"0.13200","0.00598","-0.00064"
"0.13800","0.00652","-0.00046"
"0.14400","0.00706","-0.00037"
"0.15000","0.00765","-0.00032"
"0.15600","0.00825","-0.00027"
"0.16200","0.00885","-0.00025"
"0.16800","0.00945","-0.00022"
"0.17400","0.01010","-0.00015"
"0.18000","0.01076","-0.00003"
"0.18600","0.01142","-0.00006"
"0.19200","0.01208","-0.00023"
"0.19800","0.01274","-0.00017"
"0.20400","0.01339","-0.00005"
"0.21000","0.01411","0.00010"
"0.21600","0.01483","0.00027"
"0.22200","0.01549","0.00034"
"0.22800","0.01620","0.00022"
"0.23400","0.01692","0.00004"
"0.24000","0.01758","-0.00017"
"0.24600","0.01824","-0.00025"
"0.25200","0.01889","-0.00032"
"0.25800","0.01955","-0.00037"
"0.26400","0.02021","-0.00014"
"0.27000","0.02087","0.00003"
"0.27600","0.02146","0.00004"
"0.28200","0.02212","-0.00001"
"0.28800","0.02272","-0.00012"
"0.29400","0.02338","-0.00027"
"0.30000","0.02398","-0.00037"
"0.30600","0.02457","-0.00040"
"0.31200","0.02517","-0.00043"
"0.31800","0.02583","-0.00034"
"0.32400","0.02643","-0.00024"
"0.33000","0.02702","-0.00008"
"0.33600","0.02762","0.00011"
"0.34200","0.02822","0.00021"
"0.34800","0.02876","0.00037"
"0.35400","0.02936","0.00041"
"0.36000","0.02989","0.00043"
"0.36600","0.03043","0.00033"
"0.37200","0.03097","0.00016"
"0.37800","0.03151","0.00012"
"0.38400","0.03205","0.00018"
"0.39000","0.03253","0.00026"
"0.39600","0.03312","0.00026"
"0.40200","0.03360","0.00016"
"0.40800","0.03414","-0.00005"
"0.41400","0.03468","0.00000"
"0.42000","0.03522","0.00012"
"0.42600","0.03575","0.00025"
"0.43200","0.03623","0.00034"
"0.43800","0.03677","0.00037"
"0.44400","0.03725","0.00044"
"0.45000","0.03779","0.00048"
"0.45600","0.03833","0.00052"
"0.46200","0.03880","0.00065"
"0.46800","0.03934","0.00081"
"0.47400","0.03982","0.00078"
"0.48000","0.04036","0.00071"
"0.48600","0.04084","0.00051"
"0.49200","0.04131","0.00035"
"0.49800","0.04179","0.00039"
"0.50400","0.04227","0.00037"
"0.51000","0.04281","0.00022"
"0.51600","0.04329","0.00021"
"0.52200","0.04377","0.00024"
"0.52800","0.04424","0.00029"
"0.53400","0.04478","0.00035"
"0.54000","0.04526","0.00030"
"0.54600","0.04574","0.00034"
"0.55200","0.04628","0.00034"
"0.55800","0.04676","0.00021"
"0.56400","0.04723","0.00024"
"0.57000","0.04771","0.00023"
"0.57600","0.04819","0.00019"
"0.58200","0.04873","0.00017"
"0.58800","0.04921","0.00004"
"0.59400","0.04969","-0.00003"
"0.60000","0.05016","0.00002"
"0.60600","0.05070","0.00005"
"0.61200","0.05118","0.00009"
"0.61800","0.05172","0.00012"
"0.62400","0.05220","0.00009"
"0.63000","0.05267","0.00022"
"0.63600","0.05315","0.00033"
"0.64200","0.05363","0.00040"
"0.64800","0.05417","0.00054"
"0.65400","0.05465","0.00059"
"0.66000","0.05513","0.00066"
"0.66600","0.05560","0.00084"
"0.67200","0.05608","0.00094"
"0.67800","0.05662","0.00105"
"0.68400","0.05710","0.00102"
"0.69000","0.05758","0.00085"
"0.69600","0.05806","0.00082"
"0.70200","0.05859","0.00082"
"0.70800","0.05907","0.00078"
"0.71400","0.05961","0.00082"
"0.72000","0.06009","0.00083"
"0.72600","0.06057","0.00083"
"0.73200","0.06110","0.00100"
"0.73800","0.06158","0.00105"
"0.74400","0.06212","0.00100"
"0.75000","0.06260","0.00098"
"0.75600","0.06308","0.00103"
"0.76200","0.06362","0.00111"
"0.76800","0.06409","0.00104"
"0.77400","0.06457","0.00089"
"0.78000","0.06511","0.00087"
