End date,"12/26/2016"
Specimen label,"22AG_77"
Maximum Load,"0.13139",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00021"
"0.00600","0.00000","-0.00033"
"0.01200","0.00000","-0.00049"
"0.01800","0.00012","-0.00059"
"0.02400","0.00018","-0.00047"
"0.03000","0.00030","-0.00037"
"0.03600","0.00042","-0.00029"
"0.04200","0.00060","-0.00015"
"0.04800","0.00078","-0.00016"
"0.05400","0.00102","-0.00008"
"0.06000","0.00126","-0.00006"
"0.06600","0.00155","-0.00006"
"0.07200","0.00185","0.00007"
"0.07800","0.00221","0.00015"
"0.08400","0.00257","0.00017"
"0.09000","0.00299","0.00012"
"0.09600","0.00341","-0.00005"
"0.10200","0.00389","-0.00011"
"0.10800","0.00436","-0.00011"
"0.11400","0.00484","-0.00033"
"0.12000","0.00538","-0.00041"
"0.12600","0.00592","-0.00052"
"0.13200","0.00652","-0.00060"
"0.13800","0.00711","-0.00044"
"0.14400","0.00771","-0.00035"
"0.15000","0.00837","-0.00029"
"0.15600","0.00897","-0.00017"
"0.16200","0.00963","-0.00012"
"0.16800","0.01028","-0.00015"
"0.17400","0.01094","-0.00011"
"0.18000","0.01166","-0.00014"
"0.18600","0.01232","-0.00007"
"0.19200","0.01297","-0.00004"
"0.19800","0.01369","-0.00017"
"0.20400","0.01441","-0.00024"
"0.21000","0.01507","-0.00026"
"0.21600","0.01572","-0.00033"
"0.22200","0.01638","-0.00029"
"0.22800","0.01704","-0.00038"
"0.23400","0.01770","-0.00043"
"0.24000","0.01830","-0.00045"
"0.24600","0.01895","-0.00050"
"0.25200","0.01955","-0.00032"
"0.25800","0.02021","-0.00002"
"0.26400","0.02081","0.00026"
"0.27000","0.02146","0.00053"
"0.27600","0.02206","0.00054"
"0.28200","0.02266","0.00037"
"0.28800","0.02326","0.00037"
"0.29400","0.02386","0.00037"
"0.30000","0.02445","0.00020"
"0.30600","0.02499","0.00011"
"0.31200","0.02559","-0.00002"
"0.31800","0.02619","-0.00006"
"0.32400","0.02679","-0.00008"
"0.33000","0.02732","-0.00007"
"0.33600","0.02786","-0.00006"
"0.34200","0.02840","-0.00006"
"0.34800","0.02894","-0.00006"
"0.35400","0.02948","0.00001"
"0.36000","0.03001","0.00012"
"0.36600","0.03055","0.00007"
"0.37200","0.03109","0.00006"
"0.37800","0.03163","0.00008"
"0.38400","0.03211","0.00009"
"0.39000","0.03265","0.00021"
"0.39600","0.03318","0.00021"
"0.40200","0.03366","0.00016"
"0.40800","0.03420","0.00009"
"0.41400","0.03468","-0.00004"
"0.42000","0.03522","-0.00013"
"0.42600","0.03569","-0.00025"
"0.43200","0.03623","-0.00039"
"0.43800","0.03671","-0.00033"
"0.44400","0.03725","-0.00042"
"0.45000","0.03773","-0.00055"
"0.45600","0.03827","-0.00057"
"0.46200","0.03874","-0.00049"
"0.46800","0.03928","-0.00031"
"0.47400","0.03976","-0.00009"
"0.48000","0.04024","0.00001"
"0.48600","0.04078","0.00018"
"0.49200","0.04125","0.00025"
"0.49800","0.04173","0.00021"
"0.50400","0.04221","0.00020"
"0.51000","0.04275","0.00017"
"0.51600","0.04323","0.00012"
"0.52200","0.04371","0.00010"
"0.52800","0.04418","-0.00004"
"0.53400","0.04472","-0.00016"
"0.54000","0.04520","-0.00009"
"0.54600","0.04568","0.00000"
"0.55200","0.04622","0.00013"
"0.55800","0.04670","0.00015"
"0.56400","0.04717","-0.00009"
"0.57000","0.04771","-0.00032"
"0.57600","0.04819","-0.00043"
"0.58200","0.04873","-0.00054"
"0.58800","0.04921","-0.00057"
"0.59400","0.04974","-0.00048"
"0.60000","0.05022","-0.00045"
"0.60600","0.05070","-0.00045"
"0.61200","0.05118","-0.00047"
"0.61800","0.05172","-0.00045"
"0.62400","0.05220","-0.00032"
"0.63000","0.05267","-0.00027"
"0.63600","0.05315","-0.00022"
"0.64200","0.05369","-0.00014"
"0.64800","0.05417","-0.00017"
"0.65400","0.05471","-0.00010"
"0.66000","0.05519","-0.00004"
"0.66600","0.05566","-0.00010"
"0.67200","0.05620","-0.00016"
"0.67800","0.05668","-0.00023"
"0.68400","0.05722","-0.00028"
"0.69000","0.05770","-0.00026"
"0.69600","0.05818","-0.00031"
"0.70200","0.05871","-0.00026"
"0.70800","0.05919","-0.00007"
"0.71400","0.05973","0.00003"
"0.72000","0.06021","0.00024"
"0.72600","0.06075","0.00035"
"0.73200","0.06122","0.00027"
"0.73800","0.06170","0.00029"
"0.74400","0.06224","0.00029"
"0.75000","0.06272","0.00019"
"0.75600","0.06320","0.00025"
"0.76200","0.06374","0.00031"
"0.76800","0.06421","0.00026"
"0.77400","0.06469","0.00018"
"0.78000","0.06517","0.00002"
"0.78600","0.06571","0.00006"
"0.79200","0.06619","0.00020"
"0.79800","0.06667","0.00016"
"0.80400","0.06720","0.00019"
"0.81000","0.06768","0.00017"
"0.81600","0.06822","0.00000"
"0.82200","0.06870","-0.00020"
"0.82800","0.06918","-0.00037"
"0.83400","0.06971","-0.00051"
"0.84000","0.07019","-0.00052"
"0.84600","0.07067","-0.00058"
"0.85200","0.07121","-0.00055"
"0.85800","0.07169","-0.00043"
"0.86400","0.07217","-0.00041"
"0.87000","0.07270","-0.00041"
"0.87600","0.07318","-0.00040"
"0.88200","0.07372","-0.00053"
"0.88800","0.07420","-0.00046"
"0.89400","0.07474","-0.00040"
"0.90000","0.07522","-0.00038"
"0.90600","0.07569","-0.00030"
"0.91200","0.07617","-0.00032"
"0.91800","0.07671","-0.00029"
"0.92400","0.07719","-0.00024"
"0.93000","0.07767","-0.00029"
"0.93600","0.07820","-0.00033"
"0.94200","0.07868","-0.00029"
"0.94800","0.07916","-0.00037"
"0.95400","0.07970","-0.00044"
"0.96000","0.08018","-0.00049"
"0.96600","0.08066","-0.00054"
"0.97200","0.08113","-0.00053"
"0.97800","0.08167","-0.00057"
"0.98400","0.08215","-0.00050"
"0.99000","0.08263","-0.00046"
"0.99600","0.08317","-0.00043"
"1.00200","0.08365","-0.00032"
"1.00800","0.08418","-0.00022"
"1.01400","0.08466","-0.00018"
"1.02000","0.08514","-0.00002"
"1.02600","0.08568","0.00008"
"1.03200","0.08616","0.00014"
"1.03800","0.08664","0.00018"
"1.04400","0.08717","0.00011"
"1.05000","0.08765","-0.00001"
"1.05600","0.08813","-0.00003"
"1.06200","0.08867","-0.00003"
"1.06800","0.08915","0.00005"
"1.07400","0.08962","0.00018"
"1.08000","0.09016","0.00019"
"1.08600","0.09064","0.00019"
"1.09200","0.09112","0.00006"
"1.09800","0.09166","-0.00012"
"1.10400","0.09214","-0.00015"
"1.11000","0.09267","-0.00021"
"1.11600","0.09315","-0.00033"
"1.12200","0.09363","-0.00033"
"1.12800","0.09417","-0.00026"
"1.13400","0.09465","-0.00036"
"1.14000","0.09513","-0.00046"
"1.14600","0.09566","-0.00059"
"1.15200","0.09614","-0.00051"
"1.15800","0.09668","-0.00040"
"1.16400","0.09716","-0.00029"
"1.17000","0.09770","-0.00017"
"1.17600","0.09817","-0.00011"
"1.18200","0.09871","-0.00013"
"1.18800","0.09919","-0.00004"
"1.19400","0.09973","0.00005"
"1.20000","0.10021","0.00014"
"1.20600","0.10069","0.00028"
"1.21200","0.10122","0.00043"
"1.21800","0.10170","0.00057"
"1.22400","0.10218","0.00071"
"1.23000","0.10272","0.00065"
"1.23600","0.10320","0.00055"
"1.24200","0.10368","0.00045"
"1.24800","0.10421","0.00024"
"1.25400","0.10469","0.00020"
"1.26000","0.10517","0.00027"
"1.26600","0.10571","0.00021"
"1.27200","0.10619","0.00012"
"1.27800","0.10666","0.00014"
"1.28400","0.10714","0.00016"
"1.29000","0.10768","0.00016"
"1.29600","0.10816","0.00006"
"1.30200","0.10870","-0.00004"
"1.30800","0.10918","-0.00020"
"1.31400","0.10971","-0.00030"
"1.32000","0.11019","-0.00015"
"1.32600","0.11073","0.00005"
"1.33200","0.11121","0.00008"
"1.33800","0.11175","0.00017"
"1.34400","0.11222","0.00030"
"1.35000","0.11270","0.00038"
"1.35600","0.11324","0.00041"
"1.36200","0.11372","0.00030"
"1.36800","0.11420","0.00010"
"1.37400","0.11474","0.00000"
"1.38000","0.11521","-0.00021"
"1.38600","0.11569","-0.00027"
"1.39200","0.11617","-0.00021"
"1.39800","0.11671","-0.00019"
"1.40400","0.11719","-0.00017"
"1.41000","0.11767","-0.00026"
"1.41600","0.11820","-0.00041"
"1.42200","0.11868","-0.00039"
"1.42800","0.11916","-0.00046"
"1.43400","0.11964","-0.00054"
"1.44000","0.12018","-0.00034"
"1.44600","0.12066","-0.00024"
"1.45200","0.12119","-0.00013"
"1.45800","0.12167","-0.00005"
"1.46400","0.12221","-0.00004"
"1.47000","0.12269","0.00005"
"1.47600","0.12317","0.00011"
"1.48200","0.12370","0.00013"
"1.48800","0.12418","0.00015"
"1.49400","0.12466","0.00014"
"1.50000","0.12514","0.00008"
"1.50600","0.12562","0.00004"
"1.51200","0.12616","-0.00002"
"1.51800","0.12663","-0.00009"
"1.52400","0.12711","-0.00008"
"1.53000","0.12759","-0.00015"
"1.53600","0.12813","-0.00005"
"1.54200","0.12861","0.00022"
"1.54800","0.12909","0.00033"
"1.55400","0.12962","0.00047"
"1.56000","0.13010","0.00050"
"1.56600","0.13058","0.00039"
"1.57200","0.13112","0.00030"
"1.57800","0.13160","0.00021"
"1.58400","0.13208","0.00004"
"1.59000","0.13261","-0.00016"
"1.59600","0.13309","-0.00018"
"1.60200","0.13357","-0.00008"
"1.60800","0.13411","0.00013"
"1.61400","0.13459","0.00020"
"1.62000","0.13512","0.00023"
"1.62600","0.13560","0.00027"
"1.63200","0.13614","0.00022"
"1.63800","0.13662","0.00021"
"1.64400","0.13716","0.00016"
"1.65000","0.13764","0.00013"
"1.65600","0.13811","0.00014"
"1.66200","0.13865","0.00007"
"1.66800","0.13913","-0.00003"
"1.67400","0.13961","-0.00014"
"1.68000","0.14015","-0.00026"
"1.68600","0.14062","-0.00009"
"1.69200","0.14110","0.00004"
"1.69800","0.14164","0.00001"
"1.70400","0.14212","-0.00002"
"1.71000","0.14266","-0.00001"
"1.71600","0.14314","-0.00002"
"1.72200","0.14367","0.00003"
"1.72800","0.14415","0.00004"
"1.73400","0.14463","0.00018"
"1.74000","0.14517","0.00039"
"1.74600","0.14565","0.00039"
"1.75200","0.14619","0.00025"
"1.75800","0.14666","0.00016"
"1.76400","0.14720","0.00001"
"1.77000","0.14768","-0.00009"
"1.77600","0.14822","-0.00023"
"1.78200","0.14870","-0.00040"
"1.78800","0.14917","-0.00047"
"1.79400","0.14971","-0.00042"
"1.80000","0.15019","-0.00032"
"1.80600","0.15067","-0.00016"
"1.81200","0.15115","-0.00018"
"1.81800","0.15169","-0.00027"
"1.82400","0.15216","-0.00040"
"1.83000","0.15264","-0.00053"
"1.83600","0.15318","-0.00044"
"1.84200","0.15366","-0.00027"
"1.84800","0.15414","-0.00023"
"1.85400","0.15462","-0.00022"
"1.86000","0.15515","-0.00019"
"1.86600","0.15563","-0.00007"
"1.87200","0.15611","-0.00004"
"1.87800","0.15665","-0.00010"
"1.88400","0.15713","-0.00017"
"1.89000","0.15761","-0.00006"
"1.89600","0.15814","-0.00008"
"1.90200","0.15862","0.00011"
"1.90800","0.15916","0.00027"
"1.91400","0.15964","0.00017"
"1.92000","0.16012","0.00004"
"1.92600","0.16065","-0.00013"
"1.93200","0.16113","-0.00029"
"1.93800","0.16161","-0.00038"
"1.94400","0.16215","-0.00035"
"1.95000","0.16263","-0.00032"
"1.95600","0.16311","-0.00032"
"1.96200","0.16358","-0.00036"
"1.96800","0.16412","-0.00033"
"1.97400","0.16460","-0.00009"
"1.98000","0.16508","0.00004"
"1.98600","0.16562","0.00004"
"1.99200","0.16610","0.00004"
"1.99800","0.16657","-0.00005"
"2.00400","0.16711","-0.00012"
"2.01000","0.16759","-0.00018"
"2.01600","0.16813","-0.00025"
"2.02200","0.16861","-0.00019"
"2.02800","0.16914","-0.00022"
"2.03400","0.16962","-0.00045"
"2.04000","0.17010","-0.00049"
"2.04600","0.17064","-0.00050"
"2.05200","0.17112","-0.00038"
"2.05800","0.17166","-0.00025"
"2.06400","0.17213","-0.00031"
"2.07000","0.17261","-0.00032"
"2.07600","0.17315","-0.00027"
"2.08200","0.17363","-0.00029"
"2.08800","0.17411","-0.00031"
"2.09400","0.17459","-0.00034"
"2.10000","0.17512","-0.00034"
"2.10600","0.17560","-0.00024"
"2.11200","0.17608","-0.00021"
"2.11800","0.17656","-0.00017"
"2.12400","0.17710","-0.00006"
"2.13000","0.17757","0.00007"
"2.13600","0.17805","0.00015"
"2.14200","0.17853","0.00030"
"2.14800","0.17907","0.00040"
"2.15400","0.17955","0.00047"
"2.16000","0.18009","0.00046"
"2.16600","0.18056","0.00033"
"2.17200","0.18104","0.00023"
"2.17800","0.18158","0.00013"
"2.18400","0.18212","0.00001"
"2.19000","0.18260","-0.00006"
"2.19600","0.18314","-0.00020"
"2.20200","0.18361","-0.00020"
"2.20800","0.18415","-0.00014"
"2.21400","0.18463","-0.00017"
"2.22000","0.18517","-0.00017"
"2.22600","0.18565","-0.00007"
"2.23200","0.18612","-0.00002"
"2.23800","0.18666","0.00014"
"2.24400","0.18714","0.00027"
"2.25000","0.18768","0.00022"
"2.25600","0.18816","0.00013"
"2.26200","0.18864","-0.00002"
"2.26800","0.18917","-0.00021"
"2.27400","0.18965","-0.00031"
"2.28000","0.19013","-0.00044"
"2.28600","0.19067","-0.00048"
"2.29200","0.19115","-0.00046"
"2.29800","0.19169","-0.00054"
"2.30400","0.19216","-0.00048"
"2.31000","0.19270","-0.00039"
"2.31600","0.19318","-0.00048"
"2.32200","0.19366","-0.00054"
"2.32800","0.19420","-0.00055"
"2.33400","0.19473","-0.00044"
"2.34000","0.19521","-0.00022"
"2.34600","0.19569","-0.00018"
"2.35200","0.19623","-0.00015"
"2.35800","0.19671","-0.00017"
"2.36400","0.19719","-0.00029"
"2.37000","0.19766","-0.00024"
"2.37600","0.19814","-0.00011"
"2.38200","0.19862","-0.00001"
"2.38800","0.19916","0.00013"
"2.39400","0.19964","0.00010"
"2.40000","0.20012","0.00010"
"2.40600","0.20065","0.00025"
"2.41200","0.20113","0.00033"
"2.41800","0.20161","0.00042"
"2.42400","0.20215","0.00051"
"2.43000","0.20263","0.00044"
"2.43600","0.20316","0.00032"
"2.44200","0.20364","0.00028"
"2.44800","0.20418","0.00019"
"2.45400","0.20466","0.00009"
"2.46000","0.20514","0.00003"
"2.46600","0.20568","0.00000"
"2.47200","0.20621","-0.00002"
"2.47800","0.20669","-0.00001"
"2.48400","0.20723","0.00006"
"2.49000","0.20771","0.00017"
"2.49600","0.20825","0.00026"
"2.50200","0.20873","0.00046"
"2.50800","0.20920","0.00058"
"2.51400","0.20968","0.00059"
"2.52000","0.21022","0.00046"
"2.52600","0.21070","0.00035"
"2.53200","0.21118","0.00016"
"2.53800","0.21165","0.00008"
"2.54400","0.21219","0.00010"
"2.55000","0.21267","0.00018"
"2.55600","0.21315","0.00022"
"2.56200","0.21363","0.00012"
"2.56800","0.21417","-0.00010"
"2.57400","0.21464","-0.00015"
"2.58000","0.21512","-0.00023"
"2.58600","0.21560","-0.00032"
"2.59200","0.21614","-0.00030"
"2.59800","0.21662","-0.00019"
"2.60400","0.21716","-0.00002"
"2.61000","0.21763","0.00007"
"2.61600","0.21817","0.00007"
"2.62200","0.21865","0.00017"
"2.62800","0.21913","0.00020"
"2.63400","0.21967","0.00018"
"2.64000","0.22015","0.00023"
"2.64600","0.22062","0.00016"
"2.65200","0.22110","0.00009"
"2.65800","0.22158","0.00004"
"2.66400","0.22206","-0.00001"
"2.67000","0.22260","-0.00002"
"2.67600","0.22307","-0.00009"
"2.68200","0.22355","-0.00027"
"2.68800","0.22409","-0.00029"
"2.69400","0.22457","-0.00033"
"2.70000","0.22505","-0.00035"
"2.70600","0.22559","-0.00021"
"2.71200","0.22606","-0.00013"
"2.71800","0.22660","-0.00013"
"2.72400","0.22708","-0.00002"
"2.73000","0.22756","0.00002"
"2.73600","0.22810","0.00019"
"2.74200","0.22864","0.00053"
"2.74800","0.22911","0.00059"
"2.75400","0.22965","0.00050"
"2.76000","0.23013","0.00043"
"2.76600","0.23067","0.00033"
"2.77200","0.23115","0.00023"
"2.77800","0.23168","0.00006"
