End date,"12/26/2016"
Specimen label,"10AT_64"
Maximum Load,"0.01466",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00008"
"0.00600","0.00000","-0.00004"
"0.01200","0.00006","-0.00003"
"0.01800","0.00012","0.00001"
"0.02400","0.00018","0.00002"
"0.03000","0.00030","0.00003"
"0.03600","0.00042","-0.00002"
"0.04200","0.00060","-0.00014"
"0.04800","0.00084","-0.00019"
"0.05400","0.00102","-0.00012"
"0.06000","0.00132","-0.00013"
"0.06600","0.00161","-0.00011"
"0.07200","0.00191","-0.00004"
"0.07800","0.00227","0.00005"
"0.08400","0.00263","0.00015"
"0.09000","0.00305","0.00014"
"0.09600","0.00347","0.00027"
"0.10200","0.00395","0.00044"
"0.10800","0.00448","0.00054"
"0.11400","0.00496","0.00074"
"0.12000","0.00550","0.00072"
"0.12600","0.00610","0.00053"
"0.13200","0.00664","0.00036"
"0.13800","0.00723","0.00021"
"0.14400","0.00789","0.00015"
"0.15000","0.00849","0.00010"
"0.15600","0.00915","-0.00008"
"0.16200","0.00981","-0.00015"
"0.16800","0.01046","-0.00015"
"0.17400","0.01112","-0.00022"
"0.18000","0.01178","-0.00025"
"0.18600","0.01244","-0.00028"
"0.19200","0.01309","-0.00025"
"0.19800","0.01375","-0.00014"
"0.20400","0.01441","-0.00010"
"0.21000","0.01507","0.00001"
"0.21600","0.01572","0.00021"
"0.22200","0.01638","0.00031"
"0.22800","0.01704","0.00027"
"0.23400","0.01770","0.00014"
"0.24000","0.01836","-0.00003"
"0.24600","0.01901","-0.00008"
"0.25200","0.01961","-0.00017"
"0.25800","0.02027","-0.00035"
"0.26400","0.02087","-0.00043"
"0.27000","0.02152","-0.00050"
"0.27600","0.02212","-0.00059"
"0.28200","0.02272","-0.00056"
"0.28800","0.02332","-0.00049"
"0.29400","0.02392","-0.00040"
"0.30000","0.02451","-0.00018"
"0.30600","0.02511","0.00003"
"0.31200","0.02565","0.00014"
"0.31800","0.02625","0.00017"
"0.32400","0.02679","0.00006"
"0.33000","0.02732","0.00005"
"0.33600","0.02786","0.00005"
"0.34200","0.02846","0.00006"
"0.34800","0.02900","0.00011"
"0.35400","0.02954","0.00015"
"0.36000","0.03007","0.00021"
"0.36600","0.03061","0.00020"
"0.37200","0.03109","0.00019"
"0.37800","0.03163","0.00011"
"0.38400","0.03217","0.00020"
"0.39000","0.03270","0.00014"
"0.39600","0.03318","0.00016"
"0.40200","0.03372","0.00022"
"0.40800","0.03420","0.00019"
"0.41400","0.03474","0.00016"
"0.42000","0.03528","0.00007"
"0.42600","0.03581","-0.00003"
"0.43200","0.03629","0.00002"
"0.43800","0.03683","0.00001"
"0.44400","0.03731","-0.00010"
"0.45000","0.03785","-0.00020"
"0.45600","0.03833","-0.00034"
"0.46200","0.03880","-0.00048"
"0.46800","0.03934","-0.00052"
"0.47400","0.03982","-0.00057"
"0.48000","0.04030","-0.00060"
"0.48600","0.04084","-0.00059"
"0.49200","0.04131","-0.00063"
"0.49800","0.04185","-0.00052"
"0.50400","0.04233","-0.00041"
"0.51000","0.04281","-0.00039"
"0.51600","0.04335","-0.00039"
"0.52200","0.04383","-0.00053"
"0.52800","0.04430","-0.00053"
"0.53400","0.04478","-0.00043"
"0.54000","0.04526","-0.00032"
"0.54600","0.04580","-0.00021"
"0.55200","0.04628","-0.00006"
"0.55800","0.04676","-0.00003"
"0.56400","0.04729","0.00007"
"0.57000","0.04777","0.00014"
"0.57600","0.04831","0.00011"
"0.58200","0.04879","0.00006"
"0.58800","0.04927","0.00006"
"0.59400","0.04980","-0.00006"
"0.60000","0.05028","-0.00016"
"0.60600","0.05076","-0.00032"
"0.61200","0.05124","-0.00047"
"0.61800","0.05172","-0.00054"
"0.62400","0.05226","-0.00059"
"0.63000","0.05273","-0.00050"
"0.63600","0.05321","-0.00035"
"0.64200","0.05369","-0.00023"
"0.64800","0.05423","-0.00017"
"0.65400","0.05471","-0.00018"
"0.66000","0.05519","-0.00015"
"0.66600","0.05566","-0.00015"
"0.67200","0.05620","-0.00022"
"0.67800","0.05668","-0.00028"
"0.68400","0.05716","-0.00030"
"0.69000","0.05764","-0.00047"
"0.69600","0.05818","-0.00065"
"0.70200","0.05865","-0.00056"
"0.70800","0.05919","-0.00055"
"0.71400","0.05967","-0.00057"
"0.72000","0.06015","-0.00053"
"0.72600","0.06069","-0.00058"
"0.73200","0.06116","-0.00051"
"0.73800","0.06170","-0.00036"
"0.74400","0.06218","-0.00022"
"0.75000","0.06266","-0.00011"
"0.75600","0.06320","-0.00014"
"0.76200","0.06368","-0.00020"
"0.76800","0.06415","-0.00011"
"0.77400","0.06469","-0.00010"
"0.78000","0.06517","-0.00009"
"0.78600","0.06565","-0.00006"
"0.79200","0.06619","-0.00004"
"0.79800","0.06667","-0.00003"
"0.80400","0.06714","0.00001"
"0.81000","0.06768","-0.00010"
"0.81600","0.06816","-0.00012"
"0.82200","0.06864","-0.00021"
"0.82800","0.06918","-0.00021"
"0.83400","0.06965","-0.00008"
"0.84000","0.07019","-0.00006"
"0.84600","0.07067","-0.00002"
"0.85200","0.07121","0.00006"
"0.85800","0.07169","0.00008"
"0.86400","0.07217","0.00006"
"0.87000","0.07270","-0.00005"
"0.87600","0.07318","-0.00010"
"0.88200","0.07372","-0.00009"
"0.88800","0.07420","-0.00013"
"0.89400","0.07468","-0.00018"
"0.90000","0.07522","-0.00008"
"0.90600","0.07569","-0.00003"
"0.91200","0.07623","0.00001"
"0.91800","0.07671","-0.00008"
"0.92400","0.07725","-0.00015"
"0.93000","0.07773","-0.00004"
"0.93600","0.07820","0.00010"
"0.94200","0.07874","0.00006"
"0.94800","0.07922","0.00000"
"0.95400","0.07970","-0.00001"
"0.96000","0.08024","-0.00005"
"0.96600","0.08072","0.00000"
"0.97200","0.08119","-0.00006"
"0.97800","0.08173","-0.00017"
"0.98400","0.08221","-0.00009"
"0.99000","0.08275","-0.00007"
"0.99600","0.08323","-0.00003"
"1.00200","0.08377","-0.00004"
"1.00800","0.08424","-0.00008"
"1.01400","0.08472","-0.00008"
"1.02000","0.08520","-0.00003"
"1.02600","0.08574","-0.00001"
"1.03200","0.08622","-0.00002"
"1.03800","0.08675","-0.00013"
"1.04400","0.08723","-0.00022"
"1.05000","0.08771","-0.00017"
"1.05600","0.08825","-0.00013"
"1.06200","0.08879","-0.00015"
"1.06800","0.08927","-0.00013"
"1.07400","0.08974","-0.00018"
"1.08000","0.09028","-0.00015"
"1.08600","0.09076","-0.00015"
"1.09200","0.09130","-0.00016"
"1.09800","0.09178","-0.00008"
"1.10400","0.09226","-0.00007"
"1.11000","0.09273","-0.00006"
"1.11600","0.09327","0.00012"
"1.12200","0.09375","0.00022"
"1.12800","0.09423","0.00020"
"1.13400","0.09477","0.00016"
"1.14000","0.09524","0.00001"
"1.14600","0.09572","-0.00006"
"1.15200","0.09620","0.00005"
"1.15800","0.09674","0.00005"
"1.16400","0.09722","0.00010"
"1.17000","0.09770","0.00006"
"1.17600","0.09823","-0.00006"
"1.18200","0.09871","-0.00007"
"1.18800","0.09919","-0.00005"
"1.19400","0.09973","-0.00008"
"1.20000","0.10021","0.00011"
"1.20600","0.10069","0.00022"
"1.21200","0.10122","0.00039"
"1.21800","0.10170","0.00058"
"1.22400","0.10218","0.00055"
"1.23000","0.10272","0.00045"
"1.23600","0.10320","0.00042"
"1.24200","0.10368","0.00042"
"1.24800","0.10421","0.00045"
"1.25400","0.10469","0.00041"
"1.26000","0.10517","0.00032"
"1.26600","0.10571","0.00021"
"1.27200","0.10619","0.00000"
"1.27800","0.10666","-0.00009"
"1.28400","0.10720","0.00002"
"1.29000","0.10768","0.00006"
"1.29600","0.10816","0.00007"
"1.30200","0.10870","0.00007"
"1.30800","0.10918","0.00008"
"1.31400","0.10965","0.00015"
"1.32000","0.11019","0.00015"
"1.32600","0.11067","0.00011"
"1.33200","0.11115","0.00009"
"1.33800","0.11169","-0.00004"
"1.34400","0.11217","0.00001"
"1.35000","0.11264","0.00017"
"1.35600","0.11318","0.00018"
"1.36200","0.11366","0.00001"
"1.36800","0.11414","-0.00012"
"1.37400","0.11468","-0.00017"
"1.38000","0.11515","-0.00005"
"1.38600","0.11563","0.00007"
"1.39200","0.11617","0.00014"
"1.39800","0.11665","0.00023"
"1.40400","0.11719","0.00024"
"1.41000","0.11767","0.00023"
"1.41600","0.11820","0.00034"
"1.42200","0.11868","0.00037"
"1.42800","0.11916","0.00030"
"1.43400","0.11970","0.00038"
"1.44000","0.12018","0.00033"
"1.44600","0.12072","0.00034"
"1.45200","0.12119","0.00044"
"1.45800","0.12167","0.00040"
"1.46400","0.12221","0.00029"
"1.47000","0.12269","0.00016"
"1.47600","0.12323","0.00009"
"1.48200","0.12370","0.00018"
"1.48800","0.12418","0.00022"
"1.49400","0.12472","0.00016"
"1.50000","0.12520","0.00013"
"1.50600","0.12574","0.00001"
"1.51200","0.12622","-0.00007"
"1.51800","0.12669","-0.00001"
"1.52400","0.12717","-0.00002"
"1.53000","0.12771","0.00001"
"1.53600","0.12819","-0.00002"
"1.54200","0.12873","-0.00007"
"1.54800","0.12921","-0.00013"
"1.55400","0.12974","-0.00027"
"1.56000","0.13022","-0.00041"
"1.56600","0.13076","-0.00041"
"1.57200","0.13124","-0.00038"
"1.57800","0.13178","-0.00031"
"1.58400","0.13225","-0.00009"
"1.59000","0.13279","-0.00003"
"1.59600","0.13327","-0.00001"
"1.60200","0.13375","0.00006"
"1.60800","0.13429","0.00005"
"1.61400","0.13477","0.00014"
"1.62000","0.13524","0.00025"
"1.62600","0.13572","0.00019"
"1.63200","0.13626","0.00010"
"1.63800","0.13674","0.00007"
"1.64400","0.13722","0.00014"
"1.65000","0.13776","0.00031"
"1.65600","0.13823","0.00032"
"1.66200","0.13871","0.00030"
"1.66800","0.13919","0.00022"
"1.67400","0.13973","0.00010"
"1.68000","0.14021","0.00015"
"1.68600","0.14068","0.00009"
"1.69200","0.14122","-0.00015"
"1.69800","0.14170","-0.00026"
"1.70400","0.14224","-0.00022"
"1.71000","0.14272","-0.00015"
"1.71600","0.14326","-0.00004"
"1.72200","0.14373","0.00001"
"1.72800","0.14421","0.00006"
"1.73400","0.14469","0.00011"
"1.74000","0.14523","0.00008"
"1.74600","0.14571","0.00001"
"1.75200","0.14619","-0.00002"
"1.75800","0.14666","-0.00006"
"1.76400","0.14714","-0.00004"
"1.77000","0.14768","-0.00010"
"1.77600","0.14816","-0.00015"
"1.78200","0.14864","-0.00017"
"1.78800","0.14917","-0.00011"
"1.79400","0.14965","0.00001"
"1.80000","0.15013","0.00024"
"1.80600","0.15067","0.00033"
"1.81200","0.15115","0.00035"
"1.81800","0.15163","0.00035"
"1.82400","0.15216","0.00025"
"1.83000","0.15264","0.00029"
"1.83600","0.15318","0.00045"
"1.84200","0.15366","0.00056"
"1.84800","0.15414","0.00055"
"1.85400","0.15468","0.00042"
"1.86000","0.15515","0.00028"
"1.86600","0.15569","0.00022"
"1.87200","0.15617","0.00006"
"1.87800","0.15671","-0.00003"
"1.88400","0.15719","-0.00005"
"1.89000","0.15772","-0.00014"
"1.89600","0.15820","-0.00020"
"1.90200","0.15868","-0.00023"
"1.90800","0.15922","-0.00041"
"1.91400","0.15970","-0.00047"
"1.92000","0.16018","-0.00039"
"1.92600","0.16065","-0.00035"
"1.93200","0.16119","-0.00029"
"1.93800","0.16167","-0.00028"
"1.94400","0.16221","-0.00034"
"1.95000","0.16269","-0.00036"
"1.95600","0.16323","-0.00047"
"1.96200","0.16370","-0.00035"
"1.96800","0.16424","-0.00019"
"1.97400","0.16472","-0.00016"
"1.98000","0.16520","-0.00016"
"1.98600","0.16574","-0.00018"
"1.99200","0.16621","-0.00026"
"1.99800","0.16675","-0.00015"
"2.00400","0.16723","-0.00020"
"2.01000","0.16771","-0.00031"
"2.01600","0.16825","-0.00032"
"2.02200","0.16873","-0.00048"
"2.02800","0.16926","-0.00062"
"2.03400","0.16974","-0.00060"
"2.04000","0.17022","-0.00056"
"2.04600","0.17070","-0.00045"
"2.05200","0.17124","-0.00034"
"2.05800","0.17172","-0.00036"
"2.06400","0.17219","-0.00038"
"2.07000","0.17267","-0.00031"
"2.07600","0.17321","-0.00031"
"2.08200","0.17369","-0.00026"
"2.08800","0.17417","-0.00026"
"2.09400","0.17471","-0.00026"
"2.10000","0.17518","-0.00009"
"2.10600","0.17572","0.00000"
"2.11200","0.17620","0.00001"
"2.11800","0.17674","-0.00006"
"2.12400","0.17722","-0.00020"
"2.13000","0.17769","-0.00023"
"2.13600","0.17823","-0.00022"
"2.14200","0.17871","-0.00029"
"2.14800","0.17925","-0.00032"
"2.15400","0.17973","-0.00040"
"2.16000","0.18027","-0.00045"
"2.16600","0.18074","-0.00043"
"2.17200","0.18122","-0.00042"
"2.17800","0.18176","-0.00030"
"2.18400","0.18224","-0.00013"
"2.19000","0.18272","-0.00015"
"2.19600","0.18325","-0.00006"
"2.20200","0.18373","0.00002"
"2.20800","0.18421","0.00003"
"2.21400","0.18475","0.00004"
"2.22000","0.18523","0.00004"
"2.22600","0.18571","-0.00002"
"2.23200","0.18624","0.00008"
"2.23800","0.18672","0.00011"
"2.24400","0.18720","0.00000"
"2.25000","0.18768","-0.00016"
"2.25600","0.18822","-0.00032"
"2.26200","0.18870","-0.00038"
"2.26800","0.18917","-0.00031"
"2.27400","0.18971","-0.00027"
"2.28000","0.19019","-0.00012"
"2.28600","0.19067","-0.00005"
"2.29200","0.19121","-0.00006"
"2.29800","0.19169","0.00009"
"2.30400","0.19222","0.00028"
"2.31000","0.19270","0.00029"
"2.31600","0.19318","0.00027"
"2.32200","0.19372","0.00028"
"2.32800","0.19420","0.00033"
"2.33400","0.19467","0.00047"
"2.34000","0.19515","0.00051"
"2.34600","0.19569","0.00058"
"2.35200","0.19617","0.00066"
"2.35800","0.19671","0.00054"
"2.36400","0.19719","0.00039"
"2.37000","0.19766","0.00029"
"2.37600","0.19814","0.00021"
"2.38200","0.19862","0.00022"
"2.38800","0.19916","0.00031"
"2.39400","0.19964","0.00047"
"2.40000","0.20012","0.00065"
"2.40600","0.20065","0.00062"
"2.41200","0.20113","0.00058"
"2.41800","0.20167","0.00053"
"2.42400","0.20215","0.00043"
"2.43000","0.20269","0.00026"
"2.43600","0.20316","0.00004"
"2.44200","0.20370","-0.00003"
"2.44800","0.20418","0.00016"
"2.45400","0.20466","0.00033"
"2.46000","0.20520","0.00038"
"2.46600","0.20568","0.00033"
"2.47200","0.20615","0.00013"
"2.47800","0.20663","0.00009"
"2.48400","0.20717","0.00018"
"2.49000","0.20765","0.00013"
"2.49600","0.20819","0.00010"
"2.50200","0.20867","0.00007"
"2.50800","0.20914","-0.00003"
"2.51400","0.20968","-0.00007"
"2.52000","0.21016","-0.00012"
"2.52600","0.21070","-0.00017"
"2.53200","0.21118","-0.00008"
"2.53800","0.21171","-0.00007"
"2.54400","0.21219","-0.00009"
"2.55000","0.21273","0.00002"
