End date,"12/26/2016"
Specimen label,"22AG_80"
Maximum Load,"0.17213",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","0.00011"
"0.00600","0.00000","0.00008"
"0.01200","0.00000","0.00011"
"0.01800","0.00012","0.00015"
"0.02400","0.00018","0.00014"
"0.03000","0.00030","0.00008"
"0.03600","0.00048","-0.00005"
"0.04200","0.00060","-0.00009"
"0.04800","0.00078","0.00001"
"0.05400","0.00102","0.00005"
"0.06000","0.00126","0.00006"
"0.06600","0.00149","0.00000"
"0.07200","0.00185","-0.00013"
"0.07800","0.00215","-0.00021"
"0.08400","0.00245","-0.00024"
"0.09000","0.00281","-0.00011"
"0.09600","0.00323","-0.00002"
"0.10200","0.00359","-0.00015"
"0.10800","0.00401","-0.00024"
"0.11400","0.00448","-0.00027"
"0.12000","0.00496","-0.00023"
"0.12600","0.00544","-0.00007"
"0.13200","0.00598","0.00010"
"0.13800","0.00652","0.00016"
"0.14400","0.00706","0.00013"
"0.15000","0.00765","0.00004"
"0.15600","0.00825","-0.00003"
"0.16200","0.00885","-0.00003"
"0.16800","0.00951","-0.00018"
"0.17400","0.01016","-0.00026"
"0.18000","0.01082","-0.00031"
"0.18600","0.01148","-0.00031"
"0.19200","0.01214","-0.00016"
"0.19800","0.01279","0.00017"
"0.20400","0.01345","0.00039"
"0.21000","0.01411","0.00056"
"0.21600","0.01483","0.00051"
"0.22200","0.01549","0.00038"
"0.22800","0.01614","0.00028"
"0.23400","0.01680","0.00007"
"0.24000","0.01752","-0.00011"
"0.24600","0.01818","-0.00009"
"0.25200","0.01883","0.00000"
"0.25800","0.01949","0.00016"
"0.26400","0.02021","0.00032"
"0.27000","0.02087","0.00026"
"0.27600","0.02152","0.00027"
"0.28200","0.02212","0.00024"
"0.28800","0.02278","0.00023"
"0.29400","0.02344","0.00037"
"0.30000","0.02404","0.00051"
"0.30600","0.02463","0.00049"
"0.31200","0.02523","0.00048"
"0.31800","0.02583","0.00036"
"0.32400","0.02643","0.00023"
"0.33000","0.02697","0.00010"
"0.33600","0.02756","-0.00001"
"0.34200","0.02816","-0.00008"
"0.34800","0.02870","-0.00023"
"0.35400","0.02930","-0.00029"
"0.36000","0.02983","-0.00004"
"0.36600","0.03037","0.00019"
"0.37200","0.03097","0.00023"
"0.37800","0.03151","0.00039"
"0.38400","0.03205","0.00053"
"0.39000","0.03259","0.00063"
"0.39600","0.03312","0.00068"
"0.40200","0.03366","0.00068"
"0.40800","0.03414","0.00070"
"0.41400","0.03468","0.00077"
"0.42000","0.03522","0.00069"
"0.42600","0.03575","0.00061"
"0.43200","0.03623","0.00047"
"0.43800","0.03677","0.00030"
"0.44400","0.03731","0.00021"
"0.45000","0.03779","0.00014"
"0.45600","0.03833","0.00008"
"0.46200","0.03880","0.00005"
"0.46800","0.03928","0.00001"
"0.47400","0.03982","0.00003"
"0.48000","0.04030","0.00012"
"0.48600","0.04084","0.00019"
"0.49200","0.04131","0.00039"
"0.49800","0.04179","0.00054"
"0.50400","0.04233","0.00053"
"0.51000","0.04281","0.00062"
"0.51600","0.04335","0.00065"
"0.52200","0.04383","0.00065"
"0.52800","0.04436","0.00060"
"0.53400","0.04484","0.00042"
"0.54000","0.04532","0.00019"
"0.54600","0.04580","-0.00003"
"0.55200","0.04634","-0.00022"
"0.55800","0.04682","-0.00030"
"0.56400","0.04729","-0.00036"
"0.57000","0.04777","-0.00044"
"0.57600","0.04825","-0.00036"
"0.58200","0.04879","-0.00028"
"0.58800","0.04927","-0.00021"
"0.59400","0.04974","0.00000"
"0.60000","0.05022","0.00010"
"0.60600","0.05076","0.00018"
"0.61200","0.05124","0.00019"
"0.61800","0.05172","0.00003"
"0.62400","0.05220","-0.00002"
"0.63000","0.05273","0.00005"
"0.63600","0.05321","0.00015"
"0.64200","0.05369","0.00031"
"0.64800","0.05423","0.00045"
"0.65400","0.05471","0.00048"
"0.66000","0.05525","0.00039"
"0.66600","0.05572","0.00027"
"0.67200","0.05620","0.00017"
"0.67800","0.05674","0.00013"
"0.68400","0.05722","0.00011"
"0.69000","0.05770","0.00015"
"0.69600","0.05824","0.00027"
"0.70200","0.05871","0.00029"
"0.70800","0.05919","0.00025"
"0.71400","0.05973","0.00025"
"0.72000","0.06021","0.00022"
"0.72600","0.06069","0.00039"
"0.73200","0.06116","0.00045"
"0.73800","0.06170","0.00028"
"0.74400","0.06218","0.00025"
"0.75000","0.06272","0.00036"
"0.75600","0.06320","0.00053"
"0.76200","0.06374","0.00077"
"0.76800","0.06421","0.00078"
"0.77400","0.06469","0.00064"
"0.78000","0.06523","0.00050"
"0.78600","0.06571","0.00021"
"0.79200","0.06619","0.00008"
"0.79800","0.06667","0.00015"
"0.80400","0.06720","0.00026"
"0.81000","0.06768","0.00039"
"0.81600","0.06816","0.00041"
"0.82200","0.06870","0.00040"
"0.82800","0.06918","0.00053"
"0.83400","0.06971","0.00057"
"0.84000","0.07019","0.00052"
"0.84600","0.07067","0.00065"
"0.85200","0.07121","0.00073"
"0.85800","0.07169","0.00080"
"0.86400","0.07217","0.00091"
"0.87000","0.07270","0.00098"
"0.87600","0.07318","0.00102"
"0.88200","0.07372","0.00106"
"0.88800","0.07420","0.00094"
"0.89400","0.07468","0.00093"
"0.90000","0.07522","0.00088"
"0.90600","0.07569","0.00070"
"0.91200","0.07623","0.00069"
"0.91800","0.07671","0.00069"
"0.92400","0.07725","0.00070"
"0.93000","0.07773","0.00083"
"0.93600","0.07820","0.00091"
"0.94200","0.07874","0.00099"
"0.94800","0.07922","0.00099"
"0.95400","0.07970","0.00093"
"0.96000","0.08024","0.00092"
"0.96600","0.08072","0.00086"
"0.97200","0.08119","0.00080"
"0.97800","0.08173","0.00089"
"0.98400","0.08221","0.00094"
"0.99000","0.08269","0.00099"
"0.99600","0.08323","0.00115"
"1.00200","0.08371","0.00113"
"1.00800","0.08418","0.00109"
"1.01400","0.08472","0.00101"
"1.02000","0.08520","0.00089"
"1.02600","0.08574","0.00100"
"1.03200","0.08622","0.00105"
"1.03800","0.08675","0.00085"
"1.04400","0.08723","0.00073"
"1.05000","0.08777","0.00071"
"1.05600","0.08825","0.00064"
"1.06200","0.08879","0.00071"
"1.06800","0.08927","0.00087"
"1.07400","0.08974","0.00102"
"1.08000","0.09022","0.00115"
"1.08600","0.09070","0.00114"
"1.09200","0.09124","0.00110"
"1.09800","0.09172","0.00098"
"1.10400","0.09220","0.00084"
"1.11000","0.09267","0.00089"
"1.11600","0.09315","0.00098"
"1.12200","0.09369","0.00100"
"1.12800","0.09417","0.00102"
"1.13400","0.09465","0.00096"
"1.14000","0.09518","0.00097"
"1.14600","0.09566","0.00114"
"1.15200","0.09614","0.00130"
"1.15800","0.09668","0.00139"
