"","date","analysis_date","filename","specimen_label","max_load","dist_max","median","variance","num_threads_used"
"535","2/26/2017","05/16/18","PV_170226_3Specimen_RawData_6.csv","4CT_32_pl","0.14378",0.098798385655539,9999,9999,1
"536","11/4/2016","09/04/18","PV_161104Specimen_RawData_5.csv","","1.49282",9999,9999,9999,0
"537","11/14/2016","09/04/18","PV_161114Specimen_RawData_2.csv","20AG60","1.40394",0.204291462673932,0.20925,0.0690535142031853,7
"538","11/14/2016","09/04/18","PV_161114Specimen_RawData_3.csv","20AG59","0.54546",0.173898164642648,0.16539,0.085309701675718,7
"539","11/14/2016","09/04/18","PV_161114Specimen_RawData_4.csv","20AG64U","0.26425",0.112249758494889,0.182785,0.101137482913112,2
"540","11/14/2016","09/04/18","PV_161114Specimen_RawData_5.csv","20BT61","0.31734",0.0975778768546542,0.134405,0.113178570306691,6
"541","11/14/2016","09/04/18","PV_161114Specimen_RawData_6.csv","20BT63.2","0.14899",0.0975778768546542,9999,9999,1
"542","11/14/2016","09/04/18","PV_161114Specimen_RawData_7.csv","20BT63.2.r2","0.05861",0.0509984183117594,0.046565,0.00635688996286707,2
"543","11/14/2016","09/04/18","PV_161114Specimen_RawData_8.csv","20BT60","0.35281",0.162316261803893,0.16035,0.075202795958661,5
"544","11/14/2016","09/04/18","PV_161114Specimen_RawData_9.csv","20BT57","0.48450",0.0801432855237701,0.10422,0.0899573514723981,8
