"comment","sysdate","wd_traj","wd_peaks","wd_del_traj_plot","wd_del_hist_plot","wd_deltas","wd_analysis_date"
"Info for this run. First time making an annotation file",2018-09-05 11:37:03,"~/threads/Trajectories_together","~/threads/PeakValley","~/threads/analysis2018-09-05 11:37:03/del_traj_plot","~/threads/analysis2018-09-05 11:37:03/del_hist_plot","~/threads/analysis2018-09-05 11:37:03/deltas","~/threads/analysis2018-09-05 11:37:03"
