End date,"11/14/2016"
Specimen label,"20BT63.2"
Maximum Load,"0.14899",N

Time,Extension,Load
(s),(mm),(N)
"55.99800","4.66663","0.00417"
"56.00400","4.66711","0.00429"
"56.01000","4.66765","0.00439"
"56.01600","4.66813","0.00439"
"56.02200","4.66861","0.00423"
"56.02800","4.66914","0.00419"
"56.03400","4.66962","0.00420"
"56.04000","4.67010","0.00419"
"56.04600","4.67058","0.00427"
"56.05200","4.67106","0.00434"
"56.05800","4.67160","0.00441"
"56.06400","4.67207","0.00445"
"56.07000","4.67261","0.00451"
"56.07600","4.67315","0.00471"
"56.08200","4.67363","0.00475"
"56.08800","4.67417","0.00467"
"56.09400","4.67470","0.00457"
"56.10000","4.67518","0.00458"
"56.10600","4.67566","0.00489"
"56.11200","4.67620","0.00518"
"56.11800","4.67668","0.00521"
"56.12400","4.67716","0.00506"
"56.13000","4.67769","0.00481"
"56.13600","4.67817","0.00461"
"56.14200","4.67865","0.00431"
"56.14800","4.67919","0.00402"
"56.15400","4.67967","0.00387"
"56.16000","4.68021","0.00378"
"56.16600","4.68068","0.00362"
"56.17200","4.68116","0.00342"
"56.17800","4.68170","0.00336"
"56.18400","4.68218","0.00354"
"56.19000","4.68266","0.00360"
"56.19600","4.68319","0.00359"
"56.20200","4.68367","0.00371"
"56.20800","4.68421","0.00375"
"56.21400","4.68469","0.00360"
"56.22000","4.68523","0.00334"
"56.22600","4.68571","0.00325"
"56.23200","4.68624","0.00341"
"56.23800","4.68672","0.00355"
"56.24400","4.68726","0.00370"
"56.25000","4.68774","0.00371"
"56.25600","4.68822","0.00360"
"56.26200","4.68869","0.00355"
"56.26800","4.68923","0.00369"
"56.27400","4.68971","0.00373"
"56.28000","4.69019","0.00369"
"56.28600","4.69067","0.00363"
"56.29200","4.69115","0.00360"
"56.29800","4.69168","0.00349"
"56.30400","4.69216","0.00350"
"56.31000","4.69270","0.00354"
"56.31600","4.69318","0.00360"
"56.32200","4.69366","0.00363"
"56.32800","4.69420","0.00370"
"56.33400","4.69467","0.00383"
"56.34000","4.69521","0.00394"
"56.34600","4.69569","0.00397"
"56.35200","4.69623","0.00385"
"56.35800","4.69671","0.00380"
"56.36400","4.69725","0.00363"
"56.37000","4.69772","0.00337"
"56.37600","4.69826","0.00315"
"56.38200","4.69874","0.00296"
"56.38800","4.69928","0.00289"
"56.39400","4.69976","0.00287"
"56.40000","4.70023","0.00292"
"56.40600","4.70071","0.00307"
"56.41200","4.70125","0.00314"
"56.41800","4.70173","0.00320"
"56.42400","4.70227","0.00329"
"56.43000","4.70275","0.00331"
"56.43600","4.70322","0.00325"
"56.44200","4.70370","0.00322"
"56.44800","4.70418","0.00322"
"56.45400","4.70472","0.00336"
"56.46000","4.70520","0.00361"
"56.46600","4.70568","0.00386"
"56.47200","4.70615","0.00390"
"56.47800","4.70663","0.00392"
"56.48400","4.70717","0.00393"
"56.49000","4.70765","0.00386"
"56.49600","4.70819","0.00393"
"56.50200","4.70866","0.00383"
"56.50800","4.70914","0.00360"
"56.51400","4.70968","0.00347"
"56.52000","4.71016","0.00330"
"56.52600","4.71070","0.00321"
"56.53200","4.71118","0.00319"
"56.53800","4.71165","0.00334"
"56.54400","4.71219","0.00355"
"56.55000","4.71267","0.00384"
"56.55600","4.71315","0.00415"
"56.56200","4.71363","0.00446"
"56.56800","4.71411","0.00451"
"56.57400","4.71458","0.00453"
"56.58000","4.71512","0.00458"
"56.58600","4.71560","0.00447"
"56.59200","4.71608","0.00440"
"56.59800","4.71662","0.00448"
"56.60400","4.71710","0.00451"
"56.61000","4.71757","0.00439"
"56.61600","4.71811","0.00413"
"56.62200","4.71859","0.00407"
"56.62800","4.71913","0.00411"
"56.63400","4.71961","0.00413"
"56.64000","4.72014","0.00405"
"56.64600","4.72068","0.00395"
"56.65200","4.72116","0.00392"
"56.65800","4.72170","0.00392"
"56.66400","4.72218","0.00391"
"56.67000","4.72272","0.00392"
"56.67600","4.72319","0.00378"
"56.68200","4.72373","0.00364"
"56.68800","4.72421","0.00334"
"56.69400","4.72469","0.00326"
"56.70000","4.72523","0.00342"
"56.70600","4.72570","0.00391"
"56.71200","4.72618","0.00422"
"56.71800","4.72672","0.00409"
"56.72400","4.72720","0.00377"
"56.73000","4.72774","0.00349"
"56.73600","4.72822","0.00324"
"56.74200","4.72869","0.00315"
"56.74800","4.72923","0.00304"
"56.75400","4.72971","0.00308"
"56.76000","4.73019","0.00331"
"56.76600","4.73073","0.00358"
"56.77200","4.73121","0.00365"
"56.77800","4.73168","0.00385"
"56.78400","4.73222","0.00402"
"56.79000","4.73270","0.00415"
"56.79600","4.73324","0.00435"
"56.80200","4.73372","0.00446"
"56.80800","4.73425","0.00463"
"56.81400","4.73473","0.00480"
"56.82000","4.73527","0.00503"
"56.82600","4.73575","0.00515"
"56.83200","4.73623","0.00527"
"56.83800","4.73671","0.00503"
"56.84400","4.73718","0.00460"
"56.85000","4.73772","0.00430"
"56.85600","4.73820","0.00393"
"56.86200","4.73868","0.00377"
"56.86800","4.73922","0.00368"
"56.87400","4.73970","0.00390"
"56.88000","4.74017","0.00400"
"56.88600","4.74071","0.00394"
"56.89200","4.74119","0.00373"
"56.89800","4.74167","0.00350"
"56.90400","4.74221","0.00321"
"56.91000","4.74269","0.00291"
"56.91600","4.74322","0.00288"
"56.92200","4.74370","0.00303"
"56.92800","4.74418","0.00319"
"56.93400","4.74472","0.00332"
"56.94000","4.74520","0.00346"
"56.94600","4.74573","0.00360"
"56.95200","4.74621","0.00383"
"56.95800","4.74675","0.00417"
"56.96400","4.74723","0.00429"
"56.97000","4.74777","0.00413"
"56.97600","4.74825","0.00407"
"56.98200","4.74872","0.00424"
"56.98800","4.74920","0.00442"
"56.99400","4.74974","0.00453"
"57.00000","4.75022","0.00472"
"57.00600","4.75070","0.00468"
"57.01200","4.75118","0.00438"
"57.01800","4.75165","0.00412"
"57.02400","4.75219","0.00400"
"57.03000","4.75267","0.00408"
"57.03600","4.75315","0.00413"
"57.04200","4.75363","0.00409"
"57.04800","4.75416","0.00409"
"57.05400","4.75464","0.00395"
"57.06000","4.75512","0.00373"
"57.06600","4.75566","0.00356"
"57.07200","4.75614","0.00340"
"57.07800","4.75668","0.00340"
"57.08400","4.75715","0.00337"
"57.09000","4.75763","0.00336"
"57.09600","4.75817","0.00349"
"57.10200","4.75865","0.00373"
"57.10800","4.75919","0.00370"
"57.11400","4.75967","0.00366"
"57.12000","4.76014","0.00362"
"57.12600","4.76062","0.00371"
"57.13200","4.76110","0.00388"
"57.13800","4.76158","0.00407"
"57.14400","4.76212","0.00406"
"57.15000","4.76260","0.00403"
"57.15600","4.76307","0.00409"
"57.16200","4.76361","0.00416"
"57.16800","4.76409","0.00430"
"57.17400","4.76463","0.00439"
"57.18000","4.76511","0.00460"
"57.18600","4.76564","0.00472"
"57.19200","4.76612","0.00476"
"57.19800","4.76666","0.00467"
"57.20400","4.76714","0.00456"
"57.21000","4.76768","0.00449"
"57.21600","4.76816","0.00446"
"57.22200","4.76869","0.00461"
"57.22800","4.76917","0.00479"
"57.23400","4.76971","0.00490"
"57.24000","4.77025","0.00466"
"57.24600","4.77073","0.00432"
"57.25200","4.77126","0.00413"
"57.25800","4.77174","0.00383"
"57.26400","4.77222","0.00365"
"57.27000","4.77270","0.00353"
"57.27600","4.77324","0.00368"
"57.28200","4.77372","0.00406"
"57.28800","4.77419","0.00441"
"57.29400","4.77473","0.00453"
"57.30000","4.77521","0.00469"
"57.30600","4.77575","0.00459"
"57.31200","4.77623","0.00455"
"57.31800","4.77671","0.00446"
"57.32400","4.77724","0.00446"
"57.33000","4.77772","0.00439"
"57.33600","4.77820","0.00427"
"57.34200","4.77874","0.00402"
"57.34800","4.77922","0.00388"
"57.35400","4.77970","0.00382"
"57.36000","4.78023","0.00378"
"57.36600","4.78071","0.00376"
"57.37200","4.78125","0.00368"
"57.37800","4.78173","0.00355"
"57.38400","4.78227","0.00342"
"57.39000","4.78274","0.00335"
"57.39600","4.78322","0.00331"
"57.40200","4.78370","0.00354"
"57.40800","4.78424","0.00404"
"57.41400","4.78472","0.00451"
"57.42000","4.78520","0.00472"
"57.42600","4.78573","0.00484"
"57.43200","4.78621","0.00474"
"57.43800","4.78675","0.00457"
"57.44400","4.78723","0.00435"
"57.45000","4.78771","0.00422"
"57.45600","4.78824","0.00415"
"57.46200","4.78872","0.00428"
"57.46800","4.78920","0.00444"
"57.47400","4.78974","0.00445"
"57.48000","4.79022","0.00440"
"57.48600","4.79070","0.00420"
"57.49200","4.79123","0.00397"
"57.49800","4.79171","0.00382"
"57.50400","4.79219","0.00371"
"57.51000","4.79273","0.00360"
"57.51600","4.79321","0.00370"
"57.52200","4.79369","0.00394"
"57.52800","4.79422","0.00412"
"57.53400","4.79470","0.00423"
"57.54000","4.79518","0.00440"
"57.54600","4.79572","0.00440"
"57.55200","4.79620","0.00423"
"57.55800","4.79667","0.00413"
"57.56400","4.79721","0.00411"
"57.57000","4.79769","0.00405"
"57.57600","4.79817","0.00405"
"57.58200","4.79871","0.00407"
"57.58800","4.79919","0.00414"
"57.59400","4.79972","0.00404"
"57.60000","4.80020","0.00384"
"57.60600","4.80068","0.00358"
"57.61200","4.80122","0.00349"
"57.61800","4.80170","0.00338"
"57.62400","4.80218","0.00324"
"57.63000","4.80271","0.00339"
"57.63600","4.80319","0.00356"
"57.64200","4.80367","0.00369"
"57.64800","4.80415","0.00378"
"57.65400","4.80463","0.00377"
"57.66000","4.80517","0.00381"
"57.66600","4.80564","0.00383"
"57.67200","4.80612","0.00371"
"57.67800","4.80666","0.00364"
"57.68400","4.80714","0.00351"
"57.69000","4.80768","0.00339"
"57.69600","4.80816","0.00345"
"57.70200","4.80863","0.00365"
"57.70800","4.80917","0.00397"
"57.71400","4.80965","0.00437"
"57.72000","4.81019","0.00456"
"57.72600","4.81067","0.00454"
"57.73200","4.81114","0.00451"
"57.73800","4.81168","0.00448"
"57.74400","4.81216","0.00441"
"57.75000","4.81270","0.00430"
"57.75600","4.81318","0.00397"
"57.76200","4.81372","0.00386"
"57.76800","4.81419","0.00389"
"57.77400","4.81467","0.00393"
"57.78000","4.81521","0.00408"
"57.78600","4.81569","0.00428"
"57.79200","4.81617","0.00434"
"57.79800","4.81670","0.00434"
"57.80400","4.81718","0.00426"
"57.81000","4.81766","0.00418"
"57.81600","4.81820","0.00408"
"57.82200","4.81868","0.00397"
"57.82800","4.81922","0.00379"
"57.83400","4.81969","0.00359"
"57.84000","4.82023","0.00350"
"57.84600","4.82071","0.00346"
"57.85200","4.82119","0.00345"
"57.85800","4.82173","0.00333"
"57.86400","4.82221","0.00318"
"57.87000","4.82274","0.00300"
"57.87600","4.82322","0.00300"
"57.88200","4.82376","0.00305"
"57.88800","4.82424","0.00307"
"57.89400","4.82472","0.00317"
"57.90000","4.82525","0.00330"
"57.90600","4.82573","0.00349"
"57.91200","4.82621","0.00373"
"57.91800","4.82675","0.00395"
"57.92400","4.82723","0.00416"
"57.93000","4.82771","0.00433"
"57.93600","4.82824","0.00451"
"57.94200","4.82872","0.00449"
"57.94800","4.82920","0.00449"
"57.95400","4.82974","0.00442"
"57.96000","4.83022","0.00428"
"57.96600","4.83070","0.00429"
"57.97200","4.83117","0.00421"
"57.97800","4.83171","0.00403"
"57.98400","4.83219","0.00392"
"57.99000","4.83267","0.00361"
"57.99600","4.83321","0.00341"
"58.00200","4.83368","0.00332"
"58.00800","4.83422","0.00327"
"58.01400","4.83470","0.00335"
"58.02000","4.83518","0.00347"
"58.02600","4.83572","0.00340"
"58.03200","4.83620","0.00331"
"58.03800","4.83667","0.00334"
"58.04400","4.83721","0.00340"
"58.05000","4.83769","0.00370"
"58.05600","4.83817","0.00421"
"58.06200","4.83865","0.00453"
"58.06800","4.83919","0.00462"
"58.07400","4.83966","0.00474"
"58.08000","4.84014","0.00491"
"58.08600","4.84068","0.00477"
"58.09200","4.84116","0.00448"
"58.09800","4.84164","0.00424"
"58.10400","4.84218","0.00424"
"58.11000","4.84265","0.00426"
"58.11600","4.84313","0.00435"
"58.12200","4.84361","0.00433"
"58.12800","4.84415","0.00423"
"58.13400","4.84463","0.00424"
"58.14000","4.84510","0.00414"
"58.14600","4.84564","0.00398"
"58.15200","4.84612","0.00390"
"58.15800","4.84666","0.00371"
"58.16400","4.84714","0.00350"
"58.17000","4.84762","0.00341"
"58.17600","4.84815","0.00355"
"58.18200","4.84863","0.00386"
"58.18800","4.84911","0.00417"
"58.19400","4.84959","0.00431"
"58.20000","4.85013","0.00424"
"58.20600","4.85061","0.00406"
"58.21200","4.85108","0.00399"
"58.21800","4.85162","0.00394"
"58.22400","4.85210","0.00380"
"58.23000","4.85264","0.00375"
"58.23600","4.85312","0.00356"
"58.24200","4.85365","0.00344"
"58.24800","4.85413","0.00352"
"58.25400","4.85467","0.00376"
"58.26000","4.85515","0.00405"
"58.26600","4.85563","0.00419"
"58.27200","4.85611","0.00429"
"58.27800","4.85664","0.00440"
"58.28400","4.85712","0.00435"
"58.29000","4.85760","0.00413"
"58.29600","4.85814","0.00399"
"58.30200","4.85862","0.00373"
"58.30800","4.85916","0.00368"
"58.31400","4.85963","0.00374"
"58.32000","4.86017","0.00385"
"58.32600","4.86065","0.00391"
"58.33200","4.86119","0.00398"
"58.33800","4.86167","0.00395"
"58.34400","4.86214","0.00403"
"58.35000","4.86268","0.00420"
"58.35600","4.86316","0.00428"
"58.36200","4.86370","0.00428"
"58.36800","4.86418","0.00419"
"58.37400","4.86472","0.00403"
"58.38000","4.86519","0.00375"
"58.38600","4.86573","0.00363"
"58.39200","4.86621","0.00370"
"58.39800","4.86675","0.00361"
"58.40400","4.86723","0.00342"
"58.41000","4.86770","0.00334"
"58.41600","4.86818","0.00328"
"58.42200","4.86872","0.00334"
"58.42800","4.86920","0.00352"
"58.43400","4.86968","0.00348"
"58.44000","4.87016","0.00338"
"58.44600","4.87069","0.00328"
"58.45200","4.87117","0.00345"
"58.45800","4.87171","0.00375"
"58.46400","4.87219","0.00399"
"58.47000","4.87273","0.00397"
"58.47600","4.87321","0.00409"
"58.48200","4.87368","0.00421"
"58.48800","4.87422","0.00429"
"58.49400","4.87470","0.00431"
"58.50000","4.87518","0.00434"
"58.50600","4.87572","0.00426"
"58.51200","4.87626","0.00408"
"58.51800","4.87673","0.00408"
"58.52400","4.87721","0.00423"
"58.53000","4.87775","0.00425"
"58.53600","4.87823","0.00419"
"58.54200","4.87877","0.00407"
"58.54800","4.87924","0.00400"
"58.55400","4.87972","0.00385"
"58.56000","4.88026","0.00382"
"58.56600","4.88074","0.00386"
"58.57200","4.88122","0.00389"
"58.57800","4.88170","0.00380"
"58.58400","4.88217","0.00376"
"58.59000","4.88265","0.00389"
"58.59600","4.88319","0.00407"
"58.60200","4.88367","0.00426"
"58.60800","4.88415","0.00441"
"58.61400","4.88462","0.00459"
"58.62000","4.88516","0.00465"
"58.62600","4.88564","0.00468"
"58.63200","4.88618","0.00472"
"58.63800","4.88666","0.00464"
"58.64400","4.88714","0.00435"
"58.65000","4.88767","0.00414"
"58.65600","4.88815","0.00398"
"58.66200","4.88869","0.00379"
"58.66800","4.88917","0.00369"
"58.67400","4.88971","0.00369"
"58.68000","4.89019","0.00375"
"58.68600","4.89066","0.00371"
"58.69200","4.89114","0.00383"
"58.69800","4.89162","0.00388"
"58.70400","4.89216","0.00396"
"58.71000","4.89264","0.00387"
"58.71600","4.89312","0.00378"
"58.72200","4.89359","0.00373"
"58.72800","4.89413","0.00372"
"58.73400","4.89461","0.00374"
"58.74000","4.89509","0.00369"
"58.74600","4.89563","0.00379"
"58.75200","4.89611","0.00398"
"58.75800","4.89658","0.00401"
"58.76400","4.89712","0.00400"
"58.77000","4.89760","0.00399"
"58.77600","4.89814","0.00388"
"58.78200","4.89862","0.00371"
"58.78800","4.89915","0.00368"
"58.79400","4.89963","0.00384"
"58.80000","4.90017","0.00394"
"58.80600","4.90071","0.00398"
"58.81200","4.90119","0.00413"
"58.81800","4.90173","0.00418"
"58.82400","4.90220","0.00407"
"58.83000","4.90268","0.00390"
"58.83600","4.90322","0.00372"
"58.84200","4.90370","0.00357"
"58.84800","4.90418","0.00349"
"58.85400","4.90472","0.00349"
"58.86000","4.90519","0.00354"
"58.86600","4.90573","0.00367"
"58.87200","4.90621","0.00390"
"58.87800","4.90669","0.00392"
"58.88400","4.90723","0.00375"
"58.89000","4.90770","0.00355"
"58.89600","4.90818","0.00335"
"58.90200","4.90872","0.00330"
"58.90800","4.90920","0.00332"
"58.91400","4.90968","0.00324"
"58.92000","4.91021","0.00310"
"58.92600","4.91069","0.00298"
"58.93200","4.91123","0.00287"
"58.93800","4.91171","0.00283"
"58.94400","4.91225","0.00271"
"58.95000","4.91273","0.00285"
"58.95600","4.91320","0.00294"
"58.96200","4.91374","0.00306"
"58.96800","4.91422","0.00335"
"58.97400","4.91470","0.00350"
"58.98000","4.91524","0.00355"
"58.98600","4.91572","0.00358"
"58.99200","4.91619","0.00353"
"58.99800","4.91673","0.00347"
"59.00400","4.91721","0.00328"
"59.01000","4.91769","0.00311"
"59.01600","4.91823","0.00302"
"59.02200","4.91871","0.00300"
"59.02800","4.91924","0.00303"
"59.03400","4.91972","0.00321"
"59.04000","4.92020","0.00335"
"59.04600","4.92074","0.00330"
"59.05200","4.92122","0.00323"
"59.05800","4.92170","0.00297"
"59.06400","4.92223","0.00269"
"59.07000","4.92271","0.00257"
"59.07600","4.92325","0.00260"
"59.08200","4.92373","0.00280"
"59.08800","4.92421","0.00285"
"59.09400","4.92474","0.00309"
"59.10000","4.92522","0.00338"
"59.10600","4.92576","0.00335"
"59.11200","4.92624","0.00333"
"59.11800","4.92672","0.00326"
"59.12400","4.92726","0.00316"
"59.13000","4.92773","0.00337"
"59.13600","4.92821","0.00352"
"59.14200","4.92869","0.00357"
"59.14800","4.92923","0.00370"
"59.15400","4.92971","0.00355"
"59.16000","4.93018","0.00341"
"59.16600","4.93066","0.00324"
"59.17200","4.93120","0.00305"
"59.17800","4.93168","0.00283"
"59.18400","4.93216","0.00276"
"59.19000","4.93264","0.00279"
"59.19600","4.93317","0.00294"
"59.20200","4.93365","0.00310"
"59.20800","4.93419","0.00307"
"59.21400","4.93467","0.00306"
"59.22000","4.93515","0.00298"
"59.22600","4.93569","0.00298"
"59.23200","4.93616","0.00319"
"59.23800","4.93664","0.00341"
"59.24400","4.93718","0.00350"
"59.25000","4.93766","0.00363"
"59.25600","4.93814","0.00356"
"59.26200","4.93867","0.00351"
"59.26800","4.93915","0.00335"
"59.27400","4.93963","0.00318"
"59.28000","4.94017","0.00306"
"59.28600","4.94065","0.00308"
"59.29200","4.94113","0.00301"
"59.29800","4.94166","0.00316"
"59.30400","4.94214","0.00329"
"59.31000","4.94268","0.00329"
"59.31600","4.94316","0.00317"
"59.32200","4.94364","0.00305"
"59.32800","4.94412","0.00296"
"59.33400","4.94465","0.00307"
"59.34000","4.94513","0.00304"
"59.34600","4.94561","0.00307"
"59.35200","4.94609","0.00316"
"59.35800","4.94663","0.00321"
"59.36400","4.94711","0.00325"
"59.37000","4.94764","0.00341"
"59.37600","4.94812","0.00355"
"59.38200","4.94866","0.00347"
"59.38800","4.94914","0.00330"
"59.39400","4.94968","0.00327"
"59.40000","4.95015","0.00329"
"59.40600","4.95069","0.00345"
"59.41200","4.95117","0.00364"
"59.41800","4.95165","0.00388"
"59.42400","4.95219","0.00394"
"59.43000","4.95267","0.00397"
"59.43600","4.95314","0.00390"
"59.44200","4.95368","0.00374"
"59.44800","4.95416","0.00346"
"59.45400","4.95470","0.00314"
"59.46000","4.95518","0.00294"
"59.46600","4.95566","0.00278"
"59.47200","4.95619","0.00279"
"59.47800","4.95667","0.00288"
"59.48400","4.95715","0.00308"
"59.49000","4.95763","0.00321"
"59.49600","4.95817","0.00328"
"59.50200","4.95864","0.00339"
"59.50800","4.95918","0.00342"
"59.51400","4.95966","0.00343"
"59.52000","4.96020","0.00331"
"59.52600","4.96068","0.00332"
"59.53200","4.96122","0.00337"
"59.53800","4.96169","0.00345"
"59.54400","4.96217","0.00363"
"59.55000","4.96271","0.00378"
"59.55600","4.96319","0.00375"
"59.56200","4.96373","0.00359"
"59.56800","4.96421","0.00329"
"59.57400","4.96474","0.00308"
"59.58000","4.96522","0.00298"
"59.58600","4.96570","0.00303"
"59.59200","4.96624","0.00319"
"59.59800","4.96672","0.00310"
"59.60400","4.96720","0.00301"
"59.61000","4.96773","0.00292"
"59.61600","4.96821","0.00297"
"59.62200","4.96869","0.00299"
"59.62800","4.96917","0.00295"
"59.63400","4.96965","0.00290"
"59.64000","4.97018","0.00290"
"59.64600","4.97066","0.00290"
"59.65200","4.97120","0.00297"
"59.65800","4.97168","0.00305"
"59.66400","4.97222","0.00313"
"59.67000","4.97269","0.00314"
"59.67600","4.97323","0.00322"
"59.68200","4.97371","0.00317"
"59.68800","4.97425","0.00324"
"59.69400","4.97473","0.00337"
"59.70000","4.97521","0.00365"
"59.70600","4.97568","0.00392"
"59.71200","4.97622","0.00431"
"59.71800","4.97670","0.00455"
"59.72400","4.97718","0.00445"
"59.73000","4.97766","0.00431"
"59.73600","4.97820","0.00419"
"59.74200","4.97867","0.00396"
"59.74800","4.97921","0.00375"
"59.75400","4.97969","0.00354"
"59.76000","4.98017","0.00345"
"59.76600","4.98065","0.00354"
"59.77200","4.98119","0.00364"
"59.77800","4.98166","0.00360"
"59.78400","4.98214","0.00344"
"59.79000","4.98262","0.00330"
"59.79600","4.98316","0.00339"
"59.80200","4.98364","0.00352"
"59.80800","4.98412","0.00367"
"59.81400","4.98465","0.00385"
"59.82000","4.98513","0.00377"
"59.82600","4.98567","0.00357"
"59.83200","4.98615","0.00347"
"59.83800","4.98669","0.00335"
"59.84400","4.98716","0.00326"
"59.85000","4.98764","0.00338"
"59.85600","4.98818","0.00360"
"59.86200","4.98866","0.00380"
"59.86800","4.98914","0.00401"
"59.87400","4.98968","0.00409"
"59.88000","4.99015","0.00414"
"59.88600","4.99063","0.00415"
"59.89200","4.99111","0.00410"
"59.89800","4.99165","0.00412"
"59.90400","4.99213","0.00413"
"59.91000","4.99266","0.00408"
"59.91600","4.99314","0.00399"
"59.92200","4.99362","0.00378"
"59.92800","4.99416","0.00368"
"59.93400","4.99464","0.00365"
"59.94000","4.99518","0.00344"
"59.94600","4.99565","0.00337"
"59.95200","4.99619","0.00343"
"59.95800","4.99667","0.00336"
"59.96400","4.99721","0.00328"
"59.97000","4.99769","0.00326"
"59.97600","4.99823","0.00321"
"59.98200","4.99870","0.00319"
"59.98800","4.99924","0.00320"
"59.99400","4.99972","0.00304"
"60.00000","5.00020","0.00274"
"60.00600","5.00068","0.00255"
"60.01200","5.00122","0.00252"
"60.01800","5.00169","0.00259"
"60.02400","5.00217","0.00262"
"60.03000","5.00265","0.00266"
"60.03600","5.00313","0.00278"
"60.04200","5.00367","0.00295"
"60.04800","5.00414","0.00319"
"60.05400","5.00462","0.00338"
"60.06000","5.00516","0.00356"
"60.06600","5.00564","0.00371"
"60.07200","5.00618","0.00371"
"60.07800","5.00666","0.00366"
"60.08400","5.00719","0.00370"
"60.09000","5.00767","0.00373"
"60.09600","5.00821","0.00364"
"60.10200","5.00869","0.00350"
"60.10800","5.00923","0.00348"
"60.11400","5.00971","0.00356"
"60.12000","5.01024","0.00359"
"60.12600","5.01072","0.00351"
"60.13200","5.01126","0.00334"
"60.13800","5.01174","0.00329"
"60.14400","5.01222","0.00353"
"60.15000","5.01269","0.00382"
"60.15600","5.01317","0.00409"
"60.16200","5.01371","0.00429"
"60.16800","5.01419","0.00432"
"60.17400","5.01467","0.00415"
"60.18000","5.01515","0.00408"
"60.18600","5.01568","0.00399"
"60.19200","5.01616","0.00385"
"60.19800","5.01664","0.00367"
"60.20400","5.01718","0.00353"
"60.21000","5.01766","0.00351"
"60.21600","5.01814","0.00356"
"60.22200","5.01861","0.00352"
"60.22800","5.01915","0.00334"
"60.23400","5.01963","0.00324"
"60.24000","5.02017","0.00335"
"60.24600","5.02065","0.00360"
"60.25200","5.02112","0.00399"
"60.25800","5.02166","0.00437"
"60.26400","5.02214","0.00451"
"60.27000","5.02262","0.00429"
"60.27600","5.02316","0.00391"
"60.28200","5.02364","0.00370"
"60.28800","5.02411","0.00357"
"60.29400","5.02459","0.00357"
"60.30000","5.02513","0.00355"
"60.30600","5.02561","0.00353"
"60.31200","5.02609","0.00345"
"60.31800","5.02657","0.00346"
"60.32400","5.02710","0.00334"
"60.33000","5.02758","0.00332"
"60.33600","5.02806","0.00356"
"60.34200","5.02860","0.00367"
"60.34800","5.02908","0.00373"
"60.35400","5.02956","0.00379"
"60.36000","5.03009","0.00390"
"60.36600","5.03057","0.00399"
"60.37200","5.03111","0.00397"
"60.37800","5.03159","0.00389"
"60.38400","5.03213","0.00388"
"60.39000","5.03260","0.00377"
"60.39600","5.03314","0.00384"
"60.40200","5.03368","0.00392"
"60.40800","5.03416","0.00384"
"60.41400","5.03470","0.00386"
"60.42000","5.03517","0.00384"
"60.42600","5.03565","0.00385"
"60.43200","5.03613","0.00391"
"60.43800","5.03667","0.00399"
"60.44400","5.03715","0.00413"
"60.45000","5.03763","0.00419"
"60.45600","5.03816","0.00402"
"60.46200","5.03864","0.00389"
"60.46800","5.03918","0.00370"
"60.47400","5.03966","0.00355"
"60.48000","5.04014","0.00342"
"60.48600","5.04068","0.00321"
"60.49200","5.04115","0.00302"
"60.49800","5.04169","0.00292"
"60.50400","5.04217","0.00290"
"60.51000","5.04265","0.00297"
"60.51600","5.04319","0.00310"
"60.52200","5.04367","0.00318"
"60.52800","5.04420","0.00347"
"60.53400","5.04474","0.00364"
"60.54000","5.04522","0.00378"
"60.54600","5.04576","0.00382"
"60.55200","5.04624","0.00409"
"60.55800","5.04672","0.00413"
"60.56400","5.04719","0.00416"
"60.57000","5.04773","0.00401"
"60.57600","5.04821","0.00398"
"60.58200","5.04869","0.00387"
"60.58800","5.04917","0.00359"
"60.59400","5.04970","0.00331"
"60.60000","5.05018","0.00317"
"60.60600","5.05066","0.00317"
"60.61200","5.05120","0.00342"
"60.61800","5.05168","0.00360"
"60.62400","5.05216","0.00371"
"60.63000","5.05269","0.00366"
"60.63600","5.05317","0.00352"
"60.64200","5.05365","0.00353"
"60.64800","5.05419","0.00351"
"60.65400","5.05467","0.00337"
"60.66000","5.05520","0.00323"
"60.66600","5.05568","0.00324"
"60.67200","5.05622","0.00322"
"60.67800","5.05670","0.00321"
"60.68400","5.05724","0.00319"
"60.69000","5.05772","0.00313"
"60.69600","5.05825","0.00322"
"60.70200","5.05873","0.00347"
"60.70800","5.05921","0.00364"
"60.71400","5.05969","0.00374"
"60.72000","5.06023","0.00356"
"60.72600","5.06071","0.00352"
"60.73200","5.06118","0.00347"
"60.73800","5.06172","0.00333"
"60.74400","5.06220","0.00322"
"60.75000","5.06268","0.00310"
"60.75600","5.06322","0.00303"
"60.76200","5.06369","0.00302"
"60.76800","5.06417","0.00312"
"60.77400","5.06465","0.00323"
"60.78000","5.06519","0.00349"
"60.78600","5.06567","0.00361"
"60.79200","5.06621","0.00356"
"60.79800","5.06668","0.00340"
"60.80400","5.06722","0.00321"
"60.81000","5.06770","0.00316"
"60.81600","5.06818","0.00338"
"60.82200","5.06872","0.00355"
"60.82800","5.06920","0.00382"
"60.83400","5.06967","0.00416"
"60.84000","5.07021","0.00432"
"60.84600","5.07069","0.00436"
"60.85200","5.07117","0.00435"
"60.85800","5.07165","0.00412"
"60.86400","5.07219","0.00379"
"60.87000","5.07266","0.00366"
"60.87600","5.07314","0.00359"
"60.88200","5.07362","0.00359"
"60.88800","5.07416","0.00364"
"60.89400","5.07464","0.00373"
"60.90000","5.07511","0.00373"
"60.90600","5.07559","0.00371"
