End date,"11/14/2016"
Specimen label,"20BT63.2"
Maximum Load,"0.14899",N

Time,Extension,Load
(s),(mm),(N)
"121.10400","10.09217","0.00635"
"121.11000","10.09271","0.00602"
"121.11600","10.09319","0.00572"
"121.12200","10.09367","0.00562"
"121.12800","10.09415","0.00576"
"121.13400","10.09469","0.00596"
"121.14000","10.09516","0.00603"
"121.14600","10.09564","0.00578"
"121.15200","10.09612","0.00543"
"121.15800","10.09666","0.00513"
"121.16400","10.09714","0.00515"
"121.17000","10.09761","0.00511"
"121.17600","10.09815","0.00518"
"121.18200","10.09863","0.00517"
"121.18800","10.09911","0.00512"
"121.19400","10.09965","0.00515"
"121.20000","10.10013","0.00527"
"121.20600","10.10066","0.00532"
"121.21200","10.10114","0.00532"
"121.21800","10.10168","0.00526"
"121.22400","10.10216","0.00519"
"121.23000","10.10270","0.00527"
"121.23600","10.10317","0.00534"
"121.24200","10.10365","0.00524"
"121.24800","10.10419","0.00525"
"121.25400","10.10467","0.00542"
"121.26000","10.10515","0.00549"
"121.26600","10.10569","0.00559"
"121.27200","10.10616","0.00580"
"121.27800","10.10664","0.00597"
"121.28400","10.10712","0.00599"
"121.29000","10.10766","0.00594"
"121.29600","10.10814","0.00601"
"121.30200","10.10868","0.00602"
"121.30800","10.10915","0.00598"
"121.31400","10.10969","0.00598"
"121.32000","10.11017","0.00590"
"121.32600","10.11065","0.00570"
"121.33200","10.11119","0.00561"
"121.33800","10.11167","0.00559"
"121.34400","10.11220","0.00563"
"121.35000","10.11268","0.00563"
"121.35600","10.11322","0.00548"
"121.36200","10.11370","0.00531"
"121.36800","10.11424","0.00529"
"121.37400","10.11471","0.00528"
"121.38000","10.11525","0.00531"
"121.38600","10.11573","0.00530"
"121.39200","10.11621","0.00525"
"121.39800","10.11675","0.00525"
"121.40400","10.11723","0.00547"
"121.41000","10.11770","0.00549"
"121.41600","10.11818","0.00552"
"121.42200","10.11872","0.00557"
"121.42800","10.11920","0.00561"
"121.43400","10.11968","0.00570"
"121.44000","10.12022","0.00570"
"121.44600","10.12069","0.00580"
"121.45200","10.12117","0.00589"
"121.45800","10.12171","0.00609"
"121.46400","10.12219","0.00617"
"121.47000","10.12267","0.00596"
"121.47600","10.12321","0.00588"
"121.48200","10.12368","0.00590"
"121.48800","10.12416","0.00607"
"121.49400","10.12470","0.00609"
"121.50000","10.12518","0.00602"
"121.50600","10.12572","0.00585"
"121.51200","10.12619","0.00583"
"121.51800","10.12673","0.00599"
"121.52400","10.12721","0.00604"
"121.53000","10.12775","0.00612"
"121.53600","10.12823","0.00612"
"121.54200","10.12871","0.00609"
"121.54800","10.12924","0.00601"
"121.55400","10.12972","0.00593"
"121.56000","10.13020","0.00587"
"121.56600","10.13068","0.00570"
"121.57200","10.13116","0.00549"
"121.57800","10.13164","0.00546"
"121.58400","10.13217","0.00543"
"121.59000","10.13265","0.00539"
"121.59600","10.13313","0.00541"
"121.60200","10.13367","0.00541"
"121.60800","10.13415","0.00539"
"121.61400","10.13463","0.00548"
"121.62000","10.13516","0.00545"
"121.62600","10.13564","0.00540"
"121.63200","10.13618","0.00538"
"121.63800","10.13666","0.00548"
"121.64400","10.13714","0.00559"
"121.65000","10.13767","0.00576"
"121.65600","10.13815","0.00596"
"121.66200","10.13869","0.00598"
"121.66800","10.13917","0.00595"
"121.67400","10.13965","0.00603"
"121.68000","10.14019","0.00618"
"121.68600","10.14066","0.00622"
"121.69200","10.14114","0.00622"
"121.69800","10.14162","0.00596"
"121.70400","10.14216","0.00575"
"121.71000","10.14264","0.00568"
"121.71600","10.14311","0.00566"
"121.72200","10.14359","0.00553"
"121.72800","10.14413","0.00544"
"121.73400","10.14461","0.00548"
"121.74000","10.14515","0.00548"
"121.74600","10.14563","0.00550"
"121.75200","10.14610","0.00567"
"121.75800","10.14664","0.00570"
"121.76400","10.14712","0.00565"
"121.77000","10.14766","0.00567"
"121.77600","10.14814","0.00571"
"121.78200","10.14867","0.00583"
"121.78800","10.14915","0.00588"
"121.79400","10.14969","0.00596"
"121.80000","10.15017","0.00620"
"121.80600","10.15071","0.00620"
"121.81200","10.15119","0.00612"
"121.81800","10.15172","0.00604"
"121.82400","10.15220","0.00585"
"121.83000","10.15274","0.00561"
"121.83600","10.15322","0.00556"
"121.84200","10.15376","0.00561"
"121.84800","10.15424","0.00559"
"121.85400","10.15471","0.00557"
"121.86000","10.15519","0.00567"
"121.86600","10.15573","0.00568"
"121.87200","10.15621","0.00565"
"121.87800","10.15669","0.00556"
"121.88400","10.15723","0.00565"
"121.89000","10.15770","0.00568"
"121.89600","10.15818","0.00565"
"121.90200","10.15872","0.00554"
"121.90800","10.15920","0.00538"
"121.91400","10.15968","0.00524"
"121.92000","10.16015","0.00504"
"121.92600","10.16069","0.00492"
"121.93200","10.16117","0.00506"
"121.93800","10.16165","0.00523"
"121.94400","10.16219","0.00546"
"121.95000","10.16267","0.00578"
"121.95600","10.16321","0.00584"
"121.96200","10.16368","0.00575"
"121.96800","10.16422","0.00569"
"121.97400","10.16470","0.00561"
"121.98000","10.16518","0.00575"
"121.98600","10.16572","0.00582"
"121.99200","10.16619","0.00574"
"121.99800","10.16667","0.00559"
"122.00400","10.16721","0.00566"
"122.01000","10.16769","0.00593"
"122.01600","10.16823","0.00632"
"122.02200","10.16870","0.00666"
"122.02800","10.16918","0.00670"
"122.03400","10.16972","0.00653"
"122.04000","10.17020","0.00632"
"122.04600","10.17068","0.00615"
"122.05200","10.17122","0.00615"
"122.05800","10.17169","0.00613"
"122.06400","10.17217","0.00616"
"122.07000","10.17271","0.00599"
"122.07600","10.17319","0.00587"
"122.08200","10.17367","0.00598"
"122.08800","10.17421","0.00608"
"122.09400","10.17468","0.00595"
"122.10000","10.17522","0.00572"
"122.10600","10.17570","0.00567"
"122.11200","10.17618","0.00571"
"122.11800","10.17672","0.00565"
"122.12400","10.17719","0.00560"
"122.13000","10.17767","0.00564"
"122.13600","10.17821","0.00568"
"122.14200","10.17869","0.00549"
"122.14800","10.17917","0.00562"
"122.15400","10.17971","0.00588"
"122.16000","10.18018","0.00604"
"122.16600","10.18072","0.00610"
"122.17200","10.18120","0.00594"
"122.17800","10.18168","0.00575"
"122.18400","10.18222","0.00570"
"122.19000","10.18270","0.00592"
"122.19600","10.18317","0.00614"
"122.20200","10.18365","0.00612"
"122.20800","10.18419","0.00589"
"122.21400","10.18467","0.00577"
"122.22000","10.18515","0.00567"
"122.22600","10.18569","0.00569"
"122.23200","10.18616","0.00597"
"122.23800","10.18664","0.00610"
"122.24400","10.18718","0.00624"
"122.25000","10.18766","0.00637"
"122.25600","10.18814","0.00639"
"122.26200","10.18867","0.00650"
"122.26800","10.18915","0.00663"
"122.27400","10.18963","0.00664"
"122.28000","10.19017","0.00652"
"122.28600","10.19065","0.00635"
"122.29200","10.19118","0.00623"
"122.29800","10.19166","0.00621"
"122.30400","10.19220","0.00619"
"122.31000","10.19268","0.00607"
"122.31600","10.19316","0.00610"
"122.32200","10.19370","0.00600"
"122.32800","10.19417","0.00586"
"122.33400","10.19471","0.00586"
"122.34000","10.19519","0.00587"
"122.34600","10.19567","0.00582"
"122.35200","10.19621","0.00578"
"122.35800","10.19669","0.00579"
"122.36400","10.19722","0.00586"
"122.37000","10.19770","0.00591"
"122.37600","10.19818","0.00605"
"122.38200","10.19872","0.00623"
"122.38800","10.19920","0.00625"
"122.39400","10.19968","0.00617"
"122.40000","10.20021","0.00610"
"122.40600","10.20069","0.00583"
"122.41200","10.20123","0.00570"
"122.41800","10.20171","0.00578"
"122.42400","10.20219","0.00586"
"122.43000","10.20272","0.00583"
"122.43600","10.20320","0.00585"
"122.44200","10.20374","0.00599"
"122.44800","10.20422","0.00619"
"122.45400","10.20470","0.00624"
"122.46000","10.20524","0.00610"
"122.46600","10.20571","0.00587"
"122.47200","10.20619","0.00579"
"122.47800","10.20673","0.00584"
"122.48400","10.20721","0.00594"
"122.49000","10.20769","0.00603"
"122.49600","10.20823","0.00602"
"122.50200","10.20870","0.00594"
"122.50800","10.20918","0.00591"
"122.51400","10.20966","0.00583"
"122.52000","10.21020","0.00579"
"122.52600","10.21068","0.00570"
"122.53200","10.21116","0.00576"
"122.53800","10.21169","0.00597"
"122.54400","10.21217","0.00610"
"122.55000","10.21265","0.00614"
"122.55600","10.21313","0.00621"
"122.56200","10.21367","0.00622"
"122.56800","10.21415","0.00616"
"122.57400","10.21468","0.00607"
"122.58000","10.21516","0.00608"
"122.58600","10.21564","0.00594"
"122.59200","10.21618","0.00569"
"122.59800","10.21666","0.00544"
"122.60400","10.21719","0.00529"
"122.61000","10.21767","0.00518"
"122.61600","10.21815","0.00529"
"122.62200","10.21863","0.00533"
"122.62800","10.21917","0.00513"
"122.63400","10.21965","0.00506"
"122.64000","10.22012","0.00523"
"122.64600","10.22066","0.00525"
"122.65200","10.22114","0.00541"
"122.65800","10.22162","0.00551"
"122.66400","10.22216","0.00550"
"122.67000","10.22264","0.00547"
"122.67600","10.22317","0.00547"
"122.68200","10.22365","0.00576"
"122.68800","10.22413","0.00602"
"122.69400","10.22467","0.00612"
"122.70000","10.22515","0.00606"
"122.70600","10.22563","0.00603"
"122.71200","10.22616","0.00589"
"122.71800","10.22664","0.00569"
"122.72400","10.22712","0.00559"
"122.73000","10.22766","0.00559"
"122.73600","10.22814","0.00548"
"122.74200","10.22861","0.00537"
"122.74800","10.22915","0.00532"
"122.75400","10.22963","0.00535"
"122.76000","10.23017","0.00540"
"122.76600","10.23065","0.00548"
"122.77200","10.23112","0.00566"
"122.77800","10.23160","0.00598"
"122.78400","10.23214","0.00627"
"122.79000","10.23262","0.00642"
"122.79600","10.23310","0.00635"
"122.80200","10.23363","0.00632"
"122.80800","10.23411","0.00624"
"122.81400","10.23465","0.00617"
"122.82000","10.23513","0.00628"
"122.82600","10.23567","0.00630"
"122.83200","10.23615","0.00639"
"122.83800","10.23662","0.00635"
"122.84400","10.23710","0.00643"
"122.85000","10.23764","0.00636"
"122.85600","10.23812","0.00630"
"122.86200","10.23866","0.00593"
"122.86800","10.23914","0.00547"
"122.87400","10.23961","0.00515"
"122.88000","10.24015","0.00500"
"122.88600","10.24063","0.00513"
"122.89200","10.24117","0.00511"
"122.89800","10.24165","0.00518"
"122.90400","10.24213","0.00536"
"122.91000","10.24266","0.00554"
"122.91600","10.24314","0.00557"
"122.92200","10.24368","0.00549"
"122.92800","10.24416","0.00543"
"122.93400","10.24464","0.00558"
"122.94000","10.24518","0.00577"
"122.94600","10.24565","0.00584"
"122.95200","10.24619","0.00576"
"122.95800","10.24667","0.00567"
"122.96400","10.24721","0.00568"
"122.97000","10.24775","0.00566"
"122.97600","10.24823","0.00582"
"122.98200","10.24870","0.00581"
"122.98800","10.24918","0.00569"
"122.99400","10.24972","0.00561"
"123.00000","10.25020","0.00549"
"123.00600","10.25068","0.00553"
"123.01200","10.25115","0.00571"
"123.01800","10.25169","0.00586"
"123.02400","10.25217","0.00590"
"123.03000","10.25271","0.00589"
"123.03600","10.25319","0.00580"
"123.04200","10.25367","0.00556"
"123.04800","10.25420","0.00538"
"123.05400","10.25468","0.00536"
"123.06000","10.25522","0.00538"
"123.06600","10.25570","0.00555"
"123.07200","10.25618","0.00577"
"123.07800","10.25671","0.00596"
"123.08400","10.25719","0.00606"
"123.09000","10.25773","0.00629"
"123.09600","10.25821","0.00651"
"123.10200","10.25875","0.00662"
"123.10800","10.25923","0.00662"
"123.11400","10.25976","0.00672"
"123.12000","10.26024","0.00668"
"123.12600","10.26072","0.00678"
"123.13200","10.26120","0.00674"
"123.13800","10.26168","0.00639"
"123.14400","10.26222","0.00605"
"123.15000","10.26269","0.00573"
"123.15600","10.26317","0.00557"
"123.16200","10.26365","0.00536"
"123.16800","10.26413","0.00519"
"123.17400","10.26467","0.00532"
"123.18000","10.26515","0.00558"
"123.18600","10.26562","0.00563"
"123.19200","10.26616","0.00558"
"123.19800","10.26664","0.00545"
"123.20400","10.26712","0.00550"
"123.21000","10.26766","0.00557"
"123.21600","10.26814","0.00565"
"123.22200","10.26867","0.00570"
"123.22800","10.26915","0.00580"
"123.23400","10.26969","0.00587"
"123.24000","10.27017","0.00590"
"123.24600","10.27071","0.00590"
"123.25200","10.27118","0.00582"
"123.25800","10.27172","0.00560"
"123.26400","10.27220","0.00552"
"123.27000","10.27268","0.00558"
"123.27600","10.27322","0.00582"
"123.28200","10.27369","0.00613"
"123.28800","10.27417","0.00633"
"123.29400","10.27465","0.00624"
"123.30000","10.27519","0.00609"
"123.30600","10.27567","0.00587"
"123.31200","10.27615","0.00579"
"123.31800","10.27662","0.00580"
"123.32400","10.27716","0.00574"
"123.33000","10.27764","0.00569"
"123.33600","10.27812","0.00564"
"123.34200","10.27866","0.00567"
"123.34800","10.27914","0.00578"
"123.35400","10.27967","0.00585"
"123.36000","10.28015","0.00572"
"123.36600","10.28069","0.00558"
"123.37200","10.28117","0.00552"
"123.37800","10.28171","0.00555"
"123.38400","10.28218","0.00548"
"123.39000","10.28272","0.00554"
"123.39600","10.28320","0.00566"
"123.40200","10.28374","0.00600"
"123.40800","10.28422","0.00609"
"123.41400","10.28470","0.00602"
"123.42000","10.28523","0.00589"
"123.42600","10.28571","0.00575"
"123.43200","10.28619","0.00573"
"123.43800","10.28673","0.00572"
"123.44400","10.28721","0.00568"
"123.45000","10.28774","0.00573"
"123.45600","10.28822","0.00579"
"123.46200","10.28870","0.00590"
"123.46800","10.28924","0.00594"
"123.47400","10.28972","0.00592"
"123.48000","10.29020","0.00594"
"123.48600","10.29068","0.00610"
"123.49200","10.29121","0.00617"
"123.49800","10.29169","0.00636"
"123.50400","10.29223","0.00655"
"123.51000","10.29271","0.00663"
"123.51600","10.29319","0.00650"
"123.52200","10.29372","0.00644"
"123.52800","10.29420","0.00632"
"123.53400","10.29468","0.00627"
"123.54000","10.29522","0.00624"
"123.54600","10.29570","0.00609"
"123.55200","10.29618","0.00597"
"123.55800","10.29671","0.00597"
"123.56400","10.29719","0.00606"
"123.57000","10.29767","0.00615"
"123.57600","10.29821","0.00625"
"123.58200","10.29869","0.00618"
"123.58800","10.29917","0.00604"
"123.59400","10.29970","0.00594"
"123.60000","10.30018","0.00584"
"123.60600","10.30072","0.00576"
"123.61200","10.30120","0.00576"
"123.61800","10.30174","0.00580"
"123.62400","10.30221","0.00592"
"123.63000","10.30269","0.00607"
"123.63600","10.30323","0.00612"
"123.64200","10.30371","0.00609"
"123.64800","10.30419","0.00601"
"123.65400","10.30473","0.00589"
"123.66000","10.30520","0.00579"
"123.66600","10.30568","0.00571"
"123.67200","10.30622","0.00566"
"123.67800","10.30670","0.00566"
"123.68400","10.30724","0.00580"
"123.69000","10.30772","0.00618"
"123.69600","10.30819","0.00654"
"123.70200","10.30873","0.00669"
"123.70800","10.30921","0.00685"
"123.71400","10.30969","0.00697"
"123.72000","10.31017","0.00686"
"123.72600","10.31071","0.00670"
"123.73200","10.31118","0.00652"
"123.73800","10.31166","0.00624"
"123.74400","10.31214","0.00600"
"123.75000","10.31268","0.00581"
"123.75600","10.31316","0.00552"
"123.76200","10.31363","0.00512"
"123.76800","10.31417","0.00503"
"123.77400","10.31465","0.00514"
"123.78000","10.31513","0.00520"
"123.78600","10.31567","0.00528"
"123.79200","10.31614","0.00525"
"123.79800","10.31662","0.00534"
"123.80400","10.31716","0.00555"
"123.81000","10.31764","0.00595"
"123.81600","10.31812","0.00637"
"123.82200","10.31866","0.00666"
"123.82800","10.31913","0.00681"
"123.83400","10.31961","0.00685"
"123.84000","10.32015","0.00669"
"123.84600","10.32063","0.00639"
"123.85200","10.32117","0.00620"
"123.85800","10.32165","0.00594"
"123.86400","10.32212","0.00546"
"123.87000","10.32266","0.00496"
"123.87600","10.32314","0.00462"
"123.88200","10.32368","0.00467"
"123.88800","10.32416","0.00496"
"123.89400","10.32464","0.00520"
"123.90000","10.32511","0.00541"
"123.90600","10.32565","0.00552"
"123.91200","10.32613","0.00570"
"123.91800","10.32667","0.00574"
"123.92400","10.32715","0.00567"
"123.93000","10.32763","0.00545"
"123.93600","10.32816","0.00522"
"123.94200","10.32864","0.00516"
"123.94800","10.32918","0.00540"
"123.95400","10.32966","0.00583"
"123.96000","10.33014","0.00627"
"123.96600","10.33068","0.00666"
"123.97200","10.33115","0.00687"
"123.97800","10.33169","0.00692"
"123.98400","10.33217","0.00692"
"123.99000","10.33271","0.00682"
"123.99600","10.33319","0.00665"
"124.00200","10.33366","0.00631"
"124.00800","10.33420","0.00604"
"124.01400","10.33468","0.00599"
"124.02000","10.33522","0.00626"
"124.02600","10.33570","0.00638"
"124.03200","10.33618","0.00625"
"124.03800","10.33671","0.00607"
"124.04400","10.33719","0.00589"
"124.05000","10.33767","0.00568"
"124.05600","10.33821","0.00569"
"124.06200","10.33869","0.00577"
"124.06800","10.33916","0.00583"
"124.07400","10.33970","0.00598"
"124.08000","10.34018","0.00617"
"124.08600","10.34072","0.00633"
"124.09200","10.34120","0.00652"
"124.09800","10.34168","0.00666"
"124.10400","10.34221","0.00678"
"124.11000","10.34269","0.00670"
"124.11600","10.34317","0.00671"
"124.12200","10.34371","0.00665"
"124.12800","10.34419","0.00647"
"124.13400","10.34467","0.00609"
"124.14000","10.34520","0.00555"
"124.14600","10.34568","0.00520"
"124.15200","10.34616","0.00517"
"124.15800","10.34670","0.00520"
"124.16400","10.34718","0.00557"
"124.17000","10.34766","0.00623"
"124.17600","10.34819","0.00675"
"124.18200","10.34867","0.00701"
"124.18800","10.34915","0.00702"
"124.19400","10.34969","0.00685"
"124.20000","10.35017","0.00666"
"124.20600","10.35065","0.00647"
"124.21200","10.35118","0.00653"
"124.21800","10.35166","0.00658"
"124.22400","10.35214","0.00650"
"124.23000","10.35268","0.00652"
"124.23600","10.35316","0.00646"
"124.24200","10.35369","0.00643"
"124.24800","10.35417","0.00654"
"124.25400","10.35471","0.00663"
"124.26000","10.35519","0.00638"
"124.26600","10.35567","0.00606"
"124.27200","10.35620","0.00580"
"124.27800","10.35668","0.00574"
"124.28400","10.35716","0.00569"
"124.29000","10.35770","0.00576"
"124.29600","10.35818","0.00586"
"124.30200","10.35866","0.00591"
"124.30800","10.35913","0.00602"
"124.31400","10.35961","0.00611"
"124.32000","10.36015","0.00619"
"124.32600","10.36063","0.00624"
"124.33200","10.36117","0.00629"
"124.33800","10.36165","0.00638"
"124.34400","10.36212","0.00653"
"124.35000","10.36260","0.00652"
"124.35600","10.36314","0.00642"
"124.36200","10.36362","0.00631"
"124.36800","10.36410","0.00625"
"124.37400","10.36463","0.00635"
"124.38000","10.36511","0.00657"
"124.38600","10.36565","0.00668"
"124.39200","10.36613","0.00668"
"124.39800","10.36667","0.00687"
"124.40400","10.36715","0.00699"
"124.41000","10.36768","0.00691"
"124.41600","10.36816","0.00665"
"124.42200","10.36870","0.00628"
"124.42800","10.36918","0.00600"
"124.43400","10.36966","0.00584"
"124.44000","10.37020","0.00563"
"124.44600","10.37067","0.00556"
"124.45200","10.37115","0.00555"
"124.45800","10.37163","0.00562"
"124.46400","10.37217","0.00575"
"124.47000","10.37265","0.00595"
"124.47600","10.37318","0.00599"
"124.48200","10.37366","0.00583"
"124.48800","10.37414","0.00576"
"124.49400","10.37468","0.00572"
"124.50000","10.37516","0.00536"
"124.50600","10.37570","0.00505"
"124.51200","10.37617","0.00493"
"124.51800","10.37671","0.00471"
"124.52400","10.37719","0.00459"
"124.53000","10.37773","0.00486"
"124.53600","10.37821","0.00519"
"124.54200","10.37874","0.00539"
"124.54800","10.37922","0.00569"
"124.55400","10.37976","0.00564"
"124.56000","10.38024","0.00540"
"124.56600","10.38072","0.00524"
"124.57200","10.38126","0.00528"
"124.57800","10.38173","0.00531"
"124.58400","10.38221","0.00530"
"124.59000","10.38269","0.00519"
"124.59600","10.38323","0.00541"
"124.60200","10.38371","0.00581"
"124.60800","10.38419","0.00614"
"124.61400","10.38466","0.00632"
"124.62000","10.38514","0.00641"
"124.62600","10.38568","0.00645"
"124.63200","10.38616","0.00635"
"124.63800","10.38664","0.00626"
"124.64400","10.38718","0.00616"
"124.65000","10.38765","0.00610"
"124.65600","10.38819","0.00594"
"124.66200","10.38873","0.00597"
"124.66800","10.38921","0.00603"
"124.67400","10.38969","0.00606"
"124.68000","10.39022","0.00602"
"124.68600","10.39070","0.00604"
"124.69200","10.39124","0.00611"
"124.69800","10.39172","0.00610"
"124.70400","10.39220","0.00593"
"124.71000","10.39268","0.00589"
"124.71600","10.39321","0.00587"
"124.72200","10.39369","0.00579"
"124.72800","10.39417","0.00569"
"124.73400","10.39465","0.00571"
"124.74000","10.39513","0.00578"
"124.74600","10.39567","0.00589"
"124.75200","10.39614","0.00595"
"124.75800","10.39662","0.00609"
"124.76400","10.39716","0.00611"
"124.77000","10.39764","0.00593"
"124.77600","10.39812","0.00585"
"124.78200","10.39865","0.00588"
"124.78800","10.39913","0.00574"
"124.79400","10.39967","0.00557"
"124.80000","10.40015","0.00547"
"124.80600","10.40063","0.00568"
"124.81200","10.40117","0.00614"
"124.81800","10.40164","0.00647"
"124.82400","10.40218","0.00671"
"124.83000","10.40266","0.00682"
"124.83600","10.40320","0.00651"
"124.84200","10.40368","0.00632"
"124.84800","10.40416","0.00611"
"124.85400","10.40469","0.00577"
"124.86000","10.40517","0.00559"
"124.86600","10.40565","0.00555"
"124.87200","10.40613","0.00566"
"124.87800","10.40667","0.00592"
"124.88400","10.40715","0.00616"
"124.89000","10.40762","0.00620"
"124.89600","10.40810","0.00613"
"124.90200","10.40864","0.00603"
"124.90800","10.40912","0.00595"
"124.91400","10.40960","0.00584"
"124.92000","10.41014","0.00554"
"124.92600","10.41061","0.00508"
"124.93200","10.41109","0.00470"
"124.93800","10.41163","0.00480"
"124.94400","10.41211","0.00510"
"124.95000","10.41265","0.00559"
"124.95600","10.41318","0.00602"
"124.96200","10.41366","0.00627"
"124.96800","10.41420","0.00639"
"124.97400","10.41468","0.00624"
"124.98000","10.41522","0.00610"
"124.98600","10.41570","0.00608"
"124.99200","10.41617","0.00621"
"124.99800","10.41665","0.00629"
"125.00400","10.41719","0.00627"
"125.01000","10.41767","0.00613"
"125.01600","10.41815","0.00601"
"125.02200","10.41863","0.00598"
"125.02800","10.41916","0.00605"
"125.03400","10.41964","0.00611"
"125.04000","10.42018","0.00600"
"125.04600","10.42066","0.00592"
"125.05200","10.42120","0.00595"
"125.05800","10.42167","0.00587"
"125.06400","10.42215","0.00580"
"125.07000","10.42269","0.00570"
"125.07600","10.42317","0.00569"
"125.08200","10.42371","0.00592"
"125.08800","10.42419","0.00611"
"125.09400","10.42466","0.00614"
"125.10000","10.42520","0.00605"
"125.10600","10.42574","0.00602"
"125.11200","10.42622","0.00606"
"125.11800","10.42676","0.00616"
"125.12400","10.42723","0.00619"
"125.13000","10.42777","0.00608"
"125.13600","10.42825","0.00610"
"125.14200","10.42873","0.00601"
"125.14800","10.42921","0.00602"
"125.15400","10.42969","0.00601"
"125.16000","10.43022","0.00597"
"125.16600","10.43070","0.00610"
"125.17200","10.43118","0.00610"
"125.17800","10.43172","0.00619"
"125.18400","10.43220","0.00631"
"125.19000","10.43268","0.00640"
"125.19600","10.43321","0.00660"
"125.20200","10.43369","0.00674"
"125.20800","10.43423","0.00664"
"125.21400","10.43471","0.00638"
"125.22000","10.43519","0.00620"
"125.22600","10.43572","0.00597"
"125.23200","10.43620","0.00584"
"125.23800","10.43674","0.00580"
"125.24400","10.43722","0.00587"
"125.25000","10.43776","0.00592"
"125.25600","10.43824","0.00610"
"125.26200","10.43878","0.00630"
"125.26800","10.43925","0.00630"
"125.27400","10.43973","0.00615"
"125.28000","10.44027","0.00607"
"125.28600","10.44075","0.00599"
"125.29200","10.44123","0.00590"
"125.29800","10.44170","0.00580"
"125.30400","10.44218","0.00554"
"125.31000","10.44266","0.00527"
"125.31600","10.44320","0.00529"
"125.32200","10.44368","0.00550"
"125.32800","10.44415","0.00582"
"125.33400","10.44463","0.00609"
"125.34000","10.44517","0.00620"
"125.34600","10.44565","0.00601"
"125.35200","10.44619","0.00569"
"125.35800","10.44667","0.00559"
"125.36400","10.44714","0.00569"
"125.37000","10.44768","0.00571"
"125.37600","10.44816","0.00576"
"125.38200","10.44864","0.00579"
"125.38800","10.44918","0.00584"
"125.39400","10.44966","0.00593"
"125.40000","10.45019","0.00588"
"125.40600","10.45067","0.00584"
"125.41200","10.45121","0.00576"
"125.41800","10.45169","0.00564"
"125.42400","10.45217","0.00556"
"125.43000","10.45270","0.00565"
"125.43600","10.45318","0.00579"
"125.44200","10.45366","0.00590"
"125.44800","10.45414","0.00591"
"125.45400","10.45462","0.00589"
"125.46000","10.45510","0.00576"
"125.46600","10.45563","0.00568"
"125.47200","10.45611","0.00552"
"125.47800","10.45659","0.00538"
"125.48400","10.45713","0.00551"
"125.49000","10.45761","0.00565"
"125.49600","10.45815","0.00575"
"125.50200","10.45862","0.00579"
"125.50800","10.45916","0.00568"
"125.51400","10.45964","0.00562"
"125.52000","10.46018","0.00567"
"125.52600","10.46066","0.00578"
"125.53200","10.46119","0.00578"
"125.53800","10.46167","0.00574"
"125.54400","10.46221","0.00566"
"125.55000","10.46269","0.00557"
"125.55600","10.46323","0.00550"
"125.56200","10.46371","0.00558"
"125.56800","10.46418","0.00565"
"125.57400","10.46472","0.00575"
"125.58000","10.46520","0.00600"
"125.58600","10.46568","0.00631"
"125.59200","10.46622","0.00643"
"125.59800","10.46670","0.00652"
"125.60400","10.46717","0.00671"
"125.61000","10.46771","0.00696"
"125.61600","10.46819","0.00694"
"125.62200","10.46867","0.00657"
"125.62800","10.46921","0.00646"
"125.63400","10.46969","0.00643"
"125.64000","10.47016","0.00622"
"125.64600","10.47070","0.00600"
"125.65200","10.47118","0.00594"
"125.65800","10.47172","0.00596"
"125.66400","10.47220","0.00590"
"125.67000","10.47273","0.00596"
"125.67600","10.47321","0.00600"
"125.68200","10.47369","0.00610"
"125.68800","10.47423","0.00615"
"125.69400","10.47471","0.00621"
"125.70000","10.47525","0.00628"
"125.70600","10.47572","0.00628"
"125.71200","10.47620","0.00634"
"125.71800","10.47674","0.00640"
"125.72400","10.47722","0.00656"
"125.73000","10.47770","0.00661"
"125.73600","10.47824","0.00661"
"125.74200","10.47871","0.00656"
"125.74800","10.47925","0.00650"
"125.75400","10.47973","0.00640"
"125.76000","10.48021","0.00637"
"125.76600","10.48069","0.00642"
"125.77200","10.48123","0.00648"
"125.77800","10.48170","0.00656"
"125.78400","10.48218","0.00670"
"125.79000","10.48272","0.00663"
"125.79600","10.48320","0.00646"
"125.80200","10.48374","0.00622"
"125.80800","10.48421","0.00584"
"125.81400","10.48469","0.00556"
"125.82000","10.48523","0.00555"
"125.82600","10.48571","0.00584"
"125.83200","10.48625","0.00607"
"125.83800","10.48673","0.00622"
"125.84400","10.48720","0.00628"
"125.85000","10.48768","0.00639"
"125.85600","10.48822","0.00644"
"125.86200","10.48870","0.00634"
"125.86800","10.48918","0.00612"
"125.87400","10.48972","0.00592"
"125.88000","10.49019","0.00594"
"125.88600","10.49067","0.00608"
"125.89200","10.49115","0.00616"
"125.89800","10.49169","0.00629"
"125.90400","10.49217","0.00630"
"125.91000","10.49264","0.00613"
"125.91600","10.49312","0.00592"
"125.92200","10.49366","0.00567"
"125.92800","10.49414","0.00559"
"125.93400","10.49462","0.00576"
"125.94000","10.49516","0.00591"
"125.94600","10.49563","0.00613"
"125.95200","10.49611","0.00642"
"125.95800","10.49665","0.00651"
"125.96400","10.49713","0.00667"
"125.97000","10.49761","0.00660"
"125.97600","10.49815","0.00647"
"125.98200","10.49862","0.00655"
"125.98800","10.49910","0.00659"
"125.99400","10.49964","0.00646"
"126.00000","10.50012","0.00631"
"126.00600","10.50060","0.00610"
"126.01200","10.50113","0.00600"
