End date,"11/14/2016"
Specimen label,"20BT63.2.r2"
Maximum Load,"0.05861",N

Time,Extension,Load
(s),(mm),(N)
"24.01200","21.54283","0.02516"
"24.01800","21.54337","0.02529"
"24.02400","21.54384","0.02545"
"24.03000","21.54432","0.02579"
"24.03600","21.54486","0.02618"
"24.04200","21.54534","0.02641"
"24.04800","21.54588","0.02648"
"24.05400","21.54635","0.02652"
"24.06000","21.54689","0.02657"
"24.06600","21.54737","0.02649"
"24.07200","21.54791","0.02627"
"24.07800","21.54839","0.02634"
"24.08400","21.54887","0.02655"
"24.09000","21.54934","0.02669"
"24.09600","21.54988","0.02666"
"24.10200","21.55036","0.02646"
"24.10800","21.55084","0.02614"
"24.11400","21.55132","0.02593"
"24.12000","21.55179","0.02589"
"24.12600","21.55233","0.02614"
"24.13200","21.55281","0.02636"
"24.13800","21.55335","0.02649"
"24.14400","21.55383","0.02678"
"24.15000","21.55431","0.02713"
"24.15600","21.55484","0.02735"
"24.16200","21.55532","0.02754"
"24.16800","21.55586","0.02768"
"24.17400","21.55634","0.02769"
"24.18000","21.55688","0.02754"
"24.18600","21.55735","0.02735"
"24.19200","21.55789","0.02729"
"24.19800","21.55837","0.02735"
"24.20400","21.55891","0.02747"
"24.21000","21.55939","0.02748"
"24.21600","21.55993","0.02744"
"24.22200","21.56040","0.02740"
"24.22800","21.56088","0.02742"
"24.23400","21.56136","0.02763"
"24.24000","21.56190","0.02775"
"24.24600","21.56238","0.02778"
"24.25200","21.56285","0.02778"
"24.25800","21.56333","0.02785"
"24.26400","21.56387","0.02794"
"24.27000","21.56435","0.02786"
"24.27600","21.56483","0.02766"
"24.28200","21.56537","0.02746"
"24.28800","21.56585","0.02726"
"24.29400","21.56632","0.02715"
"24.30000","21.56686","0.02703"
"24.30600","21.56734","0.02681"
"24.31200","21.56782","0.02669"
"24.31800","21.56836","0.02654"
"24.32400","21.56883","0.02647"
"24.33000","21.56931","0.02652"
"24.33600","21.56985","0.02648"
"24.34200","21.57033","0.02654"
"24.34800","21.57087","0.02661"
"24.35400","21.57135","0.02674"
"24.36000","21.57183","0.02690"
"24.36600","21.57236","0.02695"
"24.37200","21.57284","0.02680"
"24.37800","21.57332","0.02662"
"24.38400","21.57380","0.02659"
"24.39000","21.57428","0.02675"
"24.39600","21.57481","0.02697"
"24.40200","21.57529","0.02701"
"24.40800","21.57577","0.02707"
"24.41400","21.57631","0.02713"
"24.42000","21.57679","0.02726"
"24.42600","21.57726","0.02744"
"24.43200","21.57780","0.02758"
"24.43800","21.57828","0.02768"
"24.44400","21.57882","0.02772"
"24.45000","21.57930","0.02767"
"24.45600","21.57978","0.02761"
"24.46200","21.58031","0.02752"
"24.46800","21.58079","0.02744"
"24.47400","21.58133","0.02735"
"24.48000","21.58181","0.02732"
"24.48600","21.58235","0.02747"
"24.49200","21.58282","0.02766"
"24.49800","21.58336","0.02774"
"24.50400","21.58384","0.02771"
"24.51000","21.58432","0.02764"
"24.51600","21.58486","0.02764"
"24.52200","21.58534","0.02759"
"24.52800","21.58582","0.02743"
"24.53400","21.58635","0.02722"
"24.54000","21.58683","0.02699"
"24.54600","21.58737","0.02673"
"24.55200","21.58785","0.02666"
"24.55800","21.58838","0.02672"
"24.56400","21.58887","0.02678"
"24.57000","21.58934","0.02684"
"24.57600","21.58988","0.02693"
"24.58200","21.59036","0.02696"
"24.58800","21.59090","0.02700"
"24.59400","21.59138","0.02717"
"24.60000","21.59186","0.02747"
"24.60600","21.59239","0.02783"
"24.61200","21.59287","0.02803"
"24.61800","21.59335","0.02811"
"24.62400","21.59389","0.02801"
"24.63000","21.59436","0.02781"
"24.63600","21.59484","0.02763"
"24.64200","21.59538","0.02746"
"24.64800","21.59586","0.02740"
"24.65400","21.59634","0.02747"
"24.66000","21.59682","0.02761"
"24.66600","21.59735","0.02772"
"24.67200","21.59783","0.02772"
"24.67800","21.59831","0.02766"
"24.68400","21.59885","0.02771"
"24.69000","21.59933","0.02799"
"24.69600","21.59987","0.02832"
"24.70200","21.60034","0.02839"
"24.70800","21.60088","0.02827"
"24.71400","21.60136","0.02802"
"24.72000","21.60190","0.02778"
"24.72600","21.60238","0.02777"
"24.73200","21.60286","0.02788"
"24.73800","21.60339","0.02802"
"24.74400","21.60387","0.02817"
"24.75000","21.60435","0.02820"
"24.75600","21.60489","0.02816"
"24.76200","21.60537","0.02824"
"24.76800","21.60585","0.02828"
"24.77400","21.60638","0.02814"
"24.78000","21.60686","0.02790"
"24.78600","21.60734","0.02767"
"24.79200","21.60788","0.02757"
"24.79800","21.60836","0.02752"
"24.80400","21.60884","0.02752"
"24.81000","21.60937","0.02755"
"24.81600","21.60985","0.02753"
"24.82200","21.61039","0.02741"
"24.82800","21.61087","0.02738"
"24.83400","21.61134","0.02749"
"24.84000","21.61188","0.02762"
"24.84600","21.61236","0.02776"
"24.85200","21.61284","0.02782"
"24.85800","21.61338","0.02770"
"24.86400","21.61386","0.02755"
"24.87000","21.61434","0.02743"
"24.87600","21.61487","0.02747"
"24.88200","21.61535","0.02768"
"24.88800","21.61583","0.02778"
"24.89400","21.61637","0.02785"
"24.90000","21.61685","0.02790"
"24.90600","21.61732","0.02797"
"24.91200","21.61786","0.02800"
"24.91800","21.61834","0.02805"
"24.92400","21.61882","0.02806"
"24.93000","21.61930","0.02797"
"24.93600","21.61984","0.02791"
"24.94200","21.62031","0.02793"
"24.94800","21.62079","0.02796"
"24.95400","21.62133","0.02798"
"24.96000","21.62181","0.02795"
"24.96600","21.62229","0.02798"
"24.97200","21.62283","0.02814"
"24.97800","21.62330","0.02825"
"24.98400","21.62384","0.02833"
"24.99000","21.62432","0.02834"
"24.99600","21.62486","0.02843"
"25.00200","21.62534","0.02849"
"25.00800","21.62581","0.02863"
"25.01400","21.62635","0.02877"
"25.02000","21.62683","0.02874"
"25.02600","21.62731","0.02841"
"25.03200","21.62785","0.02808"
"25.03800","21.62833","0.02772"
"25.04400","21.62886","0.02751"
"25.05000","21.62934","0.02755"
"25.05600","21.62982","0.02771"
"25.06200","21.63036","0.02796"
"25.06800","21.63083","0.02798"
"25.07400","21.63137","0.02780"
"25.08000","21.63185","0.02763"
"25.08600","21.63233","0.02764"
"25.09200","21.63281","0.02780"
"25.09800","21.63335","0.02804"
"25.10400","21.63382","0.02835"
"25.11000","21.63437","0.02862"
"25.11600","21.63484","0.02873"
"25.12200","21.63538","0.02885"
"25.12800","21.63586","0.02889"
"25.13400","21.63640","0.02896"
"25.14000","21.63688","0.02888"
"25.14600","21.63735","0.02865"
"25.15200","21.63783","0.02841"
"25.15800","21.63837","0.02817"
"25.16400","21.63885","0.02800"
"25.17000","21.63933","0.02790"
"25.17600","21.63986","0.02789"
"25.18200","21.64034","0.02782"
"25.18800","21.64082","0.02790"
"25.19400","21.64136","0.02805"
"25.20000","21.64184","0.02819"
"25.20600","21.64237","0.02818"
"25.21200","21.64285","0.02818"
"25.21800","21.64339","0.02808"
"25.22400","21.64387","0.02811"
"25.23000","21.64441","0.02807"
"25.23600","21.64489","0.02804"
"25.24200","21.64536","0.02800"
"25.24800","21.64584","0.02788"
"25.25400","21.64638","0.02771"
"25.26000","21.64686","0.02773"
"25.26600","21.64734","0.02775"
"25.27200","21.64788","0.02779"
"25.27800","21.64835","0.02788"
"25.28400","21.64889","0.02796"
"25.29000","21.64937","0.02802"
"25.29600","21.64985","0.02805"
"25.30200","21.65033","0.02802"
"25.30800","21.65087","0.02805"
"25.31400","21.65134","0.02807"
"25.32000","21.65182","0.02821"
"25.32600","21.65236","0.02845"
"25.33200","21.65284","0.02864"
"25.33800","21.65338","0.02868"
"25.34400","21.65385","0.02886"
"25.35000","21.65439","0.02898"
"25.35600","21.65487","0.02901"
"25.36200","21.65541","0.02898"
"25.36800","21.65589","0.02885"
"25.37400","21.65637","0.02882"
"25.38000","21.65685","0.02885"
"25.38600","21.65732","0.02877"
"25.39200","21.65786","0.02870"
"25.39800","21.65834","0.02874"
"25.40400","21.65882","0.02875"
"25.41000","21.65930","0.02857"
"25.41600","21.65983","0.02852"
"25.42200","21.66031","0.02852"
"25.42800","21.66079","0.02857"
"25.43400","21.66133","0.02864"
"25.44000","21.66181","0.02874"
"25.44600","21.66228","0.02885"
"25.45200","21.66282","0.02892"
"25.45800","21.66330","0.02889"
"25.46400","21.66378","0.02897"
"25.47000","21.66426","0.02906"
"25.47600","21.66480","0.02910"
"25.48200","21.66528","0.02922"
"25.48800","21.66581","0.02923"
"25.49400","21.66629","0.02921"
"25.50000","21.66683","0.02913"
"25.50600","21.66731","0.02901"
"25.51200","21.66784","0.02885"
"25.51800","21.66833","0.02866"
"25.52400","21.66880","0.02844"
"25.53000","21.66934","0.02837"
"25.53600","21.66982","0.02847"
"25.54200","21.67030","0.02849"
"25.54800","21.67078","0.02865"
"25.55400","21.67131","0.02897"
"25.56000","21.67179","0.02913"
"25.56600","21.67227","0.02924"
"25.57200","21.67281","0.02934"
"25.57800","21.67329","0.02934"
"25.58400","21.67382","0.02921"
"25.59000","21.67430","0.02922"
"25.59600","21.67478","0.02933"
"25.60200","21.67532","0.02943"
"25.60800","21.67580","0.02937"
"25.61400","21.67634","0.02933"
"25.62000","21.67682","0.02940"
"25.62600","21.67735","0.02943"
"25.63200","21.67789","0.02952"
"25.63800","21.67837","0.02951"
"25.64400","21.67891","0.02938"
"25.65000","21.67938","0.02933"
"25.65600","21.67992","0.02937"
"25.66200","21.68040","0.02918"
"25.66800","21.68088","0.02890"
"25.67400","21.68142","0.02869"
"25.68000","21.68190","0.02857"
"25.68600","21.68237","0.02861"
"25.69200","21.68291","0.02862"
"25.69800","21.68339","0.02870"
"25.70400","21.68387","0.02882"
"25.71000","21.68435","0.02900"
"25.71600","21.68483","0.02922"
"25.72200","21.68531","0.02949"
"25.72800","21.68584","0.02964"
"25.73400","21.68632","0.02969"
"25.74000","21.68680","0.02959"
"25.74600","21.68734","0.02941"
"25.75200","21.68782","0.02921"
"25.75800","21.68835","0.02928"
"25.76400","21.68883","0.02937"
"25.77000","21.68937","0.02941"
"25.77600","21.68985","0.02952"
"25.78200","21.69039","0.02967"
"25.78800","21.69087","0.02982"
"25.79400","21.69134","0.02993"
"25.80000","21.69188","0.02995"
"25.80600","21.69236","0.02986"
"25.81200","21.69284","0.02964"
"25.81800","21.69337","0.02963"
"25.82400","21.69386","0.02979"
"25.83000","21.69433","0.02988"
"25.83600","21.69487","0.02990"
"25.84200","21.69535","0.02993"
"25.84800","21.69583","0.02998"
"25.85400","21.69631","0.03004"
"25.86000","21.69685","0.02996"
"25.86600","21.69732","0.02984"
"25.87200","21.69780","0.02974"
"25.87800","21.69828","0.02962"
"25.88400","21.69882","0.02959"
"25.89000","21.69930","0.02972"
"25.89600","21.69983","0.02982"
"25.90200","21.70031","0.02991"
"25.90800","21.70085","0.02990"
"25.91400","21.70133","0.02987"
"25.92000","21.70181","0.02975"
"25.92600","21.70234","0.02961"
"25.93200","21.70282","0.02951"
"25.93800","21.70330","0.02938"
"25.94400","21.70384","0.02917"
"25.95000","21.70432","0.02914"
"25.95600","21.70480","0.02935"
"25.96200","21.70533","0.02947"
"25.96800","21.70581","0.02954"
"25.97400","21.70629","0.02966"
"25.98000","21.70683","0.02980"
"25.98600","21.70731","0.02997"
"25.99200","21.70785","0.03016"
"25.99800","21.70832","0.03025"
"26.00400","21.70880","0.03013"
"26.01000","21.70928","0.02993"
"26.01600","21.70982","0.02982"
"26.02200","21.71029","0.02992"
"26.02800","21.71078","0.03006"
"26.03400","21.71125","0.03010"
"26.04000","21.71179","0.03008"
"26.04600","21.71233","0.03003"
"26.05200","21.71281","0.02986"
"26.05800","21.71335","0.02963"
"26.06400","21.71383","0.02945"
"26.07000","21.71436","0.02934"
"26.07600","21.71484","0.02938"
"26.08200","21.71538","0.02946"
"26.08800","21.71585","0.02946"
"26.09400","21.71634","0.02945"
"26.10000","21.71687","0.02946"
"26.10600","21.71735","0.02956"
"26.11200","21.71783","0.02967"
"26.11800","21.71837","0.02962"
"26.12400","21.71885","0.02956"
"26.13000","21.71939","0.02964"
"26.13600","21.71986","0.02971"
"26.14200","21.72040","0.02973"
"26.14800","21.72088","0.02971"
"26.15400","21.72136","0.02977"
"26.16000","21.72190","0.02991"
"26.16600","21.72237","0.02997"
"26.17200","21.72285","0.03002"
"26.17800","21.72333","0.02993"
"26.18400","21.72387","0.02974"
"26.19000","21.72435","0.02969"
"26.19600","21.72489","0.02975"
"26.20200","21.72536","0.02990"
"26.20800","21.72590","0.02998"
"26.21400","21.72638","0.03009"
"26.22000","21.72686","0.03003"
"26.22600","21.72740","0.02987"
"26.23200","21.72787","0.02965"
"26.23800","21.72835","0.02953"
"26.24400","21.72883","0.02950"
"26.25000","21.72937","0.02945"
"26.25600","21.72985","0.02949"
"26.26200","21.73038","0.02971"
"26.26800","21.73086","0.02991"
"26.27400","21.73134","0.03024"
"26.28000","21.73188","0.03040"
"26.28600","21.73236","0.03041"
"26.29200","21.73284","0.03040"
"26.29800","21.73338","0.03047"
"26.30400","21.73385","0.03055"
"26.31000","21.73433","0.03067"
"26.31600","21.73487","0.03069"
"26.32200","21.73535","0.03070"
"26.32800","21.73583","0.03074"
"26.33400","21.73636","0.03078"
"26.34000","21.73684","0.03075"
"26.34600","21.73738","0.03070"
"26.35200","21.73786","0.03067"
"26.35800","21.73834","0.03059"
"26.36400","21.73888","0.03056"
"26.37000","21.73935","0.03062"
"26.37600","21.73983","0.03071"
"26.38200","21.74037","0.03080"
"26.38800","21.74085","0.03083"
"26.39400","21.74133","0.03078"
"26.40000","21.74187","0.03069"
"26.40600","21.74234","0.03061"
"26.41200","21.74288","0.03060"
"26.41800","21.74336","0.03065"
"26.42400","21.74384","0.03067"
"26.43000","21.74432","0.03069"
"26.43600","21.74479","0.03076"
"26.44200","21.74533","0.03089"
"26.44800","21.74581","0.03089"
"26.45400","21.74629","0.03072"
"26.46000","21.74683","0.03048"
"26.46600","21.74731","0.03036"
"26.47200","21.74785","0.03044"
"26.47800","21.74832","0.03057"
"26.48400","21.74880","0.03064"
"26.49000","21.74934","0.03066"
"26.49600","21.74982","0.03068"
"26.50200","21.75036","0.03071"
"26.50800","21.75083","0.03069"
"26.51400","21.75131","0.03058"
"26.52000","21.75185","0.03056"
"26.52600","21.75233","0.03065"
"26.53200","21.75281","0.03067"
"26.53800","21.75335","0.03072"
"26.54400","21.75382","0.03070"
"26.55000","21.75436","0.03064"
"26.55600","21.75484","0.03065"
"26.56200","21.75532","0.03069"
"26.56800","21.75586","0.03074"
"26.57400","21.75634","0.03072"
"26.58000","21.75681","0.03065"
"26.58600","21.75729","0.03073"
"26.59200","21.75783","0.03084"
"26.59800","21.75831","0.03084"
"26.60400","21.75879","0.03072"
"26.61000","21.75933","0.03061"
"26.61600","21.75980","0.03064"
"26.62200","21.76034","0.03072"
"26.62800","21.76082","0.03080"
"26.63400","21.76136","0.03095"
"26.64000","21.76184","0.03104"
"26.64600","21.76232","0.03111"
"26.65200","21.76285","0.03119"
"26.65800","21.76333","0.03125"
"26.66400","21.76381","0.03125"
"26.67000","21.76435","0.03103"
"26.67600","21.76482","0.03083"
"26.68200","21.76536","0.03059"
"26.68800","21.76584","0.03037"
"26.69400","21.76638","0.03036"
"26.70000","21.76686","0.03043"
"26.70600","21.76734","0.03043"
"26.71200","21.76788","0.03043"
"26.71800","21.76835","0.03049"
"26.72400","21.76889","0.03058"
"26.73000","21.76937","0.03068"
"26.73600","21.76985","0.03083"
"26.74200","21.77038","0.03092"
"26.74800","21.77086","0.03093"
"26.75400","21.77134","0.03081"
"26.76000","21.77188","0.03064"
"26.76600","21.77236","0.03049"
"26.77200","21.77283","0.03060"
"26.77800","21.77337","0.03079"
"26.78400","21.77386","0.03098"
"26.79000","21.77439","0.03113"
"26.79600","21.77487","0.03125"
"26.80200","21.77535","0.03134"
"26.80800","21.77589","0.03147"
"26.81400","21.77636","0.03157"
"26.82000","21.77684","0.03154"
"26.82600","21.77738","0.03136"
"26.83200","21.77786","0.03125"
"26.83800","21.77834","0.03115"
"26.84400","21.77888","0.03126"
"26.85000","21.77935","0.03155"
"26.85600","21.77983","0.03188"
"26.86200","21.78037","0.03199"
"26.86800","21.78085","0.03189"
"26.87400","21.78133","0.03179"
"26.88000","21.78187","0.03182"
"26.88600","21.78234","0.03181"
"26.89200","21.78288","0.03178"
"26.89800","21.78336","0.03174"
"26.90400","21.78390","0.03177"
"26.91000","21.78438","0.03168"
"26.91600","21.78491","0.03151"
"26.92200","21.78539","0.03129"
"26.92800","21.78593","0.03112"
"26.93400","21.78641","0.03114"
"26.94000","21.78689","0.03119"
"26.94600","21.78743","0.03126"
"26.95200","21.78790","0.03129"
"26.95800","21.78838","0.03138"
"26.96400","21.78886","0.03154"
"26.97000","21.78940","0.03169"
"26.97600","21.78988","0.03176"
"26.98200","21.79036","0.03172"
"26.98800","21.79083","0.03170"
"26.99400","21.79137","0.03170"
"27.00000","21.79185","0.03160"
"27.00600","21.79233","0.03149"
"27.01200","21.79287","0.03139"
"27.01800","21.79334","0.03146"
"27.02400","21.79382","0.03158"
"27.03000","21.79430","0.03167"
"27.03600","21.79484","0.03174"
"27.04200","21.79531","0.03176"
"27.04800","21.79580","0.03166"
"27.05400","21.79634","0.03149"
"27.06000","21.79681","0.03144"
"27.06600","21.79735","0.03153"
"27.07200","21.79783","0.03161"
"27.07800","21.79831","0.03173"
"27.08400","21.79885","0.03177"
"27.09000","21.79932","0.03176"
"27.09600","21.79980","0.03175"
"27.10200","21.80034","0.03157"
"27.10800","21.80082","0.03145"
"27.11400","21.80129","0.03152"
"27.12000","21.80177","0.03170"
"27.12600","21.80231","0.03177"
"27.13200","21.80279","0.03180"
"27.13800","21.80333","0.03183"
"27.14400","21.80381","0.03193"
"27.15000","21.80429","0.03200"
"27.15600","21.80482","0.03195"
"27.16200","21.80530","0.03170"
"27.16800","21.80584","0.03148"
"27.17400","21.80632","0.03143"
"27.18000","21.80686","0.03152"
"27.18600","21.80733","0.03155"
"27.19200","21.80787","0.03156"
"27.19800","21.80835","0.03156"
"27.20400","21.80889","0.03153"
"27.21000","21.80937","0.03153"
"27.21600","21.80991","0.03150"
"27.22200","21.81038","0.03150"
"27.22800","21.81086","0.03153"
"27.23400","21.81140","0.03153"
"27.24000","21.81188","0.03163"
"27.24600","21.81236","0.03169"
"27.25200","21.81290","0.03184"
"27.25800","21.81337","0.03201"
"27.26400","21.81385","0.03208"
"27.27000","21.81439","0.03216"
"27.27600","21.81487","0.03215"
"27.28200","21.81535","0.03214"
"27.28800","21.81589","0.03217"
"27.29400","21.81636","0.03219"
"27.30000","21.81684","0.03214"
"27.30600","21.81732","0.03218"
"27.31200","21.81786","0.03240"
"27.31800","21.81834","0.03265"
"27.32400","21.81881","0.03277"
"27.33000","21.81935","0.03283"
"27.33600","21.81983","0.03284"
"27.34200","21.82037","0.03291"
"27.34800","21.82091","0.03287"
"27.35400","21.82139","0.03276"
"27.36000","21.82192","0.03263"
"27.36600","21.82240","0.03244"
"27.37200","21.82288","0.03223"
"27.37800","21.82342","0.03214"
"27.38400","21.82390","0.03214"
"27.39000","21.82438","0.03216"
"27.39600","21.82485","0.03223"
"27.40200","21.82539","0.03229"
"27.40800","21.82587","0.03232"
"27.41400","21.82635","0.03237"
"27.42000","21.82689","0.03247"
"27.42600","21.82737","0.03245"
"27.43200","21.82784","0.03238"
"27.43800","21.82838","0.03234"
"27.44400","21.82886","0.03229"
"27.45000","21.82934","0.03223"
"27.45600","21.82988","0.03223"
"27.46200","21.83035","0.03218"
"27.46800","21.83083","0.03212"
"27.47400","21.83137","0.03208"
"27.48000","21.83185","0.03212"
"27.48600","21.83239","0.03218"
"27.49200","21.83287","0.03220"
"27.49800","21.83340","0.03224"
"27.50400","21.83388","0.03230"
"27.51000","21.83442","0.03226"
"27.51600","21.83490","0.03216"
"27.52200","21.83538","0.03216"
"27.52800","21.83586","0.03209"
"27.53400","21.83640","0.03208"
"27.54000","21.83687","0.03197"
"27.54600","21.83735","0.03185"
"27.55200","21.83783","0.03175"
"27.55800","21.83837","0.03168"
"27.56400","21.83885","0.03175"
"27.57000","21.83932","0.03187"
"27.57600","21.83980","0.03195"
"27.58200","21.84034","0.03207"
"27.58800","21.84082","0.03213"
"27.59400","21.84130","0.03214"
"27.60000","21.84177","0.03212"
"27.60600","21.84231","0.03216"
"27.61200","21.84279","0.03225"
"27.61800","21.84327","0.03224"
"27.62400","21.84381","0.03220"
"27.63000","21.84428","0.03216"
"27.63600","21.84482","0.03217"
"27.64200","21.84530","0.03223"
"27.64800","21.84584","0.03230"
"27.65400","21.84632","0.03239"
"27.66000","21.84686","0.03246"
"27.66600","21.84734","0.03263"
"27.67200","21.84781","0.03269"
"27.67800","21.84835","0.03266"
"27.68400","21.84883","0.03257"
"27.69000","21.84931","0.03250"
"27.69600","21.84984","0.03250"
"27.70200","21.85032","0.03251"
"27.70800","21.85080","0.03257"
"27.71400","21.85134","0.03263"
"27.72000","21.85182","0.03262"
"27.72600","21.85229","0.03256"
"27.73200","21.85283","0.03254"
"27.73800","21.85332","0.03268"
"27.74400","21.85379","0.03287"
"27.75000","21.85433","0.03311"
"27.75600","21.85481","0.03324"
"27.76200","21.85535","0.03318"
"27.76800","21.85582","0.03298"
"27.77400","21.85636","0.03281"
"27.78000","21.85684","0.03278"
"27.78600","21.85738","0.03275"
"27.79200","21.85786","0.03282"
"27.79800","21.85839","0.03289"
"27.80400","21.85888","0.03304"
"27.81000","21.85941","0.03325"
"27.81600","21.85989","0.03341"
"27.82200","21.86037","0.03356"
"27.82800","21.86091","0.03354"
"27.83400","21.86138","0.03346"
"27.84000","21.86186","0.03344"
"27.84600","21.86234","0.03347"
"27.85200","21.86288","0.03358"
"27.85800","21.86336","0.03363"
"27.86400","21.86384","0.03364"
"27.87000","21.86432","0.03363"
"27.87600","21.86485","0.03364"
"27.88200","21.86533","0.03360"
"27.88800","21.86581","0.03369"
"27.89400","21.86635","0.03374"
"27.90000","21.86683","0.03361"
"27.90600","21.86736","0.03344"
"27.91200","21.86784","0.03341"
"27.91800","21.86838","0.03341"
"27.92400","21.86886","0.03333"
"27.93000","21.86939","0.03320"
"27.93600","21.86987","0.03312"
"27.94200","21.87041","0.03295"
"27.94800","21.87089","0.03284"
"27.95400","21.87137","0.03281"
"27.96000","21.87191","0.03285"
"27.96600","21.87239","0.03295"
"27.97200","21.87287","0.03303"
"27.97800","21.87334","0.03308"
"27.98400","21.87388","0.03296"
"27.99000","21.87436","0.03281"
"27.99600","21.87484","0.03290"
"28.00200","21.87537","0.03311"
"28.00800","21.87585","0.03315"
"28.01400","21.87633","0.03309"
"28.02000","21.87681","0.03299"
"28.02600","21.87729","0.03297"
"28.03200","21.87783","0.03303"
"28.03800","21.87831","0.03325"
"28.04400","21.87878","0.03347"
"28.05000","21.87932","0.03371"
"28.05600","21.87986","0.03387"
"28.06200","21.88034","0.03399"
"28.06800","21.88082","0.03405"
"28.07400","21.88135","0.03403"
"28.08000","21.88183","0.03390"
"28.08600","21.88237","0.03382"
"28.09200","21.88285","0.03375"
"28.09800","21.88333","0.03365"
"28.10400","21.88381","0.03358"
"28.11000","21.88428","0.03367"
"28.11600","21.88482","0.03385"
"28.12200","21.88530","0.03393"
"28.12800","21.88578","0.03406"
"28.13400","21.88631","0.03419"
"28.14000","21.88680","0.03427"
"28.14600","21.88727","0.03426"
"28.15200","21.88775","0.03425"
"28.15800","21.88829","0.03431"
"28.16400","21.88877","0.03428"
"28.17000","21.88925","0.03427"
"28.17600","21.88979","0.03416"
"28.18200","21.89026","0.03398"
"28.18800","21.89080","0.03384"
"28.19400","21.89128","0.03375"
"28.20000","21.89176","0.03376"
"28.20600","21.89229","0.03395"
"28.21200","21.89283","0.03419"
"28.21800","21.89331","0.03428"
"28.22400","21.89385","0.03438"
"28.23000","21.89433","0.03442"
"28.23600","21.89487","0.03437"
"28.24200","21.89535","0.03437"
"28.24800","21.89582","0.03429"
"28.25400","21.89636","0.03413"
"28.26000","21.89684","0.03392"
"28.26600","21.89732","0.03382"
"28.27200","21.89786","0.03379"
"28.27800","21.89833","0.03381"
"28.28400","21.89887","0.03379"
"28.29000","21.89935","0.03391"
"28.29600","21.89983","0.03404"
"28.30200","21.90037","0.03403"
"28.30800","21.90085","0.03388"
"28.31400","21.90133","0.03389"
"28.32000","21.90186","0.03387"
"28.32600","21.90234","0.03368"
"28.33200","21.90288","0.03354"
"28.33800","21.90336","0.03349"
"28.34400","21.90390","0.03347"
"28.35000","21.90437","0.03350"
"28.35600","21.90485","0.03358"
"28.36200","21.90539","0.03372"
"28.36800","21.90587","0.03377"
"28.37400","21.90641","0.03387"
"28.38000","21.90689","0.03405"
"28.38600","21.90742","0.03424"
"28.39200","21.90790","0.03442"
"28.39800","21.90838","0.03451"
"28.40400","21.90886","0.03446"
"28.41000","21.90934","0.03431"
"28.41600","21.90988","0.03422"
"28.42200","21.91035","0.03420"
"28.42800","21.91089","0.03417"
"28.43400","21.91137","0.03413"
"28.44000","21.91185","0.03419"
"28.44600","21.91238","0.03422"
"28.45200","21.91286","0.03422"
"28.45800","21.91334","0.03421"
"28.46400","21.91388","0.03423"
"28.47000","21.91436","0.03419"
"28.47600","21.91490","0.03414"
"28.48200","21.91538","0.03412"
"28.48800","21.91585","0.03410"
"28.49400","21.91639","0.03411"
"28.50000","21.91687","0.03406"
"28.50600","21.91741","0.03409"
"28.51200","21.91789","0.03431"
"28.51800","21.91836","0.03462"
"28.52400","21.91890","0.03482"
"28.53000","21.91938","0.03492"
"28.53600","21.91986","0.03496"
"28.54200","21.92034","0.03490"
"28.54800","21.92088","0.03480"
"28.55400","21.92136","0.03471"
"28.56000","21.92183","0.03471"
"28.56600","21.92237","0.03463"
"28.57200","21.92285","0.03449"
"28.57800","21.92333","0.03452"
"28.58400","21.92387","0.03460"
"28.59000","21.92434","0.03461"
"28.59600","21.92482","0.03458"
"28.60200","21.92536","0.03466"
"28.60800","21.92584","0.03479"
"28.61400","21.92632","0.03485"
"28.62000","21.92680","0.03483"
"28.62600","21.92733","0.03476"
"28.63200","21.92781","0.03475"
"28.63800","21.92829","0.03475"
"28.64400","21.92883","0.03473"
"28.65000","21.92930","0.03475"
"28.65600","21.92985","0.03468"
"28.66200","21.93032","0.03463"
"28.66800","21.93080","0.03453"
"28.67400","21.93128","0.03458"
"28.68000","21.93182","0.03461"
"28.68600","21.93229","0.03472"
"28.69200","21.93278","0.03484"
"28.69800","21.93331","0.03497"
"28.70400","21.93379","0.03501"
"28.71000","21.93427","0.03505"
"28.71600","21.93481","0.03513"
"28.72200","21.93528","0.03510"
"28.72800","21.93582","0.03500"
"28.73400","21.93630","0.03496"
"28.74000","21.93678","0.03500"
"28.74600","21.93732","0.03496"
"28.75200","21.93780","0.03495"
"28.75800","21.93827","0.03498"
"28.76400","21.93881","0.03490"
"28.77000","21.93929","0.03483"
"28.77600","21.93983","0.03488"
"28.78200","21.94031","0.03491"
"28.78800","21.94084","0.03489"
"28.79400","21.94132","0.03490"
"28.80000","21.94186","0.03502"
"28.80600","21.94234","0.03499"
"28.81200","21.94282","0.03496"
"28.81800","21.94336","0.03492"
"28.82400","21.94383","0.03488"
"28.83000","21.94431","0.03490"
"28.83600","21.94485","0.03488"
"28.84200","21.94533","0.03476"
"28.84800","21.94587","0.03465"
"28.85400","21.94635","0.03466"
"28.86000","21.94688","0.03470"
"28.86600","21.94736","0.03481"
"28.87200","21.94790","0.03483"
"28.87800","21.94838","0.03484"
"28.88400","21.94885","0.03475"
"28.89000","21.94939","0.03473"
"28.89600","21.94987","0.03474"
"28.90200","21.95035","0.03476"
"28.90800","21.95089","0.03485"
"28.91400","21.95137","0.03492"
"28.92000","21.95185","0.03494"
