End date,"11/14/2016"
Specimen label,"20BT63.2.r2"
Maximum Load,"0.05861",N

Time,Extension,Load
(s),(mm),(N)
"48.46800","23.58087","0.05783"
"48.47400","23.58135","0.05785"
"48.48000","23.58189","0.05785"
"48.48600","23.58237","0.05784"
"48.49200","23.58285","0.05784"
"48.49800","23.58332","0.05786"
"48.50400","23.58386","0.05788"
"48.51000","23.58434","0.05788"
"48.51600","23.58482","0.05785"
"48.52200","23.58530","0.05784"
"48.52800","23.58584","0.05786"
"48.53400","23.58631","0.05791"
"48.54000","23.58679","0.05794"
"48.54600","23.58733","0.05798"
"48.55200","23.58781","0.05800"
"48.55800","23.58829","0.05798"
"48.56400","23.58883","0.05796"
"48.57000","23.58930","0.05795"
"48.57600","23.58984","0.05797"
"48.58200","23.59032","0.05797"
"48.58800","23.59086","0.05797"
"48.59400","23.59133","0.05793"
"48.60000","23.59181","0.05791"
"48.60600","23.59235","0.05790"
"48.61200","23.59283","0.05791"
"48.61800","23.59331","0.05791"
"48.62400","23.59385","0.05792"
"48.63000","23.59432","0.05793"
"48.63600","23.59480","0.05798"
"48.64200","23.59534","0.05805"
"48.64800","23.59582","0.05807"
"48.65400","23.59630","0.05807"
"48.66000","23.59678","0.05804"
"48.66600","23.59731","0.05804"
"48.67200","23.59779","0.05805"
"48.67800","23.59827","0.05806"
"48.68400","23.59875","0.05808"
"48.69000","23.59929","0.05809"
"48.69600","23.59977","0.05811"
"48.70200","23.60030","0.05813"
"48.70800","23.60078","0.05816"
"48.71400","23.60132","0.05817"
"48.72000","23.60180","0.05816"
"48.72600","23.60234","0.05813"
"48.73200","23.60282","0.05814"
"48.73800","23.60335","0.05816"
"48.74400","23.60383","0.05817"
"48.75000","23.60431","0.05815"
"48.75600","23.60485","0.05810"
"48.76200","23.60532","0.05805"
"48.76800","23.60586","0.05804"
"48.77400","23.60634","0.05803"
"48.78000","23.60682","0.05801"
"48.78600","23.60736","0.05799"
"48.79200","23.60784","0.05797"
"48.79800","23.60832","0.05796"
"48.80400","23.60885","0.05796"
"48.81000","23.60933","0.05795"
"48.81600","23.60981","0.05794"
"48.82200","23.61029","0.05793"
"48.82800","23.61083","0.05792"
"48.83400","23.61130","0.05792"
"48.84000","23.61178","0.05793"
"48.84600","23.61226","0.05795"
"48.85200","23.61280","0.05794"
"48.85800","23.61328","0.05792"
"48.86400","23.61382","0.05792"
"48.87000","23.61429","0.05794"
"48.87600","23.61483","0.05795"
"48.88200","23.61537","0.05795"
"48.88800","23.61585","0.05798"
"48.89400","23.61633","0.05799"
"48.90000","23.61687","0.05800"
"48.90600","23.61734","0.05800"
"48.91200","23.61782","0.05799"
"48.91800","23.61836","0.05799"
"48.92400","23.61884","0.05796"
"48.93000","23.61938","0.05793"
"48.93600","23.61986","0.05791"
"48.94200","23.62033","0.05791"
"48.94800","23.62087","0.05792"
"48.95400","23.62135","0.05793"
"48.96000","23.62183","0.05796"
"48.96600","23.62237","0.05798"
"48.97200","23.62285","0.05797"
"48.97800","23.62332","0.05797"
"48.98400","23.62386","0.05797"
"48.99000","23.62434","0.05797"
"48.99600","23.62482","0.05800"
"49.00200","23.62535","0.05805"
"49.00800","23.62583","0.05810"
"49.01400","23.62631","0.05814"
"49.02000","23.62685","0.05817"
"49.02600","23.62733","0.05818"
"49.03200","23.62787","0.05819"
"49.03800","23.62835","0.05821"
"49.04400","23.62882","0.05822"
"49.05000","23.62936","0.05822"
"49.05600","23.62984","0.05820"
"49.06200","23.63032","0.05819"
"49.06800","23.63086","0.05818"
"49.07400","23.63133","0.05817"
"49.08000","23.63181","0.05816"
"49.08600","23.63235","0.05819"
"49.09200","23.63283","0.05820"
"49.09800","23.63337","0.05821"
"49.10400","23.63385","0.05821"
"49.11000","23.63432","0.05820"
"49.11600","23.63486","0.05820"
"49.12200","23.63534","0.05819"
"49.12800","23.63582","0.05817"
"49.13400","23.63630","0.05813"
"49.14000","23.63678","0.05810"
"49.14600","23.63725","0.05811"
"49.15200","23.63779","0.05813"
"49.15800","23.63827","0.05818"
"49.16400","23.63881","0.05820"
"49.17000","23.63929","0.05823"
"49.17600","23.63976","0.05824"
"49.18200","23.64030","0.05824"
"49.18800","23.64078","0.05823"
"49.19400","23.64132","0.05821"
"49.20000","23.64180","0.05820"
"49.20600","23.64227","0.05819"
"49.21200","23.64282","0.05819"
"49.21800","23.64329","0.05819"
"49.22400","23.64383","0.05819"
"49.23000","23.64431","0.05818"
"49.23600","23.64479","0.05817"
"49.24200","23.64533","0.05817"
"49.24800","23.64581","0.05817"
"49.25400","23.64628","0.05816"
"49.26000","23.64682","0.05817"
"49.26600","23.64730","0.05820"
"49.27200","23.64783","0.05824"
"49.27800","23.64831","0.05823"
"49.28400","23.64879","0.05819"
"49.29000","23.64933","0.05817"
"49.29600","23.64981","0.05817"
"49.30200","23.65029","0.05816"
"49.30800","23.65083","0.05816"
"49.31400","23.65131","0.05816"
"49.32000","23.65184","0.05816"
"49.32600","23.65232","0.05817"
"49.33200","23.65286","0.05816"
"49.33800","23.65334","0.05815"
"49.34400","23.65381","0.05816"
"49.35000","23.65435","0.05817"
"49.35600","23.65483","0.05818"
"49.36200","23.65531","0.05818"
"49.36800","23.65585","0.05816"
"49.37400","23.65633","0.05815"
"49.38000","23.65681","0.05813"
"49.38600","23.65728","0.05812"
"49.39200","23.65782","0.05812"
"49.39800","23.65830","0.05816"
"49.40400","23.65878","0.05818"
"49.41000","23.65932","0.05820"
"49.41600","23.65979","0.05821"
"49.42200","23.66033","0.05822"
"49.42800","23.66081","0.05822"
"49.43400","23.66129","0.05824"
"49.44000","23.66183","0.05829"
"49.44600","23.66231","0.05831"
"49.45200","23.66284","0.05830"
"49.45800","23.66332","0.05830"
"49.46400","23.66386","0.05827"
"49.47000","23.66434","0.05824"
"49.47600","23.66488","0.05821"
"49.48200","23.66535","0.05820"
"49.48800","23.66583","0.05818"
"49.49400","23.66637","0.05820"
"49.50000","23.66685","0.05821"
"49.50600","23.66739","0.05822"
"49.51200","23.66787","0.05824"
"49.51800","23.66841","0.05826"
"49.52400","23.66888","0.05827"
"49.53000","23.66936","0.05826"
"49.53600","23.66990","0.05825"
"49.54200","23.67038","0.05825"
"49.54800","23.67086","0.05825"
"49.55400","23.67133","0.05824"
"49.56000","23.67187","0.05820"
"49.56600","23.67235","0.05818"
"49.57200","23.67283","0.05818"
"49.57800","23.67331","0.05819"
"49.58400","23.67385","0.05819"
"49.59000","23.67432","0.05818"
"49.59600","23.67480","0.05818"
"49.60200","23.67534","0.05820"
"49.60800","23.67582","0.05825"
"49.61400","23.67630","0.05827"
"49.62000","23.67683","0.05829"
"49.62600","23.67731","0.05829"
"49.63200","23.67779","0.05829"
"49.63800","23.67833","0.05834"
"49.64400","23.67881","0.05841"
"49.65000","23.67929","0.05846"
"49.65600","23.67982","0.05849"
"49.66200","23.68030","0.05849"
"49.66800","23.68078","0.05849"
"49.67400","23.68132","0.05847"
"49.68000","23.68180","0.05843"
"49.68600","23.68228","0.05837"
"49.69200","23.68275","0.05833"
"49.69800","23.68323","0.05828"
"49.70400","23.68377","0.05829"
"49.71000","23.68425","0.05832"
"49.71600","23.68478","0.05832"
"49.72200","23.68526","0.05833"
"49.72800","23.68574","0.05833"
"49.73400","23.68628","0.05832"
"49.74000","23.68682","0.05832"
"49.74600","23.68730","0.05831"
"49.75200","23.68784","0.05829"
"49.75800","23.68831","0.05825"
"49.76400","23.68885","0.05823"
"49.77000","23.68933","0.05826"
"49.77600","23.68981","0.05833"
"49.78200","23.69035","0.05842"
"49.78800","23.69082","0.05847"
"49.79400","23.69136","0.05847"
"49.80000","23.69184","0.05846"
"49.80600","23.69232","0.05845"
"49.81200","23.69286","0.05845"
"49.81800","23.69334","0.05844"
"49.82400","23.69387","0.05840"
"49.83000","23.69435","0.05836"
"49.83600","23.69483","0.05835"
"49.84200","23.69531","0.05837"
"49.84800","23.69585","0.05837"
"49.85400","23.69633","0.05837"
"49.86000","23.69686","0.05836"
"49.86600","23.69734","0.05836"
"49.87200","23.69788","0.05839"
"49.87800","23.69836","0.05842"
"49.88400","23.69890","0.05843"
"49.89000","23.69944","0.05843"
"49.89600","23.69991","0.05843"
"49.90200","23.70039","0.05843"
"49.90800","23.70093","0.05847"
"49.91400","23.70141","0.05851"
"49.92000","23.70189","0.05853"
"49.92600","23.70236","0.05855"
"49.93200","23.70290","0.05854"
"49.93800","23.70338","0.05854"
"49.94400","23.70386","0.05856"
"49.95000","23.70440","0.05859"
"49.95600","23.70488","0.05859"
"49.96200","23.70535","0.05861"
"49.96800","23.70583","0.05861"
"49.97400","23.70637","0.05861"
"49.98000","23.70685","0.05857"
"49.98600","23.70733","0.05852"
"49.99200","23.70787","0.05851"
"49.99800","23.70834","0.05847"
"50.00400","23.70888","0.05845"
"50.01000","23.70936","0.05847"
"50.01600","23.70990","0.05848"
"50.02200","23.71037","0.05848"
"50.02800","23.71086","0.05847"
"50.03400","23.71140","0.05849"
"50.04000","23.71187","0.05853"
"50.04600","23.71241","0.05856"
"50.05200","23.71289","0.05856"
"50.05800","23.71337","0.05857"
"50.06400","23.71390","0.05855"
"50.07000","23.71438","0.05851"
"50.07600","23.71486","0.05849"
"50.08200","23.71534","0.05846"
"50.08800","23.71588","0.05845"
"50.09400","23.71635","0.05845"
"50.10000","23.71684","0.05844"
"50.10600","23.71731","0.05846"
"50.11200","23.71785","0.05846"
"50.11800","23.71833","0.05851"
"50.12400","23.71881","0.05853"
"50.13000","23.71935","0.05855"
"50.13600","23.71983","0.05855"
"50.14200","23.72036","0.05856"
"50.14800","23.72084","0.05858"
"50.15400","23.72138","0.05858"
"50.16000","23.72186","0.05856"
"50.16600","23.72239","0.05853"
"50.17200","23.72287","0.05852"
"50.17800","23.72341","0.05854"
"50.18400","23.72389","0.05856"
"50.19000","23.72437","0.05857"
"50.19600","23.72485","0.05858"
"50.20200","23.72539","0.05855"
"50.20800","23.72586","0.05849"
"50.21400","23.72634","0.05847"
"50.22000","23.72682","0.05849"
"50.22600","23.72730","0.05850"
"50.23200","23.72784","0.05849"
"50.23800","23.72831","0.05846"
"50.24400","23.72879","0.05845"
"50.25000","23.72933","0.05845"
"50.25600","23.72981","0.05846"
"50.26200","23.73029","0.05847"
"50.26800","23.73077","0.05846"
"50.27400","23.73130","0.05849"
"50.28000","23.73178","0.05851"
"50.28600","23.73232","0.05854"
"50.29200","23.73280","0.05857"
"50.29800","23.73334","0.05857"
"50.30400","23.73381","0.05855"
"50.31000","23.73435","0.05855"
"50.31600","23.73489","0.05852"
"50.32200","23.73537","0.05850"
"50.32800","23.73591","0.05849"
"50.33400","23.73639","0.05848"
"50.34000","23.73686","0.05843"
"50.34600","23.73740","0.05839"
"50.35200","23.73788","0.05838"
"50.35800","23.73836","0.05842"
"50.36400","23.73883","0.05784"
"50.37000","23.73938","0.05242"
"50.37600","23.73985","0.03978"
"50.38200","23.74039","0.02372"
"50.38800","23.74087","0.01123"
"50.39400","23.74135","0.00736"
"50.40000","23.74189","0.01019"
"50.40600","23.74236","0.01345"
"50.41200","23.74290","0.01202"
"50.41800","23.74338","0.00687"
"50.42400","23.74386","0.00235"
"50.43000","23.74439","0.00297"
"50.43600","23.74487","0.00856"
"50.44200","23.74535","0.01396"
"50.44800","23.74589","0.01476"
"50.45400","23.74643","0.01154"
"50.46000","23.74691","0.00784"
"50.46600","23.74739","0.00811"
"50.47200","23.74792","0.01268"
"50.47800","23.74840","0.01736"
"50.48400","23.74888","0.01807"
"50.49000","23.74936","0.01524"
"50.49600","23.74984","0.01144"
"50.50200","23.75037","0.01044"
"50.50800","23.75085","0.01327"
"50.51400","23.75133","0.01690"
"50.52000","23.75187","0.01744"
"50.52600","23.75235","0.01497"
"50.53200","23.75282","0.01157"
"50.53800","23.75336","0.01057"
"50.54400","23.75384","0.01317"
"50.55000","23.75438","0.01703"
"50.55600","23.75486","0.01892"
"50.56200","23.75534","0.01796"
"50.56800","23.75582","0.01709"
"50.57400","23.75635","0.01925"
"50.58000","23.75683","0.02410"
"50.58600","23.75731","0.02958"
"50.59200","23.75785","0.03311"
"50.59800","23.75833","0.03390"
"50.60400","23.75887","0.03383"
"50.61000","23.75934","0.03496"
"50.61600","23.75988","0.03727"
"50.62200","23.76036","0.03906"
"50.62800","23.76084","0.03815"
"50.63400","23.76138","0.03450"
"50.64000","23.76186","0.03035"
"50.64600","23.76233","0.02794"
"50.65200","23.76287","0.02742"
"50.65800","23.76335","0.02722"
"50.66400","23.76383","0.02580"
"50.67000","23.76436","0.02335"
"50.67600","23.76484","0.02177"
"50.68200","23.76532","0.02236"
"50.68800","23.76586","0.02468"
"50.69400","23.76634","0.02702"
"50.70000","23.76688","0.02832"
"50.70600","23.76735","0.02876"
"50.71200","23.76783","0.02927"
"50.71800","23.76837","0.03036"
"50.72400","23.76885","0.03152"
"50.73000","23.76933","0.03135"
"50.73600","23.76987","0.02909"
"50.74200","23.77034","0.02535"
"50.74800","23.77082","0.02168"
"50.75400","23.77136","0.01891"
"50.76000","23.77184","0.01707"
"50.76600","23.77232","0.01508"
"50.77200","23.77279","0.01251"
"50.77800","23.77333","0.00973"
"50.78400","23.77381","0.00764"
"50.79000","23.77429","0.00668"
"50.79600","23.77477","0.00660"
"50.80200","23.77531","0.00651"
"50.80800","23.77579","0.00577"
"50.81400","23.77632","0.00476"
"50.82000","23.77680","0.00397"
"50.82600","23.77728","0.00374"
"50.83200","23.77782","0.00387"
"50.83800","23.77830","0.00411"
"50.84400","23.77884","0.00386"
"50.85000","23.77931","0.00336"
"50.85600","23.77985","0.00306"
"50.86200","23.78033","0.00319"
"50.86800","23.78081","0.00363"
"50.87400","23.78135","0.00404"
"50.88000","23.78182","0.00410"
"50.88600","23.78236","0.00381"
"50.89200","23.78284","0.00345"
"50.89800","23.78332","0.00321"
"50.90400","23.78386","0.00311"
"50.91000","23.78434","0.00308"
"50.91600","23.78481","0.00305"
"50.92200","23.78535","0.00297"
"50.92800","23.78583","0.00292"
"50.93400","23.78631","0.00300"
"50.94000","23.78685","0.00313"
"50.94600","23.78733","0.00307"
"50.95200","23.78786","0.00288"
"50.95800","23.78834","0.00271"
"50.96400","23.78888","0.00258"
"50.97000","23.78936","0.00279"
"50.97600","23.78984","0.00317"
"50.98200","23.79037","0.00342"
"50.98800","23.79085","0.00366"
"50.99400","23.79133","0.00383"
"51.00000","23.79181","0.00408"
"51.00600","23.79235","0.00466"
"51.01200","23.79283","0.00572"
"51.01800","23.79331","0.00694"
"51.02400","23.79384","0.00822"
"51.03000","23.79432","0.00928"
"51.03600","23.79486","0.01052"
"51.04200","23.79534","0.01203"
"51.04800","23.79581","0.01347"
"51.05400","23.79635","0.01487"
"51.06000","23.79683","0.01632"
"51.06600","23.79731","0.01737"
"51.07200","23.79785","0.01821"
"51.07800","23.79833","0.01911"
"51.08400","23.79887","0.02000"
"51.09000","23.79934","0.02084"
"51.09600","23.79982","0.02140"
"51.10200","23.80036","0.02178"
"51.10800","23.80084","0.02214"
"51.11400","23.80137","0.02258"
"51.12000","23.80186","0.02334"
"51.12600","23.80233","0.02448"
"51.13200","23.80281","0.02559"
"51.13800","23.80335","0.02662"
"51.14400","23.80383","0.02774"
"51.15000","23.80431","0.02891"
"51.15600","23.80485","0.03002"
"51.16200","23.80532","0.03095"
"51.16800","23.80586","0.03172"
"51.17400","23.80634","0.03219"
"51.18000","23.80688","0.03228"
"51.18600","23.80735","0.03206"
"51.19200","23.80783","0.03157"
"51.19800","23.80837","0.03069"
"51.20400","23.80885","0.02940"
"51.21000","23.80933","0.02797"
"51.21600","23.80980","0.02660"
"51.22200","23.81029","0.02523"
"51.22800","23.81082","0.02392"
"51.23400","23.81130","0.02270"
"51.24000","23.81178","0.02144"
"51.24600","23.81232","0.02017"
"51.25200","23.81280","0.01908"
"51.25800","23.81328","0.01821"
"51.26400","23.81381","0.01750"
"51.27000","23.81429","0.01671"
"51.27600","23.81477","0.01575"
"51.28200","23.81531","0.01487"
"51.28800","23.81578","0.01388"
"51.29400","23.81627","0.01280"
"51.30000","23.81680","0.01186"
"51.30600","23.81728","0.01100"
"51.31200","23.81776","0.01007"
"51.31800","23.81829","0.00904"
"51.32400","23.81878","0.00837"
"51.33000","23.81931","0.00794"
"51.33600","23.81979","0.00755"
"51.34200","23.82033","0.00688"
"51.34800","23.82081","0.00608"
"51.35400","23.82129","0.00532"
"51.36000","23.82183","0.00474"
"51.36600","23.82230","0.00425"
"51.37200","23.82278","0.00394"
"51.37800","23.82332","0.00360"
"51.38400","23.82380","0.00328"
"51.39000","23.82427","0.00313"
"51.39600","23.82481","0.00330"
"51.40200","23.82529","0.00358"
"51.40800","23.82583","0.00386"
"51.41400","23.82631","0.00404"
"51.42000","23.82679","0.00397"
"51.42600","23.82733","0.00368"
"51.43200","23.82780","0.00348"
"51.43800","23.82834","0.00343"
"51.44400","23.82882","0.00351"
"51.45000","23.82936","0.00361"
"51.45600","23.82983","0.00396"
"51.46200","23.83037","0.00441"
"51.46800","23.83085","0.00482"
"51.47400","23.83139","0.00550"
"51.48000","23.83187","0.00647"
"51.48600","23.83241","0.00726"
"51.49200","23.83288","0.00790"
"51.49800","23.83342","0.00844"
"51.50400","23.83390","0.00912"
"51.51000","23.83438","0.00984"
"51.51600","23.83492","0.01035"
"51.52200","23.83539","0.01072"
"51.52800","23.83587","0.01096"
"51.53400","23.83635","0.01117"
"51.54000","23.83689","0.01170"
"51.54600","23.83737","0.01261"
"51.55200","23.83784","0.01369"
"51.55800","23.83833","0.01484"
"51.56400","23.83886","0.01583"
"51.57000","23.83934","0.01669"
"51.57600","23.83982","0.01758"
"51.58200","23.84036","0.01847"
"51.58800","23.84084","0.01945"
"51.59400","23.84137","0.02053"
"51.60000","23.84185","0.02160"
"51.60600","23.84239","0.02271"
"51.61200","23.84287","0.02376"
"51.61800","23.84341","0.02474"
"51.62400","23.84389","0.02557"
"51.63000","23.84436","0.02623"
"51.63600","23.84484","0.02675"
"51.64200","23.84538","0.02710"
"51.64800","23.84586","0.02724"
"51.65400","23.84634","0.02726"
"51.66000","23.84682","0.02712"
"51.66600","23.84735","0.02667"
"51.67200","23.84783","0.02615"
"51.67800","23.84831","0.02574"
"51.68400","23.84879","0.02529"
"51.69000","23.84933","0.02474"
"51.69600","23.84980","0.02420"
"51.70200","23.85028","0.02369"
"51.70800","23.85082","0.02330"
"51.71400","23.85130","0.02314"
"51.72000","23.85178","0.02298"
"51.72600","23.85232","0.02279"
"51.73200","23.85279","0.02245"
"51.73800","23.85333","0.02188"
"51.74400","23.85381","0.02110"
"51.75000","23.85435","0.02029"
"51.75600","23.85483","0.01923"
"51.76200","23.85537","0.01810"
"51.76800","23.85584","0.01694"
"51.77400","23.85632","0.01575"
"51.78000","23.85686","0.01460"
"51.78600","23.85734","0.01351"
"51.79200","23.85782","0.01245"
"51.79800","23.85836","0.01144"
"51.80400","23.85883","0.01042"
"51.81000","23.85931","0.00956"
"51.81600","23.85985","0.00875"
"51.82200","23.86033","0.00813"
"51.82800","23.86081","0.00759"
"51.83400","23.86129","0.00731"
"51.84000","23.86176","0.00698"
"51.84600","23.86230","0.00655"
"51.85200","23.86278","0.00631"
"51.85800","23.86326","0.00612"
"51.86400","23.86374","0.00600"
"51.87000","23.86427","0.00576"
"51.87600","23.86475","0.00549"
"51.88200","23.86529","0.00532"
"51.88800","23.86583","0.00518"
"51.89400","23.86631","0.00494"
"51.90000","23.86685","0.00475"
"51.90600","23.86732","0.00481"
"51.91200","23.86786","0.00509"
"51.91800","23.86834","0.00545"
"51.92400","23.86882","0.00588"
"51.93000","23.86930","0.00630"
"51.93600","23.86983","0.00663"
"51.94200","23.87031","0.00674"
"51.94800","23.87079","0.00685"
"51.95400","23.87133","0.00717"
"51.96000","23.87181","0.00755"
"51.96600","23.87229","0.00806"
"51.97200","23.87282","0.00896"
"51.97800","23.87330","0.00983"
"51.98400","23.87384","0.01055"
"51.99000","23.87432","0.01109"
"51.99600","23.87480","0.01165"
"52.00200","23.87534","0.01217"
"52.00800","23.87581","0.01291"
"52.01400","23.87635","0.01367"
"52.02000","23.87683","0.01453"
"52.02600","23.87737","0.01517"
"52.03200","23.87785","0.01553"
"52.03800","23.87838","0.01600"
"52.04400","23.87886","0.01664"
"52.05000","23.87940","0.01732"
"52.05600","23.87988","0.01800"
"52.06200","23.88036","0.01873"
"52.06800","23.88090","0.01944"
"52.07400","23.88137","0.02021"
"52.08000","23.88185","0.02099"
"52.08600","23.88239","0.02170"
"52.09200","23.88287","0.02220"
"52.09800","23.88335","0.02252"
"52.10400","23.88383","0.02267"
"52.11000","23.88436","0.02282"
"52.11600","23.88484","0.02304"
"52.12200","23.88532","0.02322"
"52.12800","23.88580","0.02343"
"52.13400","23.88634","0.02346"
"52.14000","23.88681","0.02341"
"52.14600","23.88735","0.02329"
"52.15200","23.88783","0.02320"
"52.15800","23.88837","0.02305"
"52.16400","23.88885","0.02290"
"52.17000","23.88933","0.02269"
"52.17600","23.88987","0.02235"
"52.18200","23.89034","0.02181"
"52.18800","23.89088","0.02128"
"52.19400","23.89136","0.02082"
"52.20000","23.89184","0.02034"
"52.20600","23.89237","0.01962"
"52.21200","23.89285","0.01899"
"52.21800","23.89333","0.01848"
"52.22400","23.89381","0.01802"
"52.23000","23.89429","0.01754"
"52.23600","23.89483","0.01685"
"52.24200","23.89531","0.01618"
"52.24800","23.89578","0.01552"
"52.25400","23.89626","0.01500"
"52.26000","23.89680","0.01445"
"52.26600","23.89728","0.01389"
"52.27200","23.89776","0.01309"
"52.27800","23.89830","0.01212"
"52.28400","23.89877","0.01138"
"52.29000","23.89931","0.01087"
"52.29600","23.89979","0.01033"
"52.30200","23.90033","0.00957"
"52.30800","23.90081","0.00871"
"52.31400","23.90134","0.00793"
"52.32000","23.90182","0.00724"
"52.32600","23.90236","0.00681"
"52.33200","23.90284","0.00664"
"52.33800","23.90338","0.00660"
"52.34400","23.90386","0.00670"
"52.35000","23.90433","0.00669"
"52.35600","23.90487","0.00677"
"52.36200","23.90535","0.00678"
"52.36800","23.90583","0.00669"
"52.37400","23.90636","0.00671"
"52.38000","23.90685","0.00684"
"52.38600","23.90732","0.00717"
"52.39200","23.90780","0.00772"
"52.39800","23.90834","0.00831"
"52.40400","23.90882","0.00882"
"52.41000","23.90929","0.00924"
"52.41600","23.90977","0.00955"
"52.42200","23.91031","0.00972"
"52.42800","23.91079","0.00985"
"52.43400","23.91127","0.01007"
"52.44000","23.91181","0.01044"
"52.44600","23.91234","0.01102"
"52.45200","23.91282","0.01162"
"52.45800","23.91336","0.01231"
"52.46400","23.91384","0.01304"
"52.47000","23.91438","0.01379"
"52.47600","23.91485","0.01450"
"52.48200","23.91540","0.01504"
"52.48800","23.91587","0.01549"
"52.49400","23.91635","0.01620"
"52.50000","23.91683","0.01700"
"52.50600","23.91731","0.01776"
"52.51200","23.91784","0.01830"
"52.51800","23.91832","0.01886"
"52.52400","23.91880","0.01935"
"52.53000","23.91934","0.01976"
"52.53600","23.91982","0.02013"
"52.54200","23.92036","0.02058"
"52.54800","23.92083","0.02102"
"52.55400","23.92137","0.02144"
"52.56000","23.92185","0.02161"
"52.56600","23.92233","0.02177"
"52.57200","23.92287","0.02208"
"52.57800","23.92335","0.02236"
"52.58400","23.92389","0.02241"
"52.59000","23.92436","0.02243"
"52.59600","23.92484","0.02253"
"52.60200","23.92538","0.02263"
"52.60800","23.92592","0.02247"
"52.61400","23.92639","0.02231"
"52.62000","23.92693","0.02208"
"52.62600","23.92741","0.02183"
"52.63200","23.92789","0.02144"
"52.63800","23.92837","0.02099"
"52.64400","23.92891","0.02062"
"52.65000","23.92938","0.02021"
"52.65600","23.92986","0.01966"
"52.66200","23.93034","0.01896"
"52.66800","23.93088","0.01817"
"52.67400","23.93136","0.01737"
"52.68000","23.93184","0.01668"
"52.68600","23.93237","0.01610"
"52.69200","23.93285","0.01564"
"52.69800","23.93339","0.01513"
"52.70400","23.93387","0.01471"
"52.71000","23.93435","0.01430"
"52.71600","23.93489","0.01374"
"52.72200","23.93536","0.01334"
"52.72800","23.93584","0.01287"
"52.73400","23.93638","0.01241"
"52.74000","23.93686","0.01197"
"52.74600","23.93734","0.01145"
"52.75200","23.93788","0.01101"
"52.75800","23.93835","0.01074"
"52.76400","23.93889","0.01044"
"52.77000","23.93937","0.01007"
"52.77600","23.93985","0.00999"
"52.78200","23.94033","0.01000"
"52.78800","23.94087","0.00985"
"52.79400","23.94134","0.00966"
"52.80000","23.94182","0.00955"
"52.80600","23.94230","0.00966"
"52.81200","23.94278","0.00977"
"52.81800","23.94332","0.00970"
"52.82400","23.94379","0.00953"
"52.83000","23.94427","0.00949"
"52.83600","23.94481","0.00946"
"52.84200","23.94529","0.00958"
"52.84800","23.94577","0.00965"
"52.85400","23.94631","0.00976"
"52.86000","23.94678","0.00998"
"52.86600","23.94732","0.01035"
"52.87200","23.94780","0.01069"
"52.87800","23.94834","0.01100"
"52.88400","23.94882","0.01126"
"52.89000","23.94930","0.01166"
"52.89600","23.94983","0.01227"
"52.90200","23.95031","0.01289"
"52.90800","23.95079","0.01339"
"52.91400","23.95127","0.01400"
"52.92000","23.95181","0.01449"
"52.92600","23.95229","0.01502"
"52.93200","23.95282","0.01548"
"52.93800","23.95330","0.01603"
"52.94400","23.95378","0.01663"
"52.95000","23.95432","0.01689"
"52.95600","23.95480","0.01721"
"52.96200","23.95533","0.01732"
"52.96800","23.95581","0.01735"
"52.97400","23.95635","0.01771"
"52.98000","23.95683","0.01822"
"52.98600","23.95731","0.01863"
"52.99200","23.95785","0.01907"
"52.99800","23.95832","0.01946"
"53.00400","23.95886","0.01964"
"53.01000","23.95934","0.01973"
"53.01600","23.95982","0.01978"
"53.02200","23.96036","0.01985"
"53.02800","23.96083","0.02011"
"53.03400","23.96137","0.02047"
"53.04000","23.96185","0.02084"
"53.04600","23.96233","0.02117"
"53.05200","23.96287","0.02150"
"53.05800","23.96335","0.02156"
"53.06400","23.96382","0.02150"
"53.07000","23.96437","0.02138"
"53.07600","23.96484","0.02107"
"53.08200","23.96532","0.02062"
"53.08800","23.96586","0.02029"
"53.09400","23.96634","0.01998"
"53.10000","23.96688","0.01963"
"53.10600","23.96735","0.01936"
"53.11200","23.96789","0.01910"
"53.11800","23.96837","0.01868"
"53.12400","23.96885","0.01813"
"53.13000","23.96938","0.01779"
"53.13600","23.96986","0.01722"
"53.14200","23.97034","0.01655"
"53.14800","23.97088","0.01597"
"53.15400","23.97136","0.01549"
"53.16000","23.97184","0.01504"
"53.16600","23.97231","0.01462"
"53.17200","23.97285","0.01421"
"53.17800","23.97333","0.01362"
"53.18400","23.97387","0.01308"
"53.19000","23.97435","0.01260"
"53.19600","23.97482","0.01208"
"53.20200","23.97536","0.01158"
"53.20800","23.97584","0.01112"
"53.21400","23.97632","0.01070"
"53.22000","23.97686","0.01025"
"53.22600","23.97734","0.00960"
"53.23200","23.97787","0.00921"
"53.23800","23.97835","0.00884"
"53.24400","23.97889","0.00859"
"53.25000","23.97937","0.00858"
"53.25600","23.97991","0.00877"
"53.26200","23.98038","0.00897"
"53.26800","23.98087","0.00942"
"53.27400","23.98140","0.00963"
"53.28000","23.98188","0.00961"
"53.28600","23.98236","0.00962"
"53.29200","23.98284","0.00978"
"53.29800","23.98337","0.00985"
"53.30400","23.98385","0.01013"
"53.31000","23.98439","0.01058"
"53.31600","23.98487","0.01104"
"53.32200","23.98535","0.01147"
"53.32800","23.98589","0.01196"
"53.33400","23.98636","0.01238"
"53.34000","23.98685","0.01275"
"53.34600","23.98732","0.01293"
"53.35200","23.98786","0.01329"
"53.35800","23.98834","0.01394"
"53.36400","23.98882","0.01456"
"53.37000","23.98930","0.01513"
"53.37600","23.98983","0.01568"
