End date,"1/7/2017"
Specimen label,"DT18_41"
Maximum Load,"0.02543",N

Time,Extension,Load
(s),(mm),(N)
"271.88400","22.65724","0.02130"
"271.89000","22.65772","0.02137"
"271.89600","22.65826","0.02137"
"271.90200","22.65874","0.02148"
"271.90800","22.65922","0.02151"
"271.91400","22.65969","0.02163"
"271.92000","22.66023","0.02169"
"271.92600","22.66071","0.02152"
"271.93200","22.66119","0.02141"
"271.93800","22.66173","0.02128"
"271.94400","22.66221","0.02117"
"271.95000","22.66268","0.02118"
"271.95600","22.66316","0.02133"
"271.96200","22.66370","0.02152"
"271.96800","22.66418","0.02168"
"271.97400","22.66466","0.02167"
"271.98000","22.66520","0.02169"
"271.98600","22.66567","0.02167"
"271.99200","22.66621","0.02150"
"271.99800","22.66669","0.02141"
"272.00400","22.66723","0.02131"
"272.01000","22.66771","0.02117"
"272.01600","22.66819","0.02122"
"272.02200","22.66872","0.02129"
"272.02800","22.66920","0.02135"
"272.03400","22.66968","0.02141"
"272.04000","22.67016","0.02146"
"272.04600","22.67070","0.02153"
"272.05200","22.67118","0.02152"
"272.05800","22.67165","0.02145"
"272.06400","22.67219","0.02146"
"272.07000","22.67267","0.02150"
"272.07600","22.67315","0.02149"
"272.08200","22.67369","0.02155"
"272.08800","22.67416","0.02162"
"272.09400","22.67464","0.02157"
"272.10000","22.67518","0.02146"
"272.10600","22.67566","0.02139"
"272.11200","22.67614","0.02151"
"272.11800","22.67668","0.02166"
"272.12400","22.67715","0.02175"
"272.13000","22.67769","0.02182"
"272.13600","22.67817","0.02192"
"272.14200","22.67871","0.02196"
"272.14800","22.67919","0.02200"
"272.15400","22.67973","0.02195"
"272.16000","22.68020","0.02177"
"272.16600","22.68074","0.02170"
"272.17200","22.68122","0.02164"
"272.17800","22.68176","0.02156"
"272.18400","22.68223","0.02157"
"272.19000","22.68277","0.02164"
"272.19600","22.68325","0.02177"
"272.20200","22.68373","0.02181"
"272.20800","22.68421","0.02173"
"272.21400","22.68475","0.02168"
"272.22000","22.68523","0.02167"
"272.22600","22.68571","0.02169"
"272.23200","22.68624","0.02175"
"272.23800","22.68672","0.02171"
"272.24400","22.68720","0.02155"
"272.25000","22.68774","0.02151"
"272.25600","22.68821","0.02154"
"272.26200","22.68875","0.02160"
"272.26800","22.68923","0.02165"
"272.27400","22.68977","0.02163"
"272.28000","22.69025","0.02170"
"272.28600","22.69078","0.02175"
"272.29200","22.69127","0.02171"
"272.29800","22.69180","0.02179"
"272.30400","22.69228","0.02187"
"272.31000","22.69276","0.02184"
"272.31600","22.69330","0.02192"
"272.32200","22.69378","0.02199"
"272.32800","22.69425","0.02201"
"272.33400","22.69473","0.02206"
"272.34000","22.69527","0.02192"
"272.34600","22.69575","0.02181"
"272.35200","22.69623","0.02164"
"272.35800","22.69676","0.02140"
"272.36400","22.69724","0.02131"
"272.37000","22.69772","0.02132"
"272.37600","22.69826","0.02136"
"272.38200","22.69874","0.02150"
"272.38800","22.69922","0.02148"
"272.39400","22.69975","0.02132"
"272.40000","22.70023","0.02127"
"272.40600","22.70077","0.02130"
"272.41200","22.70125","0.02147"
"272.41800","22.70179","0.02167"
"272.42400","22.70226","0.02171"
"272.43000","22.70280","0.02186"
"272.43600","22.70328","0.02191"
"272.44200","22.70376","0.02178"
"272.44800","22.70430","0.02173"
"272.45400","22.70478","0.02165"
"272.46000","22.70526","0.02151"
"272.46600","22.70579","0.02149"
"272.47200","22.70627","0.02152"
"272.47800","22.70675","0.02156"
"272.48400","22.70723","0.02159"
"272.49000","22.70777","0.02163"
"272.49600","22.70824","0.02169"
"272.50200","22.70872","0.02175"
"272.50800","22.70920","0.02170"
"272.51400","22.70968","0.02170"
"272.52000","22.71022","0.02174"
"272.52600","22.71069","0.02170"
"272.53200","22.71117","0.02175"
"272.53800","22.71171","0.02191"
"272.54400","22.71219","0.02199"
"272.55000","22.71267","0.02201"
"272.55600","22.71321","0.02195"
"272.56200","22.71368","0.02189"
"272.56800","22.71422","0.02185"
"272.57400","22.71470","0.02174"
"272.58000","22.71524","0.02183"
"272.58600","22.71572","0.02199"
"272.59200","22.71625","0.02206"
"272.59800","22.71673","0.02206"
"272.60400","22.71727","0.02199"
"272.61000","22.71775","0.02183"
"272.61600","22.71823","0.02185"
"272.62200","22.71877","0.02190"
"272.62800","22.71924","0.02192"
"272.63400","22.71972","0.02194"
"272.64000","22.72026","0.02189"
"272.64600","22.72074","0.02192"
"272.65200","22.72122","0.02199"
"272.65800","22.72170","0.02206"
"272.66400","22.72223","0.02216"
"272.67000","22.72271","0.02223"
"272.67600","22.72319","0.02224"
"272.68200","22.72373","0.02224"
"272.68800","22.72421","0.02230"
"272.69400","22.72475","0.02229"
"272.70000","22.72522","0.02229"
"272.70600","22.72570","0.02231"
"272.71200","22.72624","0.02234"
"272.71800","22.72672","0.02240"
"272.72400","22.72726","0.02230"
"272.73000","22.72774","0.02225"
"272.73600","22.72821","0.02217"
"272.74200","22.72875","0.02191"
"272.74800","22.72923","0.02184"
"272.75400","22.72971","0.02188"
"272.76000","22.73025","0.02197"
"272.76600","22.73072","0.02214"
"272.77200","22.73126","0.02217"
"272.77800","22.73174","0.02214"
"272.78400","22.73228","0.02210"
"272.79000","22.73276","0.02201"
"272.79600","22.73330","0.02207"
"272.80200","22.73377","0.02209"
"272.80800","22.73425","0.02196"
"272.81400","22.73479","0.02179"
"272.82000","22.73527","0.02165"
"272.82600","22.73575","0.02155"
"272.83200","22.73629","0.02152"
"272.83800","22.73676","0.02154"
"272.84400","22.73724","0.02162"
"272.85000","22.73778","0.02179"
"272.85600","22.73826","0.02203"
"272.86200","22.73874","0.02228"
"272.86800","22.73928","0.02246"
"272.87400","22.73975","0.02241"
"272.88000","22.74023","0.02239"
"272.88600","22.74077","0.02241"
"272.89200","22.74125","0.02247"
"272.89800","22.74173","0.02258"
"272.90400","22.74227","0.02259"
"272.91000","22.74274","0.02250"
"272.91600","22.74322","0.02236"
"272.92200","22.74376","0.02217"
"272.92800","22.74424","0.02209"
"272.93400","22.74478","0.02215"
"272.94000","22.74525","0.02213"
"272.94600","22.74579","0.02212"
"272.95200","22.74627","0.02218"
"272.95800","22.74675","0.02210"
"272.96400","22.74729","0.02212"
"272.97000","22.74777","0.02214"
"272.97600","22.74824","0.02210"
"272.98200","22.74878","0.02214"
"272.98800","22.74926","0.02222"
"272.99400","22.74980","0.02225"
"273.00000","22.75027","0.02237"
"273.00600","22.75081","0.02250"
"273.01200","22.75129","0.02257"
"273.01800","22.75177","0.02250"
"273.02400","22.75231","0.02240"
"273.03000","22.75279","0.02244"
"273.03600","22.75327","0.02240"
"273.04200","22.75375","0.02228"
"273.04800","22.75428","0.02226"
"273.05400","22.75476","0.02232"
"273.06000","22.75524","0.02234"
"273.06600","22.75572","0.02246"
"273.07200","22.75625","0.02251"
"273.07800","22.75673","0.02255"
"273.08400","22.75721","0.02257"
"273.09000","22.75775","0.02248"
"273.09600","22.75823","0.02238"
"273.10200","22.75871","0.02229"
"273.10800","22.75919","0.02215"
"273.11400","22.75972","0.02214"
"273.12000","22.76020","0.02222"
"273.12600","22.76068","0.02228"
"273.13200","22.76116","0.02240"
"273.13800","22.76170","0.02251"
"273.14400","22.76218","0.02248"
"273.15000","22.76265","0.02244"
"273.15600","22.76313","0.02246"
"273.16200","22.76367","0.02250"
"273.16800","22.76415","0.02256"
"273.17400","22.76463","0.02256"
"273.18000","22.76517","0.02253"
"273.18600","22.76564","0.02249"
"273.19200","22.76618","0.02239"
"273.19800","22.76666","0.02238"
"273.20400","22.76720","0.02239"
"273.21000","22.76767","0.02241"
"273.21600","22.76821","0.02247"
"273.22200","22.76869","0.02247"
"273.22800","22.76923","0.02243"
"273.23400","22.76971","0.02241"
"273.24000","22.77024","0.02233"
"273.24600","22.77073","0.02232"
"273.25200","22.77120","0.02232"
"273.25800","22.77174","0.02219"
"273.26400","22.77222","0.02210"
"273.27000","22.77276","0.02208"
"273.27600","22.77324","0.02222"
"273.28200","22.77371","0.02236"
"273.28800","22.77425","0.02239"
"273.29400","22.77473","0.02228"
"273.30000","22.77527","0.02216"
"273.30600","22.77575","0.02197"
"273.31200","22.77629","0.02197"
"273.31800","22.77676","0.02207"
"273.32400","22.77724","0.02211"
"273.33000","22.77778","0.02222"
"273.33600","22.77826","0.02225"
"273.34200","22.77879","0.02216"
"273.34800","22.77927","0.02209"
"273.35400","22.77981","0.02217"
"273.36000","22.78029","0.02227"
"273.36600","22.78077","0.02233"
"273.37200","22.78131","0.02233"
"273.37800","22.78179","0.02240"
"273.38400","22.78232","0.02243"
"273.39000","22.78280","0.02244"
"273.39600","22.78328","0.02249"
"273.40200","22.78376","0.02256"
"273.40800","22.78424","0.02254"
"273.41400","22.78472","0.02250"
"273.42000","22.78525","0.02244"
"273.42600","22.78573","0.02227"
"273.43200","22.78621","0.02228"
"273.43800","22.78675","0.02242"
"273.44400","22.78723","0.02258"
"273.45000","22.78777","0.02270"
"273.45600","22.78824","0.02264"
"273.46200","22.78872","0.02250"
"273.46800","22.78926","0.02238"
"273.47400","22.78974","0.02235"
"273.48000","22.79028","0.02250"
"273.48600","22.79075","0.02256"
"273.49200","22.79123","0.02249"
"273.49800","22.79177","0.02251"
"273.50400","22.79225","0.02247"
"273.51000","22.79279","0.02248"
"273.51600","22.79326","0.02252"
"273.52200","22.79374","0.02251"
"273.52800","22.79428","0.02251"
"273.53400","22.79476","0.02266"
"273.54000","22.79524","0.02273"
"273.54600","22.79572","0.02272"
"273.55200","22.79626","0.02270"
"273.55800","22.79673","0.02269"
"273.56400","22.79721","0.02276"
"273.57000","22.79775","0.02281"
"273.57600","22.79823","0.02281"
"273.58200","22.79877","0.02283"
"273.58800","22.79924","0.02276"
"273.59400","22.79972","0.02270"
"273.60000","22.80026","0.02269"
"273.60600","22.80074","0.02267"
"273.61200","22.80122","0.02268"
"273.61800","22.80176","0.02257"
"273.62400","22.80223","0.02234"
"273.63000","22.80271","0.02215"
"273.63600","22.80319","0.02207"
"273.64200","22.80373","0.02204"
"273.64800","22.80421","0.02214"
"273.65400","22.80468","0.02231"
"273.66000","22.80522","0.02250"
"273.66600","22.80570","0.02259"
"273.67200","22.80624","0.02256"
"273.67800","22.80672","0.02249"
"273.68400","22.80720","0.02244"
"273.69000","22.80767","0.02238"
"273.69600","22.80815","0.02235"
"273.70200","22.80869","0.02229"
"273.70800","22.80917","0.02221"
"273.71400","22.80965","0.02229"
"273.72000","22.81018","0.02244"
"273.72600","22.81066","0.02253"
"273.73200","22.81120","0.02263"
"273.73800","22.81168","0.02264"
"273.74400","22.81222","0.02269"
"273.75000","22.81269","0.02278"
"273.75600","22.81318","0.02278"
"273.76200","22.81371","0.02275"
"273.76800","22.81419","0.02267"
"273.77400","22.81473","0.02256"
"273.78000","22.81521","0.02258"
"273.78600","22.81569","0.02272"
"273.79200","22.81622","0.02275"
"273.79800","22.81670","0.02282"
"273.80400","22.81718","0.02280"
"273.81000","22.81772","0.02274"
"273.81600","22.81820","0.02273"
"273.82200","22.81874","0.02270"
"273.82800","22.81921","0.02272"
"273.83400","22.81975","0.02284"
"273.84000","22.82023","0.02291"
"273.84600","22.82077","0.02306"
"273.85200","22.82125","0.02317"
"273.85800","22.82178","0.02305"
"273.86400","22.82226","0.02297"
"273.87000","22.82280","0.02293"
"273.87600","22.82328","0.02280"
"273.88200","22.82382","0.02274"
"273.88800","22.82430","0.02270"
"273.89400","22.82478","0.02257"
"273.90000","22.82531","0.02241"
"273.90600","22.82579","0.02231"
"273.91200","22.82627","0.02231"
"273.91800","22.82681","0.02241"
"273.92400","22.82729","0.02253"
"273.93000","22.82776","0.02273"
"273.93600","22.82824","0.02295"
"273.94200","22.82872","0.02306"
"273.94800","22.82920","0.02313"
"273.95400","22.82973","0.02311"
"273.96000","22.83022","0.02302"
"273.96600","22.83069","0.02296"
"273.97200","22.83123","0.02287"
"273.97800","22.83171","0.02264"
"273.98400","22.83225","0.02254"
"273.99000","22.83273","0.02243"
"273.99600","22.83327","0.02239"
"274.00200","22.83374","0.02250"
"274.00800","22.83428","0.02241"
"274.01400","22.83476","0.02234"
"274.02000","22.83529","0.02232"
"274.02600","22.83578","0.02227"
"274.03200","22.83625","0.02225"
"274.03800","22.83679","0.02225"
"274.04400","22.83727","0.02231"
"274.05000","22.83775","0.02250"
"274.05600","22.83823","0.02263"
"274.06200","22.83877","0.02277"
"274.06800","22.83924","0.02294"
"274.07400","22.83972","0.02307"
"274.08000","22.84026","0.02314"
"274.08600","22.84074","0.02303"
"274.09200","22.84122","0.02287"
"274.09800","22.84169","0.02281"
"274.10400","22.84217","0.02283"
"274.11000","22.84271","0.02281"
"274.11600","22.84319","0.02287"
"274.12200","22.84367","0.02291"
"274.12800","22.84421","0.02291"
"274.13400","22.84468","0.02290"
"274.14000","22.84522","0.02281"
"274.14600","22.84570","0.02288"
"274.15200","22.84624","0.02301"
"274.15800","22.84672","0.02296"
"274.16400","22.84720","0.02297"
"274.17000","22.84773","0.02298"
"274.17600","22.84821","0.02284"
"274.18200","22.84869","0.02280"
"274.18800","22.84917","0.02281"
"274.19400","22.84970","0.02293"
"274.20000","22.85019","0.02301"
"274.20600","22.85066","0.02299"
"274.21200","22.85114","0.02291"
"274.21800","22.85168","0.02292"
"274.22400","22.85216","0.02290"
"274.23000","22.85264","0.02299"
"274.23600","22.85318","0.02310"
"274.24200","22.85365","0.02308"
"274.24800","22.85413","0.02303"
"274.25400","22.85461","0.02301"
"274.26000","22.85515","0.02300"
"274.26600","22.85563","0.02301"
"274.27200","22.85611","0.02298"
"274.27800","22.85664","0.02304"
"274.28400","22.85712","0.02320"
"274.29000","22.85766","0.02316"
"274.29600","22.85820","0.02302"
"274.30200","22.85874","0.02286"
"274.30800","22.85921","0.02263"
"274.31400","22.85975","0.02250"
"274.32000","22.86023","0.02237"
"274.32600","22.86071","0.02215"
"274.33200","22.86125","0.02206"
"274.33800","22.86172","0.02217"
"274.34400","22.86220","0.02232"
"274.35000","22.86274","0.02252"
"274.35600","22.86322","0.02268"
"274.36200","22.86370","0.02280"
"274.36800","22.86423","0.02287"
"274.37400","22.86471","0.02282"
"274.38000","22.86525","0.02285"
"274.38600","22.86573","0.02293"
"274.39200","22.86627","0.02303"
"274.39800","22.86675","0.02322"
"274.40400","22.86723","0.02338"
"274.41000","22.86776","0.02334"
"274.41600","22.86824","0.02327"
"274.42200","22.86878","0.02311"
"274.42800","22.86926","0.02302"
"274.43400","22.86979","0.02306"
"274.44000","22.87027","0.02306"
"274.44600","22.87081","0.02305"
"274.45200","22.87129","0.02306"
"274.45800","22.87183","0.02299"
"274.46400","22.87231","0.02296"
"274.47000","22.87278","0.02303"
"274.47600","22.87326","0.02305"
"274.48200","22.87374","0.02304"
"274.48800","22.87428","0.02300"
"274.49400","22.87476","0.02305"
"274.50000","22.87524","0.02306"
"274.50600","22.87572","0.02302"
"274.51200","22.87625","0.02297"
"274.51800","22.87673","0.02303"
"274.52400","22.87721","0.02298"
"274.53000","22.87774","0.02290"
"274.53600","22.87823","0.02288"
"274.54200","22.87876","0.02285"
"274.54800","22.87924","0.02281"
"274.55400","22.87978","0.02281"
"274.56000","22.88026","0.02280"
"274.56600","22.88074","0.02281"
"274.57200","22.88128","0.02281"
"274.57800","22.88175","0.02285"
"274.58400","22.88229","0.02296"
"274.59000","22.88277","0.02291"
"274.59600","22.88331","0.02291"
"274.60200","22.88379","0.02305"
"274.60800","22.88433","0.02312"
"274.61400","22.88480","0.02331"
"274.62000","22.88528","0.02345"
"274.62600","22.88576","0.02339"
"274.63200","22.88624","0.02334"
"274.63800","22.88678","0.02320"
"274.64400","22.88725","0.02308"
"274.65000","22.88773","0.02304"
"274.65600","22.88827","0.02311"
"274.66200","22.88875","0.02319"
"274.66800","22.88923","0.02322"
"274.67400","22.88970","0.02319"
"274.68000","22.89024","0.02323"
"274.68600","22.89072","0.02320"
"274.69200","22.89120","0.02308"
"274.69800","22.89168","0.02300"
"274.70400","22.89222","0.02290"
"274.71000","22.89269","0.02282"
"274.71600","22.89323","0.02279"
"274.72200","22.89371","0.02277"
"274.72800","22.89425","0.02275"
"274.73400","22.89473","0.02274"
"274.74000","22.89521","0.02276"
"274.74600","22.89574","0.02279"
"274.75200","22.89622","0.02288"
"274.75800","22.89670","0.02283"
"274.76400","22.89718","0.02282"
"274.77000","22.89772","0.02284"
"274.77600","22.89820","0.02291"
"274.78200","22.89867","0.02309"
"274.78800","22.89915","0.02321"
"274.79400","22.89969","0.02337"
"274.80000","22.90017","0.02346"
"274.80600","22.90065","0.02342"
"274.81200","22.90118","0.02329"
"274.81800","22.90166","0.02316"
"274.82400","22.90214","0.02300"
"274.83000","22.90268","0.02285"
"274.83600","22.90316","0.02278"
"274.84200","22.90364","0.02277"
"274.84800","22.90417","0.02286"
"274.85400","22.90471","0.02297"
"274.86000","22.90519","0.02303"
"274.86600","22.90573","0.02311"
"274.87200","22.90627","0.02315"
"274.87800","22.90675","0.02312"
"274.88400","22.90729","0.02310"
"274.89000","22.90776","0.02299"
"274.89600","22.90824","0.02298"
"274.90200","22.90878","0.02297"
"274.90800","22.90926","0.02295"
"274.91400","22.90974","0.02311"
"274.92000","22.91027","0.02326"
"274.92600","22.91075","0.02341"
"274.93200","22.91123","0.02357"
"274.93800","22.91177","0.02367"
"274.94400","22.91225","0.02369"
"274.95000","22.91273","0.02360"
"274.95600","22.91326","0.02345"
"274.96200","22.91374","0.02340"
"274.96800","22.91428","0.02337"
"274.97400","22.91476","0.02329"
"274.98000","22.91524","0.02328"
"274.98600","22.91577","0.02324"
"274.99200","22.91625","0.02313"
"274.99800","22.91679","0.02310"
"275.00400","22.91727","0.02318"
"275.01000","22.91781","0.02320"
"275.01600","22.91829","0.02333"
"275.02200","22.91882","0.02344"
"275.02800","22.91930","0.02351"
"275.03400","22.91978","0.02358"
"275.04000","22.92026","0.02335"
"275.04600","22.92080","0.02327"
"275.05200","22.92128","0.02339"
"275.05800","22.92175","0.02346"
"275.06400","22.92223","0.02351"
"275.07000","22.92271","0.02363"
"275.07600","22.92325","0.02364"
"275.08200","22.92373","0.02353"
"275.08800","22.92421","0.02345"
"275.09400","22.92474","0.02340"
"275.10000","22.92522","0.02339"
"275.10600","22.92570","0.02335"
"275.11200","22.92624","0.02327"
"275.11800","22.92671","0.02332"
"275.12400","22.92719","0.02340"
"275.13000","22.92773","0.02343"
"275.13600","22.92821","0.02350"
"275.14200","22.92875","0.02349"
"275.14800","22.92923","0.02348"
"275.15400","22.92977","0.02342"
"275.16000","22.93024","0.02339"
"275.16600","22.93078","0.02337"
"275.17200","22.93126","0.02331"
"275.17800","22.93174","0.02331"
"275.18400","22.93227","0.02332"
"275.19000","22.93275","0.02319"
"275.19600","22.93323","0.02306"
"275.20200","22.93377","0.02308"
"275.20800","22.93425","0.02313"
"275.21400","22.93473","0.02311"
"275.22000","22.93521","0.02317"
"275.22600","22.93575","0.02315"
"275.23200","22.93622","0.02301"
"275.23800","22.93670","0.02282"
"275.24400","22.93724","0.02273"
"275.25000","22.93772","0.02279"
"275.25600","22.93820","0.02280"
"275.26200","22.93873","0.02286"
"275.26800","22.93921","0.02284"
"275.27400","22.93969","0.02273"
"275.28000","22.94023","0.02268"
"275.28600","22.94071","0.02258"
"275.29200","22.94118","0.02244"
"275.29800","22.94172","0.02250"
"275.30400","22.94220","0.02253"
"275.31000","22.94268","0.02263"
"275.31600","22.94316","0.02278"
"275.32200","22.94370","0.02285"
"275.32800","22.94417","0.02283"
"275.33400","22.94465","0.02291"
"275.34000","22.94513","0.02292"
"275.34600","22.94567","0.02286"
"275.35200","22.94615","0.02281"
"275.35800","22.94663","0.02271"
"275.36400","22.94710","0.02259"
"275.37000","22.94764","0.02261"
"275.37600","22.94812","0.02266"
"275.38200","22.94866","0.02279"
"275.38800","22.94914","0.02282"
"275.39400","22.94967","0.02269"
"275.40000","22.95015","0.02264"
"275.40600","22.95069","0.02256"
"275.41200","22.95117","0.02265"
"275.41800","22.95171","0.02274"
"275.42400","22.95224","0.02267"
"275.43000","22.95272","0.02266"
"275.43600","22.95326","0.02264"
"275.44200","22.95374","0.02248"
"275.44800","22.95428","0.02222"
"275.45400","22.95476","0.02197"
"275.46000","22.95523","0.02177"
"275.46600","22.95577","0.02174"
"275.47200","22.95625","0.02175"
"275.47800","22.95673","0.02179"
"275.48400","22.95727","0.02192"
"275.49000","22.95775","0.02189"
"275.49600","22.95828","0.02190"
"275.50200","22.95876","0.02182"
"275.50800","22.95924","0.02172"
"275.51400","22.95978","0.02177"
"275.52000","22.96026","0.02176"
"275.52600","22.96079","0.02165"
"275.53200","22.96127","0.02151"
"275.53800","22.96175","0.02122"
"275.54400","22.96229","0.02091"
"275.55000","22.96277","0.02059"
"275.55600","22.96325","0.02012"
"275.56200","22.96379","0.01983"
"275.56800","22.96426","0.01977"
"275.57400","22.96474","0.01972"
"275.58000","22.96528","0.01972"
"275.58600","22.96576","0.01958"
"275.59200","22.96630","0.01918"
"275.59800","22.96677","0.01854"
"275.60400","22.96725","0.01784"
"275.61000","22.96779","0.01735"
"275.61600","22.96827","0.01706"
"275.62200","22.96875","0.01692"
"275.62800","22.96929","0.01688"
"275.63400","22.96976","0.01681"
"275.64000","22.97024","0.01655"
"275.64600","22.97078","0.01616"
"275.65200","22.97126","0.01597"
"275.65800","22.97174","0.01581"
"275.66400","22.97227","0.01578"
"275.67000","22.97275","0.01587"
"275.67600","22.97323","0.01600"
"275.68200","22.97371","0.01609"
"275.68800","22.97419","0.01610"
"275.69400","22.97472","0.01612"
"275.70000","22.97520","0.01615"
"275.70600","22.97574","0.01621"
"275.71200","22.97622","0.01647"
"275.71800","22.97676","0.01679"
"275.72400","22.97724","0.01695"
"275.73000","22.97778","0.01710"
"275.73600","22.97825","0.01722"
"275.74200","22.97873","0.01724"
"275.74800","22.97927","0.01725"
"275.75400","22.97975","0.01722"
"275.76000","22.98023","0.01725"
"275.76600","22.98076","0.01735"
"275.77200","22.98124","0.01746"
"275.77800","22.98172","0.01774"
"275.78400","22.98226","0.01793"
"275.79000","22.98274","0.01791"
"275.79600","22.98322","0.01777"
"275.80200","22.98369","0.01766"
"275.80800","22.98423","0.01752"
"275.81400","22.98471","0.01755"
"275.82000","22.98519","0.01756"
"275.82600","22.98567","0.01744"
"275.83200","22.98621","0.01722"
"275.83800","22.98668","0.01683"
"275.84400","22.98716","0.01644"
"275.85000","22.98770","0.01626"
"275.85600","22.98818","0.01627"
"275.86200","22.98872","0.01642"
"275.86800","22.98919","0.01656"
"275.87400","22.98967","0.01647"
"275.88000","22.99021","0.01623"
"275.88600","22.99069","0.01605"
"275.89200","22.99123","0.01593"
"275.89800","22.99171","0.01598"
"275.90400","22.99218","0.01615"
"275.91000","22.99272","0.01624"
"275.91600","22.99320","0.01624"
"275.92200","22.99368","0.01611"
"275.92800","22.99422","0.01591"
"275.93400","22.99470","0.01577"
"275.94000","22.99517","0.01577"
"275.94600","22.99565","0.01598"
"275.95200","22.99619","0.01625"
"275.95800","22.99667","0.01642"
"275.96400","22.99715","0.01651"
"275.97000","22.99769","0.01644"
"275.97600","22.99816","0.01628"
"275.98200","22.99864","0.01614"
"275.98800","22.99918","0.01608"
"275.99400","22.99966","0.01604"
"276.00000","23.00020","0.01599"
"276.00600","23.00068","0.01576"
"276.01200","23.00121","0.01559"
"276.01800","23.00169","0.01551"
"276.02400","23.00223","0.01547"
"276.03000","23.00277","0.01560"
"276.03600","23.00325","0.01563"
"276.04200","23.00378","0.01556"
"276.04800","23.00426","0.01547"
"276.05400","23.00480","0.01544"
"276.06000","23.00528","0.01539"
"276.06600","23.00576","0.01532"
"276.07200","23.00624","0.01523"
"276.07800","23.00677","0.01513"
"276.08400","23.00725","0.01512"
"276.09000","23.00773","0.01516"
"276.09600","23.00821","0.01528"
"276.10200","23.00875","0.01553"
"276.10800","23.00923","0.01569"
"276.11400","23.00970","0.01573"
"276.12000","23.01024","0.01571"
"276.12600","23.01072","0.01566"
"276.13200","23.01120","0.01569"
"276.13800","23.01173","0.01577"
"276.14400","23.01221","0.01595"
"276.15000","23.01275","0.01608"
"276.15600","23.01323","0.01610"
"276.16200","23.01377","0.01601"
"276.16800","23.01425","0.01591"
"276.17400","23.01479","0.01577"
"276.18000","23.01526","0.01581"
"276.18600","23.01574","0.01594"
"276.19200","23.01628","0.01611"
"276.19800","23.01676","0.01615"
"276.20400","23.01724","0.01609"
"276.21000","23.01771","0.01596"
"276.21600","23.01825","0.01585"
"276.22200","23.01873","0.01589"
"276.22800","23.01921","0.01618"
"276.23400","23.01969","0.01644"
"276.24000","23.02023","0.01657"
"276.24600","23.02070","0.01670"
"276.25200","23.02118","0.01679"
"276.25800","23.02166","0.01679"
"276.26400","23.02220","0.01687"
"276.27000","23.02268","0.01703"
"276.27600","23.02316","0.01721"
"276.28200","23.02364","0.01736"
"276.28800","23.02417","0.01737"
"276.29400","23.02465","0.01736"
"276.30000","23.02519","0.01738"
"276.30600","23.02567","0.01722"
"276.31200","23.02621","0.01710"
"276.31800","23.02668","0.01706"
"276.32400","23.02716","0.01706"
"276.33000","23.02764","0.01705"
"276.33600","23.02818","0.01699"
"276.34200","23.02866","0.01694"
"276.34800","23.02913","0.01690"
"276.35400","23.02961","0.01679"
"276.36000","23.03015","0.01679"
"276.36600","23.03063","0.01692"
"276.37200","23.03117","0.01703"
"276.37800","23.03165","0.01716"
"276.38400","23.03213","0.01733"
"276.39000","23.03266","0.01737"
"276.39600","23.03314","0.01728"
"276.40200","23.03368","0.01712"
"276.40800","23.03416","0.01699"
"276.41400","23.03464","0.01693"
"276.42000","23.03517","0.01687"
"276.42600","23.03565","0.01683"
"276.43200","23.03619","0.01677"
"276.43800","23.03667","0.01664"
"276.44400","23.03721","0.01649"
"276.45000","23.03768","0.01633"
"276.45600","23.03822","0.01619"
"276.46200","23.03870","0.01616"
"276.46800","23.03924","0.01621"
"276.47400","23.03972","0.01622"
"276.48000","23.04025","0.01623"
"276.48600","23.04073","0.01620"
"276.49200","23.04121","0.01609"
"276.49800","23.04169","0.01599"
"276.50400","23.04223","0.01588"
"276.51000","23.04271","0.01583"
"276.51600","23.04319","0.01584"
"276.52200","23.04366","0.01583"
"276.52800","23.04420","0.01594"
"276.53400","23.04468","0.01607"
"276.54000","23.04522","0.01609"
"276.54600","23.04570","0.01614"
"276.55200","23.04618","0.01631"
"276.55800","23.04671","0.01644"
"276.56400","23.04719","0.01647"
"276.57000","23.04773","0.01641"
"276.57600","23.04820","0.01619"
"276.58200","23.04869","0.01598"
"276.58800","23.04922","0.01581"
"276.59400","23.04970","0.01565"
"276.60000","23.05024","0.01553"
"276.60600","23.05072","0.01549"
"276.61200","23.05126","0.01543"
"276.61800","23.05173","0.01547"
"276.62400","23.05221","0.01555"
"276.63000","23.05275","0.01572"
"276.63600","23.05323","0.01586"
"276.64200","23.05371","0.01586"
"276.64800","23.05424","0.01585"
"276.65400","23.05472","0.01595"
"276.66000","23.05526","0.01604"
"276.66600","23.05574","0.01612"
"276.67200","23.05622","0.01621"
"276.67800","23.05676","0.01627"
"276.68400","23.05724","0.01634"
"276.69000","23.05777","0.01638"
"276.69600","23.05825","0.01641"
"276.70200","23.05879","0.01655"
"276.70800","23.05927","0.01664"
"276.71400","23.05975","0.01675"
"276.72000","23.06028","0.01678"
"276.72600","23.06076","0.01671"
"276.73200","23.06124","0.01662"
"276.73800","23.06178","0.01660"
"276.74400","23.06226","0.01670"
"276.75000","23.06274","0.01684"
"276.75600","23.06327","0.01694"
"276.76200","23.06375","0.01695"
"276.76800","23.06423","0.01695"
"276.77400","23.06477","0.01679"
"276.78000","23.06525","0.01667"
"276.78600","23.06573","0.01671"
"276.79200","23.06626","0.01679"
