End date,"1/7/2017"
Specimen label,"DT18_41"
Maximum Load,"0.02543",N

Time,Extension,Load
(s),(mm),(N)
"53.61200","4.46789","0.00701"
"53.61800","4.46837","0.00704"
"53.62400","4.46891","0.00704"
"53.63000","4.46939","0.00707"
"53.63600","4.46987","0.00714"
"53.64200","4.47040","0.00725"
"53.64800","4.47088","0.00726"
"53.65400","4.47136","0.00735"
"53.66000","4.47190","0.00747"
"53.66600","4.47238","0.00743"
"53.67200","4.47286","0.00733"
"53.67800","4.47339","0.00726"
"53.68400","4.47387","0.00710"
"53.69000","4.47435","0.00707"
"53.69600","4.47489","0.00716"
"53.70200","4.47537","0.00726"
"53.70800","4.47584","0.00737"
"53.71400","4.47638","0.00748"
"53.72000","4.47686","0.00751"
"53.72600","4.47740","0.00736"
"53.73200","4.47788","0.00718"
"53.73800","4.47842","0.00697"
"53.74400","4.47889","0.00691"
"53.75000","4.47943","0.00689"
"53.75600","4.47991","0.00680"
"53.76200","4.48039","0.00661"
"53.76800","4.48093","0.00638"
"53.77400","4.48141","0.00639"
"53.78000","4.48194","0.00650"
"53.78600","4.48242","0.00665"
"53.79200","4.48290","0.00670"
"53.79800","4.48338","0.00686"
"53.80400","4.48392","0.00700"
"53.81000","4.48439","0.00707"
"53.81600","4.48487","0.00722"
"53.82200","4.48541","0.00737"
"53.82800","4.48589","0.00734"
"53.83400","4.48637","0.00727"
"53.84000","4.48691","0.00718"
"53.84600","4.48738","0.00719"
"53.85200","4.48786","0.00719"
"53.85800","4.48840","0.00717"
"53.86400","4.48888","0.00709"
"53.87000","4.48942","0.00708"
"53.87600","4.48989","0.00705"
"53.88200","4.49043","0.00708"
"53.88800","4.49091","0.00712"
"53.89400","4.49145","0.00721"
"53.90000","4.49193","0.00718"
"53.90600","4.49247","0.00711"
"53.91200","4.49294","0.00718"
"53.91800","4.49348","0.00726"
"53.92400","4.49396","0.00735"
"53.93000","4.49444","0.00733"
"53.93600","4.49492","0.00725"
"53.94200","4.49546","0.00704"
"53.94800","4.49593","0.00684"
"53.95400","4.49647","0.00676"
"53.96000","4.49695","0.00671"
"53.96600","4.49743","0.00659"
"53.97200","4.49791","0.00654"
"53.97800","4.49838","0.00663"
"53.98400","4.49892","0.00676"
"53.99000","4.49940","0.00687"
"53.99600","4.49988","0.00710"
"54.00200","4.50042","0.00731"
"54.00800","4.50090","0.00728"
"54.01400","4.50137","0.00729"
"54.02000","4.50191","0.00725"
"54.02600","4.50239","0.00720"
"54.03200","4.50293","0.00718"
"54.03800","4.50347","0.00718"
"54.04400","4.50395","0.00713"
"54.05000","4.50442","0.00720"
"54.05600","4.50496","0.00740"
"54.06200","4.50544","0.00751"
"54.06800","4.50592","0.00756"
"54.07400","4.50640","0.00757"
"54.08000","4.50688","0.00755"
"54.08600","4.50735","0.00750"
"54.09200","4.50789","0.00740"
"54.09800","4.50837","0.00722"
"54.10400","4.50885","0.00708"
"54.11000","4.50939","0.00704"
"54.11600","4.50986","0.00705"
"54.12200","4.51034","0.00717"
"54.12800","4.51088","0.00733"
"54.13400","4.51136","0.00743"
"54.14000","4.51184","0.00743"
"54.14600","4.51232","0.00736"
"54.15200","4.51285","0.00741"
"54.15800","4.51333","0.00761"
"54.16400","4.51387","0.00775"
"54.17000","4.51435","0.00780"
"54.17600","4.51489","0.00776"
"54.18200","4.51537","0.00758"
"54.18800","4.51590","0.00737"
"54.19400","4.51638","0.00715"
"54.20000","4.51692","0.00688"
"54.20600","4.51740","0.00675"
"54.21200","4.51788","0.00678"
"54.21800","4.51841","0.00676"
"54.22400","4.51889","0.00675"
"54.23000","4.51937","0.00671"
"54.23600","4.51985","0.00660"
"54.24200","4.52039","0.00663"
"54.24800","4.52087","0.00685"
"54.25400","4.52134","0.00723"
"54.26000","4.52188","0.00743"
"54.26600","4.52236","0.00747"
"54.27200","4.52290","0.00750"
"54.27800","4.52338","0.00746"
"54.28400","4.52386","0.00735"
"54.29000","4.52439","0.00725"
"54.29600","4.52487","0.00727"
"54.30200","4.52541","0.00728"
"54.30800","4.52589","0.00728"
"54.31400","4.52643","0.00748"
"54.32000","4.52690","0.00764"
"54.32600","4.52744","0.00772"
"54.33200","4.52792","0.00770"
"54.33800","4.52840","0.00762"
"54.34400","4.52894","0.00754"
"54.35000","4.52942","0.00753"
"54.35600","4.52989","0.00770"
"54.36200","4.53037","0.00785"
"54.36800","4.53091","0.00799"
"54.37400","4.53139","0.00798"
"54.38000","4.53187","0.00778"
"54.38600","4.53241","0.00764"
"54.39200","4.53288","0.00746"
"54.39800","4.53336","0.00734"
"54.40400","4.53384","0.00725"
"54.41000","4.53438","0.00710"
"54.41600","4.53486","0.00699"
"54.42200","4.53539","0.00689"
"54.42800","4.53587","0.00682"
"54.43400","4.53635","0.00686"
"54.44000","4.53689","0.00699"
"54.44600","4.53737","0.00717"
"54.45200","4.53791","0.00727"
"54.45800","4.53838","0.00734"
"54.46400","4.53886","0.00751"
"54.47000","4.53940","0.00762"
"54.47600","4.53988","0.00764"
"54.48200","4.54042","0.00754"
"54.48800","4.54090","0.00749"
"54.49400","4.54137","0.00739"
"54.50000","4.54191","0.00729"
"54.50600","4.54239","0.00730"
"54.51200","4.54287","0.00743"
"54.51800","4.54341","0.00748"
"54.52400","4.54389","0.00752"
"54.53000","4.54442","0.00754"
"54.53600","4.54490","0.00754"
"54.54200","4.54538","0.00742"
"54.54800","4.54592","0.00730"
"54.55400","4.54640","0.00733"
"54.56000","4.54687","0.00738"
"54.56600","4.54741","0.00738"
"54.57200","4.54789","0.00724"
"54.57800","4.54837","0.00719"
"54.58400","4.54891","0.00712"
"54.59000","4.54939","0.00719"
"54.59600","4.54986","0.00731"
"54.60200","4.55040","0.00741"
"54.60800","4.55088","0.00740"
"54.61400","4.55136","0.00739"
"54.62000","4.55184","0.00746"
"54.62600","4.55232","0.00754"
"54.63200","4.55285","0.00753"
"54.63800","4.55333","0.00763"
"54.64400","4.55381","0.00772"
"54.65000","4.55435","0.00771"
"54.65600","4.55483","0.00764"
"54.66200","4.55530","0.00762"
"54.66800","4.55584","0.00761"
"54.67400","4.55632","0.00759"
"54.68000","4.55686","0.00760"
"54.68600","4.55734","0.00765"
"54.69200","4.55782","0.00773"
"54.69800","4.55835","0.00775"
"54.70400","4.55883","0.00773"
"54.71000","4.55931","0.00768"
"54.71600","4.55985","0.00763"
"54.72200","4.56033","0.00750"
"54.72800","4.56081","0.00736"
"54.73400","4.56134","0.00724"
"54.74000","4.56182","0.00726"
"54.74600","4.56236","0.00737"
"54.75200","4.56284","0.00755"
"54.75800","4.56332","0.00758"
"54.76400","4.56385","0.00752"
"54.77000","4.56433","0.00737"
"54.77600","4.56487","0.00718"
"54.78200","4.56535","0.00701"
"54.78800","4.56583","0.00689"
"54.79400","4.56637","0.00700"
"54.80000","4.56684","0.00708"
"54.80600","4.56738","0.00708"
"54.81200","4.56786","0.00709"
"54.81800","4.56840","0.00720"
"54.82400","4.56888","0.00730"
"54.83000","4.56942","0.00730"
"54.83600","4.56989","0.00733"
"54.84200","4.57043","0.00745"
"54.84800","4.57091","0.00759"
"54.85400","4.57139","0.00771"
"54.86000","4.57193","0.00790"
"54.86600","4.57240","0.00796"
"54.87200","4.57288","0.00784"
"54.87800","4.57342","0.00767"
"54.88400","4.57390","0.00747"
"54.89000","4.57444","0.00734"
"54.89600","4.57492","0.00722"
"54.90200","4.57539","0.00718"
"54.90800","4.57593","0.00717"
"54.91400","4.57641","0.00720"
"54.92000","4.57689","0.00721"
"54.92600","4.57737","0.00732"
"54.93200","4.57791","0.00744"
"54.93800","4.57838","0.00754"
"54.94400","4.57886","0.00775"
"54.95000","4.57940","0.00790"
"54.95600","4.57988","0.00790"
"54.96200","4.58042","0.00783"
"54.96800","4.58089","0.00772"
"54.97400","4.58137","0.00762"
"54.98000","4.58191","0.00743"
"54.98600","4.58239","0.00720"
"54.99200","4.58293","0.00707"
"54.99800","4.58341","0.00707"
"55.00400","4.58388","0.00729"
"55.01000","4.58442","0.00758"
"55.01600","4.58490","0.00777"
"55.02200","4.58538","0.00778"
"55.02800","4.58592","0.00763"
"55.03400","4.58640","0.00742"
"55.04000","4.58687","0.00725"
"55.04600","4.58741","0.00715"
"55.05200","4.58789","0.00714"
"55.05800","4.58837","0.00719"
"55.06400","4.58891","0.00728"
"55.07000","4.58939","0.00743"
"55.07600","4.58992","0.00751"
"55.08200","4.59040","0.00741"
"55.08800","4.59088","0.00735"
"55.09400","4.59142","0.00735"
"55.10000","4.59190","0.00732"
"55.10600","4.59243","0.00731"
"55.11200","4.59291","0.00743"
"55.11800","4.59345","0.00747"
"55.12400","4.59393","0.00741"
"55.13000","4.59441","0.00735"
"55.13600","4.59495","0.00738"
"55.14200","4.59542","0.00740"
"55.14800","4.59590","0.00737"
"55.15400","4.59638","0.00743"
"55.16000","4.59692","0.00749"
"55.16600","4.59740","0.00752"
"55.17200","4.59787","0.00751"
"55.17800","4.59841","0.00753"
"55.18400","4.59889","0.00741"
"55.19000","4.59937","0.00736"
"55.19600","4.59991","0.00741"
"55.20200","4.60039","0.00753"
"55.20800","4.60086","0.00765"
"55.21400","4.60134","0.00777"
"55.22000","4.60188","0.00785"
"55.22600","4.60236","0.00782"
"55.23200","4.60284","0.00772"
"55.23800","4.60338","0.00768"
"55.24400","4.60385","0.00763"
"55.25000","4.60439","0.00760"
"55.25600","4.60487","0.00754"
"55.26200","4.60535","0.00761"
"55.26800","4.60583","0.00765"
"55.27400","4.60637","0.00764"
"55.28000","4.60684","0.00749"
"55.28600","4.60732","0.00748"
"55.29200","4.60786","0.00750"
"55.29800","4.60834","0.00754"
"55.30400","4.60888","0.00760"
"55.31000","4.60935","0.00773"
"55.31600","4.60989","0.00786"
"55.32200","4.61037","0.00784"
"55.32800","4.61091","0.00770"
"55.33400","4.61139","0.00753"
"55.34000","4.61187","0.00745"
"55.34600","4.61240","0.00742"
"55.35200","4.61294","0.00746"
"55.35800","4.61342","0.00751"
"55.36400","4.61390","0.00755"
"55.37000","4.61444","0.00767"
"55.37600","4.61491","0.00781"
"55.38200","4.61539","0.00787"
"55.38800","4.61593","0.00789"
"55.39400","4.61641","0.00792"
"55.40000","4.61689","0.00786"
"55.40600","4.61743","0.00762"
"55.41200","4.61790","0.00755"
"55.41800","4.61838","0.00762"
"55.42400","4.61892","0.00769"
"55.43000","4.61940","0.00776"
"55.43600","4.61994","0.00784"
"55.44200","4.62042","0.00778"
"55.44800","4.62089","0.00765"
"55.45400","4.62143","0.00754"
"55.46000","4.62191","0.00746"
"55.46600","4.62245","0.00736"
"55.47200","4.62293","0.00735"
"55.47800","4.62346","0.00740"
"55.48400","4.62394","0.00756"
"55.49000","4.62442","0.00776"
"55.49600","4.62496","0.00783"
"55.50200","4.62544","0.00800"
"55.50800","4.62592","0.00806"
"55.51400","4.62639","0.00807"
"55.52000","4.62693","0.00801"
"55.52600","4.62741","0.00787"
"55.53200","4.62789","0.00767"
"55.53800","4.62843","0.00750"
"55.54400","4.62891","0.00738"
"55.55000","4.62938","0.00729"
"55.55600","4.62992","0.00716"
"55.56200","4.63040","0.00704"
"55.56800","4.63088","0.00709"
"55.57400","4.63142","0.00712"
"55.58000","4.63190","0.00710"
"55.58600","4.63237","0.00711"
"55.59200","4.63291","0.00707"
"55.59800","4.63339","0.00711"
"55.60400","4.63393","0.00717"
"55.61000","4.63441","0.00713"
"55.61600","4.63494","0.00712"
"55.62200","4.63542","0.00716"
"55.62800","4.63596","0.00730"
"55.63400","4.63644","0.00734"
"55.64000","4.63692","0.00735"
"55.64600","4.63746","0.00732"
"55.65200","4.63793","0.00741"
"55.65800","4.63841","0.00748"
"55.66400","4.63889","0.00753"
"55.67000","4.63943","0.00758"
"55.67600","4.63991","0.00752"
"55.68200","4.64039","0.00741"
"55.68800","4.64086","0.00735"
"55.69400","4.64140","0.00742"
"55.70000","4.64188","0.00761"
"55.70600","4.64236","0.00780"
"55.71200","4.64290","0.00799"
"55.71800","4.64337","0.00815"
"55.72400","4.64391","0.00818"
"55.73000","4.64439","0.00805"
"55.73600","4.64487","0.00800"
"55.74200","4.64541","0.00773"
"55.74800","4.64589","0.00743"
"55.75400","4.64642","0.00731"
"55.76000","4.64690","0.00730"
"55.76600","4.64738","0.00740"
"55.77200","4.64792","0.00753"
"55.77800","4.64840","0.00773"
"55.78400","4.64888","0.00783"
"55.79000","4.64941","0.00769"
"55.79600","4.64989","0.00750"
"55.80200","4.65037","0.00741"
"55.80800","4.65091","0.00734"
"55.81400","4.65139","0.00720"
"55.82000","4.65187","0.00719"
"55.82600","4.65234","0.00726"
"55.83200","4.65288","0.00729"
"55.83800","4.65336","0.00724"
"55.84400","4.65384","0.00720"
"55.85000","4.65438","0.00707"
"55.85600","4.65485","0.00699"
"55.86200","4.65539","0.00703"
"55.86800","4.65587","0.00726"
"55.87400","4.65641","0.00750"
"55.88000","4.65689","0.00767"
"55.88600","4.65737","0.00777"
"55.89200","4.65790","0.00787"
"55.89800","4.65838","0.00777"
"55.90400","4.65892","0.00770"
"55.91000","4.65940","0.00766"
"55.91600","4.65988","0.00746"
"55.92200","4.66041","0.00722"
"55.92800","4.66089","0.00724"
"55.93400","4.66137","0.00729"
"55.94000","4.66191","0.00731"
"55.94600","4.66239","0.00735"
"55.95200","4.66293","0.00741"
"55.95800","4.66340","0.00746"
"55.96400","4.66388","0.00750"
"55.97000","4.66442","0.00765"
"55.97600","4.66490","0.00783"
"55.98200","4.66538","0.00791"
"55.98800","4.66592","0.00805"
"55.99400","4.66639","0.00812"
"56.00000","4.66687","0.00811"
"56.00600","4.66741","0.00800"
"56.01200","4.66789","0.00788"
"56.01800","4.66837","0.00778"
"56.02400","4.66890","0.00765"
"56.03000","4.66938","0.00757"
"56.03600","4.66992","0.00756"
"56.04200","4.67040","0.00761"
"56.04800","4.67094","0.00762"
"56.05400","4.67142","0.00763"
"56.06000","4.67195","0.00762"
"56.06600","4.67243","0.00743"
"56.07200","4.67291","0.00717"
"56.07800","4.67339","0.00706"
"56.08400","4.67393","0.00707"
"56.09000","4.67441","0.00717"
"56.09600","4.67488","0.00734"
"56.10200","4.67542","0.00744"
"56.10800","4.67590","0.00753"
"56.11400","4.67644","0.00757"
"56.12000","4.67692","0.00754"
"56.12600","4.67739","0.00750"
"56.13200","4.67793","0.00744"
"56.13800","4.67841","0.00723"
"56.14400","4.67889","0.00710"
"56.15000","4.67937","0.00694"
"56.15600","4.67991","0.00688"
"56.16200","4.68038","0.00697"
"56.16800","4.68086","0.00698"
"56.17400","4.68140","0.00706"
"56.18000","4.68188","0.00706"
"56.18600","4.68242","0.00696"
"56.19200","4.68290","0.00703"
"56.19800","4.68337","0.00714"
"56.20400","4.68391","0.00731"
"56.21000","4.68439","0.00746"
"56.21600","4.68487","0.00747"
"56.22200","4.68541","0.00731"
"56.22800","4.68589","0.00727"
"56.23400","4.68636","0.00727"
"56.24000","4.68690","0.00732"
"56.24600","4.68738","0.00737"
"56.25200","4.68786","0.00760"
"56.25800","4.68840","0.00783"
"56.26400","4.68887","0.00785"
"56.27000","4.68935","0.00785"
"56.27600","4.68989","0.00779"
"56.28200","4.69037","0.00779"
"56.28800","4.69085","0.00778"
"56.29400","4.69133","0.00776"
"56.30000","4.69186","0.00771"
"56.30600","4.69234","0.00760"
"56.31200","4.69288","0.00761"
"56.31800","4.69336","0.00756"
"56.32400","4.69384","0.00745"
"56.33000","4.69438","0.00747"
"56.33600","4.69485","0.00765"
"56.34200","4.69533","0.00781"
"56.34800","4.69587","0.00789"
"56.35400","4.69635","0.00798"
"56.36000","4.69689","0.00805"
"56.36600","4.69736","0.00810"
"56.37200","4.69784","0.00816"
"56.37800","4.69838","0.00811"
"56.38400","4.69886","0.00810"
"56.39000","4.69934","0.00790"
"56.39600","4.69982","0.00765"
"56.40200","4.70035","0.00736"
"56.40800","4.70083","0.00718"
"56.41400","4.70137","0.00710"
"56.42000","4.70185","0.00704"
"56.42600","4.70233","0.00711"
"56.43200","4.70287","0.00730"
"56.43800","4.70334","0.00737"
"56.44400","4.70388","0.00734"
"56.45000","4.70436","0.00722"
"56.45600","4.70490","0.00703"
"56.46200","4.70538","0.00695"
"56.46800","4.70591","0.00695"
"56.47400","4.70639","0.00694"
"56.48000","4.70687","0.00698"
"56.48600","4.70741","0.00713"
"56.49200","4.70795","0.00732"
"56.49800","4.70843","0.00756"
"56.50400","4.70890","0.00778"
"56.51000","4.70944","0.00783"
"56.51600","4.70992","0.00787"
"56.52200","4.71046","0.00797"
"56.52800","4.71094","0.00799"
"56.53400","4.71142","0.00798"
"56.54000","4.71189","0.00795"
"56.54600","4.71243","0.00784"
"56.55200","4.71291","0.00775"
"56.55800","4.71339","0.00762"
"56.56400","4.71387","0.00745"
"56.57000","4.71440","0.00743"
"56.57600","4.71488","0.00755"
"56.58200","4.71536","0.00772"
"56.58800","4.71590","0.00798"
"56.59400","4.71638","0.00835"
"56.60000","4.71692","0.00853"
"56.60600","4.71739","0.00845"
"56.61200","4.71787","0.00821"
"56.61800","4.71841","0.00803"
"56.62400","4.71889","0.00792"
"56.63000","4.71943","0.00784"
"56.63600","4.71991","0.00774"
"56.64200","4.72038","0.00766"
"56.64800","4.72092","0.00748"
"56.65400","4.72140","0.00750"
"56.66000","4.72188","0.00749"
"56.66600","4.72242","0.00751"
"56.67200","4.72289","0.00752"
"56.67800","4.72337","0.00759"
"56.68400","4.72391","0.00768"
"56.69000","4.72439","0.00757"
"56.69600","4.72487","0.00746"
"56.70200","4.72535","0.00750"
"56.70800","4.72588","0.00752"
"56.71400","4.72636","0.00755"
"56.72000","4.72684","0.00745"
"56.72600","4.72738","0.00743"
"56.73200","4.72786","0.00737"
"56.73800","4.72834","0.00745"
"56.74400","4.72887","0.00760"
"56.75000","4.72935","0.00768"
"56.75600","4.72989","0.00762"
"56.76200","4.73037","0.00771"
"56.76800","4.73091","0.00785"
"56.77400","4.73139","0.00790"
"56.78000","4.73186","0.00783"
"56.78600","4.73234","0.00778"
"56.79200","4.73288","0.00778"
"56.79800","4.73336","0.00781"
"56.80400","4.73384","0.00783"
"56.81000","4.73437","0.00786"
"56.81600","4.73485","0.00785"
"56.82200","4.73533","0.00784"
"56.82800","4.73587","0.00785"
"56.83400","4.73635","0.00783"
"56.84000","4.73683","0.00778"
"56.84600","4.73736","0.00761"
"56.85200","4.73784","0.00733"
"56.85800","4.73832","0.00713"
"56.86400","4.73880","0.00702"
"56.87000","4.73934","0.00708"
"56.87600","4.73982","0.00731"
"56.88200","4.74029","0.00757"
"56.88800","4.74083","0.00780"
"56.89400","4.74137","0.00800"
"56.90000","4.74191","0.00815"
"56.90600","4.74239","0.00817"
"56.91200","4.74292","0.00815"
"56.91800","4.74340","0.00812"
"56.92400","4.74394","0.00812"
"56.93000","4.74442","0.00810"
"56.93600","4.74490","0.00802"
"56.94200","4.74544","0.00795"
"56.94800","4.74591","0.00791"
"56.95400","4.74639","0.00787"
"56.96000","4.74693","0.00786"
"56.96600","4.74741","0.00790"
"56.97200","4.74789","0.00788"
"56.97800","4.74843","0.00775"
"56.98400","4.74890","0.00760"
"56.99000","4.74938","0.00748"
"56.99600","4.74992","0.00749"
"57.00200","4.75040","0.00760"
"57.00800","4.75088","0.00757"
"57.01400","4.75135","0.00744"
"57.02000","4.75189","0.00734"
"57.02600","4.75237","0.00742"
"57.03200","4.75291","0.00755"
"57.03800","4.75339","0.00754"
"57.04400","4.75393","0.00747"
"57.05000","4.75446","0.00746"
"57.05600","4.75494","0.00739"
"57.06200","4.75542","0.00737"
"57.06800","4.75596","0.00748"
"57.07400","4.75644","0.00766"
"57.08000","4.75692","0.00768"
"57.08600","4.75739","0.00768"
"57.09200","4.75793","0.00773"
"57.09800","4.75841","0.00774"
"57.10400","4.75889","0.00782"
"57.11000","4.75937","0.00798"
"57.11600","4.75990","0.00809"
"57.12200","4.76038","0.00811"
"57.12800","4.76086","0.00813"
"57.13400","4.76140","0.00812"
"57.14000","4.76188","0.00817"
"57.14600","4.76242","0.00815"
"57.15200","4.76289","0.00827"
"57.15800","4.76343","0.00830"
"57.16400","4.76391","0.00814"
"57.17000","4.76439","0.00790"
"57.17600","4.76493","0.00778"
"57.18200","4.76546","0.00775"
"57.18800","4.76594","0.00758"
"57.19400","4.76642","0.00744"
"57.20000","4.76696","0.00738"
"57.20600","4.76744","0.00738"
"57.21200","4.76792","0.00738"
"57.21800","4.76845","0.00747"
"57.22400","4.76893","0.00758"
"57.23000","4.76941","0.00773"
"57.23600","4.76995","0.00767"
"57.24200","4.77043","0.00768"
"57.24800","4.77091","0.00770"
"57.25400","4.77138","0.00771"
"57.26000","4.77186","0.00774"
"57.26600","4.77240","0.00777"
"57.27200","4.77288","0.00778"
"57.27800","4.77336","0.00771"
"57.28400","4.77384","0.00760"
"57.29000","4.77437","0.00759"
"57.29600","4.77485","0.00771"
"57.30200","4.77533","0.00783"
"57.30800","4.77587","0.00787"
"57.31400","4.77635","0.00779"
"57.32000","4.77689","0.00770"
"57.32600","4.77736","0.00762"
"57.33200","4.77784","0.00747"
"57.33800","4.77838","0.00741"
"57.34400","4.77892","0.00739"
"57.35000","4.77940","0.00746"
"57.35600","4.77987","0.00742"
"57.36200","4.78041","0.00729"
"57.36800","4.78089","0.00719"
"57.37400","4.78137","0.00707"
"57.38000","4.78191","0.00697"
"57.38600","4.78239","0.00694"
"57.39200","4.78286","0.00702"
"57.39800","4.78334","0.00709"
"57.40400","4.78388","0.00721"
"57.41000","4.78436","0.00747"
"57.41600","4.78484","0.00772"
"57.42200","4.78532","0.00780"
"57.42800","4.78585","0.00781"
"57.43400","4.78633","0.00780"
"57.44000","4.78681","0.00783"
"57.44600","4.78735","0.00782"
"57.45200","4.78783","0.00776"
"57.45800","4.78836","0.00765"
"57.46400","4.78890","0.00754"
"57.47000","4.78938","0.00763"
"57.47600","4.78992","0.00785"
"57.48200","4.79040","0.00792"
"57.48800","4.79094","0.00784"
"57.49400","4.79141","0.00777"
"57.50000","4.79195","0.00762"
"57.50600","4.79243","0.00749"
"57.51200","4.79291","0.00744"
"57.51800","4.79339","0.00739"
"57.52400","4.79392","0.00739"
"57.53000","4.79440","0.00746"
"57.53600","4.79488","0.00756"
"57.54200","4.79542","0.00765"
"57.54800","4.79590","0.00775"
"57.55400","4.79638","0.00798"
"57.56000","4.79691","0.00829"
"57.56600","4.79739","0.00842"
"57.57200","4.79787","0.00835"
"57.57800","4.79841","0.00813"
"57.58400","4.79889","0.00799"
"57.59000","4.79937","0.00779"
"57.59600","4.79990","0.00749"
"57.60200","4.80038","0.00740"
"57.60800","4.80092","0.00751"
"57.61400","4.80140","0.00763"
"57.62000","4.80194","0.00766"
"57.62600","4.80241","0.00773"
"57.63200","4.80289","0.00793"
"57.63800","4.80343","0.00802"
"57.64400","4.80391","0.00806"
"57.65000","4.80439","0.00803"
"57.65600","4.80493","0.00798"
"57.66200","4.80540","0.00790"
"57.66800","4.80588","0.00784"
"57.67400","4.80642","0.00773"
"57.68000","4.80690","0.00754"
"57.68600","4.80738","0.00734"
"57.69200","4.80792","0.00731"
"57.69800","4.80839","0.00741"
"57.70400","4.80893","0.00748"
"57.71000","4.80941","0.00750"
"57.71600","4.80989","0.00751"
"57.72200","4.81043","0.00747"
"57.72800","4.81090","0.00733"
"57.73400","4.81138","0.00721"
"57.74000","4.81192","0.00713"
"57.74600","4.81240","0.00717"
"57.75200","4.81294","0.00738"
"57.75800","4.81342","0.00756"
"57.76400","4.81395","0.00766"
"57.77000","4.81443","0.00762"
"57.77600","4.81497","0.00767"
"57.78200","4.81545","0.00767"
"57.78800","4.81593","0.00775"
"57.79400","4.81647","0.00785"
"57.80000","4.81694","0.00795"
"57.80600","4.81742","0.00795"
"57.81200","4.81790","0.00793"
"57.81800","4.81844","0.00796"
"57.82400","4.81892","0.00804"
"57.83000","4.81940","0.00806"
"57.83600","4.81987","0.00811"
"57.84200","4.82035","0.00820"
"57.84800","4.82083","0.00820"
"57.85400","4.82137","0.00827"
"57.86000","4.82185","0.00828"
"57.86600","4.82232","0.00828"
"57.87200","4.82280","0.00821"
"57.87800","4.82334","0.00819"
"57.88400","4.82382","0.00809"
"57.89000","4.82436","0.00795"
"57.89600","4.82484","0.00780"
"57.90200","4.82537","0.00778"
"57.90800","4.82585","0.00776"
"57.91400","4.82639","0.00773"
"57.92000","4.82687","0.00770"
"57.92600","4.82735","0.00777"
"57.93200","4.82789","0.00784"
"57.93800","4.82836","0.00786"
"57.94400","4.82884","0.00786"
"57.95000","4.82938","0.00791"
"57.95600","4.82986","0.00793"
"57.96200","4.83034","0.00785"
"57.96800","4.83087","0.00782"
"57.97400","4.83135","0.00777"
"57.98000","4.83183","0.00765"
"57.98600","4.83237","0.00774"
"57.99200","4.83285","0.00783"
"57.99800","4.83339","0.00776"
"58.00400","4.83386","0.00765"
"58.01000","4.83440","0.00751"
"58.01600","4.83488","0.00739"
"58.02200","4.83542","0.00733"
"58.02800","4.83590","0.00732"
"58.03400","4.83643","0.00749"
"58.04000","4.83691","0.00778"
"58.04600","4.83745","0.00803"
"58.05200","4.83793","0.00816"
"58.05800","4.83847","0.00821"
"58.06400","4.83895","0.00813"
"58.07000","4.83942","0.00803"
"58.07600","4.83996","0.00812"
"58.08200","4.84044","0.00819"
"58.08800","4.84092","0.00820"
"58.09400","4.84146","0.00822"
"58.10000","4.84194","0.00816"
"58.10600","4.84247","0.00802"
"58.11200","4.84295","0.00800"
"58.11800","4.84343","0.00804"
"58.12400","4.84397","0.00791"
"58.13000","4.84445","0.00760"
"58.13600","4.84493","0.00741"
"58.14200","4.84540","0.00730"
"58.14800","4.84588","0.00736"
"58.15400","4.84636","0.00757"
"58.16000","4.84690","0.00782"
"58.16600","4.84738","0.00799"
"58.17200","4.84791","0.00810"
"58.17800","4.84839","0.00806"
"58.18400","4.84893","0.00795"
"58.19000","4.84941","0.00794"
"58.19600","4.84995","0.00800"
"58.20200","4.85043","0.00798"
"58.20800","4.85090","0.00795"
"58.21400","4.85144","0.00794"
"58.22000","4.85192","0.00802"
"58.22600","4.85240","0.00804"
"58.23200","4.85294","0.00807"
"58.23800","4.85342","0.00804"
"58.24400","4.85389","0.00798"
"58.25000","4.85443","0.00788"
"58.25600","4.85491","0.00779"
"58.26200","4.85545","0.00770"
"58.26800","4.85593","0.00764"
"58.27400","4.85640","0.00766"
"58.28000","4.85688","0.00752"
"58.28600","4.85742","0.00732"
"58.29200","4.85790","0.00727"
"58.29800","4.85838","0.00739"
"58.30400","4.85892","0.00764"
"58.31000","4.85939","0.00785"
"58.31600","4.85987","0.00798"
"58.32200","4.86041","0.00799"
"58.32800","4.86089","0.00802"
"58.33400","4.86143","0.00810"
"58.34000","4.86191","0.00817"
"58.34600","4.86244","0.00820"
"58.35200","4.86292","0.00830"
"58.35800","4.86340","0.00838"
"58.36400","4.86388","0.00838"
"58.37000","4.86442","0.00829"
"58.37600","4.86489","0.00825"
"58.38200","4.86537","0.00818"
"58.38800","4.86591","0.00798"
"58.39400","4.86639","0.00785"
"58.40000","4.86687","0.00781"
"58.40600","4.86741","0.00786"
"58.41200","4.86788","0.00795"
"58.41800","4.86842","0.00800"
"58.42400","4.86890","0.00803"
"58.43000","4.86938","0.00799"
"58.43600","4.86992","0.00807"
"58.44200","4.87040","0.00818"
"58.44800","4.87087","0.00818"
"58.45400","4.87135","0.00813"
"58.46000","4.87183","0.00812"
"58.46600","4.87231","0.00825"
"58.47200","4.87285","0.00832"
"58.47800","4.87333","0.00827"
"58.48400","4.87386","0.00821"
"58.49000","4.87434","0.00818"
"58.49600","4.87488","0.00807"
"58.50200","4.87536","0.00793"
"58.50800","4.87584","0.00787"
"58.51400","4.87637","0.00790"
"58.52000","4.87685","0.00773"
