End date,"1/7/2017"
Specimen label,"18_CTNT2"
Maximum Load,"0.07079",N

Time,Extension,Load
(s),(mm),(N)
"164.15400","13.67961","0.04858"
"164.16000","13.68008","0.04857"
"164.16600","13.68062","0.04869"
"164.17200","13.68110","0.04878"
"164.17800","13.68164","0.04890"
"164.18400","13.68218","0.04889"
"164.19000","13.68266","0.04889"
"164.19600","13.68319","0.04878"
"164.20200","13.68367","0.04860"
"164.20800","13.68421","0.04852"
"164.21400","13.68469","0.04849"
"164.22000","13.68517","0.04834"
"164.22600","13.68571","0.04827"
"164.23200","13.68618","0.04822"
"164.23800","13.68666","0.04815"
"164.24400","13.68714","0.04824"
"164.25000","13.68768","0.04828"
"164.25600","13.68816","0.04836"
"164.26200","13.68869","0.04853"
"164.26800","13.68917","0.04858"
"164.27400","13.68965","0.04858"
"164.28000","13.69019","0.04863"
"164.28600","13.69067","0.04860"
"164.29200","13.69114","0.04868"
"164.29800","13.69168","0.04885"
"164.30400","13.69216","0.04893"
"164.31000","13.69270","0.04891"
"164.31600","13.69318","0.04883"
"164.32200","13.69366","0.04880"
"164.32800","13.69419","0.04890"
"164.33400","13.69473","0.04897"
"164.34000","13.69521","0.04907"
"164.34600","13.69575","0.04909"
"164.35200","13.69623","0.04896"
"164.35800","13.69671","0.04882"
"164.36400","13.69724","0.04875"
"164.37000","13.69772","0.04866"
"164.37600","13.69820","0.04872"
"164.38200","13.69868","0.04884"
"164.38800","13.69916","0.04884"
"164.39400","13.69970","0.04871"
"164.40000","13.70017","0.04862"
"164.40600","13.70065","0.04854"
"164.41200","13.70119","0.04861"
"164.41800","13.70167","0.04872"
"164.42400","13.70221","0.04874"
"164.43000","13.70268","0.04876"
"164.43600","13.70316","0.04876"
"164.44200","13.70370","0.04883"
"164.44800","13.70418","0.04891"
"164.45400","13.70466","0.04889"
"164.46000","13.70520","0.04884"
"164.46600","13.70567","0.04885"
"164.47200","13.70621","0.04878"
"164.47800","13.70669","0.04874"
"164.48400","13.70717","0.04875"
"164.49000","13.70771","0.04886"
"164.49600","13.70819","0.04893"
"164.50200","13.70872","0.04892"
"164.50800","13.70920","0.04884"
"164.51400","13.70974","0.04893"
"164.52000","13.71022","0.04908"
"164.52600","13.71070","0.04930"
"164.53200","13.71117","0.04960"
"164.53800","13.71165","0.04971"
"164.54400","13.71219","0.04965"
"164.55000","13.71267","0.04962"
"164.55600","13.71315","0.04960"
"164.56200","13.71363","0.04963"
"164.56800","13.71416","0.04954"
"164.57400","13.71464","0.04948"
"164.58000","13.71512","0.04952"
"164.58600","13.71560","0.04956"
"164.59200","13.71614","0.04957"
"164.59800","13.71662","0.04971"
"164.60400","13.71709","0.04982"
"164.61000","13.71763","0.04993"
"164.61600","13.71811","0.05005"
"164.62200","13.71865","0.05005"
"164.62800","13.71913","0.04998"
"164.63400","13.71967","0.04993"
"164.64000","13.72014","0.04988"
"164.64600","13.72068","0.04970"
"164.65200","13.72116","0.04941"
"164.65800","13.72164","0.04907"
"164.66400","13.72212","0.04889"
"164.67000","13.72266","0.04882"
"164.67600","13.72313","0.04887"
"164.68200","13.72361","0.04912"
"164.68800","13.72415","0.04941"
"164.69400","13.72463","0.04957"
"164.70000","13.72511","0.04960"
"164.70600","13.72565","0.04957"
"164.71200","13.72612","0.04957"
"164.71800","13.72660","0.04953"
"164.72400","13.72714","0.04940"
"164.73000","13.72762","0.04934"
"164.73600","13.72816","0.04925"
"164.74200","13.72863","0.04920"
"164.74800","13.72917","0.04929"
"164.75400","13.72965","0.04929"
"164.76000","13.73019","0.04928"
"164.76600","13.73067","0.04934"
"164.77200","13.73120","0.04939"
"164.77800","13.73168","0.04951"
"164.78400","13.73222","0.04963"
"164.79000","13.73270","0.04975"
"164.79600","13.73324","0.04987"
"164.80200","13.73372","0.04987"
"164.80800","13.73419","0.04980"
"164.81400","13.73473","0.04972"
"164.82000","13.73521","0.04953"
"164.82600","13.73569","0.04931"
"164.83200","13.73623","0.04920"
"164.83800","13.73670","0.04924"
"164.84400","13.73718","0.04920"
"164.85000","13.73766","0.04915"
"164.85600","13.73820","0.04910"
"164.86200","13.73868","0.04916"
"164.86800","13.73916","0.04934"
"164.87400","13.73963","0.04957"
"164.88000","13.74017","0.04977"
"164.88600","13.74065","0.04992"
"164.89200","13.74119","0.04994"
"164.89800","13.74167","0.04993"
"164.90400","13.74221","0.04987"
"164.91000","13.74268","0.04991"
"164.91600","13.74322","0.05006"
"164.92200","13.74370","0.05018"
"164.92800","13.74424","0.05026"
"164.93400","13.74472","0.05023"
"164.94000","13.74520","0.05021"
"164.94600","13.74573","0.05025"
"164.95200","13.74621","0.05027"
"164.95800","13.74669","0.05039"
"164.96400","13.74723","0.05051"
"164.97000","13.74771","0.05059"
"164.97600","13.74819","0.05059"
"164.98200","13.74872","0.05057"
"164.98800","13.74920","0.05047"
"164.99400","13.74968","0.05042"
"165.00000","13.75016","0.05030"
"165.00600","13.75070","0.05024"
"165.01200","13.75117","0.05017"
"165.01800","13.75165","0.05001"
"165.02400","13.75219","0.04985"
"165.03000","13.75267","0.04971"
"165.03600","13.75315","0.04961"
"165.04200","13.75369","0.04954"
"165.04800","13.75416","0.04947"
"165.05400","13.75470","0.04936"
"165.06000","13.75518","0.04950"
"165.06600","13.75572","0.04964"
"165.07200","13.75620","0.04977"
"165.07800","13.75668","0.04993"
"165.08400","13.75715","0.05002"
"165.09000","13.75769","0.05011"
"165.09600","13.75817","0.05013"
"165.10200","13.75865","0.05024"
"165.10800","13.75913","0.05043"
"165.11400","13.75960","0.05059"
"165.12000","13.76014","0.05064"
"165.12600","13.76062","0.05060"
"165.13200","13.76110","0.05068"
"165.13800","13.76158","0.05073"
"165.14400","13.76212","0.05076"
"165.15000","13.76259","0.05083"
"165.15600","13.76307","0.05088"
"165.16200","13.76361","0.05077"
"165.16800","13.76409","0.05057"
"165.17400","13.76457","0.05047"
"165.18000","13.76511","0.05056"
"165.18600","13.76558","0.05053"
"165.19200","13.76612","0.05047"
"165.19800","13.76660","0.05049"
"165.20400","13.76714","0.05055"
"165.21000","13.76762","0.05055"
"165.21600","13.76816","0.05054"
"165.22200","13.76863","0.05061"
"165.22800","13.76917","0.05069"
"165.23400","13.76965","0.05069"
"165.24000","13.77019","0.05056"
"165.24600","13.77067","0.05055"
"165.25200","13.77114","0.05063"
"165.25800","13.77168","0.05064"
"165.26400","13.77216","0.05075"
"165.27000","13.77270","0.05080"
"165.27600","13.77318","0.05091"
"165.28200","13.77366","0.05106"
"165.28800","13.77419","0.05108"
"165.29400","13.77467","0.05108"
"165.30000","13.77515","0.05102"
"165.30600","13.77569","0.05100"
"165.31200","13.77617","0.05101"
"165.31800","13.77670","0.05093"
"165.32400","13.77718","0.05088"
"165.33000","13.77772","0.05093"
"165.33600","13.77820","0.05091"
"165.34200","13.77874","0.05090"
"165.34800","13.77922","0.05097"
"165.35400","13.77969","0.05106"
"165.36000","13.78023","0.05106"
"165.36600","13.78071","0.05100"
"165.37200","13.78125","0.05096"
"165.37800","13.78173","0.05095"
"165.38400","13.78220","0.05091"
"165.39000","13.78274","0.05088"
"165.39600","13.78322","0.05085"
"165.40200","13.78370","0.05081"
"165.40800","13.78418","0.05081"
"165.41400","13.78472","0.05085"
"165.42000","13.78519","0.05088"
"165.42600","13.78567","0.05092"
"165.43200","13.78615","0.05097"
"165.43800","13.78663","0.05095"
"165.44400","13.78717","0.05096"
"165.45000","13.78765","0.05091"
"165.45600","13.78818","0.05089"
"165.46200","13.78866","0.05095"
"165.46800","13.78920","0.05090"
"165.47400","13.78968","0.05082"
"165.48000","13.79016","0.05077"
"165.48600","13.79070","0.05074"
"165.49200","13.79117","0.05072"
"165.49800","13.79171","0.05077"
"165.50400","13.79219","0.05081"
"165.51000","13.79267","0.05083"
"165.51600","13.79315","0.05084"
"165.52200","13.79368","0.05090"
"165.52800","13.79416","0.05101"
"165.53400","13.79464","0.05118"
"165.54000","13.79518","0.05133"
"165.54600","13.79566","0.05140"
"165.55200","13.79614","0.05132"
"165.55800","13.79661","0.05135"
"165.56400","13.79715","0.05134"
"165.57000","13.79763","0.05128"
"165.57600","13.79811","0.05131"
"165.58200","13.79865","0.05134"
"165.58800","13.79913","0.05136"
"165.59400","13.79960","0.05137"
"165.60000","13.80014","0.05136"
"165.60600","13.80062","0.05137"
"165.61200","13.80116","0.05136"
"165.61800","13.80164","0.05141"
"165.62400","13.80217","0.05148"
"165.63000","13.80265","0.05153"
"165.63600","13.80319","0.05147"
"165.64200","13.80367","0.05139"
"165.64800","13.80415","0.05147"
"165.65400","13.80469","0.05164"
"165.66000","13.80516","0.05182"
"165.66600","13.80564","0.05194"
"165.67200","13.80618","0.05203"
"165.67800","13.80666","0.05212"
"165.68400","13.80714","0.05212"
"165.69000","13.80768","0.05217"
"165.69600","13.80815","0.05224"
"165.70200","13.80863","0.05216"
"165.70800","13.80911","0.05206"
"165.71400","13.80959","0.05198"
"165.72000","13.81007","0.05191"
"165.72600","13.81061","0.05181"
"165.73200","13.81108","0.05179"
"165.73800","13.81156","0.05187"
"165.74400","13.81210","0.05194"
"165.75000","13.81258","0.05199"
"165.75600","13.81306","0.05200"
"165.76200","13.81359","0.05195"
"165.76800","13.81413","0.05180"
"165.77400","13.81461","0.05174"
"165.78000","13.81515","0.05182"
"165.78600","13.81569","0.05190"
"165.79200","13.81617","0.05201"
"165.79800","13.81664","0.05206"
"165.80400","13.81718","0.05197"
"165.81000","13.81766","0.05182"
"165.81600","13.81820","0.05176"
"165.82200","13.81868","0.05179"
"165.82800","13.81916","0.05193"
"165.83400","13.81969","0.05200"
"165.84000","13.82017","0.05200"
"165.84600","13.82065","0.05202"
"165.85200","13.82119","0.05195"
"165.85800","13.82167","0.05192"
"165.86400","13.82214","0.05202"
"165.87000","13.82268","0.05204"
"165.87600","13.82316","0.05203"
"165.88200","13.82370","0.05203"
"165.88800","13.82418","0.05201"
"165.89400","13.82465","0.05195"
"165.90000","13.82519","0.05190"
"165.90600","13.82567","0.05188"
"165.91200","13.82621","0.05196"
"165.91800","13.82675","0.05196"
"165.92400","13.82723","0.05193"
"165.93000","13.82770","0.05200"
"165.93600","13.82824","0.05190"
"165.94200","13.82872","0.05193"
"165.94800","13.82920","0.05205"
"165.95400","13.82968","0.05212"
"165.96000","13.83016","0.05210"
"165.96600","13.83063","0.05210"
"165.97200","13.83117","0.05220"
"165.97800","13.83165","0.05233"
"165.98400","13.83213","0.05237"
"165.99000","13.83267","0.05227"
"165.99600","13.83315","0.05222"
"166.00200","13.83368","0.05220"
"166.00800","13.83416","0.05226"
"166.01400","13.83464","0.05240"
"166.02000","13.83518","0.05246"
"166.02600","13.83566","0.05249"
"166.03200","13.83619","0.05245"
"166.03800","13.83667","0.05235"
"166.04400","13.83721","0.05242"
"166.05000","13.83769","0.05257"
"166.05600","13.83823","0.05255"
"166.06200","13.83871","0.05251"
"166.06800","13.83924","0.05243"
"166.07400","13.83972","0.05231"
"166.08000","13.84026","0.05219"
"166.08600","13.84074","0.05215"
"166.09200","13.84128","0.05218"
"166.09800","13.84175","0.05225"
"166.10400","13.84223","0.05220"
"166.11000","13.84271","0.05219"
"166.11600","13.84319","0.05220"
"166.12200","13.84373","0.05223"
"166.12800","13.84421","0.05241"
"166.13400","13.84469","0.05253"
"166.14000","13.84516","0.05263"
"166.14600","13.84564","0.05278"
"166.15200","13.84618","0.05284"
"166.15800","13.84666","0.05286"
"166.16400","13.84714","0.05285"
"166.17000","13.84762","0.05288"
"166.17600","13.84815","0.05292"
"166.18200","13.84863","0.05309"
"166.18800","13.84911","0.05320"
"166.19400","13.84965","0.05325"
"166.20000","13.85013","0.05331"
"166.20600","13.85067","0.05337"
"166.21200","13.85114","0.05341"
"166.21800","13.85162","0.05332"
"166.22400","13.85216","0.05316"
"166.23000","13.85264","0.05308"
"166.23600","13.85312","0.05299"
"166.24200","13.85359","0.05295"
"166.24800","13.85407","0.05298"
"166.25400","13.85461","0.05292"
"166.26000","13.85509","0.05294"
"166.26600","13.85557","0.05295"
"166.27200","13.85611","0.05288"
"166.27800","13.85658","0.05283"
"166.28400","13.85706","0.05268"
"166.29000","13.85760","0.05251"
"166.29600","13.85808","0.05251"
"166.30200","13.85856","0.05262"
"166.30800","13.85909","0.05261"
"166.31400","13.85957","0.05256"
"166.32000","13.86011","0.05257"
"166.32600","13.86059","0.05256"
"166.33200","13.86113","0.05258"
"166.33800","13.86167","0.05267"
"166.34400","13.86214","0.05267"
"166.35000","13.86268","0.05264"
"166.35600","13.86316","0.05266"
"166.36200","13.86370","0.05279"
"166.36800","13.86418","0.05280"
"166.37400","13.86472","0.05273"
"166.38000","13.86519","0.05280"
"166.38600","13.86567","0.05282"
"166.39200","13.86615","0.05279"
"166.39800","13.86669","0.05263"
"166.40400","13.86717","0.05254"
"166.41000","13.86770","0.05253"
"166.41600","13.86818","0.05257"
"166.42200","13.86872","0.05265"
"166.42800","13.86920","0.05285"
"166.43400","13.86974","0.05292"
"166.44000","13.87022","0.05295"
"166.44600","13.87069","0.05304"
"166.45200","13.87123","0.05311"
"166.45800","13.87171","0.05331"
"166.46400","13.87219","0.05351"
"166.47000","13.87273","0.05364"
"166.47600","13.87320","0.05366"
"166.48200","13.87368","0.05359"
"166.48800","13.87422","0.05345"
"166.49400","13.87470","0.05331"
"166.50000","13.87518","0.05316"
"166.50600","13.87572","0.05311"
"166.51200","13.87619","0.05310"
"166.51800","13.87667","0.05309"
"166.52400","13.87715","0.05307"
"166.53000","13.87769","0.05322"
"166.53600","13.87817","0.05322"
"166.54200","13.87864","0.05312"
"166.54800","13.87918","0.05307"
"166.55400","13.87966","0.05312"
"166.56000","13.88020","0.05325"
"166.56600","13.88074","0.05330"
"166.57200","13.88122","0.05334"
"166.57800","13.88169","0.05347"
"166.58400","13.88223","0.05349"
"166.59000","13.88271","0.05338"
"166.59600","13.88319","0.05334"
"166.60200","13.88373","0.05333"
"166.60800","13.88421","0.05338"
"166.61400","13.88468","0.05347"
"166.62000","13.88516","0.05347"
"166.62600","13.88570","0.05345"
"166.63200","13.88618","0.05339"
"166.63800","13.88672","0.05338"
"166.64400","13.88719","0.05342"
"166.65000","13.88767","0.05351"
"166.65600","13.88821","0.05358"
"166.66200","13.88869","0.05356"
"166.66800","13.88917","0.05356"
"166.67400","13.88971","0.05356"
"166.68000","13.89018","0.05358"
"166.68600","13.89066","0.05359"
"166.69200","13.89120","0.05356"
"166.69800","13.89168","0.05351"
"166.70400","13.89222","0.05340"
"166.71000","13.89270","0.05336"
"166.71600","13.89317","0.05336"
"166.72200","13.89371","0.05347"
"166.72800","13.89419","0.05361"
"166.73400","13.89467","0.05369"
"166.74000","13.89521","0.05367"
"166.74600","13.89569","0.05368"
"166.75200","13.89616","0.05367"
"166.75800","13.89664","0.05369"
"166.76400","13.89712","0.05372"
"166.77000","13.89766","0.05362"
"166.77600","13.89814","0.05345"
"166.78200","13.89862","0.05330"
"166.78800","13.89909","0.05325"
"166.79400","13.89963","0.05327"
"166.80000","13.90011","0.05337"
"166.80600","13.90059","0.05356"
"166.81200","13.90113","0.05375"
"166.81800","13.90161","0.05376"
"166.82400","13.90208","0.05375"
"166.83000","13.90262","0.05381"
"166.83600","13.90310","0.05391"
"166.84200","13.90364","0.05392"
"166.84800","13.90411","0.05389"
"166.85400","13.90465","0.05377"
"166.86000","13.90513","0.05360"
"166.86600","13.90567","0.05352"
"166.87200","13.90615","0.05353"
"166.87800","13.90663","0.05366"
"166.88400","13.90717","0.05369"
"166.89000","13.90764","0.05367"
"166.89600","13.90818","0.05364"
"166.90200","13.90866","0.05357"
"166.90800","13.90914","0.05345"
"166.91400","13.90968","0.05349"
"166.92000","13.91015","0.05359"
"166.92600","13.91069","0.05370"
"166.93200","13.91117","0.05378"
"166.93800","13.91165","0.05378"
"166.94400","13.91219","0.05374"
"166.95000","13.91267","0.05368"
"166.95600","13.91321","0.05373"
"166.96200","13.91368","0.05384"
"166.96800","13.91422","0.05380"
"166.97400","13.91470","0.05369"
"166.98000","13.91524","0.05371"
"166.98600","13.91578","0.05375"
"166.99200","13.91625","0.05383"
"166.99800","13.91673","0.05397"
"167.00400","13.91727","0.05404"
"167.01000","13.91775","0.05411"
"167.01600","13.91823","0.05410"
"167.02200","13.91870","0.05408"
"167.02800","13.91924","0.05420"
"167.03400","13.91972","0.05440"
"167.04000","13.92020","0.05452"
"167.04600","13.92074","0.05461"
"167.05200","13.92122","0.05458"
"167.05800","13.92169","0.05442"
"167.06400","13.92223","0.05420"
"167.07000","13.92271","0.05421"
"167.07600","13.92319","0.05434"
"167.08200","13.92367","0.05447"
"167.08800","13.92420","0.05457"
"167.09400","13.92468","0.05460"
"167.10000","13.92516","0.05450"
"167.10600","13.92570","0.05437"
"167.11200","13.92618","0.05441"
"167.11800","13.92672","0.05432"
"167.12400","13.92719","0.05409"
"167.13000","13.92767","0.05392"
"167.13600","13.92821","0.05379"
"167.14200","13.92869","0.05366"
"167.14800","13.92923","0.05364"
"167.15400","13.92971","0.05363"
"167.16000","13.93018","0.05374"
"167.16600","13.93066","0.05387"
"167.17200","13.93120","0.05397"
"167.17800","13.93168","0.05412"
"167.18400","13.93216","0.05411"
"167.19000","13.93270","0.05400"
"167.19600","13.93317","0.05393"
"167.20200","13.93371","0.05383"
"167.20800","13.93419","0.05380"
"167.21400","13.93467","0.05384"
"167.22000","13.93521","0.05400"
"167.22600","13.93569","0.05418"
"167.23200","13.93616","0.05430"
"167.23800","13.93670","0.05435"
"167.24400","13.93718","0.05426"
"167.25000","13.93766","0.05411"
"167.25600","13.93820","0.05410"
"167.26200","13.93867","0.05418"
"167.26800","13.93915","0.05436"
"167.27400","13.93969","0.05454"
"167.28000","13.94017","0.05465"
"167.28600","13.94071","0.05467"
"167.29200","13.94119","0.05451"
"167.29800","13.94166","0.05438"
"167.30400","13.94214","0.05439"
"167.31000","13.94268","0.05449"
"167.31600","13.94316","0.05456"
"167.32200","13.94364","0.05455"
"167.32800","13.94417","0.05453"
"167.33400","13.94465","0.05450"
"167.34000","13.94513","0.05452"
"167.34600","13.94567","0.05460"
"167.35200","13.94615","0.05461"
"167.35800","13.94669","0.05452"
"167.36400","13.94716","0.05444"
"167.37000","13.94770","0.05432"
"167.37600","13.94818","0.05424"
"167.38200","13.94866","0.05416"
"167.38800","13.94914","0.05415"
"167.39400","13.94968","0.05422"
"167.40000","13.95015","0.05428"
"167.40600","13.95063","0.05441"
"167.41200","13.95111","0.05457"
"167.41800","13.95165","0.05460"
"167.42400","13.95213","0.05450"
"167.43000","13.95260","0.05447"
"167.43600","13.95314","0.05446"
"167.44200","13.95362","0.05441"
"167.44800","13.95416","0.05440"
"167.45400","13.95464","0.05441"
"167.46000","13.95512","0.05450"
"167.46600","13.95565","0.05457"
"167.47200","13.95613","0.05453"
"167.47800","13.95661","0.05458"
"167.48400","13.95715","0.05460"
"167.49000","13.95763","0.05455"
"167.49600","13.95817","0.05457"
"167.50200","13.95870","0.05454"
"167.50800","13.95918","0.05448"
"167.51400","13.95972","0.05456"
"167.52000","13.96026","0.05466"
"167.52600","13.96074","0.05473"
"167.53200","13.96122","0.05480"
"167.53800","13.96175","0.05478"
"167.54400","13.96223","0.05480"
"167.55000","13.96271","0.05480"
"167.55600","13.96319","0.05483"
"167.56200","13.96367","0.05490"
"167.56800","13.96420","0.05491"
"167.57400","13.96468","0.05494"
"167.58000","13.96516","0.05502"
"167.58600","13.96570","0.05492"
"167.59200","13.96618","0.05480"
"167.59800","13.96666","0.05465"
"167.60400","13.96719","0.05436"
"167.61000","13.96767","0.05424"
"167.61600","13.96821","0.05424"
"167.62200","13.96869","0.05427"
"167.62800","13.96923","0.05429"
"167.63400","13.96970","0.05438"
"167.64000","13.97024","0.05456"
"167.64600","13.97072","0.05474"
"167.65200","13.97120","0.05485"
"167.65800","13.97174","0.05491"
"167.66400","13.97222","0.05492"
"167.67000","13.97269","0.05497"
"167.67600","13.97323","0.05510"
"167.68200","13.97371","0.05532"
"167.68800","13.97419","0.05543"
"167.69400","13.97467","0.05550"
"167.70000","13.97515","0.05547"
"167.70600","13.97568","0.05527"
"167.71200","13.97616","0.05514"
"167.71800","13.97664","0.05505"
"167.72400","13.97712","0.05507"
"167.73000","13.97766","0.05515"
"167.73600","13.97814","0.05523"
"167.74200","13.97861","0.05525"
"167.74800","13.97915","0.05519"
"167.75400","13.97963","0.05511"
"167.76000","13.98011","0.05509"
"167.76600","13.98065","0.05511"
"167.77200","13.98112","0.05519"
"167.77800","13.98166","0.05533"
"167.78400","13.98214","0.05540"
"167.79000","13.98268","0.05542"
"167.79600","13.98316","0.05549"
"167.80200","13.98370","0.05554"
"167.80800","13.98417","0.05559"
"167.81400","13.98465","0.05552"
"167.82000","13.98519","0.05542"
"167.82600","13.98567","0.05537"
"167.83200","13.98615","0.05532"
"167.83800","13.98669","0.05530"
"167.84400","13.98716","0.05530"
"167.85000","13.98764","0.05525"
"167.85600","13.98818","0.05516"
"167.86200","13.98866","0.05508"
"167.86800","13.98914","0.05504"
"167.87400","13.98962","0.05507"
"167.88000","13.99009","0.05510"
"167.88600","13.99063","0.05509"
"167.89200","13.99111","0.05511"
"167.89800","13.99159","0.05517"
"167.90400","13.99213","0.05517"
"167.91000","13.99261","0.05518"
"167.91600","13.99314","0.05520"
"167.92200","13.99362","0.05523"
"167.92800","13.99416","0.05525"
"167.93400","13.99464","0.05526"
"167.94000","13.99518","0.05528"
"167.94600","13.99565","0.05543"
"167.95200","13.99613","0.05559"
"167.95800","13.99667","0.05566"
"167.96400","13.99715","0.05573"
"167.97000","13.99763","0.05575"
"167.97600","13.99810","0.05567"
"167.98200","13.99864","0.05551"
"167.98800","13.99912","0.05542"
"167.99400","13.99966","0.05543"
"168.00000","14.00014","0.05539"
"168.00600","14.00062","0.05534"
"168.01200","14.00115","0.05551"
"168.01800","14.00163","0.05573"
"168.02400","14.00211","0.05587"
"168.03000","14.00265","0.05588"
"168.03600","14.00313","0.05579"
"168.04200","14.00366","0.05576"
"168.04800","14.00414","0.05572"
"168.05400","14.00462","0.05570"
"168.06000","14.00516","0.05570"
"168.06600","14.00564","0.05562"
"168.07200","14.00618","0.05553"
"168.07800","14.00665","0.05558"
"168.08400","14.00719","0.05562"
"168.09000","14.00767","0.05558"
"168.09600","14.00815","0.05553"
"168.10200","14.00869","0.05553"
"168.10800","14.00917","0.05562"
"168.11400","14.00964","0.05572"
"168.12000","14.01012","0.05572"
"168.12600","14.01066","0.05578"
"168.13200","14.01114","0.05594"
"168.13800","14.01162","0.05606"
"168.14400","14.01216","0.05617"
"168.15000","14.01263","0.05619"
"168.15600","14.01317","0.05622"
"168.16200","14.01365","0.05628"
"168.16800","14.01419","0.05631"
"168.17400","14.01467","0.05627"
"168.18000","14.01520","0.05630"
"168.18600","14.01568","0.05636"
"168.19200","14.01622","0.05631"
"168.19800","14.01670","0.05625"
"168.20400","14.01718","0.05626"
"168.21000","14.01772","0.05636"
"168.21600","14.01819","0.05642"
"168.22200","14.01873","0.05636"
"168.22800","14.01921","0.05635"
"168.23400","14.01969","0.05626"
"168.24000","14.02023","0.05626"
"168.24600","14.02071","0.05624"
"168.25200","14.02118","0.05617"
"168.25800","14.02172","0.05611"
"168.26400","14.02220","0.05609"
"168.27000","14.02268","0.05615"
"168.27600","14.02316","0.05620"
"168.28200","14.02369","0.05625"
"168.28800","14.02417","0.05622"
"168.29400","14.02465","0.05618"
"168.30000","14.02513","0.05609"
"168.30600","14.02561","0.05599"
"168.31200","14.02615","0.05600"
"168.31800","14.02662","0.05606"
"168.32400","14.02716","0.05611"
"168.33000","14.02764","0.05618"
"168.33600","14.02812","0.05616"
"168.34200","14.02866","0.05613"
"168.34800","14.02914","0.05614"
"168.35400","14.02961","0.05615"
"168.36000","14.03015","0.05629"
"168.36600","14.03063","0.05635"
"168.37200","14.03111","0.05638"
"168.37800","14.03165","0.05642"
"168.38400","14.03213","0.05647"
"168.39000","14.03260","0.05640"
"168.39600","14.03314","0.05633"
"168.40200","14.03362","0.05641"
"168.40800","14.03410","0.05649"
"168.41400","14.03458","0.05645"
"168.42000","14.03512","0.05650"
"168.42600","14.03559","0.05657"
"168.43200","14.03607","0.05650"
"168.43800","14.03661","0.05636"
"168.44400","14.03709","0.05630"
"168.45000","14.03757","0.05638"
"168.45600","14.03811","0.05648"
"168.46200","14.03858","0.05654"
"168.46800","14.03912","0.05650"
"168.47400","14.03960","0.05641"
"168.48000","14.04014","0.05643"
"168.48600","14.04068","0.05642"
"168.49200","14.04115","0.05647"
"168.49800","14.04169","0.05640"
"168.50400","14.04217","0.05634"
"168.51000","14.04271","0.05640"
"168.51600","14.04319","0.05637"
"168.52200","14.04373","0.05631"
"168.52800","14.04420","0.05633"
"168.53400","14.04468","0.05632"
"168.54000","14.04522","0.05631"
"168.54600","14.04570","0.05637"
"168.55200","14.04618","0.05641"
"168.55800","14.04671","0.05647"
"168.56400","14.04719","0.05647"
"168.57000","14.04773","0.05647"
"168.57600","14.04821","0.05654"
"168.58200","14.04869","0.05659"
"168.58800","14.04916","0.05662"
"168.59400","14.04970","0.05668"
"168.60000","14.05018","0.05660"
"168.60600","14.05066","0.05658"
"168.61200","14.05120","0.05673"
"168.61800","14.05168","0.05678"
"168.62400","14.05221","0.05682"
"168.63000","14.05269","0.05689"
"168.63600","14.05323","0.05696"
"168.64200","14.05371","0.05694"
"168.64800","14.05425","0.05693"
"168.65400","14.05472","0.05693"
"168.66000","14.05520","0.05691"
"168.66600","14.05574","0.05683"
"168.67200","14.05622","0.05673"
"168.67800","14.05670","0.05674"
"168.68400","14.05718","0.05678"
"168.69000","14.05771","0.05678"
"168.69600","14.05819","0.05675"
"168.70200","14.05867","0.05679"
"168.70800","14.05921","0.05683"
"168.71400","14.05969","0.05690"
"168.72000","14.06017","0.05699"
"168.72600","14.06070","0.05699"
"168.73200","14.06118","0.05696"
"168.73800","14.06166","0.05691"
"168.74400","14.06220","0.05687"
"168.75000","14.06268","0.05677"
"168.75600","14.06322","0.05672"
"168.76200","14.06369","0.05666"
"168.76800","14.06423","0.05668"
"168.77400","14.06471","0.05676"
"168.78000","14.06519","0.05679"
"168.78600","14.06573","0.05686"
"168.79200","14.06621","0.05704"
"168.79800","14.06674","0.05729"
"168.80400","14.06722","0.05743"
"168.81000","14.06770","0.05748"
"168.81600","14.06824","0.05742"
"168.82200","14.06872","0.05735"
"168.82800","14.06919","0.05722"
"168.83400","14.06967","0.05714"
"168.84000","14.07015","0.05708"
"168.84600","14.07063","0.05711"
"168.85200","14.07117","0.05714"
"168.85800","14.07165","0.05714"
"168.86400","14.07212","0.05714"
"168.87000","14.07260","0.05716"
"168.87600","14.07314","0.05721"
"168.88200","14.07362","0.05735"
"168.88800","14.07416","0.05747"
"168.89400","14.07464","0.05766"
"168.90000","14.07511","0.05777"
"168.90600","14.07565","0.05773"
"168.91200","14.07613","0.05773"
"168.91800","14.07661","0.05772"
"168.92400","14.07715","0.05766"
"168.93000","14.07763","0.05764"
"168.93600","14.07816","0.05763"
"168.94200","14.07864","0.05765"
"168.94800","14.07918","0.05761"
"168.95400","14.07966","0.05763"
"168.96000","14.08020","0.05767"
"168.96600","14.08068","0.05765"
"168.97200","14.08115","0.05751"
"168.97800","14.08169","0.05744"
"168.98400","14.08217","0.05742"
"168.99000","14.08265","0.05735"
"168.99600","14.08313","0.05729"
"169.00200","14.08360","0.05719"
"169.00800","14.08414","0.05711"
"169.01400","14.08462","0.05707"
"169.02000","14.08510","0.05709"
"169.02600","14.08564","0.05714"
"169.03200","14.08611","0.05719"
"169.03800","14.08665","0.05721"
"169.04400","14.08713","0.05728"
"169.05000","14.08761","0.05734"
"169.05600","14.08815","0.05734"
"169.06200","14.08863","0.05740"
