End date,"1/7/2017"
Specimen label,"18_CTNT2"
Maximum Load,"0.07079",N

Time,Extension,Load
(s),(mm),(N)
"83.02200","6.91867","0.00144"
"83.02800","6.91920","0.00151"
"83.03400","6.91968","0.00147"
"83.04000","6.92022","0.00151"
"83.04600","6.92070","0.00162"
"83.05200","6.92118","0.00162"
"83.05800","6.92165","0.00162"
"83.06400","6.92219","0.00168"
"83.07000","6.92267","0.00169"
"83.07600","6.92315","0.00171"
"83.08200","6.92363","0.00170"
"83.08800","6.92417","0.00169"
"83.09400","6.92464","0.00157"
"83.10000","6.92518","0.00147"
"83.10600","6.92566","0.00152"
"83.11200","6.92620","0.00161"
"83.11800","6.92668","0.00170"
"83.12400","6.92722","0.00179"
"83.13000","6.92769","0.00197"
"83.13600","6.92817","0.00211"
"83.14200","6.92871","0.00206"
"83.14800","6.92919","0.00199"
"83.15400","6.92973","0.00208"
"83.16000","6.93020","0.00219"
"83.16600","6.93074","0.00222"
"83.17200","6.93122","0.00214"
"83.17800","6.93170","0.00201"
"83.18400","6.93224","0.00179"
"83.19000","6.93272","0.00164"
"83.19600","6.93325","0.00157"
"83.20200","6.93373","0.00159"
"83.20800","6.93421","0.00169"
"83.21400","6.93469","0.00182"
"83.22000","6.93523","0.00192"
"83.22600","6.93571","0.00184"
"83.23200","6.93618","0.00174"
"83.23800","6.93666","0.00174"
"83.24400","6.93720","0.00177"
"83.25000","6.93774","0.00178"
"83.25600","6.93822","0.00181"
"83.26200","6.93875","0.00179"
"83.26800","6.93923","0.00170"
"83.27400","6.93971","0.00163"
"83.28000","6.94025","0.00173"
"83.28600","6.94073","0.00186"
"83.29200","6.94121","0.00197"
"83.29800","6.94174","0.00205"
"83.30400","6.94222","0.00210"
"83.31000","6.94270","0.00207"
"83.31600","6.94318","0.00195"
"83.32200","6.94372","0.00195"
"83.32800","6.94420","0.00199"
"83.33400","6.94473","0.00191"
"83.34000","6.94521","0.00186"
"83.34600","6.94569","0.00184"
"83.35200","6.94617","0.00170"
"83.35800","6.94665","0.00154"
"83.36400","6.94719","0.00151"
"83.37000","6.94766","0.00153"
"83.37600","6.94814","0.00164"
"83.38200","6.94868","0.00176"
"83.38800","6.94916","0.00201"
"83.39400","6.94964","0.00223"
"83.40000","6.95011","0.00219"
"83.40600","6.95065","0.00203"
"83.41200","6.95113","0.00193"
"83.41800","6.95167","0.00179"
"83.42400","6.95215","0.00164"
"83.43000","6.95269","0.00145"
"83.43600","6.95316","0.00127"
"83.44200","6.95364","0.00125"
"83.44800","6.95418","0.00136"
"83.45400","6.95466","0.00152"
"83.46000","6.95514","0.00161"
"83.46600","6.95568","0.00164"
"83.47200","6.95615","0.00163"
"83.47800","6.95663","0.00165"
"83.48400","6.95711","0.00159"
"83.49000","6.95765","0.00161"
"83.49600","6.95813","0.00157"
"83.50200","6.95860","0.00147"
"83.50800","6.95914","0.00150"
"83.51400","6.95962","0.00166"
"83.52000","6.96016","0.00176"
"83.52600","6.96064","0.00174"
"83.53200","6.96118","0.00167"
"83.53800","6.96165","0.00163"
"83.54400","6.96219","0.00160"
"83.55000","6.96267","0.00164"
"83.55600","6.96321","0.00187"
"83.56200","6.96369","0.00205"
"83.56800","6.96423","0.00209"
"83.57400","6.96470","0.00212"
"83.58000","6.96524","0.00210"
"83.58600","6.96572","0.00202"
"83.59200","6.96620","0.00196"
"83.59800","6.96674","0.00196"
"83.60400","6.96722","0.00194"
"83.61000","6.96769","0.00191"
"83.61600","6.96817","0.00187"
"83.62200","6.96865","0.00179"
"83.62800","6.96919","0.00169"
"83.63400","6.96967","0.00168"
"83.64000","6.97014","0.00179"
"83.64600","6.97062","0.00176"
"83.65200","6.97116","0.00176"
"83.65800","6.97164","0.00171"
"83.66400","6.97212","0.00157"
"83.67000","6.97266","0.00148"
"83.67600","6.97319","0.00139"
"83.68200","6.97367","0.00141"
"83.68800","6.97415","0.00152"
"83.69400","6.97469","0.00155"
"83.70000","6.97523","0.00141"
"83.70600","6.97570","0.00138"
"83.71200","6.97624","0.00149"
"83.71800","6.97672","0.00161"
"83.72400","6.97720","0.00175"
"83.73000","6.97774","0.00188"
"83.73600","6.97822","0.00194"
"83.74200","6.97869","0.00195"
"83.74800","6.97917","0.00191"
"83.75400","6.97965","0.00191"
"83.76000","6.98019","0.00193"
"83.76600","6.98067","0.00187"
"83.77200","6.98115","0.00189"
"83.77800","6.98162","0.00188"
"83.78400","6.98216","0.00175"
"83.79000","6.98264","0.00172"
"83.79600","6.98312","0.00167"
"83.80200","6.98360","0.00162"
"83.80800","6.98413","0.00153"
"83.81400","6.98461","0.00154"
"83.82000","6.98509","0.00172"
"83.82600","6.98563","0.00186"
"83.83200","6.98617","0.00191"
"83.83800","6.98665","0.00197"
"83.84400","6.98712","0.00194"
"83.85000","6.98766","0.00191"
"83.85600","6.98814","0.00187"
"83.86200","6.98862","0.00184"
"83.86800","6.98910","0.00188"
"83.87400","6.98964","0.00202"
"83.88000","6.99011","0.00210"
"83.88600","6.99059","0.00205"
"83.89200","6.99113","0.00208"
"83.89800","6.99161","0.00192"
"83.90400","6.99209","0.00183"
"83.91000","6.99257","0.00173"
"83.91600","6.99310","0.00158"
"83.92200","6.99358","0.00157"
"83.92800","6.99406","0.00161"
"83.93400","6.99460","0.00160"
"83.94000","6.99508","0.00157"
"83.94600","6.99555","0.00161"
"83.95200","6.99609","0.00171"
"83.95800","6.99657","0.00175"
"83.96400","6.99705","0.00168"
"83.97000","6.99759","0.00160"
"83.97600","6.99813","0.00155"
"83.98200","6.99860","0.00146"
"83.98800","6.99914","0.00140"
"83.99400","6.99962","0.00142"
"84.00000","7.00016","0.00151"
"84.00600","7.00064","0.00145"
"84.01200","7.00118","0.00137"
"84.01800","7.00165","0.00138"
"84.02400","7.00213","0.00137"
"84.03000","7.00267","0.00137"
"84.03600","7.00315","0.00137"
"84.04200","7.00363","0.00145"
"84.04800","7.00416","0.00158"
"84.05400","7.00464","0.00176"
"84.06000","7.00518","0.00181"
"84.06600","7.00566","0.00183"
"84.07200","7.00614","0.00189"
"84.07800","7.00668","0.00198"
"84.08400","7.00715","0.00203"
"84.09000","7.00769","0.00202"
"84.09600","7.00817","0.00198"
"84.10200","7.00865","0.00187"
"84.10800","7.00919","0.00175"
"84.11400","7.00973","0.00178"
"84.12000","7.01020","0.00181"
"84.12600","7.01074","0.00184"
"84.13200","7.01122","0.00196"
"84.13800","7.01176","0.00216"
"84.14400","7.01224","0.00240"
"84.15000","7.01271","0.00247"
"84.15600","7.01319","0.00247"
"84.16200","7.01373","0.00236"
"84.16800","7.01421","0.00233"
"84.17400","7.01469","0.00223"
"84.18000","7.01517","0.00214"
"84.18600","7.01570","0.00210"
"84.19200","7.01618","0.00213"
"84.19800","7.01666","0.00215"
"84.20400","7.01714","0.00211"
"84.21000","7.01768","0.00207"
"84.21600","7.01816","0.00200"
"84.22200","7.01863","0.00205"
"84.22800","7.01917","0.00211"
"84.23400","7.01965","0.00211"
"84.24000","7.02013","0.00195"
"84.24600","7.02067","0.00172"
"84.25200","7.02114","0.00154"
"84.25800","7.02168","0.00150"
"84.26400","7.02216","0.00150"
"84.27000","7.02270","0.00158"
"84.27600","7.02318","0.00171"
"84.28200","7.02372","0.00187"
"84.28800","7.02419","0.00191"
"84.29400","7.02467","0.00198"
"84.30000","7.02521","0.00200"
"84.30600","7.02569","0.00215"
"84.31200","7.02617","0.00236"
"84.31800","7.02671","0.00237"
"84.32400","7.02718","0.00223"
"84.33000","7.02766","0.00207"
"84.33600","7.02814","0.00205"
"84.34200","7.02868","0.00205"
"84.34800","7.02916","0.00205"
"84.35400","7.02963","0.00211"
"84.36000","7.03017","0.00206"
"84.36600","7.03065","0.00196"
"84.37200","7.03113","0.00185"
"84.37800","7.03167","0.00179"
"84.38400","7.03215","0.00192"
"84.39000","7.03268","0.00210"
"84.39600","7.03316","0.00222"
"84.40200","7.03370","0.00221"
"84.40800","7.03418","0.00209"
"84.41400","7.03472","0.00203"
"84.42000","7.03519","0.00208"
"84.42600","7.03567","0.00214"
"84.43200","7.03621","0.00213"
"84.43800","7.03669","0.00214"
"84.44400","7.03717","0.00212"
"84.45000","7.03765","0.00206"
"84.45600","7.03818","0.00198"
"84.46200","7.03866","0.00203"
"84.46800","7.03914","0.00209"
"84.47400","7.03962","0.00206"
"84.48000","7.04016","0.00204"
"84.48600","7.04064","0.00198"
"84.49200","7.04111","0.00181"
"84.49800","7.04159","0.00166"
"84.50400","7.04213","0.00156"
"84.51000","7.04261","0.00148"
"84.51600","7.04309","0.00153"
"84.52200","7.04363","0.00163"
"84.52800","7.04410","0.00171"
"84.53400","7.04464","0.00180"
"84.54000","7.04512","0.00197"
"84.54600","7.04566","0.00216"
"84.55200","7.04620","0.00227"
"84.55800","7.04668","0.00224"
"84.56400","7.04721","0.00217"
"84.57000","7.04769","0.00211"
"84.57600","7.04817","0.00214"
"84.58200","7.04871","0.00213"
"84.58800","7.04919","0.00210"
"84.59400","7.04966","0.00211"
"84.60000","7.05020","0.00218"
"84.60600","7.05068","0.00235"
"84.61200","7.05116","0.00240"
"84.61800","7.05170","0.00228"
"84.62400","7.05218","0.00214"
"84.63000","7.05265","0.00202"
"84.63600","7.05319","0.00205"
"84.64200","7.05367","0.00209"
"84.64800","7.05415","0.00203"
"84.65400","7.05469","0.00198"
"84.66000","7.05516","0.00196"
"84.66600","7.05564","0.00199"
"84.67200","7.05618","0.00197"
"84.67800","7.05666","0.00196"
"84.68400","7.05720","0.00190"
"84.69000","7.05768","0.00186"
"84.69600","7.05821","0.00195"
"84.70200","7.05869","0.00213"
"84.70800","7.05923","0.00230"
"84.71400","7.05971","0.00238"
"84.72000","7.06019","0.00237"
"84.72600","7.06073","0.00223"
"84.73200","7.06120","0.00206"
"84.73800","7.06168","0.00195"
"84.74400","7.06222","0.00187"
"84.75000","7.06270","0.00177"
"84.75600","7.06318","0.00173"
"84.76200","7.06371","0.00181"
"84.76800","7.06419","0.00194"
"84.77400","7.06473","0.00192"
"84.78000","7.06521","0.00190"
"84.78600","7.06569","0.00194"
"84.79200","7.06623","0.00201"
"84.79800","7.06670","0.00203"
"84.80400","7.06718","0.00204"
"84.81000","7.06772","0.00197"
"84.81600","7.06820","0.00187"
"84.82200","7.06868","0.00185"
"84.82800","7.06922","0.00187"
"84.83400","7.06969","0.00173"
"84.84000","7.07017","0.00163"
"84.84600","7.07071","0.00163"
"84.85200","7.07119","0.00164"
"84.85800","7.07173","0.00161"
"84.86400","7.07221","0.00157"
"84.87000","7.07268","0.00175"
"84.87600","7.07322","0.00194"
"84.88200","7.07370","0.00208"
"84.88800","7.07418","0.00220"
"84.89400","7.07472","0.00231"
"84.90000","7.07519","0.00238"
"84.90600","7.07567","0.00249"
"84.91200","7.07621","0.00255"
"84.91800","7.07669","0.00253"
"84.92400","7.07717","0.00240"
"84.93000","7.07765","0.00230"
"84.93600","7.07818","0.00229"
"84.94200","7.07866","0.00234"
"84.94800","7.07914","0.00240"
"84.95400","7.07968","0.00244"
"84.96000","7.08016","0.00234"
"84.96600","7.08070","0.00219"
"84.97200","7.08117","0.00209"
"84.97800","7.08165","0.00205"
"84.98400","7.08219","0.00201"
"84.99000","7.08267","0.00194"
"84.99600","7.08315","0.00199"
"85.00200","7.08368","0.00212"
"85.00800","7.08416","0.00224"
"85.01400","7.08464","0.00225"
"85.02000","7.08518","0.00215"
"85.02600","7.08566","0.00211"
"85.03200","7.08614","0.00214"
"85.03800","7.08667","0.00225"
"85.04400","7.08715","0.00236"
"85.05000","7.08769","0.00236"
"85.05600","7.08817","0.00223"
"85.06200","7.08865","0.00206"
"85.06800","7.08919","0.00195"
"85.07400","7.08966","0.00192"
"85.08000","7.09014","0.00194"
"85.08600","7.09068","0.00206"
"85.09200","7.09116","0.00217"
"85.09800","7.09164","0.00217"
"85.10400","7.09218","0.00216"
"85.11000","7.09265","0.00219"
"85.11600","7.09319","0.00219"
"85.12200","7.09367","0.00223"
"85.12800","7.09421","0.00222"
"85.13400","7.09469","0.00223"
"85.14000","7.09516","0.00222"
"85.14600","7.09570","0.00209"
"85.15200","7.09618","0.00193"
"85.15800","7.09672","0.00183"
"85.16400","7.09720","0.00178"
"85.17000","7.09767","0.00179"
"85.17600","7.09821","0.00186"
"85.18200","7.09869","0.00186"
"85.18800","7.09923","0.00193"
"85.19400","7.09971","0.00207"
"85.20000","7.10025","0.00212"
"85.20600","7.10072","0.00227"
"85.21200","7.10126","0.00235"
"85.21800","7.10174","0.00239"
"85.22400","7.10222","0.00249"
"85.23000","7.10276","0.00258"
"85.23600","7.10324","0.00254"
"85.24200","7.10371","0.00247"
"85.24800","7.10425","0.00231"
"85.25400","7.10473","0.00228"
"85.26000","7.10521","0.00233"
"85.26600","7.10575","0.00226"
"85.27200","7.10623","0.00225"
"85.27800","7.10670","0.00227"
"85.28400","7.10718","0.00232"
"85.29000","7.10772","0.00235"
"85.29600","7.10820","0.00229"
"85.30200","7.10868","0.00221"
"85.30800","7.10921","0.00211"
"85.31400","7.10969","0.00201"
"85.32000","7.11017","0.00193"
"85.32600","7.11071","0.00195"
"85.33200","7.11119","0.00196"
"85.33800","7.11167","0.00204"
"85.34400","7.11220","0.00205"
"85.35000","7.11268","0.00189"
"85.35600","7.11322","0.00171"
"85.36200","7.11370","0.00158"
"85.36800","7.11418","0.00163"
"85.37400","7.11466","0.00174"
"85.38000","7.11519","0.00191"
"85.38600","7.11567","0.00199"
"85.39200","7.11615","0.00197"
"85.39800","7.11663","0.00199"
"85.40400","7.11717","0.00209"
"85.41000","7.11764","0.00220"
"85.41600","7.11818","0.00237"
"85.42200","7.11866","0.00249"
"85.42800","7.11920","0.00255"
"85.43400","7.11968","0.00249"
"85.44000","7.12016","0.00241"
"85.44600","7.12069","0.00226"
"85.45200","7.12117","0.00226"
"85.45800","7.12165","0.00228"
"85.46400","7.12219","0.00231"
"85.47000","7.12267","0.00226"
"85.47600","7.12315","0.00215"
"85.48200","7.12368","0.00186"
"85.48800","7.12416","0.00164"
"85.49400","7.12470","0.00157"
"85.50000","7.12518","0.00149"
"85.50600","7.12572","0.00153"
"85.51200","7.12620","0.00156"
"85.51800","7.12667","0.00170"
"85.52400","7.12715","0.00181"
"85.53000","7.12769","0.00186"
"85.53600","7.12817","0.00203"
"85.54200","7.12865","0.00221"
"85.54800","7.12912","0.00235"
"85.55400","7.12966","0.00246"
"85.56000","7.13014","0.00256"
"85.56600","7.13068","0.00252"
"85.57200","7.13116","0.00249"
"85.57800","7.13164","0.00248"
"85.58400","7.13217","0.00253"
"85.59000","7.13265","0.00250"
"85.59600","7.13319","0.00245"
"85.60200","7.13367","0.00236"
"85.60800","7.13415","0.00223"
"85.61400","7.13469","0.00212"
"85.62000","7.13516","0.00208"
"85.62600","7.13570","0.00209"
"85.63200","7.13618","0.00212"
"85.63800","7.13666","0.00227"
"85.64400","7.13714","0.00243"
"85.65000","7.13767","0.00236"
"85.65600","7.13815","0.00233"
"85.66200","7.13869","0.00230"
"85.66800","7.13917","0.00232"
"85.67400","7.13965","0.00240"
"85.68000","7.14019","0.00245"
"85.68600","7.14066","0.00247"
"85.69200","7.14120","0.00245"
"85.69800","7.14168","0.00224"
"85.70400","7.14222","0.00215"
"85.71000","7.14270","0.00211"
"85.71600","7.14323","0.00207"
"85.72200","7.14371","0.00213"
"85.72800","7.14425","0.00215"
"85.73400","7.14473","0.00221"
"85.74000","7.14521","0.00231"
"85.74600","7.14575","0.00235"
"85.75200","7.14622","0.00237"
"85.75800","7.14670","0.00253"
"85.76400","7.14724","0.00269"
"85.77000","7.14772","0.00281"
"85.77600","7.14820","0.00293"
"85.78200","7.14874","0.00294"
"85.78800","7.14921","0.00285"
"85.79400","7.14969","0.00285"
"85.80000","7.15017","0.00278"
"85.80600","7.15071","0.00264"
"85.81200","7.15119","0.00248"
"85.81800","7.15167","0.00216"
"85.82400","7.15220","0.00194"
"85.83000","7.15268","0.00182"
"85.83600","7.15316","0.00197"
"85.84200","7.15370","0.00216"
"85.84800","7.15418","0.00221"
"85.85400","7.15471","0.00224"
"85.86000","7.15519","0.00224"
"85.86600","7.15567","0.00212"
"85.87200","7.15621","0.00205"
"85.87800","7.15669","0.00208"
"85.88400","7.15717","0.00203"
"85.89000","7.15770","0.00196"
"85.89600","7.15818","0.00201"
"85.90200","7.15866","0.00216"
"85.90800","7.15920","0.00217"
"85.91400","7.15968","0.00208"
"85.92000","7.16016","0.00198"
"85.92600","7.16063","0.00192"
"85.93200","7.16117","0.00186"
"85.93800","7.16165","0.00189"
"85.94400","7.16213","0.00194"
"85.95000","7.16261","0.00203"
"85.95600","7.16314","0.00219"
"85.96200","7.16362","0.00218"
"85.96800","7.16416","0.00211"
"85.97400","7.16464","0.00200"
"85.98000","7.16518","0.00201"
"85.98600","7.16566","0.00199"
"85.99200","7.16619","0.00202"
"85.99800","7.16667","0.00213"
"86.00400","7.16715","0.00237"
"86.01000","7.16769","0.00257"
"86.01600","7.16817","0.00269"
"86.02200","7.16865","0.00281"
"86.02800","7.16918","0.00283"
"86.03400","7.16966","0.00275"
"86.04000","7.17014","0.00262"
"86.04600","7.17062","0.00247"
"86.05200","7.17116","0.00231"
"86.05800","7.17164","0.00214"
"86.06400","7.17211","0.00205"
"86.07000","7.17265","0.00201"
"86.07600","7.17313","0.00203"
"86.08200","7.17361","0.00204"
"86.08800","7.17409","0.00219"
"86.09400","7.17462","0.00234"
"86.10000","7.17510","0.00239"
"86.10600","7.17558","0.00245"
"86.11200","7.17612","0.00244"
"86.11800","7.17660","0.00234"
"86.12400","7.17714","0.00219"
"86.13000","7.17767","0.00211"
"86.13600","7.17815","0.00209"
"86.14200","7.17869","0.00204"
"86.14800","7.17917","0.00190"
"86.15400","7.17971","0.00177"
"86.16000","7.18018","0.00169"
"86.16600","7.18066","0.00166"
"86.17200","7.18114","0.00171"
"86.17800","7.18168","0.00186"
"86.18400","7.18216","0.00195"
"86.19000","7.18264","0.00204"
"86.19600","7.18311","0.00206"
"86.20200","7.18365","0.00216"
"86.20800","7.18413","0.00224"
"86.21400","7.18467","0.00222"
"86.22000","7.18515","0.00244"
"86.22600","7.18563","0.00267"
"86.23200","7.18616","0.00274"
"86.23800","7.18664","0.00282"
"86.24400","7.18718","0.00294"
"86.25000","7.18766","0.00299"
"86.25600","7.18814","0.00292"
"86.26200","7.18867","0.00285"
"86.26800","7.18921","0.00267"
"86.27400","7.18969","0.00241"
"86.28000","7.19023","0.00223"
"86.28600","7.19071","0.00215"
"86.29200","7.19125","0.00212"
"86.29800","7.19172","0.00211"
"86.30400","7.19226","0.00211"
"86.31000","7.19274","0.00200"
"86.31600","7.19322","0.00193"
"86.32200","7.19370","0.00201"
"86.32800","7.19418","0.00217"
"86.33400","7.19465","0.00217"
"86.34000","7.19519","0.00215"
"86.34600","7.19567","0.00218"
"86.35200","7.19615","0.00227"
"86.35800","7.19669","0.00236"
"86.36400","7.19717","0.00236"
"86.37000","7.19770","0.00236"
"86.37600","7.19818","0.00237"
"86.38200","7.19866","0.00220"
"86.38800","7.19920","0.00212"
"86.39400","7.19968","0.00194"
"86.40000","7.20015","0.00175"
"86.40600","7.20069","0.00173"
"86.41200","7.20117","0.00190"
"86.41800","7.20171","0.00213"
"86.42400","7.20219","0.00223"
"86.43000","7.20267","0.00228"
"86.43600","7.20320","0.00227"
"86.44200","7.20368","0.00217"
"86.44800","7.20416","0.00198"
"86.45400","7.20464","0.00184"
"86.46000","7.20518","0.00190"
"86.46600","7.20566","0.00199"
"86.47200","7.20613","0.00210"
"86.47800","7.20667","0.00216"
"86.48400","7.20715","0.00214"
"86.49000","7.20763","0.00219"
"86.49600","7.20817","0.00230"
"86.50200","7.20864","0.00230"
"86.50800","7.20912","0.00220"
"86.51400","7.20966","0.00214"
"86.52000","7.21014","0.00224"
"86.52600","7.21062","0.00234"
"86.53200","7.21116","0.00233"
"86.53800","7.21163","0.00229"
"86.54400","7.21211","0.00226"
"86.55000","7.21265","0.00226"
"86.55600","7.21313","0.00224"
"86.56200","7.21361","0.00224"
"86.56800","7.21415","0.00219"
"86.57400","7.21462","0.00213"
"86.58000","7.21516","0.00207"
"86.58600","7.21564","0.00209"
"86.59200","7.21612","0.00216"
"86.59800","7.21660","0.00220"
"86.60400","7.21714","0.00225"
"86.61000","7.21761","0.00229"
"86.61600","7.21809","0.00225"
"86.62200","7.21863","0.00225"
"86.62800","7.21911","0.00235"
"86.63400","7.21959","0.00239"
"86.64000","7.22012","0.00232"
"86.64600","7.22060","0.00231"
"86.65200","7.22108","0.00228"
"86.65800","7.22162","0.00219"
"86.66400","7.22210","0.00213"
"86.67000","7.22264","0.00218"
"86.67600","7.22311","0.00221"
"86.68200","7.22359","0.00211"
"86.68800","7.22413","0.00197"
"86.69400","7.22461","0.00199"
"86.70000","7.22515","0.00205"
"86.70600","7.22562","0.00216"
"86.71200","7.22616","0.00224"
"86.71800","7.22670","0.00238"
"86.72400","7.22718","0.00252"
"86.73000","7.22766","0.00257"
"86.73600","7.22814","0.00260"
"86.74200","7.22861","0.00264"
"86.74800","7.22915","0.00267"
"86.75400","7.22963","0.00263"
"86.76000","7.23017","0.00271"
"86.76600","7.23065","0.00281"
"86.77200","7.23113","0.00289"
"86.77800","7.23166","0.00289"
"86.78400","7.23214","0.00284"
"86.79000","7.23268","0.00263"
"86.79600","7.23316","0.00252"
"86.80200","7.23370","0.00246"
"86.80800","7.23417","0.00241"
"86.81400","7.23465","0.00233"
"86.82000","7.23519","0.00234"
"86.82600","7.23567","0.00238"
"86.83200","7.23615","0.00245"
"86.83800","7.23669","0.00240"
"86.84400","7.23716","0.00244"
"86.85000","7.23770","0.00248"
"86.85600","7.23818","0.00243"
"86.86200","7.23866","0.00247"
"86.86800","7.23920","0.00256"
"86.87400","7.23968","0.00270"
"86.88000","7.24015","0.00276"
"86.88600","7.24069","0.00271"
"86.89200","7.24117","0.00266"
"86.89800","7.24165","0.00269"
"86.90400","7.24219","0.00271"
"86.91000","7.24267","0.00269"
"86.91600","7.24320","0.00280"
"86.92200","7.24368","0.00279"
"86.92800","7.24422","0.00272"
"86.93400","7.24470","0.00269"
"86.94000","7.24518","0.00273"
"86.94600","7.24571","0.00276"
"86.95200","7.24619","0.00277"
"86.95800","7.24667","0.00288"
"86.96400","7.24721","0.00285"
"86.97000","7.24769","0.00268"
"86.97600","7.24817","0.00253"
"86.98200","7.24864","0.00239"
"86.98800","7.24918","0.00235"
"86.99400","7.24966","0.00235"
"87.00000","7.25020","0.00234"
"87.00600","7.25068","0.00231"
"87.01200","7.25121","0.00228"
"87.01800","7.25169","0.00235"
"87.02400","7.25217","0.00251"
"87.03000","7.25265","0.00250"
"87.03600","7.25319","0.00242"
"87.04200","7.25367","0.00232"
"87.04800","7.25415","0.00227"
"87.05400","7.25462","0.00224"
"87.06000","7.25516","0.00218"
"87.06600","7.25564","0.00207"
"87.07200","7.25612","0.00201"
"87.07800","7.25666","0.00209"
"87.08400","7.25713","0.00212"
"87.09000","7.25761","0.00208"
"87.09600","7.25809","0.00211"
"87.10200","7.25863","0.00219"
"87.10800","7.25911","0.00220"
"87.11400","7.25959","0.00228"
"87.12000","7.26012","0.00240"
"87.12600","7.26060","0.00245"
"87.13200","7.26108","0.00243"
"87.13800","7.26162","0.00240"
"87.14400","7.26210","0.00239"
"87.15000","7.26264","0.00238"
"87.15600","7.26311","0.00241"
"87.16200","7.26359","0.00239"
"87.16800","7.26413","0.00242"
"87.17400","7.26461","0.00238"
"87.18000","7.26509","0.00224"
"87.18600","7.26562","0.00212"
"87.19200","7.26610","0.00211"
"87.19800","7.26664","0.00225"
"87.20400","7.26712","0.00241"
"87.21000","7.26766","0.00266"
"87.21600","7.26814","0.00271"
"87.22200","7.26867","0.00266"
"87.22800","7.26915","0.00254"
"87.23400","7.26963","0.00243"
"87.24000","7.27017","0.00244"
"87.24600","7.27065","0.00243"
"87.25200","7.27118","0.00241"
"87.25800","7.27166","0.00239"
"87.26400","7.27220","0.00226"
"87.27000","7.27268","0.00216"
"87.27600","7.27316","0.00223"
"87.28200","7.27370","0.00234"
"87.28800","7.27417","0.00264"
"87.29400","7.27471","0.00283"
"87.30000","7.27519","0.00280"
"87.30600","7.27573","0.00274"
"87.31200","7.27621","0.00254"
"87.31800","7.27668","0.00255"
"87.32400","7.27722","0.00251"
"87.33000","7.27770","0.00234"
"87.33600","7.27818","0.00219"
"87.34200","7.27872","0.00219"
"87.34800","7.27920","0.00226"
"87.35400","7.27967","0.00240"
"87.36000","7.28021","0.00264"
"87.36600","7.28069","0.00284"
"87.37200","7.28117","0.00298"
"87.37800","7.28165","0.00309"
"87.38400","7.28219","0.00312"
"87.39000","7.28266","0.00304"
"87.39600","7.28314","0.00292"
"87.40200","7.28368","0.00286"
"87.40800","7.28416","0.00284"
"87.41400","7.28470","0.00287"
"87.42000","7.28518","0.00284"
"87.42600","7.28571","0.00281"
"87.43200","7.28619","0.00266"
"87.43800","7.28667","0.00244"
"87.44400","7.28721","0.00241"
"87.45000","7.28769","0.00249"
"87.45600","7.28817","0.00265"
"87.46200","7.28864","0.00279"
"87.46800","7.28918","0.00289"
"87.47400","7.28966","0.00286"
"87.48000","7.29020","0.00284"
"87.48600","7.29068","0.00278"
"87.49200","7.29115","0.00274"
"87.49800","7.29169","0.00278"
"87.50400","7.29217","0.00282"
"87.51000","7.29271","0.00283"
"87.51600","7.29319","0.00273"
"87.52200","7.29367","0.00269"
"87.52800","7.29420","0.00269"
"87.53400","7.29468","0.00278"
"87.54000","7.29516","0.00295"
"87.54600","7.29570","0.00294"
"87.55200","7.29618","0.00280"
"87.55800","7.29671","0.00263"
"87.56400","7.29719","0.00253"
"87.57000","7.29773","0.00253"
"87.57600","7.29821","0.00269"
"87.58200","7.29875","0.00279"
"87.58800","7.29923","0.00290"
"87.59400","7.29970","0.00310"
"87.60000","7.30018","0.00321"
"87.60600","7.30072","0.00324"
"87.61200","7.30120","0.00320"
"87.61800","7.30168","0.00316"
"87.62400","7.30216","0.00315"
"87.63000","7.30269","0.00313"
"87.63600","7.30317","0.00307"
"87.64200","7.30365","0.00303"
"87.64800","7.30413","0.00305"
"87.65400","7.30467","0.00308"
"87.66000","7.30515","0.00305"
"87.66600","7.30562","0.00291"
"87.67200","7.30610","0.00281"
"87.67800","7.30664","0.00282"
"87.68400","7.30712","0.00295"
"87.69000","7.30760","0.00294"
"87.69600","7.30814","0.00288"
"87.70200","7.30861","0.00278"
"87.70800","7.30915","0.00266"
"87.71400","7.30963","0.00257"
"87.72000","7.31017","0.00263"
"87.72600","7.31065","0.00272"
"87.73200","7.31118","0.00266"
"87.73800","7.31166","0.00248"
"87.74400","7.31220","0.00230"
"87.75000","7.31268","0.00219"
"87.75600","7.31316","0.00216"
"87.76200","7.31364","0.00220"
"87.76800","7.31417","0.00231"
"87.77400","7.31465","0.00250"
"87.78000","7.31513","0.00263"
"87.78600","7.31567","0.00273"
"87.79200","7.31615","0.00284"
"87.79800","7.31662","0.00284"
"87.80400","7.31716","0.00280"
"87.81000","7.31764","0.00278"
"87.81600","7.31818","0.00267"
"87.82200","7.31866","0.00262"
"87.82800","7.31920","0.00273"
"87.83400","7.31967","0.00287"
"87.84000","7.32021","0.00301"
"87.84600","7.32069","0.00287"
"87.85200","7.32123","0.00274"
"87.85800","7.32171","0.00259"
"87.86400","7.32224","0.00238"
"87.87000","7.32272","0.00230"
"87.87600","7.32320","0.00243"
"87.88200","7.32374","0.00253"
"87.88800","7.32422","0.00275"
"87.89400","7.32476","0.00309"
"87.90000","7.32523","0.00332"
"87.90600","7.32571","0.00341"
"87.91200","7.32619","0.00339"
"87.91800","7.32667","0.00344"
"87.92400","7.32715","0.00344"
"87.93000","7.32769","0.00331"
