End date,"1/7/2017"
Specimen label,"18CT_45"
"1.22400","0.10218","0.00119"
"1.23000","0.10272","0.00124"
"1.23600","0.10320","0.00126"
"1.24200","0.10368","0.00129"
"1.24800","0.10421","0.00134"
"1.25400","0.10469","0.00129"
"1.26000","0.10517","0.00120"
"1.26600","0.10565","0.00122"
"1.27200","0.10619","0.00120"
"1.27800","0.10666","0.00120"
"1.28400","0.10720","0.00117"
"1.29000","0.10768","0.00107"
"1.29600","0.10822","0.00096"
"1.30200","0.10870","0.00082"
"1.30800","0.10918","0.00089"
"1.31400","0.10971","0.00102"
"1.32000","0.11019","0.00105"
"1.32600","0.11073","0.00105"
"1.33200","0.11121","0.00107"
"1.33800","0.11169","0.00106"
"1.34400","0.11217","0.00100"
"1.35000","0.11270","0.00094"
"1.35600","0.11318","0.00085"
"1.36200","0.11366","0.00082"
"1.36800","0.11420","0.00083"
"1.37400","0.11468","0.00090"
"1.38000","0.11515","0.00107"
"1.38600","0.11563","0.00109"
"1.39200","0.11617","0.00113"
"1.39800","0.11665","0.00121"
"1.40400","0.11713","0.00122"
"1.41000","0.11767","0.00121"
"1.41600","0.11814","0.00124"
"1.42200","0.11868","0.00119"
"1.42800","0.11916","0.00119"
"1.43400","0.11970","0.00116"
"1.44000","0.12018","0.00106"
"1.44600","0.12072","0.00092"
"1.45200","0.12119","0.00080"
"1.45800","0.12167","0.00079"
"1.46400","0.12221","0.00080"
"1.47000","0.12269","0.00079"
"1.47600","0.12317","0.00076"
"1.48200","0.12364","0.00086"
"1.48800","0.12412","0.00093"
"1.49400","0.12466","0.00107"
"1.50000","0.12514","0.00113"
"1.50600","0.12562","0.00118"
"1.51200","0.12610","0.00122"
"1.51800","0.12663","0.00123"
"1.52400","0.12711","0.00118"
"1.53000","0.12759","0.00117"
"1.53600","0.12813","0.00112"
"1.54200","0.12861","0.00106"
"1.54800","0.12915","0.00112"
"1.55400","0.12962","0.00117"
"1.56000","0.13010","0.00127"
"1.56600","0.13064","0.00137"
"1.57200","0.13112","0.00137"
"1.57800","0.13166","0.00124"
"1.58400","0.13213","0.00115"
"1.59000","0.13261","0.00118"
"1.59600","0.13315","0.00130"
"1.60200","0.13363","0.00136"
"1.60800","0.13417","0.00135"
"1.61400","0.13465","0.00139"
"1.62000","0.13512","0.00141"
"1.62600","0.13560","0.00137"
"1.63200","0.13614","0.00136"
"1.63800","0.13662","0.00133"
"1.64400","0.13710","0.00135"
"1.65000","0.13764","0.00147"
"1.65600","0.13811","0.00152"
"1.66200","0.13859","0.00146"
"1.66800","0.13913","0.00140"
"1.67400","0.13961","0.00135"
"1.68000","0.14009","0.00139"
"1.68600","0.14062","0.00137"
"1.69200","0.14110","0.00140"
"1.69800","0.14164","0.00150"
"1.70400","0.14212","0.00162"
"1.71000","0.14266","0.00166"
"1.71600","0.14314","0.00162"
"1.72200","0.14361","0.00143"
"1.72800","0.14415","0.00131"
"1.73400","0.14463","0.00129"
"1.74000","0.14511","0.00130"
"1.74600","0.14565","0.00127"
"1.75200","0.14613","0.00129"
"1.75800","0.14666","0.00117"
"1.76400","0.14714","0.00103"
"1.77000","0.14762","0.00091"
"1.77600","0.14816","0.00094"
"1.78200","0.14864","0.00105"
"1.78800","0.14917","0.00123"
"1.79400","0.14965","0.00155"
"1.80000","0.15013","0.00172"
"1.80600","0.15067","0.00176"
"1.81200","0.15115","0.00170"
"1.81800","0.15163","0.00166"
"1.82400","0.15216","0.00153"
"1.83000","0.15264","0.00143"
"1.83600","0.15312","0.00150"
"1.84200","0.15366","0.00164"
"1.84800","0.15414","0.00181"
"1.85400","0.15468","0.00188"
"1.86000","0.15515","0.00182"
"1.86600","0.15569","0.00181"
"1.87200","0.15617","0.00174"
"1.87800","0.15671","0.00159"
"1.88400","0.15719","0.00148"
"1.89000","0.15766","0.00150"
"1.89600","0.15820","0.00161"
"1.90200","0.15868","0.00161"
"1.90800","0.15916","0.00164"
"1.91400","0.15970","0.00179"
"1.92000","0.16018","0.00181"
"1.92600","0.16065","0.00173"
"1.93200","0.16119","0.00165"
"1.93800","0.16167","0.00154"
"1.94400","0.16215","0.00138"
"1.95000","0.16269","0.00134"
"1.95600","0.16317","0.00137"
"1.96200","0.16364","0.00143"
"1.96800","0.16412","0.00148"
"1.97400","0.16466","0.00155"
"1.98000","0.16514","0.00177"
"1.98600","0.16568","0.00191"
"1.99200","0.16616","0.00193"
"1.99800","0.16663","0.00197"
"2.00400","0.16717","0.00198"
"2.01000","0.16765","0.00186"
"2.01600","0.16819","0.00177"
"2.02200","0.16867","0.00164"
"2.02800","0.16914","0.00152"
"2.03400","0.16968","0.00151"
"2.04000","0.17016","0.00145"
"2.04600","0.17064","0.00149"
"2.05200","0.17118","0.00156"
"2.05800","0.17166","0.00153"
"2.06400","0.17213","0.00150"
"2.07000","0.17267","0.00145"
"2.07600","0.17315","0.00135"
"2.08200","0.17363","0.00134"
"2.08800","0.17417","0.00134"
"2.09400","0.17465","0.00143"
"2.10000","0.17512","0.00153"
"2.10600","0.17566","0.00155"
"2.11200","0.17614","0.00171"
"2.11800","0.17662","0.00181"
"2.12400","0.17716","0.00182"
"2.13000","0.17763","0.00180"
"2.13600","0.17811","0.00174"
"2.14200","0.17865","0.00168"
"2.14800","0.17913","0.00165"
"2.15400","0.17961","0.00158"
"2.16000","0.18015","0.00153"
"2.16600","0.18062","0.00154"
"2.17200","0.18116","0.00149"
"2.17800","0.18164","0.00148"
"2.18400","0.18212","0.00150"
"2.19000","0.18266","0.00149"
"2.19600","0.18314","0.00156"
"2.20200","0.18361","0.00162"
"2.20800","0.18415","0.00160"
"2.21400","0.18463","0.00168"
"2.22000","0.18511","0.00164"
"2.22600","0.18559","0.00158"
"2.23200","0.18612","0.00159"
"2.23800","0.18660","0.00158"
"2.24400","0.18714","0.00154"
"2.25000","0.18762","0.00154"
"2.25600","0.18810","0.00152"
"2.26200","0.18864","0.00149"
"2.26800","0.18911","0.00144"
"2.27400","0.18965","0.00146"
"2.28000","0.19013","0.00153"
"2.28600","0.19067","0.00158"
"2.29200","0.19115","0.00163"
"2.29800","0.19169","0.00168"
"2.30400","0.19216","0.00166"
"2.31000","0.19270","0.00170"
"2.31600","0.19318","0.00179"
"2.32200","0.19372","0.00183"
"2.32800","0.19420","0.00190"
"2.33400","0.19473","0.00194"
"2.34000","0.19521","0.00194"
"2.34600","0.19569","0.00183"
"2.35200","0.19623","0.00171"
"2.35800","0.19671","0.00155"
"2.36400","0.19719","0.00150"
"2.37000","0.19766","0.00140"
"2.37600","0.19814","0.00125"
"2.38200","0.19868","0.00123"
"2.38800","0.19916","0.00126"
"2.39400","0.19964","0.00124"
"2.40000","0.20012","0.00127"
"2.40600","0.20065","0.00136"
"2.41200","0.20113","0.00148"
"2.41800","0.20161","0.00165"
"2.42400","0.20215","0.00172"
"2.43000","0.20263","0.00172"
"2.43600","0.20316","0.00171"
"2.44200","0.20364","0.00171"
"2.44800","0.20418","0.00167"
"2.45400","0.20466","0.00157"
"2.46000","0.20520","0.00147"
"2.46600","0.20568","0.00151"
"2.47200","0.20615","0.00151"
"2.47800","0.20669","0.00151"
"2.48400","0.20717","0.00148"
"2.49000","0.20765","0.00153"
"2.49600","0.20819","0.00158"
"2.50200","0.20867","0.00162"
"2.50800","0.20914","0.00158"
"2.51400","0.20962","0.00159"
"2.52000","0.21016","0.00165"
"2.52600","0.21064","0.00166"
"2.53200","0.21112","0.00175"
"2.53800","0.21165","0.00180"
"2.54400","0.21213","0.00185"
"2.55000","0.21261","0.00186"
"2.55600","0.21309","0.00175"
"2.56200","0.21363","0.00160"
"2.56800","0.21411","0.00144"
"2.57400","0.21464","0.00148"
"2.58000","0.21512","0.00165"
"2.58600","0.21566","0.00169"
"2.59200","0.21614","0.00176"
"2.59800","0.21662","0.00184"
"2.60400","0.21716","0.00187"
"2.61000","0.21763","0.00181"
"2.61600","0.21811","0.00183"
"2.62200","0.21865","0.00181"
"2.62800","0.21913","0.00179"
"2.63400","0.21961","0.00177"
"2.64000","0.22015","0.00173"
"2.64600","0.22062","0.00174"
"2.65200","0.22110","0.00165"
"2.65800","0.22164","0.00150"
"2.66400","0.22212","0.00144"
"2.67000","0.22260","0.00132"
"2.67600","0.22313","0.00118"
"2.68200","0.22361","0.00114"
"2.68800","0.22409","0.00125"
"2.69400","0.22463","0.00146"
"2.70000","0.22511","0.00164"
"2.70600","0.22559","0.00176"
"2.71200","0.22612","0.00184"
"2.71800","0.22660","0.00191"
"2.72400","0.22714","0.00190"
"2.73000","0.22762","0.00197"
"2.73600","0.22816","0.00211"
"2.74200","0.22864","0.00216"
"2.74800","0.22917","0.00219"
"2.75400","0.22965","0.00209"
"2.76000","0.23019","0.00177"
"2.76600","0.23067","0.00152"
"2.77200","0.23115","0.00137"
"2.77800","0.23168","0.00127"
"2.78400","0.23216","0.00131"
"2.79000","0.23264","0.00141"
"2.79600","0.23318","0.00152"
"2.80200","0.23366","0.00165"
"2.80800","0.23414","0.00183"
"2.81400","0.23467","0.00193"
"2.82000","0.23515","0.00194"
"2.82600","0.23563","0.00190"
"2.83200","0.23611","0.00186"
"2.83800","0.23665","0.00180"
"2.84400","0.23713","0.00187"
"2.85000","0.23766","0.00187"
"2.85600","0.23814","0.00174"
"2.86200","0.23868","0.00164"
"2.86800","0.23916","0.00161"
"2.87400","0.23970","0.00165"
"2.88000","0.24017","0.00170"
"2.88600","0.24071","0.00172"
"2.89200","0.24119","0.00166"
"2.89800","0.24167","0.00173"
"2.90400","0.24221","0.00177"
"2.91000","0.24269","0.00175"
"2.91600","0.24316","0.00188"
"2.92200","0.24364","0.00194"
"2.92800","0.24412","0.00199"
"2.93400","0.24466","0.00209"
"2.94000","0.24514","0.00218"
"2.94600","0.24562","0.00227"
"2.95200","0.24615","0.00233"
"2.95800","0.24663","0.00234"
"2.96400","0.24717","0.00225"
"2.97000","0.24765","0.00201"
"2.97600","0.24813","0.00168"
"2.98200","0.24866","0.00156"
"2.98800","0.24914","0.00155"
"2.99400","0.24968","0.00155"
"3.00000","0.25016","0.00162"
"3.00600","0.25070","0.00169"
"3.01200","0.25118","0.00171"
"3.01800","0.25171","0.00165"
"3.02400","0.25219","0.00162"
"3.03000","0.25267","0.00159"
"3.03600","0.25321","0.00148"
"3.04200","0.25369","0.00141"
"3.04800","0.25417","0.00141"
"3.05400","0.25470","0.00154"
"3.06000","0.25518","0.00162"
"3.06600","0.25566","0.00170"
"3.07200","0.25614","0.00166"
"3.07800","0.25662","0.00152"
"3.08400","0.25710","0.00143"
"3.09000","0.25763","0.00137"
"3.09600","0.25811","0.00133"
"3.10200","0.25859","0.00138"
"3.10800","0.25913","0.00145"
"3.11400","0.25961","0.00161"
"3.12000","0.26008","0.00176"
"3.12600","0.26062","0.00186"
"3.13200","0.26110","0.00187"
"3.13800","0.26158","0.00187"
"3.14400","0.26212","0.00196"
"3.15000","0.26260","0.00203"
"3.15600","0.26313","0.00212"
"3.16200","0.26361","0.00215"
"3.16800","0.26415","0.00213"
"3.17400","0.26463","0.00204"
"3.18000","0.26511","0.00216"
"3.18600","0.26564","0.00233"
"3.19200","0.26612","0.00231"
"3.19800","0.26660","0.00226"
"3.20400","0.26714","0.00219"
"3.21000","0.26762","0.00203"
"3.21600","0.26810","0.00194"
"3.22200","0.26863","0.00196"
"3.22800","0.26911","0.00204"
"3.23400","0.26959","0.00215"
"3.24000","0.27013","0.00228"
"3.24600","0.27061","0.00240"
"3.25200","0.27109","0.00240"
"3.25800","0.27156","0.00228"
"3.26400","0.27210","0.00224"
"3.27000","0.27258","0.00219"
"3.27600","0.27312","0.00215"
"3.28200","0.27360","0.00223"
"3.28800","0.27413","0.00230"
"3.29400","0.27461","0.00234"
"3.30000","0.27515","0.00235"
"3.30600","0.27563","0.00230"
"3.31200","0.27617","0.00232"
"3.31800","0.27665","0.00227"
"3.32400","0.27718","0.00209"
"3.33000","0.27766","0.00208"
"3.33600","0.27814","0.00214"
"3.34200","0.27868","0.00223"
"3.34800","0.27916","0.00232"
"3.35400","0.27964","0.00239"
"3.36000","0.28011","0.00243"
"3.36600","0.28065","0.00251"
"3.37200","0.28113","0.00244"
"3.37800","0.28161","0.00226"
"3.38400","0.28215","0.00202"
"3.39000","0.28263","0.00179"
"3.39600","0.28310","0.00167"
"3.40200","0.28364","0.00168"
"3.40800","0.28412","0.00175"
"3.41400","0.28466","0.00186"
"3.42000","0.28514","0.00190"
"3.42600","0.28561","0.00198"
"3.43200","0.28615","0.00204"
"3.43800","0.28663","0.00200"
"3.44400","0.28717","0.00203"
"3.45000","0.28765","0.00213"
"3.45600","0.28819","0.00222"
"3.46200","0.28866","0.00229"
"3.46800","0.28914","0.00240"
"3.47400","0.28968","0.00240"
"3.48000","0.29016","0.00232"
"3.48600","0.29064","0.00221"
"3.49200","0.29118","0.00206"
"3.49800","0.29165","0.00198"
"3.50400","0.29213","0.00197"
"3.51000","0.29267","0.00200"
"3.51600","0.29315","0.00202"
"3.52200","0.29363","0.00207"
"3.52800","0.29416","0.00205"
"3.53400","0.29464","0.00206"
"3.54000","0.29518","0.00204"
"3.54600","0.29566","0.00198"
"3.55200","0.29614","0.00198"
"3.55800","0.29668","0.00204"
"3.56400","0.29715","0.00217"
"3.57000","0.29769","0.00217"
"3.57600","0.29817","0.00216"
"3.58200","0.29865","0.00223"
"3.58800","0.29919","0.00229"
"3.59400","0.29967","0.00231"
"3.60000","0.30020","0.00238"
"3.60600","0.30068","0.00245"
"3.61200","0.30122","0.00263"
"3.61800","0.30170","0.00276"
"3.62400","0.30218","0.00281"
"3.63000","0.30265","0.00282"
"3.63600","0.30319","0.00271"
"3.64200","0.30367","0.00254"
"3.64800","0.30415","0.00246"
"3.65400","0.30463","0.00250"
"3.66000","0.30511","0.00260"
"3.66600","0.30558","0.00274"
"3.67200","0.30612","0.00282"
"3.67800","0.30660","0.00284"
"3.68400","0.30708","0.00277"
"3.69000","0.30756","0.00262"
"3.69600","0.30810","0.00239"
"3.70200","0.30857","0.00228"
"3.70800","0.30905","0.00234"
"3.71400","0.30959","0.00242"
"3.72000","0.31007","0.00240"
"3.72600","0.31055","0.00235"
"3.73200","0.31108","0.00241"
"3.73800","0.31156","0.00256"
"3.74400","0.31210","0.00261"
"3.75000","0.31258","0.00251"
"3.75600","0.31306","0.00239"
"3.76200","0.31360","0.00234"
"3.76800","0.31407","0.00229"
"3.77400","0.31455","0.00224"
"3.78000","0.31509","0.00234"
"3.78600","0.31557","0.00242"
"3.79200","0.31605","0.00233"
"3.79800","0.31659","0.00226"
"3.80400","0.31706","0.00220"
"3.81000","0.31754","0.00219"
"3.81600","0.31808","0.00219"
"3.82200","0.31856","0.00211"
"3.82800","0.31910","0.00213"
"3.83400","0.31958","0.00214"
"3.84000","0.32011","0.00218"
"3.84600","0.32059","0.00231"
"3.85200","0.32113","0.00236"
"3.85800","0.32167","0.00242"
"3.86400","0.32215","0.00251"
"3.87000","0.32268","0.00261"
"3.87600","0.32316","0.00263"
"3.88200","0.32370","0.00260"
"3.88800","0.32418","0.00261"
"3.89400","0.32466","0.00264"
"3.90000","0.32520","0.00267"
"3.90600","0.32567","0.00263"
"3.91200","0.32615","0.00253"
"3.91800","0.32669","0.00236"
"3.92400","0.32717","0.00213"
"3.93000","0.32765","0.00209"
"3.93600","0.32818","0.00218"
"3.94200","0.32866","0.00219"
"3.94800","0.32920","0.00230"
"3.95400","0.32968","0.00249"
"3.96000","0.33016","0.00261"
"3.96600","0.33064","0.00263"
"3.97200","0.33117","0.00249"
"3.97800","0.33165","0.00232"
"3.98400","0.33213","0.00211"
"3.99000","0.33261","0.00193"
"3.99600","0.33315","0.00189"
"4.00200","0.33363","0.00201"
"4.00800","0.33416","0.00206"
"4.01400","0.33464","0.00209"
"4.02000","0.33518","0.00215"
"4.02600","0.33566","0.00222"
"4.03200","0.33620","0.00233"
"4.03800","0.33667","0.00236"
"4.04400","0.33715","0.00236"
"4.05000","0.33769","0.00244"
"4.05600","0.33817","0.00265"
"4.06200","0.33871","0.00278"
"4.06800","0.33919","0.00274"
"4.07400","0.33966","0.00256"
"4.08000","0.34020","0.00251"
"4.08600","0.34068","0.00254"
"4.09200","0.34116","0.00241"
"4.09800","0.34170","0.00242"
"4.10400","0.34218","0.00254"
"4.11000","0.34265","0.00263"
"4.11600","0.34313","0.00270"
"4.12200","0.34367","0.00272"
"4.12800","0.34415","0.00261"
"4.13400","0.34463","0.00250"
"4.14000","0.34516","0.00246"
"4.14600","0.34564","0.00250"
"4.15200","0.34618","0.00249"
"4.15800","0.34666","0.00255"
"4.16400","0.34720","0.00256"
"4.17000","0.34768","0.00251"
"4.17600","0.34815","0.00248"
"4.18200","0.34869","0.00247"
"4.18800","0.34917","0.00263"
"4.19400","0.34965","0.00278"
"4.20000","0.35019","0.00290"
"4.20600","0.35067","0.00302"
"4.21200","0.35114","0.00294"
"4.21800","0.35162","0.00287"
"4.22400","0.35216","0.00284"
"4.23000","0.35264","0.00282"
"4.23600","0.35318","0.00276"
"4.24200","0.35366","0.00269"
"4.24800","0.35413","0.00269"
"4.25400","0.35467","0.00268"
"4.26000","0.35515","0.00267"
"4.26600","0.35563","0.00264"
"4.27200","0.35611","0.00258"
"4.27800","0.35658","0.00256"
"4.28400","0.35712","0.00251"
"4.29000","0.35760","0.00245"
"4.29600","0.35808","0.00239"
"4.30200","0.35862","0.00236"
"4.30800","0.35910","0.00231"
"4.31400","0.35957","0.00239"
"4.32000","0.36011","0.00253"
"4.32600","0.36059","0.00251"
"4.33200","0.36113","0.00240"
"4.33800","0.36161","0.00229"
"4.34400","0.36209","0.00223"
"4.35000","0.36262","0.00220"
"4.35600","0.36310","0.00218"
"4.36200","0.36364","0.00238"
"4.36800","0.36412","0.00261"
"4.37400","0.36460","0.00266"
"4.38000","0.36513","0.00267"
"4.38600","0.36561","0.00271"
"4.39200","0.36615","0.00263"
"4.39800","0.36663","0.00251"
"4.40400","0.36711","0.00238"
"4.41000","0.36765","0.00231"
"4.41600","0.36812","0.00229"
"4.42200","0.36866","0.00224"
"4.42800","0.36914","0.00216"
"4.43400","0.36968","0.00203"
"4.44000","0.37016","0.00188"
"4.44600","0.37064","0.00197"
"4.45200","0.37117","0.00200"
"4.45800","0.37165","0.00199"
"4.46400","0.37219","0.00207"
"4.47000","0.37267","0.00232"
"4.47600","0.37321","0.00248"
"4.48200","0.37368","0.00257"
"4.48800","0.37422","0.00263"
"4.49400","0.37470","0.00267"
"4.50000","0.37518","0.00267"
"4.50600","0.37572","0.00261"
"4.51200","0.37620","0.00265"
"4.51800","0.37667","0.00281"
"4.52400","0.37721","0.00279"
"4.53000","0.37769","0.00285"
"4.53600","0.37817","0.00284"
"4.54200","0.37865","0.00282"
"4.54800","0.37919","0.00288"
"4.55400","0.37966","0.00297"
"4.56000","0.38014","0.00290"
"4.56600","0.38068","0.00268"
"4.57200","0.38116","0.00255"
"4.57800","0.38164","0.00249"
"4.58400","0.38217","0.00256"
"4.59000","0.38265","0.00257"
"4.59600","0.38313","0.00254"
"4.60200","0.38367","0.00248"
"4.60800","0.38415","0.00239"
"4.61400","0.38469","0.00233"
"4.62000","0.38516","0.00220"
"4.62600","0.38564","0.00216"
"4.63200","0.38618","0.00215"
"4.63800","0.38666","0.00217"
"4.64400","0.38714","0.00228"
"4.65000","0.38768","0.00247"
"4.65600","0.38815","0.00257"
"4.66200","0.38863","0.00271"
"4.66800","0.38917","0.00281"
"4.67400","0.38965","0.00279"
"4.68000","0.39013","0.00286"
"4.68600","0.39066","0.00284"
"4.69200","0.39114","0.00287"
"4.69800","0.39168","0.00293"
"4.70400","0.39216","0.00287"
"4.71000","0.39264","0.00275"
"4.71600","0.39318","0.00268"
"4.72200","0.39365","0.00257"
"4.72800","0.39413","0.00253"
"4.73400","0.39461","0.00261"
"4.74000","0.39515","0.00260"
"4.74600","0.39563","0.00259"
"4.75200","0.39611","0.00254"
"4.75800","0.39664","0.00245"
"4.76400","0.39712","0.00253"
"4.77000","0.39760","0.00271"
"4.77600","0.39808","0.00287"
"4.78200","0.39862","0.00295"
"4.78800","0.39910","0.00297"
"4.79400","0.39957","0.00295"
"4.80000","0.40011","0.00286"
"4.80600","0.40059","0.00277"
"4.81200","0.40113","0.00273"
"4.81800","0.40161","0.00270"
"4.82400","0.40208","0.00269"
"4.83000","0.40262","0.00284"
"4.83600","0.40310","0.00287"
"4.84200","0.40358","0.00278"
"4.84800","0.40406","0.00280"
"4.85400","0.40460","0.00283"
"4.86000","0.40507","0.00267"
"4.86600","0.40555","0.00249"
"4.87200","0.40609","0.00235"
"4.87800","0.40663","0.00236"
"4.88400","0.40711","0.00233"
"4.89000","0.40765","0.00235"
