End date,"1/7/2017"
Specimen label,"18AT_47/49"
Maximum Load,"0.18800",N

Time,Extension,Load
(s),(mm),(N)
"136.29600","11.35822","0.00835"
"136.30200","11.35876","0.00848"
"136.30800","11.35923","0.00845"
"136.31400","11.35971","0.00846"
"136.32000","11.36025","0.00864"
"136.32600","11.36073","0.00883"
"136.33200","11.36121","0.00889"
"136.33800","11.36168","0.00893"
"136.34400","11.36216","0.00914"
"136.35000","11.36270","0.00927"
"136.35600","11.36318","0.00924"
"136.36200","11.36366","0.00921"
"136.36800","11.36420","0.00917"
"136.37400","11.36467","0.00925"
"136.38000","11.36515","0.00972"
"136.38600","11.36569","0.01050"
"136.39200","11.36617","0.01111"
"136.39800","11.36665","0.01086"
"136.40400","11.36718","0.00991"
"136.41000","11.36766","0.00894"
"136.41600","11.36814","0.00833"
"136.42200","11.36868","0.00844"
"136.42800","11.36916","0.00915"
"136.43400","11.36970","0.00997"
"136.44000","11.37017","0.01027"
"136.44600","11.37071","0.00978"
"136.45200","11.37119","0.00905"
"136.45800","11.37167","0.00860"
"136.46400","11.37221","0.00866"
"136.47000","11.37269","0.00920"
"136.47600","11.37316","0.00975"
"136.48200","11.37364","0.00974"
"136.48800","11.37418","0.00926"
"136.49400","11.37466","0.00859"
"136.50000","11.37514","0.00808"
"136.50600","11.37562","0.00797"
"136.51200","11.37615","0.00828"
"136.51800","11.37663","0.00860"
"136.52400","11.37717","0.00862"
"136.53000","11.37765","0.00830"
"136.53600","11.37813","0.00813"
"136.54200","11.37867","0.00832"
"136.54800","11.37914","0.00884"
"136.55400","11.37968","0.00948"
"136.56000","11.38016","0.00993"
"136.56600","11.38070","0.00997"
"136.57200","11.38118","0.00964"
"136.57800","11.38172","0.00940"
"136.58400","11.38219","0.00965"
"136.59000","11.38273","0.01023"
"136.59600","11.38321","0.01071"
"136.60200","11.38375","0.01079"
"136.60800","11.38423","0.01039"
"136.61400","11.38471","0.00962"
"136.62000","11.38524","0.00892"
"136.62600","11.38572","0.00872"
"136.63200","11.38626","0.00883"
"136.63800","11.38674","0.00887"
"136.64400","11.38722","0.00859"
"136.65000","11.38769","0.00786"
"136.65600","11.38823","0.00692"
"136.66200","11.38871","0.00639"
"136.66800","11.38919","0.00652"
"136.67400","11.38967","0.00709"
"136.68000","11.39021","0.00772"
"136.68600","11.39068","0.00797"
"136.69200","11.39116","0.00776"
"136.69800","11.39170","0.00733"
"136.70400","11.39218","0.00702"
"136.71000","11.39272","0.00720"
"136.71600","11.39325","0.00778"
"136.72200","11.39373","0.00828"
"136.72800","11.39427","0.00862"
"136.73400","11.39475","0.00857"
"136.74000","11.39529","0.00826"
"136.74600","11.39577","0.00784"
"136.75200","11.39624","0.00765"
"136.75800","11.39678","0.00775"
"136.76400","11.39726","0.00777"
"136.77000","11.39774","0.00753"
"136.77600","11.39822","0.00705"
"136.78200","11.39876","0.00650"
"136.78800","11.39923","0.00601"
"136.79400","11.39971","0.00577"
"136.80000","11.40019","0.00578"
"136.80600","11.40073","0.00587"
"136.81200","11.40121","0.00569"
"136.81800","11.40168","0.00529"
"136.82400","11.40222","0.00493"
"136.83000","11.40270","0.00472"
"136.83600","11.40318","0.00477"
"136.84200","11.40372","0.00499"
"136.84800","11.40419","0.00522"
"136.85400","11.40473","0.00522"
"136.86000","11.40521","0.00510"
"136.86600","11.40575","0.00482"
"136.87200","11.40623","0.00462"
"136.87800","11.40677","0.00476"
"136.88400","11.40724","0.00514"
"136.89000","11.40772","0.00541"
"136.89600","11.40820","0.00536"
"136.90200","11.40874","0.00504"
"136.90800","11.40922","0.00466"
"136.91400","11.40970","0.00455"
"136.92000","11.41017","0.00474"
"136.92600","11.41071","0.00503"
"136.93200","11.41119","0.00517"
"136.93800","11.41167","0.00498"
"136.94400","11.41221","0.00459"
"136.95000","11.41269","0.00420"
"136.95600","11.41316","0.00398"
"136.96200","11.41364","0.00406"
"136.96800","11.41418","0.00446"
"136.97400","11.41466","0.00482"
"136.98000","11.41514","0.00480"
"136.98600","11.41568","0.00442"
"136.99200","11.41615","0.00400"
"136.99800","11.41669","0.00389"
"137.00400","11.41717","0.00416"
"137.01000","11.41771","0.00476"
"137.01600","11.41819","0.00535"
"137.02200","11.41872","0.00547"
"137.02800","11.41920","0.00531"
"137.03400","11.41968","0.00493"
"137.04000","11.42022","0.00466"
"137.04600","11.42070","0.00477"
"137.05200","11.42118","0.00520"
"137.05800","11.42171","0.00567"
"137.06400","11.42219","0.00591"
"137.07000","11.42267","0.00587"
"137.07600","11.42315","0.00577"
"137.08200","11.42369","0.00558"
"137.08800","11.42417","0.00541"
"137.09400","11.42464","0.00544"
"137.10000","11.42518","0.00556"
"137.10600","11.42566","0.00549"
"137.11200","11.42620","0.00525"
"137.11800","11.42668","0.00518"
"137.12400","11.42722","0.00519"
"137.13000","11.42769","0.00521"
"137.13600","11.42823","0.00528"
"137.14200","11.42871","0.00535"
"137.14800","11.42925","0.00533"
"137.15400","11.42973","0.00523"
"137.16000","11.43026","0.00522"
"137.16600","11.43074","0.00539"
"137.17200","11.43128","0.00564"
"137.17800","11.43176","0.00590"
"137.18400","11.43224","0.00606"
"137.19000","11.43278","0.00598"
"137.19600","11.43325","0.00575"
"137.20200","11.43373","0.00559"
"137.20800","11.43421","0.00568"
"137.21400","11.43475","0.00597"
"137.22000","11.43523","0.00625"
"137.22600","11.43571","0.00628"
"137.23200","11.43618","0.00603"
"137.23800","11.43672","0.00571"
"137.24400","11.43720","0.00552"
"137.25000","11.43768","0.00561"
"137.25600","11.43822","0.00589"
"137.26200","11.43869","0.00613"
"137.26800","11.43923","0.00605"
"137.27400","11.43971","0.00578"
"137.28000","11.44019","0.00533"
"137.28600","11.44073","0.00500"
"137.29200","11.44121","0.00497"
"137.29800","11.44174","0.00533"
"137.30400","11.44222","0.00569"
"137.31000","11.44270","0.00584"
"137.31600","11.44318","0.00578"
"137.32200","11.44372","0.00547"
"137.32800","11.44419","0.00505"
"137.33400","11.44467","0.00491"
"137.34000","11.44521","0.00501"
"137.34600","11.44569","0.00524"
"137.35200","11.44617","0.00538"
"137.35800","11.44670","0.00545"
"137.36400","11.44718","0.00539"
"137.37000","11.44772","0.00529"
"137.37600","11.44820","0.00542"
"137.38200","11.44868","0.00570"
"137.38800","11.44916","0.00583"
"137.39400","11.44963","0.00583"
"137.40000","11.45017","0.00569"
"137.40600","11.45065","0.00543"
"137.41200","11.45119","0.00525"
"137.41800","11.45167","0.00523"
"137.42400","11.45221","0.00530"
"137.43000","11.45268","0.00534"
"137.43600","11.45316","0.00531"
"137.44200","11.45370","0.00524"
"137.44800","11.45418","0.00514"
"137.45400","11.45466","0.00504"
"137.46000","11.45520","0.00509"
"137.46600","11.45567","0.00519"
"137.47200","11.45615","0.00520"
"137.47800","11.45663","0.00515"
"137.48400","11.45717","0.00503"
"137.49000","11.45765","0.00490"
"137.49600","11.45819","0.00501"
"137.50200","11.45866","0.00526"
"137.50800","11.45920","0.00556"
"137.51400","11.45968","0.00571"
"137.52000","11.46016","0.00568"
"137.52600","11.46064","0.00549"
"137.53200","11.46118","0.00532"
"137.53800","11.46165","0.00540"
"137.54400","11.46213","0.00572"
"137.55000","11.46267","0.00598"
"137.55600","11.46315","0.00591"
"137.56200","11.46363","0.00556"
"137.56800","11.46416","0.00513"
"137.57400","11.46464","0.00471"
"137.58000","11.46518","0.00454"
"137.58600","11.46566","0.00472"
"137.59200","11.46614","0.00506"
"137.59800","11.46668","0.00541"
"137.60400","11.46715","0.00559"
"137.61000","11.46769","0.00553"
"137.61600","11.46817","0.00541"
"137.62200","11.46865","0.00529"
"137.62800","11.46919","0.00535"
"137.63400","11.46967","0.00568"
"137.64000","11.47014","0.00597"
"137.64600","11.47068","0.00615"
"137.65200","11.47116","0.00620"
"137.65800","11.47170","0.00626"
"137.66400","11.47218","0.00623"
"137.67000","11.47272","0.00611"
"137.67600","11.47319","0.00612"
"137.68200","11.47367","0.00612"
"137.68800","11.47421","0.00600"
"137.69400","11.47469","0.00576"
"137.70000","11.47517","0.00553"
"137.70600","11.47570","0.00541"
"137.71200","11.47618","0.00544"
"137.71800","11.47672","0.00563"
"137.72400","11.47720","0.00573"
"137.73000","11.47774","0.00562"
"137.73600","11.47822","0.00541"
"137.74200","11.47875","0.00520"
"137.74800","11.47923","0.00504"
"137.75400","11.47971","0.00501"
"137.76000","11.48025","0.00506"
"137.76600","11.48073","0.00512"
"137.77200","11.48120","0.00519"
"137.77800","11.48174","0.00530"
"137.78400","11.48222","0.00539"
"137.79000","11.48276","0.00556"
"137.79600","11.48324","0.00571"
"137.80200","11.48372","0.00564"
"137.80800","11.48425","0.00553"
"137.81400","11.48473","0.00546"
"137.82000","11.48521","0.00540"
"137.82600","11.48575","0.00545"
"137.83200","11.48623","0.00553"
"137.83800","11.48671","0.00562"
"137.84400","11.48724","0.00564"
"137.85000","11.48772","0.00559"
"137.85600","11.48820","0.00548"
"137.86200","11.48874","0.00533"
"137.86800","11.48922","0.00518"
"137.87400","11.48975","0.00510"
"137.88000","11.49023","0.00504"
"137.88600","11.49071","0.00501"
"137.89200","11.49119","0.00497"
"137.89800","11.49173","0.00488"
"137.90400","11.49221","0.00455"
"137.91000","11.49268","0.00422"
"137.91600","11.49316","0.00412"
"137.92200","11.49364","0.00427"
"137.92800","11.49418","0.00447"
"137.93400","11.49466","0.00457"
"137.94000","11.49514","0.00465"
"137.94600","11.49567","0.00459"
"137.95200","11.49615","0.00453"
"137.95800","11.49663","0.00464"
"137.96400","11.49717","0.00472"
"137.97000","11.49765","0.00490"
"137.97600","11.49813","0.00515"
"137.98200","11.49866","0.00529"
"137.98800","11.49914","0.00512"
"137.99400","11.49968","0.00481"
"138.00000","11.50016","0.00455"
"138.00600","11.50070","0.00447"
"138.01200","11.50117","0.00450"
"138.01800","11.50171","0.00458"
"138.02400","11.50219","0.00464"
"138.03000","11.50267","0.00466"
"138.03600","11.50321","0.00463"
"138.04200","11.50369","0.00465"
"138.04800","11.50416","0.00475"
"138.05400","11.50470","0.00472"
"138.06000","11.50518","0.00455"
"138.06600","11.50566","0.00445"
"138.07200","11.50614","0.00447"
"138.07800","11.50668","0.00452"
"138.08400","11.50715","0.00452"
"138.09000","11.50763","0.00447"
"138.09600","11.50811","0.00444"
"138.10200","11.50865","0.00455"
"138.10800","11.50913","0.00464"
"138.11400","11.50967","0.00468"
"138.12000","11.51014","0.00482"
"138.12600","11.51068","0.00495"
"138.13200","11.51116","0.00510"
"138.13800","11.51170","0.00516"
"138.14400","11.51218","0.00509"
"138.15000","11.51271","0.00495"
"138.15600","11.51319","0.00475"
"138.16200","11.51373","0.00469"
"138.16800","11.51421","0.00479"
"138.17400","11.51469","0.00500"
"138.18000","11.51523","0.00515"
"138.18600","11.51570","0.00518"
"138.19200","11.51618","0.00514"
"138.19800","11.51672","0.00498"
"138.20400","11.51720","0.00472"
"138.21000","11.51768","0.00464"
"138.21600","11.51816","0.00478"
"138.22200","11.51869","0.00490"
"138.22800","11.51917","0.00492"
"138.23400","11.51965","0.00492"
"138.24000","11.52019","0.00492"
"138.24600","11.52067","0.00484"
"138.25200","11.52114","0.00475"
"138.25800","11.52168","0.00477"
"138.26400","11.52216","0.00485"
"138.27000","11.52270","0.00495"
"138.27600","11.52318","0.00498"
"138.28200","11.52372","0.00507"
"138.28800","11.52419","0.00513"
"138.29400","11.52473","0.00514"
"138.30000","11.52521","0.00526"
"138.30600","11.52575","0.00535"
"138.31200","11.52623","0.00540"
"138.31800","11.52676","0.00548"
"138.32400","11.52724","0.00548"
"138.33000","11.52772","0.00560"
"138.33600","11.52820","0.00560"
"138.34200","11.52874","0.00550"
"138.34800","11.52922","0.00539"
"138.35400","11.52969","0.00525"
"138.36000","11.53017","0.00515"
"138.36600","11.53071","0.00523"
"138.37200","11.53119","0.00540"
"138.37800","11.53173","0.00547"
"138.38400","11.53221","0.00546"
"138.39000","11.53274","0.00531"
"138.39600","11.53322","0.00502"
"138.40200","11.53370","0.00474"
"138.40800","11.53424","0.00467"
"138.41400","11.53472","0.00469"
"138.42000","11.53519","0.00464"
"138.42600","11.53573","0.00471"
"138.43200","11.53621","0.00475"
"138.43800","11.53675","0.00469"
"138.44400","11.53723","0.00462"
"138.45000","11.53777","0.00467"
"138.45600","11.53824","0.00488"
"138.46200","11.53878","0.00506"
"138.46800","11.53926","0.00505"
"138.47400","11.53974","0.00498"
"138.48000","11.54022","0.00484"
"138.48600","11.54070","0.00471"
"138.49200","11.54117","0.00464"
"138.49800","11.54165","0.00472"
"138.50400","11.54213","0.00477"
"138.51000","11.54267","0.00476"
"138.51600","11.54315","0.00489"
"138.52200","11.54362","0.00499"
"138.52800","11.54416","0.00501"
"138.53400","11.54464","0.00499"
"138.54000","11.54512","0.00492"
"138.54600","11.54566","0.00488"
"138.55200","11.54614","0.00485"
"138.55800","11.54661","0.00480"
"138.56400","11.54715","0.00483"
"138.57000","11.54763","0.00487"
"138.57600","11.54817","0.00492"
"138.58200","11.54865","0.00492"
"138.58800","11.54913","0.00471"
"138.59400","11.54966","0.00454"
"138.60000","11.55014","0.00463"
"138.60600","11.55062","0.00490"
"138.61200","11.55116","0.00513"
"138.61800","11.55164","0.00527"
"138.62400","11.55212","0.00534"
"138.63000","11.55265","0.00529"
"138.63600","11.55313","0.00529"
"138.64200","11.55367","0.00527"
"138.64800","11.55415","0.00521"
"138.65400","11.55469","0.00508"
"138.66000","11.55517","0.00496"
"138.66600","11.55570","0.00499"
"138.67200","11.55618","0.00516"
"138.67800","11.55672","0.00520"
"138.68400","11.55720","0.00512"
"138.69000","11.55768","0.00511"
"138.69600","11.55821","0.00519"
"138.70200","11.55869","0.00534"
"138.70800","11.55923","0.00552"
"138.71400","11.55971","0.00558"
"138.72000","11.56019","0.00549"
"138.72600","11.56073","0.00545"
"138.73200","11.56120","0.00542"
"138.73800","11.56174","0.00536"
"138.74400","11.56222","0.00544"
"138.75000","11.56270","0.00553"
"138.75600","11.56324","0.00568"
"138.76200","11.56371","0.00579"
"138.76800","11.56419","0.00584"
"138.77400","11.56473","0.00587"
"138.78000","11.56521","0.00580"
"138.78600","11.56575","0.00579"
"138.79200","11.56623","0.00574"
"138.79800","11.56670","0.00575"
"138.80400","11.56724","0.00570"
"138.81000","11.56772","0.00565"
"138.81600","11.56820","0.00565"
"138.82200","11.56874","0.00565"
"138.82800","11.56921","0.00558"
"138.83400","11.56969","0.00554"
"138.84000","11.57017","0.00546"
"138.84600","11.57071","0.00530"
"138.85200","11.57119","0.00507"
"138.85800","11.57167","0.00502"
"138.86400","11.57220","0.00496"
"138.87000","11.57268","0.00496"
"138.87600","11.57322","0.00498"
"138.88200","11.57370","0.00496"
"138.88800","11.57418","0.00485"
"138.89400","11.57472","0.00478"
"138.90000","11.57519","0.00487"
"138.90600","11.57573","0.00504"
"138.91200","11.57621","0.00512"
"138.91800","11.57675","0.00506"
"138.92400","11.57723","0.00508"
"138.93000","11.57777","0.00513"
"138.93600","11.57824","0.00521"
"138.94200","11.57872","0.00535"
"138.94800","11.57926","0.00562"
"138.95400","11.57974","0.00568"
"138.96000","11.58022","0.00559"
"138.96600","11.58076","0.00562"
"138.97200","11.58123","0.00560"
"138.97800","11.58171","0.00547"
"138.98400","11.58225","0.00541"
"138.99000","11.58273","0.00545"
"138.99600","11.58321","0.00542"
"139.00200","11.58368","0.00525"
"139.00800","11.58422","0.00505"
"139.01400","11.58470","0.00502"
"139.02000","11.58518","0.00515"
"139.02600","11.58572","0.00534"
"139.03200","11.58619","0.00556"
"139.03800","11.58667","0.00576"
"139.04400","11.58721","0.00572"
"139.05000","11.58769","0.00559"
"139.05600","11.58817","0.00545"
"139.06200","11.58871","0.00531"
"139.06800","11.58918","0.00518"
"139.07400","11.58966","0.00513"
"139.08000","11.59014","0.00518"
"139.08600","11.59068","0.00507"
"139.09200","11.59116","0.00501"
"139.09800","11.59170","0.00501"
"139.10400","11.59217","0.00502"
"139.11000","11.59265","0.00498"
"139.11600","11.59313","0.00495"
"139.12200","11.59367","0.00501"
"139.12800","11.59415","0.00510"
"139.13400","11.59463","0.00510"
"139.14000","11.59516","0.00513"
"139.14600","11.59564","0.00533"
"139.15200","11.59612","0.00551"
"139.15800","11.59660","0.00560"
"139.16400","11.59714","0.00573"
"139.17000","11.59762","0.00583"
"139.17600","11.59815","0.00597"
"139.18200","11.59863","0.00597"
"139.18800","11.59917","0.00599"
"139.19400","11.59965","0.00593"
"139.20000","11.60019","0.00574"
"139.20600","11.60067","0.00559"
"139.21200","11.60120","0.00553"
"139.21800","11.60168","0.00550"
"139.22400","11.60222","0.00563"
"139.23000","11.60270","0.00577"
"139.23600","11.60324","0.00584"
"139.24200","11.60371","0.00584"
"139.24800","11.60425","0.00580"
"139.25400","11.60473","0.00563"
"139.26000","11.60521","0.00553"
"139.26600","11.60575","0.00553"
"139.27200","11.60623","0.00568"
"139.27800","11.60676","0.00585"
"139.28400","11.60724","0.00597"
"139.29000","11.60772","0.00603"
"139.29600","11.60820","0.00604"
"139.30200","11.60874","0.00604"
"139.30800","11.60921","0.00596"
"139.31400","11.60975","0.00594"
"139.32000","11.61023","0.00609"
"139.32600","11.61077","0.00616"
"139.33200","11.61125","0.00605"
"139.33800","11.61172","0.00585"
"139.34400","11.61226","0.00568"
"139.35000","11.61274","0.00553"
"139.35600","11.61322","0.00557"
"139.36200","11.61376","0.00557"
"139.36800","11.61424","0.00558"
"139.37400","11.61471","0.00578"
"139.38000","11.61519","0.00596"
"139.38600","11.61573","0.00602"
"139.39200","11.61621","0.00603"
"139.39800","11.61669","0.00607"
"139.40400","11.61723","0.00610"
"139.41000","11.61770","0.00617"
"139.41600","11.61824","0.00633"
"139.42200","11.61872","0.00633"
"139.42800","11.61920","0.00615"
"139.43400","11.61974","0.00593"
"139.44000","11.62022","0.00583"
"139.44600","11.62075","0.00575"
"139.45200","11.62123","0.00565"
"139.45800","11.62171","0.00565"
"139.46400","11.62225","0.00566"
"139.47000","11.62273","0.00552"
"139.47600","11.62327","0.00553"
"139.48200","11.62374","0.00563"
"139.48800","11.62422","0.00569"
"139.49400","11.62476","0.00564"
"139.50000","11.62524","0.00556"
"139.50600","11.62572","0.00544"
"139.51200","11.62619","0.00525"
"139.51800","11.62667","0.00512"
"139.52400","11.62721","0.00510"
"139.53000","11.62769","0.00508"
"139.53600","11.62823","0.00506"
"139.54200","11.62871","0.00502"
"139.54800","11.62918","0.00506"
"139.55400","11.62972","0.00512"
"139.56000","11.63020","0.00517"
"139.56600","11.63068","0.00518"
"139.57200","11.63122","0.00520"
"139.57800","11.63170","0.00510"
"139.58400","11.63217","0.00505"
"139.59000","11.63271","0.00496"
"139.59600","11.63319","0.00502"
"139.60200","11.63373","0.00512"
"139.60800","11.63421","0.00519"
"139.61400","11.63469","0.00527"
"139.62000","11.63516","0.00532"
"139.62600","11.63570","0.00527"
"139.63200","11.63618","0.00528"
"139.63800","11.63666","0.00532"
"139.64400","11.63714","0.00540"
"139.65000","11.63767","0.00537"
"139.65600","11.63815","0.00529"
"139.66200","11.63863","0.00528"
"139.66800","11.63917","0.00522"
"139.67400","11.63965","0.00528"
"139.68000","11.64019","0.00539"
"139.68600","11.64066","0.00551"
"139.69200","11.64114","0.00567"
"139.69800","11.64162","0.00598"
"139.70400","11.64216","0.00616"
"139.71000","11.64264","0.00625"
"139.71600","11.64312","0.00622"
"139.72200","11.64365","0.00623"
"139.72800","11.64419","0.00634"
"139.73400","11.64467","0.00650"
"139.74000","11.64521","0.00654"
"139.74600","11.64575","0.00662"
"139.75200","11.64622","0.00662"
"139.75800","11.64670","0.00652"
"139.76400","11.64724","0.00656"
"139.77000","11.64772","0.00649"
"139.77600","11.64820","0.00635"
"139.78200","11.64874","0.00615"
"139.78800","11.64921","0.00585"
"139.79400","11.64969","0.00575"
"139.80000","11.65017","0.00573"
"139.80600","11.65071","0.00569"
"139.81200","11.65119","0.00556"
"139.81800","11.65172","0.00553"
"139.82400","11.65220","0.00551"
"139.83000","11.65268","0.00560"
"139.83600","11.65322","0.00580"
"139.84200","11.65370","0.00599"
"139.84800","11.65424","0.00616"
"139.85400","11.65471","0.00633"
"139.86000","11.65519","0.00633"
"139.86600","11.65573","0.00621"
"139.87200","11.65621","0.00621"
"139.87800","11.65675","0.00603"
"139.88400","11.65729","0.00574"
"139.89000","11.65776","0.00555"
"139.89600","11.65830","0.00553"
"139.90200","11.65878","0.00552"
"139.90800","11.65926","0.00555"
"139.91400","11.65974","0.00557"
"139.92000","11.66021","0.00548"
"139.92600","11.66075","0.00520"
"139.93200","11.66123","0.00508"
"139.93800","11.66171","0.00516"
"139.94400","11.66219","0.00525"
"139.95000","11.66267","0.00535"
"139.95600","11.66320","0.00546"
"139.96200","11.66368","0.00541"
"139.96800","11.66422","0.00523"
"139.97400","11.66470","0.00508"
"139.98000","11.66518","0.00492"
"139.98600","11.66572","0.00496"
"139.99200","11.66619","0.00494"
"139.99800","11.66673","0.00502"
"140.00400","11.66721","0.00511"
"140.01000","11.66775","0.00509"
"140.01600","11.66823","0.00496"
"140.02200","11.66870","0.00492"
"140.02800","11.66924","0.00503"
"140.03400","11.66972","0.00523"
"140.04000","11.67026","0.00539"
"140.04600","11.67074","0.00554"
"140.05200","11.67122","0.00555"
"140.05800","11.67175","0.00550"
"140.06400","11.67223","0.00545"
"140.07000","11.67271","0.00533"
"140.07600","11.67319","0.00521"
"140.08200","11.67367","0.00523"
"140.08800","11.67415","0.00538"
"140.09400","11.67468","0.00554"
"140.10000","11.67516","0.00565"
"140.10600","11.67564","0.00577"
"140.11200","11.67618","0.00586"
"140.11800","11.67666","0.00589"
"140.12400","11.67714","0.00585"
"140.13000","11.67761","0.00581"
"140.13600","11.67815","0.00573"
"140.14200","11.67863","0.00556"
"140.14800","11.67917","0.00544"
"140.15400","11.67965","0.00543"
"140.16000","11.68013","0.00542"
"140.16600","11.68066","0.00543"
"140.17200","11.68114","0.00549"
"140.17800","11.68168","0.00552"
"140.18400","11.68216","0.00543"
"140.19000","11.68264","0.00549"
"140.19600","11.68317","0.00570"
"140.20200","11.68365","0.00581"
"140.20800","11.68413","0.00578"
"140.21400","11.68467","0.00576"
"140.22000","11.68515","0.00569"
"140.22600","11.68563","0.00564"
"140.23200","11.68610","0.00566"
"140.23800","11.68658","0.00577"
"140.24400","11.68712","0.00579"
"140.25000","11.68760","0.00574"
"140.25600","11.68814","0.00571"
"140.26200","11.68861","0.00577"
"140.26800","11.68909","0.00587"
"140.27400","11.68963","0.00590"
"140.28000","11.69017","0.00601"
"140.28600","11.69065","0.00614"
"140.29200","11.69119","0.00630"
"140.29800","11.69166","0.00653"
"140.30400","11.69220","0.00658"
"140.31000","11.69268","0.00652"
"140.31600","11.69322","0.00640"
"140.32200","11.69370","0.00642"
"140.32800","11.69423","0.00648"
"140.33400","11.69471","0.00636"
"140.34000","11.69519","0.00628"
"140.34600","11.69573","0.00627"
"140.35200","11.69621","0.00608"
"140.35800","11.69675","0.00594"
"140.36400","11.69722","0.00596"
"140.37000","11.69776","0.00601"
"140.37600","11.69824","0.00602"
"140.38200","11.69872","0.00603"
"140.38800","11.69926","0.00613"
"140.39400","11.69974","0.00629"
"140.40000","11.70021","0.00635"
"140.40600","11.70075","0.00639"
"140.41200","11.70123","0.00646"
"140.41800","11.70171","0.00650"
"140.42400","11.70225","0.00637"
"140.43000","11.70273","0.00631"
"140.43600","11.70326","0.00633"
"140.44200","11.70374","0.00625"
"140.44800","11.70422","0.00616"
"140.45400","11.70476","0.00599"
"140.46000","11.70524","0.00579"
"140.46600","11.70578","0.00569"
"140.47200","11.70625","0.00562"
"140.47800","11.70673","0.00562"
"140.48400","11.70721","0.00557"
"140.49000","11.70775","0.00552"
"140.49600","11.70823","0.00548"
"140.50200","11.70870","0.00553"
"140.50800","11.70918","0.00559"
"140.51400","11.70972","0.00584"
"140.52000","11.71020","0.00605"
"140.52600","11.71068","0.00611"
"140.53200","11.71122","0.00604"
"140.53800","11.71169","0.00597"
"140.54400","11.71217","0.00592"
"140.55000","11.71271","0.00589"
"140.55600","11.71319","0.00586"
"140.56200","11.71367","0.00582"
"140.56800","11.71420","0.00587"
"140.57400","11.71468","0.00588"
"140.58000","11.71522","0.00591"
"140.58600","11.71570","0.00582"
"140.59200","11.71624","0.00576"
"140.59800","11.71672","0.00580"
"140.60400","11.71719","0.00587"
"140.61000","11.71773","0.00579"
"140.61600","11.71821","0.00586"
"140.62200","11.71875","0.00584"
"140.62800","11.71923","0.00577"
"140.63400","11.71971","0.00568"
"140.64000","11.72018","0.00573"
"140.64600","11.72072","0.00583"
"140.65200","11.72120","0.00584"
"140.65800","11.72168","0.00589"
"140.66400","11.72216","0.00608"
"140.67000","11.72264","0.00631"
"140.67600","11.72317","0.00637"
"140.68200","11.72365","0.00641"
"140.68800","11.72413","0.00639"
"140.69400","11.72467","0.00638"
"140.70000","11.72515","0.00636"
"140.70600","11.72563","0.00622"
"140.71200","11.72616","0.00604"
"140.71800","11.72664","0.00601"
"140.72400","11.72718","0.00610"
"140.73000","11.72766","0.00624"
"140.73600","11.72820","0.00627"
"140.74200","11.72867","0.00622"
"140.74800","11.72915","0.00629"
"140.75400","11.72969","0.00644"
"140.76000","11.73017","0.00655"
"140.76600","11.73065","0.00664"
"140.77200","11.73118","0.00684"
"140.77800","11.73166","0.00708"
"140.78400","11.73214","0.00722"
"140.79000","11.73262","0.00736"
"140.79600","11.73310","0.00744"
"140.80200","11.73363","0.00751"
"140.80800","11.73411","0.00752"
"140.81400","11.73459","0.00740"
"140.82000","11.73513","0.00725"
"140.82600","11.73561","0.00700"
"140.83200","11.73609","0.00667"
"140.83800","11.73662","0.00651"
"140.84400","11.73710","0.00644"
"140.85000","11.73764","0.00631"
"140.85600","11.73812","0.00640"
"140.86200","11.73866","0.00655"
"140.86800","11.73920","0.00666"
"140.87400","11.73967","0.00672"
"140.88000","11.74021","0.00671"
"140.88600","11.74069","0.00670"
"140.89200","11.74123","0.00677"
"140.89800","11.74171","0.00691"
"140.90400","11.74225","0.00690"
"140.91000","11.74272","0.00675"
"140.91600","11.74326","0.00655"
"140.92200","11.74374","0.00634"
"140.92800","11.74422","0.00632"
"140.93400","11.74470","0.00622"
"140.94000","11.74523","0.00611"
"140.94600","11.74571","0.00630"
"140.95200","11.74619","0.00647"
"140.95800","11.74673","0.00652"
"140.96400","11.74721","0.00643"
"140.97000","11.74769","0.00632"
"140.97600","11.74822","0.00613"
"140.98200","11.74870","0.00603"
"140.98800","11.74918","0.00609"
"140.99400","11.74972","0.00622"
"141.00000","11.75020","0.00647"
"141.00600","11.75074","0.00672"
"141.01200","11.75121","0.00685"
"141.01800","11.75175","0.00675"
"141.02400","11.75223","0.00658"
"141.03000","11.75277","0.00651"
"141.03600","11.75325","0.00648"
"141.04200","11.75378","0.00648"
"141.04800","11.75426","0.00659"
"141.05400","11.75480","0.00656"
"141.06000","11.75528","0.00647"
"141.06600","11.75576","0.00643"
"141.07200","11.75624","0.00650"
"141.07800","11.75671","0.00668"
"141.08400","11.75719","0.00675"
"141.09000","11.75773","0.00667"
"141.09600","11.75821","0.00653"
"141.10200","11.75869","0.00641"
"141.10800","11.75917","0.00636"
"141.11400","11.75970","0.00636"
"141.12000","11.76018","0.00635"
"141.12600","11.76066","0.00627"
"141.13200","11.76114","0.00624"
"141.13800","11.76168","0.00624"
"141.14400","11.76216","0.00630"
"141.15000","11.76263","0.00635"
"141.15600","11.76317","0.00643"
"141.16200","11.76365","0.00656"
"141.16800","11.76419","0.00665"
"141.17400","11.76467","0.00667"
"141.18000","11.76520","0.00663"
"141.18600","11.76568","0.00650"
"141.19200","11.76616","0.00631"
"141.19800","11.76670","0.00625"
"141.20400","11.76718","0.00619"
