End date,"1/7/2017"
Specimen label,"18AT_47/49"
Maximum Load,"0.18800",N

Time,Extension,Load
(s),(mm),(N)
"25.20600","2.10071","0.00011"
"25.21200","2.10118","0.00015"
"25.21800","2.10172","0.00021"
"25.22400","2.10220","0.00022"
"25.23000","2.10268","0.00025"
"25.23600","2.10322","0.00040"
"25.24200","2.10369","0.00053"
"25.24800","2.10423","0.00057"
"25.25400","2.10471","0.00056"
"25.26000","2.10525","0.00055"
"25.26600","2.10573","0.00061"
"25.27200","2.10621","0.00064"
"25.27800","2.10674","0.00074"
"25.28400","2.10722","0.00079"
"25.29000","2.10770","0.00092"
"25.29600","2.10818","0.00101"
"25.30200","2.10872","0.00113"
"25.30800","2.10920","0.00114"
"25.31400","2.10973","0.00116"
"25.32000","2.11021","0.00123"
"25.32600","2.11069","0.00131"
"25.33200","2.11123","0.00135"
"25.33800","2.11171","0.00123"
"25.34400","2.11224","0.00116"
"25.35000","2.11272","0.00111"
"25.35600","2.11320","0.00104"
"25.36200","2.11368","0.00092"
"25.36800","2.11422","0.00082"
"25.37400","2.11470","0.00075"
"25.38000","2.11517","0.00078"
"25.38600","2.11571","0.00073"
"25.39200","2.11619","0.00069"
"25.39800","2.11667","0.00082"
"25.40400","2.11721","0.00088"
"25.41000","2.11769","0.00083"
"25.41600","2.11822","0.00077"
"25.42200","2.11870","0.00070"
"25.42800","2.11924","0.00064"
"25.43400","2.11972","0.00060"
"25.44000","2.12020","0.00060"
"25.44600","2.12073","0.00074"
"25.45200","2.12121","0.00088"
"25.45800","2.12169","0.00091"
"25.46400","2.12223","0.00091"
"25.47000","2.12271","0.00095"
"25.47600","2.12319","0.00103"
"25.48200","2.12372","0.00115"
"25.48800","2.12420","0.00116"
"25.49400","2.12468","0.00105"
"25.50000","2.12522","0.00088"
"25.50600","2.12570","0.00073"
"25.51200","2.12618","0.00063"
"25.51800","2.12671","0.00054"
"25.52400","2.12719","0.00052"
"25.53000","2.12767","0.00053"
"25.53600","2.12821","0.00053"
"25.54200","2.12869","0.00047"
"25.54800","2.12916","0.00047"
"25.55400","2.12970","0.00053"
"25.56000","2.13018","0.00062"
"25.56600","2.13066","0.00062"
"25.57200","2.13120","0.00066"
"25.57800","2.13168","0.00061"
"25.58400","2.13215","0.00058"
"25.59000","2.13269","0.00053"
"25.59600","2.13317","0.00056"
"25.60200","2.13365","0.00056"
"25.60800","2.13419","0.00053"
"25.61400","2.13467","0.00066"
"25.62000","2.13514","0.00075"
"25.62600","2.13562","0.00071"
"25.63200","2.13616","0.00076"
"25.63800","2.13664","0.00096"
"25.64400","2.13712","0.00113"
"25.65000","2.13766","0.00120"
"25.65600","2.13813","0.00111"
"25.66200","2.13867","0.00104"
"25.66800","2.13915","0.00090"
"25.67400","2.13969","0.00081"
"25.68000","2.14017","0.00075"
"25.68600","2.14064","0.00074"
"25.69200","2.14112","0.00079"
"25.69800","2.14166","0.00085"
"25.70400","2.14214","0.00076"
"25.71000","2.14262","0.00062"
"25.71600","2.14316","0.00050"
"25.72200","2.14363","0.00054"
"25.72800","2.14411","0.00056"
"25.73400","2.14465","0.00053"
"25.74000","2.14513","0.00052"
"25.74600","2.14567","0.00054"
"25.75200","2.14615","0.00046"
"25.75800","2.14668","0.00033"
"25.76400","2.14716","0.00036"
"25.77000","2.14764","0.00043"
"25.77600","2.14818","0.00047"
"25.78200","2.14866","0.00047"
"25.78800","2.14919","0.00041"
"25.79400","2.14967","0.00037"
"25.80000","2.15021","0.00034"
"25.80600","2.15069","0.00032"
"25.81200","2.15123","0.00038"
"25.81800","2.15171","0.00042"
"25.82400","2.15224","0.00040"
"25.83000","2.15272","0.00049"
"25.83600","2.15320","0.00064"
"25.84200","2.15368","0.00068"
"25.84800","2.15416","0.00079"
"25.85400","2.15470","0.00089"
"25.86000","2.15517","0.00092"
"25.86600","2.15565","0.00095"
"25.87200","2.15619","0.00093"
"25.87800","2.15667","0.00083"
"25.88400","2.15721","0.00065"
"25.89000","2.15768","0.00040"
"25.89600","2.15816","0.00022"
"25.90200","2.15870","0.00010"
"25.90800","2.15918","0.00011"
"25.91400","2.15966","0.00014"
"25.92000","2.16020","0.00014"
"25.92600","2.16067","0.00007"
"25.93200","2.16115","0.00016"
"25.93800","2.16169","0.00041"
"25.94400","2.16217","0.00060"
"25.95000","2.16271","0.00063"
"25.95600","2.16319","0.00060"
"25.96200","2.16372","0.00063"
"25.96800","2.16420","0.00060"
"25.97400","2.16468","0.00059"
"25.98000","2.16522","0.00066"
"25.98600","2.16570","0.00068"
"25.99200","2.16617","0.00068"
"25.99800","2.16665","0.00060"
"26.00400","2.16713","0.00044"
"26.01000","2.16761","0.00029"
"26.01600","2.16815","0.00030"
"26.02200","2.16863","0.00036"
"26.02800","2.16910","0.00046"
"26.03400","2.16958","0.00066"
"26.04000","2.17012","0.00078"
"26.04600","2.17060","0.00073"
"26.05200","2.17114","0.00064"
"26.05800","2.17162","0.00048"
"26.06400","2.17215","0.00041"
"26.07000","2.17263","0.00041"
"26.07600","2.17317","0.00045"
"26.08200","2.17371","0.00048"
"26.08800","2.17419","0.00050"
"26.09400","2.17472","0.00050"
"26.10000","2.17520","0.00034"
"26.10600","2.17574","0.00025"
"26.11200","2.17622","0.00021"
"26.11800","2.17670","0.00025"
"26.12400","2.17718","0.00033"
"26.13000","2.17771","0.00046"
"26.13600","2.17819","0.00065"
"26.14200","2.17867","0.00073"
"26.14800","2.17915","0.00082"
"26.15400","2.17963","0.00100"
"26.16000","2.18017","0.00099"
"26.16600","2.18064","0.00096"
"26.17200","2.18112","0.00086"
"26.17800","2.18166","0.00081"
"26.18400","2.18214","0.00073"
"26.19000","2.18262","0.00066"
"26.19600","2.18315","0.00064"
"26.20200","2.18363","0.00065"
"26.20800","2.18417","0.00053"
"26.21400","2.18465","0.00054"
"26.22000","2.18519","0.00055"
"26.22600","2.18567","0.00060"
"26.23200","2.18620","0.00068"
"26.23800","2.18668","0.00075"
"26.24400","2.18722","0.00080"
"26.25000","2.18770","0.00073"
"26.25600","2.18818","0.00051"
"26.26200","2.18866","0.00027"
"26.26800","2.18919","0.00008"
"26.27400","2.18967","-0.00004"
"26.28000","2.19015","-0.00003"
"26.28600","2.19069","0.00007"
"26.29200","2.19117","0.00013"
"26.29800","2.19170","0.00012"
"26.30400","2.19218","0.00005"
"26.31000","2.19266","0.00004"
"26.31600","2.19320","0.00001"
"26.32200","2.19368","-0.00004"
"26.32800","2.19416","-0.00003"
"26.33400","2.19469","-0.00002"
"26.34000","2.19517","0.00003"
"26.34600","2.19565","0.00020"
"26.35200","2.19619","0.00042"
"26.35800","2.19667","0.00057"
"26.36400","2.19721","0.00077"
"26.37000","2.19768","0.00089"
"26.37600","2.19822","0.00092"
"26.38200","2.19870","0.00094"
"26.38800","2.19918","0.00084"
"26.39400","2.19966","0.00079"
"26.40000","2.20020","0.00071"
"26.40600","2.20067","0.00067"
"26.41200","2.20115","0.00073"
"26.41800","2.20169","0.00074"
"26.42400","2.20217","0.00064"
"26.43000","2.20265","0.00042"
"26.43600","2.20318","0.00034"
"26.44200","2.20366","0.00033"
"26.44800","2.20420","0.00040"
"26.45400","2.20468","0.00056"
"26.46000","2.20522","0.00079"
"26.46600","2.20570","0.00096"
"26.47200","2.20617","0.00098"
"26.47800","2.20671","0.00089"
"26.48400","2.20719","0.00093"
"26.49000","2.20773","0.00097"
"26.49600","2.20821","0.00093"
"26.50200","2.20874","0.00088"
"26.50800","2.20922","0.00080"
"26.51400","2.20970","0.00069"
"26.52000","2.21024","0.00051"
"26.52600","2.21072","0.00036"
"26.53200","2.21120","0.00035"
"26.53800","2.21173","0.00036"
"26.54400","2.21221","0.00045"
"26.55000","2.21269","0.00057"
"26.55600","2.21323","0.00052"
"26.56200","2.21371","0.00039"
"26.56800","2.21419","0.00042"
"26.57400","2.21466","0.00044"
"26.58000","2.21520","0.00052"
"26.58600","2.21568","0.00060"
"26.59200","2.21616","0.00059"
"26.59800","2.21664","0.00061"
"26.60400","2.21718","0.00056"
"26.61000","2.21765","0.00052"
"26.61600","2.21813","0.00053"
"26.62200","2.21867","0.00052"
"26.62800","2.21915","0.00049"
"26.63400","2.21963","0.00036"
"26.64000","2.22016","0.00023"
"26.64600","2.22064","0.00020"
"26.65200","2.22118","0.00019"
"26.65800","2.22166","0.00019"
"26.66400","2.22214","0.00032"
"26.67000","2.22268","0.00043"
"26.67600","2.22315","0.00040"
"26.68200","2.22363","0.00024"
"26.68800","2.22417","0.00017"
"26.69400","2.22465","0.00016"
"26.70000","2.22513","0.00013"
"26.70600","2.22567","0.00006"
"26.71200","2.22614","0.00012"
"26.71800","2.22668","0.00021"
"26.72400","2.22716","0.00025"
"26.73000","2.22764","0.00041"
"26.73600","2.22818","0.00069"
"26.74200","2.22865","0.00081"
"26.74800","2.22913","0.00086"
"26.75400","2.22967","0.00088"
"26.76000","2.23015","0.00086"
"26.76600","2.23063","0.00087"
"26.77200","2.23117","0.00083"
"26.77800","2.23164","0.00086"
"26.78400","2.23218","0.00078"
"26.79000","2.23266","0.00078"
"26.79600","2.23320","0.00079"
"26.80200","2.23368","0.00077"
"26.80800","2.23422","0.00073"
"26.81400","2.23469","0.00077"
"26.82000","2.23517","0.00074"
"26.82600","2.23571","0.00061"
"26.83200","2.23619","0.00042"
"26.83800","2.23673","0.00031"
"26.84400","2.23720","0.00030"
"26.85000","2.23768","0.00032"
"26.85600","2.23822","0.00037"
"26.86200","2.23870","0.00047"
"26.86800","2.23924","0.00061"
"26.87400","2.23972","0.00071"
"26.88000","2.24019","0.00085"
"26.88600","2.24067","0.00096"
"26.89200","2.24121","0.00098"
"26.89800","2.24169","0.00099"
"26.90400","2.24217","0.00104"
"26.91000","2.24271","0.00098"
"26.91600","2.24318","0.00096"
"26.92200","2.24372","0.00095"
"26.92800","2.24420","0.00084"
"26.93400","2.24474","0.00068"
"26.94000","2.24522","0.00044"
"26.94600","2.24575","0.00032"
"26.95200","2.24623","0.00027"
"26.95800","2.24671","0.00022"
"26.96400","2.24725","0.00025"
"26.97000","2.24773","0.00039"
"26.97600","2.24821","0.00047"
"26.98200","2.24874","0.00052"
"26.98800","2.24922","0.00048"
"26.99400","2.24970","0.00047"
"27.00000","2.25018","0.00052"
"27.00600","2.25072","0.00056"
"27.01200","2.25120","0.00067"
"27.01800","2.25173","0.00076"
"27.02400","2.25221","0.00078"
"27.03000","2.25269","0.00073"
"27.03600","2.25317","0.00066"
"27.04200","2.25371","0.00061"
"27.04800","2.25418","0.00053"
"27.05400","2.25472","0.00041"
"27.06000","2.25520","0.00041"
"27.06600","2.25568","0.00051"
"27.07200","2.25622","0.00046"
"27.07800","2.25670","0.00043"
"27.08400","2.25723","0.00047"
"27.09000","2.25771","0.00059"
"27.09600","2.25825","0.00068"
"27.10200","2.25873","0.00070"
"27.10800","2.25927","0.00077"
"27.11400","2.25975","0.00079"
"27.12000","2.26022","0.00082"
"27.12600","2.26070","0.00083"
"27.13200","2.26124","0.00090"
"27.13800","2.26172","0.00092"
"27.14400","2.26220","0.00089"
"27.15000","2.26268","0.00091"
"27.15600","2.26321","0.00083"
"27.16200","2.26369","0.00079"
"27.16800","2.26417","0.00076"
"27.17400","2.26465","0.00070"
"27.18000","2.26519","0.00071"
"27.18600","2.26566","0.00075"
"27.19200","2.26614","0.00069"
"27.19800","2.26662","0.00064"
"27.20400","2.26716","0.00074"
"27.21000","2.26764","0.00088"
"27.21600","2.26818","0.00099"
"27.22200","2.26865","0.00102"
"27.22800","2.26919","0.00094"
"27.23400","2.26967","0.00081"
"27.24000","2.27021","0.00057"
"27.24600","2.27069","0.00048"
"27.25200","2.27122","0.00043"
"27.25800","2.27170","0.00044"
"27.26400","2.27218","0.00062"
"27.27000","2.27272","0.00077"
"27.27600","2.27320","0.00082"
"27.28200","2.27374","0.00086"
"27.28800","2.27421","0.00094"
"27.29400","2.27469","0.00105"
"27.30000","2.27523","0.00106"
"27.30600","2.27571","0.00100"
"27.31200","2.27619","0.00092"
"27.31800","2.27673","0.00088"
"27.32400","2.27720","0.00084"
"27.33000","2.27768","0.00090"
"27.33600","2.27822","0.00088"
"27.34200","2.27870","0.00074"
"27.34800","2.27924","0.00066"
"27.35400","2.27972","0.00066"
"27.36000","2.28025","0.00069"
"27.36600","2.28073","0.00072"
"27.37200","2.28127","0.00071"
"27.37800","2.28175","0.00079"
"27.38400","2.28229","0.00086"
"27.39000","2.28276","0.00078"
"27.39600","2.28330","0.00067"
"27.40200","2.28378","0.00063"
"27.40800","2.28432","0.00056"
"27.41400","2.28480","0.00062"
"27.42000","2.28528","0.00072"
"27.42600","2.28575","0.00081"
"27.43200","2.28623","0.00087"
"27.43800","2.28677","0.00089"
"27.44400","2.28725","0.00088"
"27.45000","2.28773","0.00082"
"27.45600","2.28821","0.00071"
"27.46200","2.28868","0.00057"
"27.46800","2.28916","0.00052"
"27.47400","2.28970","0.00048"
"27.48000","2.29018","0.00049"
"27.48600","2.29066","0.00052"
"27.49200","2.29119","0.00049"
"27.49800","2.29167","0.00048"
"27.50400","2.29221","0.00046"
"27.51000","2.29275","0.00045"
"27.51600","2.29323","0.00046"
"27.52200","2.29371","0.00057"
"27.52800","2.29424","0.00065"
"27.53400","2.29472","0.00062"
"27.54000","2.29526","0.00051"
"27.54600","2.29574","0.00047"
"27.55200","2.29622","0.00051"
"27.55800","2.29670","0.00050"
"27.56400","2.29717","0.00049"
"27.57000","2.29771","0.00058"
"27.57600","2.29819","0.00064"
"27.58200","2.29867","0.00060"
"27.58800","2.29915","0.00054"
"27.59400","2.29968","0.00059"
"27.60000","2.30016","0.00059"
"27.60600","2.30064","0.00053"
"27.61200","2.30112","0.00051"
"27.61800","2.30166","0.00051"
"27.62400","2.30214","0.00050"
"27.63000","2.30261","0.00057"
"27.63600","2.30315","0.00077"
"27.64200","2.30363","0.00090"
"27.64800","2.30417","0.00096"
"27.65400","2.30465","0.00087"
"27.66000","2.30519","0.00082"
"27.66600","2.30566","0.00081"
"27.67200","2.30614","0.00071"
"27.67800","2.30668","0.00072"
"27.68400","2.30716","0.00087"
"27.69000","2.30770","0.00090"
"27.69600","2.30818","0.00076"
"27.70200","2.30865","0.00064"
"27.70800","2.30919","0.00051"
"27.71400","2.30967","0.00041"
"27.72000","2.31015","0.00035"
"27.72600","2.31063","0.00028"
"27.73200","2.31116","0.00028"
"27.73800","2.31164","0.00037"
"27.74400","2.31212","0.00041"
"27.75000","2.31266","0.00052"
"27.75600","2.31314","0.00056"
"27.76200","2.31362","0.00060"
"27.76800","2.31409","0.00069"
"27.77400","2.31463","0.00069"
"27.78000","2.31511","0.00064"
"27.78600","2.31565","0.00062"
"27.79200","2.31613","0.00066"
"27.79800","2.31667","0.00079"
"27.80400","2.31720","0.00079"
"27.81000","2.31768","0.00079"
"27.81600","2.31822","0.00078"
"27.82200","2.31870","0.00078"
"27.82800","2.31918","0.00077"
"27.83400","2.31971","0.00071"
"27.84000","2.32019","0.00065"
"27.84600","2.32067","0.00064"
"27.85200","2.32115","0.00063"
"27.85800","2.32169","0.00055"
"27.86400","2.32217","0.00058"
"27.87000","2.32264","0.00070"
"27.87600","2.32318","0.00087"
"27.88200","2.32366","0.00100"
"27.88800","2.32420","0.00095"
"27.89400","2.32468","0.00085"
"27.90000","2.32516","0.00082"
"27.90600","2.32569","0.00074"
"27.91200","2.32617","0.00064"
"27.91800","2.32665","0.00057"
"27.92400","2.32719","0.00048"
"27.93000","2.32767","0.00041"
"27.93600","2.32820","0.00042"
"27.94200","2.32874","0.00045"
"27.94800","2.32922","0.00048"
"27.95400","2.32976","0.00046"
"27.96000","2.33024","0.00055"
"27.96600","2.33078","0.00067"
"27.97200","2.33125","0.00079"
"27.97800","2.33173","0.00098"
"27.98400","2.33227","0.00119"
"27.99000","2.33275","0.00120"
"27.99600","2.33323","0.00116"
"28.00200","2.33371","0.00103"
"28.00800","2.33418","0.00082"
"28.01400","2.33472","0.00069"
"28.02000","2.33520","0.00050"
"28.02600","2.33568","0.00034"
"28.03200","2.33622","0.00031"
"28.03800","2.33669","0.00041"
"28.04400","2.33717","0.00064"
"28.05000","2.33771","0.00084"
"28.05600","2.33819","0.00082"
"28.06200","2.33867","0.00071"
"28.06800","2.33921","0.00061"
"28.07400","2.33968","0.00058"
"28.08000","2.34022","0.00051"
"28.08600","2.34070","0.00051"
"28.09200","2.34124","0.00061"
"28.09800","2.34172","0.00074"
"28.10400","2.34225","0.00080"
"28.11000","2.34273","0.00086"
"28.11600","2.34321","0.00087"
"28.12200","2.34369","0.00071"
"28.12800","2.34423","0.00063"
"28.13400","2.34471","0.00070"
"28.14000","2.34518","0.00072"
"28.14600","2.34566","0.00074"
"28.15200","2.34620","0.00081"
"28.15800","2.34668","0.00084"
"28.16400","2.34716","0.00080"
"28.17000","2.34770","0.00079"
"28.17600","2.34817","0.00082"
"28.18200","2.34865","0.00087"
"28.18800","2.34913","0.00077"
"28.19400","2.34967","0.00078"
"28.20000","2.35015","0.00078"
"28.20600","2.35063","0.00070"
"28.21200","2.35116","0.00065"
"28.21800","2.35164","0.00068"
"28.22400","2.35218","0.00072"
"28.23000","2.35266","0.00071"
"28.23600","2.35320","0.00069"
"28.24200","2.35367","0.00067"
"28.24800","2.35415","0.00071"
"28.25400","2.35469","0.00070"
"28.26000","2.35517","0.00062"
"28.26600","2.35565","0.00064"
"28.27200","2.35619","0.00065"
"28.27800","2.35666","0.00068"
"28.28400","2.35714","0.00074"
"28.29000","2.35762","0.00074"
"28.29600","2.35816","0.00072"
"28.30200","2.35864","0.00085"
"28.30800","2.35912","0.00102"
"28.31400","2.35959","0.00118"
"28.32000","2.36013","0.00128"
"28.32600","2.36061","0.00126"
"28.33200","2.36109","0.00115"
"28.33800","2.36163","0.00102"
"28.34400","2.36211","0.00086"
"28.35000","2.36264","0.00082"
"28.35600","2.36312","0.00071"
"28.36200","2.36366","0.00072"
"28.36800","2.36414","0.00086"
"28.37400","2.36468","0.00103"
"28.38000","2.36515","0.00110"
"28.38600","2.36569","0.00113"
"28.39200","2.36617","0.00112"
"28.39800","2.36671","0.00113"
"28.40400","2.36719","0.00104"
"28.41000","2.36767","0.00101"
"28.41600","2.36820","0.00103"
"28.42200","2.36868","0.00096"
"28.42800","2.36916","0.00082"
"28.43400","2.36970","0.00069"
"28.44000","2.37018","0.00060"
"28.44600","2.37071","0.00058"
"28.45200","2.37119","0.00058"
"28.45800","2.37167","0.00058"
"28.46400","2.37221","0.00054"
"28.47000","2.37269","0.00055"
"28.47600","2.37317","0.00067"
"28.48200","2.37370","0.00081"
"28.48800","2.37418","0.00091"
"28.49400","2.37466","0.00113"
"28.50000","2.37520","0.00124"
"28.50600","2.37568","0.00109"
"28.51200","2.37622","0.00095"
"28.51800","2.37675","0.00086"
"28.52400","2.37723","0.00072"
"28.53000","2.37771","0.00072"
"28.53600","2.37825","0.00075"
"28.54200","2.37873","0.00079"
"28.54800","2.37926","0.00084"
"28.55400","2.37974","0.00087"
"28.56000","2.38022","0.00088"
"28.56600","2.38070","0.00082"
"28.57200","2.38124","0.00068"
"28.57800","2.38172","0.00079"
"28.58400","2.38225","0.00095"
"28.59000","2.38273","0.00100"
"28.59600","2.38321","0.00104"
"28.60200","2.38375","0.00114"
"28.60800","2.38423","0.00111"
"28.61400","2.38471","0.00103"
"28.62000","2.38518","0.00094"
"28.62600","2.38572","0.00096"
"28.63200","2.38620","0.00107"
"28.63800","2.38668","0.00111"
"28.64400","2.38722","0.00113"
"28.65000","2.38770","0.00120"
"28.65600","2.38817","0.00121"
"28.66200","2.38871","0.00122"
"28.66800","2.38919","0.00117"
"28.67400","2.38973","0.00106"
"28.68000","2.39021","0.00097"
"28.68600","2.39068","0.00088"
"28.69200","2.39122","0.00080"
"28.69800","2.39170","0.00067"
"28.70400","2.39218","0.00060"
"28.71000","2.39272","0.00058"
"28.71600","2.39320","0.00065"
"28.72200","2.39367","0.00063"
"28.72800","2.39415","0.00057"
"28.73400","2.39469","0.00061"
"28.74000","2.39517","0.00073"
"28.74600","2.39565","0.00084"
"28.75200","2.39613","0.00103"
"28.75800","2.39666","0.00113"
"28.76400","2.39714","0.00109"
"28.77000","2.39762","0.00096"
"28.77600","2.39810","0.00080"
"28.78200","2.39864","0.00074"
"28.78800","2.39911","0.00063"
"28.79400","2.39965","0.00044"
"28.80000","2.40013","0.00035"
"28.80600","2.40067","0.00032"
"28.81200","2.40115","0.00036"
"28.81800","2.40163","0.00045"
"28.82400","2.40216","0.00045"
"28.83000","2.40264","0.00037"
"28.83600","2.40312","0.00036"
"28.84200","2.40366","0.00059"
"28.84800","2.40414","0.00093"
"28.85400","2.40462","0.00104"
"28.86000","2.40509","0.00106"
"28.86600","2.40563","0.00105"
"28.87200","2.40611","0.00092"
"28.87800","2.40659","0.00091"
"28.88400","2.40713","0.00098"
"28.89000","2.40760","0.00100"
"28.89600","2.40814","0.00093"
"28.90200","2.40862","0.00084"
"28.90800","2.40910","0.00074"
"28.91400","2.40964","0.00066"
"28.92000","2.41018","0.00057"
"28.92600","2.41065","0.00065"
"28.93200","2.41119","0.00072"
"28.93800","2.41167","0.00070"
"28.94400","2.41221","0.00063"
"28.95000","2.41269","0.00058"
"28.95600","2.41323","0.00054"
"28.96200","2.41370","0.00053"
"28.96800","2.41424","0.00064"
"28.97400","2.41472","0.00076"
"28.98000","2.41526","0.00086"
"28.98600","2.41574","0.00098"
"28.99200","2.41621","0.00099"
"28.99800","2.41675","0.00103"
"29.00400","2.41723","0.00100"
"29.01000","2.41777","0.00083"
"29.01600","2.41825","0.00066"
"29.02200","2.41879","0.00051"
"29.02800","2.41926","0.00044"
"29.03400","2.41974","0.00048"
"29.04000","2.42028","0.00051"
"29.04600","2.42076","0.00065"
"29.05200","2.42124","0.00084"
"29.05800","2.42172","0.00093"
"29.06400","2.42225","0.00088"
"29.07000","2.42273","0.00076"
"29.07600","2.42327","0.00072"
"29.08200","2.42375","0.00070"
"29.08800","2.42423","0.00064"
"29.09400","2.42476","0.00065"
"29.10000","2.42524","0.00075"
"29.10600","2.42572","0.00080"
"29.11200","2.42626","0.00080"
"29.11800","2.42674","0.00095"
"29.12400","2.42728","0.00111"
"29.13000","2.42775","0.00131"
"29.13600","2.42823","0.00145"
"29.14200","2.42871","0.00155"
"29.14800","2.42925","0.00163"
"29.15400","2.42973","0.00156"
"29.16000","2.43021","0.00135"
"29.16600","2.43074","0.00121"
"29.17200","2.43122","0.00110"
"29.17800","2.43170","0.00097"
"29.18400","2.43218","0.00084"
"29.19000","2.43272","0.00072"
"29.19600","2.43319","0.00061"
"29.20200","2.43367","0.00055"
"29.20800","2.43421","0.00057"
"29.21400","2.43469","0.00067"
"29.22000","2.43517","0.00075"
"29.22600","2.43571","0.00097"
"29.23200","2.43618","0.00124"
"29.23800","2.43672","0.00128"
"29.24400","2.43720","0.00120"
"29.25000","2.43768","0.00117"
"29.25600","2.43822","0.00111"
"29.26200","2.43870","0.00106"
"29.26800","2.43917","0.00113"
"29.27400","2.43971","0.00116"
"29.28000","2.44019","0.00121"
"29.28600","2.44067","0.00130"
"29.29200","2.44121","0.00152"
"29.29800","2.44168","0.00165"
"29.30400","2.44222","0.00161"
"29.31000","2.44270","0.00150"
"29.31600","2.44318","0.00133"
"29.32200","2.44372","0.00110"
"29.32800","2.44420","0.00104"
"29.33400","2.44467","0.00109"
"29.34000","2.44515","0.00123"
"29.34600","2.44563","0.00140"
"29.35200","2.44617","0.00148"
"29.35800","2.44665","0.00147"
"29.36400","2.44719","0.00142"
"29.37000","2.44766","0.00132"
"29.37600","2.44814","0.00135"
"29.38200","2.44868","0.00139"
"29.38800","2.44916","0.00120"
"29.39400","2.44970","0.00098"
"29.40000","2.45017","0.00093"
"29.40600","2.45071","0.00100"
"29.41200","2.45119","0.00100"
"29.41800","2.45173","0.00104"
"29.42400","2.45221","0.00109"
"29.43000","2.45269","0.00108"
"29.43600","2.45322","0.00106"
"29.44200","2.45370","0.00104"
"29.44800","2.45418","0.00111"
"29.45400","2.45472","0.00115"
"29.46000","2.45520","0.00121"
"29.46600","2.45574","0.00142"
"29.47200","2.45621","0.00146"
"29.47800","2.45669","0.00145"
"29.48400","2.45723","0.00155"
"29.49000","2.45771","0.00160"
"29.49600","2.45819","0.00151"
"29.50200","2.45872","0.00127"
"29.50800","2.45920","0.00108"
"29.51400","2.45968","0.00088"
"29.52000","2.46022","0.00073"
"29.52600","2.46070","0.00069"
"29.53200","2.46124","0.00065"
"29.53800","2.46171","0.00054"
"29.54400","2.46225","0.00056"
"29.55000","2.46273","0.00073"
"29.55600","2.46327","0.00092"
"29.56200","2.46375","0.00099"
"29.56800","2.46429","0.00100"
"29.57400","2.46476","0.00093"
"29.58000","2.46524","0.00086"
"29.58600","2.46578","0.00086"
"29.59200","2.46626","0.00091"
"29.59800","2.46674","0.00084"
"29.60400","2.46722","0.00071"
"29.61000","2.46769","0.00065"
"29.61600","2.46823","0.00068"
"29.62200","2.46871","0.00070"
"29.62800","2.46919","0.00068"
"29.63400","2.46973","0.00070"
"29.64000","2.47020","0.00068"
"29.64600","2.47074","0.00068"
"29.65200","2.47122","0.00057"
"29.65800","2.47176","0.00059"
"29.66400","2.47224","0.00072"
"29.67000","2.47278","0.00084"
"29.67600","2.47325","0.00103"
"29.68200","2.47379","0.00131"
"29.68800","2.47427","0.00146"
"29.69400","2.47475","0.00145"
"29.70000","2.47529","0.00150"
"29.70600","2.47576","0.00146"
"29.71200","2.47624","0.00137"
"29.71800","2.47672","0.00138"
"29.72400","2.47726","0.00135"
"29.73000","2.47774","0.00128"
"29.73600","2.47822","0.00129"
"29.74200","2.47869","0.00134"
"29.74800","2.47923","0.00144"
"29.75400","2.47971","0.00146"
"29.76000","2.48019","0.00139"
"29.76600","2.48067","0.00127"
"29.77200","2.48121","0.00112"
"29.77800","2.48168","0.00104"
"29.78400","2.48216","0.00100"
"29.79000","2.48264","0.00098"
"29.79600","2.48318","0.00102"
"29.80200","2.48366","0.00101"
"29.80800","2.48420","0.00114"
"29.81400","2.48467","0.00130"
"29.82000","2.48521","0.00141"
"29.82600","2.48569","0.00141"
"29.83200","2.48617","0.00142"
"29.83800","2.48671","0.00133"
"29.84400","2.48718","0.00119"
"29.85000","2.48766","0.00115"
"29.85600","2.48814","0.00115"
"29.86200","2.48868","0.00113"
"29.86800","2.48916","0.00110"
"29.87400","2.48964","0.00101"
"29.88000","2.49011","0.00094"
"29.88600","2.49065","0.00092"
"29.89200","2.49113","0.00092"
"29.89800","2.49161","0.00100"
"29.90400","2.49215","0.00107"
"29.91000","2.49263","0.00111"
"29.91600","2.49310","0.00111"
"29.92200","2.49364","0.00102"
"29.92800","2.49412","0.00091"
"29.93400","2.49460","0.00084"
"29.94000","2.49514","0.00080"
"29.94600","2.49567","0.00075"
"29.95200","2.49615","0.00066"
"29.95800","2.49669","0.00061"
"29.96400","2.49717","0.00069"
"29.97000","2.49771","0.00072"
"29.97600","2.49819","0.00064"
"29.98200","2.49872","0.00074"
"29.98800","2.49920","0.00089"
"29.99400","2.49968","0.00094"
"30.00000","2.50016","0.00100"
"30.00600","2.50064","0.00106"
"30.01200","2.50112","0.00108"
"30.01800","2.50165","0.00117"
"30.02400","2.50213","0.00124"
"30.03000","2.50267","0.00133"
"30.03600","2.50315","0.00139"
"30.04200","2.50363","0.00151"
"30.04800","2.50416","0.00152"
"30.05400","2.50464","0.00144"
"30.06000","2.50512","0.00129"
"30.06600","2.50566","0.00113"
"30.07200","2.50614","0.00105"
"30.07800","2.50668","0.00090"
"30.08400","2.50715","0.00084"
"30.09000","2.50769","0.00089"
"30.09600","2.50817","0.00095"
"30.10200","2.50871","0.00097"
"30.10800","2.50919","0.00091"
"30.11400","2.50973","0.00089"
