End date,"1/7/2017"
Specimen label,"18CT_NT1"
Maximum Load,"0.01610",N

Time,Extension,Load
(s),(mm),(N)
"289.25400","24.10463","0.00660"
"289.26000","24.10511","0.00659"
"289.26600","24.10565","0.00657"
"289.27200","24.10612","0.00662"
"289.27800","24.10660","0.00659"
"289.28400","24.10708","0.00665"
"289.29000","24.10762","0.00679"
"289.29600","24.10810","0.00691"
"289.30200","24.10857","0.00699"
"289.30800","24.10911","0.00705"
"289.31400","24.10959","0.00707"
"289.32000","24.11007","0.00692"
"289.32600","24.11061","0.00687"
"289.33200","24.11115","0.00682"
"289.33800","24.11163","0.00673"
"289.34400","24.11216","0.00663"
"289.35000","24.11264","0.00667"
"289.35600","24.11318","0.00666"
"289.36200","24.11366","0.00667"
"289.36800","24.11419","0.00674"
"289.37400","24.11467","0.00672"
"289.38000","24.11515","0.00654"
"289.38600","24.11569","0.00630"
"289.39200","24.11617","0.00620"
"289.39800","24.11664","0.00616"
"289.40400","24.11719","0.00618"
"289.41000","24.11766","0.00633"
"289.41600","24.11820","0.00639"
"289.42200","24.11868","0.00653"
"289.42800","24.11922","0.00663"
"289.43400","24.11969","0.00674"
"289.44000","24.12017","0.00678"
"289.44600","24.12071","0.00683"
"289.45200","24.12119","0.00698"
"289.45800","24.12173","0.00706"
"289.46400","24.12221","0.00704"
"289.47000","24.12268","0.00693"
"289.47600","24.12322","0.00679"
"289.48200","24.12376","0.00670"
"289.48800","24.12424","0.00663"
"289.49400","24.12472","0.00651"
"289.50000","24.12526","0.00648"
"289.50600","24.12573","0.00659"
"289.51200","24.12621","0.00667"
"289.51800","24.12669","0.00676"
"289.52400","24.12717","0.00684"
"289.53000","24.12771","0.00686"
"289.53600","24.12819","0.00698"
"289.54200","24.12866","0.00711"
"289.54800","24.12914","0.00719"
"289.55400","24.12968","0.00711"
"289.56000","24.13016","0.00700"
"289.56600","24.13064","0.00691"
"289.57200","24.13117","0.00675"
"289.57800","24.13165","0.00663"
"289.58400","24.13219","0.00651"
"289.59000","24.13267","0.00642"
"289.59600","24.13315","0.00632"
"289.60200","24.13369","0.00631"
"289.60800","24.13416","0.00634"
"289.61400","24.13470","0.00646"
"289.62000","24.13518","0.00656"
"289.62600","24.13572","0.00672"
"289.63200","24.13620","0.00689"
"289.63800","24.13674","0.00710"
"289.64400","24.13722","0.00718"
"289.65000","24.13769","0.00719"
"289.65600","24.13823","0.00720"
"289.66200","24.13871","0.00716"
"289.66800","24.13919","0.00721"
"289.67400","24.13972","0.00729"
"289.68000","24.14020","0.00723"
"289.68600","24.14068","0.00716"
"289.69200","24.14116","0.00713"
"289.69800","24.14170","0.00711"
"289.70400","24.14218","0.00696"
"289.71000","24.14266","0.00675"
"289.71600","24.14313","0.00656"
"289.72200","24.14367","0.00652"
"289.72800","24.14415","0.00655"
"289.73400","24.14469","0.00655"
"289.74000","24.14517","0.00655"
"289.74600","24.14564","0.00651"
"289.75200","24.14618","0.00651"
"289.75800","24.14666","0.00666"
"289.76400","24.14720","0.00682"
"289.77000","24.14768","0.00703"
"289.77600","24.14822","0.00715"
"289.78200","24.14869","0.00719"
"289.78800","24.14917","0.00723"
"289.79400","24.14971","0.00723"
"289.80000","24.15019","0.00714"
"289.80600","24.15067","0.00703"
"289.81200","24.15115","0.00687"
"289.81800","24.15168","0.00677"
"289.82400","24.15216","0.00661"
"289.83000","24.15264","0.00657"
"289.83600","24.15312","0.00657"
"289.84200","24.15366","0.00660"
"289.84800","24.15413","0.00672"
"289.85400","24.15461","0.00677"
"289.86000","24.15515","0.00689"
"289.86600","24.15563","0.00702"
"289.87200","24.15611","0.00707"
"289.87800","24.15664","0.00710"
"289.88400","24.15713","0.00717"
"289.89000","24.15766","0.00727"
"289.89600","24.15814","0.00726"
"289.90200","24.15868","0.00713"
"289.90800","24.15922","0.00702"
"289.91400","24.15970","0.00692"
"289.92000","24.16018","0.00694"
"289.92600","24.16071","0.00713"
"289.93200","24.16119","0.00711"
"289.93800","24.16173","0.00716"
"289.94400","24.16220","0.00723"
"289.95000","24.16268","0.00723"
"289.95600","24.16316","0.00714"
"289.96200","24.16370","0.00702"
"289.96800","24.16418","0.00690"
"289.97400","24.16466","0.00686"
"289.98000","24.16519","0.00693"
"289.98600","24.16567","0.00704"
"289.99200","24.16615","0.00715"
"289.99800","24.16669","0.00720"
"290.00400","24.16717","0.00724"
"290.01000","24.16771","0.00722"
"290.01600","24.16818","0.00710"
"290.02200","24.16872","0.00697"
"290.02800","24.16920","0.00683"
"290.03400","24.16974","0.00676"
"290.04000","24.17022","0.00678"
"290.04600","24.17076","0.00686"
"290.05200","24.17123","0.00691"
"290.05800","24.17177","0.00707"
"290.06400","24.17225","0.00724"
"290.07000","24.17273","0.00722"
"290.07600","24.17321","0.00714"
"290.08200","24.17374","0.00702"
"290.08800","24.17422","0.00682"
"290.09400","24.17470","0.00671"
"290.10000","24.17524","0.00673"
"290.10600","24.17572","0.00677"
"290.11200","24.17620","0.00689"
"290.11800","24.17668","0.00705"
"290.12400","24.17721","0.00723"
"290.13000","24.17769","0.00738"
"290.13600","24.17817","0.00735"
"290.14200","24.17865","0.00737"
"290.14800","24.17918","0.00737"
"290.15400","24.17966","0.00727"
"290.16000","24.18014","0.00728"
"290.16600","24.18068","0.00740"
"290.17200","24.18116","0.00738"
"290.17800","24.18170","0.00727"
"290.18400","24.18217","0.00717"
"290.19000","24.18271","0.00715"
"290.19600","24.18319","0.00707"
"290.20200","24.18367","0.00695"
"290.20800","24.18421","0.00688"
"290.21400","24.18469","0.00676"
"290.22000","24.18522","0.00657"
"290.22600","24.18570","0.00647"
"290.23200","24.18618","0.00653"
"290.23800","24.18672","0.00658"
"290.24400","24.18720","0.00669"
"290.25000","24.18768","0.00679"
"290.25600","24.18822","0.00681"
"290.26200","24.18869","0.00669"
"290.26800","24.18917","0.00659"
"290.27400","24.18965","0.00663"
"290.28000","24.19013","0.00673"
"290.28600","24.19067","0.00676"
"290.29200","24.19114","0.00669"
"290.29800","24.19168","0.00666"
"290.30400","24.19216","0.00680"
"290.31000","24.19264","0.00694"
"290.31600","24.19317","0.00710"
"290.32200","24.19366","0.00718"
"290.32800","24.19413","0.00709"
"290.33400","24.19467","0.00694"
"290.34000","24.19515","0.00682"
"290.34600","24.19563","0.00675"
"290.35200","24.19617","0.00676"
"290.35800","24.19665","0.00677"
"290.36400","24.19712","0.00679"
"290.37000","24.19766","0.00686"
"290.37600","24.19814","0.00694"
"290.38200","24.19862","0.00696"
"290.38800","24.19915","0.00694"
"290.39400","24.19963","0.00691"
"290.40000","24.20011","0.00696"
"290.40600","24.20065","0.00703"
"290.41200","24.20113","0.00706"
"290.41800","24.20167","0.00712"
"290.42400","24.20215","0.00742"
"290.43000","24.20268","0.00760"
"290.43600","24.20316","0.00761"
"290.44200","24.20364","0.00750"
"290.44800","24.20418","0.00734"
"290.45400","24.20465","0.00726"
"290.46000","24.20513","0.00722"
"290.46600","24.20567","0.00722"
"290.47200","24.20615","0.00720"
"290.47800","24.20669","0.00698"
"290.48400","24.20717","0.00690"
"290.49000","24.20764","0.00695"
"290.49600","24.20819","0.00694"
"290.50200","24.20866","0.00687"
"290.50800","24.20920","0.00680"
"290.51400","24.20968","0.00673"
"290.52000","24.21016","0.00666"
"290.52600","24.21070","0.00651"
"290.53200","24.21117","0.00647"
"290.53800","24.21165","0.00664"
"290.54400","24.21219","0.00674"
"290.55000","24.21267","0.00673"
"290.55600","24.21321","0.00668"
"290.56200","24.21368","0.00663"
"290.56800","24.21416","0.00663"
"290.57400","24.21470","0.00672"
"290.58000","24.21518","0.00682"
"290.58600","24.21566","0.00690"
"290.59200","24.21614","0.00698"
"290.59800","24.21667","0.00704"
"290.60400","24.21715","0.00712"
"290.61000","24.21769","0.00712"
"290.61600","24.21817","0.00709"
"290.62200","24.21871","0.00716"
"290.62800","24.21918","0.00713"
"290.63400","24.21972","0.00712"
"290.64000","24.22020","0.00710"
"290.64600","24.22074","0.00707"
"290.65200","24.22122","0.00696"
"290.65800","24.22176","0.00684"
"290.66400","24.22224","0.00679"
"290.67000","24.22271","0.00668"
"290.67600","24.22325","0.00658"
"290.68200","24.22373","0.00654"
"290.68800","24.22427","0.00675"
"290.69400","24.22474","0.00697"
"290.70000","24.22523","0.00701"
"290.70600","24.22576","0.00709"
"290.71200","24.22624","0.00714"
"290.71800","24.22672","0.00720"
"290.72400","24.22720","0.00721"
"290.73000","24.22768","0.00720"
"290.73600","24.22815","0.00720"
"290.74200","24.22863","0.00712"
"290.74800","24.22917","0.00707"
"290.75400","24.22965","0.00705"
"290.76000","24.23019","0.00695"
"290.76600","24.23067","0.00687"
"290.77200","24.23114","0.00687"
"290.77800","24.23168","0.00683"
"290.78400","24.23216","0.00673"
"290.79000","24.23270","0.00670"
"290.79600","24.23318","0.00668"
"290.80200","24.23366","0.00663"
"290.80800","24.23413","0.00647"
"290.81400","24.23467","0.00637"
"290.82000","24.23515","0.00638"
"290.82600","24.23569","0.00644"
"290.83200","24.23616","0.00653"
"290.83800","24.23670","0.00654"
"290.84400","24.23718","0.00657"
"290.85000","24.23772","0.00649"
"290.85600","24.23820","0.00649"
"290.86200","24.23868","0.00644"
"290.86800","24.23922","0.00641"
"290.87400","24.23969","0.00657"
"290.88000","24.24017","0.00680"
"290.88600","24.24065","0.00705"
"290.89200","24.24113","0.00732"
"290.89800","24.24166","0.00743"
"290.90400","24.24214","0.00730"
"290.91000","24.24262","0.00717"
"290.91600","24.24310","0.00714"
"290.92200","24.24364","0.00710"
"290.92800","24.24412","0.00707"
"290.93400","24.24466","0.00699"
"290.94000","24.24514","0.00697"
"290.94600","24.24567","0.00704"
"290.95200","24.24615","0.00707"
"290.95800","24.24663","0.00699"
"290.96400","24.24717","0.00693"
"290.97000","24.24764","0.00685"
"290.97600","24.24818","0.00701"
"290.98200","24.24866","0.00720"
"290.98800","24.24920","0.00726"
"290.99400","24.24968","0.00726"
"291.00000","24.25022","0.00736"
"291.00600","24.25069","0.00745"
"291.01200","24.25117","0.00734"
"291.01800","24.25165","0.00717"
"291.02400","24.25219","0.00702"
"291.03000","24.25267","0.00693"
"291.03600","24.25315","0.00686"
"291.04200","24.25368","0.00676"
"291.04800","24.25416","0.00665"
"291.05400","24.25470","0.00671"
"291.06000","24.25518","0.00680"
"291.06600","24.25566","0.00691"
"291.07200","24.25619","0.00699"
"291.07800","24.25667","0.00689"
"291.08400","24.25721","0.00666"
"291.09000","24.25769","0.00659"
"291.09600","24.25823","0.00645"
"291.10200","24.25871","0.00636"
"291.10800","24.25918","0.00644"
"291.11400","24.25972","0.00656"
"291.12000","24.26020","0.00660"
"291.12600","24.26068","0.00663"
"291.13200","24.26122","0.00672"
"291.13800","24.26170","0.00686"
"291.14400","24.26217","0.00686"
"291.15000","24.26265","0.00683"
"291.15600","24.26319","0.00701"
"291.16200","24.26367","0.00709"
"291.16800","24.26415","0.00721"
"291.17400","24.26469","0.00727"
"291.18000","24.26516","0.00738"
"291.18600","24.26570","0.00735"
"291.19200","24.26618","0.00717"
"291.19800","24.26672","0.00702"
"291.20400","24.26719","0.00697"
"291.21000","24.26768","0.00703"
"291.21600","24.26821","0.00719"
"291.22200","24.26869","0.00725"
"291.22800","24.26917","0.00728"
"291.23400","24.26971","0.00719"
"291.24000","24.27018","0.00708"
"291.24600","24.27066","0.00706"
"291.25200","24.27120","0.00705"
"291.25800","24.27168","0.00700"
"291.26400","24.27216","0.00697"
"291.27000","24.27270","0.00706"
"291.27600","24.27317","0.00716"
"291.28200","24.27365","0.00728"
"291.28800","24.27419","0.00725"
"291.29400","24.27467","0.00712"
"291.30000","24.27515","0.00709"
"291.30600","24.27563","0.00709"
"291.31200","24.27616","0.00712"
"291.31800","24.27664","0.00716"
"291.32400","24.27718","0.00711"
"291.33000","24.27766","0.00711"
"291.33600","24.27814","0.00715"
"291.34200","24.27868","0.00729"
"291.34800","24.27915","0.00737"
"291.35400","24.27963","0.00739"
"291.36000","24.28017","0.00742"
"291.36600","24.28065","0.00742"
"291.37200","24.28113","0.00737"
"291.37800","24.28167","0.00722"
"291.38400","24.28214","0.00713"
"291.39000","24.28262","0.00702"
"291.39600","24.28316","0.00698"
"291.40200","24.28364","0.00706"
"291.40800","24.28411","0.00702"
"291.41400","24.28465","0.00706"
"291.42000","24.28513","0.00709"
"291.42600","24.28561","0.00706"
"291.43200","24.28609","0.00714"
"291.43800","24.28663","0.00712"
"291.44400","24.28711","0.00697"
"291.45000","24.28758","0.00681"
"291.45600","24.28812","0.00680"
"291.46200","24.28860","0.00682"
"291.46800","24.28914","0.00686"
"291.47400","24.28962","0.00695"
"291.48000","24.29016","0.00691"
"291.48600","24.29063","0.00679"
"291.49200","24.29117","0.00668"
"291.49800","24.29165","0.00666"
"291.50400","24.29219","0.00665"
"291.51000","24.29267","0.00668"
"291.51600","24.29314","0.00668"
"291.52200","24.29368","0.00661"
"291.52800","24.29416","0.00655"
"291.53400","24.29470","0.00645"
"291.54000","24.29518","0.00646"
"291.54600","24.29566","0.00664"
"291.55200","24.29619","0.00678"
"291.55800","24.29667","0.00695"
"291.56400","24.29715","0.00714"
"291.57000","24.29763","0.00711"
"291.57600","24.29817","0.00694"
"291.58200","24.29865","0.00687"
"291.58800","24.29912","0.00679"
"291.59400","24.29966","0.00668"
"291.60000","24.30014","0.00661"
"291.60600","24.30068","0.00659"
"291.61200","24.30116","0.00657"
"291.61800","24.30170","0.00656"
"291.62400","24.30217","0.00673"
"291.63000","24.30271","0.00695"
"291.63600","24.30319","0.00711"
"291.64200","24.30373","0.00718"
"291.64800","24.30420","0.00733"
"291.65400","24.30474","0.00737"
"291.66000","24.30522","0.00747"
"291.66600","24.30570","0.00767"
"291.67200","24.30618","0.00779"
"291.67800","24.30672","0.00769"
"291.68400","24.30720","0.00755"
"291.69000","24.30768","0.00752"
"291.69600","24.30815","0.00745"
"291.70200","24.30863","0.00722"
"291.70800","24.30917","0.00697"
"291.71400","24.30965","0.00689"
"291.72000","24.31013","0.00686"
"291.72600","24.31066","0.00679"
"291.73200","24.31114","0.00669"
"291.73800","24.31162","0.00658"
"291.74400","24.31216","0.00650"
"291.75000","24.31264","0.00649"
"291.75600","24.31317","0.00652"
"291.76200","24.31365","0.00671"
"291.76800","24.31419","0.00680"
"291.77400","24.31467","0.00681"
"291.78000","24.31521","0.00686"
"291.78600","24.31569","0.00684"
"291.79200","24.31616","0.00679"
"291.79800","24.31670","0.00675"
"291.80400","24.31718","0.00684"
"291.81000","24.31766","0.00697"
"291.81600","24.31814","0.00721"
"291.82200","24.31868","0.00750"
"291.82800","24.31915","0.00773"
"291.83400","24.31963","0.00786"
"291.84000","24.32011","0.00799"
"291.84600","24.32065","0.00804"
"291.85200","24.32113","0.00795"
"291.85800","24.32167","0.00774"
"291.86400","24.32214","0.00752"
"291.87000","24.32262","0.00743"
"291.87600","24.32316","0.00739"
"291.88200","24.32364","0.00740"
"291.88800","24.32412","0.00755"
"291.89400","24.32466","0.00760"
"291.90000","24.32513","0.00758"
"291.90600","24.32567","0.00758"
"291.91200","24.32615","0.00755"
"291.91800","24.32663","0.00742"
"291.92400","24.32717","0.00728"
"291.93000","24.32770","0.00717"
"291.93600","24.32818","0.00715"
"291.94200","24.32866","0.00715"
"291.94800","24.32920","0.00722"
"291.95400","24.32968","0.00737"
"291.96000","24.33015","0.00747"
"291.96600","24.33064","0.00751"
"291.97200","24.33111","0.00746"
"291.97800","24.33165","0.00732"
"291.98400","24.33213","0.00723"
"291.99000","24.33261","0.00719"
"291.99600","24.33315","0.00714"
"292.00200","24.33362","0.00715"
"292.00800","24.33410","0.00737"
"292.01400","24.33464","0.00756"
"292.02000","24.33512","0.00768"
"292.02600","24.33560","0.00766"
"292.03200","24.33613","0.00758"
"292.03800","24.33661","0.00744"
"292.04400","24.33715","0.00727"
"292.05000","24.33769","0.00722"
"292.05600","24.33817","0.00724"
"292.06200","24.33870","0.00720"
"292.06800","24.33918","0.00731"
"292.07400","24.33972","0.00741"
"292.08000","24.34020","0.00745"
"292.08600","24.34068","0.00751"
"292.09200","24.34122","0.00747"
"292.09800","24.34170","0.00740"
"292.10400","24.34217","0.00731"
"292.11000","24.34265","0.00729"
"292.11600","24.34319","0.00742"
"292.12200","24.34367","0.00760"
"292.12800","24.34420","0.00767"
"292.13400","24.34468","0.00762"
"292.14000","24.34516","0.00750"
"292.14600","24.34570","0.00745"
"292.15200","24.34618","0.00738"
"292.15800","24.34665","0.00732"
"292.16400","24.34719","0.00727"
"292.17000","24.34767","0.00731"
"292.17600","24.34815","0.00737"
"292.18200","24.34869","0.00751"
"292.18800","24.34917","0.00752"
"292.19400","24.34971","0.00749"
"292.20000","24.35018","0.00744"
"292.20600","24.35072","0.00738"
"292.21200","24.35120","0.00724"
"292.21800","24.35174","0.00710"
"292.22400","24.35221","0.00708"
"292.23000","24.35275","0.00704"
"292.23600","24.35323","0.00700"
"292.24200","24.35371","0.00685"
"292.24800","24.35419","0.00682"
"292.25400","24.35467","0.00674"
"292.26000","24.35521","0.00662"
"292.26600","24.35569","0.00675"
"292.27200","24.35616","0.00700"
"292.27800","24.35670","0.00712"
"292.28400","24.35718","0.00712"
"292.29000","24.35766","0.00721"
"292.29600","24.35819","0.00728"
"292.30200","24.35868","0.00729"
"292.30800","24.35921","0.00732"
"292.31400","24.35969","0.00732"
"292.32000","24.36017","0.00724"
"292.32600","24.36071","0.00709"
"292.33200","24.36118","0.00694"
"292.33800","24.36166","0.00690"
"292.34400","24.36220","0.00691"
"292.35000","24.36268","0.00691"
"292.35600","24.36322","0.00704"
"292.36200","24.36370","0.00723"
"292.36800","24.36423","0.00739"
"292.37400","24.36471","0.00746"
"292.38000","24.36519","0.00752"
"292.38600","24.36573","0.00738"
"292.39200","24.36621","0.00714"
"292.39800","24.36669","0.00696"
"292.40400","24.36716","0.00693"
"292.41000","24.36764","0.00699"
"292.41600","24.36818","0.00693"
"292.42200","24.36866","0.00696"
"292.42800","24.36914","0.00708"
"292.43400","24.36962","0.00711"
"292.44000","24.37015","0.00707"
"292.44600","24.37063","0.00704"
"292.45200","24.37111","0.00695"
"292.45800","24.37165","0.00689"
"292.46400","24.37213","0.00688"
"292.47000","24.37260","0.00701"
"292.47600","24.37314","0.00709"
"292.48200","24.37362","0.00725"
"292.48800","24.37416","0.00742"
"292.49400","24.37464","0.00741"
"292.50000","24.37518","0.00731"
"292.50600","24.37565","0.00725"
"292.51200","24.37613","0.00724"
"292.51800","24.37667","0.00728"
"292.52400","24.37715","0.00729"
"292.53000","24.37763","0.00729"
"292.53600","24.37817","0.00718"
"292.54200","24.37864","0.00711"
"292.54800","24.37912","0.00701"
"292.55400","24.37966","0.00707"
"292.56000","24.38014","0.00712"
"292.56600","24.38062","0.00712"
"292.57200","24.38116","0.00727"
"292.57800","24.38163","0.00739"
"292.58400","24.38211","0.00742"
"292.59000","24.38265","0.00739"
"292.59600","24.38313","0.00743"
"292.60200","24.38367","0.00746"
"292.60800","24.38414","0.00737"
"292.61400","24.38468","0.00739"
"292.62000","24.38516","0.00741"
"292.62600","24.38570","0.00736"
"292.63200","24.38624","0.00735"
"292.63800","24.38672","0.00737"
"292.64400","24.38719","0.00737"
"292.65000","24.38773","0.00728"
"292.65600","24.38821","0.00716"
"292.66200","24.38875","0.00712"
"292.66800","24.38923","0.00712"
"292.67400","24.38971","0.00707"
"292.68000","24.39024","0.00707"
"292.68600","24.39072","0.00709"
"292.69200","24.39120","0.00718"
"292.69800","24.39168","0.00734"
"292.70400","24.39222","0.00744"
"292.71000","24.39270","0.00751"
"292.71600","24.39317","0.00753"
"292.72200","24.39365","0.00755"
"292.72800","24.39419","0.00742"
"292.73400","24.39467","0.00722"
"292.74000","24.39515","0.00705"
"292.74600","24.39569","0.00708"
"292.75200","24.39616","0.00715"
"292.75800","24.39664","0.00711"
"292.76400","24.39718","0.00710"
"292.77000","24.39766","0.00713"
"292.77600","24.39820","0.00711"
"292.78200","24.39873","0.00713"
"292.78800","24.39921","0.00718"
"292.79400","24.39975","0.00727"
"292.80000","24.40023","0.00735"
"292.80600","24.40071","0.00743"
"292.81200","24.40125","0.00753"
"292.81800","24.40172","0.00748"
"292.82400","24.40220","0.00744"
"292.83000","24.40274","0.00745"
"292.83600","24.40322","0.00738"
"292.84200","24.40376","0.00732"
"292.84800","24.40424","0.00739"
"292.85400","24.40471","0.00752"
"292.86000","24.40519","0.00757"
"292.86600","24.40573","0.00765"
"292.87200","24.40621","0.00766"
"292.87800","24.40669","0.00767"
"292.88400","24.40716","0.00765"
"292.89000","24.40770","0.00773"
"292.89600","24.40818","0.00786"
"292.90200","24.40872","0.00781"
"292.90800","24.40920","0.00768"
"292.91400","24.40968","0.00756"
"292.92000","24.41021","0.00758"
"292.92600","24.41069","0.00759"
"292.93200","24.41123","0.00768"
"292.93800","24.41171","0.00783"
"292.94400","24.41219","0.00786"
"292.95000","24.41267","0.00770"
"292.95600","24.41320","0.00767"
"292.96200","24.41368","0.00765"
"292.96800","24.41416","0.00758"
"292.97400","24.41464","0.00755"
"292.98000","24.41518","0.00763"
"292.98600","24.41566","0.00765"
"292.99200","24.41613","0.00753"
"292.99800","24.41661","0.00746"
"293.00400","24.41715","0.00749"
"293.01000","24.41763","0.00745"
"293.01600","24.41810","0.00745"
"293.02200","24.41864","0.00752"
"293.02800","24.41912","0.00765"
"293.03400","24.41960","0.00775"
"293.04000","24.42014","0.00788"
"293.04600","24.42062","0.00789"
"293.05200","24.42116","0.00783"
"293.05800","24.42163","0.00777"
"293.06400","24.42217","0.00765"
"293.07000","24.42265","0.00756"
"293.07600","24.42319","0.00763"
"293.08200","24.42366","0.00783"
"293.08800","24.42420","0.00804"
"293.09400","24.42468","0.00826"
"293.10000","24.42522","0.00825"
"293.10600","24.42570","0.00813"
"293.11200","24.42618","0.00797"
"293.11800","24.42671","0.00766"
"293.12400","24.42719","0.00741"
"293.13000","24.42767","0.00733"
"293.13600","24.42821","0.00730"
"293.14200","24.42869","0.00731"
"293.14800","24.42922","0.00741"
"293.15400","24.42970","0.00757"
"293.16000","24.43018","0.00771"
"293.16600","24.43072","0.00789"
"293.17200","24.43120","0.00804"
"293.17800","24.43174","0.00805"
"293.18400","24.43221","0.00808"
"293.19000","24.43275","0.00800"
"293.19600","24.43323","0.00774"
"293.20200","24.43371","0.00751"
"293.20800","24.43425","0.00741"
"293.21400","24.43473","0.00748"
"293.22000","24.43526","0.00750"
"293.22600","24.43574","0.00746"
"293.23200","24.43622","0.00740"
"293.23800","24.43676","0.00739"
"293.24400","24.43724","0.00732"
"293.25000","24.43772","0.00736"
"293.25600","24.43826","0.00752"
"293.26200","24.43873","0.00766"
"293.26800","24.43921","0.00774"
"293.27400","24.43975","0.00787"
"293.28000","24.44023","0.00788"
"293.28600","24.44071","0.00786"
"293.29200","24.44118","0.00784"
"293.29800","24.44166","0.00789"
"293.30400","24.44214","0.00794"
"293.31000","24.44268","0.00791"
"293.31600","24.44316","0.00779"
"293.32200","24.44363","0.00774"
"293.32800","24.44417","0.00772"
"293.33400","24.44465","0.00770"
"293.34000","24.44519","0.00772"
"293.34600","24.44567","0.00772"
"293.35200","24.44621","0.00765"
"293.35800","24.44669","0.00756"
"293.36400","24.44722","0.00748"
"293.37000","24.44770","0.00749"
"293.37600","24.44818","0.00753"
"293.38200","24.44872","0.00764"
"293.38800","24.44919","0.00777"
"293.39400","24.44967","0.00784"
"293.40000","24.45015","0.00788"
"293.40600","24.45069","0.00802"
"293.41200","24.45117","0.00813"
"293.41800","24.45165","0.00817"
"293.42400","24.45218","0.00813"
"293.43000","24.45266","0.00813"
"293.43600","24.45314","0.00809"
"293.44200","24.45362","0.00799"
"293.44800","24.45416","0.00792"
"293.45400","24.45464","0.00787"
"293.46000","24.45511","0.00778"
"293.46600","24.45565","0.00761"
"293.47200","24.45613","0.00753"
"293.47800","24.45667","0.00746"
"293.48400","24.45715","0.00748"
"293.49000","24.45769","0.00751"
"293.49600","24.45816","0.00751"
"293.50200","24.45864","0.00743"
"293.50800","24.45918","0.00736"
"293.51400","24.45966","0.00743"
"293.52000","24.46014","0.00768"
"293.52600","24.46067","0.00786"
"293.53200","24.46115","0.00789"
"293.53800","24.46169","0.00791"
"293.54400","24.46217","0.00800"
"293.55000","24.46265","0.00796"
"293.55600","24.46313","0.00788"
"293.56200","24.46367","0.00775"
"293.56800","24.46414","0.00767"
"293.57400","24.46462","0.00761"
"293.58000","24.46510","0.00756"
"293.58600","24.46558","0.00752"
"293.59200","24.46612","0.00749"
"293.59800","24.46659","0.00751"
"293.60400","24.46707","0.00759"
"293.61000","24.46755","0.00765"
"293.61600","24.46809","0.00774"
"293.62200","24.46857","0.00782"
"293.62800","24.46910","0.00787"
"293.63400","24.46964","0.00787"
"293.64000","24.47012","0.00776"
"293.64600","24.47066","0.00761"
"293.65200","24.47114","0.00751"
"293.65800","24.47168","0.00743"
"293.66400","24.47221","0.00737"
"293.67000","24.47269","0.00730"
"293.67600","24.47317","0.00727"
"293.68200","24.47371","0.00725"
"293.68800","24.47419","0.00730"
"293.69400","24.47473","0.00734"
"293.70000","24.47520","0.00734"
"293.70600","24.47568","0.00743"
"293.71200","24.47622","0.00753"
"293.71800","24.47670","0.00755"
"293.72400","24.47718","0.00752"
"293.73000","24.47766","0.00758"
"293.73600","24.47819","0.00759"
"293.74200","24.47867","0.00761"
"293.74800","24.47921","0.00769"
"293.75400","24.47969","0.00775"
"293.76000","24.48022","0.00785"
"293.76600","24.48071","0.00781"
"293.77200","24.48125","0.00785"
"293.77800","24.48172","0.00793"
"293.78400","24.48226","0.00784"
"293.79000","24.48274","0.00776"
"293.79600","24.48322","0.00776"
"293.80200","24.48375","0.00773"
"293.80800","24.48423","0.00767"
"293.81400","24.48471","0.00768"
"293.82000","24.48519","0.00771"
"293.82600","24.48573","0.00769"
"293.83200","24.48620","0.00769"
"293.83800","24.48668","0.00772"
"293.84400","24.48716","0.00781"
"293.85000","24.48770","0.00784"
"293.85600","24.48818","0.00790"
"293.86200","24.48866","0.00792"
"293.86800","24.48919","0.00783"
"293.87400","24.48968","0.00776"
"293.88000","24.49021","0.00785"
"293.88600","24.49069","0.00786"
"293.89200","24.49117","0.00787"
"293.89800","24.49171","0.00789"
"293.90400","24.49218","0.00792"
"293.91000","24.49272","0.00790"
"293.91600","24.49320","0.00789"
"293.92200","24.49374","0.00791"
"293.92800","24.49422","0.00796"
"293.93400","24.49475","0.00804"
"293.94000","24.49524","0.00807"
"293.94600","24.49577","0.00813"
"293.95200","24.49625","0.00802"
"293.95800","24.49679","0.00791"
"293.96400","24.49727","0.00786"
"293.97000","24.49774","0.00773"
"293.97600","24.49822","0.00773"
"293.98200","24.49876","0.00792"
"293.98800","24.49924","0.00805"
"293.99400","24.49972","0.00805"
"294.00000","24.50019","0.00805"
"294.00600","24.50068","0.00802"
"294.01200","24.50115","0.00798"
"294.01800","24.50169","0.00789"
"294.02400","24.50217","0.00780"
"294.03000","24.50265","0.00777"
"294.03600","24.50319","0.00786"
"294.04200","24.50367","0.00794"
"294.04800","24.50414","0.00796"
"294.05400","24.50462","0.00802"
"294.06000","24.50516","0.00807"
"294.06600","24.50564","0.00809"
"294.07200","24.50617","0.00806"
"294.07800","24.50665","0.00806"
"294.08400","24.50719","0.00802"
"294.09000","24.50767","0.00787"
"294.09600","24.50815","0.00772"
"294.10200","24.50863","0.00761"
"294.10800","24.50910","0.00752"
"294.11400","24.50964","0.00750"
"294.12000","24.51012","0.00754"
"294.12600","24.51060","0.00752"
"294.13200","24.51108","0.00744"
"294.13800","24.51162","0.00741"
"294.14400","24.51209","0.00746"
"294.15000","24.51257","0.00756"
"294.15600","24.51311","0.00772"
"294.16200","24.51359","0.00781"
