End date,"1/7/2017"
Specimen label,"18CT_NT1"
Maximum Load,"0.01610",N

Time,Extension,Load
(s),(mm),(N)
"158.43000","13.20267","0.00129"
"158.43600","13.20314","0.00132"
"158.44200","13.20362","0.00143"
"158.44800","13.20416","0.00150"
"158.45400","13.20464","0.00159"
"158.46000","13.20518","0.00179"
"158.46600","13.20566","0.00193"
"158.47200","13.20619","0.00201"
"158.47800","13.20667","0.00207"
"158.48400","13.20715","0.00193"
"158.49000","13.20769","0.00180"
"158.49600","13.20817","0.00178"
"158.50200","13.20864","0.00181"
"158.50800","13.20918","0.00181"
"158.51400","13.20966","0.00173"
"158.52000","13.21014","0.00172"
"158.52600","13.21068","0.00163"
"158.53200","13.21115","0.00154"
"158.53800","13.21163","0.00153"
"158.54400","13.21211","0.00142"
"158.55000","13.21265","0.00127"
"158.55600","13.21313","0.00128"
"158.56200","13.21361","0.00140"
"158.56800","13.21414","0.00145"
"158.57400","13.21462","0.00145"
"158.58000","13.21510","0.00141"
"158.58600","13.21564","0.00152"
"158.59200","13.21618","0.00170"
"158.59800","13.21666","0.00177"
"158.60400","13.21719","0.00169"
"158.61000","13.21773","0.00174"
"158.61600","13.21821","0.00178"
"158.62200","13.21869","0.00187"
"158.62800","13.21923","0.00192"
"158.63400","13.21970","0.00192"
"158.64000","13.22018","0.00197"
"158.64600","13.22066","0.00206"
"158.65200","13.22120","0.00218"
"158.65800","13.22168","0.00215"
"158.66400","13.22216","0.00201"
"158.67000","13.22263","0.00187"
"158.67600","13.22317","0.00174"
"158.68200","13.22365","0.00162"
"158.68800","13.22419","0.00165"
"158.69400","13.22467","0.00186"
"158.70000","13.22515","0.00202"
"158.70600","13.22568","0.00195"
"158.71200","13.22616","0.00182"
"158.71800","13.22670","0.00167"
"158.72400","13.22718","0.00149"
"158.73000","13.22766","0.00142"
"158.73600","13.22820","0.00145"
"158.74200","13.22867","0.00152"
"158.74800","13.22921","0.00155"
"158.75400","13.22975","0.00162"
"158.76000","13.23023","0.00177"
"158.76600","13.23071","0.00183"
"158.77200","13.23124","0.00194"
"158.77800","13.23172","0.00212"
"158.78400","13.23220","0.00221"
"158.79000","13.23274","0.00219"
"158.79600","13.23322","0.00214"
"158.80200","13.23370","0.00209"
"158.80800","13.23423","0.00204"
"158.81400","13.23471","0.00187"
"158.82000","13.23519","0.00175"
"158.82600","13.23573","0.00173"
"158.83200","13.23621","0.00166"
"158.83800","13.23668","0.00157"
"158.84400","13.23722","0.00149"
"158.85000","13.23770","0.00134"
"158.85600","13.23818","0.00134"
"158.86200","13.23872","0.00134"
"158.86800","13.23920","0.00146"
"158.87400","13.23967","0.00153"
"158.88000","13.24021","0.00160"
"158.88600","13.24069","0.00163"
"158.89200","13.24123","0.00180"
"158.89800","13.24171","0.00201"
"158.90400","13.24225","0.00204"
"158.91000","13.24272","0.00209"
"158.91600","13.24326","0.00206"
"158.92200","13.24374","0.00209"
"158.92800","13.24422","0.00215"
"158.93400","13.24470","0.00216"
"158.94000","13.24524","0.00215"
"158.94600","13.24571","0.00210"
"158.95200","13.24619","0.00210"
"158.95800","13.24667","0.00201"
"158.96400","13.24721","0.00190"
"158.97000","13.24769","0.00194"
"158.97600","13.24817","0.00200"
"158.98200","13.24864","0.00192"
"158.98800","13.24918","0.00189"
"158.99400","13.24966","0.00189"
"159.00000","13.25014","0.00192"
"159.00600","13.25062","0.00195"
"159.01200","13.25115","0.00192"
"159.01800","13.25163","0.00185"
"159.02400","13.25217","0.00170"
"159.03000","13.25265","0.00160"
"159.03600","13.25313","0.00159"
"159.04200","13.25367","0.00163"
"159.04800","13.25414","0.00157"
"159.05400","13.25468","0.00148"
"159.06000","13.25516","0.00140"
"159.06600","13.25564","0.00130"
"159.07200","13.25618","0.00126"
"159.07800","13.25665","0.00126"
"159.08400","13.25713","0.00134"
"159.09000","13.25761","0.00150"
"159.09600","13.25815","0.00163"
"159.10200","13.25863","0.00169"
"159.10800","13.25917","0.00169"
"159.11400","13.25964","0.00168"
"159.12000","13.26012","0.00179"
"159.12600","13.26060","0.00198"
"159.13200","13.26114","0.00198"
"159.13800","13.26162","0.00202"
"159.14400","13.26210","0.00206"
"159.15000","13.26263","0.00207"
"159.15600","13.26311","0.00202"
"159.16200","13.26365","0.00195"
"159.16800","13.26413","0.00190"
"159.17400","13.26467","0.00184"
"159.18000","13.26515","0.00187"
"159.18600","13.26568","0.00202"
"159.19200","13.26616","0.00201"
"159.19800","13.26670","0.00185"
"159.20400","13.26718","0.00163"
"159.21000","13.26772","0.00142"
"159.21600","13.26819","0.00126"
"159.22200","13.26867","0.00124"
"159.22800","13.26921","0.00135"
"159.23400","13.26969","0.00158"
"159.24000","13.27017","0.00184"
"159.24600","13.27071","0.00201"
"159.25200","13.27118","0.00214"
"159.25800","13.27166","0.00208"
"159.26400","13.27214","0.00191"
"159.27000","13.27268","0.00187"
"159.27600","13.27316","0.00194"
"159.28200","13.27364","0.00194"
"159.28800","13.27417","0.00186"
"159.29400","13.27465","0.00184"
"159.30000","13.27519","0.00183"
"159.30600","13.27567","0.00182"
"159.31200","13.27621","0.00171"
"159.31800","13.27668","0.00169"
"159.32400","13.27722","0.00169"
"159.33000","13.27770","0.00171"
"159.33600","13.27824","0.00185"
"159.34200","13.27872","0.00200"
"159.34800","13.27925","0.00207"
"159.35400","13.27973","0.00204"
"159.36000","13.28021","0.00195"
"159.36600","13.28075","0.00182"
"159.37200","13.28123","0.00163"
"159.37800","13.28171","0.00149"
"159.38400","13.28224","0.00153"
"159.39000","13.28272","0.00178"
"159.39600","13.28320","0.00188"
"159.40200","13.28374","0.00188"
"159.40800","13.28422","0.00173"
"159.41400","13.28470","0.00149"
"159.42000","13.28518","0.00145"
"159.42600","13.28571","0.00162"
"159.43200","13.28619","0.00182"
"159.43800","13.28667","0.00191"
"159.44400","13.28721","0.00186"
"159.45000","13.28769","0.00181"
"159.45600","13.28816","0.00169"
"159.46200","13.28870","0.00161"
"159.46800","13.28918","0.00154"
"159.47400","13.28972","0.00161"
"159.48000","13.29020","0.00169"
"159.48600","13.29068","0.00173"
"159.49200","13.29121","0.00175"
"159.49800","13.29169","0.00150"
"159.50400","13.29217","0.00132"
"159.51000","13.29265","0.00135"
"159.51600","13.29319","0.00140"
"159.52200","13.29366","0.00142"
"159.52800","13.29414","0.00158"
"159.53400","13.29462","0.00184"
"159.54000","13.29510","0.00200"
"159.54600","13.29564","0.00199"
"159.55200","13.29611","0.00200"
"159.55800","13.29659","0.00201"
"159.56400","13.29713","0.00195"
"159.57000","13.29761","0.00195"
"159.57600","13.29809","0.00190"
"159.58200","13.29863","0.00180"
"159.58800","13.29910","0.00179"
"159.59400","13.29958","0.00185"
"159.60000","13.30012","0.00188"
"159.60600","13.30060","0.00187"
"159.61200","13.30114","0.00192"
"159.61800","13.30162","0.00196"
"159.62400","13.30215","0.00205"
"159.63000","13.30269","0.00216"
"159.63600","13.30317","0.00223"
"159.64200","13.30371","0.00216"
"159.64800","13.30419","0.00201"
"159.65400","13.30467","0.00197"
"159.66000","13.30521","0.00192"
"159.66600","13.30568","0.00175"
"159.67200","13.30616","0.00154"
"159.67800","13.30664","0.00146"
"159.68400","13.30718","0.00141"
"159.69000","13.30766","0.00149"
"159.69600","13.30813","0.00156"
"159.70200","13.30867","0.00160"
"159.70800","13.30915","0.00163"
"159.71400","13.30969","0.00164"
"159.72000","13.31017","0.00167"
"159.72600","13.31065","0.00181"
"159.73200","13.31118","0.00202"
"159.73800","13.31166","0.00231"
"159.74400","13.31220","0.00247"
"159.75000","13.31268","0.00245"
"159.75600","13.31322","0.00225"
"159.76200","13.31375","0.00210"
"159.76800","13.31423","0.00206"
"159.77400","13.31471","0.00197"
"159.78000","13.31525","0.00189"
"159.78600","13.31573","0.00173"
"159.79200","13.31626","0.00158"
"159.79800","13.31674","0.00142"
"159.80400","13.31722","0.00131"
"159.81000","13.31770","0.00126"
"159.81600","13.31818","0.00131"
"159.82200","13.31866","0.00155"
"159.82800","13.31919","0.00178"
"159.83400","13.31967","0.00191"
"159.84000","13.32015","0.00189"
"159.84600","13.32063","0.00183"
"159.85200","13.32117","0.00176"
"159.85800","13.32165","0.00168"
"159.86400","13.32212","0.00172"
"159.87000","13.32266","0.00191"
"159.87600","13.32314","0.00211"
"159.88200","13.32368","0.00223"
"159.88800","13.32416","0.00227"
"159.89400","13.32469","0.00222"
"159.90000","13.32517","0.00212"
"159.90600","13.32571","0.00193"
"159.91200","13.32625","0.00185"
"159.91800","13.32673","0.00191"
"159.92400","13.32721","0.00198"
"159.93000","13.32774","0.00199"
"159.93600","13.32822","0.00193"
"159.94200","13.32870","0.00177"
"159.94800","13.32918","0.00160"
"159.95400","13.32972","0.00153"
"159.96000","13.33020","0.00159"
"159.96600","13.33067","0.00179"
"159.97200","13.33115","0.00182"
"159.97800","13.33169","0.00172"
"159.98400","13.33217","0.00166"
"159.99000","13.33271","0.00161"
"159.99600","13.33319","0.00157"
"160.00200","13.33366","0.00161"
"160.00800","13.33420","0.00167"
"160.01400","13.33468","0.00170"
"160.02000","13.33516","0.00179"
"160.02600","13.33570","0.00188"
"160.03200","13.33617","0.00196"
"160.03800","13.33671","0.00188"
"160.04400","13.33719","0.00189"
"160.05000","13.33773","0.00196"
"160.05600","13.33821","0.00201"
"160.06200","13.33869","0.00200"
"160.06800","13.33922","0.00196"
"160.07400","13.33970","0.00200"
"160.08000","13.34018","0.00194"
"160.08600","13.34066","0.00186"
"160.09200","13.34114","0.00173"
"160.09800","13.34168","0.00130"
"160.10400","13.34215","0.00085"
"160.11000","13.34263","0.00046"
"160.11600","13.34311","0.00039"
"160.12200","13.34365","0.00059"
"160.12800","13.34413","0.00088"
"160.13400","13.34460","0.00113"
"160.14000","13.34514","0.00122"
"160.14600","13.34562","0.00116"
"160.15200","13.34610","0.00103"
"160.15800","13.34664","0.00103"
"160.16400","13.34712","0.00115"
"160.17000","13.34759","0.00136"
"160.17600","13.34813","0.00153"
"160.18200","13.34861","0.00150"
"160.18800","13.34915","0.00141"
"160.19400","13.34963","0.00116"
"160.20000","13.35017","0.00104"
"160.20600","13.35064","0.00110"
"160.21200","13.35118","0.00111"
"160.21800","13.35166","0.00125"
"160.22400","13.35214","0.00140"
"160.23000","13.35268","0.00133"
"160.23600","13.35316","0.00130"
"160.24200","13.35369","0.00132"
"160.24800","13.35417","0.00121"
"160.25400","13.35465","0.00106"
"160.26000","13.35519","0.00095"
"160.26600","13.35573","0.00093"
"160.27200","13.35620","0.00096"
"160.27800","13.35668","0.00101"
"160.28400","13.35722","0.00102"
"160.29000","13.35770","0.00110"
"160.29600","13.35824","0.00135"
"160.30200","13.35872","0.00157"
"160.30800","13.35919","0.00168"
"160.31400","13.35973","0.00159"
"160.32000","13.36021","0.00139"
"160.32600","13.36075","0.00113"
"160.33200","13.36123","0.00086"
"160.33800","13.36176","0.00078"
"160.34400","13.36224","0.00081"
"160.35000","13.36278","0.00081"
"160.35600","13.36326","0.00064"
"160.36200","13.36374","0.00055"
"160.36800","13.36422","0.00065"
"160.37400","13.36475","0.00088"
"160.38000","13.36523","0.00105"
"160.38600","13.36571","0.00121"
"160.39200","13.36619","0.00132"
"160.39800","13.36667","0.00126"
"160.40400","13.36715","0.00129"
"160.41000","13.36768","0.00144"
"160.41600","13.36816","0.00162"
"160.42200","13.36870","0.00165"
"160.42800","13.36918","0.00167"
"160.43400","13.36966","0.00165"
"160.44000","13.37020","0.00156"
"160.44600","13.37067","0.00130"
"160.45200","13.37121","0.00108"
"160.45800","13.37169","0.00101"
"160.46400","13.37217","0.00092"
"160.47000","13.37271","0.00098"
"160.47600","13.37319","0.00113"
"160.48200","13.37372","0.00122"
"160.48800","13.37420","0.00131"
"160.49400","13.37474","0.00133"
"160.50000","13.37522","0.00136"
"160.50600","13.37570","0.00138"
"160.51200","13.37623","0.00155"
"160.51800","13.37671","0.00171"
"160.52400","13.37719","0.00182"
"160.53000","13.37767","0.00180"
"160.53600","13.37821","0.00171"
"160.54200","13.37869","0.00162"
"160.54800","13.37916","0.00152"
"160.55400","13.37970","0.00146"
"160.56000","13.38018","0.00149"
"160.56600","13.38066","0.00142"
"160.57200","13.38120","0.00122"
"160.57800","13.38168","0.00100"
"160.58400","13.38215","0.00087"
"160.59000","13.38269","0.00081"
"160.59600","13.38317","0.00080"
"160.60200","13.38371","0.00101"
"160.60800","13.38419","0.00129"
"160.61400","13.38466","0.00147"
"160.62000","13.38520","0.00151"
"160.62600","13.38568","0.00145"
"160.63200","13.38622","0.00136"
"160.63800","13.38670","0.00131"
"160.64400","13.38724","0.00139"
"160.65000","13.38771","0.00149"
"160.65600","13.38819","0.00156"
"160.66200","13.38867","0.00161"
"160.66800","13.38921","0.00163"
"160.67400","13.38969","0.00170"
"160.68000","13.39016","0.00169"
"160.68600","13.39064","0.00172"
"160.69200","13.39112","0.00173"
"160.69800","13.39166","0.00172"
"160.70400","13.39214","0.00170"
"160.71000","13.39262","0.00171"
"160.71600","13.39309","0.00173"
"160.72200","13.39363","0.00165"
"160.72800","13.39411","0.00153"
"160.73400","13.39459","0.00139"
"160.74000","13.39513","0.00132"
"160.74600","13.39567","0.00124"
"160.75200","13.39614","0.00135"
"160.75800","13.39668","0.00140"
"160.76400","13.39716","0.00132"
"160.77000","13.39770","0.00133"
"160.77600","13.39818","0.00143"
"160.78200","13.39871","0.00137"
"160.78800","13.39919","0.00114"
"160.79400","13.39967","0.00091"
"160.80000","13.40021","0.00066"
"160.80600","13.40069","0.00054"
"160.81200","13.40117","0.00050"
"160.81800","13.40170","0.00060"
"160.82400","13.40218","0.00071"
"160.83000","13.40266","0.00076"
"160.83600","13.40320","0.00073"
"160.84200","13.40368","0.00072"
"160.84800","13.40421","0.00060"
"160.85400","13.40469","0.00066"
"160.86000","13.40517","0.00078"
"160.86600","13.40571","0.00098"
"160.87200","13.40619","0.00110"
"160.87800","13.40667","0.00106"
"160.88400","13.40720","0.00101"
"160.89000","13.40768","0.00103"
"160.89600","13.40822","0.00110"
"160.90200","13.40876","0.00119"
"160.90800","13.40924","0.00136"
"160.91400","13.40972","0.00131"
"160.92000","13.41025","0.00124"
"160.92600","13.41073","0.00123"
"160.93200","13.41121","0.00120"
"160.93800","13.41175","0.00113"
"160.94400","13.41223","0.00120"
"160.95000","13.41271","0.00133"
"160.95600","13.41324","0.00147"
"160.96200","13.41372","0.00156"
"160.96800","13.41420","0.00160"
"160.97400","13.41468","0.00151"
"160.98000","13.41522","0.00135"
"160.98600","13.41570","0.00122"
"160.99200","13.41617","0.00115"
"160.99800","13.41671","0.00111"
"161.00400","13.41719","0.00126"
"161.01000","13.41767","0.00132"
"161.01600","13.41821","0.00138"
"161.02200","13.41868","0.00131"
"161.02800","13.41916","0.00122"
"161.03400","13.41970","0.00127"
"161.04000","13.42018","0.00134"
"161.04600","13.42072","0.00137"
"161.05200","13.42120","0.00138"
"161.05800","13.42173","0.00132"
"161.06400","13.42221","0.00107"
"161.07000","13.42269","0.00092"
"161.07600","13.42323","0.00093"
"161.08200","13.42371","0.00096"
"161.08800","13.42419","0.00101"
"161.09400","13.42472","0.00102"
"161.10000","13.42520","0.00105"
"161.10600","13.42568","0.00113"
"161.11200","13.42622","0.00126"
"161.11800","13.42670","0.00138"
"161.12400","13.42718","0.00147"
"161.13000","13.42765","0.00151"
"161.13600","13.42819","0.00154"
"161.14200","13.42867","0.00157"
"161.14800","13.42915","0.00158"
"161.15400","13.42969","0.00152"
"161.16000","13.43017","0.00159"
"161.16600","13.43064","0.00174"
"161.17200","13.43118","0.00177"
"161.17800","13.43166","0.00174"
"161.18400","13.43220","0.00183"
"161.19000","13.43268","0.00190"
"161.19600","13.43316","0.00188"
"161.20200","13.43369","0.00189"
"161.20800","13.43417","0.00191"
"161.21400","13.43465","0.00193"
"161.22000","13.43519","0.00192"
"161.22600","13.43566","0.00179"
"161.23200","13.43614","0.00173"
"161.23800","13.43668","0.00171"
"161.24400","13.43716","0.00167"
"161.25000","13.43764","0.00170"
"161.25600","13.43818","0.00181"
"161.26200","13.43865","0.00178"
"161.26800","13.43919","0.00159"
"161.27400","13.43967","0.00143"
"161.28000","13.44015","0.00133"
"161.28600","13.44069","0.00134"
"161.29200","13.44116","0.00137"
"161.29800","13.44164","0.00140"
"161.30400","13.44218","0.00132"
"161.31000","13.44266","0.00120"
"161.31600","13.44314","0.00123"
"161.32200","13.44368","0.00125"
"161.32800","13.44415","0.00128"
"161.33400","13.44469","0.00153"
"161.34000","13.44517","0.00174"
"161.34600","13.44565","0.00183"
"161.35200","13.44619","0.00172"
"161.35800","13.44667","0.00165"
"161.36400","13.44720","0.00153"
"161.37000","13.44768","0.00137"
"161.37600","13.44816","0.00129"
"161.38200","13.44870","0.00135"
"161.38800","13.44918","0.00150"
"161.39400","13.44971","0.00170"
"161.40000","13.45019","0.00169"
"161.40600","13.45073","0.00163"
"161.41200","13.45121","0.00150"
"161.41800","13.45169","0.00150"
"161.42400","13.45223","0.00163"
"161.43000","13.45270","0.00163"
"161.43600","13.45318","0.00168"
"161.44200","13.45366","0.00165"
"161.44800","13.45420","0.00149"
"161.45400","13.45468","0.00140"
"161.46000","13.45522","0.00143"
"161.46600","13.45569","0.00146"
"161.47200","13.45623","0.00145"
"161.47800","13.45671","0.00141"
"161.48400","13.45725","0.00143"
"161.49000","13.45773","0.00145"
"161.49600","13.45827","0.00128"
"161.50200","13.45874","0.00128"
"161.50800","13.45922","0.00121"
"161.51400","13.45976","0.00120"
"161.52000","13.46024","0.00121"
"161.52600","13.46078","0.00117"
"161.53200","13.46125","0.00114"
"161.53800","13.46173","0.00117"
"161.54400","13.46227","0.00136"
"161.55000","13.46275","0.00154"
"161.55600","13.46323","0.00169"
"161.56200","13.46377","0.00174"
"161.56800","13.46424","0.00185"
"161.57400","13.46472","0.00191"
"161.58000","13.46520","0.00184"
"161.58600","13.46568","0.00179"
"161.59200","13.46616","0.00183"
"161.59800","13.46670","0.00176"
"161.60400","13.46717","0.00157"
"161.61000","13.46765","0.00138"
"161.61600","13.46819","0.00122"
"161.62200","13.46867","0.00108"
"161.62800","13.46921","0.00099"
"161.63400","13.46969","0.00095"
"161.64000","13.47016","0.00096"
"161.64600","13.47070","0.00086"
"161.65200","13.47118","0.00077"
"161.65800","13.47166","0.00073"
"161.66400","13.47220","0.00075"
"161.67000","13.47268","0.00075"
"161.67600","13.47315","0.00081"
"161.68200","13.47369","0.00102"
"161.68800","13.47417","0.00114"
"161.69400","13.47471","0.00119"
"161.70000","13.47519","0.00129"
"161.70600","13.47572","0.00133"
"161.71200","13.47620","0.00131"
"161.71800","13.47668","0.00129"
"161.72400","13.47722","0.00138"
"161.73000","13.47770","0.00152"
"161.73600","13.47818","0.00159"
"161.74200","13.47865","0.00171"
"161.74800","13.47913","0.00166"
"161.75400","13.47961","0.00148"
"161.76000","13.48015","0.00139"
"161.76600","13.48063","0.00132"
"161.77200","13.48116","0.00127"
"161.77800","13.48164","0.00126"
"161.78400","13.48212","0.00132"
"161.79000","13.48266","0.00140"
"161.79600","13.48314","0.00141"
"161.80200","13.48368","0.00142"
"161.80800","13.48415","0.00160"
"161.81400","13.48463","0.00175"
"161.82000","13.48517","0.00178"
"161.82600","13.48565","0.00176"
"161.83200","13.48619","0.00171"
"161.83800","13.48666","0.00151"
"161.84400","13.48720","0.00114"
"161.85000","13.48768","0.00089"
"161.85600","13.48822","0.00087"
"161.86200","13.48870","0.00091"
"161.86800","13.48918","0.00103"
"161.87400","13.48965","0.00121"
"161.88000","13.49019","0.00125"
"161.88600","13.49067","0.00121"
"161.89200","13.49115","0.00124"
"161.89800","13.49169","0.00122"
"161.90400","13.49217","0.00130"
"161.91000","13.49270","0.00135"
"161.91600","13.49318","0.00134"
"161.92200","13.49366","0.00122"
"161.92800","13.49420","0.00101"
"161.93400","13.49468","0.00094"
"161.94000","13.49522","0.00094"
"161.94600","13.49569","0.00105"
"161.95200","13.49623","0.00132"
"161.95800","13.49671","0.00151"
"161.96400","13.49719","0.00166"
"161.97000","13.49773","0.00172"
"161.97600","13.49821","0.00168"
"161.98200","13.49868","0.00160"
"161.98800","13.49922","0.00154"
"161.99400","13.49970","0.00149"
"162.00000","13.50018","0.00155"
"162.00600","13.50072","0.00157"
"162.01200","13.50119","0.00166"
"162.01800","13.50167","0.00171"
"162.02400","13.50221","0.00170"
"162.03000","13.50269","0.00162"
"162.03600","13.50323","0.00156"
"162.04200","13.50371","0.00162"
"162.04800","13.50418","0.00164"
"162.05400","13.50472","0.00168"
"162.06000","13.50520","0.00185"
"162.06600","13.50568","0.00203"
"162.07200","13.50622","0.00220"
"162.07800","13.50670","0.00230"
"162.08400","13.50717","0.00237"
"162.09000","13.50771","0.00230"
"162.09600","13.50819","0.00206"
"162.10200","13.50867","0.00168"
"162.10800","13.50921","0.00139"
"162.11400","13.50969","0.00131"
"162.12000","13.51016","0.00123"
"162.12600","13.51070","0.00117"
"162.13200","13.51118","0.00102"
"162.13800","13.51166","0.00090"
"162.14400","13.51220","0.00085"
"162.15000","13.51267","0.00081"
"162.15600","13.51315","0.00082"
"162.16200","13.51363","0.00086"
"162.16800","13.51417","0.00105"
"162.17400","13.51465","0.00126"
"162.18000","13.51519","0.00130"
"162.18600","13.51566","0.00130"
"162.19200","13.51614","0.00129"
"162.19800","13.51668","0.00140"
"162.20400","13.51716","0.00155"
"162.21000","13.51770","0.00178"
"162.21600","13.51818","0.00191"
"162.22200","13.51865","0.00194"
"162.22800","13.51919","0.00193"
"162.23400","13.51967","0.00202"
"162.24000","13.52015","0.00207"
"162.24600","13.52063","0.00200"
"162.25200","13.52116","0.00188"
"162.25800","13.52164","0.00192"
"162.26400","13.52218","0.00189"
"162.27000","13.52266","0.00177"
"162.27600","13.52314","0.00175"
"162.28200","13.52361","0.00171"
"162.28800","13.52409","0.00161"
"162.29400","13.52463","0.00155"
"162.30000","13.52511","0.00144"
"162.30600","13.52559","0.00143"
"162.31200","13.52613","0.00152"
"162.31800","13.52660","0.00161"
"162.32400","13.52714","0.00168"
"162.33000","13.52762","0.00151"
"162.33600","13.52816","0.00125"
"162.34200","13.52864","0.00120"
"162.34800","13.52917","0.00129"
"162.35400","13.52965","0.00141"
"162.36000","13.53019","0.00154"
"162.36600","13.53067","0.00172"
"162.37200","13.53121","0.00190"
"162.37800","13.53169","0.00206"
"162.38400","13.53216","0.00199"
"162.39000","13.53270","0.00186"
"162.39600","13.53318","0.00202"
"162.40200","13.53366","0.00216"
"162.40800","13.53420","0.00221"
"162.41400","13.53468","0.00219"
"162.42000","13.53515","0.00202"
"162.42600","13.53563","0.00175"
"162.43200","13.53617","0.00155"
"162.43800","13.53665","0.00138"
"162.44400","13.53719","0.00126"
"162.45000","13.53767","0.00124"
"162.45600","13.53814","0.00131"
"162.46200","13.53868","0.00134"
"162.46800","13.53916","0.00141"
"162.47400","13.53970","0.00155"
"162.48000","13.54024","0.00169"
"162.48600","13.54072","0.00174"
"162.49200","13.54125","0.00168"
"162.49800","13.54173","0.00162"
"162.50400","13.54221","0.00155"
"162.51000","13.54275","0.00146"
"162.51600","13.54323","0.00137"
"162.52200","13.54370","0.00134"
"162.52800","13.54418","0.00134"
"162.53400","13.54472","0.00138"
"162.54000","13.54520","0.00149"
"162.54600","13.54568","0.00157"
"162.55200","13.54616","0.00164"
"162.55800","13.54669","0.00171"
"162.56400","13.54717","0.00174"
"162.57000","13.54765","0.00183"
"162.57600","13.54819","0.00186"
"162.58200","13.54867","0.00187"
"162.58800","13.54915","0.00179"
"162.59400","13.54968","0.00171"
"162.60000","13.55016","0.00157"
"162.60600","13.55070","0.00154"
"162.61200","13.55118","0.00158"
"162.61800","13.55172","0.00165"
"162.62400","13.55220","0.00174"
"162.63000","13.55273","0.00167"
"162.63600","13.55321","0.00161"
"162.64200","13.55369","0.00155"
"162.64800","13.55423","0.00153"
"162.65400","13.55471","0.00160"
"162.66000","13.55519","0.00177"
"162.66600","13.55572","0.00198"
"162.67200","13.55620","0.00205"
"162.67800","13.55668","0.00200"
"162.68400","13.55716","0.00193"
"162.69000","13.55770","0.00184"
"162.69600","13.55817","0.00170"
"162.70200","13.55865","0.00166"
"162.70800","13.55913","0.00167"
"162.71400","13.55967","0.00170"
"162.72000","13.56015","0.00184"
"162.72600","13.56063","0.00195"
"162.73200","13.56116","0.00206"
"162.73800","13.56164","0.00212"
"162.74400","13.56212","0.00223"
"162.75000","13.56266","0.00227"
"162.75600","13.56314","0.00230"
"162.76200","13.56367","0.00220"
"162.76800","13.56415","0.00209"
"162.77400","13.56469","0.00205"
"162.78000","13.56517","0.00205"
"162.78600","13.56571","0.00209"
"162.79200","13.56618","0.00207"
"162.79800","13.56666","0.00205"
"162.80400","13.56720","0.00214"
"162.81000","13.56768","0.00219"
"162.81600","13.56816","0.00220"
"162.82200","13.56864","0.00221"
"162.82800","13.56911","0.00204"
"162.83400","13.56965","0.00183"
"162.84000","13.57013","0.00170"
"162.84600","13.57061","0.00161"
"162.85200","13.57115","0.00162"
"162.85800","13.57163","0.00166"
"162.86400","13.57210","0.00171"
"162.87000","13.57264","0.00174"
"162.87600","13.57312","0.00171"
"162.88200","13.57360","0.00173"
"162.88800","13.57414","0.00180"
"162.89400","13.57462","0.00182"
"162.90000","13.57515","0.00183"
"162.90600","13.57563","0.00188"
"162.91200","13.57617","0.00177"
"162.91800","13.57671","0.00172"
"162.92400","13.57719","0.00187"
"162.93000","13.57772","0.00204"
"162.93600","13.57820","0.00205"
"162.94200","13.57868","0.00197"
"162.94800","13.57916","0.00179"
"162.95400","13.57970","0.00163"
"162.96000","13.58018","0.00151"
"162.96600","13.58065","0.00151"
"162.97200","13.58113","0.00160"
"162.97800","13.58167","0.00176"
"162.98400","13.58215","0.00195"
"162.99000","13.58269","0.00208"
"162.99600","13.58317","0.00200"
"163.00200","13.58364","0.00187"
"163.00800","13.58418","0.00176"
"163.01400","13.58466","0.00180"
"163.02000","13.58514","0.00175"
"163.02600","13.58568","0.00162"
"163.03200","13.58616","0.00162"
"163.03800","13.58669","0.00169"
"163.04400","13.58717","0.00162"
"163.05000","13.58771","0.00152"
"163.05600","13.58819","0.00160"
"163.06200","13.58873","0.00171"
"163.06800","13.58920","0.00176"
"163.07400","13.58974","0.00174"
"163.08000","13.59022","0.00172"
"163.08600","13.59070","0.00165"
"163.09200","13.59118","0.00168"
"163.09800","13.59172","0.00164"
"163.10400","13.59219","0.00163"
"163.11000","13.59267","0.00156"
"163.11600","13.59315","0.00151"
"163.12200","13.59369","0.00154"
"163.12800","13.59417","0.00151"
"163.13400","13.59471","0.00158"
"163.14000","13.59518","0.00170"
"163.14600","13.59566","0.00177"
"163.15200","13.59620","0.00169"
"163.15800","13.59668","0.00157"
"163.16400","13.59716","0.00159"
"163.17000","13.59770","0.00168"
"163.17600","13.59817","0.00182"
"163.18200","13.59865","0.00195"
"163.18800","13.59919","0.00200"
"163.19400","13.59967","0.00204"
"163.20000","13.60021","0.00208"
"163.20600","13.60069","0.00208"
"163.21200","13.60122","0.00208"
"163.21800","13.60170","0.00205"
"163.22400","13.60224","0.00203"
"163.23000","13.60272","0.00210"
"163.23600","13.60320","0.00214"
"163.24200","13.60373","0.00207"
"163.24800","13.60421","0.00192"
"163.25400","13.60469","0.00182"
"163.26000","13.60517","0.00184"
"163.26600","13.60565","0.00185"
"163.27200","13.60612","0.00190"
"163.27800","13.60666","0.00205"
"163.28400","13.60714","0.00216"
"163.29000","13.60762","0.00220"
"163.29600","13.60816","0.00205"
"163.30200","13.60863","0.00181"
"163.30800","13.60911","0.00161"
"163.31400","13.60965","0.00145"
"163.32000","13.61013","0.00141"
"163.32600","13.61061","0.00146"
"163.33200","13.61115","0.00147"
"163.33800","13.61162","0.00142"
