End date,"1/7/2017"
Specimen label,"17CT_36"
Maximum Load,"0.72786",N

Time,Extension,Load
(s),(mm),(N)
"0.00000","0.00000","-0.00430"
"0.00600","0.00000","-0.00418"
"0.01200","0.00000","-0.00414"
"0.01800","0.00012","-0.00412"
"0.02400","0.00018","-0.00418"
"0.03000","0.00030","-0.00430"
"0.03600","0.00042","-0.00437"
"0.04200","0.00060","-0.00443"
"0.04800","0.00078","-0.00446"
"0.05400","0.00102","-0.00450"
"0.06000","0.00126","-0.00457"
"0.06600","0.00155","-0.00460"
"0.07200","0.00185","-0.00444"
"0.07800","0.00221","-0.00425"
"0.08400","0.00257","-0.00411"
"0.09000","0.00299","-0.00393"
"0.09600","0.00341","-0.00371"
"0.10200","0.00383","-0.00360"
"0.10800","0.00430","-0.00372"
"0.11400","0.00484","-0.00392"
"0.12000","0.00538","-0.00402"
"0.12600","0.00592","-0.00425"
"0.13200","0.00652","-0.00438"
"0.13800","0.00711","-0.00441"
"0.14400","0.00771","-0.00443"
"0.15000","0.00837","-0.00448"
"0.15600","0.00903","-0.00448"
"0.16200","0.00969","-0.00447"
"0.16800","0.01034","-0.00444"
"0.17400","0.01100","-0.00453"
"0.18000","0.01166","-0.00459"
"0.18600","0.01232","-0.00459"
"0.19200","0.01297","-0.00458"
"0.19800","0.01369","-0.00455"
"0.20400","0.01435","-0.00436"
"0.21000","0.01501","-0.00433"
"0.21600","0.01572","-0.00427"
"0.22200","0.01638","-0.00415"
"0.22800","0.01704","-0.00398"
"0.23400","0.01770","-0.00392"
"0.24000","0.01836","-0.00384"
"0.24600","0.01895","-0.00392"
"0.25200","0.01961","-0.00400"
"0.25800","0.02021","-0.00408"
"0.26400","0.02081","-0.00421"
"0.27000","0.02146","-0.00427"
"0.27600","0.02206","-0.00416"
"0.28200","0.02266","-0.00415"
"0.28800","0.02326","-0.00419"
"0.29400","0.02386","-0.00418"
"0.30000","0.02445","-0.00407"
"0.30600","0.02505","-0.00405"
"0.31200","0.02559","-0.00408"
"0.31800","0.02619","-0.00401"
"0.32400","0.02679","-0.00389"
"0.33000","0.02732","-0.00365"
"0.33600","0.02792","-0.00341"
"0.34200","0.02846","-0.00333"
"0.34800","0.02900","-0.00313"
"0.35400","0.02954","-0.00285"
"0.36000","0.03007","-0.00274"
"0.36600","0.03055","-0.00285"
"0.37200","0.03109","-0.00296"
"0.37800","0.03163","-0.00319"
"0.38400","0.03211","-0.00338"
"0.39000","0.03265","-0.00337"
"0.39600","0.03318","-0.00335"
"0.40200","0.03366","-0.00337"
"0.40800","0.03420","-0.00348"
"0.41400","0.03474","-0.00342"
"0.42000","0.03528","-0.00336"
"0.42600","0.03575","-0.00346"
"0.43200","0.03629","-0.00360"
"0.43800","0.03677","-0.00362"
"0.44400","0.03731","-0.00362"
"0.45000","0.03785","-0.00367"
"0.45600","0.03833","-0.00360"
"0.46200","0.03886","-0.00352"
"0.46800","0.03934","-0.00345"
"0.47400","0.03988","-0.00332"
"0.48000","0.04036","-0.00326"
"0.48600","0.04084","-0.00322"
"0.49200","0.04131","-0.00336"
"0.49800","0.04185","-0.00351"
"0.50400","0.04233","-0.00348"
"0.51000","0.04281","-0.00335"
"0.51600","0.04329","-0.00312"
"0.52200","0.04377","-0.00280"
"0.52800","0.04430","-0.00265"
"0.53400","0.04478","-0.00263"
"0.54000","0.04526","-0.00266"
"0.54600","0.04574","-0.00267"
"0.55200","0.04628","-0.00273"
"0.55800","0.04682","-0.00273"
"0.56400","0.04729","-0.00270"
"0.57000","0.04783","-0.00269"
"0.57600","0.04831","-0.00278"
"0.58200","0.04879","-0.00269"
"0.58800","0.04933","-0.00260"
"0.59400","0.04980","-0.00255"
"0.60000","0.05028","-0.00266"
"0.60600","0.05082","-0.00271"
"0.61200","0.05130","-0.00266"
"0.61800","0.05178","-0.00254"
"0.62400","0.05226","-0.00260"
"0.63000","0.05273","-0.00263"
"0.63600","0.05327","-0.00266"
"0.64200","0.05375","-0.00277"
"0.64800","0.05423","-0.00277"
"0.65400","0.05471","-0.00267"
"0.66000","0.05525","-0.00265"
"0.66600","0.05572","-0.00270"
"0.67200","0.05620","-0.00272"
"0.67800","0.05668","-0.00258"
"0.68400","0.05722","-0.00252"
"0.69000","0.05770","-0.00252"
"0.69600","0.05818","-0.00255"
"0.70200","0.05871","-0.00260"
