"Ptime","Pload","Vtime","Vload"
122.154,0.551,122.202,0.52357
122.442,0.50487,122.496,0.46419
122.874,0.45933,122.928,0.4103
143.874,0.64336,143.928,0.60598
144.42,0.60879,144.468,0.57832
154.842,0.68718,154.884,0.65055
160.146,0.71406,160.188,0.69071
164.934,0.72997,165,0.46958
165.018,0.47733,165.03,0.47133
165.09,0.4913,165.102,0.48356
203.01,0.9781,203.07,0.90445
215.49,1.06266,215.586,0.66201
215.598,0.66694,215.61,0.66329
215.658,0.67225,215.718,0.63629
216.756,0.64401,216.798,0.62886
238.08,0.93032,238.146,0.82881
246.894,0.90799,246.948,0.65003
246.954,0.65071,246.972,0.62639
246.978,0.62679,246.99,0.62008
247.068,0.62353,247.08,0.61898
248.034,0.6153,248.094,0.39256
267.234,0.6808,267.276,0.66538
288.774,1.02086,288.834,0.93985
302.61,1.15154,302.67,1.06014
302.676,1.06113,302.688,1.05562
306.504,1.11286,306.564,0.98467
315.156,1.13625,315.222,0.99716
317.832,1.02645,317.886,1.0032
329.334,1.13743,329.394,1.09347
330.936,1.09537,331.014,-0.0044
331.02,0.00233,331.044,-0.0494
422.808,0.44414,422.898,0.05801
423.336,0.12865,423.39,0.08481
423.408,0.08507,423.462,0.0546
423.924,0.07951,423.978,0.05314
427.638,0.14606,427.728,0.09695
429.54,0.15068,429.636,0.11087
429.966,0.15824,430.068,0.10733
430.404,0.15775,430.5,0.1085
430.848,0.1554,430.938,0.1146
468.192,0.47458,468.258,0.28947
468.264,0.29248,468.282,0.28042
468.294,0.29021,468.306,0.28266
468.426,0.29928,468.438,0.29438
480.69,0.41072,480.738,0.32518
486.522,0.3726,486.594,0.32293
495.078,0.38737,495.15,0.02336
495.168,0.043,495.174,0.03976
495.426,0.05392,495.48,0.02759
496.014,0.05139,496.104,0.01241
496.428,0.07446,496.512,0.03828
496.974,0.07657,497.07,0.02911
551.85,0.45524,551.898,0.43017
589.116,0.61517,589.188,0.43809
589.2,0.44372,589.212,0.43769
589.338,0.44363,589.356,0.43777
589.548,0.45575,589.572,0.44678
590.256,0.45837,590.322,0.4322
637.896,0.66414,637.95,0.56889
637.956,0.5685,637.974,0.56
637.986,0.56494,637.992,0.56144
638.01,0.56581,638.016,0.5623
647.178,0.55768,647.262,0.11233
647.274,0.14427,647.292,0.13261
647.424,0.1714,647.436,0.16737
667.452,0.30009,667.59,0.23265
731.076,0.58076,731.214,0.13464
731.232,0.16499,731.244,0.15167
731.322,0.1883,731.334,0.17805
731.352,0.19078,731.364,0.184
731.412,0.1957,731.424,0.19043
731.436,0.19409,731.454,0.1893
731.466,0.19238,731.478,0.18851
780.216,0.57704,780.27,-0.08047
780.288,-0.01733,780.312,-0.08404
