"Ptime","Pload","Vtime","Vload"
138.18,0.11427,138.252,-0.01261
138.27,0.00119,138.288,-0.00844
138.408,0.00401,138.42,-0.00314
138.474,0.00447,138.492,-0.00114
216.984,0.17007,217.056,-0.01078
304.2,0.30568,304.266,0.27822
305.592,0.24948,305.658,0.04408
305.676,0.06048,305.688,0.04753
305.706,0.06343,305.718,0.05367
305.736,0.06454,305.754,0.05431
305.766,0.06393,305.784,0.05562
305.802,0.06552,305.814,0.05886
305.832,0.06798,305.844,0.06082
305.862,0.06654,305.874,0.05964
305.892,0.06389,305.904,0.05902
433.668,0.34667,433.704,0.01556
433.716,0.01938,433.734,-0.03117
433.824,0.01398,433.842,-0.00769
433.86,0.01222,433.878,-0.0034
433.968,0.01066,433.98,0.00177
433.998,0.01034,434.016,0.00382
