"Ptime","Pload","Vtime","Vload"
132.318,0.04891,132.372,0.01608
202.302,0.28588,202.362,0.19125
202.668,0.19362,202.722,0.07914
202.734,0.08746,202.746,0.07686
202.764,0.08751,202.776,0.07892
202.794,0.08777,202.806,0.08075
202.818,0.08867,202.83,0.08479
202.848,0.09073,202.86,0.08555
308.13,0.20848,308.202,-0.02807
308.22,-0.00091,308.232,-0.0192
308.286,0.00392,308.304,-0.01545
308.316,0.00085,308.334,-0.01509
308.352,0.00034,308.364,-0.01199
308.382,-0.00059,308.4,-0.01185
308.418,-0.00016,308.43,-0.00923
308.448,-0.00034,308.466,-0.00929
308.484,6e-05,308.496,-0.0076
308.514,-0.00162,308.532,-0.00823
308.55,-7e-04,308.562,-0.00622
308.58,-0.00035,308.598,-0.00608
