"Ptime","Pload","Vtime","Vload"
159.468,0.10432,159.528,0.06947
181.51801,0.17075,181.554,0.15112
186.492,0.15963,186.522,0.14778
192.306,0.18583,192.36,0.1629
192.498,0.16094,192.522,0.15077
204.528,0.19016,204.588,0.06826
222.888,0.18254,222.966,0.12382
233.59801,0.20298,233.658,0.16041
279.336,0.51811,279.396,0.34309
279.40201,0.34508,279.414,0.33626
279.43201,0.34318,279.444,0.33709
279.48599,0.3481,279.49799,0.34201
279.51001,0.34553,279.522,0.33883
279.642,0.33742,279.702,0.30427
279.72,0.30194,279.798,-0.00466
279.97198,0.0266,279.98999,0.01442
280.04999,0.02463,280.07401,0.0138
280.20599,0.02393,280.23001,0.01303
