"Ptime","Pload","Vtime","Vload"
176.184,0.45265,176.208,0.44136
182.154,0.48193,182.22,0.2231
182.232,0.24292,182.244,0.22397
182.262,0.24329,182.274,0.23002
182.292,0.24151,182.304,0.23
182.316,0.24153,182.334,0.2319
182.346,0.23926,182.358,0.23198
182.376,0.23873,182.388,0.23249
204.246,0.34431,204.294,0.31204
215.634,0.37085,215.706,-0.01888
215.79,0.02865,215.808,0.02226
215.85,0.03012,215.868,0.02336
267.894,0.31415,267.924,0.30344
270.726,0.33258,270.798,0.20593
280.278,0.35409,280.332,0.30909
288.444,0.35236,288.486,0.33271
288.612,0.32277,288.684,0.19611
288.714,0.1986,288.774,0.1756
291.714,0.26232,291.738,0.25381
292.89,0.22352,292.908,0.21788
293.628,0.22219,293.676,0.17494
296.232,0.20886,296.286,0.15537
300.666,0.20322,300.72,0.13693
300.732,0.13802,300.744,0.1327
302.634,0.14943,302.694,0.07932
302.7,0.07877,302.718,0.072
307.32,0.09234,307.38,0.02831
329.148,0.10014,329.19,0.00056
329.202,0.00187,329.22,-0.02085
329.238,-0.00306,329.256,-0.01532
329.31,0.00027,329.328,-0.00897
398.448,0.09279,398.484,0.00222
398.49,0.00342,398.508,-0.01571
398.598,0.00342,398.616,-0.00452
453.912,0.04798,453.942,0.03443
487.128,0.0988,487.194,0.02063
499.068,0.0154,499.098,-0.00204
