"Ptime","Pload","Vtime","Vload"
249.852,0.4221,249.912,0.39869
304.674,0.91511,304.74,0.82011
324.534,0.96219,324.594,0.87094
329.778,0.90601,329.838,0.73464
329.928,0.73874,329.94,0.73246
335.064,0.71469,335.112,0.55151
335.118,0.55102,335.13,0.53925
335.142,0.54655,335.154,0.53931
337.338,0.53505,337.392,0.30375
337.398,0.30805,337.41,0.30056
337.482,0.30917,337.494,0.30348
337.53,0.30547,337.548,0.29942
337.578,0.29704,337.62,0.03299
337.626,0.03629,337.65,-0.00164
337.86,0.0267,337.878,0.01672
