"Ptime","Pload","Vtime","Vload"
197.188,0.24592,197.248,0.10463
197.26,0.11719,197.278,0.10898
197.32,0.1232,197.338,0.11552
197.356,0.12378,197.368,0.11726
197.38,0.12399,197.398,0.11821
197.41,0.12401,197.428,0.11794
205.342,0.16692,205.408,0.03496
205.492,0.05608,205.504,0.04775
205.522,0.05663,205.54,0.04844
205.558,0.05588,205.57,0.0487
205.588,0.05446,205.606,0.0473
278.446,0.26178,278.548,-7e-05
278.56,0.00857,278.578,-0.02918
278.746,0.00298,278.764,-0.00811
278.782,0.00247,278.8,-0.00746
278.896,0.00187,278.914,-0.00506
278.932,0.00197,278.95,-0.00433
