"Ptime","Pload","Vtime","Vload"
94.086,0.06981,94.098,0.06674
111.864,0.07934,111.888,0.07231
143.328,0.10238,143.364,0.08997
157.53,0.11803,157.56,0.10673
157.572,0.10768,157.59,0.10458
173.25,0.14203,173.28,0.13058
175.494,0.13305,175.518,0.12429
175.524,0.12325,175.542,0.1198
195.894,0.16795,195.96,0.11541
210.81,0.15562,210.834,0.14936
210.852,0.14677,210.864,0.14287
232.44,0.18584,232.476,0.17646
242.232,0.21606,242.25,0.21301
242.442,0.21195,242.472,0.20235
242.664,0.20445,242.676,0.20214
243.63,0.21099,243.654,0.20316
