"Ptime","Pload","Vtime","Vload"
269.268,0.1415,269.334,0.08298
280.086,0.12395,280.122,0.10084
305.892,0.22751,305.946,0.20375
358.698,0.70196,358.764,0.64919
361.812,0.68197,361.878,0.46446
361.896,0.47713,361.95,0.44931
372.684,0.63114,372.726,0.60152
382.104,0.67443,382.182,0.58022
382.206,0.57637,382.224,0.56749
382.686,0.58134,382.746,0.37372
382.752,0.37896,382.764,0.37289
382.974,0.38375,382.986,0.37615
383.052,0.3766,383.07,0.37
383.316,0.3841,383.346,0.37207
404.514,0.48228,404.574,0.33027
404.586,0.33597,404.604,0.32571
404.616,0.33565,404.634,0.32877
404.646,0.33443,404.664,0.32551
404.676,0.33004,404.688,0.32416
404.706,0.32835,404.718,0.32286
426.282,0.35649,426.33,0.33685
426.474,0.33307,426.522,-0.03712
