"Ptime","Pload","Vtime","Vload"
492.564,0.1198,492.636,0.02609
492.648,0.02948,492.666,0.01498
644.598,0.17382,644.634,0.04373
644.64,0.04386,644.664,0.01847
644.838,0.04288,644.85,0.03666
830.268,0.17958,830.316,0.03732
830.322,0.0406,830.346,0.01313
831.21,0.07464,831.294,0.03091
831.774,0.0662,831.858,0.03036
884.046,0.18047,884.088,0.03646
884.1,0.04426,884.118,0.01601
884.376,0.09025,884.436,0.06583
884.478,0.05587,884.508,0.0458
911.76,0.1295,911.796,0.11553
912.042,0.11594,912.084,-0.00051
912.102,0.00991,912.12,-0.01186
