"Ptime","Pload","Vtime","Vload"
80.748,0.2352,80.796,0.21517
102.096,0.39886,102.156,0.35152
102.354,0.34327,102.42,0.26952
106.074,0.31374,106.134,0.28977
106.926,0.28809,106.992,0.19339
114.51,0.28671,114.576,0.16381
132.456,0.37993,132.504,0.36132
143.604,0.46522,143.658,0.40741
143.664,0.40687,143.676,0.40188
152.64,0.52919,152.682,0.51254
166.38,0.62636,166.434,0.58686
179.31,0.72695,179.37,0.62172
181.5,0.63232,181.548,0.61652
181.59,0.61436,181.65,0.55972
196.854,0.66782,196.896,0.62279
196.902,0.62169,196.914,0.61613
209.346,0.69893,209.394,0.63039
209.4,0.62933,209.412,0.6222
209.64,0.6204,209.7,0.57068
217.11,0.60616,217.188,0.31229
217.206,0.32154,217.218,0.31438
217.23,0.3229,217.242,0.31608
217.284,0.32028,217.296,0.31395
217.308,0.31699,217.32,0.31208
245.634,0.52148,245.682,0.50067
245.724,0.49635,245.76,0.48101
248.946,0.48973,248.994,0.43049
249.006,0.43055,249.018,0.42515
259.308,0.4874,259.404,0.05017
277.002,0.16583,277.062,0.08978
277.068,0.08859,277.092,0.08018
356.85,0.23552,356.892,-0.01653
356.91,0.0085,356.934,-0.02749
