"Ptime","Pload","Vtime","Vload"
203.19,0.06255,203.208,0.05877
237.246,0.07466,237.276,0.05788
237.294,0.05964,237.306,0.056
237.33,0.06003,237.348,0.05637
237.372,0.05888,237.39,0.05489
237.45,0.05699,237.468,0.05371
237.492,0.05393,237.51,0.04965
237.612,0.05318,237.63,0.04981
334.188,0.07451,334.206,0.07004
334.44,0.07377,334.47,0.06233
334.602,0.06282,334.62,0.05903
352.842,0.0717,352.878,0.05287
353.046,0.06393,353.076,0.04553
353.1,0.0513,353.118,0.04368
353.346,0.04871,353.364,0.04488
353.388,0.04893,353.406,0.04483
353.43,0.04805,353.448,0.04383
353.472,0.04816,353.49,0.04459
353.514,0.04812,353.532,0.04404
353.556,0.04758,353.574,0.04419
353.598,0.048,353.616,0.04406
353.64,0.04628,353.652,0.04427
