"Ptime","Pload","Vtime","Vload"
34.524,0.05843,34.542,0.04839
34.77,0.04901,34.8,0.02459
34.812,0.02713,34.83,0.01974
35.388,0.02451,35.412,0.01453
44.298,0.02944,44.34,-0.00851
51.78,0.0063,51.81,-0.00559
63.594,-0.00217,63.63,-0.02264
106.548,0.01328,106.584,-0.0071
121.176,0.03426,121.224,0.00729
127.14,0.01453,127.176,-0.01324
148.746,0.03394,148.812,0.00599
174.606,0.11472,174.672,-0.01998
174.726,-0.00268,174.75,-0.01615
188.784,0.04535,188.838,0.01908
221.082,0.18877,221.142,0.0158
221.226,0.03189,221.244,0.02478
227.67,0.04997,227.736,0.00479
241.974,0.04201,242.016,-0.01665
242.028,-0.01562,242.046,-0.02647
242.148,-0.01312,242.16,-0.01817
270.006,0.00268,270.066,-0.02175
365.004,0.00438,365.028,-0.00619
381.99,0.00265,382.02,-0.02606
382.188,0.00131,382.206,-0.00948
382.224,-0.00722,382.242,-0.0149
382.344,-0.01385,382.368,-0.02198
383.31,-0.03809,383.346,-0.06446
383.424,-0.03801,383.478,-0.06375
383.964,0.0517,384.108,-0.04236
384.858,-0.00267,384.954,-0.04136
482.844,0.09355,482.916,0.02957
482.922,0.02996,482.946,0.02227
525.57,0.15761,525.63,0.01026
525.648,0.02741,525.666,0.01597
525.684,0.02434,525.702,0.0091
525.72,0.01971,525.738,0.01293
525.858,0.02891,525.882,0.01814
537.906,0.06991,537.948,0.0349
537.954,0.035,537.972,0.02688
538.212,0.03733,538.254,-0.01408
538.26,-0.01391,538.284,-0.02761
538.308,-0.0209,538.326,-0.02949
538.65,0.00466,538.674,-0.00483
