"Ptime","Pload","Vtime","Vload"
103.878,0.84403,103.95,0.72923
119.976,0.93445,120.042,0.80183
120.084,0.80385,120.102,0.79861
123.552,0.82359,123.612,0.77856
129.444,0.86687,129.504,0.74271
160.794,1.15539,160.854,0.9831
160.86,0.9849,160.866,0.98036
175.488,1.19512,175.554,0.97975
175.56,0.98067,175.566,0.97527
175.578,0.98093,175.59,0.97577
175.614,0.97466,175.626,0.97021
198.468,1.23839,198.534,0.99005
198.54,0.99156,198.552,0.98248
198.558,0.9871,198.57,0.98085
198.576,0.98589,198.588,0.98241
216.12,1.20697,216.18,0.99593
216.186,0.99928,216.198,0.99371
216.288,1.01015,216.294,1.00671
241.554,1.27545,241.614,1.07326
241.62,1.07507,241.632,1.06625
241.638,1.07014,241.65,1.06505
241.662,1.06909,241.668,1.06567
241.974,0.79429,241.986,0.78821
242.238,0.78493,242.286,0.65653
242.292,0.65633,242.304,0.64764
242.484,0.66331,242.502,0.65682
256.458,0.79999,256.524,0.53095
256.542,0.54545,256.548,0.54158
256.632,0.33694,256.638,0.33319
256.848,0.36351,256.89,0.34214
257.232,0.37314,257.382,0.28292
262.662,0.28155,262.734,0.0243
262.752,0.03909,262.764,0.02605
262.854,0.05338,262.872,0.04123
262.89,0.04657,262.908,0.03725
