"Ptime","Pload","Vtime","Vload"
214.20599,0.69685,214.25999,0.59604
214.272,0.59641,214.284,0.58923
228.62399,0.73555,228.666,0.69156
236.17799,0.77675,236.226,0.69767
236.23199,0.69788,236.244,0.69192
240.168,0.74092,240.216,0.71967
260.51401,0.93404,260.57999,0.72539
260.59201,0.73333,260.59799,0.7287
264.31201,0.7772,264.35999,0.75726
266.142,0.78188,266.19,0.75966
266.27399,0.75379,266.35199,0.67282
266.36401,0.67201,266.42401,0.40567
266.436,0.41385,266.448,0.40523
266.48999,0.41823,266.50201,0.41362
323.328,1.06353,323.40601,0.89296
323.418,0.89951,323.42401,0.89624
337.75201,1.12722,337.806,1.0832
345.366,1.20269,345.40799,1.18114
350.814,1.27248,350.862,1.24085
372.78,1.63092,372.84601,1.44964
373.03201,1.02762,373.03799,1.02376
373.04999,1.02557,373.06201,1.01167
373.06799,1.01979,373.07999,1.00599
373.09201,1.01041,373.104,0.99986
373.12799,1.00157,373.14001,0.99433
373.15201,1.00121,373.15799,0.99745
373.95599,1.003,374.004,0.89936
374.01001,0.89904,374.022,0.88834
374.08801,0.90023,374.10001,0.89668
374.13,0.89374,374.142,0.88857
374.14801,0.88886,374.16,0.8851
374.42401,0.89554,374.53201,0.77287
374.62799,0.79541,374.64001,0.78754
374.646,0.78649,374.664,0.78103
396.58801,1.11815,396.66,0.58493
396.67801,0.60386,396.68399,0.59203
396.74399,0.58466,396.75601,0.57528
396.76199,0.57571,396.78,0.56303
396.87601,0.55886,396.92401,0.40882
396.936,0.41436,396.94199,0.40981
397.008,0.42195,397.026,0.41294
410.11801,0.57912,410.16599,0.44462
410.17801,0.44694,410.19,0.43748
410.202,0.4467,410.21399,0.4404
410.30399,0.44725,410.31,0.44394
475.10999,1.35436,475.164,1.31167
487.04999,1.50842,487.10999,1.20976
487.116,1.21513,487.12799,1.20932
487.134,1.21601,487.146,1.21078
487.746,1.23059,487.82401,0.55775
487.92599,0.59393,487.93799,0.5855
488.16599,0.59211,488.18399,0.58587
488.40601,0.62755,488.436,0.60796
488.68201,0.64295,488.71201,0.62461
488.71799,0.6242,488.754,0.60357
489.57599,0.65233,489.642,0.62306
490.746,0.67698,490.806,0.64937
491.32199,0.68722,491.38199,0.66326
492.186,0.69922,492.23999,0.67764
496.62601,0.78387,496.686,0.7601
