"Ptime","Pload","Vtime","Vload"
186.132,0.02854,186.174,0.01289
261.776,0.27024,261.836,0.19924
330.47,0.71904,330.524,0.60219
330.53,0.60116,330.542,0.58978
356.516,0.72436,356.57,0.31842
356.576,0.32304,356.594,0.30338
356.606,0.32132,356.618,0.31202
356.708,0.32663,356.72,0.31954
356.732,0.32339,356.744,0.31778
356.756,0.31753,356.774,0.30932
382.316,0.39788,382.382,0.10415
382.394,0.10977,382.412,0.08609
382.43,0.10418,382.442,0.09191
382.46,0.10507,382.478,0.08906
382.49,0.09748,382.508,0.08531
382.526,0.09544,382.538,0.08891
382.556,0.09689,382.574,0.08855
382.586,0.09102,382.604,0.08348
418.766,0.18911,418.808,0.00541
418.82,0.01311,418.844,-0.02186
418.976,0.01255,419,-0.00326
419.054,0.01126,419.072,-0.00022
419.168,0.01088,419.186,0.00359
419.246,0.00888,419.264,0.00209
