"Ptime","Pload","Vtime","Vload"
75.114,0.0386,75.15,0.02177
112.434,0.06134,112.464,0.04583
112.794,0.03087,112.824,0.01738
160.944,0.1059,161.016,0.06392
185.688,0.14676,185.736,0.02732
185.748,0.03627,185.766,0.0246
185.784,0.03231,185.808,0.01996
185.826,0.02726,185.844,0.01887
185.898,0.0366,185.928,0.01922
186.018,0.03623,186.048,0.02235
218.826,0.15279,218.868,0.0275
218.88,0.0303,218.898,0.01854
218.916,0.02964,218.94,0.01432
218.958,0.02542,218.976,0.01149
219.078,0.02405,219.102,0.0129
254.976,0.14849,255.054,0.0266
270.744,0.1318,270.816,0.0456
270.936,0.04768,270.972,0.03151
321.12,0.08748,321.156,0.035
321.162,0.03611,321.186,0.02433
338.484,0.05448,338.526,0.01618
338.538,0.01689,338.556,0.00695
460.32,0.04345,460.356,0.00879
460.368,0.01208,460.392,0.00387
