"Ptime","Pload","Vtime","Vload"
139.344,0.13382,139.416,0.01759
139.434,0.02749,139.452,0.01772
139.506,0.02138,139.524,0.01369
199.074,0.17593,199.128,0.12155
199.14,0.12664,199.158,0.11955
199.17,0.12277,199.182,0.1177
226.038,0.2026,226.104,0.0823
241.83,0.15173,241.896,0.0261
265.494,0.15535,265.554,0.05503
265.572,0.0619,265.584,0.0562
265.632,0.06456,265.65,0.05683
292.494,0.16533,292.554,0.04974
292.572,0.0597,292.584,0.0524
292.638,0.06414,292.65,0.05686
292.668,0.06327,292.68,0.05716
304.218,0.06682,304.254,0.01526
304.266,0.01693,304.284,0.00708
304.302,0.01731,304.32,0.01151
304.338,0.01871,304.356,0.01201
355.47,0.04876,355.5,0.03542
391.476,0.07962,391.506,0.06397
401.61,0.07875,401.646,0.00581
401.658,0.00883,401.676,-0.00577
401.772,0.00863,401.79,0.00155
401.814,0.00627,401.826,6e-04
477.768,0.02713,477.804,0.00171
