"Ptime","Pload","Vtime","Vload"
53.232,0.13753,53.262,0.12433
75.984,0.17858,76.02,0.15987
76.65,0.15616,76.68,0.13962
80.598,0.14566,80.652,0.09637
121.884,0.30858,121.932,0.29196
135.64799,0.38577,135.702,0.36233
149.59801,0.46508,149.65199,0.42249
154.02,0.45822,154.06799,0.35009
154.08,0.35372,154.092,0.34374
171.504,0.48439,171.552,0.4571
171.60001,0.4554,171.642,0.42798
173.424,0.42332,173.472,0.39817
201.582,0.58555,201.63,0.51039
201.642,0.50998,201.65401,0.50385
203.20799,0.50584,203.274,0.30761
203.286,0.31464,203.298,0.30776
215.87399,0.39238,215.94,0.09825
227.226,0.18494,227.256,0.1723
265.5,0.43531,265.548,0.39251
317.814,0.68106,317.87399,0.61971
323.388,0.65533,323.42999,0.63027
343.884,0.73451,343.944,0.60719
344.08801,0.60682,344.13,0.58618
379.41599,0.7311,379.48199,0.58844
379.49399,0.59312,379.50601,0.58743
379.51801,0.58866,379.53,0.58185
379.54199,0.58424,379.55399,0.5793
382.06799,0.5991,382.10999,0.58031
383.13599,0.5785,383.18399,0.52136
383.23801,0.52069,383.25,0.51559
414.76801,0.65972,414.87,0.35668
415.896,0.39281,415.95599,0.36484
431.88599,0.45145,431.90399,0.43423
455.142,0.49322,455.19601,-0.06156
455.21399,-0.02132,455.23199,-0.07002
455.56201,-0.01598,455.57999,-0.02441
455.59799,-0.01756,455.62201,-0.02798
455.64001,-0.02042,455.664,-0.03033
