"Ptime","Pload","Vtime","Vload"
99.438,0.0247,99.468,0.00821
159.51,0.05106,159.54,0.03702
213.63,0.10556,213.702,0.00406
262.14,0.10765,262.218,0.00516
407.712,0.23504,407.772,0.08306
407.784,0.09034,407.796,0.08066
407.814,0.09122,407.826,0.0851
407.874,0.09446,407.886,0.08852
407.904,0.09336,407.916,0.08779
407.934,0.0922,407.946,0.08766
407.964,0.09045,407.976,0.08591
409.242,0.09092,409.278,0.01194
409.284,0.01294,409.308,-0.00339
409.326,0.01067,409.338,0.00552
409.524,0.02797,409.548,0.01916
527.556,0.07844,527.616,0.04518
532.998,0.05542,533.04,0.01327
533.046,0.01262,533.07,-0.00018
