"Ptime","Pload","Vtime","Vload"
271.676,0.02896,271.688,0.02674
351.146,0.13177,351.206,0.1131
371.612,0.14701,371.654,0.02319
371.66,0.02237,371.684,-0.00356
371.858,0.01345,371.876,0.01037
372.104,0.01556,372.128,0.00809
372.146,0.0144,372.164,0.01064
372.224,0.01361,372.248,0.00448
372.272,0.01041,372.29,0.00551
372.35,0.0082,372.368,0.00518
372.434,0.00866,372.452,0.00561
372.602,0.01013,372.62,0.00682
373.634,0.01976,373.67,0.01053
373.772,0.01798,373.796,0.01223
464.792,0.0503,464.804,0.04726
471.632,0.05458,471.692,0.01595
472.058,0.03905,472.088,0.03082
472.13,0.02507,472.154,0.0194
472.538,0.01796,472.556,0.0143
472.688,0.02231,472.7,0.01979
512.054,0.06318,512.09,0.05216
540.938,0.04249,540.956,0.03704
586.58,0.05307,586.61,0.02367
586.622,0.02459,586.64,0.01806
586.664,0.02294,586.676,0.02022
587.024,0.02453,587.036,0.02205
661.982,0.04154,662.018,0.02597
662.072,0.02178,662.084,0.01922
662.246,0.01781,662.258,0.01564
662.396,0.02473,662.414,0.01994
662.57,0.0218,662.594,0.01633
681.92,0.02485,681.944,0.01753
795.986,0.02121,796.01,0.01235
