"Ptime","Pload","Vtime","Vload"
53.448,0.02964,53.472,0.02181
88.23,0.0465,88.29,0.01666
173.868,0.07535,173.88,0.07319
174.558,0.0706,174.594,0.05801
179.262,0.06656,179.298,0.05731
180.222,0.04388,180.246,0.03842
180.264,0.03628,180.276,0.03406
183.15,0.03338,183.162,0.03115
217.848,0.05818,217.902,0.03641
236.244,0.07864,236.298,0.06419
238.194,0.05565,238.23,0.01665
238.242,0.01906,238.266,0.00886
238.284,0.01689,238.302,0.01015
238.59,0.0239,238.602,0.02137
238.698,0.02271,238.716,0.01958
238.782,0.0148,238.794,0.0118
239.262,0.01553,239.28,0.01155
299.538,0.01493,299.556,0.0116
381.186,0.04829,381.198,0.04597
394.848,0.02865,394.878,0.01904
418.5,0.02797,418.518,0.02049
455.862,0.02012,455.88,0.01588
