"Ptime","Pload","Vtime","Vload"
96.306,0.0305,96.348,0.01601
103.422,0.03782,103.458,0.01494
194.436,0.55856,194.502,0.50998
194.58,0.50951,194.652,0.40002
207.156,0.59025,207.216,0.44715
209.088,0.454,209.142,0.11059
209.16,0.12076,209.19,0.09038
210.144,0.11447,210.192,0.08962
211.494,0.15281,211.59,0.11089
223.296,0.28186,223.374,0.11297
238.968,0.24901,239.016,0.18742
256.248,0.29594,256.314,0.06475
256.32,0.06508,256.338,0.0505
256.356,0.06218,256.368,0.05515
256.38,0.06336,256.392,0.05872
256.464,0.06958,256.482,0.05572
281.418,0.24293,281.472,0.15715
281.478,0.15647,281.49,0.14698
310.494,0.29225,310.542,0.26535
314.718,0.29797,314.796,0.11125
314.808,0.1226,314.82,0.11081
314.838,0.1255,314.85,0.11525
314.892,0.12777,314.904,0.1199
314.922,0.12728,314.934,0.1196
314.946,0.12574,314.964,0.11863
314.976,0.12426,314.988,0.11816
315.006,0.12267,315.018,0.11761
318.072,0.10478,318.108,0.0137
318.114,0.01358,318.132,-0.00897
318.15,0.0037,318.168,-0.00734
318.222,0.00592,318.234,-0.00343
318.252,0.00553,318.27,-0.00276
318.288,0.00582,318.306,-0.00208
318.324,0.0056,318.336,-0.00073
