"Ptime","Pload","Vtime","Vload"
217.344,0.30336,217.374,0.29534
229.416,0.39102,229.458,0.3733
268.374,0.7185,268.458,-0.01759
268.476,0.00779,268.5,-0.02023
268.776,0.03389,268.794,0.02577
268.818,0.03026,268.836,0.02627
268.896,0.02601,268.92,0.01782
268.938,0.02073,268.956,0.01644
268.98,0.01729,268.998,0.0127
269.022,0.01305,269.04,0.0096
269.574,0.03343,269.622,0.01909
332.682,0.06711,332.718,0.04404
332.736,0.04555,332.754,0.04185
332.778,0.04466,332.79,0.04211
341.394,0.06598,341.418,0.05952
408.87,0.16854,408.918,0.00589
408.936,0.02094,408.954,-0.00926
409.584,0.01421,409.602,0.00882
409.626,0.0121,409.638,0.00963
410.04,0.014,410.052,0.01158
