"Ptime","Pload","Vtime","Vload"
112.842,0.05079,112.866,0.03918
154.506,0.07783,154.542,0.03117
154.56,0.03743,154.578,0.0256
154.674,0.04058,154.692,0.03371
277.776,0.37879,277.83,0.27339
301.062,0.50767,301.116,0.48766
316.236,0.66438,316.308,0.42398
316.416,0.4339,316.44,0.42324
317.07,0.37547,317.118,0.35421
341.136,0.65445,341.178,0.64057
363.936,0.89215,363.996,0.8026
367.308,0.86194,367.362,0.82336
376.44,0.96684,376.506,0.90283
382.986,0.98958,383.046,0.92515
384.942,0.94499,385.008,0.77271
385.014,0.7739,385.026,0.76939
387.39,0.76906,387.45,0.72659
388.098,0.73275,388.176,0.7011
388.776,0.69657,388.848,0.42691
417.354,0.63744,417.408,0.57156
424.392,0.59871,424.44,0.50647
424.446,0.50633,424.464,0.49163
424.584,0.49331,424.602,0.48627
435.552,0.57633,435.63,0.00319
435.642,0.01161,435.666,-0.00696
435.792,0.02071,435.81,0.01004
435.912,0.01324,435.93,0.00226
435.996,0.01772,436.02,0.00811
437.058,0.06458,437.136,0.01648
437.55,0.04173,437.604,0.02016
