"Ptime","Pload","Vtime","Vload"
242.238,0.44028,242.31,0.21965
242.316,0.22377,242.334,0.21483
276.81,0.40702,276.894,0.15631
276.96,0.16723,276.978,0.1569
276.99,0.16072,277.008,0.15314
277.278,0.18912,277.32,0.16933
323.31,0.48632,323.376,0.37211
338.148,0.43332,338.22,0.38671
355.386,0.46761,355.47,-0.03178
355.59,0.01857,355.608,0.00281
356.592,0.03337,356.652,0.00843
401.79,0.13901,401.832,0.01403
401.844,0.01679,401.868,-0.01009
401.958,0.0163,401.976,-0.00092
578.928,0.41567,578.982,0.00186
578.994,0.01636,579.012,-0.02799
579.15,0.01122,579.168,0.00226
579.39,0.01533,579.408,0.00876
