"Ptime","Pload","Vtime","Vload"
49.494,0.06288,49.524,0.05189
59.478,0.0761,59.508,0.05817
76.482,0.09127,76.56,0.00293
91.782,0.06915,91.812,0.05829
118.272,0.21354,118.338,0.12283
140.226,0.28169,140.298,-0.02201
166.302,0.18147,166.356,0.14734
188.856,0.37435,188.91,0.26591
188.922,0.26814,188.934,0.26117
188.952,0.26724,188.964,0.26184
188.976,0.26626,188.988,0.26063
207.936,0.33903,207.996,0.20918
208.008,0.21417,208.02,0.20894
215.52,0.17752,215.568,-0.01026
215.58,0.00312,215.604,-0.02563
